Cell lines	600MPE	BT20	BT474	BT483	BT549	CAMA1	HCC1143	HCC1428	HCC1569	HCC1937	HCC1954	HCC2185	HCC38	HCC70	LY2	MDAMB134VI	MDAMB157	MDAMB175VII	MDAMB231	MDAMB361	MDAMB415	MDAMB453	SKBR3	SUM1315MO2	SUM149PT	SUM159PT	SUM185PE	SUM225CWN	SUM52PE	UACC812	ZR751	ZR75B
Meth__cg19839588__TRERF1	0.050921	0.096716	0.061124	0.052029	0.050093	0.059396	0.041904	0.055714	0.27534	0.81733	0.49626	0.50408	0.04252	0.062485	0.041433	0.052865	0.055484	0.043087	0.080025	0.064037	0.11232	0.18519	0.66044	0.043879	0.057037	0.050249	0.043519	0.45275	0.044185	0.057414	0.044897	0.057634
Meth__cg19464016__PRDM1	0.36448	0.46159	0.32931	0.044206	0.13514	0.12541	0.034416	0.053212	0.048875	0.10397	0.45115	0.045351	0.046544	0.082879	0.19687	0.87735	0.045439	0.049851	0.12668	0.042677	0.23358	0.34463	0.056011	0.042178	0.031229	0.051258	0.43567	0.034112	0.54211	0.046378	0.062541	0.073556
Meth__cg02132188__NSBP1	0.37316	0.10055	0.072137	0.25359	0.045227	0.066558	0.2825	0.2057	0.064935	0.10921	0.078474	0.30789	0.28823	0.29168	0.06113	0.38697	0.057022	0.30842	0.13234	0.060952	0.37188	0.32583	0.13349	0.055728	0.041181	0.080319	0.090767	0.037275	0.32058	0.24025	0.14173	0.056328
Meth__cg15447479__SMO	0.037511	0.97207	0.044769	0.88615	0.041243	0.73816	0.038704	0.041266	0.037067	0.077548	0.87146	0.031289	0.035529	0.052754	0.97156	0.19059	0.0485	0.03088	0.71953	0.054877	0.04903	0.58927	0.067262	0.030478	0.03379	0.047825	0.97091	0.03819	0.68982	0.24157	0.18123	0.56937
Meth__cg04541078__ARCN1	0.050059	0.44561	0.2961	0.482	0.29862	0.10941	0.065065	0.60043	0.057282	0.045842	0.26648	0.17279	0.041197	0.19292	0.13383	0.22252	0.042764	0.092164	0.45577	0.076938	0.086863	0.1399	0.12236	0.039213	0.036666	0.11269	0.4957	0.097137	0.047906	0.05862	0.29102	0.58486
Meth__cg17864730__ITGB8	0.048052	0.47805	0.12863	0.037607	0.21752	0.33071	0.057494	0.21529	0.0512	0.02898	0.14006	0.043124	0.029318	0.10732	0.36216	0.47696	0.056008	0.12816	0.4036	0.04875	0.060694	0.14054	0.18454	0.052867	0.027042	0.0899	0.090841	0.026173	0.8504	0.039135	0.14096	0.47354
Meth__cg00873937__ATOH7	0.031575	0.092145	0.038967	0.038797	0.17385	0.040172	0.10974	0.028476	0.062693	0.070791	0.10651	0.036556	0.032147	0.093449	0.03011	0.15758	0.062376	0.036496	0.085501	0.040251	0.04051	0.050303	0.029361	0.038537	0.033302	0.078839	0.039632	0.030279	0.081451	0.035868	0.038939	0.059402
Meth__cg17307280__DRD1	0.048513	0.90773	0.24782	0.088796	0.77153	0.12499	0.4048	0.059489	0.27415	0.15414	0.40566	0.060018	0.29007	0.10353	0.059734	0.056029	0.065043	0.043863	0.71227	0.056171	0.071211	0.23534	0.04542	0.037255	0.060048	0.12583	0.3365	0.029071	0.35975	0.055823	0.066301	0.083616
Meth__cg19511844__ORMDL3	0.0263	0.93714	0.82419	0.6125	0.18871	0.03638	0.034751	0.13289	0.055745	0.052792	0.48829	0.42103	0.073937	0.4559	0.17747	0.030721	0.048531	0.3058	0.18701	0.71615	0.094236	0.55925	0.10034	0.026971	0.041576	0.55691	0.28517	0.65722	0.026665	0.39507	0.033229	0.032844
Meth__cg05697231__PML	0.039944	0.042677	0.047578	0.043177	0.036883	0.049514	0.038002	0.058388	0.028374	0.66208	0.034789	0.050133	0.031408	0.07108	0.031985	0.040093	0.044569	0.032649	0.072957	0.046834	0.074404	0.14102	0.045369	0.031826	0.037226	0.037168	0.041781	0.030642	0.048521	0.04622	0.05328	0.060576
Meth__cg05839235__NPR3	0.94423	0.96745	0.18726	0.18034	0.9	0.51399	0.074024	0.36121	0.41251	0.52018	0.48438	0.056807	0.044466	0.10347	0.97492	0.90099	0.10205	0.80975	0.93935	0.11051	0.35804	0.88617	0.48394	0.062261	0.037313	0.52794	0.049904	0.026498	0.59615	0.099142	0.5614	0.81469
Meth__cg00567479__FARP2	0.060055	0.05296	0.046887	0.078419	0.060286	0.049869	0.47907	0.057009	0.054922	0.1922	0.12585	0.067075	0.040364	0.11173	0.11599	0.056651	0.071112	0.051707	0.12861	0.056187	0.082654	0.14029	0.086134	0.032614	0.046901	0.051394	0.059611	0.04235	0.062021	0.082592	0.070321	0.12218
Meth__cg19626078__KNDC1	0.054987	0.081975	0.071466	0.045098	0.048651	0.065951	0.093168	0.0519	0.95812	0.61269	0.11925	0.066328	0.060097	0.073171	0.05064	0.045664	0.051663	0.085291	0.17112	0.086204	0.1744	0.95312	0.057941	0.085298	0.05056	0.040842	0.04886	0.043847	0.042937	0.07006	0.065576	0.081958
Meth__cg14986136__WBP5	0.092165	0.14671	0.84331	0.31393	0.077385	0.85888	0.061533	0.084991	0.52511	0.36417	0.79391	0.070511	0.28624	0.22461	0.87132	0.4854	0.11903	0.61792	0.12301	0.12573	0.12985	0.39054	0.33717	0.12972	0.13987	0.080952	0.82326	0.23563	0.24342	0.71704	0.16916	0.46779
Meth__cg07314984__PHKA2	0.30026	0.14728	0.078103	0.058732	0.043113	0.1278	0.096535	0.05965	0.10057	0.44529	0.15586	0.13326	0.11146	0.093918	0.089324	0.065158	0.044263	0.19464	0.16329	0.35876	0.082969	0.33289	0.074222	0.07324	0.11685	0.073557	0.057015	0.060433	0.067062	0.36447	0.085492	0.083532
Meth__cg13726191__FGFBP1	0.062136	0.27596	0.16186	0.14926	0.83178	0.37282	0.12299	0.094319	0.27543	0.046749	0.087519	0.48813	0.33212	0.055556	0.23106	0.14577	0.20792	0.067085	0.11392	0.17075	0.10508	0.16164	0.072447	0.1411	0.053661	0.070085	0.40218	0.045462	0.093201	0.091456	0.45109	0.55319
Meth__cg11857445__AATF	0.016861	0.025142	0.024663	0.022296	0.022252	0.017856	0.028571	0.021548	0.023566	0.034855	0.032969	0.020062	0.013814	0.038152	0.01785	0.020969	0.028089	0.031068	0.054683	0.15608	0.039404	0.045011	0.045115	0.023578	0.02302	0.028395	0.026458	0.021123	0.018213	0.023245	0.024849	0.020743
Meth__cg20824576__CD47	0.025122	0.021782	0.028689	0.02406	0.021008	0.026828	0.02031	0.026448	0.027452	0.0256	0.055457	0.02542	0.021639	0.037107	0.015804	0.021935	0.030041	0.028496	0.048682	0.051363	0.049337	0.2351	0.060401	0.021463	0.019387	0.022806	0.028467	0.020098	0.01665	0.032217	0.026341	0.026093
Meth__cg01738359__RB1	0.051467	0.050846	0.069057	0.041831	0.053045	0.056799	0.047263	0.050775	0.051824	0.0253	0.11255	0.47905	0.04948	0.07689	0.039696	0.05329	0.050432	0.1931	0.086682	0.049596	0.079705	0.096209	0.051862	0.055404	0.045578	0.044655	0.044914	0.046616	0.04688	0.052536	0.044099	0.051656
Meth__cg14521746__PAK1	0.099382	0.15853	0.14112	0.11165	0.73455	0.19692	0.26231	0.085545	0.10893	0.075577	0.22298	0.096247	0.098257	0.13365	0.12664	0.095896	0.086868	0.090978	0.19698	0.083449	0.090397	0.38476	0.094374	0.075414	0.057927	0.079138	0.35536	0.0687	0.14835	0.088249	0.24834	0.36644
Meth__cg16072462__PF4	0.473	0.8117	0.33941	0.44131	0.88185	0.6641	0.89851	0.064976	0.59639	0.57356	0.74177	0.12827	0.42698	0.18243	0.11227	0.82732	0.53117	0.087726	0.59927	0.15005	0.067679	0.55838	0.093232	0.10358	0.39894	0.74943	0.78849	0.075833	0.29733	0.070183	0.080563	0.33198
Meth__cg16756998__ZDHHC8	0.2197	0.067909	0.057202	0.11686	0.04061	0.67428	0.065379	0.073993	0.058966	0.050695	0.38098	0.04376	0.053042	0.10495	0.12214	0.045128	0.048843	0.048877	0.065197	0.052574	0.084184	0.10173	0.091108	0.04253	0.029949	0.07085	0.040564	0.032347	0.77031	0.040741	0.06065	0.61682
Meth__cg05422352__COPS7B	0.36529	0.050152	0.11379	0.095799	0.42688	0.056048	0.1925	0.53855	0.055876	0.059978	0.11198	0.088471	0.03623	0.078762	0.048369	0.51926	0.040189	0.040262	0.28441	0.046305	0.067275	0.12639	0.11715	0.030744	0.030985	0.037127	0.062864	0.048316	0.080748	0.054949	0.054296	0.1166
Meth__cg12441928__CCR1	0.17453	0.087832	0.36215	0.072333	0.045948	0.07397	0.73131	0.079272	0.088458	0.17305	0.068584	0.16996	0.071883	0.095351	0.045893	0.93714	0.096909	0.026983	0.071174	0.046486	0.16591	0.13501	0.13391	0.039794	0.045149	0.043329	0.19707	0.048854	0.24384	0.048775	0.050426	0.053509
Meth__cg16924616__DLX5	0.56161	0.92651	0.39425	0.14641	0.93601	0.95049	0.024187	0.50429	0.031693	0.91253	0.13295	0.051339	0.036687	0.30841	0.56542	0.23523	0.045858	0.46129	0.89313	0.048207	0.73679	0.81025	0.78007	0.046199	0.10841	0.26663	0.040611	0.033293	0.95006	0.055602	0.66985	0.39188
Meth__cg04887278__RWDD2	0.034996	0.51913	0.01826	0.04139	0.18252	0.045917	0.12612	0.034131	0.56475	0.26393	0.19504	0.030293	0.029792	0.59098	0.037658	0.83629	0.086115	0.033528	0.67829	0.02715	0.052314	0.035987	0.064266	0.026441	0.025709	0.9081	0.055914	0.030036	0.02022	0.10745	0.029523	0.021736
Meth__cg12529801__PRO0149	0.029528	0.13522	0.035783	0.020513	0.88324	0.36897	0.04592	0.02187	0.023709	0.035454	0.069167	0.031506	0.041547	0.020552	0.013935	0.02503	0.040728	0.022717	0.19898	0.020155	0.023833	0.047948	0.041789	0.020279	0.021717	0.091529	0.023291	0.016421	0.037023	0.020007	0.02195	0.02493
Meth__cg03081134__RECK	0.10233	0.0804	0.89137	0.069936	0.061252	0.65945	0.039801	0.075511	0.05807	0.17223	0.092225	0.029512	0.084933	0.070606	0.066641	0.068064	0.060387	0.077965	0.094203	0.80592	0.065309	0.85066	0.11918	0.060586	0.11384	0.059208	0.032924	0.062586	0.047367	0.079417	0.29424	0.52877
Meth__cg20029652__PGBD1	0.13387	0.055841	0.062228	0.1619	0.041018	0.86096	0.57047	0.13054	0.074735	0.14444	0.86122	0.058263	0.042048	0.17565	0.047817	0.10565	0.064587	0.043869	0.18974	0.046168	0.093004	0.12974	0.059391	0.045883	0.046731	0.055606	0.70534	0.082854	0.91891	0.065139	0.067343	0.067628
Meth__cg00164898__MAPK11	0.047565	0.10422	0.082924	0.090096	0.052636	0.081587	0.043256	0.069716	0.068483	0.066139	0.41898	0.077398	0.063467	0.071175	0.078524	0.073898	0.2246	0.050812	0.14588	0.12746	0.10361	0.20292	0.16849	0.088681	0.28097	0.081	0.26367	0.10805	0.081592	0.057129	0.052064	0.062842
Meth__cg13021192__CTSZ	0.084632	0.05189	0.062173	0.85888	0.80283	0.075651	0.22663	0.58844	0.8982	0.077344	0.084223	0.84194	0.04942	0.10064	0.99262	0.18642	0.65892	0.046238	0.21053	0.10806	0.14834	0.6021	0.066879	0.10676	0.027109	0.074832	0.31766	0.050994	0.023816	0.042773	0.23971	0.070408
Meth__cg10063179__MTNR1A	0.072816	0.93182	0.18396	0.11552	0.74793	0.91372	0.073214	0.11798	0.077463	0.086346	0.47394	0.076206	0.049704	0.10976	0.051668	0.15753	0.43633	0.046966	0.85417	0.057275	0.38965	0.59874	0.087629	0.067475	0.19146	0.10483	0.41747	0.047854	0.92089	0.068818	0.17994	0.28424
Meth__cg20791841__MAN2B1	0.032702	0.043956	0.025442	0.061419	0.034305	0.054117	0.72526	0.067159	0.031195	0.037323	0.1133	0.032165	0.032283	0.067462	0.032145	0.038875	0.036745	0.031715	0.07296	0.051628	0.053977	0.038093	0.058918	0.026343	0.021281	0.030928	0.039334	0.033414	0.054254	0.048571	0.04682	0.044024
Meth__cg09835543__DIRAS2	0.07165	0.60471	0.039852	0.024273	0.87754	0.047918	0.08965	0.036615	0.46044	0.06169	0.74632	0.066922	0.095034	0.18249	0.046522	0.15204	0.2491	0.031434	0.92308	0.039681	0.079304	0.094153	0.077511	0.041806	0.10616	0.23889	0.81196	0.02933	0.62641	0.032229	0.051539	0.054733
Meth__cg25816468__PBXIP1	0.020601	0.023617	0.027013	0.018222	0.019969	0.021528	0.0253	0.0297	0.030507	0.021924	0.033782	0.022915	0.02143	0.032118	0.017807	0.048773	0.021766	0.02513	0.10769	0.036561	0.27364	0.030879	0.04197	0.019323	0.025768	0.021741	0.017966	0.023487	0.032002	0.028932	0.024458	0.023919
Meth__cg18869368__MAGEH1	0.46386	0.51019	0.90801	0.063655	0.41904	0.090787	0.17366	0.3382	0.86655	0.415	0.49655	0.078174	0.39837	0.25285	0.072887	0.48039	0.18738	0.3953	0.78979	0.12046	0.12932	0.35276	0.077756	0.81638	0.13609	0.11341	0.091017	0.20218	0.10478	0.30174	0.069981	0.077616
Meth__cg21026663__HIST1H4D	0.056677	0.94391	0.06799	0.95621	0.94855	0.49049	0.95737	0.95142	0.53035	0.11035	0.88352	0.62503	0.034225	0.096872	0.58359	0.083666	0.040193	0.051541	0.93435	0.081537	0.061129	0.11597	0.93705	0.17463	0.068384	0.16652	0.95526	0.56554	0.67004	0.044913	0.95363	0.95358
Meth__cg12847373__EDNRB	0.85895	0.83146	0.9035	0.57243	0.59816	0.88263	0.92132	0.028712	0.21163	0.16033	0.29703	0.21938	0.035571	0.072003	0.73413	0.86947	0.03931	0.2967	0.49559	0.030866	0.20956	0.77878	0.043644	0.028827	0.044955	0.79076	0.88199	0.31549	0.81859	0.5499	0.84802	0.8344
Meth__cg07007400__KRT7	0.055763	0.070614	0.055848	0.053989	0.86183	0.087797	0.049454	0.85972	0.10655	0.053436	0.075979	0.055336	0.078192	0.099266	0.877	0.54035	0.85256	0.040393	0.14013	0.059741	0.099584	0.102	0.059799	0.10632	0.046383	0.053153	0.054552	0.048268	0.045592	0.051887	0.83956	0.82992
Meth__cg18399703__EVA1	0.06938	0.044513	0.065406	0.042095	0.156	0.13177	0.060707	0.052304	0.040838	0.028012	0.053966	0.042128	0.056791	0.078098	0.036102	0.79788	0.050287	0.0616	0.50194	0.043153	0.14241	0.11886	0.066466	0.063553	0.047422	0.33044	0.10251	0.035251	0.080335	0.041728	0.04848	0.078775
Meth__cg00948524__RNF135	0.025061	0.029812	0.028212	0.02418	0.46966	0.040306	0.047157	0.10567	0.02759	0.079675	0.061829	0.04445	0.025079	0.054474	0.032944	0.13623	0.04137	0.038333	0.26302	0.035023	0.041673	0.10438	0.036844	0.03711	0.030841	0.050356	0.097749	0.028373	0.027511	0.036888	0.037101	0.48106
Meth__cg05722906__CYP4F12	0.041957	0.044907	0.48165	0.52743	0.11442	0.049671	0.096329	0.041428	0.49294	0.020458	0.099687	0.032805	0.38744	0.050355	0.38068	0.37652	0.30481	0.18334	0.056877	0.17297	0.063229	0.27487	0.14883	0.070281	0.033177	0.042297	0.067364	0.033167	0.038664	0.867	0.12832	0.053391
Meth__cg07008386__PLCB1	0.07274	0.27606	0.10829	0.11444	0.35052	0.25387	0.037495	0.19964	0.067407	0.15974	0.21572	0.24763	0.055369	0.10527	0.12999	0.075609	0.09196	0.19621	0.38251	0.081608	0.10092	0.13526	0.10598	0.06007	0.051688	0.080754	0.15019	0.057038	0.3899	0.082195	0.083491	0.15544
Meth__cg01817029__TRHDE	0.6172	0.6215	0.60244	0.061301	0.65461	0.67675	0.58033	0.50492	0.059235	0.2711	0.72204	0.55622	0.14793	0.16088	0.78055	0.23146	0.091453	0.10916	0.85383	0.062897	0.11804	0.90502	0.074052	0.075509	0.18164	0.060165	0.44217	0.063227	0.8025	0.082581	0.17564	0.16744
Meth__cg21039631__CD58	0.015561	0.69434	0.21295	0.53791	0.37054	0.52876	0.048417	0.18618	0.37086	0.77917	0.045403	0.62359	0.26389	0.0362	0.16322	0.4367	0.26233	0.16627	0.039522	0.047417	0.067412	0.03824	0.45474	0.23446	0.3474	0.27838	0.37367	0.23534	0.3644	0.041597	0.4901	0.61963
Meth__cg15641998__DHRS8	0.058812	0.076703	0.054165	0.038851	0.058108	0.06181	0.086404	0.080104	0.045588	0.10737	0.078177	0.066674	0.057244	0.09507	0.046828	0.47406	0.06446	0.033664	0.10386	0.065423	0.11853	0.077929	0.13289	0.044774	0.059178	0.047675	0.16131	0.046753	0.067291	0.05968	0.063352	0.054768
Meth__cg21515744__GUK1	0.015186	0.030293	0.020715	0.43386	0.71488	0.2022	0.014001	0.0843	0.021647	0.047433	0.043708	0.03961	0.020233	0.059515	0.046058	0.88932	0.022204	0.025118	0.061822	0.022142	0.033102	0.055704	0.053653	0.020358	0.017858	0.029308	0.32995	0.014757	0.019532	0.025271	0.023283	0.016077
Meth__cg11692477__SLC40A1	0.048483	0.9556	0.053757	0.03849	0.9403	0.051911	0.072823	0.040856	0.043068	0.14705	0.40328	0.048257	0.043313	0.09976	0.95555	0.55951	0.05241	0.03272	0.44822	0.044886	0.14782	0.073284	0.10008	0.049784	0.043412	0.069418	0.055221	0.031664	0.56936	0.05364	0.041971	0.045313
Meth__cg13160888__NIPSNAP3B	0.043839	0.14838	0.033269	0.024731	0.28827	0.050132	0.047241	0.029972	0.030382	0.034372	0.10685	0.034097	0.029358	0.034329	0.032268	0.057118	0.035057	0.029939	0.27507	0.033171	0.039169	0.068336	0.063191	0.028881	0.024222	0.025196	0.036392	0.024174	0.4243	0.041986	0.069033	0.063176
Meth__cg26984624__ANK1	0.72454	0.94657	0.8964	0.59302	0.045531	0.67315	0.044042	0.27614	0.67073	0.57932	0.6893	0.038511	0.028233	0.12773	0.81274	0.64746	0.032421	0.85492	0.016895	0.66505	0.029362	0.57752	0.35599	0.02516	0.17414	0.022058	0.35087	0.6967	0.60568	0.63726	0.63654	0.47847
Meth__cg19914607__SLC38A3	0.063957	0.62095	0.34744	0.40292	0.80303	0.27385	0.92876	0.12527	0.065338	0.61582	0.87968	0.26564	0.085543	0.15626	0.87032	0.23301	0.16575	0.2621	0.52035	0.12127	0.22256	0.12744	0.19611	0.29456	0.10212	0.065826	0.34169	0.10523	0.62972	0.10636	0.45889	0.69383
Meth__cg09563216__C1orf51	0.051762	0.91297	0.90749	0.44628	0.26696	0.87614	0.10091	0.41537	0.32355	0.7672	0.81483	0.046076	0.20854	0.23304	0.39009	0.087154	0.86756	0.070247	0.81986	0.84827	0.15467	0.49697	0.65167	0.89177	0.80256	0.78478	0.078771	0.19875	0.29295	0.8524	0.23105	0.36535
Meth__cg25372693__B4GALT4	0.14453	0.19721	0.091165	0.10475	0.080436	0.04429	0.073013	0.070132	0.050186	0.11703	0.086444	0.070624	0.046708	0.12525	0.067039	0.09839	0.070329	0.042864	0.20408	0.076534	0.10016	0.11885	0.054324	0.045387	0.038151	0.047823	0.065841	0.038489	0.037343	0.053163	0.083154	0.058694
Meth__cg22289360__GCNT1	0.087654	0.65465	0.071663	0.092636	0.052796	0.065258	0.049043	0.05838	0.033986	0.13413	0.57949	0.05441	0.059041	0.13421	0.049987	0.22698	0.052456	0.061373	0.087129	0.054486	0.097553	0.12782	0.088375	0.050982	0.048783	0.061691	0.4476	0.053978	0.41691	0.053616	0.10509	0.133
Meth__cg08849126__GPRC5A	0.0303	0.025427	0.027972	0.028806	0.025705	0.037018	0.014929	0.023841	0.18768	0.023348	0.039825	0.025093	0.019768	0.035209	0.018127	0.026265	0.39572	0.021181	0.0245	0.027973	0.029902	0.039553	0.037466	0.023479	0.025092	0.020607	0.021099	0.027838	0.024693	0.025465	0.024251	0.027201
Meth__cg27204739__ANKRD5	0.044021	0.044812	0.02729	0.024281	0.024554	0.028775	0.025956	0.049652	0.026695	0.033994	0.034729	0.72967	0.025416	0.068132	0.020903	0.028025	0.038078	0.018668	0.085516	0.035758	0.056877	0.050548	0.040192	0.01918	0.021131	0.0297	0.029238	0.017565	0.028862	0.026637	0.028838	0.028434
Meth__cg15982419__RALBP1	0.44467	0.10159	0.47046	0.40804	0.55645	0.88673	0.53391	0.11134	0.20619	0.40334	0.90311	0.4106	0.033909	0.067009	0.23935	0.91788	0.22709	0.11153	0.79283	0.49126	0.93355	0.79932	0.25659	0.038107	0.037499	0.92259	0.094593	0.12103	0.80557	0.046709	0.93356	0.95962
Meth__cg19536127__CALM2	0.044138	0.38186	0.18825	0.11535	0.57727	0.33155	0.043256	0.26655	0.043634	0.13318	0.27583	0.11462	0.061477	0.14342	0.5396	0.63503	0.17266	0.18503	0.11426	0.40692	0.11247	0.11696	0.10821	0.045451	0.048362	0.13552	0.52009	0.069521	0.19923	0.084024	0.26771	0.51663
Meth__cg17387870__CHFR	0.065444	0.66855	0.12198	0.38011	0.2052	0.067933	0.3524	0.10856	0.35159	0.73465	0.33922	0.10819	0.086244	0.23614	0.33792	0.16568	0.087859	0.080194	0.82164	0.20646	0.39295	0.17496	0.13169	0.057787	0.12255	0.34958	0.28736	0.22536	0.23636	0.10377	0.40855	0.87303
Meth__cg04452713__DST	0.12625	0.53421	0.57753	0.82961	0.054087	0.6556	0.04578	0.086442	0.889	0.096876	0.72735	0.61844	0.079738	0.17166	0.15486	0.56603	0.41634	0.8512	0.15861	0.71058	0.20393	0.81098	0.51571	0.05891	0.063647	0.060396	0.89734	0.38762	0.80687	0.64529	0.63721	0.24449
Meth__cg18084798__RHPN2	0.025022	0.028299	0.026939	0.017901	0.027346	0.041351	0.019122	0.024894	0.024997	0.01672	0.05303	0.016087	0.016948	0.045172	0.020995	0.028306	0.025916	0.019232	0.045721	0.033927	0.035954	0.077497	0.035449	0.032031	0.026746	0.025145	0.023551	0.025655	0.02442	0.028354	0.030774	0.024723
Meth__cg11460029__EFNB3	0.062043	0.56333	0.19695	0.050819	0.059333	0.13866	0.080485	0.063973	0.38763	0.28884	0.24483	0.051331	0.14212	0.11893	0.037656	0.0618	0.058377	0.20774	0.90936	0.12066	0.26146	0.59166	0.20951	0.37018	0.044504	0.055689	0.28384	0.080934	0.7317	0.47077	0.11825	0.054301
Meth__cg25018755__BIK	0.038604	0.041902	0.044398	0.023592	0.63567	0.032922	0.046446	0.033515	0.40828	0.02332	0.055866	0.023407	0.0492	0.032626	0.031472	0.03653	0.031408	0.036198	0.11065	0.089939	0.03603	0.086517	0.054471	0.10179	0.031526	0.072915	0.020958	0.024542	0.025647	0.03318	0.029738	0.051292
Meth__cg10839521__FLJ32786	0.055172	0.083154	0.17024	0.034845	0.07914	0.10025	0.67953	0.054115	0.16402	0.26699	0.12914	0.041427	0.044874	0.10265	0.057993	0.045348	0.045955	0.26594	0.14945	0.056286	0.08539	0.46908	0.06444	0.058051	0.047889	0.084104	0.22492	0.058588	0.10804	0.3592	0.049773	0.055385
Meth__cg19144013__PIR	0.55748	0.19799	0.62017	0.34592	0.54763	0.040411	0.026576	0.034047	0.057093	0.064402	0.60321	0.069594	0.037477	0.37579	0.028614	0.75731	0.19007	0.5559	0.10372	0.48513	0.05667	0.21501	0.34762	0.034119	0.095737	0.070607	0.33712	0.10621	0.039667	0.51122	0.3421	0.036793
Meth__cg25307902__SNAP25	0.17881	0.38852	0.12856	0.089645	0.15207	0.15451	0.25674	0.36621	0.1109	0.15251	0.53024	0.11253	0.070872	0.27111	0.15447	0.20188	0.14654	0.06334	0.81275	0.34383	0.12924	0.80952	0.084599	0.082164	0.058704	0.12726	0.27412	0.14343	0.2471	0.077584	0.16291	0.25345
Meth__cg13162810__PREI3	0.074603	0.050134	0.0633	0.062379	0.15181	0.10132	0.14871	0.081813	0.047748	0.20964	0.19617	0.34372	0.036374	0.094053	0.041805	0.28794	0.043872	0.058776	0.064162	0.23366	0.093719	0.10186	0.27648	0.029835	0.051426	0.30229	0.27067	0.055007	0.10794	0.044142	0.40675	0.48502
Meth__cg04005707__FLJ21511	0.12982	0.55118	0.35222	0.46558	0.94222	0.52021	0.91594	0.90249	0.9349	0.055657	0.90502	0.11329	0.40982	0.066608	0.94702	0.53603	0.88855	0.33618	0.8918	0.58308	0.23063	0.50331	0.095736	0.049851	0.056325	0.38811	0.10674	0.038839	0.70901	0.066271	0.62419	0.87034
Meth__cg22674717__SALL1	0.83	0.91805	0.82142	0.14007	0.42428	0.58124	0.67567	0.093481	0.79281	0.53909	0.3278	0.070458	0.058559	0.069131	0.90403	0.06232	0.04634	0.78564	0.75325	0.72147	0.071266	0.84567	0.042171	0.089929	0.11766	0.039576	0.029684	0.15565	0.036499	0.87831	0.40983	0.11469
Meth__cg10052840__SEMA6B	0.017892	0.23987	0.027887	0.64146	0.22626	0.038318	0.27053	0.021061	0.017134	0.082514	0.052089	0.032141	0.054314	0.049743	0.024883	0.77008	0.24682	0.05861	0.070899	0.018312	0.027271	0.18752	0.037185	0.014935	0.015347	0.21365	0.026366	0.024535	0.019647	0.85316	0.029022	0.028253
Meth__cg05399360__MICB	0.029567	0.028458	0.10049	0.024397	0.018353	0.026087	0.02395	0.028031	0.17271	0.091327	0.57535	0.02172	0.023442	0.038865	0.020324	0.04544	0.040935	0.032748	0.052285	0.03442	0.04065	0.051429	0.057482	0.048872	0.020076	0.16854	0.030734	0.021394	0.020403	0.028827	0.033035	0.034643
Meth__cg11946769__NME6	0.037032	0.033924	0.26304	0.028399	0.024424	0.046625	0.024322	0.039951	0.029718	0.02212	0.076321	0.030296	0.024345	0.031333	0.029023	0.034478	0.046079	0.1779	0.054402	0.13723	0.084401	0.047789	0.10466	0.025821	0.024307	0.39962	0.024339	0.029299	0.027989	0.032559	0.026342	0.02396
Meth__cg02210123__RHOJ	0.53147	0.49148	0.83874	0.46828	0.089181	0.77798	0.26223	0.10681	0.12463	0.323	0.52915	0.10814	0.097066	0.15688	0.093265	0.73425	0.10262	0.083051	0.13993	0.53605	0.15593	0.73062	0.073558	0.076003	0.077368	0.13093	0.851	0.057485	0.41626	0.086456	0.71665	0.75144
Meth__cg25283297__GNAS	0.21703	0.90538	0.11785	0.091695	0.81152	0.13305	0.21661	0.11739	0.16448	0.0896	0.41089	0.12731	0.5157	0.15834	0.13158	0.77067	0.71118	0.1397	0.9301	0.12912	0.15728	0.14191	0.15027	0.13977	0.16212	0.23268	0.097465	0.13176	0.1735	0.1113	0.72894	0.68758
Meth__cg20580177__LRFN3	0.42144	0.1933	0.63636	0.20963	0.12578	0.088625	0.1186	0.33193	0.075067	0.75202	0.18515	0.18402	0.60738	0.35619	0.64363	0.077489	0.60734	0.11057	0.38579	0.83584	0.2808	0.107	0.06829	0.054188	0.065813	0.43574	0.58751	0.15223	0.072782	0.11991	0.21318	0.077385
Meth__cg15974053__DHRS10	0.032402	0.056404	0.029941	0.90337	0.57347	0.21581	0.017741	0.03111	0.32612	0.97433	0.75256	0.28967	0.85343	0.034148	0.16297	0.64225	0.023896	0.083857	0.098322	0.035522	0.034486	0.052583	0.029452	0.015443	0.032363	0.92156	0.27674	0.014973	0.49286	0.030354	0.018187	0.019874
Meth__cg12936220__RPL26L1	0.035328	0.84422	0.46603	0.08962	0.31233	0.58033	0.62399	0.27379	0.069872	0.17889	0.3635	0.17054	0.35633	0.41033	0.059726	0.38647	0.03554	0.056032	0.049548	0.038371	0.14083	0.072628	0.038018	0.1816	0.06003	0.87654	0.040011	0.061124	0.02956	0.030024	0.82511	0.67378
Meth__cg02032115__IGSF8	0.054675	0.63275	0.65654	0.12574	0.11919	0.11644	0.20956	0.10937	0.12173	0.50166	0.32617	0.17328	0.26932	0.52858	0.53787	0.21215	0.067274	0.053627	0.1011	0.13609	0.10095	0.09483	0.087288	0.051407	0.052608	0.058824	0.22158	0.20755	0.11483	0.056962	0.41202	0.18828
