Cell lines	600MPE	AU565	BT20	BT474	BT483	BT549	CAMA1	HBL100	HCC1143	HCC1187	HCC1428	HCC1569	HCC1937	HCC1954	HCC202	HCC2185	HCC3153	HCC38	HCC70	HS578T	LY2	MCF7	MDAMB134VI	MDAMB157	MDAMB175VII	MDAMB231	MDAMB361	MDAMB415	MDAMB453	SKBR3	SUM1315MO2	SUM149PT	SUM159PT	SUM185PE	SUM225CWN	SUM52PE	T47D	UACC812	ZR751	ZR75B
Meth__cg26985289__CLSTN1	0.035142	0.028741	0.32397	0.035519	0.098733	0.97535	0.043485	0.78543	0.10551	0.030727	0.035559	0.34654	0.25842	0.52603	0.02695	0.036271	0.74285	0.047591	0.086114	0.03261	0.033952	0.043687	0.87805	0.31471	0.032277	0.077019	0.15974	0.060066	0.075375	0.053586	0.077656	0.027194	0.033474	0.36443	0.029197	0.026708	0.12349	0.036397	0.039186	0.39645
Meth__cg17925542__IDH2	0.051405	0.03767	0.09939	0.044125	0.034412	0.48989	0.051442	0.30638	0.10616	0.05074	0.031579	0.074811	0.060327	0.17516	0.039205	0.029297	0.24193	0.083802	0.10188	0.46357	0.030233	0.066522	0.23444	0.045341	0.029161	0.65163	0.037749	0.094133	0.10479	0.04765	0.039095	0.25348	0.040781	0.33063	0.032346	0.028984	0.064945	0.033591	0.029402	0.081668
Meth__cg09970593__OPRD1	0.13429	0.088965	0.88155	0.17505	0.13298	0.88559	0.39636	0.84874	0.75508	0.11469	0.26032	0.68894	0.77108	0.83972	0.12586	0.13304	0.61475	0.6484	0.17407	0.067645	0.55323	0.76941	0.35328	0.86767	0.16803	0.73429	0.10903	0.17889	0.5239	0.28599	0.11963	0.07067	0.094748	0.35804	0.058495	0.59419	0.24951	0.14067	0.45003	0.60264
Meth__cg17880199__MYH11	0.97085	0.044188	0.57607	0.10291	0.2384	0.95682	0.53513	0.60731	0.97431	0.061021	0.03518	0.63545	0.14763	0.94845	0.056062	0.073555	0.071717	0.15611	0.14667	0.75634	0.96393	0.96374	0.45369	0.10903	0.61508	0.93372	0.04454	0.083912	0.83758	0.067664	0.023554	0.053029	0.058644	0.056101	0.058564	0.34085	0.074549	0.037591	0.15811	0.8957
Meth__cg27202708__C1orf65	0.38334	0.014166	0.77252	0.03381	0.049418	0.68292	0.42561	0.91513	0.33024	0.019917	0.028971	0.29333	0.55738	0.77997	0.023378	0.022644	0.29829	0.021212	0.043772	0.023371	0.23631	0.38222	0.80154	0.92047	0.018265	0.25044	0.033923	0.032303	0.1296	0.038379	0.158	0.016474	0.18166	0.36721	0.022437	0.59226	0.06549	0.028816	0.12375	0.16207
Meth__cg10056627__GNMT	0.037872	0.033369	0.035688	0.035415	0.034823	0.96978	0.032241	0.96702	0.17536	0.031639	0.039107	0.50741	0.042186	0.091908	0.025317	0.038654	0.036747	0.1342	0.079862	0.59919	0.19234	0.14124	0.03786	0.97305	0.035362	0.92815	0.037462	0.055978	0.062828	0.067712	0.39016	0.028179	0.08957	0.035873	0.032133	0.028195	0.13919	0.040544	0.038196	0.044339
Meth__cg00090147__GATA4	0.96481	0.047012	0.93251	0.03494	0.037751	0.8471	0.70038	0.67805	0.97585	0.11356	0.035797	0.6618	0.48422	0.93917	0.14877	0.1073	0.80339	0.86295	0.13446	0.035651	0.96267	0.96992	0.9742	0.9326	0.98045	0.51607	0.86093	0.061477	0.056198	0.087368	0.13781	0.17306	0.064585	0.06424	0.081174	0.42637	0.95514	0.9646	0.79777	0.75445
Meth__cg07448499__CTSH	0.083849	0.45002	0.086418	0.3481	0.16731	0.4902	0.64087	0.74635	0.10888	0.076454	0.11554	0.093154	0.10081	0.12319	0.12059	0.11014	0.10981	0.08985	0.094523	0.13918	0.31157	0.12256	0.39036	0.41827	0.082408	0.30371	0.55621	0.17661	0.19431	0.14369	0.09067	0.052864	0.093978	0.48334	0.064184	0.1009	0.17504	0.087278	0.077933	0.12365
Meth__cg05844583__SLC19A3	0.48805	0.037317	0.080431	0.8285	0.072839	0.065882	0.097584	0.21997	0.59008	0.056312	0.064377	0.057363	0.10235	0.81316	0.069921	0.051207	0.045005	0.03313	0.10238	0.057225	0.38822	0.33762	0.09509	0.06883	0.034551	0.15916	0.37027	0.079466	0.36753	0.061939	0.056358	0.036398	0.043487	0.2149	0.03552	0.075193	0.23904	0.097696	0.60632	0.51382
Meth__cg14481222__BIRC3	0.14946	0.085177	0.109	0.080137	0.093654	0.080911	0.13068	0.25475	0.12164	0.078876	0.1023	0.095488	0.27896	0.086587	0.13243	0.10042	0.55898	0.12275	0.22065	0.11341	0.084476	0.15123	0.16135	0.10285	0.11815	0.19711	0.10673	0.21174	0.17397	0.17294	0.082372	0.11645	0.084345	0.83386	0.073024	0.138	0.40338	0.11154	0.099802	0.11304
Meth__cg17285325__ECGF1	0.090872	0.0359	0.46101	0.80506	0.070178	0.94767	0.20092	0.91467	0.064642	0.058333	0.88954	0.35669	0.83839	0.19621	0.93456	0.057912	0.94795	0.15067	0.088726	0.72823	0.96581	0.94062	0.077577	0.18352	0.24259	0.91781	0.86329	0.089991	0.069192	0.097944	0.062785	0.046317	0.048651	0.27217	0.068705	0.033006	0.10741	0.058711	0.0654	0.062718
Meth__cg11747771__GLDC	0.97063	0.062312	0.96593	0.060334	0.036813	0.37399	0.53926	0.79528	0.069004	0.043994	0.054896	0.96807	0.032925	0.37792	0.043132	0.047523	0.043342	0.11543	0.16303	0.45054	0.95801	0.95738	0.36242	0.10623	0.033563	0.9496	0.34	0.064432	0.93215	0.071885	0.039028	0.046127	0.10011	0.047405	0.066555	0.031097	0.078672	0.042647	0.2828	0.56143
Meth__cg08733774__RANBP2	0.050032	0.048459	0.10644	0.032447	0.078269	0.076055	0.035758	0.14427	0.043382	0.042174	0.053358	0.028825	0.14634	0.067984	0.019756	0.038626	0.052523	0.033904	0.054763	0.074643	0.047132	0.057962	0.17146	0.030526	0.033861	0.18475	0.052479	0.12933	0.043839	0.055271	0.02739	0.033728	0.33489	0.19852	0.030426	0.057549	0.065588	0.033646	0.063454	0.11336
Meth__cg19965810__KCNH7	0.9684	0.02045	0.90679	0.042011	0.1158	0.76285	0.96235	0.21601	0.98389	0.032501	0.032404	0.60021	0.80302	0.19314	0.020234	0.2729	0.038678	0.45871	0.065319	0.044206	0.85627	0.96694	0.029752	0.050005	0.592	0.92141	0.53027	0.058284	0.77361	0.032005	0.027407	0.9042	0.0353	0.94595	0.024902	0.95394	0.1704	0.4532	0.95551	0.9551
Meth__cg22238923__DOK1	0.063592	0.081867	0.16007	0.1135	0.17504	0.86249	0.31524	0.038474	0.96851	0.037779	0.12613	0.077809	0.66478	0.15439	0.11768	0.040173	0.69312	0.3389	0.13285	0.61351	0.61461	0.50268	0.06029	0.075334	0.060181	0.082563	0.24701	0.078956	0.64915	0.065121	0.038827	0.33994	0.12634	0.21145	0.032898	0.03517	0.10262	0.038826	0.34544	0.59538
Meth__cg09416313__MATK	0.52985	0.12967	0.76161	0.47659	0.05088	0.95567	0.5714	0.93066	0.12879	0.034027	0.044586	0.64334	0.73746	0.7737	0.090708	0.041145	0.95064	0.51679	0.10286	0.49633	0.11354	0.44718	0.082299	0.96598	0.076536	0.88714	0.51754	0.089373	0.93062	0.060795	0.086504	0.070634	0.048497	0.067893	0.090194	0.95994	0.084397	0.050105	0.21668	0.60054
Meth__cg08775230__C11orf52	0.15705	0.090283	0.11342	0.13866	0.069693	0.60713	0.13002	0.56452	0.09136	0.091926	0.1354	0.080691	0.24213	0.19243	0.12631	0.062945	0.090618	0.67964	0.16026	0.29634	0.1241	0.14394	0.15735	0.57095	0.13317	0.60424	0.14157	0.18984	0.14716	0.1012	0.8496	0.08232	0.27826	0.079417	0.067185	0.11087	0.096774	0.072299	0.14078	0.16807
Meth__cg00514407__SERPINE2	0.58217	0.033351	0.9435	0.63094	0.55902	0.95539	0.8139	0.78716	0.66957	0.048716	0.068034	0.45585	0.46366	0.91599	0.058593	0.034898	0.88727	0.51229	0.10008	0.94061	0.19381	0.35856	0.7474	0.8438	0.63541	0.76788	0.058328	0.06514	0.28167	0.065276	0.14975	0.036565	0.21675	0.84293	0.032978	0.93854	0.12583	0.24051	0.29509	0.88356
Meth__cg06873352__LYK5	0.45635	0.10072	0.088369	0.079768	0.49165	0.53874	0.53443	0.56774	0.15517	0.094723	0.10143	0.080751	0.23871	0.53741	0.049239	0.086501	0.45321	0.05397	0.15477	0.080612	0.2954	0.24908	0.81333	0.051973	0.074117	0.098595	0.49107	0.12624	0.10477	0.16407	0.067184	0.070312	0.0972	0.69671	0.10169	0.85404	0.11286	0.076056	0.30329	0.91887
Meth__cg19789466__OAS1	0.064205	0.1021	0.13159	0.58751	0.10876	0.38205	0.71022	0.47335	0.84503	0.057148	0.091743	0.18398	0.097018	0.14627	0.10776	0.1459	0.64654	0.48483	0.19632	0.30624	0.45439	0.30245	0.18669	0.15339	0.073035	0.52749	0.39646	0.15284	0.7613	0.27956	0.44207	0.52032	0.084138	0.20507	0.038863	0.12821	0.24504	0.2356	0.38046	0.73721
Meth__cg14795305__SMARCD3	0.08119	0.15706	0.72663	0.87412	0.034363	0.5663	0.68426	0.3102	0.81642	0.062984	0.068247	0.41143	0.58568	0.40233	0.091407	0.054725	0.19293	0.1814	0.054374	0.052589	0.78699	0.29981	0.055284	0.16619	0.061283	0.41845	0.4801	0.081142	0.13013	0.077265	0.056176	0.043293	0.073262	0.2699	0.065708	0.26432	0.15913	0.076974	0.085488	0.16132
Meth__cg19848683__EVI1	0.90371	0.052835	0.13324	0.15614	0.20816	0.89129	0.43896	0.059957	0.58241	0.054314	0.057414	0.23292	0.070052	0.088131	0.041248	0.070504	0.51574	0.24897	0.12079	0.045477	0.86726	0.92411	0.89836	0.11328	0.88106	0.078437	0.89913	0.12304	0.87101	0.10769	0.045736	0.058213	0.061444	0.89293	0.053061	0.89447	0.52288	0.8777	0.89135	0.89736
Meth__cg25713185__SLC19A3	0.54549	0.055198	0.46315	0.90465	0.29955	0.065437	0.4792	0.7778	0.72066	0.10267	0.07497	0.062007	0.10711	0.8216	0.37485	0.32149	0.091651	0.077971	0.27396	0.27829	0.88913	0.88696	0.58936	0.61956	0.065579	0.38896	0.86293	0.22519	0.82478	0.11429	0.087222	0.44151	0.08415	0.62035	0.16774	0.39349	0.88245	0.063398	0.8771	0.86493
Meth__cg08314660__PKP3	0.046644	0.028778	0.037573	0.044512	0.033102	0.97405	0.040461	0.069935	0.0397	0.033567	0.052808	0.030695	0.03027	0.032239	0.02383	0.027954	0.040536	0.058007	0.086497	0.035639	0.043956	0.057505	0.030062	0.67464	0.029927	0.067237	0.05354	0.036046	0.15997	0.036625	0.6669	0.029844	0.03991	0.039097	0.031995	0.025863	0.060417	0.041506	0.057496	0.061924
Meth__cg23889010__SLPI	0.10733	0.05593	0.059423	0.2254	0.30856	0.7451	0.41861	0.62086	0.099466	0.11688	0.23739	0.078378	0.068928	0.084407	0.097625	0.097659	0.2154	0.87544	0.10854	0.085185	0.59396	0.64115	0.64824	0.61438	0.21951	0.33168	0.17351	0.15058	0.15393	0.064061	0.58387	0.0539	0.51865	0.2598	0.057724	0.06218	0.33983	0.36703	0.080119	0.10217
Meth__cg04148458__FAIM	0.022967	0.73645	0.033438	0.020837	0.014571	0.53233	0.050312	0.89336	0.02117	0.018024	0.016985	0.015385	0.026096	0.0383	0.012042	0.019938	0.018192	0.029954	0.034639	0.016349	0.016942	0.02151	0.029803	0.029285	0.020118	0.040876	0.031078	0.02872	0.054099	0.027395	0.020919	0.01565	0.022683	0.86561	0.019377	0.013493	0.033107	0.017872	0.038117	0.028971
Meth__cg04388983__P2RY2	0.14557	0.057278	0.11754	0.042575	0.097409	0.9494	0.13256	0.70649	0.39442	0.061794	0.066231	0.85873	0.20275	0.12077	0.045102	0.067568	0.085923	0.41023	0.10545	0.07997	0.054575	0.053425	0.11884	0.86588	0.044526	0.11598	0.086735	0.1464	0.15065	0.095495	0.10455	0.049822	0.91001	0.10889	0.048928	0.082451	0.21605	0.093489	0.092204	0.13243
Meth__cg14166009__HKR1	0.095361	0.34495	0.93104	0.099768	0.066724	0.9424	0.16747	0.92938	0.96234	0.53119	0.22867	0.13539	0.43737	0.59846	0.066569	0.45573	0.06789	0.69719	0.12856	0.36033	0.94013	0.33168	0.079024	0.11461	0.14215	0.89951	0.445	0.27628	0.087438	0.072596	0.14466	0.10048	0.61053	0.39191	0.13579	0.10133	0.4946	0.092653	0.64182	0.7991
Meth__cg02914419__ASNA1	0.029344	0.025496	0.02954	0.025336	0.025584	0.025246	0.025255	0.022694	0.5859	0.027033	0.031048	0.56392	0.019905	0.030485	0.035933	0.025599	0.023543	0.021939	0.059032	0.02129	0.01616	0.024488	0.027111	0.028876	0.039361	0.045126	0.030646	0.052497	0.053573	0.030527	0.05235	0.044177	0.041803	0.02177	0.03812	0.022993	0.037088	0.67445	0.030488	0.029985
Meth__cg24930915__RAB26	0.055301	0.028137	0.070923	0.0681	0.033641	0.82069	0.058106	0.53774	0.048173	0.033318	0.048106	0.063461	0.067462	0.089336	0.03663	0.037766	0.1468	0.048704	0.092121	0.74006	0.029188	0.056591	0.053442	0.51004	0.029901	0.085656	0.055311	0.085333	0.080416	0.054122	0.044857	0.027772	0.027488	0.03112	0.031904	0.029522	0.091675	0.067139	0.055597	0.058288
Meth__cg21250296__HIST1H2BB	0.056895	0.070168	0.92117	0.18294	0.94592	0.67147	0.93446	0.069817	0.92246	0.92662	0.93425	0.8587	0.21955	0.84296	0.94678	0.83035	0.089247	0.040237	0.19273	0.037412	0.92069	0.67726	0.54698	0.14713	0.067653	0.13652	0.90735	0.098776	0.11472	0.070199	0.92162	0.67574	0.30192	0.11489	0.90703	0.93752	0.39768	0.91118	0.055959	0.05474
Meth__cg20541456__CYFIP2	0.11863	0.034644	0.70486	0.11687	0.097595	0.094144	0.75153	0.13957	0.75701	0.10671	0.34798	0.10604	0.18896	0.32779	0.038959	0.061352	0.2003	0.40056	0.13636	0.062481	0.71476	0.65238	0.87506	0.10063	0.1635	0.1442	0.57651	0.45663	0.41935	0.080316	0.060966	0.25333	0.12835	0.052094	0.13829	0.062846	0.29341	0.098354	0.6381	0.58905
Meth__cg00744433__CXADR	0.6776	0.055196	0.065423	0.67523	0.41204	0.82627	0.40167	0.10215	0.36912	0.065359	0.10078	0.13918	0.18319	0.31677	0.10983	0.069799	0.10036	0.055801	0.11555	0.082476	0.74362	0.71393	0.85888	0.078513	0.64263	0.21277	0.80919	0.71849	0.16858	0.17533	0.78153	0.047712	0.068662	0.83467	0.055928	0.49955	0.15277	0.077679	0.39137	0.58026
Meth__cg26384034__C6orf117	0.46051	0.14066	0.45564	0.32301	0.068437	0.11569	0.85551	0.41055	0.062951	0.037819	0.05992	0.057433	0.14639	0.23368	0.051195	0.062564	0.31775	0.12087	0.11411	0.04941	0.85894	0.84457	0.5379	0.17718	0.0673	0.14441	0.39308	0.067493	0.53292	0.094495	0.085158	0.048866	0.06133	0.19112	0.040678	0.14514	0.088048	0.16639	0.12542	0.082299
Meth__cg21486954__RPIP8	0.036502	0.11214	0.049629	0.057635	0.03594	0.22032	0.088315	0.086509	0.14352	0.028768	0.039008	0.034705	0.30148	0.74545	0.031201	0.037112	0.66745	0.063532	0.062078	0.040442	0.053232	0.053604	0.038509	0.74248	0.023772	0.36262	0.046046	0.076644	0.1164	0.23284	0.040891	0.039686	0.28053	0.078163	0.033186	0.027043	0.063037	0.035874	0.061308	0.062118
Meth__cg22874046__ICAM1	0.037525	0.032438	0.045336	0.23791	0.10044	0.96981	0.035613	0.49329	0.99064	0.13321	0.041632	0.025617	0.074268	0.11008	0.028854	0.12936	0.92224	0.71472	0.10083	0.086201	0.031829	0.43609	0.32489	0.43028	0.062703	0.18231	0.041868	0.040753	0.1159	0.048864	0.10746	0.026309	0.022156	0.21516	0.020708	0.96743	0.074328	0.041611	0.18037	0.6762
Meth__cg21718857__DLL3	0.095756	0.064282	0.53879	0.4325	0.055503	0.82983	0.31782	0.79184	0.66594	0.10571	0.17752	0.45187	0.40472	0.86782	0.065077	0.11011	0.62206	0.46862	0.10943	0.057998	0.89548	0.83339	0.12355	0.89509	0.2358	0.70485	0.307	0.083809	0.89211	0.085102	0.058203	0.074854	0.056349	0.13141	0.055341	0.1539	0.20992	0.058428	0.072162	0.18987
Meth__cg20919799__CDKN1C	0.57281	0.023225	0.040935	0.14196	0.037997	0.6609	0.60686	0.66267	0.037621	0.045384	0.042184	0.69542	0.50197	0.13176	0.049168	0.047097	0.04222	0.039305	0.14228	0.13852	0.9137	0.58992	0.051878	0.047471	0.25867	0.17487	0.062481	0.065342	0.068128	0.048356	0.033754	0.036222	0.045682	0.061075	0.036969	0.039137	0.095885	0.052828	0.053412	0.038702
Meth__cg04005707__FLJ21511	0.12982	0.043118	0.55118	0.35222	0.46558	0.94222	0.52021	0.93062	0.91594	0.032524	0.90249	0.9349	0.055657	0.90502	0.23173	0.11329	0.83309	0.40982	0.066608	0.4111	0.94702	0.71636	0.53603	0.88855	0.33618	0.8918	0.58308	0.23063	0.50331	0.095736	0.049851	0.056325	0.38811	0.10674	0.038839	0.70901	0.098453	0.066271	0.62419	0.87034
Meth__cg13765785__SCN3B	0.89892	0.12824	0.19658	0.61181	0.098868	0.82963	0.82203	0.056813	0.53261	0.42545	0.121	0.73936	0.17129	0.17427	0.091211	0.33211	0.11728	0.45274	0.1343	0.25719	0.87833	0.88038	0.40906	0.15386	0.096199	0.80561	0.81554	0.18991	0.49012	0.15432	0.10611	0.12599	0.17136	0.10558	0.1155	0.090089	0.5102	0.11201	0.25977	0.11249
Meth__cg12391048__PRSS27	0.063758	0.060614	0.047018	0.76358	0.27053	0.94683	0.49564	0.9375	0.048251	0.053812	0.19267	0.37107	0.078608	0.18226	0.73737	0.060288	0.60333	0.88467	0.056981	0.95591	0.33725	0.58087	0.89301	0.94302	0.15431	0.93919	0.74681	0.57986	0.80948	0.076096	0.41385	0.035576	0.95432	0.056089	0.036259	0.059247	0.10236	0.04798	0.073585	0.34728
Meth__cg19632206__FAM5C	0.092721	0.070135	0.10457	0.10611	0.064654	0.5951	0.11245	0.32298	0.59318	0.076529	0.11617	0.2313	0.14534	0.1777	0.039736	0.054874	0.26242	0.31917	0.1565	0.33218	0.064621	0.14966	0.50069	0.15407	0.047569	0.46397	0.093381	0.25091	0.13924	0.10808	0.40976	0.11321	0.35144	0.3118	0.07333	0.10159	0.10894	0.057143	0.073786	0.10372
Meth__cg16584911__KIAA0828	0.087701	0.090017	0.10677	0.086627	0.06645	0.085049	0.092013	0.040011	0.060132	0.090004	0.098036	0.090602	0.06975	0.10702	0.15511	0.09951	0.0818	0.089771	0.10482	0.076472	0.85802	0.097191	0.099868	0.098097	0.11332	0.07521	0.090355	0.095944	0.11	0.11141	0.094241	0.099482	0.098977	0.067572	0.09597	0.062517	0.072701	0.085361	0.083883	0.096304
Meth__cg12104707__ZNF426	0.060744	0.069364	0.070575	0.063372	0.058201	0.11025	0.56625	0.11787	0.83789	0.038959	0.08273	0.040115	0.1052	0.52293	0.041775	0.042865	0.32854	0.052657	0.093783	0.034173	0.80018	0.19855	0.0622	0.03927	0.054004	0.086276	0.28407	0.17568	0.085628	0.10877	0.041878	0.037366	0.053497	0.069118	0.074679	0.17542	0.15132	0.086519	0.13651	0.094727
Meth__cg18468219__MARVELD3	0.033577	0.028951	0.026605	0.028166	0.029381	0.28501	0.029989	0.22191	0.030866	0.027268	0.02756	0.053451	0.036672	0.054105	0.020159	0.021587	0.030512	0.025697	0.029562	0.059622	0.021729	0.023656	0.037736	0.030759	0.022065	0.80238	0.027317	0.053417	0.073931	0.080925	0.023279	0.019551	0.027746	0.031549	0.028076	0.018417	0.053196	0.033844	0.045872	0.048895
Meth__cg19427610__WIF1	0.42098	0.042019	0.96737	0.49931	0.04754	0.93744	0.73269	0.53144	0.39167	0.037131	0.046224	0.64442	0.33511	0.76213	0.035453	0.051003	0.95207	0.061769	0.095274	0.21467	0.58467	0.6568	0.9402	0.53495	0.12035	0.95829	0.33212	0.19251	0.94201	0.10636	0.042244	0.51929	0.18851	0.71212	0.033272	0.96181	0.34743	0.044572	0.5056	0.56446
Meth__cg05886367__BTNL9	0.30491	0.027898	0.63107	0.1664	0.098304	0.072992	0.21574	0.2334	0.75986	0.1966	0.17441	0.38361	0.61742	0.17297	0.038737	0.16531	0.24938	0.36861	0.095584	0.056392	0.38277	0.30725	0.047922	0.20178	0.20294	0.12779	0.26517	0.09399	0.1115	0.043724	0.0396	0.068067	0.044066	0.47415	0.029839	0.23143	0.28099	0.15121	0.11538	0.14855
Meth__cg15177359__UNC13D	0.065523	0.056965	0.0659	0.093333	0.26455	0.8037	0.3475	0.71879	0.04475	0.06073	0.059748	0.49805	0.087488	0.076537	0.31256	0.06726	0.12909	0.63824	0.11586	0.21557	0.15479	0.27762	0.76773	0.72095	0.17324	0.066462	0.64799	0.10036	0.49217	0.060928	0.60782	0.054165	0.21123	0.16979	0.062416	0.05719	0.066191	0.0658	0.51177	0.48641
Meth__cg26294850__TSPAN1	0.040553	0.053041	0.16476	0.06032	0.051841	0.30618	0.14089	0.22694	0.47269	0.043528	0.081522	0.028131	0.33197	0.18963	0.033456	0.051217	0.14407	0.20795	0.081087	0.027182	0.20452	0.26609	0.19859	0.36021	0.046571	0.11877	0.057271	0.039484	0.099741	0.075652	0.032692	0.047741	0.044846	0.041959	0.062994	0.086395	0.091443	0.046872	0.071689	0.05673
Meth__cg21717724__PSMD5	0.23575	0.12843	0.12557	0.08866	0.18649	0.93545	0.61188	0.67474	0.61714	0.27949	0.63833	0.12859	0.22455	0.1264	0.089113	0.26464	0.14981	0.084044	0.14588	0.27287	0.10255	0.105	0.5275	0.19771	0.21644	0.86552	0.14558	0.20127	0.14775	0.127	0.1007	0.13224	0.13804	0.087146	0.083317	0.12712	0.21689	0.12831	0.2321	0.22897
Meth__cg19618706__BGN	0.46813	0.06215	0.24709	0.31038	0.067208	0.52391	0.074185	0.82727	0.46734	0.060785	0.067539	0.061614	0.23482	0.64369	0.042416	0.062969	0.29525	0.095994	0.12852	0.073398	0.13022	0.47631	0.19607	0.52238	0.31049	0.30428	0.068514	0.31467	0.2012	0.0838	0.076713	0.05015	0.11131	0.59	0.062128	0.61072	0.26451	0.42851	0.066941	0.13911
Meth__cg05751159__TSGA14	0.039856	0.027385	0.042479	0.037645	0.022815	0.59817	0.038929	0.035543	0.40373	0.028598	0.035957	0.044698	0.024779	0.065841	0.021794	0.031833	0.031437	0.030084	0.06533	0.025791	0.032125	0.03245	0.20469	0.037948	0.025822	0.071377	0.0376	0.069387	0.072252	0.088084	0.027891	0.029047	0.022842	0.12554	0.027846	0.023524	0.10749	0.042955	0.16997	0.45398
Meth__cg01144286__C20orf103	0.94592	0.017469	0.90128	0.69866	0.36999	0.87026	0.88124	0.43767	0.96033	0.49147	0.09635	0.78365	0.1988	0.75084	0.033552	0.40598	0.76834	0.042086	0.068191	0.71761	0.2887	0.50322	0.95067	0.08039	0.1356	0.83592	0.68519	0.032322	0.68069	0.034202	0.049802	0.062162	0.053932	0.75943	0.036593	0.56871	0.041915	0.4236	0.74789	0.84866
Meth__cg12970084__ELF3	0.031584	0.025603	0.042586	0.072646	0.2383	0.88281	0.060399	0.38543	0.038409	0.026411	0.071463	0.027701	0.34476	0.26307	0.058892	0.028613	0.055362	0.80854	0.081488	0.40282	0.16846	0.18852	0.61554	0.55556	0.19761	0.82692	0.082049	0.1235	0.17345	0.047718	0.71489	0.040006	0.56674	0.25589	0.057091	0.041491	0.1368	0.095138	0.10298	0.080519
Meth__cg11794728__KLF12	0.18137	0.04594	0.14853	0.098127	0.052129	0.051523	0.10397	0.23797	0.068403	0.14391	0.10359	0.07982	0.11266	0.097295	0.062703	0.10767	0.075387	0.18302	0.076899	0.055073	0.44204	0.13123	0.087675	0.12737	0.038805	0.23296	0.14377	0.083864	0.37698	0.083015	0.048917	0.066382	0.13672	0.091612	0.030479	0.29483	0.12583	0.035202	0.44087	0.63485
Meth__cg16504798__MYO1F	0.12611	0.71845	0.23167	0.15791	0.17267	0.51247	0.346	0.33632	0.80888	0.035861	0.092889	0.15055	0.60817	0.52796	0.066877	0.042292	0.30949	0.2557	0.089912	0.034403	0.63331	0.6592	0.1658	0.748	0.23629	0.46723	0.64124	0.14556	0.34618	0.4146	0.035864	0.041952	0.068864	0.76835	0.072989	0.62575	0.15933	0.35566	0.15913	0.28355
Meth__cg12001148__FLJ33790	0.10359	0.22214	0.4159	0.029234	0.94679	0.87071	0.89417	0.80428	0.063958	0.054637	0.039216	0.039013	0.11585	0.92684	0.0395	0.046409	0.88151	0.059672	0.13134	0.35731	0.84521	0.22727	0.98696	0.95271	0.24371	0.95659	0.11148	0.10949	0.060023	0.053303	0.05	0.026155	0.94063	0.94662	0.027764	0.97736	0.10784	0.033093	0.14095	0.076235
Meth__cg20352798__ZP3	0.041083	0.046584	0.044064	0.59501	0.030289	0.83275	0.098987	0.94129	0.041238	0.031168	0.030487	0.027579	0.03377	0.048712	0.01942	0.028495	0.066212	0.060017	0.043633	0.11667	0.028563	0.038779	0.83371	0.36624	0.03391	0.86693	0.73987	0.058699	0.9406	0.03493	0.031832	0.02944	0.10437	0.035733	0.021093	0.041427	0.064449	0.057344	0.03553	0.030161
Meth__cg04848452__EIF1B	0.11026	0.090276	0.59043	0.6968	0.52335	0.49235	0.11484	0.20303	0.0532	0.16484	0.90938	0.55929	0.095442	0.88991	0.69231	0.16008	0.055189	0.066964	0.11473	0.062113	0.097791	0.094086	0.13033	0.099901	0.52786	0.2769	0.23304	0.18817	0.76462	0.15482	0.05012	0.6831	0.074985	0.58627	0.1015	0.63227	0.59447	0.22565	0.30054	0.10035
Meth__cg13401831__TUBA8	0.089891	0.11574	0.12125	0.10081	0.058129	0.56257	0.14034	0.85806	0.15308	0.050414	0.059648	0.085453	0.10738	0.87859	0.04026	0.061414	0.77545	0.088773	0.12582	0.051592	0.087269	0.13765	0.3253	0.911	0.080848	0.62084	0.097664	0.10319	0.12956	0.10158	0.38464	0.075783	0.083333	0.85905	0.053901	0.89552	0.10304	0.058723	0.099011	0.26088
Meth__cg09522147__KRT7	0.071048	0.069625	0.10731	0.062644	0.048602	0.94306	0.17369	0.96192	0.055719	0.063485	0.93289	0.22515	0.042965	0.099001	0.10282	0.059664	0.055828	0.22209	0.12625	0.9048	0.93719	0.94583	0.70398	0.93777	0.057251	0.098049	0.072433	0.095283	0.10569	0.10386	0.60017	0.050924	0.051159	0.049664	0.054514	0.047205	0.68789	0.064975	0.928	0.91954
Meth__cg14134005__GATA4	0.46144	0.047574	0.9014	0.05294	0.05117	0.37031	0.20313	0.65525	0.81793	0.063857	0.05295	0.53359	0.76158	0.51107	0.069649	0.061477	0.5165	0.088596	0.13344	0.040127	0.79461	0.7255	0.88249	0.57968	0.81177	0.497	0.53518	0.11691	0.086361	0.077252	0.1456	0.10916	0.11022	0.26936	0.077058	0.48001	0.69886	0.88203	0.45142	0.40278
Meth__cg16816226__EDEM1	0.0962	0.068732	0.092598	0.13505	0.11691	0.37868	0.074156	0.24602	0.15174	0.073784	0.17038	0.069365	0.13589	0.18798	0.069364	0.072064	0.19599	0.055931	0.13198	0.056948	0.051821	0.11397	0.34251	0.16934	0.090367	0.53968	0.77916	0.12703	0.23842	0.065941	0.047096	0.15303	0.095045	0.59315	0.060474	0.22773	0.19114	0.058752	0.85417	0.43444
