Cell lines	600MPE	AU565	BT474	BT483	BT549	CAMA1	HBL100	HCC1143	HCC1187	HCC1428	HCC1569	HCC1937	HCC1954	HCC202	HCC2185	HCC3153	HCC70	HS578T	LY2	MCF7	MDAMB134VI	MDAMB157	MDAMB175VII	MDAMB231	MDAMB361	MDAMB415	MDAMB436	MDAMB453	MDAMB468	SKBR3	SUM1315MO2	SUM149PT	SUM159PT	SUM185PE	SUM52PE	T47D	UACC812	ZR751	ZR7530	ZR75B
Meth__cg14254419__AMPD2	0.43774	0.17211	0.96701	0.52026	0.074084	0.2628	0.055298	0.05511	0.063082	0.57005	0.02999	0.082871	0.12608	0.5676	0.11204	0.080195	0.12427	0.028114	0.27378	0.45468	0.40117	0.24181	0.80343	0.11875	0.71904	0.25297	0.071159	0.11465	0.090274	0.1975	0.28294	0.028963	0.035991	0.45808	0.041953	0.14974	0.39675	0.30417	0.53839	0.22509
Meth__cg26984624__ANK1	0.72454	0.14228	0.8964	0.59302	0.045531	0.67315	0.6849	0.044042	0.043899	0.27614	0.67073	0.57932	0.6893	0.019401	0.038511	0.56536	0.12773	0.016962	0.81274	0.78704	0.64746	0.032421	0.85492	0.016895	0.66505	0.029362	0.037048	0.57752	0.16986	0.35599	0.02516	0.17414	0.022058	0.35087	0.60568	0.47102	0.63726	0.63654	0.20806	0.47847
Meth__cg02238826__B3GNT5	0.88831	0.47428	0.49382	0.95198	0.040686	0.95168	0.062241	0.02755	0.046354	0.23538	0.041575	0.034122	0.058033	0.88269	0.085025	0.034119	0.075778	0.056468	0.41055	0.34655	0.7931	0.043472	0.95296	0.064395	0.048823	0.092238	0.046792	0.36184	0.047648	0.52098	0.045399	0.033797	0.051216	0.049473	0.96361	0.83149	0.59868	0.68549	0.90072	0.69432
Meth__cg12315311__UNQ3033	0.30843	0.057364	0.25577	0.34328	0.17965	0.10387	0.098745	0.096205	0.041389	0.34729	0.29326	0.33085	0.073971	0.030781	0.037632	0.13988	0.095517	0.058333	0.39869	0.4246	0.10184	0.093634	0.53968	0.099672	0.091027	0.068369	0.60782	0.31528	0.099558	0.12292	0.074312	0.050023	0.11925	0.050161	0.098762	0.2141	0.78133	0.088015	0.22365	0.33322
Meth__cg13590277__SYNPO	0.20588	0.31679	0.87017	0.38579	0.27326	0.35939	0.083965	0.32094	0.036496	0.2452	0.27493	0.29761	0.21092	0.18548	0.1719	0.19117	0.19506	0.027956	0.69746	0.73661	0.86477	0.043629	0.87415	0.078281	0.74506	0.12703	0.2538	0.25555	0.14133	0.34606	0.12786	0.039111	0.058402	0.70151	0.45964	0.20082	0.70308	0.44093	0.26007	0.31395
Meth__cg03294619__NKX2-5	0.32369	0.023222	0.97736	0.93712	0.9048	0.9786	0.90324	0.98877	0.037901	0.96336	0.84123	0.022599	0.91418	0.084267	0.029484	0.020774	0.048891	0.026948	0.97874	0.98313	0.77589	0.94413	0.90778	0.71556	0.035306	0.031026	0.016382	0.28736	0.41479	0.036514	0.89752	0.23458	0.028546	0.81933	0.45185	0.87679	0.97162	0.42354	0.91804	0.94715
Meth__cg14686321__FLJ31951	0.10996	0.061095	0.81033	0.79157	0.039047	0.66688	0.021929	0.071703	0.039719	0.3677	0.042155	0.039587	0.090916	0.33875	0.12412	0.047426	0.067608	0.037499	0.27686	0.50943	0.89008	0.039272	0.79033	0.098761	0.81148	0.10066	0.03836	0.76983	0.040145	0.08182	0.034303	0.045957	0.15162	0.71256	0.038448	0.14528	0.52683	0.49196	0.46297	0.77008
Meth__cg04733388__UBE1DC1	0.075317	0.051554	0.10023	0.49806	0.050019	0.063641	0.084421	0.046631	0.072448	0.10293	0.054842	0.062565	0.10762	0.026311	0.073962	0.065415	0.0671	0.041658	0.65048	0.3613	0.55599	0.094518	0.32599	0.12123	0.25529	0.0875	0.046289	0.11468	0.051941	0.15921	0.03337	0.037602	0.048948	0.94096	0.038481	0.10352	0.062175	0.57072	0.16667	0.68825
Meth__cg18542098__FLJ36445	0.032852	0.036745	0.031334	0.02757	0.96469	0.05598	0.96359	0.97776	0.88694	0.41796	0.033953	0.87443	0.10039	0.037541	0.7374	0.43826	0.31788	0.87242	0.053616	0.038608	0.035427	0.95631	0.03313	0.93541	0.035019	0.492	0.97149	0.053737	0.05803	0.043999	0.74378	0.029828	0.83903	0.030072	0.021016	0.038899	0.02832	0.038541	0.043455	0.033928
Meth__cg11976166__TGFB2	0.10296	0.097568	0.21303	0.49547	0.1967	0.80069	0.40381	0.070405	0.091873	0.42408	0.22055	0.27407	0.19569	0.28136	0.15654	0.19774	0.19562	0.188	0.91519	0.85572	0.77069	0.13114	0.8988	0.27204	0.52163	0.27735	0.15402	0.74722	0.18	0.24866	0.16123	0.08342	0.16328	0.75342	0.1206	0.70691	0.22997	0.40223	0.40468	0.86236
Meth__cg01657408__FLJ31951	0.056304	0.019914	0.78202	0.69986	0.02413	0.39119	0.021587	0.02268	0.023422	0.055705	0.02247	0.01303	0.0276	0.091871	0.030309	0.01793	0.037063	0.020359	0.084332	0.29784	0.96092	0.033927	0.74468	0.036342	0.80535	0.047826	0.022802	0.92188	0.025491	0.041725	0.021192	0.025951	0.023311	0.73507	0.021771	0.039444	0.32079	0.37812	0.43254	0.82648
Meth__cg24408313__BCL2	0.092924	0.26644	0.05112	0.10681	0.89925	0.072043	0.82748	0.85645	0.73872	0.044376	0.88951	0.86823	0.75592	0.12655	0.66092	0.89026	0.6388	0.68451	0.13241	0.07515	0.1425	0.88796	0.1239	0.90598	0.066455	0.076456	0.94543	0.08786	0.7413	0.20824	0.50751	0.63588	0.93945	0.63184	0.16185	0.08773	0.45824	0.070443	0.20527	0.10098
Meth__cg12914657__GIMAP1	0.89602	0.02523	0.92683	0.88931	0.041187	0.88033	0.10753	0.4794	0.91	0.13846	0.92981	0.72339	0.71466	0.021571	0.68791	0.58446	0.082453	0.045755	0.85059	0.72608	0.94203	0.042511	0.944	0.12805	0.16241	0.080396	0.16976	0.087996	0.039624	0.069163	0.082321	0.048199	0.036174	0.89387	0.77194	0.13182	0.90845	0.58369	0.50555	0.73476
Meth__cg19108718__LOC317671	0.074302	0.064986	0.078852	0.043462	0.46046	0.072306	0.11905	0.48722	0.54821	0.065764	0.10197	0.10452	0.17647	0.060812	0.46408	0.092613	0.261	0.12019	0.066817	0.060056	0.052087	0.11228	0.045571	0.17848	0.073747	0.14982	0.21258	0.054916	0.10431	0.069431	0.62161	0.47122	0.21876	0.067998	0.064785	0.093573	0.060661	0.05744	0.1177	0.057376
Meth__cg16891895__RGS16	0.027991	0.022697	0.045587	0.023923	0.97307	0.034673	0.42157	0.10274	0.30159	0.032647	0.041321	0.032492	0.17357	0.03035	0.25311	0.46676	0.045449	0.20306	0.020058	0.034584	0.071579	0.80258	0.029634	0.073275	0.086659	0.0545	0.52179	0.056178	0.035013	0.056297	0.051658	0.027606	0.0404	0.027117	0.69746	0.053813	0.033374	0.0361	0.040811	0.030418
Meth__cg14951292__HMOX2	0.076695	0.050266	0.60329	0.034155	0.6606	0.040776	0.70182	0.207	0.072583	0.096613	0.043425	0.91105	0.63914	0.26354	0.070819	0.35668	0.31101	0.836	0.25534	0.08564	0.18092	0.66715	0.03782	0.81729	0.78936	0.27735	0.82432	0.076686	0.58426	0.047243	0.29313	0.52981	0.11927	0.59146	0.068838	0.072353	0.033655	0.099825	0.14272	0.035873
Meth__cg07173760__CLC	0.85294	0.074468	0.86159	0.72466	0.16355	0.55666	0.14047	0.8167	0.069154	0.80985	0.75884	0.38393	0.65886	0.10291	0.095068	0.57006	0.13051	0.080074	0.52379	0.47237	0.8362	0.16694	0.77631	0.21042	0.26306	0.16993	0.13685	0.20637	0.10375	0.19648	0.084687	0.090962	0.073798	0.60811	0.63343	0.20498	0.61305	0.50033	0.23193	0.36769
Meth__cg15531099__LCE1D	0.81173	0.041343	0.92995	0.90359	0.1048	0.53506	0.037664	0.64127	0.61993	0.30213	0.19871	0.58719	0.61163	0.034714	0.59369	0.10096	0.11367	0.055215	0.26406	0.37912	0.10698	0.082044	0.92618	0.15029	0.73627	0.13333	0.21468	0.35801	0.038738	0.10605	0.061326	0.071679	0.04472	0.84471	0.54579	0.26837	0.79005	0.53518	0.8231	0.66118
Meth__cg05593325__GALNT12	0.047858	0.069214	0.049	0.039134	0.68364	0.062393	0.57092	0.95556	0.066501	0.054137	0.61865	0.76862	0.2865	0.04416	0.075813	0.86222	0.24941	0.65437	0.047898	0.057826	0.15628	0.605	0.29201	0.83304	0.041789	0.12041	0.66352	0.08356	0.49467	0.079646	0.085818	0.082019	0.14232	0.040747	0.78032	0.11093	0.068765	0.063438	0.16808	0.041036
Meth__cg09863066__PVALB	0.55139	0.026047	0.90552	0.77407	0.028381	0.80022	0.38844	0.45807	0.01866	0.58916	0.14277	0.61833	0.67873	0.022923	0.03794	0.18091	0.029048	0.01573	0.72796	0.50286	0.93065	0.21487	0.94277	0.071677	0.7965	0.029702	0.62099	0.42108	0.05459	0.041721	0.027048	0.032773	0.020938	0.76926	0.20548	0.082698	0.90555	0.494	0.63674	0.50283
Meth__cg05210526__PGM1	0.039585	0.067518	0.206	0.079503	0.032891	0.1471	0.036026	0.026099	0.03505	0.049637	0.056171	0.042734	0.072222	0.031207	0.037414	0.039528	0.091254	0.028113	0.046261	0.043624	0.02733	0.038639	0.037065	0.084572	0.04595	0.044495	0.029987	0.061353	0.037653	0.10792	0.026009	0.036198	0.03453	0.31927	0.037941	0.15809	0.047728	0.043528	0.077741	0.043905
Meth__cg14892768__AXL	0.38564	0.21132	0.91028	0.84973	0.043781	0.80681	0.11269	0.41124	0.18671	0.7753	0.72015	0.56411	0.88952	0.10517	0.19916	0.2274	0.19196	0.042338	0.75584	0.92226	0.39482	0.083058	0.41118	0.11057	0.8766	0.10859	0.065878	0.64986	0.72637	0.090576	0.051547	0.046393	0.051573	0.73256	0.69786	0.51304	0.41055	0.73884	0.44879	0.80905
Meth__cg24387380__GABRA5	0.8703	0.098072	0.83515	0.055052	0.068296	0.7505	0.23481	0.31692	0.12544	0.17962	0.8	0.20725	0.11828	0.10306	0.12666	0.25162	0.1326	0.089679	0.4154	0.36815	0.34697	0.11355	0.52588	0.10245	0.21664	0.11155	0.095628	0.20479	0.10382	0.14851	0.29151	0.042511	0.088707	0.094359	0.18989	0.34483	0.43818	0.24836	0.27906	0.35064
Meth__cg12717594__RECK	0.78094	0.021486	0.96573	0.87044	0.02557	0.97028	0.052471	0.025007	0.017306	0.40315	0.022386	0.020081	0.62513	0.77331	0.41553	0.021548	0.20877	0.022356	0.96255	0.96537	0.96434	0.030812	0.030898	0.051069	0.96918	0.036018	0.026703	0.94615	0.024767	0.15682	0.019055	0.032157	0.15525	0.58187	0.021989	0.78209	0.45582	0.96812	0.96284	0.96772
Meth__cg22476084__FXYD6	0.15583	0.049855	0.79668	0.64673	0.13626	0.53993	0.3976	0.21928	0.17178	0.76951	0.1801	0.75367	0.71024	0.095094	0.17161	0.14536	0.11203	0.06728	0.759	0.52901	0.71326	0.087491	0.8104	0.15403	0.5834	0.085038	0.61289	0.10069	0.23852	0.094957	0.054437	0.046137	0.1556	0.92154	0.58248	0.16875	0.7164	0.76748	0.26287	0.77314
Meth__cg09424896__CIB3	0.065255	0.063733	0.14757	0.060012	0.63935	0.077577	0.63831	0.95004	0.1486	0.090296	0.73891	0.77515	0.26431	0.31089	0.13267	0.69546	0.74622	0.051335	0.078989	0.066937	0.080463	0.83725	0.052947	0.48722	0.085883	0.16282	0.92383	0.18148	0.14139	0.17021	0.92619	0.33109	0.10613	0.099961	0.26824	0.12593	0.071693	0.088942	0.13778	0.063621
Meth__cg24269657__F7	0.056111	0.051511	0.058098	0.042606	0.76352	0.059921	0.91985	0.87133	0.6965	0.060556	0.90854	0.66978	0.25574	0.046489	0.6288	0.79262	0.25658	0.50243	0.058108	0.061339	0.069809	0.87754	0.049397	0.13595	0.056497	0.10795	0.64252	0.098957	0.11771	0.074924	0.16098	0.61849	0.20395	0.056495	0.060671	0.077208	0.061808	0.052704	0.099434	0.05492
Meth__cg15543551__FGF12	0.042556	0.032827	0.03568	0.024211	0.80817	0.047353	0.81799	0.59041	0.84859	0.039156	0.23597	0.12136	0.47012	0.44134	0.65286	0.056471	0.14796	0.10961	0.023939	0.037556	0.032461	0.53503	0.034926	0.88503	0.042761	0.09441	0.23851	0.73666	0.057076	0.044367	0.053389	0.051071	0.309	0.048827	0.20572	0.038284	0.75434	0.036846	0.095447	0.047725
Meth__cg24652919__WDR58	0.32183	0.14301	0.63943	0.39614	0.079496	0.49403	0.15512	0.10356	0.18871	0.41756	0.57642	0.2601	0.23013	0.37365	0.23152	0.11797	0.16586	0.067547	0.53395	0.38103	0.8217	0.077942	0.40989	0.085484	0.71752	0.62762	0.052773	0.40351	0.12381	0.21957	0.053232	0.054077	0.072009	0.28568	0.16937	0.44675	0.18536	0.36448	0.61297	0.2875
Meth__cg16860694__FXYD5	0.091837	0.087354	0.2703	0.097803	0.052311	0.86754	0.23529	0.088104	0.073469	0.58	0.13297	0.077137	0.1796	0.052139	0.073075	0.076844	0.10416	0.074277	0.93611	0.71756	0.084208	0.058029	0.089744	0.091954	0.099721	0.15686	0.13672	0.15701	0.088642	0.14025	0.076111	0.084548	0.082624	0.10668	0.97517	0.25504	0.096963	0.098568	0.11935	0.64359
Meth__cg08820801__FBXO17	0.93584	0.80773	0.97276	0.033358	0.016496	0.79433	0.42238	0.01796	0.13021	0.56912	0.031096	0.064203	0.95169	0.21527	0.22527	0.019565	0.43192	0.014157	0.058838	0.82559	0.21231	0.023953	0.93175	0.031208	0.72689	0.078879	0.022279	0.89326	0.42246	0.85478	0.02684	0.019343	0.022066	0.95985	0.016953	0.048014	0.73798	0.79033	0.76908	0.95731
Meth__cg15746620__EMR3	0.11815	0.083875	0.6386	0.4658	0.064548	0.6275	0.13984	0.20718	0.057713	0.48686	0.18606	0.11956	0.26412	0.20214	0.064658	0.19728	0.10536	0.082281	0.41653	0.62254	0.5752	0.14376	0.27357	0.093798	0.11849	0.16606	0.15911	0.33088	0.15524	0.14035	0.049468	0.060765	0.10622	0.52257	0.31525	0.1335	0.81972	0.17602	0.12013	0.37103
Meth__cg17465304__KIF12	0.076488	0.12585	0.35968	0.066774	0.90772	0.101	0.85787	0.92456	0.90356	0.06515	0.80634	0.82575	0.84128	0.12467	0.74332	0.90833	0.34254	0.91412	0.16997	0.51638	0.30287	0.87694	0.1588	0.87546	0.076816	0.14139	0.91027	0.86528	0.83217	0.2133	0.65889	0.90596	0.90818	0.44074	0.081987	0.17891	0.087144	0.57335	0.10267	0.2071
Meth__cg17701886__B3GNT5	0.77203	0.57047	0.50322	0.86472	0.090658	0.86485	0.29272	0.038001	0.094171	0.43974	0.078217	0.050863	0.11302	0.62668	0.087743	0.08715	0.11927	0.24784	0.37231	0.3919	0.85786	0.13302	0.79106	0.17144	0.078535	0.099707	0.10409	0.38298	0.087877	0.37924	0.073483	0.07921	0.078909	0.12135	0.89075	0.75338	0.56443	0.8369	0.82917	0.83783
Meth__cg10878307__ATAD4	0.046624	0.041079	0.03762	0.038588	0.7577	0.043432	0.92739	0.21978	0.089769	0.039549	0.80037	0.32463	0.28473	0.029045	0.091713	0.46694	0.10781	0.31145	0.036613	0.04696	0.049713	0.72719	0.028723	0.67566	0.038806	0.080973	0.83464	0.05687	0.21946	0.077839	0.84493	0.51846	0.80588	0.029428	0.036481	0.087647	0.054895	0.039028	0.089402	0.038377
Meth__cg08056146__SOX7	0.89398	0.23643	0.65105	0.17343	0.89943	0.97038	0.44568	0.083296	0.024424	0.14337	0.62864	0.045337	0.93106	0.51354	0.066663	0.56007	0.092923	0.15546	0.97623	0.95465	0.067744	0.040623	0.96713	0.9327	0.91788	0.087733	0.60378	0.91658	0.04089	0.1332	0.040554	0.027685	0.031104	0.72079	0.91664	0.86888	0.96465	0.90127	0.92215	0.95223
Meth__cg17833578__LRRC21	0.48064	0.15812	0.80821	0.63318	0.041656	0.30853	0.15052	0.61712	0.3676	0.15505	0.8649	0.15877	0.15928	0.039903	0.25862	0.22835	0.10281	0.058194	0.40999	0.4093	0.38024	0.10246	0.8766	0.077341	0.2419	0.040465	0.087474	0.24291	0.074189	0.18328	0.067787	0.07058	0.060477	0.25087	0.090394	0.12187	0.76455	0.12924	0.15163	0.13291
Meth__cg07297178__CEACAM7	0.93413	0.07099	0.92683	0.92293	0.13652	0.72365	0.16496	0.65363	0.054803	0.58197	0.32097	0.74181	0.84277	0.089623	0.14373	0.1964	0.15699	0.064632	0.66484	0.73871	0.95039	0.11173	0.95603	0.15198	0.90437	0.35502	0.29075	0.63241	0.050834	0.073829	0.071536	0.060016	0.066201	0.86507	0.79838	0.13914	0.93678	0.9244	0.77321	0.9148
Meth__cg14188232__ITGA11	0.40514	0.03729	0.84258	0.81016	0.12646	0.45779	0.1452	0.29785	0.045695	0.48606	0.40408	0.069934	0.56617	0.040556	0.047396	0.71126	0.095144	0.035655	0.56008	0.58747	0.38044	0.064389	0.20865	0.28112	0.72505	0.06895	0.058284	0.19738	0.053759	0.063988	0.040835	0.037308	0.035006	0.10662	0.20506	0.41201	0.35137	0.19166	0.66256	0.24925
Meth__cg26233914__ITGAX	0.46708	0.027029	0.74144	0.63327	0.085644	0.44914	0.10974	0.73845	0.072731	0.5	0.079471	0.65505	0.32542	0.022982	0.057125	0.24308	0.046245	0.01657	0.49847	0.37223	0.66461	0.304	0.63623	0.046668	0.24803	0.028841	0.090773	0.044822	0.09422	0.094877	0.036229	0.043746	0.039257	0.46639	0.21726	0.16924	0.66436	0.45644	0.25673	0.24439
Meth__cg25999867__LOC112937	0.96825	0.026758	0.83024	0.96207	0.76791	0.97911	0.087334	0.97308	0.023843	0.97699	0.7702	0.083739	0.8765	0.49274	0.030666	0.054917	0.025358	0.029998	0.98103	0.97599	0.34718	0.021057	0.97937	0.93117	0.91955	0.051366	0.024713	0.95854	0.94056	0.031183	0.024266	0.16435	0.021369	0.027382	0.94543	0.73895	0.44533	0.96619	0.95565	0.9685
Meth__cg01942127__CACNA1D	0.026735	0.019119	0.025508	0.023464	0.96134	0.098449	0.73465	0.96152	0.52563	0.031425	0.60306	0.39044	0.70583	0.16988	0.37221	0.63042	0.3584	0.083118	0.023921	0.038542	0.02817	0.56087	0.039639	0.92015	0.42076	0.027828	0.8679	0.078677	0.96627	0.034138	0.077914	0.28179	0.091375	0.54729	0.097849	0.049678	0.034957	0.1477	0.045821	0.043028
Meth__cg21006686__NOS1	0.94101	0.037051	0.8299	0.83227	0.31155	0.83437	0.3272	0.54561	0.034891	0.88465	0.54905	0.52718	0.76192	0.031875	0.031561	0.46924	0.051531	0.037815	0.89638	0.8798	0.77321	0.12451	0.94405	0.14028	0.85875	0.042599	0.84972	0.41752	0.30898	0.13984	0.069146	0.75959	0.033841	0.046043	0.31518	0.2174	0.93336	0.53417	0.48981	0.53299
Meth__cg21602520__BCL2	0.046958	0.077954	0.24149	0.33085	0.96633	0.066128	0.92797	0.26622	0.86556	0.044701	0.94333	0.93871	0.94708	0.49335	0.75933	0.92554	0.74503	0.57908	0.038538	0.046838	0.038996	0.96319	0.41431	0.94754	0.060168	0.083088	0.8065	0.91319	0.95169	0.069498	0.45537	0.93335	0.96885	0.8838	0.95928	0.57398	0.57608	0.082738	0.09402	0.047451
Meth__cg03875678__GZMB	0.76693	0.13995	0.79379	0.76556	0.074159	0.60506	0.22609	0.1557	0.50367	0.20271	0.6396	0.16981	0.36327	0.20162	0.34033	0.1604	0.52789	0.10683	0.40727	0.41202	0.79602	0.13651	0.52536	0.10648	0.47075	0.16153	0.07904	0.23757	0.081674	0.22491	0.11012	0.17575	0.13672	0.83824	0.31111	0.29551	0.10679	0.59986	0.21415	0.614
Meth__cg26240939__LOC57149	0.092752	0.11019	0.18301	0.11714	0.78985	0.1298	0.61767	0.45372	0.38478	0.10776	0.1484	0.53717	0.30401	0.10705	0.28685	0.7491	0.41639	0.70733	0.092926	0.08609	0.11299	0.694	0.30139	0.65211	0.13825	0.29624	0.74637	0.15576	0.40426	0.1511	0.69693	0.27541	0.64885	0.17173	0.10719	0.18919	0.12514	0.17127	0.27367	0.17521
Meth__cg13697387__LCE2A	0.27509	0.043983	0.65477	0.15407	0.054804	0.14731	0.16789	0.13113	0.12864	0.086573	0.068216	0.10582	0.31409	0.040217	0.11734	0.074821	0.099091	0.065626	0.12432	0.14704	0.070858	0.071259	0.22852	0.084909	0.26708	0.13685	0.074563	0.10434	0.057696	0.087605	0.046214	0.085968	0.083064	0.38257	0.068738	0.12438	0.20918	0.12555	0.20125	0.2164
Meth__cg24377133__HHCM	0.074172	0.034234	0.24288	0.055517	0.023314	0.087524	0.099856	0.049109	0.027229	0.10541	0.056773	0.046534	0.14376	0.031908	0.032999	0.041332	0.081162	0.02887	0.087252	0.1041	0.050959	0.034113	0.54789	0.066833	0.044699	0.088663	0.029198	0.043401	0.046849	0.053889	0.045545	0.045573	0.059919	0.058447	0.053364	0.06712	0.15783	0.046641	0.13958	0.031219
Meth__cg25843439__OR10H3	0.87048	0.035321	0.81629	0.36092	0.045064	0.4136	0.11728	0.16733	0.033583	0.051634	0.15096	0.053454	0.30997	0.18148	0.032676	0.056381	0.054831	0.035517	0.084145	0.15222	0.94387	0.054236	0.92452	0.053471	0.053347	0.1028	0.04566	0.073627	0.044027	0.062976	0.037414	0.055036	0.050711	0.35775	0.35718	0.095166	0.44472	0.13687	0.23031	0.058646
Meth__cg15146752__EPHA2	0.032391	0.074348	0.1159	0.94551	0.048921	0.31998	0.04195	0.054266	0.30754	0.8883	0.051848	0.072361	0.04535	0.081348	0.26859	0.038475	0.44245	0.026241	0.51802	0.46098	0.84987	0.037639	0.077356	0.14589	0.084067	0.10813	0.027041	0.14188	0.058056	0.11894	0.032378	0.022	0.02751	0.17507	0.030308	0.40559	0.74714	0.26615	0.39995	0.63111
Meth__cg07426960__CCND1	0.038915	0.034313	0.061148	0.05649	0.802	0.03269	0.76	0.51761	0.51835	0.057784	0.7324	0.78985	0.32441	0.025804	0.40221	0.65707	0.25366	0.26056	0.050159	0.076663	0.072296	0.78367	0.058951	0.06195	0.055254	0.093726	0.78694	0.077376	0.51658	0.071411	0.58481	0.77327	0.19309	0.060129	0.034752	0.037746	0.045133	0.050558	0.10277	0.033028
Meth__cg25538571__FLJ46365	0.63632	0.049414	0.88542	0.86416	0.0529	0.79767	0.078845	0.85804	0.041181	0.69052	0.8142	0.66443	0.73608	0.11111	0.046419	0.79859	0.52236	0.022744	0.78429	0.68038	0.053338	0.029014	0.9035	0.081007	0.26716	0.13779	0.030813	0.78446	0.057782	0.069476	0.031466	0.042062	0.053154	0.91338	0.84342	0.065722	0.89729	0.49516	0.42107	0.50801
Meth__cg09867835__GLP1R	0.15352	0.10312	0.86711	0.63697	0.13408	0.65337	0.054279	0.19233	0.11382	0.82283	0.72702	0.35199	0.60813	0.098182	0.13977	0.40053	0.12185	0.085549	0.54435	0.36926	0.67857	0.1114	0.4987	0.21352	0.45995	0.14169	0.13739	0.08486	0.36847	0.095833	0.10138	0.10992	0.090277	0.72046	0.46237	0.171	0.44269	0.12394	0.63834	0.2224
Meth__cg07980518__RNF152	0.049748	0.20888	0.054429	0.19316	0.79212	0.065632	0.8154	0.12958	0.51339	0.099404	0.78851	0.73207	0.53314	0.052905	0.58202	0.69517	0.57851	0.48622	0.063486	0.062046	0.050014	0.88877	0.041608	0.8304	0.081434	0.1214	0.92242	0.084598	0.84613	0.12022	0.062988	0.13178	0.65036	0.058145	0.052393	0.081633	0.070951	0.049016	0.092088	0.074221
Meth__cg08052882__NNT	0.083595	0.061372	0.43711	0.088199	0.061314	0.14996	0.12862	0.045338	0.056063	0.062845	0.068001	0.053924	0.5782	0.056308	0.05839	0.095711	0.1259	0.055343	0.13923	0.078642	0.057424	0.054472	0.23906	0.082957	0.083239	0.11947	0.050384	0.15829	0.062001	0.15016	0.058553	0.094441	0.039927	0.44883	0.52734	0.095033	0.29966	0.28936	0.1758	0.1601
Meth__cg12874092__VIM	0.93535	0.17695	0.017637	0.56029	0.01704	0.97934	0.062345	0.017528	0.0091108	0.98641	0.094174	0.23194	0.030378	0.99325	0.016964	0.016682	0.020677	0.015159	0.97836	0.9792	0.64735	0.020785	0.98288	0.038988	0.070573	0.048694	0.019375	0.93911	0.021538	0.27269	0.015201	0.012244	0.013827	0.014388	0.98033	0.94419	0.39834	0.94847	0.97336	0.97627
Meth__cg13553204__CNKSR1	0.041228	0.045273	0.073766	0.063382	0.86385	0.057016	0.60734	0.24909	0.78677	0.045206	0.089074	0.3069	0.1417	0.093023	0.57068	0.13901	0.10381	0.60519	0.077939	0.069682	0.054692	0.87802	0.066912	0.54061	0.068242	0.068323	0.81208	0.12214	0.13878	0.064973	0.89909	0.059324	0.50846	0.053721	0.038417	0.24013	0.060363	0.048049	0.17324	0.040235
Meth__cg12406559__ZNF532	0.91344	0.93042	0.86113	0.65717	0.065192	0.83474	0.16021	0.076037	0.7128	0.83341	0.12665	0.16352	0.19673	0.075748	0.69876	0.1885	0.11551	0.073847	0.89921	0.91448	0.93584	0.13701	0.88756	0.19709	0.47903	0.32182	0.13831	0.24529	0.13118	0.91357	0.10545	0.050257	0.067582	0.9119	0.9	0.16723	0.39293	0.34716	0.65046	0.78647
Meth__cg09882647__C20orf35	0.19529	0.10757	0.069343	0.061235	0.40313	0.11823	0.70819	0.32004	0.14922	0.23111	0.067004	0.081363	0.28668	0.072448	0.10296	0.21147	0.17281	0.30076	0.12278	0.051799	0.23192	0.11476	0.22312	0.56486	0.072495	0.076051	0.30361	0.25543	0.23523	0.06786	0.051347	0.90385	0.45887	0.087695	0.22847	0.030689	0.046467	0.053007	0.10403	0.10209
Meth__cg10743104__PDPN	0.35382	0.045283	0.92012	0.87458	0.54595	0.88752	0.039146	0.51603	0.039558	0.83144	0.89911	0.47323	0.50574	0.028819	0.056811	0.58801	0.098741	0.037047	0.68129	0.73309	0.93576	0.1697	0.26175	0.47707	0.71399	0.12389	0.052762	0.86303	0.093706	0.052584	0.064577	0.057854	0.1567	0.93546	0.70774	0.27261	0.68396	0.81189	0.90123	0.67671
Meth__cg01351032__CIITA	0.23036	0.035263	0.88831	0.83047	0.19094	0.66493	0.053478	0.44094	0.097579	0.8078	0.71716	0.50665	0.76741	0.06288	0.10176	0.43738	0.1102	0.029429	0.42772	0.69627	0.67229	0.85056	0.61083	0.13443	0.6677	0.062677	0.2588	0.21416	0.19812	0.088222	0.035311	0.038196	0.047863	0.88051	0.78325	0.46102	0.86145	0.4898	0.30787	0.56267
Meth__cg03963198__IRX4	0.042102	0.048821	0.043255	0.036596	0.96975	0.047011	0.61723	0.96991	0.046755	0.049895	0.065877	0.43538	0.6935	0.052558	0.054465	0.8032	0.14051	0.32607	0.037552	0.044926	0.76374	0.46751	0.039105	0.92356	0.040259	0.065359	0.35786	0.48755	0.071082	0.084016	0.089288	0.040353	0.58481	0.03944	0.17358	0.072323	0.058045	0.055202	0.95648	0.053696
Meth__cg21529807__CEACAM4	0.70078	0.05845	0.80248	0.81565	0.027494	0.063861	0.10526	0.046347	0.040513	0.044357	0.078231	0.037869	0.16283	0.038184	0.038055	0.054103	0.095366	0.046887	0.18177	0.16558	0.86218	0.11671	0.82437	0.055377	0.093377	0.059216	0.066615	0.1276	0.058747	0.078246	0.06243	0.054774	0.041566	0.22294	0.40508	0.086351	0.43294	0.18032	0.072383	0.17143
