Cell lines	600MPE	AU565	BT474	BT483	BT549	CAMA1	HCC1143	HCC1395	HCC1419	HCC1428	HCC1569	HCC1806	HCC1937	HCC1954	HCC202	HCC3153	HCC38	HCC70	HS578T	LY2	MCF7	MDAMB231	MDAMB361	MDAMB453	SKBR3	SUM1315MO2	SUM149PT	SUM225CWN	SUM229PE	SUM52PE	T47D	UACC812	ZR751	ZR75B
RS_G3849__UPK2__UPK2	1.2179	2.5918	2.4864	2.9857	2.6149	1.444	2.281	2.1097	3.0251	2.428	2.8133	5.2106	4.5908	3.0002	1.8	1.4478	0	3.7605	0	8.8632	6.3477	1.1257	4.7025	2.0134	0.63424	0.47434	5.77	3.8561	5.3843	3.8374	6.7099	8.458	0.91701	2.3886
RS_G13254__IRX1__IRX1	0	0	0	0	0	0	9.066	6.4132	0	0	0.24446	2.8355	0.71958	0.25437	0	3.6235	3.7902	0	0.86673	0	0.14025	0	0	0	0	0	3.8275	2.9194	0	0	0	0	0	0
RS_G15547__GAS1__GAS1	0	0	0.20138	0.62347	6.8017	0.35442	3.9425	6.4901	0	0	4.9514	0	3.5582	1.1793	0	5.7523	4.7642	3.202	3.9524	0	0.34607	0	1.0246	0.98655	0	4.0824	5.0688	0.10817	3.4259	0.80311	0.55514	0.12587	0.66117	0
RS_G4942__RARRES1__RARRES1	2.0377	1.842	3.7414	0.17186	2.4435	1.546	4.0497	3.1042	0.9588	3.4138	6.5431	0.26784	9.1775	11.1435	3.1687	8.5922	2.0236	13.9745	0.3647	0	0.1718	1.2788	2.8091	1.7188	2.3179	0	8.5285	4.3853	2.5811	0.63747	1.368	1.8166	0	0
RS_G9383__SYT8__SYT8	5.2006	6.4758	0.42144	3.4629	0.20705	0.21585	2.0059	0	2.1773	4.7176	0.8256	1.403	3.6542	6.7637	2.0937	7.5701	0	0.70535	0.44075	2.032	0.21117	1.305	3.2331	0.36373	6.8044	1.207	5.1812	7.6667	7.8559	7.1945	8.3643	5.5063	8.8617	3.4887
RS_G1762__MMP2__MMP2	0.4728	0.51784	0.16333	0.14627	1.1858	0.21659	6.7222	10.4729	0.2313	0.53378	1.1497	4.3334	3.1849	4.7367	0.71871	0.74091	5.5154	4.458	10.0294	0.50701	0	0	0.47804	0.67254	0.71178	8.0913	6.8538	1.7789	5.4073	1.6774	0	3.3427	0.5521	0
RS_G2983__SNX16__SNX16	4.0779	1.6934	4.2149	4.1823	4.5164	4.3061	3.3166	3.6461	8.2469	3.5318	5.1328	2.4131	1.3807	3.4426	3.6058	5.2872	5.6931	4.6284	4.0156	1.8436	4.3623	4.6342	2.7031	3.0069	2.1	2.7695	2.2722	2.668	2.6571	2.908	3.3002	2.7071	4.4856	2.4767
RS_G15160__THBD__THBD	2.1121	3.0337	1.9883	4.929	0	3.8626	0	1.4846	0.37671	2.3226	0.27449	6.4554	0	0	0	0	0.1815	0.17079	1.0032	5.1053	4.1804	4.9336	6.3586	6.7423	1.4443	7.6701	3.2897	3.8937	6.9106	0.26966	0.40369	3.3066	3.7341	0
RS_G2069__IKZF5__IKZF5	5.7021	4.4128	5.3513	5.0351	5.3352	5.5475	4.9167	5.9685	5.2985	5.6042	5.5172	6.1113	6.074	5.4231	4.6603	5.4279	5.283	5.6724	4.1876	4.6831	5.8147	5.7219	5.5635	5.2171	5.5553	4.6446	4.5729	5.2434	4.1707	11.8927	5.4297	5.0336	5.5195	4.6727
RS_G5954__WNK4__WNK4	5.1287	0.79205	2.5978	4.274	0.5909	0.94204	1.2907	0.90576	8.0818	1.6841	5.8715	1.8048	2.8025	2.1026	2.2251	1.247	3.0602	0.54739	1.1837	2.3966	0.75549	2.3806	2.3498	2.8618	3.0046	3.866	2.5784	0	2.3071	0.6056	4.2054	6.543	1.9687	0.39401
RS_G17229__CYP4F3__CYP4F3	2.8276	0.42396	0.82997	2.1145	0	0	1.9205	3.0475	0.096044	0.23782	0.76	3.2897	5.8049	5.0833	0.17316	0.17701	0	3.2122	0	0.58609	0.71066	0	0.99839	0	0	0	3.0069	2.4756	1.7387	4.6287	0	2.4083	3.1686	0.3519
RS_G566__CSPG2__CSPG2	0.20025	0.043506	1.2122	0.88034	1.8343	0.21093	4.7871	6.1112	1.7258	0.13026	0.20687	1.5527	1.0484	0	3.3124	1.5387	8.8786	0.043736	8.7002	0.046891	0.11893	0.61441	1.3727	1.9183	0	3.5182	3.6374	0.39102	2.7013	0.27189	0.80559	0.047783	0.66906	0.65313
SNP__LOC645280	-0.014	-0.082	-0.134	0.64	-0.12	0.05	-2.895	-0.288	-0.012	-0.384	0.122	-0.092	0.026	0.799	-0.376	0.217	0.746	-4.462	0.157	-0.404	-0.139	-0.122	0.062	0.328	-0.202	0.226	-0.148	0.227	0.174	-0.31	-0.302	0.343	-4.17	-3.988
RS_G19176__ITGBL1__ITGBL1	0.16651	0	0	0	0.20264	0	4.0493	0.68818	0	0.28041	0	4.3601	7.3595	0.1923	0.54398	0	6.5539	0.69579	6.9503	0	0.29988	6.4769	0.052559	0	0	6.6087	4.4647	0.23086	1.0651	0	1.5074	0	0	0
SNP__LOC645532	0.007	0.125	0.108	0.164	0.226	0.439	0.797	0.118	-0.189	-0.009	0.016	-0.155	0.284	-0.236	0.039	0.581	-0.019	-0.26	0.356	0.244	-2.168	0.366	-0.158	-0.052	0.033	0.474	-0.195	0.25	0.037	0.218	0.053	0.061	-2.489	-3.192
RS_G14453__NR2F1__NR2F1	0	0.62002	0.26207	0	8.065	0	1.6759	1.1938	1.1083	3.4171	0.14742	3.5416	4.981	4.7643	0.56207	4.1435	1.2267	4.8295	7.9087	2.6308	0.72901	8.0721	9.375	10.4319	0	6.7984	3.8738	4.7493	4.3224	1.7813	4.5034	1.195	4.6681	8.2892
RS_G6975__LOXL2__LOXL2	1.5391	2.7296	1.2016	5.6888	11.6528	0.8968	6.3164	9.3974	1.5447	2.0715	6.3622	3.9725	6.3672	6.8128	0.54448	8.6672	8.2651	5.7011	11.1125	7.6294	3.625	8.9271	1.3338	2.0015	1.078	8.2155	10.5325	5.5342	7.3102	1.0611	1.131	6.4413	3.8986	1.1635
RS_G14942__PVRL3__PVRL3	3.0342	0	3.0716	0.94041	7.9748	0	3.0315	5.3155	4.3643	0	0.24295	5.4957	0.84611	3.2823	2.9367	5.4663	6.1654	4.3798	6.1795	0	1.504	7.1246	2.1541	1.4176	0	3.159	4.2008	0.6055	3.0716	0	0.55555	0.18395	1.0069	0.80047
RS_G16902__KRT6B__KRT6B	1.2631	0.29312	0.45573	1.0087	0	0	12.8673	8.4677	0	0.30435	3.7711	4.255	6.035	7.1664	0	6.3173	0.86115	9.8119	0.25307	0.93721	0.22481	0	0.78126	1.425	0	0.95256	9.1282	6.9081	6.0318	5.5408	0	0.1545	0	0.31691
RS_G18127__AKR1C3__AKR1C3	7.8865	3.0139	0	3.2792	1.3543	0	7.2095	11.8158	6.4508	2.379	1.5848	10.1685	6.4967	9.7433	0	9.7141	6.0956	11.7722	4.3654	2.3442	4.7688	5.5606	5.2548	0.65854	0	0	5.2862	10.6807	7.8458	3.9155	3.6783	0.87677	3.7279	4.4293
RS_G13258__SIX2__SIX2	5.5952	2.155	1.9137	1.0555	6.3032	4.966	3.7665	5.1659	5.745	0.17097	5.2586	6.6128	6.2399	1.6271	6.3129	0	5.9374	3.5206	1.6058	5.8174	1.1198	1.9224	9.095	9.8766	2.2177	4.4522	6.9451	5.7129	4.9014	7.6677	3.0223	6.6529	1.4812	0
RS_G17647__ARL4C__ARL4C	6.4058	3.9508	6.5819	4.9192	8.0292	4.7101	7.6877	9.0067	6.0138	2.9942	6.2663	7.0619	6.2607	5.9989	2.1991	6.9743	7.5755	6.7168	7.9861	5.7583	4.3584	7.5221	4.073	1.3609	5.4578	10.7033	6.3785	4.8348	5.2782	6.5854	3.1525	4.5654	3.7385	3.6318
SNP__LOC220929	0.021	-3.307	-0.091	0.102	-2.386	-0.139	0.431	-0.292	-0.132	-0.014	-0.03	-0.151	-1.897	0.022	0.084	0.083	0.042	0.762	-2.689	-0.356	0.09	-2.667	0.019	-0.043	-1.109	0.189	0.189	-0.204	0.008	-0.773	-0.302	0.08	-0.074	0.009
RS_G11215__EN1__EN1	0	1.6203	1.7416	2.0997	3.3363	0	6.9753	4.5556	2.3857	0	6.6847	4.0274	2.9926	1.3909	0.92511	6.7749	1.863	2.198	4.1982	0	0	0	0.12776	0.30582	0	5.4291	7.244	3.8745	1.2845	0	0	0.33268	0	0
RS_G5087__C10orf88__C10orf88	5.1036	3.4635	4.2138	5.1065	4.9616	5.2668	4.111	5.3159	4.8793	4.9919	5.6166	4.2636	4.7725	4.5133	3.9376	5.2514	4.5469	4.3564	3.4724	4.1536	5.0384	5.6358	4.0063	4.4706	4.3227	4.8347	2.9816	4.2625	4.1654	10.5242	4.5255	3.7896	5.0102	3.5253
RS_G10495__KCNB1__KCNB1	1.009	1.6281	1.3342	0.69095	6.7484	0.95534	1.0196	5.9644	1.3974	0.64929	2.7909	0	4.5119	2.4749	0.26652	3.1757	1.1316	0.29482	1.5145	0.20345	1.4521	0	1.1101	0.45671	2.4428	0.46397	0.1431	3.7952	0.85425	4.7037	4.3103	1.4735	1.5389	0.28775
RS_G3786__CRYAB__CRYAB	7.266	8.3291	0	2.3366	1.0408	1.6832	8.482	1.5039	2.9838	5.1028	5.354	4.559	7.128	0.31225	4.7328	9.9378	4.6023	7.0517	3.9155	1.2213	1.0565	0	1.715	0.98245	7.0148	4.779	4.9852	10.0216	3.5368	5.8363	4.1438	2.0266	0	1.7462
RS_G8354__PMAIP1__PMAIP1	4.0124	3.1341	5.0862	4.7247	5.4108	3.4802	5.7681	5.6443	0.25956	3.9484	9.8502	4.4074	4.8414	5.4832	0	2.9297	7.3392	6.0246	5.9079	2.6823	2.1942	6.9079	4.193	0.73814	1.8729	4.2525	4.0255	3.8656	5.387	2.6193	2.8566	3.0695	4.9198	3.01
RS_G15600__TMEM46__TMEM46	2.893	0	7.3461	8.6498	7.9881	6.3119	5.7037	0.74527	1.9434	4.0751	0.30927	1.052	5.2526	4.1	8.497	3.8335	2.9939	0	0.20205	2.8288	4.4623	0.70078	5.6394	3.8354	0	0.68267	2.7968	3.177	2.0895	1.2532	6.1793	5.6331	4.0311	0.57015
RS_G1917__LEPREL1__LEPREL1	1.6812	1.213	1.016	0.15032	9.6328	0	8.6274	7.5555	0	0.20528	2.3881	6.6588	10.0755	7.8581	0	6.0855	6.9596	8.8539	6.6718	0.14834	0	7.6461	0.14506	0	1.8994	2.7188	5.8777	1.6577	6.3893	3.8936	2.3297	1.1214	2.3917	0
RS_G7164__C9orf61__C9orf61	4.8022	0.16473	2.4311	3.6999	0	2.8137	2.0588	0.46741	0.19574	1.9729	1.5573	0	3.7812	4.2492	0.18218	4.2811	0.61178	2.4214	0	3.8531	4.0848	1.9287	2.0662	0	0	0.81004	0.35035	3.3579	0.28052	3.0649	0	6.688	5.4726	1.911
RS_G28095__AC084880.12__AC084880.12	2.6458	0.39162	1.7242	6.5075	2.0128	4.2328	0	0.47769	0.8068	5.5432	0	1.422	2.6796	0.4027	0	0	0	0	1.578	5.5496	2.9325	0	3.729	0	0	0	0	2.7038	0	4.0225	0.48828	6.5179	3.7538	1.8171
RS_G13984__TNFRSF10D__TNFRSF10D	0.47373	0	0	0	0.27889	0	7.3456	0.24361	0.43255	0.61535	3.624	5.9027	4.4719	4.3597	0	7.4006	7.5913	1.9892	8.1692	0.93493	0.14914	7.4603	0	0.13627	0	6.4505	0	5.4051	5.1856	0.30762	0	0.68226	4.0385	0.11014
SNP__LARGE	-0.004	-0.142	-0.161	-0.475	-0.154	0.018	0.287	0.567	-0.012	-0.425	0.074	-0.114	-0.193	-0.483	-0.368	-0.549	-0.439	0.167	-3.103	-0.404	-0.239	0.115	-0.013	0.314	-0.226	-0.182	-0.306	-2.398	-0.065	-2.538	-0.327	-2.579	0.369	0.08
SNP__C6orf142	0.009	1.173	1.823	-0.608	1.949	1.676	1.548	-0.367	1.675	-1.374	2.177	2.205	0.02	1.728	0.706	1.511	-0.392	2.174	0.149	1.363	0.084	-0.129	0.392	-0.056	1.373	0.473	2.372	0.346	0.144	-2.114	2.116	0.062	-0.222	-0.379
RS_G23634__hsa-mir-205__hsa-mir-205	4.7533	1.3542	0	0	0	0	0	0	0	0	0	4.5349	4.3277	4.3498	0	0	0	3.377	0	0	0	0	1.395	0	0	0	2.9965	0	2.7057	2.7566	0	0	0	0
RS_G6171__FLNC__FLNC	0.72108	1.443	0.40371	2.333	2.8047	0.14743	0.23239	5.9802	0	0.23061	5.3657	5.9628	3.5925	0.15895	1.296	0.73725	7.1029	0.20172	10.6715	3.68	0.059404	8.2159	0.53496	0.46659	0.91112	8.2838	0.88729	1.6241	3.7539	0	3.0293	1.7965	1.0376	1.1445
RS_G13473__C18orf4__C18orf4	2.916	0.19285	1.8636	0.81516	6.8813	2.0898	3.5813	2.2879	0.32997	0.85351	1.2471	4.2512	0.70224	0.051857	2.0646	2.9336	0.30277	0.5877	5.6726	0.27885	0.83484	3.6129	0.593	0.79273	0.074512	4.3534	3.7589	0.58445	2.8849	3.8849	0.37249	0.51605	1.2527	2.7154
RS_G19300__APCDD1L__APCDD1L	0.069099	0.73015	0.34728	0.1681	0.31255	0.46148	3.8937	5.4361	0.98939	1.19	0	2.4493	3.5305	0	0.56885	1.4309	3.6234	2.4928	8.2577	0	0.57933	1.7279	0.46267	0	0	0	4.6435	3.2218	6.2723	0	0.099032	0.21913	0	0.34479
RS_G11011__PDZK1IP1__PDZK1IP1	8.8939	5.1203	0	0.39	1.3271	0	4.385	0.76975	0	0	8.5938	1.1708	7.7195	2.9333	4.7973	9.5445	0.92984	11.5825	0.436	0	0	0	0	0.88496	2.9495	1.1043	8.6643	7.0538	3.5271	0.5957	2.5331	1.0949	2.3211	0.5381
RS_G11355__NFASC__NFASC	1.5238	2.6199	3.8705	3.5415	0	0.46207	1.1935	0.66933	0.12432	1.2733	5.5101	3.0635	2.2495	0.46045	0.04732	5.5934	4.7633	1.7588	0.053461	0.5979	0.91564	0.89043	0.83418	0.24318	0.67438	3.7217	1.9647	0.53225	1.3598	2.2215	0.54778	3.4454	0.82443	1.5125
RS_G10491__RIBC1__RIBC1	3.9264	3.101	2.5422	4.4233	1.5303	4.0011	0.7201	1.3014	3.7302	4.2275	2.634	2.1808	2.2063	3.2129	8.1277	4.1118	2.0924	1.1848	1.4566	3.7258	3.6101	0.68483	4.1442	4.9097	2.4338	2.1117	3.0577	3.7109	1.5979	4.4471	5.9036	5.6378	4.2151	3.6118
RS_G6987__IRAK2__IRAK2	3.1643	1.4718	0.5092	1.1488	4.7227	3.1634	5.6254	5.2952	2.5617	0.94193	6.0897	3.9784	5.1855	5.6527	1.2703	4.5118	4.398	2.653	4.8247	2.0925	1.0345	5.3682	0.65158	0.48601	0.99949	7.2984	3.1827	3.3124	3.6375	0.5055	2.5127	2.9404	1.6147	0.48699
RS_G16329__AC005332.1__AC005332.1	1.4126	6.8891	0.52114	0.61053	0.59991	4.3973	2.5319	0	3.8846	3.0082	0.29172	0	4.0142	0.87419	1.029	1.9266	0	0.30182	0.9157	3.5412	1.9513	0.58014	2.4085	1.8568	3.5274	1.8698	1.0444	0.73792	0.87371	0.51986	4.1958	3.3993	1.2154	1.6357
SNP__SLC25A37	0.027	-0.532	-0.332	-0.456	0.511	-0.54	-0.425	-0.295	0.09	-0.453	-0.37	-3.962	-3.239	-0.59	-0.956	-4.159	-0.445	-1.129	0.047	-0.433	-0.537	-0.251	-0.823	-0.414	-0.552	-5.047	-0.129	-0.957	-0.331	-0.746	-3.624	-0.274	-0.066	0.011
RS_G13634__ORMDL3__ORMDL3	8.4193	9.5287	11.0886	8.4463	6.0491	7.462	5.3419	5.8181	7.7038	7.7064	6.3208	5.9623	7.5485	12.5241	7.4138	7.1501	7.5026	6.3917	6.1295	7.3732	7.1072	6.6466	7.8685	8.3	8.3987	5.4837	5.5453	7.5625	8.0346	6.6454	8.6298	11.0982	8.409	8.0607
RS_G14997__ODF3B__ODF3B	4.8507	2.6239	1.1155	5.0856	1.2456	2.7493	4.4677	2.9589	2.6522	1.5611	8.8354	2.1381	3.5457	1.9196	3.1115	1.0577	1.01	7.96	2.3139	1.0288	2.1161	1.5806	4.3544	6.2574	2.0834	1.7179	7.1725	5.704	6.1547	0.97023	3.3624	4.0077	5.6032	4.2153
RS_G6331__SYT5__SYT5	4.0132	1.9982	0	3.7529	2.1684	1.3292	2.751	0.67081	3.6205	6.3433	0	4.089	0.97998	1.0482	1.0314	0.72222	0.2672	1.0837	2.4688	2.6877	0.96197	0	0.38058	0.46803	0	5.6054	1.1831	1.9308	6.7945	8.1888	2.8824	5.0171	4.9334	3.0571
RS_G2301__RASD2__RASD2	4.5481	6.2115	2.1119	2.4793	1.3613	2.4544	5.2822	5.7371	1.482	1.2282	6.6562	1.6672	4.6446	4.05	6.7502	4.0684	0.46126	5.3658	2.0311	2.7243	1.2697	1.6692	1.3274	1.8435	5.8517	6.667	1.033	3.8066	6.1902	4.075	1.5484	3.506	6.948	4.7369
RS_G5278__CSTA__CSTA	0.45526	1.7151	4.4625	1.6336	2.2838	0	0	3.9302	2.4582	4.8816	5.0285	8.4207	6.5421	5.1336	0	5.5396	3.5366	8.6231	1.5014	2.5131	9.801	0	3.0641	0.883	5.5628	0	6.7393	6.2582	7.0626	3.4916	2.8224	0	5.4387	1.2257
RS_G2254__SEPT3__SEPT3	6.0681	2.128	4.9259	6.2715	4.0342	7.0323	5.5395	6.587	2.8368	6.2334	9.9177	2.4132	3.8373	5.0382	6.7193	6.0119	6.3541	7.4978	1.0676	3.8242	4.4659	2.331	4.6968	5.3424	1.0761	2.2186	3.1444	4.9445	2.392	1.7564	4.2999	3.5537	6.3302	6.7753
RS_G1249__TP63__TP63	0.34553	1.4301	2.132	0.10525	1.335	1.0896	0.2528	2.4657	0.10873	1.9236	0.42446	8.1973	6.3026	7.559	0.10499	5.679	0.10306	1.6977	0.28072	2.1733	0.7162	0.586	3.627	2.7667	0.20178	0.19045	3.8741	1.2133	6.7609	5.5596	0.76039	2.3289	0.14958	0
RS_G463__VIM__VIM	2.9652	2.2052	5.3309	4.7875	13.722	3.764	13.663	13.843	4.156	0	10.3261	6.4127	8.4787	10.5793	0.47968	11.7234	13.9024	10.1043	15.089	6.8882	3.1521	13.7198	1.8929	3.5908	2.3972	16.3769	9.8039	3.625	11.237	3.9594	5.7587	8.8159	3.9298	0.37376
RS_G3964__MGP__MGP	12.7444	2.1266	10.3876	13.053	10.6511	7.0869	8.0389	10.2032	3.1229	10.7774	3.9569	1.3697	8.6133	12.1311	8.8839	10.4834	4.1418	13.2784	6.112	3.7236	6.4925	3.8402	8.314	6.6113	3.6695	1.0938	9.938	8.0841	2.1658	3.1152	12.988	6.25	8.1643	5.2927
RS_G7167__ADAM19__ADAM19	5.0712	6.9435	0.69705	2.9636	7.4741	0.38305	6.6385	5.3497	0.17265	0.22092	1.5558	4.4122	1.7055	5.2338	0.1606	4.4636	5.8058	3.8545	7.6783	1.6872	0.69548	6.0789	0.040708	0.28145	4.8527	5.6307	2.7338	4.0595	6.556	3.2612	2.3468	1.6562	3.1471	2.3855
SNP__CFHL4	0.651	0.5	0.706	0.482	0.492	0.442	2.355	-2.181	0.09	-0.838	0.434	0.253	0.026	0.136	-1.672	0.221	2.628	-2.421	-0.061	0.408	0.351	0.099	2.833	0.745	0.263	-0.264	-1.268	0.153	0.243	0.291	0.282	1.222	0.569	-2.009
RS_G1887__ARHGAP4__ARHGAP4	4.1786	3.0121	1.9665	7.2583	1.9084	2.7376	1.9753	1.4454	1.9656	6.1295	2.5424	1.2974	1.0461	1.8831	5.4233	1.9435	1.0348	1.9753	1.5813	6.2534	4.0368	1.1546	3.2345	4.0066	2.8494	9.6532	5.0163	4.6067	3.4539	3.2018	6.2045	5.5849	8.5811	8.4355
RS_G10060__WNT7A__WNT7A	0	0.25843	0	0.29061	0	0	5.6309	0.17319	0	0	0.78406	7.7833	5.9134	0.27412	0.28646	3.6197	0	0	1.9243	0	0	0	0	0.86159	0	1.2965	0	1.2984	4.7626	0.79903	0	0.80956	0	1.6436
RS_G2649__SRPX__SRPX	2.5884	1.0314	2.6197	0.97679	2.7858	0.26305	6.6006	9.7982	0.70231	2.9338	7.0833	1.997	1.2447	5.9047	0	3.9004	4.6477	1.8195	5.4903	2.0271	1.2433	5.0677	1.48	0.77069	0	9.8027	4.4822	1.5505	2.81	0	0	1.0759	2.558	1.0927
SNP__GBP3	0.014	0.102	-0.252	-0.189	0.15	-0.545	-0.062	-3.626	0.098	-0.463	-0.029	-0.116	0.296	-0.172	0.04	0.218	-0.037	0.3	0.226	-0.47	-0.55	0.708	-0.172	-0.063	0.266	0.462	0.202	0.134	-0.035	0.043	-0.3	-3.392	-0.366	-0.36
RS_G11188__KCNF1__KCNF1	1.3379	0.1976	0.63717	10.5681	0	0	3.5403	3.0542	0.62237	5.6276	3.1305	1.1458	1.6245	0.10874	2.6854	0	0.7906	0	0.89517	5.1572	3.4168	1.4082	4.5183	0	0	4.6541	0	2.0113	0.72853	2.4304	6.7352	8.6752	7.4204	5.2494
RS_G8613__HHIPL2__HHIPL2	8.1735	2.9216	2.0688	3.2534	0.85142	0.20529	2.3892	2.43	5.393	1.8465	0.34295	0.97012	0.85906	0.97257	6.2985	1.6534	4.7801	3.951	1.9571	1.4294	1.1774	1.0849	1.6024	0.4932	1.6139	5.5276	2.1155	4.4322	2.1425	3.2963	0	1.7332	4.8423	3.6282
RS_G422__CPS1__CPS1	1.3428	9.0993	1.0211	1.1599	4.925	0.83486	4.9075	0.81184	0.4792	0.87761	4.1395	0.21482	0.82946	0.61374	1.8133	2.6059	6.8249	0.78187	4.417	2.0133	1.2217	3.3367	3.4999	5.4563	7.6831	4.0476	4.5245	0	0.9641	0.19793	0.38459	1.6239	1.5688	2.0586
RS_G16610__AC022080.37__AC022080.37	0.93267	0.59414	1.9349	4.8707	2.2902	1.5979	5.2245	2.7741	1.498	0.84547	2.84	5.0291	5.2462	7.0423	5.5808	0.37193	2.7053	5.812	2.6303	0	1.2721	0	1.0648	0	0	1.0378	2.9934	0.40875	2.7794	2.9208	0	3.2585	3.4213	4.9887
RS_G7892__FGF2__FGF2	0.3704	0	0	0.15516	7.5818	0	5.2899	3.8378	0.38255	0.26018	7.8975	2.3116	5.2507	0.14505	0	6.8459	6.6202	2.6134	4.9625	0.11633	0.15511	0	0.019091	0.20773	0	4.444	2.0561	0.77491	2.5446	0	0	0.053869	0.72312	0.11461
RS_G402__CD74__CD74	4.4509	2.0172	0.18629	6.0079	0	2.2892	5.7658	5.5748	0	3.7089	3.9676	8.1818	9.1643	2.2907	2.4563	0	2.0276	10.3163	0.89633	2.7804	0.59187	0.96601	0.79006	0.54729	0	3.046	4.6483	3.806	9.5475	0.35449	6.7285	8.8965	0.93132	0
SNP__RHD	-2.45	-0.136	-0.234	-0.44	0.218	-0.163	-0.081	0.122	-0.12	0.025	-0.354	-0.116	-1.366	-0.931	-2.184	-2.619	0.132	-2.179	0.23	-0.407	0.288	-1.752	0.344	0.387	0.262	0.226	0.206	0.057	0.245	0.482	-0.299	0.165	-2.045	-1.621
RS_G11315__FSTL1__FSTL1	6.1696	3.6176	6.5735	5.6716	12.563	0.96659	3.0155	9.048	1.7602	5.437	5.1741	7.2908	9.4235	7.6366	0.59939	10.3975	9.8128	7.9845	10.7719	0.77713	0.82926	8.5847	1.4346	1.2163	3.6582	5.9561	8.1278	5.414	5.686	1.736	7.4048	1.7816	0.67477	0.38166
RS_G6622__BARX1__BARX1	0.22949	0	0	0.14871	0	0	0.23826	0	0.30134	0.36785	7.1091	3.5355	2.0759	0.38231	0.27778	1.3499	7.1959	0	0.31829	0.51427	0.28343	0	0	0	0	5.4178	0	2.1329	4.5806	0.55638	0.58125	2.9156	0	0
