Cell lines	600MPE	AU565	BT20	BT474	BT483	BT549	CAMA1	HBL100	HCC1143	HCC1187	HCC1428	HCC1569	HCC1937	HCC1954	HCC202	HCC2185	HCC3153	HCC38	HCC70	HS578T	LY2	MCF7	MDAMB134VI	MDAMB157	MDAMB175VII	MDAMB231	MDAMB361	MDAMB415	MDAMB453	SKBR3	SUM1315MO2	SUM149PT	SUM159PT	SUM185PE	SUM225CWN	SUM52PE	T47D	ZR751
Meth__cg26847866__SCARA3	0.10054	0.039316	0.86618	0.8883	0.85389	0.12466	0.14423	0.071317	0.24931	0.26641	0.084975	0.85064	0.40794	0.56874	0.35867	0.2586	0.34082	0.082535	0.060846	0.035373	0.83718	0.85341	0.65716	0.54694	0.92078	0.14006	0.87795	0.53511	0.72054	0.058162	0.13032	0.13942	0.19296	0.87054	0.087954	0.7293	0.25122	0.52438
Meth__cg15612436__MPPED1	0.29544	0.016418	0.078789	0.38883	0.23512	0.038556	0.32837	0.085416	0.79577	0.024248	0.054453	0.10292	0.36608	0.33508	0.023475	0.021561	0.060209	0.45336	0.029026	0.023662	0.48399	0.38087	0.65658	0.50211	0.78027	0.041153	0.11905	0.035194	0.19388	0.026986	0.26268	0.025477	0.031002	0.054965	0.051466	0.042239	0.053094	0.22685
Meth__cg02204046__MYCN	0.59686	0.039731	0.21698	0.043936	0.03514	0.90006	0.042943	0.55099	0.027354	0.032909	0.04692	0.19654	0.084374	0.444	0.03391	0.037513	0.070415	0.22004	0.21934	0.37671	0.41306	0.43284	0.23378	0.05704	0.033341	0.82328	0.037578	0.083631	0.12497	0.099693	0.1324	0.14908	0.12421	0.03666	0.053066	0.20705	0.092355	0.07907
Meth__cg17757055__DKFZP564O0823	0.046659	0.065941	0.6297	0.31037	0.22861	0.50565	0.28248	0.50014	0.19892	0.085602	0.075116	0.65771	0.23003	0.48128	0.41795	0.080965	0.5879	0.069268	0.095957	0.39746	0.13977	0.097846	0.29919	0.088801	0.15628	0.12744	0.14664	0.10586	0.10554	0.13706	0.13551	0.095174	0.077338	0.15187	0.1115	0.13907	0.096716	0.26287
Meth__cg23165541__DAPK2	0.070694	0.63639	0.83121	0.88771	0.50523	0.76836	0.094653	0.1095	0.12262	0.053111	0.54039	0.19035	0.22985	0.43428	0.35936	0.12981	0.27045	0.075257	0.12894	0.068354	0.31365	0.30125	0.86869	0.31786	0.81823	0.48503	0.7134	0.096589	0.25428	0.64953	0.34539	0.17655	0.1213	0.55542	0.2465	0.087963	0.20962	0.56765
Meth__cg18669381__ARHGEF19	0.069456	0.054734	0.075065	0.066552	0.057513	0.34519	0.059887	0.574	0.050163	0.059713	0.060015	0.058052	0.054098	0.093711	0.047175	0.056972	0.069911	0.25933	0.09417	0.16583	0.051857	0.064602	0.054115	0.63817	0.052454	0.28585	0.057193	0.070347	0.093656	0.11594	0.10506	0.084705	0.06574	0.050169	0.060102	0.051879	0.046164	0.052313
Meth__cg04416752__ST6GALNAC4	0.064354	0.035245	0.81538	0.81899	0.38997	0.056826	0.13709	0.074037	0.13483	0.43592	0.071802	0.056831	0.84724	0.47171	0.13928	0.40007	0.78969	0.065051	0.10071	0.055751	0.41286	0.29469	0.35996	0.084138	0.15021	0.11282	0.82641	0.11253	0.72744	0.15955	0.065586	0.042519	0.051094	0.25887	0.52962	0.066692	0.2224	0.076923
Meth__cg09936839__SIRT6	0.4611	0.14561	0.19984	0.75587	0.72704	0.22475	0.65842	0.097145	0.11625	0.83689	0.5993	0.13774	0.33164	0.1198	0.81023	0.76517	0.13492	0.079099	0.25263	0.054514	0.83669	0.70172	0.6028	0.12066	0.60279	0.1536	0.83229	0.14132	0.16855	0.72798	0.15635	0.082003	0.059466	0.85906	0.11853	0.13338	0.43134	0.31904
Meth__cg12682367__FLJ46358	0.069225	0.16463	0.89624	0.92268	0.87381	0.56699	0.36627	0.76358	0.94254	0.026941	0.48171	0.52543	0.61677	0.45153	0.080248	0.045334	0.23518	0.81529	0.10648	0.022893	0.85437	0.89224	0.82711	0.45095	0.94559	0.19472	0.78013	0.029859	0.34485	0.14735	0.31335	0.5688	0.03021	0.73717	0.061537	0.13388	0.26906	0.62944
Meth__cg10074409__IRF6	0.033129	0.03282	0.047097	0.059639	0.029252	0.89611	0.0504	0.1366	0.030858	0.053053	0.078396	0.031666	0.04589	0.087006	0.023303	0.058245	0.051672	0.26974	0.073176	0.48595	0.05087	0.096257	0.056954	0.43785	0.030935	0.87168	0.046636	0.092273	0.07026	0.067407	0.047795	0.036539	0.048029	0.04053	0.046621	0.043674	0.039957	0.0451
Meth__cg18840461__ANKRD43	0.2675	0.054667	0.46991	0.049751	0.038971	0.14867	0.033957	0.21349	0.036048	0.042246	0.040556	0.036485	0.025678	0.13008	0.041361	0.036578	0.045262	0.037158	0.10195	0.07916	0.061588	0.10295	0.045044	0.094089	0.10937	0.59381	0.047291	0.08253	0.13715	0.1214	0.047236	0.046773	0.096693	0.070845	0.040761	0.37966	0.059021	0.046669
Meth__cg14605021__FGF20	0.10524	0.034945	0.23711	0.93103	0.13532	0.92773	0.92244	0.6328	0.95651	0.28184	0.077901	0.94251	0.7036	0.11765	0.079222	0.26765	0.90928	0.078464	0.11086	0.46456	0.52906	0.53847	0.48482	0.91779	0.13282	0.91888	0.74797	0.065574	0.89136	0.089178	0.62789	0.56263	0.12351	0.051613	0.10618	0.12239	0.12485	0.74705
Meth__cg21126943__CEACAM6	0.064418	0.032708	0.14028	0.49829	0.7484	0.032489	0.68056	0.10782	0.50977	0.024884	0.62855	0.11202	0.46522	0.17286	0.78932	0.03578	0.23201	0.039335	0.17381	0.018747	0.76986	0.85478	0.91795	0.062877	0.63094	0.073208	0.61102	0.079279	0.47588	0.1434	0.029848	0.031597	0.028754	0.59667	0.024862	0.79923	0.31641	0.46632
Meth__cg10752753__SLC45A2	0.14382	0.036478	0.30999	0.64687	0.16736	0.31378	0.28759	0.10123	0.79763	0.29775	0.050542	0.35934	0.39769	0.30225	0.6359	0.21933	0.13068	0.40741	0.18293	0.08857	0.22614	0.30382	0.58352	0.29413	0.24695	0.14586	0.31683	0.045851	0.21541	0.09555	0.096698	0.21606	0.052255	0.64754	0.064455	0.061805	0.10957	0.42217
Meth__cg04037228__LIMD1	0.10509	0.072787	0.16687	0.23712	0.90778	0.1224	0.43341	0.74468	0.18754	0.82966	0.91862	0.30445	0.93146	0.30373	0.36375	0.60975	0.086752	0.058434	0.092965	0.64883	0.59891	0.23516	0.81898	0.83295	0.7815	0.075989	0.28292	0.11205	0.086852	0.094472	0.30558	0.063225	0.51663	0.092745	0.05428	0.03947	0.21968	0.074401
Meth__cg23061578__SLC9A3	0.17977	0.04784	0.49812	0.57394	0.1292	0.50215	0.37704	0.13836	0.56478	0.62757	0.34284	0.6548	0.83315	0.44741	0.27133	0.44691	0.059699	0.083819	0.086964	0.03644	0.57872	0.78423	0.48055	0.2679	0.86937	0.22688	0.66509	0.084843	0.57464	0.086658	0.053345	0.046373	0.047315	0.051218	0.053634	0.090601	0.20124	0.22613
Meth__cg09837943__ZIM2	0.66324	0.064601	0.25069	0.34218	0.87892	0.23367	0.6952	0.21734	0.53941	0.078779	0.087402	0.7686	0.73891	0.12215	0.11386	0.10136	0.78077	0.26018	0.11506	0.052262	0.083826	0.1392	0.8381	0.17949	0.70836	0.15335	0.073446	0.097	0.32727	0.096524	0.65414	0.13955	0.066224	0.040831	0.082815	0.66171	0.13566	0.083886
Meth__cg18997129__EPHA1	0.078105	0.071805	0.075321	0.068948	0.062381	0.92293	0.073347	0.92564	0.10938	0.081083	0.078862	0.078374	0.08535	0.11774	0.048258	0.082881	0.059491	0.42999	0.18385	0.77627	0.05608	0.093331	0.066265	0.68969	0.068598	0.85179	0.073622	0.10718	0.11507	0.11457	0.10823	0.056276	0.86803	0.057938	0.078908	0.065061	0.090559	0.076509
Meth__cg10305797__UNQ467	0.83815	0.081272	0.89444	0.90325	0.80811	0.095983	0.77086	0.20791	0.82757	0.026652	0.74507	0.3895	0.85683	0.84607	0.023164	0.040603	0.51905	0.46435	0.035297	0.02241	0.80646	0.84126	0.90815	0.16025	0.91508	0.10595	0.70273	0.10881	0.2242	0.25599	0.26242	0.23914	0.037441	0.74012	0.082409	0.69137	0.36993	0.4162
Meth__cg14743462__HIST3H2A	0.97834	0.01312	0.023619	0.024672	0.012731	0.024907	0.4024	0.055838	0.023807	0.024778	0.027455	0.59778	0.018521	0.029996	0.012396	0.01557	0.022229	0.015041	0.047674	0.075168	0.020686	0.024202	0.015717	0.014473	0.91842	0.92925	0.020315	0.048375	0.035416	0.033242	0.023196	0.21283	0.018444	0.65428	0.37253	0.33321	0.041993	0.020341
Meth__cg12653105__PLP2	0.67898	0.11001	0.050495	0.035011	0.49477	0.022447	0.026353	0.029471	0.025886	0.26266	0.024134	0.032301	0.84902	0.1809	0.64955	0.25926	0.78913	0.022087	0.34278	0.016542	0.066928	0.048909	0.676	0.16601	0.56191	0.032187	0.47352	0.36753	0.65387	0.65174	0.18437	0.030962	0.30988	0.026122	0.017947	0.023921	0.045426	0.356
Meth__cg18851831__DYRK1B	0.081268	0.072079	0.67812	0.063353	0.11148	0.072289	0.057291	0.1813	0.034199	0.064366	0.12099	0.49103	0.66555	0.68821	0.04836	0.087508	0.062767	0.66373	0.59854	0.93642	0.06046	0.060853	0.049735	0.082756	0.052932	0.080184	0.076153	0.078246	0.14588	0.071058	0.045673	0.93134	0.89045	0.052163	0.95378	0.070407	0.067048	0.67355
Meth__cg07897414__KLHL4	0.15545	0.099106	0.41383	0.7425	0.080515	0.056023	0.48336	0.16153	0.053032	0.045539	0.043036	0.43573	0.17616	0.15436	0.64422	0.038263	0.28744	0.054831	0.050125	0.12103	0.14732	0.2034	0.47018	0.055844	0.1317	0.087594	0.40947	0.082675	0.65921	0.088665	0.21562	0.079153	0.074319	0.1184	0.059001	0.19728	0.12402	0.43398
Meth__cg07766315__LOC400451	0.058948	0.07138	0.043818	0.052502	0.053607	0.83207	0.069745	0.26531	0.056818	0.060683	0.050013	0.31303	0.05016	0.10554	0.0642	0.054325	0.064686	0.041618	0.12959	0.057345	0.051174	0.052963	0.049405	0.063573	0.026902	0.36201	0.050542	0.15292	0.13476	0.10766	0.046934	0.061167	0.16253	0.84438	0.051793	0.058648	0.10948	0.056685
Meth__cg09770154__MXI1	0.029245	0.028422	0.036707	0.049032	0.027118	0.025096	0.032665	0.0206	0.027582	0.026738	0.0277	0.035563	0.034031	0.07387	0.24887	0.02558	0.032946	0.024626	0.13169	0.02454	0.02697	0.029125	0.25978	0.031417	0.034541	0.048852	0.03101	0.063641	0.057683	0.046857	0.030644	0.022513	0.023799	0.023313	0.021	0.017878	0.079643	0.031371
Meth__cg01885635__ZNF621	0.10933	0.36892	0.24358	0.1165	0.098892	0.67539	0.11141	0.617	0.065856	0.37244	0.41203	0.068071	0.55305	0.18301	0.058544	0.283	0.0455	0.22918	0.2815	0.37162	0.1576	0.11932	0.19375	0.74541	0.1643	0.27728	0.18047	0.2862	0.26345	0.29502	0.054143	0.37848	0.097219	0.1158	0.23003	0.083996	0.099814	0.086738
Meth__cg13590277__SYNPO	0.20588	0.31679	0.42008	0.87017	0.38579	0.27326	0.35939	0.083965	0.32094	0.036496	0.2452	0.27493	0.29761	0.21092	0.18548	0.1719	0.19117	0.12168	0.19506	0.027956	0.69746	0.73661	0.86477	0.043629	0.87415	0.078281	0.74506	0.12703	0.25555	0.34606	0.12786	0.039111	0.058402	0.70151	0.37399	0.45964	0.20082	0.44093
Meth__cg05512756__UGT3A1	0.50939	0.16207	0.32174	0.84839	0.81495	0.061982	0.58542	0.056781	0.40288	0.42832	0.39305	0.32724	0.07168	0.18351	0.24759	0.28756	0.24918	0.22694	0.034235	0.027963	0.33441	0.54255	0.89507	0.333	0.79291	0.073624	0.57414	0.059359	0.12493	0.066896	0.097421	0.50352	0.029906	0.62772	0.053045	0.10186	0.050439	0.40941
Meth__cg07737781__WBSCR14	0.080437	0.081083	0.14115	0.17613	0.06331	0.6186	0.079388	0.43565	0.12665	0.069057	0.07824	0.46156	0.059064	0.25478	0.069513	0.080357	0.06771	0.22482	0.14234	0.54871	0.067668	0.086255	0.071201	0.22469	0.069146	0.43539	0.079865	0.090954	0.42987	0.16262	0.074256	0.19106	0.079683	0.081064	0.078296	0.0632	0.081838	0.07764
Meth__cg07525077__RNASE3	0.25831	0.071873	0.62986	0.82477	0.49857	0.12416	0.19661	0.24043	0.82432	0.81576	0.23729	0.53235	0.34012	0.27284	0.0867	0.63985	0.17081	0.14559	0.13533	0.14781	0.37266	0.1418	0.54208	0.10877	0.7838	0.11444	0.29505	0.12889	0.26944	0.12609	0.1002	0.10842	0.10534	0.88631	0.075937	0.07377	0.20824	0.37215
Meth__cg04113075__RAB32	0.053698	0.87631	0.54298	0.85183	0.28611	0.032325	0.37334	0.076849	0.096895	0.11476	0.19062	0.04241	0.90267	0.098502	0.92751	0.45574	0.067214	0.03266	0.22914	0.042817	0.90535	0.87327	0.22002	0.071883	0.39177	0.074934	0.92307	0.095051	0.87632	0.48891	0.051784	0.039953	0.038506	0.51878	0.25471	0.043306	0.13049	0.57425
Meth__cg21179457__INSM2	0.039607	0.048792	0.051686	0.056435	0.035811	0.036894	0.06103	0.048321	0.049834	0.042575	0.04124	0.49247	0.093199	0.069956	0.034169	0.069378	0.060584	0.065368	0.0428	0.055864	0.04874	0.072793	0.057803	0.059578	0.59659	0.13776	0.058477	0.056847	0.073482	0.079641	0.06801	0.037991	0.045253	0.030742	0.040108	0.043634	0.10587	0.076698
Meth__cg04658354__BRCA1	0.050941	0.070924	0.063976	0.059564	0.039911	0.040109	0.049229	0.11511	0.065009	0.092962	0.042277	0.062802	0.048246	0.096609	0.052416	0.060558	0.038263	0.73517	0.11546	0.066066	0.036161	0.061974	0.42854	0.056549	0.046345	0.065921	0.063652	0.10474	0.17744	0.096461	0.047459	0.075053	0.087259	0.065162	0.054316	0.039676	0.067862	0.07377
Meth__cg20324165__KRT8	0.052009	0.078052	0.05793	0.064954	0.058629	0.72407	0.060394	0.27477	0.045852	0.049719	0.069492	0.05195	0.09432	0.095683	0.035896	0.050286	0.075521	0.52148	0.11467	0.70307	0.066078	0.06201	0.27729	0.55997	0.042997	0.33612	0.049232	0.12191	0.13349	0.12173	0.80571	0.066133	0.27242	0.049129	0.12206	0.14932	0.051965	0.061191
Meth__cg06233503__KCNQ1	0.50235	0.040818	0.62859	0.91735	0.78747	0.22437	0.44312	0.33473	0.87218	0.38033	0.078643	0.22938	0.41458	0.30963	0.088921	0.27433	0.1798	0.64766	0.10217	0.047645	0.72299	0.74497	0.34008	0.88757	0.81495	0.14087	0.57032	0.10972	0.41648	0.046845	0.053277	0.062636	0.037186	0.39258	0.07619	0.068347	0.2955	0.25968
Meth__cg13701109__ADAMTS19	0.05918	0.018903	0.19745	0.055004	0.92754	0.18874	0.24112	0.23394	0.96278	0.91934	0.87656	0.92794	0.69267	0.21145	0.89088	0.80902	0.85603	0.73933	0.048582	0.037379	0.022471	0.041177	0.95568	0.77842	0.29171	0.48867	0.91566	0.10796	0.90196	0.49176	0.056011	0.7378	0.10084	0.052097	0.48102	0.24382	0.82171	0.85142
Meth__cg17833578__LRRC21	0.48064	0.15812	0.60623	0.80821	0.63318	0.041656	0.30853	0.15052	0.61712	0.3676	0.15505	0.8649	0.15877	0.15928	0.039903	0.25862	0.22835	0.47329	0.10281	0.058194	0.40999	0.4093	0.38024	0.10246	0.8766	0.077341	0.2419	0.040465	0.24291	0.18328	0.067787	0.07058	0.060477	0.25087	0.048521	0.090394	0.12187	0.12924
Meth__cg09863066__PVALB	0.55139	0.026047	0.88053	0.90552	0.77407	0.028381	0.80022	0.38844	0.45807	0.01866	0.58916	0.14277	0.61833	0.67873	0.022923	0.03794	0.18091	0.42688	0.029048	0.01573	0.72796	0.50286	0.93065	0.21487	0.94277	0.071677	0.7965	0.029702	0.42108	0.041721	0.027048	0.032773	0.020938	0.76926	0.098799	0.20548	0.082698	0.494
Meth__cg11667754__CDH1	0.027752	0.38006	0.022538	0.025809	0.020991	0.81449	0.018954	0.73142	0.032148	0.027872	0.023944	0.026716	0.021568	0.049155	0.026004	0.031918	0.024183	0.15607	0.042575	0.079358	0.019774	0.028848	0.032413	0.099482	0.017665	0.89573	0.028057	0.048532	0.057514	0.33167	0.022602	0.016989	0.43543	0.022985	0.016211	0.025311	0.040168	0.022894
Meth__cg01318557__LAT2	0.057013	0.037562	0.055489	0.86957	0.59482	0.78305	0.88608	0.040563	0.042962	0.0404	0.23946	0.050408	0.072882	0.12412	0.15582	0.05016	0.044639	0.034618	0.099619	0.026905	0.53407	0.88572	0.92412	0.044694	0.96602	0.063143	0.91626	0.11288	0.11469	0.30979	0.80201	0.042375	0.040601	0.89215	0.029015	0.64055	0.12811	0.57964
Meth__cg00615377__RBM9	0.079363	0.067375	0.20395	0.17169	0.75395	0.035771	0.74465	0.080727	0.061351	0.082116	0.26139	0.80537	0.12495	0.13155	0.10121	0.12263	0.056203	0.055706	0.091474	0.06266	0.73914	0.39959	0.79253	0.06016	0.83628	0.1074	0.11435	0.074634	0.74337	0.13734	0.070647	0.067497	0.059602	0.30949	0.050363	0.16064	0.12472	0.8268
Meth__cg26610808__BLOC1S2	0.075949	0.16341	0.17268	0.3262	0.33286	0.031414	0.10168	0.11216	0.18329	0.71357	0.10606	0.30333	0.37798	0.22702	0.63559	0.54508	0.1964	0.054664	0.11887	0.052059	0.19107	0.1057	0.36965	0.077645	0.12938	0.056588	0.095566	0.18444	0.072553	0.23569	0.048763	0.065914	0.064868	0.75205	0.07836	0.23713	0.23515	0.11678
Meth__cg16812893__KRTAP15-1	0.84791	0.045859	0.05314	0.8271	0.50706	0.17016	0.83603	0.060322	0.9097	0.84351	0.055101	0.67342	0.34156	0.19177	0.49128	0.69386	0.59952	0.094978	0.056857	0.06038	0.082529	0.12679	0.48397	0.17155	0.75945	0.075929	0.20093	0.24091	0.18055	0.098076	0.12588	0.10819	0.09308	0.87451	0.048715	0.13562	0.095746	0.43157
Meth__cg12555334__PSPH	0.12547	0.090641	0.15893	0.16953	0.30967	0.12875	0.33947	0.40796	0.16148	0.13348	0.5726	0.055684	0.55274	0.11464	0.43027	0.13086	0.1296	0.11004	0.16032	0.060182	0.14156	0.11604	0.39003	0.37109	0.14838	0.10527	0.36048	0.12352	0.10059	0.22565	0.04937	0.10395	0.11426	0.17174	0.14764	0.065294	0.19425	0.073542
Meth__cg03030757__FANCE	0.10944	0.22164	0.63334	0.18579	0.26856	0.050695	0.17469	0.32172	0.10046	0.28604	0.35693	0.078745	0.3264	0.29097	0.040585	0.25948	0.077891	0.085586	0.058284	0.027718	0.28298	0.35677	0.43572	0.52293	0.76477	0.093084	0.1683	0.073325	0.069136	0.36646	0.041195	0.037409	0.055829	0.081794	0.11252	0.041262	0.089129	0.44209
Meth__cg14950072__LAMA1	0.86176	0.061177	0.87752	0.46649	0.086907	0.41559	0.81447	0.25156	0.8267	0.13488	0.3244	0.87628	0.47221	0.25307	0.13042	0.15512	0.43897	0.18504	0.096697	0.041944	0.5211	0.36267	0.29576	0.05983	0.84503	0.40285	0.68601	0.13781	0.7364	0.13232	0.25459	0.054838	0.051794	0.29258	0.090824	0.37771	0.39477	0.49819
Meth__cg18106189__C18orf1	0.026516	0.051027	0.64884	0.030204	0.035814	0.49304	0.034608	0.22583	0.036079	0.025661	0.027936	0.044272	0.033412	0.21957	0.032724	0.02497	0.027585	0.027325	0.10706	0.035686	0.021961	0.043598	0.032063	0.031554	0.025246	0.93391	0.036213	0.039693	0.058257	0.036348	0.024485	0.39697	0.070557	0.029893	0.028119	0.089649	0.060435	0.023076
Meth__cg20947775__SCD5	0.06253	0.070556	0.22127	0.17196	0.23095	0.048239	0.78189	0.10613	0.05284	0.036801	0.092725	0.098631	0.053436	0.47109	0.13663	0.065685	0.11797	0.04825	0.108	0.050314	0.084782	0.07334	0.076411	0.16711	0.38924	0.19517	0.09125	0.13431	0.062804	0.14466	0.23329	0.052551	0.060348	0.12883	0.052065	0.60539	0.12517	0.20446
Meth__cg26029902__RAB22A	0.1036	0.10546	0.91972	0.90512	0.90755	0.1061	0.90643	0.049138	0.89697	0.097969	0.90052	0.75565	0.74412	0.88312	0.92352	0.1154	0.10469	0.91062	0.84888	0.098234	0.51652	0.41309	0.9218	0.12182	0.47996	0.12072	0.8695	0.15078	0.84095	0.1544	0.11048	0.11473	0.10476	0.89137	0.45172	0.10636	0.82724	0.87725
Meth__cg21804950__MTMR3	0.048954	0.27981	0.26734	0.52578	0.2174	0.23072	0.5182	0.093779	0.32816	0.06223	0.030519	0.40533	0.54571	0.43945	0.44652	0.062697	0.22967	0.50647	0.046786	0.017209	0.20744	0.18375	0.11655	0.039555	0.50706	0.12815	0.14484	0.031662	0.23739	0.35668	0.088112	0.041769	0.038693	0.40877	0.039324	0.30194	0.14054	0.25027
Meth__cg01472101__CLEC10A	0.17285	0.047233	0.57674	0.65068	0.69098	0.061307	0.2611	0.34139	0.71226	0.053209	0.3716	0.30584	0.41434	0.50824	0.065149	0.048895	0.20037	0.54568	0.097314	0.041674	0.53987	0.48621	0.5924	0.53133	0.89349	0.083321	0.15966	0.08407	0.16817	0.12245	0.050754	0.053935	0.11733	0.33378	0.062183	0.3652	0.15275	0.27344
Meth__cg16330965__SNAPC5	0.24942	0.080318	0.22225	0.23486	0.39785	0.07524	0.092328	0.1837	0.55567	0.24476	0.1189	0.79012	0.6688	0.36718	0.12116	0.4802	0.18202	0.20372	0.19814	0.53266	0.41749	0.40002	0.87764	0.17742	0.8453	0.14978	0.18121	0.13447	0.28856	0.1714	0.25539	0.076956	0.069992	0.1405	0.2679	0.049528	0.14331	0.43671
Meth__cg26297688__C12orf23	0.24554	0.08575	0.28767	0.92535	0.33339	0.057108	0.12632	0.13483	0.16567	0.059943	0.21012	0.066399	0.73869	0.58399	0.42766	0.067494	0.15325	0.032231	0.21898	0.044241	0.60807	0.2658	0.37856	0.079978	0.7581	0.050777	0.11118	0.056944	0.10768	0.15003	0.035054	0.048915	0.10469	0.3711	0.080329	0.10386	0.076651	0.48874
Meth__cg07022477__HIF3A	0.064374	0.049826	0.51738	0.66798	0.53732	0.067326	0.50945	0.3452	0.41571	0.047069	0.059675	0.10878	0.6202	0.35864	0.060823	0.038117	0.16009	0.12497	0.10694	0.072082	0.1991	0.19076	0.7993	0.1751	0.76254	0.13023	0.25355	0.094325	0.38807	0.10657	0.27808	0.061911	0.38925	0.74872	0.037171	0.2787	0.15865	0.18839
Meth__cg24513045__RGS19	0.083608	0.083497	0.10682	0.159	0.084175	0.11268	0.11525	0.07361	0.12807	0.083596	0.15269	0.11476	0.22418	0.58096	0.13294	0.086242	0.088628	0.090744	0.085213	0.064836	0.099218	0.091657	0.11626	0.38294	0.11488	0.35774	0.10674	0.090602	0.10833	0.11627	0.10199	0.10092	0.077949	0.074116	0.08747	0.18491	0.13597	0.092554
Meth__cg10731149__CYBRD1	0.052382	0.94934	0.045503	0.95274	0.96683	0.049284	0.94322	0.10096	0.8353	0.10978	0.082103	0.073044	0.17319	0.94427	0.061053	0.45443	0.88585	0.051862	0.079838	0.040109	0.9085	0.95095	0.97524	0.039326	0.86666	0.044867	0.29174	0.084211	0.10921	0.80396	0.35629	0.036511	0.19357	0.060524	0.052561	0.57742	0.082051	0.84934
Meth__cg23579062__DNAI1	0.07563	0.59728	0.74213	0.50412	0.40119	0.24279	0.90474	0.044934	0.93181	0.90744	0.068728	0.083249	0.64262	0.28488	0.89564	0.64878	0.22601	0.065184	0.16827	0.050384	0.33741	0.26186	0.080434	0.1045	0.55999	0.12298	0.13998	0.07055	0.84876	0.18894	0.89432	0.070074	0.04433	0.066655	0.46394	0.046147	0.065421	0.045359
Meth__cg16534233__FAM80A	0.052849	0.057807	0.59088	0.048013	0.033276	0.077058	0.054087	0.12581	0.076459	0.037381	0.053194	0.22323	0.03834	0.48308	0.028922	0.046003	0.035899	0.048911	0.090006	0.29266	0.031473	0.045569	0.036507	0.052943	0.042283	0.59876	0.044994	0.11406	0.059681	0.072399	0.039255	0.058894	0.40565	0.029094	0.049526	0.062574	0.099038	0.050687
Meth__cg19564367__AFAP	0.41481	0.053954	0.60929	0.18704	0.095033	0.17969	0.074802	0.21356	0.13911	0.10602	0.16103	0.058029	0.25049	0.25032	0.068504	0.10293	0.14875	0.84578	0.27509	0.49625	0.21437	0.3123	0.2991	0.067583	0.086626	0.17079	0.30203	0.10755	0.16675	0.11638	0.04538	0.077792	0.48263	0.15488	0.4848	0.33088	0.1117	0.14709
Meth__cg01806808__PTK2	0.025869	0.027772	0.026927	0.024423	0.022732	0.025009	0.027848	0.038139	0.01834	0.024869	0.027575	0.024411	0.010935	0.088707	0.020698	0.024803	0.027586	0.03321	0.18296	0.019497	0.021524	0.028069	0.027686	0.027782	0.021828	0.056161	0.024905	0.066771	0.065576	0.037626	0.028937	0.031671	0.026601	0.023852	0.027576	0.026929	0.069284	0.028943
Meth__cg17699374__MGC35206	0.22081	0.11049	0.89932	0.86889	0.84078	0.062583	0.51974	0.76024	0.96292	0.074191	0.1819	0.23566	0.87098	0.74408	0.081087	0.085751	0.40212	0.84295	0.051688	0.022593	0.8257	0.82167	0.91725	0.09178	0.954	0.078198	0.45516	0.035927	0.15692	0.11922	0.036483	0.055352	0.080575	0.85202	0.18017	0.76576	0.13755	0.5522
Meth__cg21910663__MVD	0.044829	0.066823	0.32646	0.1387	0.20494	0.032024	0.049351	0.070891	0.13233	0.037585	0.061362	0.050736	0.076642	0.071586	0.087321	0.049609	0.10972	0.038446	0.10517	0.046648	0.053838	0.050722	0.2131	0.069379	0.10187	0.1156	0.12149	0.073394	0.066289	0.11518	0.057701	0.24858	0.068899	0.056407	0.038049	0.078226	0.13358	0.041499
Meth__cg13365761__SCNN1G	0.064708	0.044809	0.072076	0.090955	0.044711	0.97221	0.056966	0.11808	0.056782	0.060369	0.074194	0.094752	0.04327	0.090732	0.03707	0.064801	0.051347	0.06698	0.11002	0.11685	0.049464	0.054769	0.056122	0.074639	0.049149	0.77426	0.058337	0.068949	0.088295	0.054557	0.056082	0.048559	0.06566	0.064022	0.049325	0.039362	0.04687	0.053567
Meth__cg12647643__PTPN13	0.0531	0.047747	0.069516	0.07989	0.048752	0.43401	0.068605	0.35786	0.045576	0.26316	0.074665	0.066305	0.11209	0.55318	0.040868	0.23642	0.18649	0.050523	0.62245	0.041821	0.048237	0.059989	0.057871	0.065093	0.051417	0.12052	0.10098	0.16806	0.15831	0.054933	0.033382	0.15846	0.078338	0.1052	0.13187	0.07119	0.14061	0.062278
Meth__cg18680834__ZNF536	0.10782	0.10304	0.696	0.7974	0.56837	0.067696	0.25166	0.21792	0.42894	0.042033	0.063217	0.12259	0.32469	0.092779	0.092196	0.048415	0.085848	0.16835	0.065373	0.052953	0.43089	0.32644	0.1383	0.16823	0.25713	0.18838	0.10484	0.10896	0.22837	0.082445	0.050429	0.052874	0.087908	0.060699	0.041556	0.1595	0.24203	0.096552
Meth__cg00143998__HIST3H2BB	0.75059	0.056776	0.064952	0.072961	0.03477	0.048255	0.583	0.11496	0.053081	0.058986	0.061751	0.79734	0.051038	0.12055	0.039335	0.05985	0.070496	0.045665	0.14798	0.093972	0.045485	0.10058	0.059519	0.042986	0.91946	0.618	0.066829	0.12995	0.095655	0.11023	0.063139	0.2536	0.078797	0.88347	0.18906	0.51792	0.1057	0.041158
