Cell lines	AU565	BT474	BT483	BT549	CAMA1	HCC1143	HCC1428	HCC1569	HCC1954	HCC202	HCC3153	HCC38	HCC70	HS578T	LY2	MCF7	MDAMB134VI	MDAMB175VII	MDAMB231	MDAMB361	MDAMB453	SKBR3	SUM1315MO2	SUM52PE	UACC812	ZR751	ZR75B
Meth__cg01140782__FAM58A	0.046902	0.052751	0.50715	0.029134	0.052994	0.3846	0.035902	0.043196	0.054692	0.028027	0.46988	0.4624	0.22698	0.03417	0.048657	0.047961	0.52552	0.58373	0.060303	0.048839	0.46682	0.081451	0.56276	0.15209	0.62925	0.45224	0.05201
Meth__cg24442290__C20orf111	0.06122	0.058658	0.06064	0.051524	0.077058	0.062707	0.06744	0.061824	0.11985	0.058514	0.12785	0.058097	0.12401	0.063057	0.059388	0.067006	0.073927	0.064195	0.094182	0.55825	0.089141	0.087161	0.056133	0.050395	0.059601	0.070676	0.061597
Meth__cg09553358__BM88	0.032216	0.62024	0.066284	0.67366	0.5422	0.92269	0.060298	0.96309	0.68254	0.74966	0.14619	0.92848	0.22437	0.89478	0.81504	0.76277	0.16346	0.04737	0.88758	0.51789	0.9519	0.05399	0.028121	0.49317	0.054393	0.13521	0.16752
Meth__cg11806565__PHKA1	0.025075	0.048951	0.39621	0.77387	0.046101	0.02292	0.030394	0.040622	0.077323	0.75059	0.35449	0.37511	0.046	0.046197	0.042142	0.038069	0.28081	0.37627	0.08227	0.046021	0.20368	0.46711	0.032858	0.35662	0.35347	0.27276	0.070337
Meth__cg11380624__DNAJC14	0.052234	0.42815	0.30693	0.068389	0.31929	0.13846	0.099656	0.079035	0.099365	0.42603	0.084962	0.31482	0.090976	0.26409	0.059962	0.075592	0.067754	0.39429	0.11741	0.52541	0.14951	0.1754	0.050527	0.055364	0.075956	0.061591	0.12461
Meth__cg18241160__CDC2L2	0.028507	0.049259	0.046995	0.017644	0.11881	0.27936	0.029282	0.051181	0.091107	0.12899	0.031114	0.070343	0.057386	0.036971	0.042847	0.046387	0.05457	0.056546	0.76748	0.032341	0.056392	0.034954	0.045054	0.025651	0.031464	0.043225	0.04156
RS_G11659__FOXQ1__FOXQ1	0	0	0.32199	0	0	4.9799	0	1.0826	2.8295	0	0	0.11238	5.7483	4.8724	0.21695	0	0	4.1323	4.4486	0.59161	0	0	0	3.8679	0.47536	0	0
Meth__cg08064891__PTOV1	0.050495	0.060474	0.056395	0.059857	0.082055	0.25859	0.080873	0.061919	0.13806	0.068627	0.10144	0.046153	0.10626	0.05368	0.071205	0.05061	0.044893	0.085702	0.47963	0.091111	0.058231	0.2547	0.38847	0.045233	0.14478	0.038039	0.044591
Meth__cg06668073__C20orf42	0.23621	0.11402	0.16595	0.35316	0.59099	0.029798	0.11498	0.069126	0.21828	0.084016	0.075404	0.050772	0.093868	0.054367	0.38659	0.16042	0.29746	0.075731	0.078561	0.094229	0.71898	0.12871	0.1113	0.62276	0.093095	0.12292	0.10998
Meth__cg25448636__FLCN	0.034145	0.031067	0.09201	0.026761	0.036393	0.34646	0.029961	0.031826	0.032329	0.030551	0.029044	0.030002	0.044462	0.019825	0.031511	0.035347	0.049313	0.03201	0.041963	0.021608	0.11296	0.060802	0.93113	0.032015	0.03387	0.042256	0.045118
Meth__cg17136126__ZNF71	0.04391	0.059901	0.041791	0.041046	0.060597	0.07057	0.054251	0.054053	0.13517	0.44806	0.048601	0.04839	0.093802	0.044376	0.48004	0.68993	0.060796	0.046605	0.099077	0.061662	0.11994	0.084856	0.060522	0.059756	0.050523	0.051088	0.055449
Meth__cg13461509__ECHDC2	0.035757	0.22637	0.033422	0.05131	0.041102	0.46817	0.034784	0.04805	0.07342	0.27737	0.40793	0.044108	0.063805	0.11395	0.036479	0.032896	0.038118	0.034479	0.089654	0.059444	0.099847	0.064971	0.037733	0.023266	0.035382	0.039753	0.045023
RS_G17302__KRT16__KRT16	3.1764	2.3818	5.6129	0.28859	6.0805	10.7235	1.4693	6.9239	7.6521	3.4383	9.9669	2.3008	10.6566	3.9295	6.0096	1.6805	3.2104	10.8382	0.72684	3.0384	2.1965	1.5744	1.8388	12.3241	0.69855	3.2686	3.0416
Meth__cg19070873__C14orf132	0.070288	0.077072	0.06808	0.11377	0.081274	0.43701	0.064803	0.072161	0.18175	0.097313	0.075678	0.065004	0.29358	0.078394	0.057915	0.077106	0.063985	0.072208	0.76111	0.073846	0.11491	0.073849	0.058398	0.077016	0.074502	0.065245	0.071564
RS_G422__CPS1__CPS1	9.0993	1.0211	1.1599	4.925	0.83486	4.9075	0.87761	4.1395	0.61374	1.8133	2.6059	6.8249	0.78187	4.417	2.0133	1.2217	2.1543	0.072361	3.3367	3.4999	5.4563	7.6831	4.0476	0.19793	1.6239	1.5688	2.0586
Meth__cg17592734__ZNF175	0.012552	0.38772	0.0097757	0.011775	0.50161	0.0091931	0.012676	0.9467	0.1938	0.015647	0.012167	0.011885	0.036751	0.011817	0.97132	0.89746	0.016186	0.014436	0.024965	0.016648	0.018811	0.51851	0.018328	0.011184	0.014337	0.011766	0.016655
Meth__cg22762180__PERP	0.050166	0.045861	0.054812	0.37717	0.050992	0.026063	0.050543	0.12366	0.11214	0.034652	0.035885	0.075398	0.04712	0.067503	0.095328	0.04282	0.26215	0.049809	0.09559	0.041905	0.13786	0.060436	0.064476	0.046966	0.045376	0.11257	0.10509
Meth__cg16998207__FCMD	0.040061	0.044742	0.036873	0.054598	0.054187	0.6661	0.041892	0.05184	0.07941	0.070724	0.053047	0.037049	0.086038	0.14746	0.064897	0.053489	0.040959	0.041334	0.37929	0.043238	0.11899	0.072054	0.037125	0.049718	0.050041	0.044553	0.069947
Meth__cg07991621__SH3BP2	0.10433	0.11583	0.10626	0.11066	0.11892	0.11234	0.20167	0.11287	0.76162	0.10851	0.14914	0.11536	0.69201	0.11883	0.14821	0.11105	0.10036	0.116	0.83533	0.11628	0.19733	0.15083	0.10704	0.37794	0.13154	0.1009	0.092239
Meth__cg03992069__ZMYM3	0.046588	0.056389	0.051835	0.019067	0.019217	0.015672	0.025351	0.017391	0.025289	0.34694	0.03667	0.30761	0.066964	0.026947	0.011052	0.02235	0.43679	0.37763	0.029497	0.023002	0.22616	0.029746	0.023073	0.067114	0.044717	0.1014	0.03393
RS_G6138__BAIAP2L2__BAIAP2L2	4.4149	0.13304	1.6299	6.1142	1.2764	0.91234	1.7708	8.4277	0.79441	1.5262	0.62381	0.59391	3.215	2.7982	1.4413	0.90306	1.3959	1.9401	0	2.8525	3.8127	4.9919	2.553	2.5815	2.6405	2.9765	0.92168
Meth__cg14008119__MGC16028	0.041645	0.075579	0.059908	0.040601	0.055878	0.095429	0.070629	0.049941	0.089231	0.02516	0.04577	0.036793	0.10085	0.037531	0.055745	0.23037	0.069223	0.050794	0.12386	0.052011	0.084074	0.054819	0.035634	0.037953	0.043234	0.044346	0.06013
Meth__cg08935301__LMCD1	0.076532	0.057518	0.059077	0.88231	0.10236	0.058442	0.064235	0.14061	0.67258	0.096254	0.88169	0.04709	0.15846	0.077885	0.25008	0.099237	0.079589	0.060116	0.56357	0.18338	0.052632	0.067126	0.29411	0.053999	0.047985	0.055767	0.18009
RS_G6331__SYT5__SYT5	1.9982	0	3.7529	2.1684	1.3292	2.751	6.3433	0	1.0482	1.0314	0.72222	0.2672	1.0837	2.4688	2.6877	0.96197	7.5711	2.9951	0	0.38058	0.46803	0	5.6054	8.1888	5.0171	4.9334	3.0571
Meth__cg15812873__SULT1A1	0.069042	0.26235	0.037515	0.63037	0.19664	0.40718	0.036431	0.88408	0.23832	0.031131	0.76217	0.024731	0.090532	0.034752	0.52741	0.41266	0.069379	0.028935	0.61971	0.1655	0.15973	0.034532	0.10808	0.040765	0.040436	0.033749	0.049032
Meth__cg06500079__VPS53	0.057703	0.48168	0.47038	0.088527	0.091878	0.046929	0.07364	0.039629	0.17182	0.36293	0.27578	0.046264	0.22415	0.91212	0.061822	0.040534	0.1075	0.74118	0.90154	0.049038	0.082471	0.087553	0.029114	0.027237	0.073525	0.050328	0.039414
Meth__cg07684796__DKK1	0.041861	0.052029	0.02878	0.037552	0.057752	0.90908	0.60137	0.059309	0.044254	0.72464	0.58059	0.038628	0.091394	0.53325	0.031821	0.047029	0.59975	0.034524	0.052819	0.73334	0.63656	0.050923	0.035332	0.026794	0.44237	0.03886	0.055356
Meth__cg13799206__ASRGL1	0.063399	0.164	0.020308	0.026843	0.95013	0.030381	0.027753	0.068293	0.59316	0.46028	0.025902	0.02817	0.13156	0.061462	0.50852	0.50466	0.49365	0.023023	0.61518	0.047754	0.53225	0.046228	0.025758	0.029112	0.031937	0.030517	0.032918
Meth__cg00293409__LRRC33	0.12389	0.65691	0.21398	0.59895	0.44672	0.55668	0.67269	0.33423	0.76821	0.054209	0.63162	0.061193	0.14869	0.088835	0.82293	0.83828	0.12761	0.1443	0.20387	0.78566	0.61706	0.14417	0.093769	0.53704	0.070235	0.47122	0.60289
Meth__cg21081971__TRPC4	0.043517	0.50349	0.059865	0.033386	0.2046	0.91151	0.066184	0.48096	0.39908	0.1071	0.846	0.1264	0.21642	0.25508	0.15932	0.50336	0.3215	0.14985	0.13936	0.070343	0.39469	0.1183	0.041845	0.85987	0.094181	0.074425	0.26834
Meth__cg24183958__GRB10	0.587	0.018056	0.076909	0.45066	0.025922	0.52372	0.026522	0.018945	0.062002	0.015926	0.18603	0.015621	0.027976	0.01764	0.60659	0.43861	0.25573	0.54176	0.028649	0.10985	0.074635	0.20876	0.26522	0.92675	0.077481	0.72007	0.55603
Meth__cg05626013__LRRTM3	0.093426	0.63909	0.10767	0.27788	0.21835	0.77333	0.13245	0.25376	0.2509	0.16485	0.20077	0.22465	0.14815	0.16475	0.13124	0.15774	0.78845	0.16157	0.45484	0.1721	0.29889	0.087942	0.10622	0.10853	0.12659	0.14646	0.14324
Meth__cg11498740__MOAP1	0.049228	0.072508	0.081707	0.046765	0.057562	0.046047	0.049708	0.059379	0.10704	0.05326	0.049466	0.043377	0.11953	0.055062	0.066126	0.10063	0.041934	0.1682	0.32403	0.057947	0.11708	0.089974	0.039059	0.042946	0.27981	0.04332	0.039011
Meth__cg08998967__SLC25A13	0.058047	0.065307	0.040353	0.047655	0.080415	0.064393	0.050525	0.057573	0.078095	0.038297	0.047373	0.042782	0.11135	0.30543	0.061778	0.066733	0.040293	0.042422	0.1044	0.049581	0.087034	0.095439	0.044757	0.041315	0.04629	0.045826	0.063594
Meth__cg07690018__CPNE7	0.047221	0.95424	0.095273	0.096535	0.72585	0.034637	0.10593	0.033084	0.85173	0.11449	0.61248	0.16298	0.10966	0.54694	0.90398	0.9631	0.28234	0.069941	0.94704	0.97127	0.086002	0.10069	0.068211	0.97708	0.081192	0.058118	0.072077
Meth__cg22679003__CDH2	0.051316	0.054004	0.044082	0.054506	0.43964	0.066087	0.057753	0.071864	0.5039	0.092466	0.052146	0.043734	0.068416	0.042462	0.15742	0.1174	0.054117	0.098652	0.851	0.053912	0.075805	0.054078	0.051388	0.86076	0.067934	0.046442	0.047333
Meth__cg11371160__UBL4A	0.039022	0.041221	0.55598	0.020918	0.044721	0.34269	0.024171	0.039009	0.068186	0.026143	0.45092	0.45931	0.13296	0.025277	0.028047	0.040627	0.44475	0.5343	0.068134	0.037026	0.26384	0.064546	0.44258	0.23389	0.70728	0.2985	0.045887
Meth__cg01322079__SFT2D1	0.022792	0.047215	0.047429	0.043656	0.067342	0.065918	0.11192	0.038236	0.11559	0.058778	0.064986	0.037912	0.093169	0.026617	0.034922	0.035432	0.029182	0.047784	0.090894	0.035122	0.042032	0.090368	0.029047	0.03134	0.047426	0.060225	0.038356
Meth__cg19515518__TMEM80	0.062713	0.13447	0.084123	0.056061	0.098162	0.058898	0.10553	0.09584	0.22234	0.12915	0.15435	0.07383	0.18928	0.058216	0.067838	0.11311	0.065891	0.096701	0.14423	0.15704	0.15895	0.11608	0.041659	0.069525	0.079774	0.1234	0.11369
Meth__cg23029193__FLJ39155	0.041264	0.58479	0.30973	0.36013	0.71662	0.28395	0.089672	0.56365	0.55599	0.073627	0.47916	0.060385	0.11625	0.041774	0.62809	0.77559	0.44146	0.096905	0.68809	0.49864	0.57628	0.082112	0.12062	0.090561	0.08476	0.21914	0.31202
Meth__cg07674153__TSHR	0.059319	0.10778	0.10276	0.12959	0.090416	0.12776	0.080803	0.09997	0.27919	0.040117	0.080673	0.070022	0.17834	0.09527	0.1396	0.10767	0.078289	0.063319	0.43714	0.060552	0.12571	0.073973	0.053575	0.090506	0.068697	0.056292	0.052813
Meth__cg18410627__RALGPS1	0.040468	0.11141	0.03693	0.6268	0.054664	0.10614	0.30614	0.91004	0.28911	0.57323	0.057145	0.17508	0.11624	0.27978	0.055149	0.049242	0.041041	0.040062	0.84972	0.09198	0.057172	0.060245	0.06035	0.049809	0.057011	0.052145	0.083803
Meth__cg24385322__HDAC3	0.34733	0.575	0.27353	0.24998	0.1036	0.88376	0.8947	0.16223	0.25841	0.40673	0.27282	0.054844	0.49692	0.50692	0.040845	0.21122	0.13096	0.068147	0.38164	0.056985	0.34211	0.50483	0.029212	0.047285	0.054493	0.0357	0.040706
Meth__cg16772207__MYT1	0.063827	0.072753	0.082072	0.91204	0.084928	0.78872	0.10856	0.91417	0.20018	0.077371	0.39567	0.55897	0.21709	0.19375	0.14546	0.18205	0.083659	0.6034	0.67216	0.067885	0.12749	0.094582	0.090199	0.058513	0.1276	0.056742	0.071455
Meth__cg13674559__WDR44	0.023963	0.027051	0.35631	0.055511	0.030432	0.36613	0.50548	0.032352	0.18508	0.022966	0.32993	0.48775	0.18595	0.025499	0.023177	0.029108	0.45612	0.43901	0.062663	0.029145	0.34153	0.043573	0.48199	0.26867	0.37403	0.40187	0.033365
Meth__cg09339527__ZFP2	0.03218	0.11792	0.021518	0.027677	0.023965	0.96516	0.054648	0.024833	0.53932	0.97037	0.026953	0.024124	0.11747	0.018907	0.44183	0.47899	0.068413	0.028273	0.61587	0.022906	0.050587	0.053255	0.02151	0.02203	0.02495	0.030352	0.029622
Meth__cg18233735__PDZD4	0.04241	0.045161	0.57045	0.7206	0.044976	0.30392	0.036875	0.049456	0.10232	0.051759	0.56193	0.31599	0.20308	0.48339	0.036278	0.036846	0.59147	0.62889	0.97607	0.048914	0.7212	0.070059	0.505	0.28354	0.73746	0.40447	0.048878
RS_G3505__UNC5B__UNC5B	4.6928	2.858	2.9021	1.2545	2.3139	2.4338	1.6312	3.6245	2.9491	2.4618	5.1625	2.3407	2.4117	4.4737	4.1222	2.8653	5.4266	6.9351	0.54177	6.0143	8.494	6.1432	7.6038	3.0871	5.8601	5.5405	5.4248
Meth__cg23935746__CCNB1	0.035856	0.060309	0.025523	0.02876	0.039744	0.44204	0.042407	0.033898	0.084185	0.019118	0.042179	0.034549	0.093391	0.030489	0.035331	0.043418	0.027582	0.035137	0.089676	0.04555	0.057448	0.053163	0.030011	0.030218	0.040037	0.04927	0.030532
Meth__cg08755040__QSCN6	0.14353	0.098241	0.71848	0.072627	0.088524	0.07779	0.09308	0.093148	0.12587	0.080639	0.08846	0.086045	0.14355	0.075481	0.046262	0.069241	0.12162	0.07753	0.19265	0.087786	0.17021	0.12118	0.096783	0.099591	0.095854	0.39945	0.083185
RS_G6326__AC006273.1__AC006273.1	0.44652	0	6.9571	4.8531	2.6603	1.0627	0.8433	6.875	0.67825	0	0.22203	5.498	0	2.1711	3.6612	3.7451	9.1647	2.0081	0.29709	2.1202	1.1253	0	9.396	0	6.578	5.6514	4.4249
RS_G27825__RP5-857K21.11__RP5-857K21.11	6.6704	13.2896	12.1731	10.1851	12.3866	12.2165	11.8487	10.0205	10.7845	13.3398	10.3199	11.7062	10.6909	11.5127	7.1751	11.6662	11.723	9.4247	10.3684	10.1889	9.1151	9.7862	8.7916	9.7	9.1015	9.4473	12.2867
RS_G3964__MGP__MGP	2.1266	10.3876	13.053	10.6511	7.0869	8.0389	10.7774	3.9569	12.1311	8.8839	10.4834	4.1418	13.2784	6.112	3.7236	6.4925	6.6738	9.692	3.8402	8.314	6.6113	3.6695	1.0938	3.1152	6.25	8.1643	5.2927
Meth__cg21245372__NUP98	0.83623	0.7524	0.1623	0.75827	0.52971	0.51504	0.41848	0.35873	0.20044	0.74342	0.17136	0.084416	0.11138	0.5039	0.87108	0.70772	0.80355	0.18986	0.86896	0.91267	0.064904	0.35671	0.024354	0.1197	0.055911	0.15109	0.2818
RS_G12795__NPNT__NPNT	2.5915	4.7165	6.7604	0	9.7292	6.8894	11.2166	9.5247	4.0569	8.8576	6.2473	0.95379	7.1449	0.13153	7.0112	6.9973	6.7223	3.7574	0.55913	6.476	7.469	2.3733	0.20857	2.0589	5.7569	7.4204	3.5592
Meth__cg14108384__TMCO1	0.028932	0.96583	0.028444	0.027191	0.52264	0.028118	0.066882	0.96725	0.057181	0.02341	0.05487	0.040351	0.049602	0.040058	0.042771	0.068266	0.057581	0.022444	0.088314	0.053231	0.046249	0.033535	0.032498	0.033434	0.068207	0.041214	0.029982
Meth__cg18931815__COL8A2	0.33521	0.43238	0.055919	0.89354	0.05915	0.10811	0.045365	0.88215	0.71347	0.028156	0.66722	0.45648	0.049191	0.52184	0.044053	0.042625	0.8777	0.089071	0.14	0.17866	0.3053	0.3514	0.23482	0.80195	0.87961	0.11043	0.2816
Meth__cg26955512__HDAC8	0.075007	0.084228	0.16325	0.093215	0.083644	0.064606	0.077046	0.08743	0.094998	0.1366	0.093735	0.12387	0.14291	0.062987	0.072634	0.074301	0.56456	0.54457	0.10613	0.082117	0.2665	0.10234	0.073417	0.14961	0.10919	0.10027	0.097881
Meth__cg21651436__MAP3K11	0.042843	0.22576	0.023855	0.028921	0.032128	0.038614	0.043884	0.031174	0.046204	0.026563	0.044972	0.026781	0.07706	0.02675	0.040353	0.03292	0.03607	0.022093	0.053514	0.032888	0.054745	0.03741	0.02461	0.021898	0.030204	0.026039	0.027936
Meth__cg03192551__CGI-69	0.37818	0.94186	0.91837	0.067224	0.79715	0.037424	0.93083	0.048387	0.5771	0.93743	0.6476	0.08292	0.27532	0.062931	0.82364	0.60592	0.92657	0.12414	0.059511	0.7956	0.10326	0.45726	0.033137	0.030667	0.10366	0.033806	0.038808
Meth__cg00239685__GORASP1	0.083266	0.10792	0.14248	0.059074	0.13861	0.066436	0.12271	0.086503	0.14298	0.10193	0.10341	0.07319	0.19535	0.078914	0.10175	0.13132	0.12354	0.13959	0.78287	0.10392	0.093286	0.11393	0.061258	0.079621	0.087469	0.10479	0.1075
Meth__cg08797471__DAPK1	0.076237	0.1122	0.05904	0.7454	0.48532	0.048839	0.074662	0.12939	0.09317	0.10787	0.071923	0.084055	0.14986	0.51893	0.80396	0.29405	0.081095	0.072648	0.92606	0.08167	0.10853	0.090526	0.064949	0.055736	0.082333	0.079283	0.069249
Meth__cg03891319__ACY1	0.067761	0.063529	0.057028	0.1529	0.10483	0.40392	0.063932	0.061134	0.19048	0.032142	0.089607	0.041441	0.080921	0.33429	0.086526	0.051391	0.090423	0.19994	0.15804	0.052598	0.080786	0.067437	0.049142	0.043111	0.067309	0.051075	0.049409
RS_G1258__GSDMB__GSDMB	10.0772	7.4928	3.7606	2.7807	2.9772	3.6969	4.7565	3.2791	9.6147	3.0898	4.5209	5.8219	4.5338	0.96991	2.7699	2.573	5.054	1.4808	1.526	2.9419	4.2907	11.4397	2.1741	4.6204	6.4607	4.3342	3.4357
Meth__cg13636404__ZNF655	0.20849	0.83204	0.40883	0.036454	0.43078	0.069488	0.23324	0.85229	0.82904	0.4568	0.82788	0.043373	0.54346	0.032315	0.76007	0.5986	0.078944	0.56918	0.07979	0.4322	0.082989	0.35615	0.036387	0.84047	0.8414	0.038817	0.038734
Meth__cg02566518__FUT11	0.18464	0.26722	0.11705	0.028089	0.10853	0.39525	0.72416	0.054286	0.42972	0.44435	0.035959	0.040253	0.061337	0.019856	0.38456	0.2871	0.040991	0.27346	0.39536	0.67766	0.090326	0.047979	0.026362	0.17247	0.25603	0.16176	0.92916
Meth__cg04488521__ZNF354C	0.018679	0.61411	0.027935	0.025427	0.98133	0.36332	0.040777	0.021638	0.83197	0.12615	0.026559	0.020877	0.057463	0.031532	0.94419	0.89313	0.74756	0.078345	0.80257	0.64731	0.17423	0.21913	0.017761	0.51646	0.028283	0.38381	0.66692
Meth__cg10314752__KIAA1622	0.083355	0.13641	0.045639	0.083208	0.1025	0.14369	0.061819	0.22881	0.10351	0.0532	0.074227	0.10058	0.15243	0.097005	0.065868	0.10622	0.061231	0.10141	0.26112	0.095649	0.67711	0.14341	0.057408	0.05295	0.067001	0.070168	0.092119
Meth__cg01765461__TNFRSF11A	0.051308	0.059468	0.029116	0.049245	0.058169	0.082374	0.11634	0.093657	0.050958	0.031388	0.045711	0.041319	0.086271	0.16674	0.031788	0.05982	0.056005	0.054746	0.06859	0.043332	0.33813	0.080348	0.032841	0.041433	0.041015	0.037244	0.04021
Meth__cg06655089__IMPDH2	0.0086509	0.019197	0.0074556	0.0095796	0.017187	0.0081825	0.013378	0.011664	0.028704	0.0071588	0.011112	0.013469	0.018035	0.0062073	0.01501	0.015896	0.011997	0.017357	0.022155	0.015625	0.020604	0.0097782	0.010014	0.010558	0.0086184	0.015242	0.0099966
Meth__cg11527279__TTLL11	0.39373	0.88603	0.60158	0.1396	0.35073	0.50903	0.75274	0.067986	0.32002	0.84619	0.11881	0.041094	0.53723	0.066648	0.62725	0.82351	0.11083	0.24769	0.64167	0.80894	0.83384	0.12257	0.039739	0.096254	0.52582	0.20752	0.15472
RS_G16297__RKHD3__RKHD3	3.6158	4.1849	3.1703	4.7893	3.3281	2.4169	2.8749	2.0513	1.3909	0.91593	2.9799	2.7803	1.3012	3.7739	4.1477	3.8481	4.4873	1.1298	1.8239	3.3296	4.0966	3.158	7.5653	0.75073	4.3197	3.3748	2.4971
Meth__cg24889366__GNG13	0.034513	0.040614	0.036974	0.55077	0.046729	0.60194	0.045447	0.58631	0.20493	0.049939	0.85567	0.47782	0.094947	0.049739	0.049619	0.042227	0.040644	0.16911	0.67336	0.16198	0.24133	0.068439	0.077284	0.026613	0.034775	0.044332	0.042113
Meth__cg08680085__MASK	0.039333	0.03798	0.4191	0.94942	0.043498	0.33172	0.52467	0.040706	0.121	0.66613	0.44213	0.55779	0.17236	0.039398	0.032616	0.040764	0.52529	0.54408	0.1122	0.047043	0.36841	0.069561	0.64338	0.32899	0.61828	0.42677	0.042336
Meth__cg04633513__AVPR1B	0.053088	0.16914	0.32949	0.30042	0.72962	0.69208	0.46149	0.58999	0.77673	0.036379	0.68341	0.058729	0.064063	0.053491	0.81512	0.61485	0.19663	0.61529	0.51877	0.20534	0.56035	0.11341	0.040325	0.63615	0.14528	0.34705	0.56141
Meth__cg12343638__PCDHB12	0.061951	0.65021	0.06041	0.83271	0.088175	0.9072	0.08358	0.85212	0.21859	0.62279	0.79423	0.31895	0.36091	0.082973	0.061314	0.61075	0.1478	0.7131	0.18288	0.22521	0.15643	0.10999	0.077068	0.32646	0.28538	0.072437	0.087548
Meth__cg15755084__MSX1	0.048501	0.049718	0.03801	0.030527	0.056353	0.24557	0.045288	0.035372	0.75504	0.053575	0.064605	0.044029	0.10674	0.030185	0.064496	0.10417	0.053789	0.02918	0.82827	0.065044	0.83099	0.06431	0.034505	0.027447	0.043936	0.048751	0.042773
Meth__cg00476577__ZNF217	0.029019	0.12792	0.040071	0.031371	0.041428	0.03513	0.098576	0.033444	0.046507	0.031254	0.032805	0.031621	0.054279	0.044871	0.3149	0.32744	0.074404	0.037704	0.11313	0.03841	0.10249	0.049411	0.046022	0.043815	0.030089	0.026715	0.03151
Meth__cg16352283__FAM46B	0.050233	0.22418	0.080369	0.94352	0.040625	0.057235	0.93356	0.93061	0.89438	0.58123	0.73213	0.75608	0.4166	0.66037	0.85402	0.86939	0.15292	0.23661	0.86342	0.20273	0.092813	0.060462	0.13095	0.027302	0.061028	0.41939	0.68779
RS_G6312__CDKN1C__CDKN1C	3.4209	1.4135	4.1129	2.0193	1.5752	3.2115	1.3211	3.7532	1.2033	1.8338	1.872	1.8139	0.74747	2.187	2.5887	0.62031	5.8987	3.0673	3.0532	2.5782	2.8636	0	3.0329	2.6888	2.5041	3.0998	4.1276
Meth__cg21351994__EMX1	0.19839	0.06795	0.056574	0.051397	0.91365	0.17361	0.063208	0.18415	0.17047	0.20477	0.098326	0.21854	0.10203	0.45476	0.071076	0.085846	0.072055	0.70677	0.91217	0.083695	0.53046	0.19998	0.055725	0.046601	0.061853	0.055796	0.074593
Meth__cg04967538__CXorf42	0.039703	0.05402	0.035018	0.38563	0.05507	0.49988	0.03621	0.033622	0.034483	0.052419	0.27452	0.47479	0.064237	0.045986	0.047678	0.03314	0.50586	0.44988	0.082932	0.044671	0.33749	0.087356	0.4896	0.18861	0.57904	0.27442	0.031448
RS_G1435__LAMP3__LAMP3	1.9683	1.0047	1.3769	0.22252	1.1839	5.1333	2.8659	9.5505	4.0768	1.8962	4.792	1.4715	6.877	0.97266	1.1293	1.0233	1.7863	2.7514	1.085	0.59349	0.78725	0	3.2642	4.535	0.78899	0.7314	0.65096
Meth__cg21922574__NETO1	0.10011	0.95147	0.80835	0.54552	0.92528	0.95302	0.03549	0.94657	0.50737	0.92545	0.29197	0.24113	0.32972	0.29302	0.90515	0.93707	0.2581	0.043026	0.87276	0.88006	0.85454	0.10811	0.016888	0.066987	0.88267	0.73232	0.89467
Meth__cg26803566__SGPP1	0.041542	0.11419	0.11042	0.15575	0.15105	0.38267	0.10898	0.076634	0.063582	0.14455	0.088436	0.041768	0.2239	0.063811	0.10493	0.075041	0.098817	0.33872	0.13108	0.05841	0.14901	0.10578	0.047287	0.065836	0.037264	0.05536	0.063159
Meth__cg20886062__DCI	0.069646	0.48218	0.055692	0.036938	0.062254	0.066955	0.12752	0.082616	0.0494	0.17027	0.074253	0.041076	0.095444	0.029379	0.042261	0.064174	0.049026	0.17771	0.11756	0.39317	0.13478	0.072422	0.034458	0.031896	0.04083	0.40998	0.056119
Meth__cg24262469__TIPARP	0.080182	0.17654	0.22471	0.35652	0.10936	0.1131	0.099487	0.12877	0.10193	0.03931	0.11335	0.10668	0.10777	0.27078	0.12296	0.075863	0.20526	0.059788	0.26542	0.083076	0.13598	0.16137	0.062443	0.17879	0.2126	0.22713	0.2947
Meth__cg00143998__HIST3H2BB	0.056776	0.072961	0.03477	0.048255	0.583	0.053081	0.061751	0.79734	0.12055	0.039335	0.070496	0.045665	0.14798	0.093972	0.045485	0.10058	0.059519	0.91946	0.618	0.066829	0.095655	0.11023	0.063139	0.51792	0.088737	0.041158	0.055705
Meth__cg16664233__ETHE1	0.025777	0.041151	0.027728	0.028175	0.037047	0.4057	0.05079	0.047608	0.052491	0.02887	0.041504	0.028395	0.048246	0.029671	0.043752	0.046432	0.041257	0.019882	0.03587	0.038951	0.07094	0.059513	0.025699	0.023537	0.034334	0.037789	0.029617
Meth__cg11529128__LHFPL5	0.026396	0.23777	0.024574	0.3616	0.037053	0.78524	0.46546	0.40548	0.3714	0.060438	0.093063	0.22104	0.73348	0.23315	0.027081	0.031018	0.030473	0.064945	0.58342	0.27303	0.76486	0.048846	0.025918	0.076911	0.04163	0.32696	0.037838
Meth__cg00876704__PKN1	0.029338	0.02891	0.046871	0.21959	0.026589	0.028284	0.040265	0.69257	0.051305	0.019308	0.01876	0.07523	0.047852	0.023778	0.02147	0.028875	0.021596	0.020748	0.05166	0.032015	0.03664	0.051394	0.56707	0.030633	0.039799	0.035036	0.031101
Meth__cg17371081__NELL1	0.062915	0.94959	0.096318	0.73513	0.93812	0.90672	0.41408	0.97614	0.77466	0.45604	0.065425	0.058045	0.062027	0.12107	0.93989	0.92793	0.067043	0.61228	0.93392	0.92756	0.93655	0.065572	0.32132	0.9678	0.39703	0.35677	0.29461
