Cell lines	600MPE	AU565	BT20	BT474	BT483	BT549	CAMA1	HCC1143	HCC1187	HCC1428	HCC1569	HCC1937	HCC1954	HCC2185	HCC3153	HCC38	HCC70	HS578T	LY2	MCF7	MDAMB157	MDAMB231	MDAMB361	MDAMB415	MDAMB453	SKBR3	SUM1315MO2	SUM149PT	SUM159PT	SUM225CWN	SUM52PE	T47D	UACC812	ZR751	ZR75B
Meth__cg19764555__AHNAK	0.015786	0.013627	0.95489	0.013621	0.012317	0.92115	0.25822	0.86872	0.82266	0.022453	0.89386	0.9196	0.17739	0.61081	0.66885	0.52653	0.69919	0.089433	0.55467	0.68601	0.46231	0.04377	0.062636	0.033308	0.53152	0.015092	0.52003	0.019059	0.099917	0.3626	0.64981	0.021225	0.019231	0.033927	0.049729
Meth__cg03922337__RRAS2	0.34336	0.064436	0.0627	0.43942	0.6309	0.071619	0.53337	0.79527	0.060353	0.69102	0.09781	0.068058	0.18893	0.072051	0.10142	0.054537	0.1281	0.041866	0.29579	0.46357	0.051511	0.094221	0.10195	0.4358	0.83198	0.31526	0.068137	0.053879	0.32831	0.22013	0.14639	0.055029	0.050125	0.20552	0.096798
Meth__cg09424896__CIB3	0.065255	0.063733	0.65167	0.14757	0.060012	0.63935	0.077577	0.95004	0.1486	0.090296	0.73891	0.77515	0.26431	0.13267	0.69546	0.7559	0.74622	0.051335	0.078989	0.066937	0.83725	0.48722	0.085883	0.16282	0.18148	0.17021	0.92619	0.33109	0.10613	0.14254	0.26824	0.12593	0.071693	0.088942	0.063621
Meth__cg06508445__LOX	0.042491	0.071152	0.73351	0.046057	0.14612	0.033165	0.46512	0.055282	0.036365	0.27485	0.038632	0.043378	0.75242	0.040587	0.054738	0.031426	0.047752	0.031607	0.044589	0.042546	0.041612	0.054816	0.036618	0.063585	0.064579	0.052496	0.027071	0.032857	0.072429	0.025012	0.96295	0.13432	0.044047	0.039815	0.88359
Meth__cg10071275__MYT1	0.12511	0.092764	0.36478	0.10019	0.10137	0.85357	0.13432	0.83154	0.84456	0.11294	0.84276	0.94948	0.19941	0.57546	0.47015	0.66379	0.18482	0.45813	0.14765	0.21422	0.75672	0.70847	0.10562	0.15698	0.19864	0.13973	0.25298	0.42164	0.35501	0.093689	0.10277	0.16352	0.14533	0.088365	0.087373
Meth__cg02932689__MAP1LC3B	0.078632	0.072285	0.22101	0.11092	0.040359	0.4567	0.061183	0.18403	0.11555	0.088311	0.076246	0.30158	0.10306	0.11325	0.097151	0.090058	0.15259	0.47787	0.042837	0.061417	0.17061	0.34406	0.12479	0.079357	0.13505	0.082098	0.045574	0.04582	0.079906	0.051326	0.057201	0.095143	0.067881	0.051517	0.054965
Meth__cg05215575__FLJ25410	0.034379	0.032988	0.60775	0.038619	0.023176	0.83166	0.035623	0.92576	0.88725	0.029324	0.75914	0.85146	0.41107	0.5948	0.58972	0.93361	0.44368	0.045638	0.033524	0.027996	0.85727	0.072207	0.026062	0.10471	0.060245	0.046246	0.62613	0.36891	0.23519	0.036967	0.09767	0.18883	0.031693	0.039973	0.027926
Meth__cg01130192__ACO1	0.040878	0.52847	0.039882	0.16667	0.37497	0.029263	0.053204	0.030953	0.033556	0.11474	0.024571	0.10472	0.054967	0.02795	0.04385	0.029661	0.036226	0.017779	0.072178	0.048833	0.037187	0.044446	0.065356	0.036326	0.17918	0.14336	0.027928	0.019355	0.30824	0.048358	0.043975	0.069171	0.044027	0.23624	0.34702
Meth__cg14886269__TNFRSF18	0.042351	0.025473	0.96238	0.03258	0.10259	0.96802	0.042171	0.12157	0.0574	0.03677	0.15326	0.80301	0.95068	0.039393	0.66825	0.21731	0.13363	0.099593	0.092529	0.49496	0.96751	0.88311	0.081009	0.074214	0.15228	0.066534	0.46372	0.037254	0.96402	0.09741	0.96421	0.073925	0.035211	0.036588	0.031228
Meth__cg26209676__ZNF581	0.082606	0.11409	0.09092	0.093956	0.082052	0.91326	0.10803	0.056556	0.87369	0.096131	0.091323	0.62749	0.42869	0.69213	0.63367	0.081338	0.10017	0.60047	0.14368	0.094891	0.92315	0.14765	0.40674	0.098217	0.12758	0.14933	0.36665	0.094457	0.14399	0.075739	0.21662	0.54588	0.10869	0.078604	0.066219
Meth__cg04478795__SMO	0.83456	0.058506	0.97049	0.68091	0.93382	0.11996	0.84402	0.24897	0.026561	0.85978	0.048779	0.82011	0.78753	0.035744	0.079333	0.032082	0.42768	0.041463	0.875	0.8766	0.24768	0.84293	0.16725	0.047783	0.8648	0.16635	0.058248	0.16556	0.18879	0.42013	0.7665	0.14043	0.93116	0.95389	0.91399
Meth__cg19514469__ELMO3	0.051955	0.044715	0.054371	0.32884	0.050375	0.90763	0.046407	0.61757	0.90959	0.42082	0.56	0.15605	0.83513	0.89084	0.070449	0.92357	0.083591	0.92991	0.099915	0.52583	0.8979	0.85648	0.091027	0.063262	0.16703	0.076701	0.57838	0.041794	0.92018	0.66849	0.032548	0.077024	0.054537	0.048787	0.048868
Meth__cg11654620__ECGF1	0.034691	0.02935	0.047408	0.12115	0.022133	0.84498	0.040417	0.027812	0.040953	0.037896	0.071013	0.63678	0.067802	0.028817	0.9537	0.026206	0.077512	0.095929	0.96381	0.92112	0.044422	0.91725	0.050356	0.045037	0.062206	0.063223	0.035377	0.030248	0.037659	0.045027	0.032101	0.076504	0.028853	0.038435	0.039549
Meth__cg14951292__HMOX2	0.076695	0.050266	0.82708	0.60329	0.034155	0.6606	0.040776	0.207	0.072583	0.096613	0.043425	0.91105	0.63914	0.070819	0.35668	0.70137	0.31101	0.836	0.25534	0.08564	0.66715	0.81729	0.78936	0.27735	0.076686	0.047243	0.29313	0.52981	0.11927	0.68052	0.068838	0.072353	0.033655	0.099825	0.035873
Meth__cg10076009__SMARCA1	0.62257	0.081307	0.075892	0.081633	0.40317	0.051164	0.092926	0.44971	0.077124	0.11336	0.084743	0.04067	0.14422	0.085546	0.082291	0.43205	0.28209	0.080137	0.080385	0.078692	0.063281	0.19191	0.093854	0.40441	0.45206	0.10859	0.057078	0.051659	0.60436	0.059319	0.26658	0.117	0.67125	0.079944	0.090069
Meth__cg04543012__TFCP2	0.055556	0.55941	0.082686	0.066756	0.5058	0.044228	0.66306	0.049007	0.049809	0.82217	0.069782	0.039964	0.79522	0.29501	0.042294	0.041877	0.097796	0.041207	0.83399	0.84444	0.060277	0.069326	0.22594	0.080071	0.089238	0.18701	0.043906	0.047447	0.051229	0.04341	0.045533	0.2268	0.048305	0.45878	0.80361
Meth__cg01651364__FLJ23518	0.057832	0.038102	0.041297	0.051285	0.071049	0.032331	0.86287	0.35407	0.036208	0.050482	0.036388	0.019684	0.057677	0.034828	0.032062	0.041499	0.075061	0.032681	0.036508	0.058669	0.043075	0.064622	0.04519	0.48722	0.38193	0.061668	0.038651	0.035851	0.052603	0.037941	0.049698	0.27672	0.042902	0.082175	0.046451
Meth__cg01377911__NTF5	0.030929	0.043413	0.037093	0.47731	0.03577	0.46834	0.047157	0.046571	0.15948	0.21565	0.035697	0.069803	0.61319	0.11934	0.044426	0.065635	0.058032	0.042027	0.026713	0.045121	0.93739	0.90096	0.42063	0.057157	0.17766	0.096653	0.041024	0.049776	0.039002	0.25086	0.35255	0.13231	0.039084	0.034333	0.029455
Meth__cg25856811__SPRR3	0.6084	0.049211	0.09487	0.8658	0.82844	0.045792	0.80593	0.90624	0.4204	0.3397	0.077968	0.34626	0.4183	0.44997	0.064226	0.37601	0.19952	0.043158	0.51121	0.56574	0.048869	0.097966	0.11855	0.1227	0.16018	0.10823	0.049958	0.48066	0.042255	0.046424	0.21771	0.05794	0.84783	0.4933	0.56495
Meth__cg12195135__ZNF584	0.052005	0.1843	0.11265	0.24778	0.032994	0.09314	0.043879	0.078969	0.14465	0.082288	0.091099	0.36462	0.14577	0.12046	0.14182	0.1177	0.18621	0.062988	0.045006	0.041766	0.8331	0.19054	0.068228	0.037739	0.040329	0.15872	0.030459	0.16438	0.052325	0.042311	0.052741	0.095492	0.04939	0.04306	0.026577
Meth__cg25268718__PSME1	0.071893	0.069773	0.31213	0.17458	0.22885	0.77674	0.24859	0.26522	0.42718	0.095301	0.8254	0.55866	0.34527	0.32454	0.26614	0.43667	0.24196	0.44847	0.26676	0.17444	0.64932	0.5871	0.12062	0.16747	0.13104	0.098056	0.10086	0.090032	0.41082	0.13768	0.17126	0.10434	0.09019	0.11202	0.14596
Meth__cg12073594__ARFGAP1	0.063727	0.075003	0.3067	0.23294	0.12185	0.47405	0.25763	0.33094	0.49662	0.12076	0.32433	0.52213	0.1372	0.33242	0.10769	0.092621	0.12714	0.10148	0.36708	0.14214	0.44119	0.77413	0.1532	0.069072	0.45631	0.11297	0.27117	0.068806	0.052886	0.1382	0.172	0.33093	0.28628	0.068354	0.075183
Meth__cg15982419__RALBP1	0.44467	0.64928	0.10159	0.47046	0.40804	0.55645	0.88673	0.53391	0.47395	0.11134	0.20619	0.40334	0.90311	0.4106	0.067908	0.033909	0.067009	0.42059	0.23935	0.045581	0.22709	0.79283	0.49126	0.93355	0.79932	0.25659	0.038107	0.037499	0.92259	0.12103	0.80557	0.0571	0.046709	0.93356	0.95962
Meth__cg24433189__SSTR5	0.028836	0.016473	0.032568	0.025166	0.019554	0.39035	0.017663	0.025564	0.023671	0.01446	0.033161	0.02203	0.060971	0.023939	0.024094	0.01824	0.038091	0.024184	0.016263	0.036486	0.03697	0.063122	0.032915	0.025016	0.034488	0.053376	0.043166	0.016565	0.013881	0.016556	0.012912	0.090648	0.016073	0.023424	0.017696
Meth__cg27662877__CYB5A	0.056191	0.044014	0.11348	0.10553	0.045601	0.054209	0.058613	0.039977	0.67504	0.072948	0.049199	0.19678	0.098665	0.54017	0.054897	0.8152	0.69068	0.097859	0.035389	0.060131	0.07772	0.094927	0.058994	0.077871	0.07501	0.17435	0.048762	0.032568	0.086466	0.046703	0.049725	0.14621	0.063118	0.098117	0.039595
Meth__cg00720137__DYNLRB2	0.025833	0.011606	0.019363	0.017099	0.010657	0.97684	0.019254	0.92854	0.078261	0.022665	0.80475	0.97664	0.034758	0.058313	0.021067	0.48787	0.0711	0.05748	0.012682	0.020849	0.037023	0.7536	0.021931	0.015696	0.028676	0.042629	0.46936	0.017417	0.024311	0.010835	0.012827	0.036759	0.01792	0.023206	0.021206
Meth__cg17183991__HS6ST3	0.019926	0.01986	0.41558	0.026712	0.016579	0.37627	0.027301	0.028023	0.020908	0.017064	0.64565	0.18039	0.075976	0.024855	0.020853	0.028618	0.046097	0.012338	0.011151	0.030567	0.028126	0.091599	0.018771	0.01896	0.044477	0.023741	0.027982	0.035957	0.036319	0.033586	0.13086	0.085355	0.023645	0.015488	0.020054
Meth__cg08321346__ANKMY1	0.028163	0.0278	0.1415	0.80146	0.02188	0.97137	0.030187	0.028023	0.69988	0.48814	0.47002	0.76088	0.93822	0.66022	0.76504	0.034684	0.074667	0.76161	0.39136	0.30339	0.96586	0.91121	0.85949	0.053306	0.14345	0.049684	0.027972	0.3112	0.95796	0.95663	0.8778	0.026844	0.051273	0.020868	0.028769
Meth__cg23240961__LOC56901	0.022941	0.014545	0.033501	0.029349	0.018147	0.33059	0.024994	0.020173	0.027999	0.032594	0.19276	0.069027	0.053687	0.030716	0.94205	0.023305	0.04343	0.015639	0.018115	0.028276	0.66553	0.84071	0.025854	0.062181	0.099729	0.035251	0.026332	0.018211	0.021387	0.01693	0.86595	0.045955	0.025955	0.025901	0.022299
SNP__LOC391322	-0.028	-0.113	-2.145	-0.163	-0.475	-0.154	0.018	0.396	-1.881	-2.171	-1.751	-1.393	0.585	-0.05	0.204	0.225	-2.156	-0.38	-0.404	-0.171	-0.172	-2.299	0.06	0.027	0.314	-0.226	-1.972	-0.148	0.004	0.187	-2.165	-1.872	-0.316	0.377	0.08
Meth__cg18272264__CACNB4	0.336	0.14819	0.43762	0.19595	0.29152	0.44791	0.45293	0.34382	0.053207	0.23459	0.43226	0.20086	0.43681	0.068616	0.08368	0.29208	0.33548	0.043655	0.53294	0.38104	0.14646	0.097293	0.095511	0.071044	0.79856	0.13055	0.098685	0.33605	0.35011	0.09375	0.84877	0.082786	0.42095	0.4308	0.49963
SNP__GSTT1	-0.028	-0.113	-2.145	-0.163	-0.475	-0.154	0.018	0.396	-1.881	-2.171	-1.751	-1.393	0.585	-0.05	0.204	0.225	-2.156	-0.38	-0.404	-0.171	-0.172	-2.299	0.06	0.027	0.314	-0.226	-1.972	-0.148	0.004	0.187	-2.165	-1.872	-0.316	0.377	0.08
SNP__LOC653399	-0.028	-0.113	-2.145	-0.163	-0.475	-0.154	0.018	0.396	-1.881	-2.171	-1.751	-1.393	0.585	-0.05	0.204	0.225	-2.156	-0.38	-0.404	-0.171	-0.172	-2.299	0.06	0.027	0.314	-0.226	-1.972	-0.148	0.004	0.187	-2.165	-1.872	-0.316	0.377	0.08
Meth__cg08162780__GDF15	0.027304	0.016579	0.51307	0.053497	0.031127	0.55947	0.034346	0.97654	0.1631	0.017749	0.15771	0.28927	0.029767	0.12069	0.12556	0.57431	0.078351	0.035099	0.016581	0.02372	0.15627	0.03405	0.025235	0.035956	0.03283	0.029333	0.020571	0.024497	0.020024	0.013982	0.017367	0.044837	0.020219	0.022928	0.01984
Meth__cg06093279__MTUS1	0.076858	0.072002	0.084911	0.083461	0.086546	0.8315	0.095469	0.050978	0.075881	0.065989	0.21784	0.087109	0.18667	0.074918	0.074413	0.08979	0.15096	0.36031	0.057829	0.072534	0.081084	0.11264	0.074245	0.13226	0.52556	0.13436	0.41262	0.065039	0.058541	0.080548	0.081385	0.098358	0.066803	0.064182	0.064781
Meth__cg01228636__PTEN	0.057588	0.6088	0.080988	0.066834	0.052497	0.91652	0.071941	0.045154	0.91447	0.06247	0.10924	0.39734	0.16665	0.74793	0.49572	0.071032	0.09839	0.42622	0.081317	0.06784	0.081803	0.13322	0.067239	0.15068	0.087495	0.2501	0.15328	0.055139	0.066018	0.059038	0.060774	0.12628	0.072666	0.057562	0.078141
Meth__cg04632671__PPARG	0.053957	0.46333	0.038643	0.30074	0.87731	0.067324	0.20212	0.96976	0.043408	0.53605	0.97173	0.11437	0.96495	0.10373	0.84801	0.040572	0.10636	0.12398	0.76883	0.5608	0.029716	0.063223	0.052323	0.12436	0.93406	0.074031	0.035982	0.045615	0.61301	0.59335	0.97907	0.21965	0.55908	0.55862	0.83217
Meth__cg13176979__HMGN3	0.074923	0.083766	0.8857	0.3415	0.14069	0.60626	0.13627	0.097706	0.83732	0.25852	0.15213	0.57352	0.33718	0.61544	0.35248	0.27111	0.69867	0.81906	0.23297	0.19711	0.36415	0.3159	0.089257	0.13887	0.11114	0.11382	0.068275	0.47312	0.48731	0.17346	0.23624	0.29317	0.25092	0.1937	0.16356
Meth__cg18285951__INPP5E	0.047988	0.069021	0.93549	0.25474	0.037606	0.033028	0.036854	0.028228	0.04359	0.048948	0.0398	0.41478	0.071035	0.27678	0.090285	0.033881	0.08044	0.052045	0.034341	0.054153	0.14974	0.12191	0.047954	0.079614	0.09184	0.13002	0.041741	0.035594	0.036633	0.17955	0.60425	0.13598	0.064554	0.045329	0.047459
Meth__cg01888566__MEST	0.62762	0.017643	0.072891	0.3121	0.020258	0.98538	0.65902	0.80943	0.51194	0.017237	0.98918	0.72074	0.40524	0.45698	0.98138	0.021216	0.31079	0.64246	0.018481	0.017339	0.98235	0.65529	0.021608	0.028137	0.03247	0.0317	0.98076	0.74062	0.036315	0.0236	0.98014	0.84321	0.018447	0.021045	0.025861
Meth__cg20877313__GLS2	0.031986	0.37903	0.74801	0.037527	0.024241	0.75943	0.030338	0.040941	0.02362	0.027957	0.97264	0.066679	0.095578	0.02393	0.92728	0.097449	0.030751	0.029276	0.96527	0.8443	0.9754	0.62196	0.68387	0.065136	0.03805	0.22582	0.16503	0.025537	0.031722	0.086272	0.87886	0.4706	0.031298	0.055784	0.032912
Meth__cg23003832__ZDHHC12	0.036049	0.026247	0.031207	0.20506	0.099262	0.70421	0.052266	0.17428	0.29687	0.033633	0.028196	0.31373	0.049396	0.21426	0.37535	0.2294	0.11209	0.39703	0.047505	0.029138	0.043257	0.21817	0.27012	0.11677	0.074264	0.063501	0.028699	0.029156	0.043797	0.14494	0.10316	0.099593	0.039018	0.039247	0.038665
Meth__cg16332577__C17orf37	0.047126	0.066873	0.55258	0.081618	0.043123	0.15408	0.067734	0.045865	0.16154	0.057638	0.27465	0.25794	0.25375	0.13188	0.10042	0.065484	0.089158	0.045387	0.12252	0.059967	0.21013	0.18765	0.089622	0.10647	0.15598	0.075836	0.45961	0.056267	0.049974	0.24286	0.040661	0.065729	0.081413	0.050082	0.051879
Meth__cg14564494__CBR3	0.082028	0.18794	0.16086	0.099128	0.10106	0.78766	0.092253	0.16199	0.22255	0.087619	0.56528	0.61336	0.62535	0.23631	0.55364	0.12443	0.2036	0.12029	0.074161	0.088662	0.59878	0.14941	0.13045	0.16185	0.31541	0.39152	0.40798	0.090118	0.11611	0.13084	0.35116	0.19681	0.062555	0.19244	0.15276
Meth__cg18671950__FBN1	0.95819	0.56749	0.93275	0.20773	0.56488	0.032863	0.95284	0.50313	0.042974	0.95753	0.95632	0.22186	0.86551	0.059906	0.059498	0.031192	0.13129	0.028088	0.97385	0.97106	0.048806	0.073842	0.08702	0.18135	0.92016	0.10874	0.029025	0.05082	0.044826	0.049018	0.96606	0.90309	0.54184	0.94537	0.93261
Meth__cg05590257__LOC201164	0.048472	0.038427	0.035091	0.045846	0.053638	0.030564	0.0686	0.038752	0.042496	0.052632	0.039946	0.02722	0.09271	0.056156	0.05061	0.037443	0.063183	0.037563	0.049607	0.042504	0.035733	0.077656	0.043865	0.052922	0.18012	0.047625	0.038164	0.041624	0.047723	0.033046	0.0349	0.13822	0.056496	0.044206	0.038662
Meth__cg04041960__RGS10	0.047879	0.03874	0.079229	0.10616	0.052037	0.14192	0.059415	0.033403	0.32767	0.04059	0.057067	0.070891	0.90506	0.28391	0.04765	0.048323	0.15702	0.047276	0.037683	0.056562	0.35091	0.12822	0.6352	0.069644	0.79466	0.077766	0.03782	0.02903	0.036905	0.36455	0.029353	0.10105	0.044936	0.041428	0.045136
Meth__cg06793062__CNTNAP4	0.85177	0.087703	0.087369	0.88208	0.83149	0.084605	0.81059	0.27456	0.040622	0.41517	0.86697	0.22813	0.11681	0.03515	0.22075	0.21319	0.044883	0.031768	0.030684	0.36119	0.034443	0.044343	0.50738	0.062114	0.83422	0.069705	0.23254	0.60134	0.92679	0.034563	0.26958	0.028479	0.041662	0.70416	0.62346
Meth__cg20801056__MBP	0.047032	0.048703	0.086189	0.047615	0.039465	0.89191	0.047144	0.041823	0.19363	0.052472	0.060044	0.084946	0.11235	0.21148	0.055651	0.070786	0.063051	0.84529	0.043204	0.056857	0.86703	0.09874	0.075651	0.11152	0.10299	0.14205	0.054169	0.041839	0.24254	0.050953	0.037992	0.11419	0.061685	0.048785	0.043952
Meth__cg14500718__TMEM79	0.024168	0.025309	0.3327	0.25191	0.031167	0.83653	0.12149	0.27012	0.051766	0.031673	0.024602	0.12423	0.074283	0.052126	0.15513	0.42654	0.098695	0.017484	0.067961	0.046543	0.83811	0.51764	0.27512	0.035847	0.045958	0.045466	0.022665	0.030914	0.036151	0.068036	0.36208	0.051384	0.23463	0.034298	0.021574
Meth__cg15572787__RTDR1	0.031867	0.025735	0.061297	0.035472	0.031032	0.95346	0.029957	0.025965	0.027903	0.038486	0.10515	0.33155	0.41423	0.036642	0.12852	0.0809	0.05818	0.051847	0.033938	0.058088	0.073114	0.061173	0.037643	0.047733	0.054608	0.073011	0.027211	0.033738	0.030244	0.03556	0.21142	0.069988	0.028413	0.047616	0.17593
Meth__cg18050213__FAM14A	0.020882	0.016926	0.02931	0.12416	0.026805	0.3119	0.022372	0.032859	0.071195	0.025075	0.035689	0.032552	0.04484	0.069513	0.31199	0.020848	0.048724	0.018318	0.019469	0.060252	0.021587	0.075067	0.028661	0.04298	0.043209	0.029691	0.023961	0.017853	0.015347	0.021694	0.025942	0.092427	0.030149	0.020956	0.024602
Meth__cg01860753__RASSF5	0.1632	0.12248	0.18771	0.1831	0.087403	0.13263	0.1837	0.14556	0.87357	0.20926	0.22644	0.22554	0.24363	0.82285	0.17805	0.21542	0.15097	0.18531	0.11562	0.1396	0.16867	0.23562	0.19891	0.15523	0.1592	0.20138	0.19111	0.18933	0.2532	0.18726	0.1799	0.1879	0.11484	0.14272	0.17472
Meth__cg06885524__CYBRD1	0.031506	0.7267	0.063213	0.30292	0.54616	0.025161	0.55598	0.40433	0.02046	0.037197	0.029179	0.027573	0.66949	0.32941	0.64664	0.021458	0.078378	0.022678	0.58666	0.37887	0.029284	0.082827	0.04832	0.068765	0.084545	0.18212	0.031254	0.023933	0.035711	0.020003	0.51427	0.078761	0.033467	0.337	0.63351
Meth__cg26199493__LIN9	0.048716	0.35998	0.43427	0.16922	0.13358	0.04427	0.086643	0.04963	0.036318	0.1064	0.038645	0.14344	0.20723	0.032468	0.071772	0.022137	0.06938	0.03782	0.089777	0.055176	0.044501	0.066051	0.050694	0.084076	0.1042	0.17983	0.24695	0.25669	0.088805	0.043782	0.27379	0.049709	0.34636	0.31634	0.53061
Meth__cg09872616__MEST	0.9656	0.025962	0.2385	0.30246	0.029133	0.96217	0.51588	0.48581	0.4475	0.025139	0.95909	0.49318	0.61317	0.38427	0.96188	0.034655	0.94478	0.64948	0.021396	0.041468	0.93047	0.50787	0.076179	0.049737	0.1746	0.050183	0.94682	0.95354	0.031312	0.029058	0.96117	0.93053	0.026441	0.031723	0.02728
Meth__cg22807551__MTUS1	0.067579	0.074946	0.15068	0.098704	0.070918	0.67547	0.10119	0.061192	0.061141	0.084248	0.27057	0.26279	0.14027	0.065728	0.070366	0.11147	0.22573	0.34668	0.074419	0.095445	0.28114	0.22637	0.13292	0.14413	0.37845	0.13546	0.10364	0.07834	0.097692	0.11762	0.087488	0.24869	0.10152	0.074892	0.058882
Meth__cg16756998__ZDHHC8	0.2197	0.075756	0.067909	0.057202	0.11686	0.04061	0.67428	0.065379	0.044412	0.073993	0.058966	0.050695	0.38098	0.04376	0.044925	0.053042	0.10495	0.033223	0.12214	0.055401	0.048843	0.065197	0.052574	0.084184	0.10173	0.091108	0.04253	0.029949	0.07085	0.032347	0.77031	0.9282	0.040741	0.06065	0.61682
Meth__cg24269657__F7	0.056111	0.051511	0.39548	0.058098	0.042606	0.76352	0.059921	0.87133	0.6965	0.060556	0.90854	0.66978	0.25574	0.6288	0.79262	0.90838	0.25658	0.50243	0.058108	0.061339	0.87754	0.13595	0.056497	0.10795	0.098957	0.074924	0.16098	0.61849	0.20395	0.05117	0.060671	0.077208	0.061808	0.052704	0.05492
Meth__cg07408456__PGLYRP2	0.11653	0.1311	0.1208	0.38421	0.08599	0.38808	0.10958	0.51999	0.14619	0.10763	0.17157	0.40725	0.20876	0.15259	0.42416	0.33765	0.12888	0.080959	0.10753	0.14015	0.64408	0.22089	0.12713	0.13169	0.30977	0.25599	0.10355	0.13753	0.10761	0.14434	0.28326	0.15425	0.12158	0.1036	0.11027
Meth__cg01692815__AP3B1	0.030966	0.023015	0.03584	0.22735	0.024831	0.96035	0.027117	0.03137	0.023453	0.034778	0.031883	0.045308	0.81261	0.07852	0.11121	0.024004	0.091707	0.025337	0.021149	0.026162	0.043068	0.052836	0.043586	0.023734	0.05969	0.035468	0.023667	0.020616	0.018752	0.021608	0.41634	0.063047	0.021747	0.031763	0.024985
Meth__cg10011232__FKBP8	0.060302	0.062962	0.062751	0.2847	0.096478	0.10394	0.066089	0.067281	0.092953	0.04891	0.18668	0.44289	0.14697	0.090483	0.32332	0.46137	0.44873	0.06358	0.060771	0.055044	0.24237	0.12931	0.092035	0.094173	0.10577	0.23134	0.059636	0.048043	0.058673	0.078518	0.064425	0.20007	0.09758	0.084791	0.069137
Meth__cg15164103__MEST	0.10477	0.061122	0.079719	0.10935	0.067746	0.83768	0.32679	0.77847	0.089425	0.070967	0.7729	0.22371	0.18813	0.080125	0.48316	0.093475	0.086716	0.73864	0.069605	0.075672	0.80676	0.39966	0.082264	0.074784	0.13324	0.084048	0.85847	0.074231	0.16068	0.062201	0.4498	0.49294	0.075451	0.06903	0.080966
Meth__cg23606079__CRISPLD2	0.059242	0.18027	0.37231	0.34272	0.39306	0.22782	0.62469	0.42435	0.046424	0.61745	0.43991	0.13204	0.39595	0.054087	0.091622	0.3646	0.15766	0.038577	0.48404	0.31569	0.077484	0.51416	0.30763	0.6923	0.89806	0.38461	0.046374	0.058401	0.37359	0.11595	0.36551	0.18022	0.05821	0.7838	0.28537
Meth__cg01340005__SOX2	0.021458	0.014427	0.059582	0.028035	0.023693	0.90991	0.029604	0.023274	0.020664	0.031615	0.023128	0.041721	0.089	0.027265	0.036847	0.25878	0.038462	0.1237	0.014977	0.030026	0.059487	0.044706	0.024451	0.039803	0.048588	0.042602	0.018769	0.020482	0.015469	0.023787	0.074096	0.052971	0.02502	0.041217	0.021993
Meth__cg08675664__ALDH7A1	0.14198	0.066356	0.88185	0.060548	0.12573	0.050203	0.061157	0.70032	0.055282	0.064831	0.072447	0.026134	0.38095	0.060894	0.058953	0.05799	0.11351	0.071636	0.091446	0.061238	0.063634	0.12685	0.059311	0.090109	0.10335	0.051032	0.057728	0.052565	0.11879	0.056535	0.31554	0.068857	0.063204	0.064608	0.090936
Meth__cg15270950__TGFBR2	0.056836	0.060661	0.056596	0.04556	0.10357	0.049354	0.13341	0.064481	0.039374	0.05141	0.049588	0.026419	0.13991	0.083937	0.052274	0.045159	0.087263	0.051608	0.07655	0.044483	0.054293	0.065194	0.056304	0.070962	0.12354	0.10673	0.04829	0.050891	0.046221	0.048873	0.88129	0.083639	0.070459	0.069516	0.1008
Meth__cg23166289__C1orf107	0.042051	0.027429	0.45433	0.53578	0.15136	0.7202	0.086906	0.12222	0.40208	0.098272	0.17135	0.57243	0.14817	0.34176	0.20899	0.10262	0.15068	0.79459	0.038528	0.070656	0.039741	0.27906	0.3189	0.092422	0.20407	0.074841	0.035996	0.38187	0.52924	0.33486	0.32602	0.08332	0.051968	0.043636	0.038831
Meth__cg25999867__LOC112937	0.96825	0.026758	0.97901	0.83024	0.96207	0.76791	0.97911	0.97308	0.023843	0.97699	0.7702	0.083739	0.8765	0.030666	0.054917	0.026754	0.025358	0.029998	0.98103	0.97599	0.021057	0.93117	0.91955	0.051366	0.95854	0.031183	0.024266	0.16435	0.021369	0.016853	0.94543	0.73895	0.44533	0.96619	0.9685
Meth__cg13812587__TMEM15	0.021888	0.02041	0.52501	0.035598	0.018394	0.13909	0.023018	0.025876	0.91708	0.033581	0.17319	0.12611	0.061947	0.60117	0.035624	0.027545	0.027425	0.083212	0.088824	0.02255	0.066198	0.93648	0.035698	0.042085	0.070668	0.048905	0.025296	0.051992	0.024419	0.022901	0.025386	0.044408	0.045641	0.027317	0.021766
Meth__cg04806409__TFF3	0.035557	0.032561	0.93661	0.037521	0.040256	0.20564	0.04612	0.95338	0.89698	0.035348	0.92937	0.9571	0.89681	0.7252	0.93439	0.90995	0.57602	0.024878	0.058667	0.065771	0.89202	0.068755	0.04151	0.039454	0.067252	0.050082	0.16536	0.10699	0.044257	0.032217	0.097849	0.11072	0.031009	0.061523	0.041831
Meth__cg17329249__MAT2B	0.43882	0.063767	0.083899	0.18057	0.33502	0.062172	0.26965	0.14082	0.10166	0.089048	0.059352	0.060973	0.12022	0.12257	0.1223	0.073809	0.19623	0.083295	0.080666	0.077695	0.057183	0.11885	0.092842	0.11558	0.13575	0.12915	0.056557	0.080475	0.084414	0.039799	0.06758	0.08991	0.064329	0.15721	0.59465
