Cell lines	600MPE	AU565	BT474	BT483	BT549	CAMA1	HBL100	HCC1143	HCC1187	HCC1428	HCC1569	HCC1937	HCC1954	HCC202	HCC2185	HCC3153	HCC38	HCC70	HS578T	MCF7	MDAMB134VI	MDAMB157	MDAMB175VII	MDAMB231	MDAMB361	MDAMB415	MDAMB436	MDAMB468	SKBR3	SUM1315MO2	SUM149PT	SUM159PT	SUM185PE	SUM52PE	T47D	UACC812	ZR751	ZR7530	ZR75B
Meth__cg01731341__FGF6	0.59495	0.031631	0.94467	0.60298	0.2069	0.23149	0.36786	0.80334	0.044633	0.57189	0.94246	0.92999	0.55648	0.033245	0.14235	0.59819	0.96507	0.20962	0.034019	0.37095	0.57098	0.32242	0.38337	0.41226	0.56983	0.038707	0.61892	0.050894	0.044001	0.94626	0.46815	0.025523	0.91483	0.33116	0.071166	0.10139	0.41365	0.24775	0.13136
Meth__cg12686016__HOXA1	0.80485	0.032237	0.93569	0.56931	0.61786	0.83291	0.06225	0.18759	0.45043	0.32925	0.88937	0.14797	0.91832	0.12039	0.54258	0.06247	0.039137	0.46766	0.065561	0.66958	0.7481	0.064754	0.96252	0.87415	0.5504	0.23071	0.037302	0.27081	0.1316	0.04222	0.074513	0.058564	0.82228	0.96006	0.39519	0.74449	0.58111	0.60455	0.7181
Meth__cg08210616__ZNF502	0.8538	0.071199	0.83655	0.27249	0.31149	0.8168	0.46471	0.86536	0.079035	0.39156	0.83127	0.073918	0.63679	0.62838	0.088518	0.082533	0.20359	0.23818	0.071943	0.59422	0.25855	0.18191	0.4459	0.53921	0.083609	0.24635	0.069186	0.088674	0.19133	0.092692	0.24043	0.10121	0.15523	0.28857	0.11747	0.38156	0.28897	0.74621	0.17659
Meth__cg07031996__MTF1	0.73507	0.039499	0.44024	0.10082	0.047448	0.2619	0.070753	0.23157	0.20246	0.18537	0.14455	0.157	0.097303	0.049571	0.20813	0.062423	0.023207	0.085354	0.10585	0.056903	0.12121	0.062582	0.90034	0.37892	0.15474	0.048267	0.049564	0.12376	0.06485	0.02577	0.0232	0.042664	0.4267	0.1262	0.056683	0.050524	0.15297	0.91393	0.067504
Meth__cg13043509__GIMAP5	0.90812	0.020276	0.77423	0.72687	0.15434	0.58642	0.2195	0.5064	0.92601	0.67303	0.93038	0.32281	0.67326	0.016962	0.73466	0.87493	0.91521	0.19976	0.026992	0.34928	0.92785	0.044946	0.76403	0.21834	0.090788	0.053406	0.43349	0.081707	0.034524	0.023248	0.38193	0.033053	0.90633	0.32209	0.07185	0.50926	0.58894	0.681	0.45356
Meth__cg12914657__GIMAP1	0.89602	0.02523	0.92683	0.88931	0.041187	0.88033	0.10753	0.4794	0.91	0.13846	0.92981	0.72339	0.71466	0.021571	0.68791	0.58446	0.90651	0.082453	0.045755	0.72608	0.94203	0.042511	0.944	0.12805	0.16241	0.080396	0.16976	0.039624	0.069163	0.082321	0.048199	0.036174	0.89387	0.77194	0.13182	0.90845	0.58369	0.50555	0.73476
Meth__cg19403377__TMEM100	0.87205	0.094664	0.78856	0.77704	0.20371	0.46617	0.58656	0.901	0.17287	0.27825	0.25978	0.062813	0.80512	0.040012	0.21568	0.33581	0.23041	0.54727	0.062448	0.28625	0.87037	0.062871	0.44726	0.35088	0.67378	0.11757	0.2742	0.63078	0.11718	0.062909	0.088193	0.0549	0.84998	0.57393	0.11334	0.086193	0.73487	0.6932	0.71479
Meth__cg20566118__TNC	0.043682	0.044278	0.041188	0.083164	0.03008	0.053524	0.035381	0.057435	0.033979	0.048054	0.08637	0.060101	0.043069	0.043493	0.04091	0.039207	0.031867	0.070009	0.034814	0.10605	0.14559	0.039417	0.10875	0.066013	0.040677	0.057046	0.034379	0.042742	0.060117	0.041493	0.025814	0.032828	0.57764	0.095649	0.059677	0.053443	0.049643	0.11233	0.049879
Meth__cg08088390__DEFB125	0.86803	0.084438	0.72163	0.58569	0.041132	0.71882	0.29711	0.75259	0.8495	0.66775	0.70927	0.7256	0.7327	0.066217	0.5708	0.22878	0.3772	0.15936	0.10202	0.16551	0.59604	0.088569	0.48013	0.16946	0.14965	0.09457	0.082443	0.09636	0.18516	0.096774	0.18755	0.1211	0.87638	0.60805	0.14337	0.27846	0.44994	0.079558	0.51614
Meth__cg25836326__DRD3	0.14213	0.071691	0.25564	0.099225	0.11602	0.10317	0.2682	0.63147	0.11437	0.20921	0.1228	0.15122	0.17185	0.074195	0.12698	0.093309	0.10147	0.10028	0.051193	0.10238	0.47574	0.082322	0.32981	0.15269	0.069571	0.18655	0.087179	0.090762	0.13434	0.073001	0.10048	0.10941	0.15338	0.092929	0.15233	0.096572	0.10273	0.16447	0.093482
Meth__cg25168545__GIMAP1	0.82724	0.064087	0.85064	0.73416	0.075272	0.74341	0.13093	0.13724	0.7862	0.425	0.78614	0.47147	0.56654	0.047529	0.58098	0.36022	0.74188	0.16339	0.061258	0.71089	0.88446	0.11862	0.86512	0.13711	0.22824	0.13047	0.30491	0.079213	0.14341	0.077925	0.11216	0.098097	0.77194	0.21488	0.084213	0.83044	0.45765	0.26038	0.58005
Meth__cg25538571__FLJ46365	0.63632	0.049414	0.88542	0.86416	0.0529	0.79767	0.078845	0.85804	0.041181	0.69052	0.8142	0.66443	0.73608	0.11111	0.046419	0.79859	0.054017	0.52236	0.022744	0.68038	0.053338	0.029014	0.9035	0.081007	0.26716	0.13779	0.030813	0.057782	0.069476	0.031466	0.042062	0.053154	0.91338	0.84342	0.065722	0.89729	0.49516	0.42107	0.50801
Meth__cg14708847__PAK3	0.097577	0.054287	0.29157	0.10406	0.11505	0.13917	0.042194	0.32054	0.057297	0.073696	0.18852	0.071263	0.25378	0.074088	0.062732	0.094476	0.0383	0.14248	0.074511	0.15196	0.22931	0.092495	0.28947	0.3284	0.08794	0.087172	0.063084	0.074899	0.1202	0.057138	0.049746	0.085514	0.62163	0.054648	0.099965	0.41228	0.074513	0.26313	0.29339
Meth__cg02442161__PI3	0.32468	0.096427	0.66586	0.77922	0.15441	0.24791	0.25573	0.9045	0.88475	0.19391	0.71446	0.15133	0.14944	0.11749	0.74246	0.70569	0.8853	0.13598	0.076814	0.44377	0.90469	0.3291	0.83097	0.16976	0.17444	0.083333	0.2196	0.11834	0.14345	0.10697	0.085726	0.13616	0.89446	0.62516	0.11379	0.7537	0.52654	0.22615	0.48671
Meth__cg03190825__CYP4F11	0.033324	0.053288	0.64044	0.1891	0.21891	0.047499	0.097349	0.46114	0.042333	0.44838	0.43715	0.024387	0.064611	0.03596	0.041737	0.092708	0.1223	0.053829	0.027457	0.24464	0.40492	0.24086	0.30287	0.14223	0.5668	0.073298	0.61794	0.055843	0.27776	0.034143	0.029805	0.030769	0.68884	0.034776	0.052946	0.35187	0.16346	0.28797	0.063114
Meth__cg18441959__VPREB1	0.095926	0.023971	0.39624	0.54693	0.032013	0.10043	0.076865	0.21498	0.16558	0.071189	0.070993	0.053889	0.098836	0.02491	0.11521	0.077371	0.056094	0.072437	0.0288	0.17307	0.81936	0.067168	0.64363	0.07025	0.06098	0.072748	0.073961	0.061353	0.057921	0.031288	0.032588	0.035862	0.076712	0.063151	0.19463	0.13711	0.049386	0.16373	0.046596
Meth__cg22919370__HIST1H3I	0.37939	0.12404	0.69837	0.42974	0.50362	0.43694	0.42647	0.64234	0.080202	0.68066	0.67206	0.18058	0.62628	0.08893	0.10456	0.064812	0.076887	0.14063	0.10291	0.14669	0.62225	0.089069	0.72649	0.38346	0.14632	0.18325	0.12787	0.049731	0.30338	0.1052	0.065707	0.23896	0.10553	0.58408	0.27637	0.12602	0.69622	0.23533	0.60405
Meth__cg14740251__SIGLEC5	0.79701	0.093654	0.93704	0.91011	0.1081	0.92452	0.2249	0.59587	0.041879	0.44018	0.45245	0.83654	0.39691	0.775	0.077311	0.3903	0.17344	0.16699	0.044126	0.82046	0.89298	0.10084	0.89483	0.12308	0.89649	0.14224	0.43478	0.097049	0.40478	0.063123	0.10428	0.060008	0.64923	0.89858	0.26178	0.85506	0.22553	0.23979	0.095238
Meth__cg26233914__ITGAX	0.46708	0.027029	0.74144	0.63327	0.085644	0.44914	0.10974	0.73845	0.072731	0.5	0.079471	0.65505	0.32542	0.022982	0.057125	0.24308	0.18824	0.046245	0.01657	0.37223	0.66461	0.304	0.63623	0.046668	0.24803	0.028841	0.090773	0.09422	0.094877	0.036229	0.043746	0.039257	0.46639	0.21726	0.16924	0.66436	0.45644	0.25673	0.24439
Meth__cg22155248__TAPBPL	0.073721	0.77379	0.076622	0.075858	0.85085	0.42446	0.16745	0.12346	0.084006	0.12219	0.083322	0.078253	0.76807	0.096331	0.089965	0.7318	0.086836	0.16227	0.075643	0.12621	0.062661	0.10953	0.074634	0.14823	0.06617	0.17979	0.87275	0.10247	0.62713	0.35593	0.28339	0.14587	0.10212	0.67116	0.19446	0.12456	0.32294	0.15958	0.67451
Meth__cg14188232__ITGA11	0.40514	0.03729	0.84258	0.81016	0.12646	0.45779	0.1452	0.29785	0.045695	0.48606	0.40408	0.069934	0.56617	0.040556	0.047396	0.71126	0.082098	0.095144	0.035655	0.58747	0.38044	0.064389	0.20865	0.28112	0.72505	0.06895	0.058284	0.053759	0.063988	0.040835	0.037308	0.035006	0.10662	0.20506	0.41201	0.35137	0.19166	0.66256	0.24925
Meth__cg24926780__OR10H2	0.3621	0.015262	0.72881	0.61055	0.16546	0.57307	0.073828	0.37742	0.024603	0.30082	0.22224	0.43409	0.70866	0.038806	0.028894	0.087671	0.35946	0.13095	0.022378	0.35808	0.7583	0.054816	0.73131	0.11391	0.14196	0.029368	0.16555	0.15516	0.021129	0.43187	0.33138	0.032297	0.63239	0.59933	0.035219	0.74493	0.19598	0.072443	0.31381
Meth__cg07525077__RNASE3	0.25831	0.071873	0.82477	0.49857	0.12416	0.19661	0.24043	0.82432	0.81576	0.23729	0.53235	0.34012	0.27284	0.0867	0.63985	0.17081	0.14559	0.13533	0.14781	0.1418	0.54208	0.10877	0.7838	0.11444	0.29505	0.12889	0.27645	0.099499	0.12609	0.1002	0.10842	0.10534	0.88631	0.07377	0.20824	0.09771	0.37215	0.29108	0.1718
Meth__cg21789545__COL9A1	0.72267	0.032243	0.84176	0.23715	0.15382	0.60232	0.11251	0.87411	0.76947	0.29447	0.81352	0.29131	0.21061	0.049681	0.51965	0.26305	0.39998	0.09472	0.035937	0.11929	0.36511	0.13804	0.70646	0.17668	0.18448	0.093677	0.12054	0.054791	0.087827	0.25976	0.45375	0.055235	0.84428	0.1361	0.08538	0.24205	0.17193	0.26853	0.4613
Meth__cg04740359__NTF3	0.67843	0.38991	0.8808	0.76061	0.11359	0.61325	0.36582	0.82815	0.040925	0.12563	0.82837	0.88698	0.19111	0.046012	0.043341	0.47189	0.36413	0.068614	0.034691	0.55215	0.14016	0.068418	0.7022	0.18697	0.75567	0.1547	0.078226	0.086091	0.076645	0.34877	0.059185	0.070391	0.74263	0.27146	0.12815	0.2039	0.19684	0.14318	0.31254
Meth__cg14433673__UCP2	0.020783	0.022101	0.21486	0.014377	0.54946	0.029144	0.034054	0.019208	0.20121	0.023653	0.022951	0.32339	0.54199	0.020826	0.20911	0.037444	0.020795	0.078324	0.64626	0.021799	0.0147	0.5989	0.025193	0.065174	0.027111	0.038983	0.98247	0.025907	0.040803	0.085471	0.082686	0.031542	0.019378	0.021471	0.041569	0.1179	0.028788	0.088751	0.02413
Meth__cg26062370__MGC18079	0.054504	0.039553	0.28971	0.72183	0.10456	0.33595	0.081601	0.089323	0.023665	0.40525	0.13475	0.097205	0.11007	0.033569	0.029559	0.13256	0.16195	0.043174	0.042495	0.5172	0.69866	0.058054	0.18763	0.075795	0.41767	0.046365	0.050409	0.054611	0.049087	0.025462	0.03648	0.038493	0.083785	0.053014	0.050269	0.26956	0.16686	0.060094	0.24837
Meth__cg03591238__ZNHIT2	0.11275	0.056289	0.17682	0.12037	0.13511	0.10447	0.054327	0.27574	0.10837	0.40369	0.14552	0.43171	0.12903	0.091531	0.092251	0.065458	0.10859	0.14562	0.068435	0.12506	0.73992	0.077125	0.75405	0.16216	0.066739	0.14414	0.10038	0.069877	0.10798	0.063379	0.1609	0.10434	0.092963	0.26657	0.083402	0.56418	0.088141	0.15317	0.068402
Meth__cg07297178__CEACAM7	0.93413	0.07099	0.92683	0.92293	0.13652	0.72365	0.16496	0.65363	0.054803	0.58197	0.32097	0.74181	0.84277	0.089623	0.14373	0.1964	0.71908	0.15699	0.064632	0.73871	0.95039	0.11173	0.95603	0.15198	0.90437	0.35502	0.29075	0.050834	0.073829	0.071536	0.060016	0.066201	0.86507	0.79838	0.13914	0.93678	0.9244	0.77321	0.9148
Meth__cg15375586__TBX22	0.11265	0.027187	0.5219	0.41129	0.23215	0.93582	0.12609	0.6932	0.020247	0.53615	0.69981	0.20259	0.11601	0.17949	0.030827	0.06266	0.076819	0.057833	0.033271	0.74555	0.59639	0.26158	0.15942	0.23086	0.87164	0.070678	0.029244	0.038526	0.055886	0.031713	0.47648	0.083139	0.89065	0.3404	0.20751	0.45529	0.16984	0.44176	0.54488
Meth__cg07639720__BNC1	0.70259	0.15118	0.18854	0.50791	0.33556	0.86212	0.098266	0.84776	0.44675	0.8318	0.60121	0.17163	0.45326	0.084565	0.35651	0.14814	0.035921	0.075965	0.22299	0.78595	0.42252	0.06153	0.57083	0.83083	0.60236	0.11994	0.058646	0.18852	0.14946	0.19236	0.047625	0.039314	0.050582	0.17807	0.39291	0.075212	0.24006	0.45664	0.20858
Meth__cg14944362__PDYN	0.52131	0.051197	0.7848	0.56997	0.085092	0.29786	0.44355	0.5295	0.05408	0.54058	0.48242	0.45676	0.55692	0.051408	0.066734	0.53226	0.74576	0.10689	0.045704	0.20253	0.34956	0.097846	0.46232	0.11009	0.23747	0.068511	0.63648	0.12177	0.051414	0.33542	0.31969	0.05396	0.66086	0.23521	0.071976	0.50574	0.18156	0.12682	0.29701
U133A__IGF1R	7.4366	6.0432	7.616	9.0997	6.7451	5.1784	6.164	7.4726	4.8247	7.1078	5.9359	6.3173	5.3298	5.5299	6.252	5.9489	6.6041	5.5932	5.6916	7.8115	8.3023	5.3234	5.1774	6.931	7.3309	5.6135	5.9851	4.8088	5.3017	5.5466	6.4853	4.9335	7.2016	7.5757	7.0228	7.4657	5.5772	6.3976	6.4581
Meth__cg11726593__IMPA1	0.43298	0.03894	0.82356	0.50668	0.33685	0.042209	0.18363	0.7904	0.76239	0.50204	0.56189	0.45207	0.2373	0.14512	0.5849	0.14347	0.11205	0.25258	0.37837	0.31829	0.51882	0.10711	0.55706	0.12149	0.39156	0.11418	0.080504	0.13714	0.096994	0.043647	0.049511	0.058703	0.32221	0.40705	0.036789	0.31585	0.84287	0.53947	0.3216
Meth__cg25843439__OR10H3	0.87048	0.035321	0.81629	0.36092	0.045064	0.4136	0.11728	0.16733	0.033583	0.051634	0.15096	0.053454	0.30997	0.18148	0.032676	0.056381	0.038646	0.054831	0.035517	0.15222	0.94387	0.054236	0.92452	0.053471	0.053347	0.1028	0.04566	0.044027	0.062976	0.037414	0.055036	0.050711	0.35775	0.35718	0.095166	0.44472	0.13687	0.23031	0.058646
Meth__cg25659818__CCL4	0.64348	0.071226	0.88175	0.84115	0.033458	0.80729	0.12327	0.27584	0.72093	0.49539	0.663	0.7181	0.76355	0.038782	0.37959	0.28534	0.88237	0.079532	0.091253	0.53988	0.92491	0.046091	0.90321	0.10963	0.5232	0.07104	0.18089	0.081444	0.15759	0.1813	0.041318	0.051529	0.77771	0.50914	0.074679	0.53822	0.56564	0.32885	0.45302
Meth__cg06384463__BARHL2	0.91478	0.029015	0.26813	0.38992	0.36491	0.37994	0.19525	0.79905	0.42671	0.46487	0.85618	0.31158	0.60149	0.13506	0.32651	0.19373	0.034537	0.12459	0.022673	0.81078	0.55831	0.041639	0.88084	0.64885	0.58474	0.071872	0.042543	0.22184	0.037375	0.27666	0.37917	0.055619	0.043345	0.46617	0.20942	0.23055	0.55397	0.8814	0.4143
Meth__cg07211259__PDCD1LG2	0.81331	0.21872	0.76218	0.80618	0.052284	0.85562	0.19203	0.46059	0.70205	0.68948	0.75117	0.068915	0.20686	0.68405	0.59066	0.2142	0.024139	0.1156	0.038091	0.70226	0.89875	0.11557	0.82545	0.08559	0.75673	0.16885	0.064974	0.36081	0.26967	0.14104	0.0576	0.051492	0.59326	0.57979	0.20401	0.81391	0.69716	0.74349	0.66784
Meth__cg18408326__CACNB2	0.27802	0.042508	0.73495	0.48067	0.06669	0.4214	0.46751	0.63171	0.052307	0.18947	0.8285	0.53467	0.4228	0.10467	0.041377	0.14031	0.037956	0.054891	0.053872	0.31295	0.62805	0.05959	0.19697	0.59874	0.36219	0.16047	0.1285	0.19826	0.077633	0.046185	0.18884	0.071775	0.12502	0.23727	0.060041	0.51583	0.53668	0.40754	0.52214
Meth__cg26390526__FLG	0.8772	0.042521	0.85113	0.47975	0.066208	0.29524	0.68127	0.66625	0.37721	0.23887	0.1566	0.68885	0.54787	0.045537	0.36217	0.20101	0.63357	0.11397	0.10871	0.10746	0.62008	0.12885	0.89128	0.77665	0.14884	0.2433	0.22829	0.078974	0.080599	0.31822	0.27513	0.0971	0.83927	0.43952	0.097436	0.32259	0.089027	0.074439	0.18012
Meth__cg24122922__C20orf39	0.43006	0.045223	0.93879	0.92323	0.40023	0.13427	0.42657	0.96064	0.040769	0.91187	0.69085	0.72335	0.23992	0.052297	0.052512	0.28477	0.57395	0.070056	0.032731	0.90747	0.065043	0.21841	0.86948	0.13042	0.65931	0.071276	0.20199	0.045319	0.078517	0.46334	0.43453	0.22401	0.87997	0.23332	0.067097	0.91191	0.41665	0.27476	0.18143
Meth__cg06630737__C1orf187	0.12003	0.067922	0.89421	0.74559	0.95203	0.8803	0.78398	0.81502	0.039009	0.81498	0.88247	0.23248	0.7302	0.08464	0.075551	0.21817	0.13151	0.095513	0.045909	0.87241	0.70674	0.74384	0.67076	0.93354	0.75316	0.16299	0.48258	0.47905	0.1557	0.12572	0.053688	0.061326	0.47461	0.40139	0.19965	0.194	0.66013	0.23522	0.81094
Meth__cg03109316__ZNF80	0.79014	0.032029	0.81772	0.3884	0.37761	0.63533	0.1157	0.94863	0.86852	0.33488	0.89647	0.8656	0.098093	0.047173	0.64841	0.74926	0.93805	0.078491	0.22611	0.14337	0.91522	0.10745	0.93575	0.33508	0.057851	0.040985	0.40626	0.046603	0.041155	0.31333	0.56294	0.04333	0.23592	0.036595	0.10319	0.045468	0.2955	0.085003	0.23653
Meth__cg18671950__FBN1	0.95819	0.56749	0.20773	0.56488	0.032863	0.95284	0.042697	0.50313	0.042974	0.95753	0.95632	0.22186	0.86551	0.067403	0.059906	0.059498	0.031192	0.13129	0.028088	0.97106	0.96267	0.048806	0.96295	0.073842	0.08702	0.18135	0.035172	0.18686	0.10874	0.029025	0.05082	0.044826	0.14055	0.96606	0.90309	0.54184	0.94537	0.88401	0.93261
Meth__cg01351032__CIITA	0.23036	0.035263	0.88831	0.83047	0.19094	0.66493	0.053478	0.44094	0.097579	0.8078	0.71716	0.50665	0.76741	0.06288	0.10176	0.43738	0.2345	0.1102	0.029429	0.69627	0.67229	0.85056	0.61083	0.13443	0.6677	0.062677	0.2588	0.19812	0.088222	0.035311	0.038196	0.047863	0.88051	0.78325	0.46102	0.86145	0.4898	0.30787	0.56267
Meth__cg26209676__ZNF581	0.082606	0.11409	0.093956	0.082052	0.91326	0.10803	0.87157	0.056556	0.87369	0.096131	0.091323	0.62749	0.42869	0.64868	0.69213	0.63367	0.081338	0.10017	0.60047	0.094891	0.083464	0.92315	0.3474	0.14765	0.40674	0.098217	0.16712	0.91247	0.14933	0.36665	0.094457	0.14399	0.20585	0.21662	0.54588	0.10869	0.078604	0.22586	0.066219
Meth__cg16541031__IRF7	0.054434	0.26014	0.059731	0.058949	0.36218	0.060162	0.052614	0.030756	0.44999	0.052636	0.050826	0.94842	0.24826	0.031697	0.39112	0.16514	0.9389	0.75303	0.86296	0.066948	0.040292	0.154	0.040497	0.27363	0.095512	0.48811	0.22649	0.057453	0.13945	0.038015	0.0481	0.041719	0.034541	0.053504	0.51465	0.57226	0.37938	0.13294	0.18963
Meth__cg12995941__INSRR	0.48641	0.059086	0.80315	0.54089	0.42039	0.14437	0.94719	0.58616	0.075318	0.91853	0.84918	0.37561	0.83803	0.14667	0.085143	0.60962	0.092103	0.11824	0.079821	0.9517	0.96074	0.95959	0.68433	0.7752	0.76997	0.12469	0.88869	0.10402	0.10137	0.080859	0.051302	0.090709	0.15853	0.3229	0.10266	0.94709	0.57901	0.45868	0.49274
Meth__cg24169915__FLJ25773	0.64716	0.3067	0.90013	0.72196	0.10961	0.76007	0.18737	0.93744	0.0473	0.34452	0.16177	0.81847	0.76824	0.11606	0.15716	0.66714	0.36979	0.2059	0.14894	0.20054	0.83729	0.060137	0.89993	0.16116	0.61052	0.12139	0.088822	0.32016	0.35361	0.045735	0.075524	0.07638	0.85401	0.44296	0.081175	0.12833	0.47635	0.34613	0.29058
Meth__cg11521325__FLJ32926	0.28701	0.051987	0.5736	0.37893	0.16098	0.18985	0.16181	0.79586	0.15842	0.24987	0.31047	0.60519	0.20071	0.02444	0.12292	0.18714	0.57895	0.10666	0.082371	0.40775	0.66196	0.49883	0.80626	0.11307	0.145	0.079541	0.22371	0.18589	0.12227	0.062955	0.1	0.072416	0.17326	0.080756	0.44286	0.75243	0.18562	0.073941	0.11095
Meth__cg08886154__PAX4	0.25087	0.036169	0.459	0.095557	0.074402	0.17057	0.40136	0.61175	0.38547	0.20327	0.3205	0.50191	0.3387	0.055218	0.34966	0.096521	0.31146	0.10446	0.048803	0.15511	0.30986	0.088255	0.61198	0.28678	0.16629	0.08257	0.08607	0.075361	0.055669	0.078983	0.090213	0.051443	0.47775	0.1881	0.26217	0.14974	0.093719	0.28622	0.14237
Meth__cg04988978__MPO	0.22319	0.15279	0.94875	0.88641	0.045052	0.49393	0.098237	0.9499	0.58423	0.58808	0.28235	0.29921	0.4644	0.030602	0.42909	0.3385	0.30499	0.050767	0.021859	0.86643	0.94367	0.048729	0.94811	0.03138	0.69626	0.057034	0.1065	0.12399	0.10184	0.07716	0.04234	0.033101	0.55932	0.2642	0.16176	0.93591	0.60265	0.12435	0.57142
Meth__cg03752628__PTGFRN	0.30375	0.050089	0.34264	0.28567	0.46271	0.51286	0.48535	0.0293	0.023625	0.45468	0.18986	0.020968	0.028236	0.021066	0.025973	0.034109	0.033035	0.039067	0.019505	0.62872	0.94448	0.35051	0.3617	0.61372	0.56719	0.041017	0.10282	0.03018	0.056648	0.61895	0.021666	0.021672	0.12866	0.015998	0.096507	0.10413	0.13895	0.077884	0.065712
Meth__cg14844130__VPREB1	0.29641	0.048397	0.53914	0.41014	0.051145	0.13786	0.13178	0.19669	0.27951	0.18341	0.086059	0.32712	0.197	0.050626	0.18069	0.12585	0.25547	0.078659	0.03415	0.30154	0.8197	0.071214	0.80661	0.11526	0.11143	0.064155	0.17711	0.12164	0.11881	0.036022	0.071231	0.057661	0.078912	0.10701	0.094616	0.078652	0.092254	0.1791	0.12378
Meth__cg17810944__GDAP1L1	0.10796	0.06367	0.41314	0.68567	0.13108	0.24583	0.069748	0.25189	0.37983	0.076903	0.56053	0.48191	0.4434	0.039897	0.35691	0.16275	0.23208	0.056075	0.053352	0.77211	0.6982	0.33543	0.77216	0.23197	0.14306	0.049433	0.17117	0.26921	0.053729	0.12154	0.054475	0.051502	0.76697	0.278	0.060679	0.087869	0.16069	0.75687	0.1689
Meth__cg09225321__OTOP2	0.30862	0.053798	0.59171	0.44799	0.44358	0.22932	0.12587	0.53605	0.064515	0.13145	0.55608	0.32365	0.56428	0.10435	0.058837	0.16154	0.11169	0.091405	0.14051	0.80309	0.13297	0.1751	0.16031	0.80179	0.475	0.095263	0.12582	0.12421	0.202	0.054023	0.065204	0.056261	0.26191	0.15696	0.11455	0.29054	0.35696	0.16533	0.42666
U133A__UCP2	9.6294	10.6891	11.051	10.1722	9.2555	7.9243	7.2126	8.9817	5.642	10.1599	7.6198	5.8092	6.2556	9.9079	8.7794	8.1962	9.2716	8.7817	5.512	9.2632	11.818	7.505	10.7462	9.3588	10.4657	9.2304	5.3891	10.4055	10.2665	6.2975	5.8019	5.5516	9.1125	7.4515	9.3054	8.5052	7.9376	9.006	8.6715
Meth__cg02873524__PAPPA	0.50807	0.084937	0.054931	0.051937	0.039642	0.64503	0.042199	0.36696	0.029329	0.05136	0.84219	0.28002	0.11888	0.050729	0.040273	0.038856	0.034249	0.066472	0.037193	0.63098	0.40735	0.041259	0.15813	0.37232	0.047599	0.12488	0.042363	0.047619	0.052424	0.045774	0.025973	0.070457	0.049116	0.19501	0.35694	0.056796	0.042787	0.19905	0.042719
Meth__cg01472101__CLEC10A	0.17285	0.047233	0.65068	0.69098	0.061307	0.2611	0.34139	0.71226	0.053209	0.3716	0.30584	0.41434	0.50824	0.065149	0.048895	0.20037	0.54568	0.097314	0.041674	0.48621	0.5924	0.53133	0.89349	0.083321	0.15966	0.08407	0.15241	0.16156	0.12245	0.050754	0.053935	0.11733	0.33378	0.3652	0.15275	0.87096	0.27344	0.40986	0.21949
Meth__cg08724563__RAX	0.1431	0.043422	0.1511	0.09706	0.086692	0.2094	0.040973	0.40924	0.048538	0.053441	0.37822	0.063287	0.096417	0.032449	0.063547	0.069422	0.039329	0.080651	0.044675	0.049682	0.5772	0.052867	0.8604	0.16795	0.055255	0.073585	0.18161	0.065699	0.10343	0.045847	0.043203	0.052759	0.070841	0.15467	0.052484	0.059403	0.045041	0.11456	0.10929
Meth__cg07440414__TCF7	0.9387	0.054152	0.7903	0.83997	0.59229	0.43286	0.59728	0.16769	0.058505	0.44799	0.96067	0.80716	0.40928	0.95604	0.060371	0.056124	0.047571	0.083976	0.057704	0.95964	0.19556	0.21308	0.63747	0.74758	0.69504	0.067322	0.037931	0.060044	0.11307	0.041658	0.049184	0.068835	0.78223	0.96276	0.60903	0.29658	0.49727	0.79683	0.41503
Meth__cg24256211__SAMD4A	0.25445	0.32127	0.76729	0.68995	0.038066	0.75559	0.048156	0.082467	0.16908	0.33409	0.22815	0.31118	0.27128	0.18784	0.12834	0.082049	0.021355	0.14011	0.040153	0.35634	0.91081	0.20628	0.83815	0.081409	0.67088	0.1095	0.046896	0.074764	0.25002	0.05856	0.034255	0.073037	0.75977	0.03643	0.082951	0.22215	0.66461	0.33968	0.63614
Meth__cg22442090__GIMAP5	0.32054	0.086694	0.6104	0.64927	0.093771	0.095958	0.30128	0.20329	0.84686	0.098459	0.78819	0.44933	0.25349	0.032918	0.61121	0.47275	0.55973	0.08075	0.10418	0.50717	0.67438	0.11947	0.83506	0.19006	0.17904	0.14224	0.10739	0.079225	0.14529	0.052638	0.12786	0.11482	0.70737	0.14094	0.17509	0.31436	0.20515	0.21208	0.27513
Meth__cg12878228__PRSS1	0.52339	0.026859	0.75599	0.60257	0.047536	0.099067	0.13343	0.75639	0.76359	0.05321	0.11174	0.35661	0.68287	0.02405	0.59171	0.16955	0.42708	0.10566	0.026241	0.14543	0.5768	0.04329	0.89766	0.36241	0.12768	0.020585	0.041256	0.034732	0.030451	0.032823	0.075917	0.28627	0.79467	0.052673	0.083997	0.8612	0.22806	0.064907	0.25576
Meth__cg12738197__ZNF572	0.43549	0.024916	0.86537	0.3753	0.029814	0.50486	0.32158	0.90266	0.29014	0.4033	0.82174	0.063282	0.69758	0.027897	0.16448	0.18388	0.34805	0.070987	0.12544	0.14997	0.046421	0.049236	0.26661	0.21356	0.061898	0.065387	0.034136	0.046159	0.053516	0.044724	0.25438	0.053904	0.77897	0.63162	0.091295	0.035151	0.38926	0.10806	0.37265
