Cell lines	600MPE	AU565	BT474	BT483	BT549	CAMA1	HCC1143	HCC1428	HCC1569	HCC1937	HCC1954	HCC202	HCC3153	HCC38	HCC70	HS578T	LY2	MCF7	MDAMB134VI	MDAMB175VII	MDAMB231	MDAMB361	MDAMB453	SKBR3	SUM1315MO2	SUM149PT	SUM52PE	UACC812	ZR751	ZR75B
Meth__cg06436504__DOC1	0.079046	0.056552	0.12424	0.12288	0.87227	0.19875	0.94964	0.13671	0.7351	0.39849	0.18633	0.2574	0.18136	0.89733	0.78138	0.87068	0.23943	0.088829	0.45184	0.096903	0.86003	0.095732	0.35787	0.18246	0.90932	0.91649	0.04387	0.066534	0.075999	0.12581
Meth__cg08124030__TM4SF1	0.094851	0.11456	0.24251	0.10174	0.055282	0.15708	0.056399	0.088239	0.065786	0.054996	0.12076	0.39745	0.070286	0.046814	0.16034	0.071211	0.95084	0.93904	0.32143	0.90614	0.098395	0.92625	0.13813	0.4426	0.04858	0.055241	0.33643	0.90603	0.49976	0.92407
Meth__cg08615333__TGFB3	0.058346	0.03908	0.068886	0.072273	0.87989	0.053721	0.89822	0.053832	0.58844	0.86724	0.8214	0.049346	0.83482	0.60806	0.15361	0.47318	0.13361	0.2025	0.057362	0.061009	0.81177	0.057025	0.073597	0.038126	0.88446	0.85737	0.046168	0.037415	0.051905	0.062215
Meth__cg15916061__SLC17A4	0.93751	0.040364	0.79654	0.61731	0.046051	0.65625	0.9271	0.063713	0.32011	0.96488	0.59154	0.058907	0.38316	0.86038	0.047103	0.028122	0.15792	0.29984	0.91708	0.9574	0.105	0.14114	0.079029	0.15706	0.038541	0.80307	0.34599	0.81219	0.55076	0.37641
Meth__cg17665193__GAD2	0.071861	0.026383	0.69791	0.92351	0.087782	0.12247	0.17209	0.037637	0.40791	0.24193	0.13045	0.031187	0.29381	0.13089	0.025253	0.021925	0.098021	0.11009	0.062576	0.45551	0.083913	0.46901	0.079766	0.043105	0.028264	0.17379	0.034806	0.034062	0.037087	0.071497
Meth__cg17327492__FSHR	0.85778	0.073968	0.87912	0.71675	0.089003	0.83817	0.84821	0.28692	0.68529	0.093849	0.32314	0.7453	0.35796	0.83475	0.38181	0.13535	0.061077	0.09776	0.87542	0.8498	0.092186	0.49684	0.55206	0.12072	0.85142	0.81418	0.098994	0.084184	0.53933	0.50964
Meth__cg03959219__TSPYL4	0.084163	0.063144	0.062432	0.054619	0.056932	0.067293	0.059897	0.066477	0.074981	0.061282	0.59228	0.059318	0.05347	0.053472	0.11391	0.056001	0.11536	0.067518	0.054266	0.058678	0.06416	0.073916	0.10283	0.10039	0.05494	0.06178	0.057052	0.061551	0.074631	0.0652
Meth__cg17339202__SYNC1	0.037486	0.054858	0.055413	0.050146	0.85412	0.050583	0.38842	0.054625	0.76055	0.49087	0.082842	0.025333	0.24633	0.13737	0.052632	0.33835	0.10061	0.11572	0.17272	0.34861	0.049193	0.066806	0.075645	0.12037	0.7511	0.47537	0.037457	0.074132	0.047269	0.0357
Meth__cg07711097__GML	0.10916	0.044799	0.9413	0.90593	0.21173	0.39699	0.91371	0.69177	0.85139	0.7763	0.74063	0.020881	0.56019	0.81812	0.071994	0.016556	0.81592	0.79967	0.7901	0.97011	0.34313	0.80075	0.61889	0.049251	0.042108	0.049564	0.81052	0.28551	0.075805	0.074219
Meth__cg13337865__TEKT1	0.061476	0.047768	0.29855	0.093546	0.83946	0.10323	0.62267	0.052388	0.53193	0.68235	0.15611	0.50813	0.6712	0.3694	0.17723	0.21255	0.071258	0.057808	0.25833	0.12388	0.82381	0.087397	0.67945	0.085915	0.049551	0.074002	0.56795	0.041888	0.056362	0.070205
RS_G8221__CDH11__CDH11	0.79052	0.19957	1.1551	0	8.6171	1.5558	5.8768	0.15665	0.46098	6.0302	4.7511	1.4071	2.1427	5.2153	0.78652	7.7193	0	0.078446	0	0.063857	7.6977	0.12672	0	0	6.0073	0.74857	0	0.55314	0.40122	0
RS_G2087__CRISP3__CRISP3	12.2314	7.1355	1.9518	1.8899	0.23487	0	0	2.8094	1.3866	1.6931	3.6823	4.0308	1.6394	0.1214	6.0817	0.26944	0.2365	2.9367	3.4422	4.0547	0	2.0069	0	8.4934	0	1.1939	12.7601	0.31278	4.6837	1.6889
Meth__cg14869028__TINAGL1	0.068228	0.062479	0.83979	0.84893	0.8138	0.83406	0.051463	0.81607	0.060682	0.045756	0.097581	0.87674	0.05152	0.092365	0.10536	0.64931	0.88914	0.86253	0.70222	0.058668	0.10531	0.50548	0.7986	0.075731	0.10345	0.062399	0.82313	0.11027	0.79607	0.79316
RS_G6011__RP11-526D8.3__RP11-526D8.3	2.9849	1.1162	2.0449	2.4218	1.0407	3.8038	3.8918	1.9041	1.3642	2.3432	2.5619	2.1505	1.7005	3.4867	0.83674	1.1684	2.7743	2.0927	4.071	4.1106	1.8802	2.2954	0.84248	0	4.2372	5.5314	1.5343	1.9734	0.70079	2.5296
Meth__cg12914657__GIMAP1	0.89602	0.02523	0.92683	0.88931	0.041187	0.88033	0.4794	0.13846	0.92981	0.72339	0.71466	0.021571	0.58446	0.90651	0.082453	0.045755	0.85059	0.72608	0.94203	0.944	0.12805	0.16241	0.087996	0.069163	0.082321	0.048199	0.77194	0.90845	0.58369	0.73476
RS_G16925__AHNAK2__AHNAK2	2.7225	0.32426	0.85377	2.7863	5.6329	5.2479	8.636	4.4501	1.9293	4.1081	4.5002	0.58031	5.196	4.1838	4.2729	5.531	2.8578	2.6507	4.2443	6.7325	4.6099	0.72887	0.4055	0	9.8171	6.7573	1.6537	3.4654	2.6246	3.0882
Meth__cg10530733__GPR173	0.37395	0.016204	0.37138	0.1511	0.061402	0.07803	0.073673	0.28679	0.44534	0.72474	0.17302	0.022888	0.22199	0.031623	0.03888	0.023633	0.12636	0.13418	0.28393	0.7125	0.26934	0.17103	0.16755	0.055244	0.037207	0.018375	0.21285	0.19587	0.030858	0.030772
Meth__cg22443330__KIAA1018	0.080933	0.075801	0.17445	0.096182	0.10713	0.14815	0.58581	0.14222	0.12661	0.61132	0.19462	0.086074	0.24454	0.70141	0.2029	0.10426	0.15674	0.31798	0.13315	0.11659	0.55452	0.20316	0.29203	0.11289	0.099088	0.44444	0.082564	0.11957	0.075152	0.099894
RS_G16181__NKX2-5__NKX2-5	0	0.14799	0	2.2776	0.30376	0	0	0	5.648	7.2823	0	0	7.3849	5.2771	0	7.6837	0	0	5.3599	6.5462	6.4732	5.7523	0.52732	0	0.74346	0	4.6758	0	3.6568	0
Meth__cg13854874__CHAF1B	0.077457	0.056382	0.17467	0.057022	0.079778	0.057654	0.59474	0.047026	0.067473	0.18003	0.052283	0.050462	0.059102	0.11305	0.092567	0.062471	0.069743	0.060421	0.080774	0.06144	0.2075	0.095427	0.1213	0.073001	0.19061	0.13736	0.049906	0.04872	0.19103	0.066093
Meth__cg18635110__C20orf116	0.068293	0.064308	0.057546	0.046624	0.044366	0.070425	0.036992	0.46486	0.047904	0.041511	0.071131	0.050455	0.075788	0.040466	0.078092	0.055481	0.059754	0.076833	0.06892	0.042235	0.07065	0.06644	0.12055	0.085202	0.054306	0.065625	0.049937	0.070743	0.077949	0.071939
Meth__cg05989054__GAMT	0.053622	0.096064	0.094304	0.066947	0.938	0.092937	0.97686	0.056482	0.78996	0.8594	0.61074	0.036516	0.71222	0.93312	0.26854	0.95589	0.74026	0.19151	0.058247	0.14859	0.89647	0.14617	0.061819	0.13506	0.49665	0.60321	0.057638	0.061422	0.064756	0.054482
Meth__cg07474356__PCDH11X	0.14601	0.032634	0.08627	0.048244	0.63047	0.072035	0.55048	0.039575	0.74754	0.1464	0.14711	0.29898	0.065174	0.13677	0.11013	0.060453	0.094121	0.062249	0.083346	0.33518	0.76032	0.076923	0.39198	0.092858	0.83103	0.055285	0.65767	0.065397	0.045393	0.070401
