Cell lines	600MPE	AU565	BT474	BT483	BT549	CAMA1	HBL100	HCC1143	HCC1187	HCC1428	HCC1569	HCC1937	HCC1954	HCC202	HCC2185	HCC3153	HCC38	HCC70	HS578T	LY2	MCF7	MDAMB134VI	MDAMB157	MDAMB175VII	MDAMB231	MDAMB361	MDAMB415	MDAMB436	MDAMB453	MDAMB468	SKBR3	SUM1315MO2	SUM159PT	SUM185PE	SUM52PE	T47D	UACC812	ZR751	ZR7530	ZR75B
Meth__cg06200697__CTNND1	0.029951	0.030869	0.12372	0.87784	0.15535	0.26357	0.17979	0.43659	0.47548	0.91197	0.78646	0.52499	0.12291	0.10813	0.46102	0.084202	0.48132	0.50275	0.19154	0.082756	0.062608	0.78449	0.032651	0.063974	0.23964	0.057964	0.38849	0.058572	0.047517	0.83322	0.050882	0.037448	0.046831	0.84455	0.29307	0.60088	0.083152	0.22491	0.10548	0.69592
Meth__cg09879099__ONECUT2	0.047346	0.056047	0.040808	0.040585	0.043551	0.19145	0.042011	0.17484	0.039513	0.04429	0.05067	0.055696	0.11764	0.035629	0.045531	0.053679	0.046819	0.081474	0.18959	0.036017	0.05508	0.48012	0.052991	0.2437	0.082553	0.050957	0.078906	0.044219	0.077869	0.047485	0.059126	0.044723	0.049087	0.037066	0.045624	0.056159	0.047155	0.044893	0.063577	0.048525
Meth__cg01062029__ROR2	0.099696	0.049869	0.9046	0.81198	0.87369	0.45367	0.04447	0.19604	0.067585	0.84831	0.76419	0.58383	0.86382	0.041673	0.092974	0.53794	0.45332	0.13059	0.52004	0.77297	0.81856	0.28611	0.15586	0.59242	0.8088	0.05922	0.048778	0.44275	0.12965	0.56869	0.07186	0.090808	0.060439	0.61582	0.29668	0.12344	0.82445	0.49891	0.1485	0.39369
Meth__cg24435562__PCDHB13	0.31852	0.043217	0.8031	0.051562	0.76768	0.055432	0.054212	0.87127	0.88342	0.051206	0.4714	0.43991	0.25409	0.55038	0.52514	0.53574	0.19844	0.25784	0.058379	0.038425	0.25497	0.28772	0.75624	0.47199	0.16603	0.18163	0.095828	0.38156	0.54071	0.2665	0.089725	0.055333	0.064824	0.54078	0.20718	0.0926	0.34867	0.19056	0.44789	0.17755
Meth__cg09903430__ST3GAL3	0.040159	0.03659	0.069402	0.034032	0.038991	0.061026	0.06943	0.15427	0.04293	0.055826	0.040857	0.20621	0.12715	0.050886	0.049613	0.042703	0.035958	0.07089	0.032996	0.052267	0.056344	0.079691	0.10878	0.213	0.11413	0.12139	0.4365	0.040773	0.097434	0.04902	0.068913	0.03757	0.04297	0.045723	0.032039	0.15316	0.10648	0.040219	0.77865	0.038513
Meth__cg02661879__FLNC	0.037342	0.027093	0.065155	0.03428	0.86047	0.9165	0.038033	0.81117	0.029506	0.95046	0.84259	0.63372	0.90672	0.30645	0.037216	0.9563	0.033364	0.077961	0.022092	0.96026	0.95657	0.37733	0.38911	0.37636	0.10096	0.68195	0.074946	0.50412	0.94053	0.55298	0.053289	0.09066	0.049024	0.035429	0.95108	0.056343	0.054954	0.044405	0.12103	0.24182
Meth__cg01765461__TNFRSF11A	0.076337	0.051308	0.059468	0.029116	0.049245	0.058169	0.017515	0.082374	0.040906	0.11634	0.093657	0.036874	0.050958	0.031388	0.042672	0.045711	0.041319	0.086271	0.16674	0.031788	0.05982	0.056005	0.0538	0.054746	0.06859	0.043332	0.11777	0.040678	0.33813	0.036855	0.080348	0.032841	0.027829	0.026985	0.041433	0.082393	0.041015	0.037244	0.10633	0.04021
Meth__cg11189837__ADAMTS1	0.5585	0.048319	0.49629	0.089054	0.94082	0.064714	0.159	0.73061	0.048763	0.45826	0.078378	0.12498	0.42212	0.05161	0.47346	0.9501	0.055038	0.11468	0.93178	0.17821	0.077026	0.81465	0.70151	0.073591	0.66616	0.071801	0.11831	0.39512	0.41948	0.90662	0.092042	0.047369	0.068289	0.4866	0.80547	0.67693	0.38024	0.066054	0.52018	0.059429
Meth__cg26172108__C7orf31	0.057301	0.033221	0.054494	0.042159	0.035187	0.049833	0.068085	0.059386	0.038239	0.04863	0.040767	0.06267	0.061601	0.32892	0.047265	0.063533	0.047613	0.076949	0.045562	0.62658	0.88055	0.14614	0.052315	0.030825	0.15349	0.044583	0.080208	0.043322	0.66436	0.052108	0.055416	0.039766	0.030922	0.042083	0.041044	0.041354	0.04293	0.04941	0.57311	0.042104
Meth__cg20345446__OSBPL5	0.3735	0.30513	0.39977	0.1196	0.45432	0.15928	0.050171	0.487	0.073898	0.065904	0.23599	0.79346	0.117	0.17135	0.046122	0.079407	0.046067	0.074235	0.051726	0.40541	0.30336	0.41197	0.59235	0.3587	0.15437	0.29511	0.087521	0.64245	0.2807	0.71104	0.28744	0.57384	0.038367	0.30329	0.053581	0.17594	0.056968	0.10933	0.30974	0.053195
Meth__cg22994720__CHRDL2	0.080503	0.016126	0.69408	0.54129	0.63981	0.67678	0.86536	0.93712	0.058125	0.91175	0.89279	0.68426	0.68472	0.14937	0.056969	0.1182	0.21361	0.044082	0.016661	0.6529	0.74426	0.51341	0.75802	0.80879	0.6894	0.26619	0.039024	0.79156	0.72558	0.6383	0.045866	0.053155	0.03223	0.12265	0.2685	0.13316	0.90012	0.5842	0.47319	0.3511
Meth__cg07708788__SLCO2A1	0.015971	0.057925	0.026432	0.023447	0.69372	0.037764	0.65383	0.60465	0.026239	0.22455	0.88384	0.19603	0.48234	0.013459	0.024212	0.081771	0.031643	0.01727	0.020986	0.081589	0.41814	0.053688	0.079545	0.12932	0.50193	0.020757	0.044095	0.24686	0.026429	0.32568	0.048191	0.017632	0.022235	0.028196	0.24774	0.028432	0.02813	0.021991	0.050602	0.025982
Meth__cg04702045__OPHN1	0.147	0.023015	0.047146	0.052285	0.032086	0.045472	0.047721	0.020723	0.1696	0.032899	0.036001	0.045647	0.06975	0.068171	0.14021	0.44491	0.52565	0.15406	0.036515	0.041898	0.039894	0.091113	0.10887	0.48726	0.05711	0.045599	0.050495	0.11619	0.51864	0.040282	0.10571	0.2887	0.077497	0.04231	0.48577	0.09193	0.29978	0.074767	0.45887	0.033346
Meth__cg02376703__EPHA1	0.05208	0.058166	0.054508	0.038427	0.5081	0.043358	0.27921	0.057901	0.054558	0.058448	0.040735	0.05529	0.11305	0.022049	0.061279	0.046489	0.048034	0.047358	0.043597	0.032219	0.054098	0.058939	0.055269	0.024481	0.33556	0.076585	0.084487	0.70441	0.098926	0.055521	0.099753	0.050258	0.049411	0.056678	0.073457	0.12939	0.062116	0.064134	0.11723	0.052697
Meth__cg11263497__WDR35	0.066015	0.049535	0.067548	0.061335	0.15859	0.060673	0.09974	0.044892	0.084114	0.081484	0.057394	0.080334	0.11994	0.04106	0.083733	0.082129	0.084487	0.089677	0.052583	0.047286	0.047482	0.081334	0.059106	0.061959	0.41574	0.059641	0.12423	0.033789	0.07764	0.054876	0.10309	0.064208	0.062794	0.0558	0.063393	0.09502	0.075312	0.060212	0.2357	0.050016
Meth__cg15916628__ZNF579	0.095861	0.053042	0.25998	0.14837	0.83925	0.11582	0.83382	0.78023	0.12223	0.06546	0.6025	0.47647	0.4974	0.050293	0.1257	0.65217	0.53378	0.20199	0.27212	0.36003	0.3678	0.39849	0.65202	0.088502	0.41145	0.32094	0.20163	0.40801	0.51963	0.62289	0.080961	0.058166	0.075974	0.36066	0.17208	0.12271	0.070472	0.074426	0.1988	0.21342
Meth__cg03591238__ZNHIT2	0.11275	0.056289	0.17682	0.12037	0.13511	0.10447	0.054327	0.27574	0.10837	0.40369	0.14552	0.43171	0.12903	0.091531	0.092251	0.065458	0.10859	0.14562	0.068435	0.11627	0.12506	0.73992	0.077125	0.75405	0.16216	0.066739	0.14414	0.10038	0.096817	0.069877	0.10798	0.063379	0.10434	0.092963	0.26657	0.083402	0.56418	0.088141	0.15317	0.068402
Meth__cg09459188__MFSD1	0.016456	0.0086321	0.01305	0.013229	0.012616	0.024918	0.026524	0.0092779	0.016815	0.013339	0.011702	0.0086433	0.027208	0.014182	0.018439	0.0097721	0.011153	0.05021	0.011878	0.016786	0.012275	0.015491	0.02067	0.011386	0.045087	0.24332	0.026174	0.013678	0.027377	0.014223	0.026036	0.017251	0.016023	0.013642	0.015142	0.017465	0.014332	0.020423	0.024467	0.013514
Meth__cg04166304__C14orf106	0.19404	0.014411	0.016915	0.015703	0.056698	0.0168	0.060851	0.01638	0.02183	0.020946	0.021441	0.016867	0.029715	0.011976	0.015809	0.015419	0.013709	0.04342	0.014023	0.011506	0.017787	0.92036	0.018324	0.014249	0.028497	0.022705	0.04258	0.019095	0.032139	0.019453	0.026297	0.019905	0.017742	0.012554	0.063616	0.030307	0.016545	0.11453	0.02651	0.10627
Meth__cg21086464__PAK1	0.030808	0.084843	0.057187	0.041104	0.37997	0.075202	0.060879	0.0386	0.042927	0.05736	0.040229	0.030777	0.097533	0.039372	0.041089	0.041886	0.040997	0.14538	0.036413	0.34606	0.042294	0.020153	0.050289	0.037648	0.056405	0.057826	0.16211	0.063568	0.49119	0.049692	0.13978	0.047488	0.047228	0.076052	0.024024	0.10184	0.050422	0.066591	0.17912	0.062529
Meth__cg23844090__TMEM42	0.090696	0.69935	0.05628	0.031806	0.76364	0.066152	0.095003	0.042687	0.029409	0.0646	0.068975	0.055139	0.080315	0.025485	0.04667	0.038488	0.042508	0.069214	0.040406	0.04052	0.066286	0.033632	0.085029	0.043729	0.063539	0.64756	0.079112	0.060307	0.080647	0.06356	0.060089	0.035375	0.19061	0.049747	0.04614	0.70236	0.055303	0.47022	0.073984	0.96491
Meth__cg14045283__MADCAM1	0.31483	0.027421	0.10279	0.034936	0.075499	0.067055	0.079529	0.41334	0.027815	0.038165	0.12446	0.034935	0.18278	0.031278	0.035842	0.12111	0.057812	0.071257	0.030371	0.061611	0.12396	0.08124	0.4019	0.21683	0.047081	0.05592	0.061377	0.07366	0.19614	0.082347	0.075852	0.026379	0.024165	0.048311	0.070153	0.052009	0.03413	0.039495	0.088748	0.052927
Meth__cg27560922__ARHGDIG	0.16737	0.047577	0.048861	0.050301	0.84785	0.74232	0.45718	0.6708	0.04462	0.057611	0.9274	0.56457	0.87597	0.1102	0.06065	0.12675	0.052203	0.13806	0.055768	0.080424	0.059566	0.30669	0.1545	0.12428	0.81363	0.055264	0.1025	0.43988	0.79672	0.52185	0.08571	0.055151	0.041726	0.091815	0.44915	0.088407	0.076499	0.073966	0.53986	0.057767
Meth__cg14951292__HMOX2	0.076695	0.050266	0.60329	0.034155	0.6606	0.040776	0.70182	0.207	0.072583	0.096613	0.043425	0.91105	0.63914	0.26354	0.070819	0.35668	0.70137	0.31101	0.836	0.25534	0.08564	0.18092	0.66715	0.03782	0.81729	0.78936	0.27735	0.82432	0.076686	0.58426	0.047243	0.29313	0.11927	0.59146	0.068838	0.072353	0.033655	0.099825	0.14272	0.035873
Meth__cg22155248__TAPBPL	0.073721	0.77379	0.076622	0.075858	0.85085	0.42446	0.16745	0.12346	0.084006	0.12219	0.083322	0.078253	0.76807	0.096331	0.089965	0.7318	0.086836	0.16227	0.075643	0.56588	0.12621	0.062661	0.10953	0.074634	0.14823	0.06617	0.17979	0.87275	0.17348	0.10247	0.62713	0.35593	0.14587	0.10212	0.67116	0.19446	0.12456	0.32294	0.15958	0.67451
Meth__cg15583058__SDCCAG3	0.063799	0.054673	0.081563	0.068714	0.07123	0.067016	0.1239	0.8565	0.051568	0.078217	0.05778	0.16828	0.091985	0.046023	0.067714	0.089349	0.052984	0.097857	0.050902	0.043174	0.060448	0.093669	0.078293	0.069222	0.316	0.084434	0.13152	0.082149	0.12981	0.080655	0.07859	0.049797	0.076664	0.084758	0.060466	0.050682	0.092619	0.072125	0.17788	0.058038
Meth__cg01914242__ATP2A3	0.053876	0.040809	0.053705	0.057135	0.55701	0.069927	0.35097	0.042738	0.33352	0.059395	0.35997	0.031682	0.88241	0.044787	0.31513	0.75573	0.046129	0.11222	0.056565	0.049989	0.04787	0.065482	0.038779	0.049139	0.069277	0.052072	0.082755	0.039666	0.096055	0.061953	0.082422	0.046096	0.089564	0.043372	0.51296	0.11543	0.049598	0.056953	0.80138	0.048907
Meth__cg08390021__C18orf54	0.032468	0.052306	0.11901	0.045263	0.024685	0.036191	0.017529	0.024479	0.029203	0.030426	0.029803	0.017595	0.10511	0.015681	0.029996	0.024777	0.026837	0.084504	0.019301	0.027201	0.030478	0.028005	0.029829	0.02022	0.079906	0.051705	0.048778	0.025229	0.15814	0.032408	0.047137	0.022858	0.030713	0.033059	0.28339	0.066391	0.031137	0.036019	0.33411	0.034231
Meth__cg13686042__SBF1	0.06485	0.089095	0.12409	0.11843	0.24261	0.087322	0.12763	0.048635	0.04418	0.10393	0.089672	0.18506	0.19512	0.055563	0.056491	0.20812	0.14685	0.08611	0.085718	0.19813	0.092376	0.37484	0.51925	0.14813	0.24416	0.11429	0.094009	0.30153	0.099567	0.13413	0.21524	0.052788	0.059127	0.27112	0.097941	0.098288	0.07951	0.052833	0.069866	0.058541
Meth__cg26889990__TMEM42	0.13601	0.58005	0.13183	0.068834	0.62459	0.11254	0.11324	0.22007	0.093213	0.10989	0.15756	0.072159	0.16007	0.055524	0.12828	0.15847	0.13879	0.15613	0.13031	0.073906	0.12683	0.077713	0.15893	0.066886	0.10406	0.55111	0.091093	0.10097	0.16423	0.12044	0.28839	0.074749	0.30679	0.17799	0.06483	0.63977	0.070269	0.53093	0.18939	0.94543
Meth__cg02554564__NTF3	0.11701	0.13306	0.45789	0.030129	0.29365	0.22149	0.36375	0.88813	0.049607	0.10313	0.88825	0.53056	0.43216	0.059474	0.0433	0.75293	0.20701	0.11296	0.068594	0.28302	0.4673	0.059883	0.076352	0.18376	0.48228	0.31434	0.15429	0.28134	0.38038	0.12417	0.15286	0.039154	0.049703	0.54821	0.1424	0.18526	0.097781	0.17776	0.24343	0.1406
Meth__cg02248486__HOXA5	0.63573	0.19504	0.62093	0.45163	0.47729	0.94717	0.096438	0.034478	0.37397	0.62043	0.067124	0.077656	0.40564	0.95366	0.4758	0.074411	0.055672	0.06056	0.052122	0.052438	0.051508	0.87986	0.041698	0.94373	0.9035	0.53479	0.14283	0.044686	0.9223	0.04666	0.60598	0.4491	0.058033	0.059939	0.94598	0.93058	0.073473	0.95036	0.093217	0.94801
Meth__cg02932689__MAP1LC3B	0.078632	0.072285	0.11092	0.040359	0.4567	0.061183	0.065198	0.18403	0.11555	0.088311	0.076246	0.30158	0.10306	0.4458	0.11325	0.097151	0.090058	0.15259	0.47787	0.042837	0.061417	0.081791	0.17061	0.058834	0.34406	0.12479	0.079357	0.092665	0.13505	0.090749	0.082098	0.045574	0.079906	0.074795	0.057201	0.095143	0.067881	0.051517	0.14037	0.054965
Meth__cg13479669__CDKN2A	0.05485	0.041134	0.065603	0.053253	0.044012	0.041981	0.080865	0.036349	0.037882	0.050121	0.04532	0.06756	0.095643	0.039303	0.058052	0.039491	0.5073	0.07562	0.047699	0.066633	0.076602	0.038065	0.043379	0.056169	0.44347	0.056698	0.071708	0.047497	0.21779	0.0576	0.097774	0.44527	0.90293	0.047138	0.035851	0.17353	0.072852	0.048205	0.2683	0.036115
Meth__cg00818872__CHRNB2	0.051507	0.028276	0.25527	0.039837	0.38427	0.087665	0.1671	0.24211	0.055415	0.088072	0.89605	0.4065	0.77826	0.072031	0.050835	0.20844	0.057858	0.14727	0.044694	0.047542	0.068342	0.056825	0.11782	0.18865	0.83985	0.13329	0.1012	0.058664	0.88813	0.23076	0.081612	0.03901	0.070942	0.057791	0.55772	0.14013	0.054649	0.075885	0.089202	0.068072
Meth__cg05142373__FZD1	0.091192	0.40204	0.10353	0.069571	0.78357	0.10658	0.053478	0.095122	0.075338	0.060944	0.13077	0.05236	0.13945	0.062666	0.075336	0.066873	0.096902	0.10188	0.056871	0.20461	0.12727	0.063672	0.12615	0.065824	0.16464	0.11415	0.073278	0.059154	0.082961	0.060713	0.13368	0.077073	0.081486	0.064831	0.079623	0.08738	0.050767	0.080308	0.10633	0.106
Meth__cg01632825__CLTCL1	0.052195	0.034136	0.059395	0.05443	0.11536	0.063969	0.03682	0.27161	0.061623	0.058448	0.044103	0.18738	0.16808	0.035281	0.072569	0.15867	0.039357	0.11596	0.029883	0.080914	0.056042	0.20041	0.22799	0.049431	0.47931	0.05615	0.087987	0.082467	0.39546	0.14433	0.054338	0.038795	0.053294	0.081685	0.070344	0.082828	0.049573	0.055409	0.10973	0.066195
Meth__cg04474832__ABHD14A	0.068445	0.080941	0.11527	0.038479	0.58031	0.073987	0.51338	0.25902	0.06648	0.055791	0.1	0.39732	0.22071	0.031895	0.071402	0.10309	0.074044	0.12749	0.053764	0.22242	0.25058	0.097232	0.65164	0.069739	0.53585	0.18975	0.21403	0.31764	0.079615	0.09565	0.089812	0.058591	0.079449	0.3181	0.045114	0.05642	0.07399	0.066024	0.14409	0.11342
Meth__cg22443330__KIAA1018	0.080933	0.075801	0.17445	0.096182	0.10713	0.14815	0.49966	0.58581	0.12938	0.14222	0.12661	0.61132	0.19462	0.086074	0.12843	0.24454	0.70141	0.2029	0.10426	0.15674	0.31798	0.13315	0.85371	0.11659	0.55452	0.20316	0.13085	0.56068	0.29203	0.54037	0.11289	0.099088	0.68354	0.11757	0.082564	0.25382	0.11957	0.075152	0.27127	0.099894
Meth__cg10911877__PAFAH1B1	0.037516	0.037718	0.035388	0.052616	0.027611	0.071588	0.11394	0.028156	0.029123	0.051139	0.020479	0.040943	0.059827	0.030738	0.043416	0.044228	0.04223	0.071739	0.021135	0.06347	0.030409	0.071091	0.038242	0.043156	0.046881	0.047851	0.039009	0.0287	0.09805	0.043225	0.091412	0.030367	0.069899	0.050313	0.043317	0.15543	0.027215	0.046125	0.098798	0.060269
Meth__cg06327515__PCDHB14	0.075312	0.026111	0.57689	0.029439	0.91812	0.86716	0.88084	0.93822	0.1955	0.035597	0.2735	0.15925	0.43971	0.40246	0.31705	0.89387	0.61693	0.75171	0.023639	0.87937	0.22219	0.2516	0.1339	0.9321	0.21208	0.4001	0.038897	0.32279	0.10413	0.61666	0.084431	0.035547	0.045798	0.82857	0.7445	0.16274	0.034697	0.10837	0.05917	0.14709
Meth__cg24877842__TRAK1	0.037565	0.11983	0.12011	0.37759	0.93465	0.4348	0.88945	0.055518	0.92012	0.19917	0.91072	0.20744	0.91649	0.052498	0.66271	0.45395	0.9406	0.066457	0.34872	0.32593	0.096173	0.05563	0.91469	0.049925	0.038547	0.063018	0.07409	0.92809	0.58969	0.049525	0.25198	0.89007	0.60397	0.077674	0.035884	0.11558	0.09839	0.40417	0.050487	0.86247
Meth__cg02154186__PNMA2	0.46875	0.54852	0.33736	0.1365	0.66625	0.95078	0.79819	0.1659	0.45899	0.32462	0.1735	0.95309	0.86561	0.18159	0.50014	0.0633	0.12616	0.31567	0.12938	0.7262	0.65733	0.091316	0.070667	0.49281	0.25244	0.095109	0.11065	0.05919	0.93008	0.1271	0.28611	0.052321	0.67307	0.091515	0.18624	0.11791	0.10416	0.4484	0.12395	0.38853
Meth__cg14625604__UBE2A	0.62712	0.0683	0.071423	0.19757	0.062375	0.067295	0.030903	0.062722	0.54345	0.42915	0.06274	0.061509	0.11399	0.047	0.53778	0.23079	0.62023	0.35115	0.051913	0.037808	0.10427	0.17529	0.11413	0.53666	0.067081	0.051029	0.086328	0.63906	0.51594	0.051799	0.082536	0.24129	0.19493	0.045857	0.53819	0.15268	0.63398	0.48017	0.67829	0.056909
Meth__cg01362183__MAP3K7IP2	0.071503	0.055937	0.065296	0.060538	0.063076	0.10514	0.12983	0.074879	0.061762	0.085371	0.061352	0.061639	0.063061	0.0782	0.070818	0.071814	0.065831	0.073821	0.055416	0.051763	0.076394	0.58684	0.092616	0.051788	0.12608	0.05782	0.062817	0.054933	0.13415	0.070188	0.062813	0.049537	0.059974	0.060376	0.067502	0.069598	0.0588	0.070673	0.057863	0.066301
Meth__cg11037818__C1orf132	0.072191	0.047574	0.16324	0.048415	0.099168	0.17609	0.33358	0.11035	0.14427	0.082835	0.14003	0.20709	0.10777	0.18796	0.14557	0.065712	0.083669	0.095319	0.069522	0.13041	0.23742	0.091874	0.78673	0.073139	0.18751	0.16948	0.10078	0.16493	0.15356	0.11671	0.086957	0.068785	0.093161	0.086716	0.090301	0.20136	0.063736	0.061235	0.11113	0.061678
Meth__cg05494459__FTSJ1	0.45356	0.067464	0.062015	0.29478	0.064391	0.062737	0.078823	0.06098	0.22084	0.15342	0.062057	0.40748	0.30548	0.24797	0.18235	0.48603	0.055479	0.36755	0.058322	0.061384	0.060273	0.37392	0.072972	0.33197	0.074934	0.38224	0.22229	0.13517	0.42584	0.053425	0.42574	0.36014	0.32944	0.055194	0.078802	0.12443	0.29506	0.22791	0.56544	0.064784
Meth__cg12650011__TSPAN12	0.036486	0.016254	0.027511	0.02947	0.097188	0.029729	0.19224	0.034392	0.023319	0.036408	0.021553	0.038412	0.2992	0.017643	0.028555	0.029531	0.047993	0.037993	0.037131	0.023397	0.028979	0.77608	0.035118	0.021613	0.069056	0.046958	0.038211	0.031327	0.10851	0.041096	0.034539	0.040808	0.031956	0.029451	0.054393	0.084583	0.05519	0.042071	0.10167	0.03087
Meth__cg13283942__C1orf77	0.02546	0.017263	0.034915	0.014823	0.020662	0.029123	0.037594	0.48226	0.011895	0.051288	0.026798	0.028449	0.028782	0.017548	0.023487	0.015278	0.01581	0.048111	0.015532	0.018417	0.023179	0.026542	0.036796	0.014842	0.054638	0.032473	0.032271	0.023023	0.036352	0.025804	0.045154	0.014799	0.015089	0.017233	0.013831	0.031622	0.021634	0.02184	0.031917	0.021822
Meth__cg15456206__ZNF580	0.05046	0.42755	0.22916	0.027199	0.045638	0.074716	0.055623	0.12446	0.07056	0.095153	0.077995	0.92914	0.27216	0.021959	0.086987	0.41693	0.037254	0.087366	0.036938	0.1943	0.18697	0.088647	0.070539	0.0713	0.78816	0.052308	0.085719	0.43486	0.16726	0.14343	0.31778	0.024351	0.045243	0.18042	0.064137	0.08652	0.095874	0.030731	0.23242	0.072834
Meth__cg00121640__ASTN2	0.05728	0.046987	0.061001	0.045876	0.47682	0.066354	0.070142	0.45965	0.048248	0.069065	0.23746	0.26397	0.1686	0.056293	0.058457	0.23159	0.11175	0.07346	0.052418	0.14659	0.06326	0.056571	0.074806	0.062655	0.48478	0.055438	0.068129	0.15343	0.13411	0.20749	0.061688	0.061738	0.067239	0.063453	0.19914	0.081791	0.059246	0.054147	0.059038	0.062521
Meth__cg19021732__C15orf29	0.086795	0.055691	0.15253	0.065406	0.071838	0.064341	0.13181	0.36019	0.06482	0.11144	0.078116	0.047544	0.073526	0.055051	0.076691	0.061652	0.058811	0.092566	0.04873	0.049896	0.08251	0.14005	0.078753	0.060536	0.13514	0.084374	0.10558	0.054756	0.17306	0.093478	0.059587	0.053395	0.051362	0.11425	0.11312	0.041396	0.076883	0.055118	0.082559	0.0583
Meth__cg03109316__ZNF80	0.79014	0.032029	0.81772	0.3884	0.37761	0.63533	0.1157	0.94863	0.86852	0.33488	0.89647	0.8656	0.098093	0.047173	0.64841	0.74926	0.93805	0.078491	0.22611	0.16289	0.14337	0.91522	0.10745	0.93575	0.33508	0.057851	0.040985	0.40626	0.16853	0.046603	0.041155	0.31333	0.04333	0.23592	0.036595	0.10319	0.045468	0.2955	0.085003	0.23653
Meth__cg06668073__C20orf42	0.90337	0.23621	0.11402	0.16595	0.35316	0.59099	0.075613	0.029798	0.10216	0.11498	0.069126	0.068892	0.21828	0.084016	0.12421	0.075404	0.050772	0.093868	0.054367	0.38659	0.16042	0.29746	0.25111	0.075731	0.078561	0.094229	0.22968	0.27943	0.71898	0.068961	0.12871	0.1113	0.064689	0.15338	0.62276	0.1239	0.093095	0.12292	0.48295	0.10998
Meth__cg19239342__REEP5	0.073495	0.068173	0.12556	0.065303	0.33369	0.092346	0.45611	0.19064	0.15047	0.08258	0.1198	0.54216	0.31169	0.069346	0.17725	0.18902	0.066379	0.24042	0.47476	0.12116	0.099086	0.13422	0.21336	0.23791	0.48132	0.1001	0.15	0.16174	0.14274	0.14635	0.16298	0.077313	0.080056	0.2933	0.070519	0.095147	0.30171	0.077035	0.16104	0.21152
Meth__cg21712685__UNQ3045	0.046434	0.04306	0.058518	0.041605	0.61885	0.093688	0.45664	0.14421	0.031645	0.042702	0.045603	0.064123	0.39538	0.057493	0.038326	0.86026	0.039921	0.11903	0.11086	0.054947	0.060668	0.043765	0.17914	0.074765	0.041079	0.038582	0.078509	0.080324	0.18845	0.055464	0.079435	0.04887	0.060926	0.096149	0.039876	0.042503	0.045876	0.043031	0.17147	0.044983
Meth__cg04001842__LOC405753	0.42231	0.013454	0.91468	0.30446	0.3816	0.43997	0.88508	0.96646	0.02143	0.61498	0.91355	0.27089	0.93513	0.044058	0.026374	0.39497	0.10598	0.048631	0.017523	0.816	0.86576	0.095408	0.92077	0.81593	0.68735	0.90487	0.028041	0.91988	0.65477	0.54851	0.030067	0.031375	0.019485	0.55216	0.75867	0.088957	0.4981	0.34543	0.058361	0.63526
Meth__cg11815363__KCNK1	0.02155	0.020232	0.023535	0.012193	0.58716	0.022916	0.03545	0.018469	0.020117	0.020861	0.03828	0.018066	0.043007	0.015186	0.022309	0.019794	0.018045	0.024611	0.019451	0.030801	0.015775	0.020893	0.01929	0.017394	0.47831	0.025133	0.031295	0.011037	0.031588	0.02128	0.028687	0.022539	0.020523	0.013123	0.0099319	0.52391	0.024286	0.01813	0.044231	0.02053
Meth__cg27465531__MBTPS2	0.62338	0.037569	0.072932	0.348	0.069083	0.091827	0.10623	0.099821	0.11937	0.063885	0.073781	0.2059	0.34877	0.18214	0.12326	0.065227	0.11665	0.16203	0.52272	0.075313	0.094012	0.48568	0.051665	0.57696	0.14359	0.48656	0.21943	0.065509	0.5113	0.066778	0.36673	0.61528	0.55434	0.10129	0.028971	0.16814	0.51016	0.28131	0.58828	0.074199
Meth__cg19646028__C19orf30	0.50758	0.4276	0.092006	0.025821	0.59141	0.20109	0.09685	0.1076	0.18093	0.02735	0.41959	0.54163	0.12048	0.34172	0.16747	0.046844	0.054308	0.046804	0.13822	0.65368	0.83961	0.048393	0.083669	0.28623	0.69924	0.89853	0.21401	0.10244	0.90353	0.47481	0.42467	0.29496	0.17963	0.89239	0.45141	0.49535	0.31305	0.36944	0.90166	0.48642
Meth__cg03190825__CYP4F11	0.033324	0.053288	0.64044	0.1891	0.21891	0.047499	0.097349	0.46114	0.042333	0.44838	0.43715	0.024387	0.064611	0.03596	0.041737	0.092708	0.1223	0.053829	0.027457	0.18321	0.24464	0.40492	0.24086	0.30287	0.14223	0.5668	0.073298	0.61794	0.12444	0.055843	0.27776	0.034143	0.030769	0.68884	0.034776	0.052946	0.35187	0.16346	0.28797	0.063114
Meth__cg06812844__TRPM2	0.085813	0.042062	0.8969	0.67133	0.36274	0.19353	0.21494	0.86407	0.062407	0.91971	0.58295	0.64529	0.66667	0.046568	0.047086	0.52956	0.50677	0.21672	0.045547	0.047483	0.05077	0.77645	0.5101	0.82492	0.13783	0.63134	0.086588	0.26757	0.11569	0.51197	0.073354	0.253	0.077585	0.57151	0.49514	0.12346	0.83138	0.58717	0.13582	0.33322
Meth__cg25835225__ZNF350	0.047341	0.037851	0.27918	0.044683	0.039393	0.47201	0.054945	0.72492	0.042873	0.053637	0.51122	0.10332	0.12212	0.031436	0.29205	0.061556	0.041973	0.13967	0.045053	0.31721	0.051018	0.046079	0.051707	0.039259	0.37993	0.048816	0.085664	0.055376	0.090435	0.049214	0.10088	0.038861	0.042137	0.39787	0.053371	0.17513	0.053288	0.05161	0.39915	0.042721
