Cell lines	600MPE	AU565	BT20	BT474	BT483	BT549	CAMA1	HCC1143	HCC1187	HCC1428	HCC1569	HCC1937	HCC1954	HCC202	HCC2185	HCC3153	HCC38	HCC70	HS578T	LY2	MCF7	MDAMB134VI	MDAMB157	MDAMB175VII	MDAMB231	MDAMB361	MDAMB415	MDAMB453	SKBR3	SUM1315MO2	SUM149PT	SUM159PT	SUM185PE	SUM52PE	T47D	UACC812	ZR751	ZR7530	ZR75B
Meth__cg15452573__SNCA	0.93471	0.03383	0.9412	0.078443	0.58551	0.81333	0.61749	0.046018	0.061342	0.032935	0.27803	0.96813	0.95209	0.97209	0.035021	0.043486	0.032237	0.063834	0.32009	0.22012	0.27234	0.83249	0.045645	0.98314	0.92071	0.16058	0.14828	0.88274	0.057195	0.021963	0.031396	0.039628	0.92539	0.89114	0.76105	0.777	0.17123	0.86234	0.34423
Meth__cg17943999__GEM	0.07476	0.062339	0.42421	0.49964	0.12727	0.086988	0.18822	0.40744	0.070317	0.069114	0.05501	0.21257	0.52874	0.16367	0.080557	0.1603	0.046079	0.071139	0.044186	0.16387	0.12396	0.86323	0.085832	0.12795	0.074238	0.16534	0.070302	0.4976	0.08771	0.042679	0.072346	0.26144	0.38061	0.77267	0.06197	0.087563	0.11738	0.17192	0.48304
Meth__cg22264946__C6orf84	0.026197	0.017825	0.026659	0.021295	0.026991	0.018753	0.026498	0.42679	0.021605	0.027467	0.02279	0.025806	0.055074	0.020813	0.026239	0.019401	0.022657	0.044011	0.016159	0.025998	0.019831	0.022734	0.024526	0.020589	0.04012	0.022451	0.031302	0.084972	0.042856	0.020767	0.017405	0.017737	0.021139	0.018975	0.030213	0.020166	0.02097	0.10488	0.022819
Meth__cg19391527__PNOC	0.14887	0.048461	0.60205	0.73781	0.35488	0.035851	0.19948	0.89399	0.39724	0.443	0.1034	0.45685	0.56831	0.06161	0.26554	0.22403	0.11284	0.19048	0.033827	0.26792	0.19855	0.60304	0.31237	0.88826	0.11577	0.16356	0.076018	0.11121	0.082147	0.045763	0.049613	0.045843	0.2461	0.10822	0.1407	0.16497	0.07463	0.4555	0.065023
Meth__cg02326006__ARHGEF9	0.073573	0.033698	0.11063	0.046584	0.062715	0.057084	0.094787	0.25701	0.031615	0.045833	0.064445	0.43278	0.099773	0.039983	0.035616	0.22584	0.0334	0.10882	0.048738	0.0587	0.054488	0.27453	0.033957	0.042906	0.14227	0.050881	0.047297	0.14261	0.11665	0.04518	0.044308	0.031819	0.052557	0.074517	0.12974	0.047282	0.044712	0.063135	0.072129
Meth__cg01772980__SCGB1D1	0.19055	0.092062	0.17848	0.32525	0.14298	0.10635	0.13618	0.93121	0.13212	0.11701	0.46145	0.20922	0.2689	0.096784	0.1169	0.18548	0.10391	0.11584	0.11272	0.12793	0.12902	0.2965	0.098936	0.36924	0.10273	0.12402	0.14667	0.12729	0.20718	0.094915	0.094516	0.10457	0.29014	0.1236	0.098748	0.22613	0.15268	0.10789	0.13376
Meth__cg18762485__CH25H	0.1555	0.045253	0.87329	0.7811	0.85393	0.21317	0.59367	0.10624	0.044483	0.46905	0.18528	0.13317	0.85495	0.29978	0.055168	0.84027	0.039794	0.079594	0.87553	0.34501	0.38877	0.28338	0.35134	0.097238	0.06122	0.68479	0.066438	0.4977	0.057806	0.19102	0.035945	0.15834	0.51911	0.51628	0.31192	0.055371	0.53205	0.26013	0.82683
Meth__cg16893574__CALB2	0.27511	0.12019	0.3326	0.44848	0.21682	0.15398	0.45284	0.70705	0.12533	0.13337	0.20214	0.59998	0.82127	0.45691	0.11697	0.56122	0.19315	0.27889	0.089218	0.19931	0.38721	0.14682	0.37119	0.20773	0.47393	0.22849	0.17984	0.27688	0.19128	0.10434	0.10135	0.086557	0.40773	0.78191	0.10995	0.11532	0.11064	0.77048	0.16625
Meth__cg00836605__JAZF1	0.038985	0.045558	0.050788	0.040145	0.041691	0.44862	0.040222	0.037648	0.030584	0.035733	0.040211	0.050998	0.13468	0.15585	0.033171	0.040751	0.03166	0.060982	0.028074	0.0271	0.03555	0.062696	0.038784	0.071282	0.061717	0.039383	0.077246	0.080957	0.048558	0.02523	0.026068	0.033543	0.066356	0.030998	0.058554	0.036219	0.032996	0.064099	0.034162
Meth__cg04195127__WFDC1	0.081364	0.060436	0.70986	0.62937	0.75313	0.039273	0.36285	0.95425	0.032723	0.34888	0.91084	0.26098	0.78577	0.056954	0.031148	0.76046	0.046368	0.037198	0.026183	0.40485	0.58624	0.94535	0.56949	0.11871	0.080925	0.18602	0.04999	0.062592	0.14335	0.027295	0.028976	0.03284	0.49539	0.08684	0.074656	0.92969	0.08101	0.51031	0.06488
Meth__cg25421647__UBE2L3	0.95923	0.75787	0.8254	0.81081	0.85038	0.35562	0.94125	0.52885	0.044004	0.94167	0.77196	0.37077	0.46985	0.74088	0.052819	0.087789	0.054707	0.092235	0.49996	0.9557	0.9061	0.58185	0.038977	0.73624	0.56619	0.12315	0.22728	0.1843	0.53989	0.031005	0.027114	0.058922	0.14737	0.04905	0.078067	0.11481	0.54005	0.15117	0.46352
Meth__cg17877656__PCGF6	0.02639	0.02221	0.040954	0.023597	0.025627	0.02221	0.028707	0.34069	0.022686	0.0216	0.036064	0.048577	0.04997	0.022338	0.023014	0.018749	0.014617	0.097586	0.016677	0.016209	0.019904	0.028363	0.025474	0.03741	0.022856	0.022075	0.035433	0.03757	0.071182	0.019656	0.017181	0.016822	0.024217	0.011443	0.043332	0.026119	0.025361	0.068217	0.025321
Meth__cg15433631__IRX2	0.034033	0.025557	0.025097	0.035025	0.028499	0.97668	0.038359	0.018028	0.71319	0.026204	0.66898	0.048243	0.04517	0.024773	0.68396	0.032383	0.54717	0.083174	0.52734	0.028307	0.028332	0.028764	0.029109	0.028136	0.91296	0.035833	0.088623	0.047535	0.067641	0.97356	0.034785	0.024954	0.027354	0.029128	0.121	0.03921	0.03867	0.035768	0.031757
Meth__cg25270201__WWC3	0.45879	0.15741	0.066068	0.043333	0.3354	0.044585	0.062364	0.059312	0.044928	0.49465	0.071272	0.70294	0.34106	0.57097	0.051787	0.040256	0.052141	0.33618	0.51815	0.041059	0.069067	0.43628	0.42603	0.39804	0.12574	0.38457	0.55325	0.41691	0.50712	0.48464	0.042445	0.4849	0.42522	0.053186	0.082269	0.40793	0.29388	0.52061	0.060133
Meth__cg15316334__CEACAM5	0.11576	0.1825	0.49507	0.67207	0.27558	0.052383	0.64014	0.17111	0.03632	0.23206	0.094676	0.3236	0.47619	0.08907	0.049208	0.1677	0.02998	0.12125	0.025568	0.69311	0.7235	0.8552	0.54386	0.26108	0.068001	0.41676	0.64282	0.44194	0.25401	0.041739	0.060295	0.046868	0.83471	0.75293	0.13299	0.43374	0.22031	0.44989	0.20214
Meth__cg02548238__LOX	0.94641	0.028359	0.31016	0.028724	0.029565	0.02109	0.32224	0.024565	0.032578	0.2065	0.035898	0.036902	0.33137	0.028435	0.030646	0.030061	0.018623	0.070601	0.019165	0.30517	0.035546	0.63777	0.044554	0.45547	0.048387	0.033546	0.047319	0.83689	0.033262	0.02566	0.026249	0.033985	0.054841	0.98253	0.054222	0.032749	0.032797	0.081004	0.038618
Meth__cg04633513__AVPR1B	0.055829	0.053088	0.87055	0.16914	0.32949	0.30042	0.72962	0.69208	0.049053	0.46149	0.58999	0.14824	0.77673	0.036379	0.054623	0.68341	0.058729	0.064063	0.053491	0.81512	0.61485	0.19663	0.66174	0.61529	0.51877	0.20534	0.10693	0.56035	0.11341	0.040325	0.051238	0.062868	0.25366	0.63615	0.11922	0.14528	0.34705	0.31992	0.56141
Meth__cg26713220__C16orf45	0.039843	0.024678	0.4913	0.16381	0.32963	0.13007	0.092605	0.1024	0.03624	0.2576	0.06503	0.39384	0.80053	0.10593	0.043936	0.28517	0.031739	0.22043	0.033102	0.27691	0.04067	0.72765	0.041435	0.031147	0.15893	0.045412	0.050262	0.57255	0.087607	0.029996	0.0354	0.027137	0.049609	0.61886	0.046368	0.042422	0.039668	0.13921	0.03308
Meth__cg09239756__CKAP4	0.051788	0.64307	0.16806	0.36598	0.46991	0.039158	0.7391	0.096446	0.11543	0.5817	0.066964	0.82841	0.32701	0.88083	0.087754	0.19461	0.041916	0.15385	0.055364	0.57502	0.75641	0.10624	0.064356	0.15807	0.072065	0.091	0.15537	0.18458	0.20444	0.047488	0.041552	0.10132	0.91774	0.047463	0.15739	0.35273	0.15943	0.11042	0.41929
Meth__cg03717979__MSX1	0.041866	0.040405	0.95938	0.44024	0.63399	0.07746	0.94918	0.94094	0.050841	0.51928	0.035478	0.56395	0.89579	0.81763	0.49207	0.92889	0.36494	0.1307	0.57364	0.63684	0.84598	0.037398	0.13781	0.046866	0.89682	0.6054	0.074684	0.91319	0.14792	0.037803	0.028587	0.035677	0.032434	0.21323	0.089823	0.04838	0.50705	0.93377	0.62672
Meth__cg24448259__CPVL	0.61752	0.031732	0.84305	0.24758	0.048667	0.62953	0.46031	0.89881	0.042811	0.40053	0.061201	0.11241	0.85695	0.087791	0.090716	0.85326	0.041842	0.069727	0.12357	0.64145	0.61469	0.91052	0.34449	0.095063	0.51258	0.82935	0.17108	0.41738	0.060273	0.57759	0.073451	0.071853	0.9024	0.72876	0.057904	0.056028	0.41213	0.86859	0.61918
Meth__cg25941716__SH3KBP1	0.42469	0.027532	0.052735	0.037775	0.11906	0.038986	0.04536	0.045632	0.028881	0.54912	0.041573	0.53786	0.078547	0.48766	0.043889	0.031472	0.033918	0.48347	0.072889	0.028176	0.03397	0.065626	0.14555	0.51108	0.065402	0.29741	0.14471	0.62194	0.1573	0.031118	0.02618	0.55938	0.57966	0.029604	0.075246	0.22963	0.17999	0.5844	0.035374
Meth__cg06677140__MSX1	0.090008	0.070709	0.929	0.42789	0.64942	0.053606	0.83146	0.87344	0.16341	0.094186	0.072578	0.30675	0.85758	0.90007	0.5827	0.84751	0.076985	0.11198	0.30311	0.73661	0.72921	0.041356	0.14692	0.062075	0.89826	0.5848	0.11486	0.86694	0.085137	0.036591	0.038725	0.03777	0.062238	0.11774	0.047651	0.047814	0.51565	0.86183	0.32457
Meth__cg15059932__ZNF236	0.047264	0.083048	0.12879	0.13553	0.065486	0.10218	0.24948	0.20961	0.10647	0.43131	0.045928	0.1696	0.14243	0.17025	0.11868	0.10743	0.055572	0.19885	0.0345	0.05346	0.12551	0.4552	0.06506	0.084881	0.15588	0.17875	0.16451	0.15736	0.20181	0.036931	0.041201	0.041692	0.50725	0.063609	0.14843	0.050176	0.039194	0.21591	0.043115
Meth__cg18180155__RIBC2	0.39572	0.04953	0.072695	0.037936	0.034353	0.37333	0.10535	0.31235	0.032711	0.079585	0.039447	0.04625	0.089948	0.027508	0.033891	0.24395	0.065789	0.051828	0.048177	0.454	0.043552	0.65138	0.34918	0.3227	0.074815	0.062309	0.058407	0.090524	0.1662	0.042181	0.27491	0.049566	0.037159	0.024018	0.077699	0.042916	0.12727	0.09313	0.47528
Meth__cg00666746__SYDE1	0.41238	0.030133	0.324	0.66617	0.77062	0.073923	0.94867	0.052147	0.036128	0.34151	0.067596	0.032832	0.34307	0.15674	0.043688	0.091044	0.17529	0.024571	0.13046	0.65223	0.57288	0.97031	0.082913	0.3788	0.094208	0.75963	0.13832	0.94463	0.05243	0.078448	0.021204	0.074675	0.95397	0.93969	0.29767	0.14649	0.041897	0.28491	0.28929
Meth__cg04770504__DFNA5	0.52962	0.032854	0.60618	0.92466	0.48612	0.030053	0.95623	0.9483	0.067309	0.064716	0.052992	0.074781	0.75957	0.22073	0.12752	0.052437	0.044207	0.36641	0.072843	0.95092	0.93682	0.71317	0.042381	0.50592	0.083844	0.45295	0.13904	0.92959	0.073621	0.0367	0.027205	0.036375	0.57557	0.95233	0.5694	0.049665	0.48783	0.91503	0.66278
Meth__cg19486271__DDB2	0.057199	0.070845	0.068448	0.1925	0.085676	0.053422	0.085334	0.092194	0.060833	0.077941	0.061612	0.1879	0.13882	0.07804	0.067751	0.059419	0.051003	0.12165	0.049285	0.052621	0.049946	0.076663	0.051142	0.36682	0.084093	0.074288	0.13224	0.11145	0.093414	0.049324	0.046609	0.07329	0.75734	0.058057	0.093632	0.061842	0.063596	0.10533	0.089835
Meth__cg18787975__CTSB	0.061756	0.054158	0.084941	0.087658	0.077758	0.33631	0.086957	0.085777	0.063391	0.068095	0.053747	0.094754	0.1537	0.10911	0.063129	0.13391	0.059763	0.17989	0.11513	0.059989	0.075324	0.34618	0.25662	0.058446	0.18899	0.074061	0.14197	0.13816	0.1545	0.057171	0.056574	0.087127	0.64467	0.087091	0.076011	0.062686	0.057189	0.1157	0.062166
Meth__cg20644981__RPS3A	0.34939	0.15964	0.39718	0.72691	0.27992	0.26609	0.20711	0.050103	0.037587	0.49235	0.043923	0.083991	0.36622	0.84327	0.047957	0.08368	0.099724	0.048246	0.79464	0.48032	0.12352	0.56774	0.038454	0.44394	0.3671	0.26589	0.11838	0.12113	0.12904	0.037898	0.02727	0.091448	0.67992	0.30003	0.3487	0.057646	0.52529	0.3002	0.67013
Meth__cg01692572__SIAHBP1	0.038123	0.045145	0.4047	0.062333	0.083293	0.056387	0.076846	0.037303	0.083619	0.052586	0.046135	0.25144	0.12588	0.046438	0.077884	0.054462	0.037935	0.060848	0.1538	0.26996	0.080032	0.28216	0.068779	0.1302	0.12409	0.28139	0.08209	0.090196	0.10408	0.034761	0.042062	0.038505	0.29197	0.048275	0.076764	0.075476	0.051846	0.14253	0.032932
Meth__cg06508445__LOX	0.042491	0.071152	0.73351	0.046057	0.14612	0.033165	0.46512	0.055282	0.036365	0.27485	0.038632	0.043378	0.75242	0.031295	0.040587	0.054738	0.031426	0.047752	0.031607	0.044589	0.042546	0.59352	0.041612	0.041624	0.054816	0.036618	0.063585	0.064579	0.052496	0.027071	0.032857	0.072429	0.94573	0.96295	0.13432	0.044047	0.039815	0.057422	0.88359
Meth__cg15134628__MAPK12	0.092935	0.26078	0.074111	0.075926	0.18331	0.047721	0.067444	0.16453	0.048253	0.063685	0.065937	0.16213	0.79897	0.057928	0.069098	0.93067	0.092073	0.13954	0.039485	0.38843	0.65937	0.15473	0.51104	0.057199	0.11521	0.071042	0.10322	0.20457	0.28467	0.0623	0.042557	0.046279	0.08023	0.045148	0.13573	0.06581	0.05025	0.24169	0.081243
Meth__cg03856723__PRKACA	0.032447	0.65268	0.2998	0.77168	0.45647	0.15269	0.50155	0.10235	0.030987	0.3254	0.02183	0.77696	0.64144	0.4814	0.040245	0.11164	0.031434	0.23974	0.16736	0.65185	0.44084	0.70573	0.37741	0.31859	0.18741	0.59833	0.21288	0.36636	0.64016	0.027388	0.028534	0.21945	0.072468	0.11185	0.034742	0.19896	0.30181	0.38385	0.22329
Meth__cg05358291__CYP4F2	0.57188	0.13722	0.72968	0.64031	0.46048	0.081393	0.12984	0.33154	0.050121	0.2441	0.40592	0.77455	0.69082	0.10014	0.074021	0.28057	0.2285	0.20082	0.09047	0.63181	0.56098	0.79837	0.22862	0.6646	0.081698	0.34512	0.16457	0.157	0.17988	0.064066	0.065684	0.096183	0.63916	0.53585	0.17106	0.42674	0.2318	0.14172	0.21704
Meth__cg25559243__AAMP	0.040163	0.027229	0.038667	0.032017	0.033102	0.026677	0.0306	0.042126	0.025881	0.043215	0.026614	0.066364	0.045474	0.040446	0.033412	0.031345	0.018913	0.059556	0.025837	0.030353	0.028981	0.040407	0.058056	0.11218	0.072907	0.035813	0.098673	0.051881	0.033002	0.023864	0.031018	0.40352	0.030448	0.030137	0.030452	0.04433	0.030346	0.056784	0.038043
Meth__cg25376316__CA5B	0.75772	0.039274	0.97704	0.021369	0.51536	0.22563	0.023503	0.98297	0.040391	0.70498	0.02412	0.05472	0.60144	0.84478	0.026641	0.031438	0.03365	0.025929	0.81822	0.01886	0.029037	0.97868	0.02681	0.65165	0.61905	0.020981	0.13304	0.64606	0.073683	0.80907	0.025335	0.79145	0.71233	0.56987	0.030325	0.021429	0.96006	0.72351	0.93958
Meth__cg12555334__PSPH	0.12547	0.090641	0.15893	0.16953	0.30967	0.12875	0.33947	0.16148	0.13348	0.5726	0.055684	0.55274	0.11464	0.43027	0.13086	0.1296	0.11004	0.16032	0.060182	0.14156	0.11604	0.39003	0.37109	0.14838	0.10527	0.36048	0.12352	0.10059	0.22565	0.04937	0.10395	0.11426	0.17174	0.065294	0.19425	0.418	0.073542	0.20411	0.05608
Meth__cg08739282__DHX15	0.12469	0.042292	0.4711	0.50049	0.12653	0.48933	0.046873	0.38235	0.0625	0.089472	0.046218	0.042835	0.10297	0.10263	0.060571	0.067564	0.084394	0.044327	0.65187	0.12802	0.28605	0.4563	0.046396	0.099654	0.060981	0.30045	0.20309	0.33523	0.089732	0.080686	0.037906	0.071439	0.10417	0.025153	0.042045	0.056832	0.054792	0.10817	0.050974
Meth__cg27032352__C21orf94	0.40069	0.073468	0.06773	0.6167	0.29524	0.12116	0.39229	0.39763	0.27981	0.29751	0.16216	0.2605	0.20523	0.1362	0.23665	0.13492	0.20809	0.13134	0.12285	0.084989	0.10967	0.79298	0.12854	0.72462	0.11471	0.30802	0.17554	0.50315	0.29741	0.046252	0.098029	0.10968	0.58196	0.10033	0.23805	0.12384	0.31018	0.31198	0.23063
Meth__cg04109220__SPAG8	0.086256	0.07091	0.060033	0.10817	0.038447	0.80784	0.052857	0.040823	0.38782	0.070137	0.77513	0.20944	0.20324	0.03158	0.15414	0.041645	0.22081	0.14262	0.044312	0.24341	0.054078	0.050798	0.065784	0.043111	0.26696	0.049899	0.086824	0.14775	0.067876	0.058713	0.068831	0.10611	0.070529	0.26765	0.073458	0.088307	0.074079	0.12512	0.19056
Meth__cg07811750__CAMTA2	0.033398	0.031831	0.055496	0.034943	0.032316	0.031312	0.032992	0.03511	0.029144	0.039052	0.03218	0.037874	0.051606	0.018247	0.031724	0.028936	0.027001	0.074733	0.022086	0.035725	0.031828	0.040366	0.34109	0.03957	0.02909	0.039785	0.05353	0.055657	0.062623	0.033799	0.015064	0.034591	0.037837	0.025007	0.03293	0.04211	0.036696	0.11487	0.029039
Meth__cg15980408__TMEM22	0.96982	0.022495	0.29256	0.39452	0.70486	0.40434	0.9712	0.48668	0.02381	0.025169	0.27421	0.029066	0.95776	0.98131	0.32974	0.97526	0.020192	0.064066	0.017037	0.9778	0.96607	0.50882	0.46719	0.9579	0.064795	0.44553	0.45324	0.92311	0.053951	0.027043	0.02751	0.0194	0.96389	0.97334	0.93237	0.66194	0.5726	0.65937	0.77819
Meth__cg23287547__MYO5A	0.051966	0.094028	0.05802	0.44907	0.30091	0.03456	0.38716	0.05432	0.051921	0.066797	0.052166	0.27888	0.19912	0.19708	0.067834	0.046784	0.057179	0.10059	0.055425	0.43586	0.095746	0.80048	0.057017	0.30214	0.046869	0.15754	0.085841	0.91906	0.062951	0.05205	0.044198	0.047212	0.70927	0.11533	0.11702	0.057351	0.70972	0.6213	0.88453
Meth__cg25843439__OR10H3	0.87048	0.035321	0.23176	0.81629	0.36092	0.045064	0.4136	0.16733	0.033583	0.051634	0.15096	0.053454	0.30997	0.18148	0.032676	0.056381	0.038646	0.054831	0.035517	0.084145	0.15222	0.94387	0.054236	0.92452	0.053471	0.053347	0.1028	0.073627	0.062976	0.037414	0.055036	0.050711	0.35775	0.35718	0.095166	0.44472	0.13687	0.23031	0.058646
Meth__cg03380773__FLJ25169	0.16436	0.9387	0.96626	0.41613	0.61533	0.5884	0.9668	0.92833	0.021365	0.94337	0.40804	0.082732	0.92072	0.038682	0.26082	0.75082	0.030562	0.043463	0.046818	0.94403	0.94271	0.94354	0.93272	0.17417	0.34533	0.67906	0.032852	0.22062	0.73667	0.026866	0.028127	0.020328	0.65199	0.89358	0.045273	0.067969	0.55748	0.074763	0.80094
Meth__cg12733079__ZNF277	0.057821	0.035625	0.067384	0.050646	0.069294	0.056118	0.069671	0.10218	0.039298	0.054691	0.044134	0.13321	0.18911	0.037868	0.045321	0.048661	0.047387	0.10094	0.041498	0.063616	0.058926	0.46144	0.049607	0.11296	0.10261	0.065283	0.060265	0.073296	0.075632	0.054658	0.05148	0.044782	0.19257	0.049252	0.081547	0.080989	0.065974	0.07052	0.080195
Meth__cg01408383__PIGA	0.42426	0.12482	0.056582	0.038997	0.20437	0.030929	0.044776	0.047741	0.044816	0.40579	0.044561	0.045385	0.073741	0.43413	0.042131	0.042582	0.042979	0.31495	0.22273	0.03367	0.04479	0.35149	0.27357	0.38541	0.094785	0.034228	0.2986	0.34871	0.36099	0.43079	0.035303	0.38405	0.34331	0.026313	0.10003	0.30867	0.21259	0.42076	0.046629
Meth__cg15270950__TGFBR2	0.056836	0.060661	0.056596	0.04556	0.10357	0.049354	0.13341	0.064481	0.039374	0.05141	0.049588	0.026419	0.13991	0.046207	0.083937	0.052274	0.045159	0.087263	0.051608	0.07655	0.044483	0.74543	0.054293	0.11283	0.065194	0.056304	0.070962	0.12354	0.10673	0.04829	0.050891	0.046221	0.83948	0.88129	0.083639	0.070459	0.069516	0.45334	0.1008
Meth__cg17386185__GLYCTK	0.065569	0.064684	0.41598	0.5791	0.63356	0.1012	0.17306	0.089602	0.12093	0.2084	0.053343	0.52126	0.23754	0.12631	0.11206	0.386	0.045445	0.080121	0.086957	0.12296	0.1402	0.61595	0.16101	0.43057	0.068986	0.59343	0.14186	0.51058	0.13829	0.044369	0.45698	0.16493	0.65429	0.10966	0.15537	0.15328	0.10222	0.36056	0.097167
Meth__cg00893242__SND1	0.47134	0.55119	0.44271	0.20486	0.93601	0.59924	0.64764	0.173	0.79354	0.91343	0.037971	0.1686	0.83361	0.95665	0.61237	0.046504	0.033419	0.056331	0.71877	0.62563	0.77144	0.89534	0.19773	0.19591	0.096672	0.82118	0.12307	0.8847	0.48426	0.032127	0.024267	0.37208	0.15645	0.080059	0.355	0.076892	0.083493	0.83482	0.053104
Meth__cg00679738__FAM89A	0.83439	0.052309	0.064153	0.032909	0.54516	0.02266	0.9787	0.19963	0.020253	0.96884	0.022584	0.03139	0.035965	0.9452	0.024737	0.016925	0.016553	0.060236	0.2318	0.017088	0.028619	0.93125	0.021613	0.97369	0.031088	0.017306	0.22898	0.96588	0.05351	0.033076	0.027087	0.12137	0.011396	0.49252	0.77447	0.024844	0.81123	0.034642	0.64755
Meth__cg14290291__FLJ14346	0.33255	0.31131	0.85103	0.7444	0.29044	0.058838	0.16883	0.067331	0.58199	0.58522	0.043189	0.93611	0.16594	0.92389	0.55084	0.10055	0.068959	0.11206	0.27938	0.59682	0.41146	0.36889	0.64319	0.88753	0.12643	0.44022	0.13236	0.32494	0.43768	0.048229	0.056747	0.070885	0.77447	0.048553	0.26317	0.81094	0.12102	0.65187	0.051987
Meth__cg07158339__FXN	0.10376	0.14657	0.47926	0.44118	0.13705	0.10409	0.45611	0.82871	0.13688	0.16437	0.10883	0.50919	0.35349	0.063541	0.11981	0.19838	0.4138	0.08179	0.21145	0.34596	0.20932	0.054608	0.073143	0.21592	0.32491	0.21433	0.14535	0.27323	0.2651	0.05895	0.061714	0.075778	0.47563	0.18273	0.13959	0.078249	0.084704	0.45251	0.15442
Meth__cg23503501__RIBC2	0.060055	0.094974	0.044818	0.040833	0.027809	0.33056	0.046689	0.48071	0.038957	0.042076	0.047087	0.090665	0.14866	0.031741	0.030672	0.33503	0.031644	0.053699	0.060678	0.50067	0.041824	0.30391	0.55301	0.36515	0.058598	0.036693	0.061182	0.065549	0.19894	0.03548	0.14301	0.064183	0.03631	0.02599	0.083089	0.037592	0.063898	0.10301	0.5522
Meth__cg20775840__G3BP	0.33315	0.76461	0.89491	0.61046	0.78393	0.043801	0.87326	0.039554	0.0669	0.87586	0.055963	0.31121	0.76442	0.91648	0.093758	0.17264	0.043532	0.14576	0.042279	0.8994	0.90585	0.85296	0.4735	0.48735	0.079699	0.88473	0.19061	0.11338	0.4335	0.04326	0.083685	0.23971	0.88254	0.71747	0.16407	0.20226	0.42057	0.81331	0.71216
Meth__cg11016745__FLJ25444	0.50807	0.39266	0.092723	0.068763	0.36316	0.063544	0.089416	0.061556	0.075526	0.52786	0.065891	0.44854	0.47152	0.17161	0.070371	0.056742	0.083213	0.23874	0.3569	0.053874	0.078005	0.48636	0.50887	0.48478	0.11789	0.41351	0.54872	0.45604	0.43484	0.50545	0.07216	0.30123	0.59328	0.036803	0.19816	0.4557	0.29262	0.55365	0.064069
Meth__cg03167275__CXADR	0.054828	0.066197	0.22562	0.052805	0.29368	0.086342	0.079974	0.077376	0.056392	0.44429	0.096213	0.067061	0.092291	0.043455	0.059087	0.067486	0.062356	0.073852	0.59917	0.10243	0.19546	0.16075	0.10562	0.074668	0.14597	0.043237	0.078301	0.083742	0.081477	0.07698	0.046956	0.092662	0.05923	0.043437	0.07334	0.064317	0.039805	0.11203	0.055588
Meth__cg08675664__ALDH7A1	0.14198	0.066356	0.88185	0.060548	0.12573	0.050203	0.061157	0.70032	0.055282	0.064831	0.072447	0.026134	0.38095	0.18011	0.060894	0.058953	0.05799	0.11351	0.071636	0.091446	0.061238	0.099011	0.063634	0.095934	0.12685	0.059311	0.090109	0.10335	0.051032	0.057728	0.052565	0.11879	0.11198	0.31554	0.068857	0.063204	0.064608	0.34641	0.090936
Meth__cg15365950__KLHDC1	0.033367	0.034713	0.040835	0.021865	0.021175	0.032087	0.041749	0.043146	0.028827	0.036171	0.028681	0.048659	0.56367	0.023198	0.041024	0.59057	0.025064	0.11691	0.027092	0.027783	0.032284	0.10084	0.037108	0.04109	0.083876	0.033454	0.052477	0.16685	0.070894	0.024751	0.031263	0.028075	0.39443	0.025764	0.049623	0.037601	0.037982	0.15314	0.036765
Meth__cg09870606__GLG1	0.13045	0.080949	0.28684	0.34278	0.18818	0.099927	0.18258	0.098138	0.1057	0.374	0.11863	0.13169	0.23763	0.086454	0.10824	0.11495	0.10557	0.11923	0.10173	0.12149	0.11774	0.72046	0.084783	0.091373	0.15275	0.15061	0.18423	0.13702	0.20297	0.073864	0.094824	0.11365	0.10367	0.097942	0.097418	0.11654	0.098542	0.22585	0.16468
Meth__cg05840553__LRSAM1	0.03545	0.034102	0.036471	0.037754	0.053783	0.084672	0.17504	0.033333	0.033345	0.22983	0.027688	0.27767	0.065823	0.37016	0.064339	0.044718	0.062293	0.232	0.03523	0.043027	0.033506	0.10984	0.41865	0.12137	0.059263	0.085908	0.38478	0.14447	0.11307	0.035631	0.027473	0.034806	0.036389	0.039464	0.037555	0.19606	0.037779	0.10265	0.035625
Meth__cg10000775__PDLIM3	0.10085	0.07331	0.53332	0.067343	0.049562	0.074074	0.20677	0.067272	0.059976	0.086449	0.068777	0.093427	0.13169	0.055191	0.064978	0.082386	0.064437	0.12872	0.063937	0.43301	0.083037	0.27536	0.072275	0.10832	0.28458	0.063634	0.12175	0.40714	0.1021	0.055893	0.054282	0.041337	0.13616	0.077404	0.17207	0.078433	0.097419	0.16984	0.066831
Meth__cg25063710__BRWD3	0.3396	0.066733	0.083972	0.073797	0.062558	0.032841	0.05427	0.18571	0.050415	0.42316	0.063252	0.11325	0.12211	0.065705	0.059703	0.29202	0.2202	0.10077	0.059633	0.052386	0.049964	0.20524	0.073634	0.3275	0.077142	0.084242	0.14484	0.22767	0.18183	0.060339	0.031734	0.12088	0.097219	0.08	0.14351	0.27142	0.097953	0.24482	0.10161
