Cell lines	600MPE	AU565	BT20	BT474	BT483	BT549	CAMA1	HBL100	HCC1143	HCC1187	HCC1428	HCC1569	HCC1937	HCC1954	HCC202	HCC2185	HCC3153	HCC38	HCC70	HS578T	MCF7	MDAMB157	MDAMB231	MDAMB361	MDAMB415	MDAMB436	MDAMB453	MDAMB468	SKBR3	SUM1315MO2	SUM149PT	SUM159PT	SUM185PE	SUM225CWN	SUM44PE	SUM52PE	T47D	UACC812
Meth__cg00728317__MT1F	0.11482	0.48127	0.1218	0.3621	0.11283	0.65832	0.25875	0.60039	0.59386	0.095978	0.089356	0.083282	0.46402	0.15081	0.063354	0.10117	0.75039	0.1101	0.12838	0.43844	0.23577	0.53635	0.8043	0.5699	0.12068	0.12259	0.14442	0.1324	0.16908	0.12551	0.085827	0.11138	0.28344	0.1933	0.139	0.25128	0.25127	0.13418
Meth__cg00698688__SULT2B1	0.026749	0.020386	0.017551	0.024451	0.017886	0.96551	0.020559	0.80999	0.022452	0.021309	0.022924	0.60353	0.024925	0.038878	0.015445	0.022802	0.39257	0.89617	0.020876	0.073799	0.030008	0.92752	0.94436	0.037161	0.04262	0.94319	0.052209	0.032149	0.14658	0.26893	0.047579	0.50361	0.037671	0.017136	0.0229	0.32866	0.12898	0.023746
Meth__cg15958424__ACPP	0.081619	0.054936	0.099589	0.057897	0.17052	0.64915	0.11261	0.43897	0.42689	0.081173	0.22954	0.41355	0.24419	0.11825	0.11656	0.084071	0.36306	0.81598	0.088472	0.64299	0.060295	0.38604	0.70139	0.094867	0.20242	0.67435	0.15679	0.12348	0.13556	0.82287	0.091768	0.43041	0.64435	0.058362	0.090013	0.21919	0.13085	0.14562
Meth__cg09937039__BATF	0.052232	0.043691	0.05304	0.041803	0.05822	0.35128	0.070551	0.94556	0.96718	0.82424	0.048704	0.89918	0.073694	0.081862	0.6954	0.63978	0.94482	0.94856	0.054771	0.30425	0.051861	0.91751	0.84057	0.11645	0.085787	0.8596	0.52979	0.062211	0.055943	0.66511	0.95144	0.74989	0.93443	0.032702	0.057671	0.27885	0.18147	0.044647
Meth__cg09967877__SYT12	0.025161	0.024028	0.046988	0.031161	0.042502	0.42293	0.042959	0.95275	0.96831	0.031525	0.031037	0.17665	0.40282	0.077616	0.019046	0.038019	0.83445	0.035141	0.12787	0.055234	0.030394	0.91797	0.32507	0.5612	0.026786	0.85579	0.0358	0.030296	0.47117	0.14314	0.016036	0.1659	0.78782	0.013449	0.022189	0.66579	0.086122	0.035828
Meth__cg16388829__ARID5A	0.053118	0.30897	0.05975	0.091662	0.26624	0.04702	0.051537	0.032258	0.050471	0.043811	0.056405	0.57009	0.033631	0.74738	0.49406	0.41843	0.54024	0.044831	0.077749	0.037486	0.048227	0.047749	0.16522	0.057369	0.067573	0.045308	0.096611	0.056831	0.16621	0.04896	0.044661	0.050133	0.047183	0.046182	0.59167	0.95505	0.069933	0.59149
Meth__cg19632206__FAM5C	0.092721	0.070135	0.10457	0.10611	0.064654	0.5951	0.11245	0.32298	0.59318	0.076529	0.11617	0.2313	0.14534	0.1777	0.039736	0.054874	0.26242	0.31917	0.1565	0.33218	0.14966	0.15407	0.46397	0.093381	0.25091	0.66202	0.13924	0.13479	0.10808	0.40976	0.11321	0.35144	0.3118	0.07333	0.11866	0.10159	0.10894	0.057143
Meth__cg03852144__GLRX	0.82227	0.10375	0.24038	0.86535	0.89732	0.89228	0.88177	0.066242	0.82952	0.90505	0.90034	0.82608	0.67557	0.22092	0.92342	0.81333	0.08067	0.081431	0.59895	0.06061	0.66304	0.070822	0.1626	0.53707	0.28602	0.058526	0.81013	0.37657	0.17963	0.053341	0.061656	0.076272	0.03454	0.19099	0.90305	0.88381	0.78284	0.89972
Meth__cg17710288__NPM3	0.11016	0.1261	0.21759	0.10602	0.11027	0.054491	0.10861	0.2294	0.057854	0.091743	0.13579	0.1747	0.15485	0.80216	0.11579	0.23987	0.098165	0.10227	0.15493	0.11954	0.07354	0.072596	0.071213	0.06584	0.19888	0.057914	0.14697	0.13413	0.18954	0.076607	0.084053	0.093909	0.093259	0.70425	0.16251	0.090115	0.11316	0.11169
Meth__cg20437604__ANXA9	0.05644	0.13078	0.058012	0.20498	0.041987	0.81214	0.037814	0.74165	0.84478	0.12038	0.042474	0.13045	0.13139	0.14321	0.11878	0.12825	0.80871	0.70035	0.18259	0.33489	0.066515	0.75054	0.54806	0.093732	0.15435	0.84822	0.26852	0.074884	0.11126	0.80612	0.85484	0.18334	0.14094	0.34071	0.054588	0.047857	0.049197	0.061701
Meth__cg17925542__IDH2	0.051405	0.03767	0.09939	0.044125	0.034412	0.48989	0.051442	0.30638	0.10616	0.05074	0.031579	0.074811	0.060327	0.17516	0.039205	0.029297	0.24193	0.083802	0.10188	0.46357	0.066522	0.045341	0.65163	0.037749	0.094133	0.30505	0.10479	0.046064	0.04765	0.039095	0.25348	0.040781	0.33063	0.032346	0.031964	0.028984	0.064945	0.033591
Meth__cg10163825__C16orf25	0.046491	0.082308	0.92063	0.084318	0.037719	0.97072	0.072378	0.96814	0.91759	0.12447	0.090737	0.91888	0.96899	0.6019	0.44106	0.12425	0.79994	0.49011	0.30667	0.94158	0.070051	0.94714	0.80063	0.3139	0.06418	0.84752	0.10541	0.70771	0.1375	0.26326	0.19038	0.45243	0.48138	0.24411	0.48082	0.81978	0.086415	0.047196
Meth__cg19114595__DIRAS3	0.58928	0.060057	0.096991	0.068146	0.91111	0.93621	0.070059	0.95178	0.95009	0.041533	0.056083	0.44344	0.079903	0.091007	0.052196	0.32712	0.91493	0.055709	0.12767	0.20243	0.67686	0.59852	0.91383	0.19599	0.092222	0.49959	0.868	0.055924	0.062125	0.55412	0.57431	0.62636	0.64763	0.04936	0.051323	0.2858	0.090771	0.061554
Meth__cg05461841__LOC124220	0.033648	0.033748	0.12145	0.041517	0.023088	0.58875	0.028438	0.76622	0.33093	0.03767	0.030119	0.18722	0.3864	0.83042	0.036252	0.033631	0.51852	0.55548	0.018457	0.48161	0.072588	0.86547	0.49481	0.027432	0.047399	0.73347	0.054307	0.42925	0.057189	0.31228	0.088952	0.043283	0.025832	0.025407	0.02778	0.032073	0.049677	0.046297
Meth__cg12712746__SAMM50	0.05554	0.046173	0.06541	0.056734	0.052316	0.041782	0.56233	0.031836	0.054415	0.040353	0.06401	0.059616	0.040172	0.10883	0.071887	0.053643	0.054724	0.041278	0.18697	0.037574	0.06165	0.049504	0.052684	0.064396	0.10901	0.054129	0.090593	0.047131	0.085855	0.048864	0.041107	0.050572	0.030616	0.052171	0.04923	0.059651	0.073201	0.060567
Meth__cg06771126__HOP	0.068534	0.053374	0.11824	0.065886	0.054899	0.64613	0.075747	0.57143	0.77335	0.082645	0.11475	0.86212	0.29557	0.20381	0.049344	0.080456	0.80806	0.8677	0.13213	0.37394	0.075432	0.63444	0.77298	0.078845	0.11586	0.91792	0.16674	0.14297	0.075488	0.21757	0.16549	0.84844	0.34346	0.04012	0.077179	0.56496	0.2	0.11584
Meth__cg06194808__MGC9712	0.039015	0.030417	0.039933	0.047525	0.028877	0.95859	0.040862	0.93981	0.89272	0.036961	0.039881	0.59916	0.095047	0.1619	0.034433	0.039735	0.048879	0.96215	0.046484	0.96763	0.03651	0.94484	0.82698	0.038014	0.057174	0.96917	0.089286	0.068663	0.11732	0.11915	0.12042	0.92606	0.12147	0.035145	0.63898	0.058457	0.070543	0.047601
Meth__cg22764925__GGT1	0.060804	0.040526	0.065816	0.04761	0.070107	0.7483	0.051214	0.41667	0.15136	0.072914	0.078281	0.05595	0.064481	0.072193	0.031414	0.054978	0.098699	0.92937	0.085091	0.23331	0.090104	0.13829	0.11045	0.051629	0.069589	0.8984	0.096655	0.067929	0.062972	0.87777	0.44626	0.076552	0.24925	0.051378	0.070046	0.23052	0.13641	0.12642
Meth__cg02238826__B3GNT5	0.88831	0.47428	0.047296	0.49382	0.95198	0.040686	0.95168	0.062241	0.02755	0.046354	0.23538	0.041575	0.034122	0.058033	0.88269	0.085025	0.034119	0.034444	0.075778	0.056468	0.34655	0.043472	0.064395	0.048823	0.092238	0.046792	0.36184	0.047648	0.52098	0.045399	0.033797	0.051216	0.049473	0.033948	0.92488	0.96361	0.83149	0.59868
Meth__cg23214764__PRSS23	0.071324	0.81117	0.11693	0.12492	0.95764	0.062625	0.81121	0.083537	0.055836	0.32516	0.87849	0.60011	0.18624	0.60655	0.29312	0.23597	0.050302	0.045104	0.16567	0.033861	0.1274	0.092856	0.077997	0.099317	0.099866	0.068078	0.09123	0.25875	0.69641	0.034932	0.52503	0.90554	0.92175	0.3845	0.96957	0.057084	0.088005	0.07065
Meth__cg01942127__CACNA1D	0.026735	0.019119	0.69214	0.025508	0.023464	0.96134	0.098449	0.73465	0.96152	0.52563	0.031425	0.60306	0.39044	0.70583	0.16988	0.37221	0.63042	0.67275	0.3584	0.083118	0.038542	0.56087	0.92015	0.42076	0.027828	0.8679	0.078677	0.96627	0.034138	0.077914	0.28179	0.091375	0.54729	0.04831	0.027634	0.097849	0.049678	0.034957
Meth__cg11465163__DIRAS3	0.47609	0.06072	0.11967	0.093347	0.90494	0.93095	0.13692	0.67295	0.9565	0.059287	0.11851	0.31337	0.13374	0.15741	0.046408	0.18689	0.7676	0.064369	0.24141	0.4082	0.62443	0.21475	0.88533	0.24476	0.21985	0.26922	0.89606	0.07436	0.085516	0.47171	0.42907	0.51041	0.5962	0.06135	0.10663	0.38943	0.43227	0.10438
Meth__cg12999109__ASAH3	0.1046	0.038674	0.17023	0.053287	0.03652	0.92898	0.075771	0.90875	0.92298	0.064464	0.042691	0.80096	0.39293	0.37811	0.052974	0.063894	0.88193	0.94787	0.1373	0.70766	0.079126	0.92101	0.86271	0.063345	0.14187	0.93307	0.24839	0.077272	0.075923	0.9203	0.44319	0.94559	0.043162	0.046024	0.036807	0.049245	0.11597	0.053438
Meth__cg04452713__DST	0.12625	0.64237	0.53421	0.57753	0.82961	0.054087	0.6556	0.096432	0.04578	0.85954	0.086442	0.889	0.096876	0.72735	0.54049	0.61844	0.25062	0.079738	0.17166	0.049745	0.56151	0.41634	0.15861	0.71058	0.20393	0.074074	0.81098	0.7219	0.51571	0.05891	0.063647	0.060396	0.89734	0.38762	0.80986	0.80687	0.39889	0.64529
Meth__cg08980578__KCNK6	0.052421	0.0447	0.3556	0.29239	0.035123	0.67341	0.051334	0.10741	0.96312	0.070294	0.041792	0.04981	0.82971	0.13202	0.20894	0.067288	0.31506	0.30451	0.069226	0.055813	0.04993	0.4554	0.64351	0.38255	0.045137	0.24224	0.52792	0.8582	0.071906	0.04988	0.073424	0.056481	0.093217	0.062155	0.074327	0.11978	0.14196	0.067559
Meth__cg11078738__ANTXR1	0.062496	0.049723	0.046373	0.063115	0.046764	0.044273	0.056383	0.035507	0.050796	0.044985	0.05141	0.057561	0.031034	0.14411	0.057107	0.047127	0.041285	0.055513	0.15517	0.052283	0.15928	0.054385	0.081331	0.052523	0.083559	0.047878	0.17057	0.048457	0.072223	0.044699	0.042844	0.049589	0.044607	0.048535	0.38194	0.079085	0.071491	0.062463
Meth__cg20367961__EDN2	0.056359	0.051505	0.10835	0.072609	0.23695	0.65201	0.050534	0.90969	0.19795	0.036938	0.10127	0.77935	0.20644	0.32688	0.034867	0.051388	0.34326	0.5923	0.10634	0.84114	0.10921	0.89922	0.78352	0.074444	0.10997	0.90247	0.15478	0.076064	0.063587	0.42947	0.05472	0.5225	0.8427	0.090328	0.044393	0.14629	0.17677	0.15613
Meth__cg20576597__C21orf29	0.067139	0.045441	0.055547	0.053281	0.043983	0.35809	0.049082	0.47928	0.31696	0.05339	0.039779	0.28866	0.095109	0.17717	0.035606	0.037832	0.66102	0.12817	0.076881	0.053008	0.045291	0.83588	0.40722	0.045869	0.063426	0.44075	0.16555	0.06929	0.080703	0.060166	0.26799	0.32285	0.13511	0.03951	0.10846	0.44812	0.1437	0.045718
Meth__cg00615377__RBM9	0.079363	0.067375	0.20395	0.17169	0.75395	0.035771	0.74465	0.080727	0.061351	0.082116	0.26139	0.80537	0.12495	0.13155	0.10121	0.12263	0.056203	0.055706	0.091474	0.06266	0.39959	0.06016	0.1074	0.11435	0.074634	0.0665	0.74337	0.068824	0.13734	0.070647	0.067497	0.059602	0.30949	0.050363	0.13364	0.16064	0.12472	0.7657
Meth__cg24273512__POPDC3	0.058423	0.10669	0.066925	0.28016	0.21233	0.094951	0.33961	0.082869	0.061762	0.089759	0.11912	0.066662	0.34334	0.14257	0.084502	0.21589	0.063785	0.056136	0.13315	0.055764	0.071042	0.052989	0.13661	0.060218	0.15318	0.055614	0.43011	0.059496	0.24714	0.052905	0.051323	0.17768	0.29166	0.073963	0.91269	0.068038	0.10855	0.11652
Meth__cg03000846__RAC3	0.03887	0.052198	0.84693	0.79613	0.167	0.8844	0.25557	0.97373	0.38286	0.2407	0.49661	0.028168	0.95977	0.59755	0.33858	0.21708	0.45242	0.63124	0.56206	0.9526	0.61985	0.96952	0.94933	0.93265	0.32386	0.96502	0.057362	0.96197	0.18263	0.52379	0.61736	0.97042	0.50434	0.44618	0.026581	0.01872	0.1515	0.5172
Meth__cg10071275__MYT1	0.12511	0.092764	0.36478	0.10019	0.10137	0.85357	0.13432	0.83445	0.83154	0.84456	0.11294	0.84276	0.94948	0.19941	0.11955	0.57546	0.47015	0.66379	0.18482	0.45813	0.21422	0.75672	0.70847	0.10562	0.15698	0.64361	0.19864	0.37299	0.13973	0.25298	0.42164	0.35501	0.16273	0.093689	0.11483	0.10277	0.16352	0.14533
Meth__cg17339202__SYNC1	0.037486	0.054858	0.046799	0.055413	0.050146	0.85412	0.050583	0.26569	0.38842	0.15179	0.054625	0.76055	0.49087	0.082842	0.025333	0.19659	0.24633	0.13737	0.052632	0.33835	0.11572	0.61551	0.049193	0.066806	0.087162	0.91142	0.075645	0.16391	0.12037	0.7511	0.47537	0.45354	0.055477	0.035276	0.064851	0.037457	0.11196	0.074132
Meth__cg08296824__OSBPL3	0.059198	0.072006	0.07041	0.38759	0.057762	0.054956	0.58115	0.039791	0.053581	0.055152	0.059854	0.049535	0.03295	0.068639	0.27268	0.062568	0.053468	0.057462	0.096723	0.052325	0.39058	0.060407	0.10572	0.068429	0.10274	0.064651	0.10265	0.064403	0.083671	0.051688	0.05802	0.06219	0.056839	0.061716	0.8311	0.056051	0.081385	0.067113
Meth__cg16967583__AGXT	0.061093	0.034182	0.042645	0.056478	0.046725	0.66809	0.12653	0.3773	0.20629	0.054644	0.26955	0.077525	0.20632	0.13025	0.052623	0.04618	0.1418	0.077208	0.12229	0.045708	0.23803	0.80132	0.32975	0.19917	0.088778	0.45087	0.16264	0.066459	0.083106	0.49279	0.046267	0.041965	0.1405	0.04256	0.37796	0.047842	0.22055	0.059493
Meth__cg09038676__GSTP1	0.043922	0.92905	0.91913	0.93821	0.13064	0.033425	0.93675	0.040549	0.027828	0.035013	0.38267	0.031564	0.8879	0.85315	0.95869	0.26543	0.067148	0.03407	0.67467	0.03345	0.93295	0.052318	0.67868	0.93284	0.10845	0.045536	0.88543	0.70632	0.83557	0.032769	0.021812	0.025145	0.026119	0.73975	0.95422	0.94835	0.5424	0.91433
Meth__cg13797031__NIPSNAP1	0.5637	0.30544	0.069249	0.17869	0.1057	0.81447	0.13538	0.83887	0.31271	0.078127	0.069126	0.20315	0.29126	0.44172	0.18712	0.082022	0.8179	0.75479	0.21006	0.45843	0.12418	0.088822	0.78506	0.36818	0.25278	0.82216	0.16741	0.77144	0.26347	0.35866	0.044663	0.82051	0.15173	0.15	0.083258	0.18906	0.19834	0.054777
Meth__cg24798047__GOLT1A	0.072984	0.036708	0.71993	0.72257	0.079727	0.81308	0.041119	0.65836	0.28333	0.098394	0.17523	0.83562	0.85425	0.21446	0.04133	0.14359	0.49943	0.55411	0.80224	0.4827	0.074518	0.83995	0.80353	0.22128	0.20157	0.68445	0.065789	0.8336	0.14739	0.35135	0.83626	0.28397	0.70635	0.17797	0.54737	0.13073	0.095624	0.21359
Meth__cg08569678__LY6K	0.79822	0.22158	0.069342	0.8864	0.86349	0.039585	0.86276	0.070053	0.071613	0.056811	0.90052	0.79834	0.035944	0.12366	0.81614	0.46143	0.056896	0.072963	0.23339	0.043153	0.88424	0.041467	0.071037	0.88314	0.37056	0.048084	0.84173	0.067623	0.33484	0.060388	0.047138	0.056778	0.90518	0.037799	0.83993	0.92339	0.50023	0.89234
Meth__cg26616347__IRF5	0.14677	0.058382	0.38473	0.33128	0.43503	0.81039	0.2491	0.9133	0.84899	0.12392	0.13907	0.73231	0.76733	0.31242	0.046891	0.10286	0.31604	0.29645	0.098395	0.1091	0.1771	0.47389	0.46016	0.18779	0.094738	0.63628	0.11156	0.28777	0.06692	0.60522	0.12047	0.055207	0.62283	0.041242	0.4902	0.19644	0.17922	0.58015
Meth__cg15271616__RUSC2	0.13098	0.49391	0.059176	0.9521	0.29554	0.04772	0.72587	0.17638	0.024892	0.28476	0.087952	0.064239	0.17224	0.91622	0.97798	0.8458	0.054902	0.063948	0.075962	0.041457	0.91038	0.075623	0.067387	0.96119	0.10173	0.050982	0.9484	0.075115	0.10792	0.054537	0.065008	0.5604	0.97325	0.47193	0.29902	0.25968	0.14849	0.67134
Meth__cg06119575__TAL2	0.10012	0.072806	0.39277	0.062783	0.063225	0.89841	0.10781	0.66314	0.92706	0.25943	0.078993	0.83141	0.69468	0.63483	0.064909	0.23555	0.72825	0.91111	0.27867	0.52593	0.13725	0.87936	0.79581	0.070991	0.17377	0.84072	0.35539	0.74282	0.14488	0.87783	0.85709	0.84144	0.072355	0.075314	0.1918	0.12467	0.31347	0.13239
Meth__cg08586737__GCC1	0.22497	0.097887	0.47806	0.17627	0.09746	0.51512	0.54257	0.74592	0.72456	0.064887	0.088071	0.38198	0.30756	0.19653	0.056241	0.083382	0.17716	0.15802	0.11888	0.26003	0.095822	0.39883	0.70391	0.63229	0.14851	0.74307	0.49682	0.66328	0.13532	0.098214	0.26986	0.57096	0.16485	0.10376	0.79957	0.19159	0.13078	0.15561
Meth__cg12460541__ITPKA	0.086971	0.31449	0.27609	0.33016	0.27022	0.073839	0.26904	0.13637	0.063574	0.090341	0.20612	0.090561	0.12788	0.50565	0.078703	0.1033	0.31334	0.085232	0.092911	0.086451	0.08779	0.12333	0.087548	0.074908	0.13165	0.069342	0.10755	0.1159	0.30269	0.069446	0.06724	0.087482	0.077026	0.076198	0.25019	0.37781	0.2009	0.13387
Meth__cg04536922__FAM13A1	0.10051	0.067725	0.81703	0.37995	0.29121	0.061286	0.31308	0.27727	0.085555	0.12965	0.15213	0.062235	0.064948	0.24738	0.35414	0.12451	0.085069	0.069641	0.15274	0.092938	0.15221	0.081577	0.13272	0.09634	0.29346	0.11694	0.5358	0.1127	0.14723	0.041696	0.075864	0.079231	0.14717	0.092333	0.63649	0.12459	0.29459	0.44957
Meth__cg06747888__TBR1	0.34451	0.14694	0.9166	0.11045	0.068479	0.91287	0.10154	0.65566	0.91489	0.30024	0.086213	0.87401	0.8873	0.92516	0.093604	0.21282	0.89441	0.69516	0.29074	0.8852	0.084	0.89432	0.80047	0.066035	0.10285	0.9492	0.1454	0.88725	0.13495	0.93282	0.15766	0.90857	0.62492	0.15039	0.091371	0.53994	0.13363	0.11234
Meth__cg12261786__C10orf116	0.055192	0.076407	0.2946	0.086654	0.25183	0.79058	0.059696	0.86371	0.35098	0.39952	0.095511	0.85332	0.32231	0.23151	0.1329	0.33418	0.60708	0.31703	0.51424	0.80352	0.49166	0.85601	0.80206	0.08272	0.13706	0.86623	0.26357	0.18919	0.13282	0.77301	0.71877	0.81028	0.72281	0.040245	0.064122	0.046875	0.096252	0.065994
Meth__cg26333591__PTPN4	0.04904	0.080538	0.31707	0.063318	0.090095	0.047954	0.11101	0.037702	0.051223	0.65876	0.055955	0.058253	0.049081	0.1523	0.060857	0.54686	0.041267	0.044567	0.13197	0.51125	0.047146	0.051476	0.058335	0.049879	0.11094	0.035657	0.10975	0.047284	0.13321	0.034571	0.037096	0.06418	0.66797	0.069442	0.084481	0.10252	0.082494	0.040389
Meth__cg25488206__RBM9	0.084582	0.09994	0.071466	0.064376	0.78919	0.037693	0.82889	0.055631	0.035925	0.066058	0.28147	0.88381	0.066496	0.095462	0.053662	0.067146	0.055365	0.060377	0.062629	0.036458	0.58167	0.054122	0.083587	0.080861	0.060621	0.052391	0.93672	0.062047	0.10394	0.058769	0.043314	0.062231	0.18055	0.027162	0.080233	0.19939	0.12041	0.75208
Meth__cg03773789__GLI4	0.047175	0.1268	0.037782	0.07998	0.03024	0.093429	0.05518	0.14437	0.95072	0.055312	0.054418	0.045709	0.39501	0.13653	0.022428	0.042707	0.11725	0.04112	0.050319	0.026402	0.039933	0.16666	0.063796	0.071883	0.065343	0.093566	0.097955	0.18022	0.051528	0.073171	0.046934	0.092534	0.77808	0.027138	0.035102	0.42018	0.09739	0.032756
Meth__cg24949488__DNTT	0.42372	0.096279	0.2155	0.84817	0.75592	0.08372	0.35639	0.11837	0.83895	0.67981	0.66379	0.2809	0.17602	0.35968	0.097555	0.39049	0.096892	0.71303	0.16543	0.053589	0.4392	0.060641	0.085451	0.32687	0.074141	0.065613	0.20078	0.10979	0.20579	0.033616	0.10259	0.032597	0.34705	0.1453	0.81531	0.2166	0.048182	0.83443
Meth__cg21550442__FLJ36445	0.11427	0.08404	0.069588	0.084946	0.10408	0.92644	0.10117	0.62181	0.89144	0.47491	0.063995	0.11029	0.80191	0.16644	0.029705	0.45181	0.16906	0.89634	0.10795	0.80866	0.10033	0.94977	0.73665	0.072196	0.15833	0.85023	0.10155	0.090735	0.11052	0.87527	0.064078	0.87784	0.1112	0.053738	0.11022	0.07996	0.18507	0.089698
Meth__cg03139057__DLL3	0.023566	0.016275	0.45102	0.053216	0.023754	0.87786	0.14077	0.92702	0.92098	0.080528	0.041389	0.63066	0.59284	0.66999	0.016933	0.052819	0.79745	0.50525	0.062588	0.064459	0.2523	0.94119	0.87085	0.060748	0.071511	0.93025	0.072545	0.38159	0.020128	0.81329	0.04417	0.058207	0.14191	0.019963	0.075156	0.76187	0.045556	0.028345
Meth__cg03548857__FFAR2	0.079875	0.087769	0.13936	0.080786	0.10593	0.77832	0.081151	0.80822	0.817	0.11076	0.079142	0.84925	0.76767	0.50164	0.080051	0.1227	0.89507	0.94083	0.14705	0.086095	0.15012	0.28511	0.69346	0.095972	0.10841	0.84676	0.16752	0.81975	0.099801	0.88278	0.49872	0.64525	0.2088	0.056999	0.14482	0.22451	0.24822	0.083093
Meth__cg13490971__NDFIP1	0.07186	0.14525	0.65636	0.61765	0.57782	0.19291	0.39272	0.13055	0.32298	0.4173	0.44005	0.18803	0.39472	0.11669	0.8337	0.383	0.088882	0.28516	0.22274	0.060597	0.33453	0.1526	0.24188	0.31288	0.083458	0.085498	0.38873	0.13691	0.22737	0.04406	0.05684	0.15751	0.34048	0.36631	0.7973	0.12589	0.17895	0.13304
Meth__cg02787991__SECTM1	0.039954	0.18488	0.081188	0.026153	0.15645	0.96814	0.042584	0.96223	0.044024	0.074472	0.031037	0.049332	0.92143	0.47398	0.059169	0.15186	0.97851	0.039412	0.088431	0.75888	0.97566	0.65454	0.10961	0.045131	0.050306	0.11657	0.044211	0.06441	0.34759	0.93727	0.14753	0.032048	0.4267	0.028649	0.033989	0.032564	0.08004	0.048461
Meth__cg10539507__NKX6-1	0.27448	0.059019	0.093273	0.63065	0.5291	0.069356	0.90672	0.081392	0.089657	0.080843	0.083427	0.33274	0.171	0.10072	0.61389	0.094412	0.073412	0.070549	0.38882	0.088565	0.9059	0.076323	0.55903	0.68216	0.17453	0.079715	0.84223	0.074812	0.10935	0.047027	0.056732	0.092968	0.071326	0.22086	0.93256	0.66851	0.58932	0.90158
Meth__cg17420360__FLJ13236	0.01805	0.012955	0.029971	0.018376	0.015875	0.45266	0.016365	0.92331	0.027105	0.028583	0.020987	0.88824	0.021291	0.49849	0.013278	0.020759	0.80169	0.020878	0.025942	0.030721	0.02198	0.94908	0.040915	0.019137	0.025531	0.27043	0.034392	0.032919	0.01484	0.48062	0.023148	0.017223	0.019322	0.015727	0.0097791	0.24063	0.043576	0.020327
Meth__cg22199080__CENTG1	0.23625	0.061486	0.10872	0.094972	0.058438	0.61599	0.10154	0.20041	0.64392	0.097616	0.086269	0.17566	0.25413	0.098611	0.0721	0.10102	0.35797	0.10244	0.14007	0.1412	0.065632	0.20687	0.22008	0.070071	0.14533	0.73584	0.12767	0.1247	0.10867	0.067304	0.38455	0.12751	0.055906	0.049982	0.11351	0.07832	0.091163	0.070947
Meth__cg16584911__KIAA0828	0.087701	0.090017	0.10677	0.086627	0.06645	0.085049	0.092013	0.040011	0.060132	0.090004	0.098036	0.090602	0.06975	0.10702	0.15511	0.09951	0.0818	0.089771	0.10482	0.076472	0.097191	0.098097	0.07521	0.090355	0.095944	0.085608	0.11	0.081118	0.11141	0.094241	0.099482	0.098977	0.067572	0.09597	0.058029	0.062517	0.072701	0.085361
Meth__cg27285599__FLJ13841	0.056612	0.050539	0.62383	0.057414	0.042154	0.90618	0.059638	0.90522	0.88838	0.049905	0.062617	0.64787	0.1119	0.19066	0.22454	0.051407	0.71732	0.8969	0.20849	0.90339	0.059802	0.88602	0.89484	0.064811	0.10026	0.90738	0.085314	0.061426	0.09468	0.71524	0.47178	0.85135	0.057365	0.055101	0.042336	0.11882	0.063553	0.061965
Meth__cg22862656__SCGB2A2	0.055845	0.047079	0.21466	0.24138	0.22013	0.70361	0.095397	0.90261	0.84339	0.37538	0.36142	0.87111	0.17338	0.22479	0.069192	0.32953	0.46196	0.671	0.090973	0.84613	0.13718	0.91532	0.82923	0.129	0.082081	0.91275	0.16283	0.43402	0.054846	0.59018	0.30056	0.88767	0.45253	0.043506	0.13951	0.146	0.12228	0.18009
Meth__cg03475172__USP6NL	0.074178	0.1597	0.16924	0.23973	0.0503	0.74547	0.19023	0.8472	0.88775	0.31726	0.070683	0.58999	0.64735	0.38526	0.08425	0.28568	0.84397	0.73103	0.257	0.51561	0.087166	0.75943	0.36386	0.21553	0.55421	0.70989	0.2692	0.14776	0.16346	0.85841	0.37261	0.19856	0.13076	0.089666	0.44484	0.26178	0.21812	0.081212
Meth__cg16816226__EDEM1	0.0962	0.068732	0.092598	0.13505	0.11691	0.37868	0.074156	0.24602	0.15174	0.073784	0.17038	0.069365	0.13589	0.18798	0.069364	0.072064	0.19599	0.055931	0.13198	0.056948	0.11397	0.16934	0.53968	0.77916	0.12703	0.11091	0.23842	0.24636	0.065941	0.047096	0.15303	0.095045	0.59315	0.060474	0.067021	0.22773	0.19114	0.058752
Meth__cg09523691__ATG12	0.27886	0.15578	0.35307	0.1304	0.12183	0.12201	0.1134	0.3763	0.44717	0.68214	0.10393	0.09775	0.18727	0.13574	0.10372	0.54204	0.26157	0.11843	0.14187	0.13793	0.11237	0.18179	0.41517	0.13608	0.17278	0.33663	0.14755	0.34549	0.10794	0.23025	0.39891	0.11513	0.088366	0.12485	0.11919	0.070901	0.15869	0.31802
Meth__cg10862848__GNMT	0.083171	0.10758	0.48497	0.098375	0.11497	0.96915	0.093602	0.8012	0.45752	0.09722	0.094028	0.76394	0.27473	0.6165	0.06715	0.1132	0.28875	0.39957	0.098237	0.90082	0.077794	0.93883	0.9181	0.08944	0.069352	0.94123	0.086146	0.095785	0.10795	0.74142	0.33027	0.83493	0.40653	0.082896	0.074869	0.93574	0.17859	0.11195
