Cell lines	600MPE	AU565	BT20	BT474	BT483	BT549	CAMA1	HCC1143	HCC1187	HCC1428	HCC1569	HCC1937	HCC1954	HCC202	HCC2185	HCC3153	HCC38	HCC70	HS578T	LY2	MCF7	MDAMB134VI	MDAMB157	MDAMB175VII	MDAMB231	MDAMB361	MDAMB415	MDAMB453	SKBR3	SUM1315MO2	SUM159PT	SUM185PE	SUM52PE	T47D	UACC812	ZR7530
Meth__cg04493740__SLC25A14	0.52885	0.053748	0.042107	0.078925	0.05122	0.039808	0.067266	0.22645	0.063488	0.038678	0.068043	0.058973	0.19246	0.14351	0.046674	0.051499	0.48473	0.063649	0.09131	0.053516	0.041277	0.5711	0.16242	0.30968	0.096272	0.10315	0.083462	0.42395	0.10424	0.23299	0.075133	0.27703	0.1064	0.12236	0.47454	0.44257
Meth__cg26233209__ATG12	0.12294	0.064638	0.13784	0.11176	0.061016	0.16471	0.107	0.50193	0.40644	0.079782	0.086146	0.28742	0.11127	0.1128	0.26218	0.1769	0.10285	0.10734	0.1652	0.092837	0.079798	0.84293	0.23311	0.23861	0.27467	0.10032	0.12551	0.12599	0.13863	0.080219	0.33686	0.069912	0.07588	0.088898	0.1533	0.15642
Meth__cg04907664__EFNB1	0.63907	0.058216	0.1134	0.0849	0.10734	0.079575	0.086454	0.14717	0.12896	0.078851	0.082574	0.082721	0.20193	0.24653	0.21266	0.087755	0.26562	0.38383	0.094908	0.077857	0.080553	0.53451	0.39725	0.59758	0.20652	0.091478	0.42187	0.56368	0.39671	0.56413	0.59983	0.11967	0.394	0.12702	0.51091	0.65653
Meth__cg09437522__GNAS	0.025973	0.0093064	0.17219	0.021717	0.019727	0.93471	0.026768	0.024996	0.028118	0.016952	0.022925	0.021692	0.02981	0.013877	0.020105	0.090773	0.4106	0.034796	0.10833	0.01134	0.013943	0.41582	0.52074	0.015687	0.93211	0.02187	0.048504	0.041815	0.034373	0.048922	0.25625	0.016562	0.011324	0.049074	0.016555	0.067123
Meth__cg15895359__EFNB1	0.060639	0.030388	0.04666	0.025534	0.048561	0.029609	0.02646	0.024809	0.051282	0.031246	0.025402	0.048636	0.031671	0.057612	0.044482	0.023679	0.082108	0.05431	0.016473	0.023584	0.029742	0.23197	0.10071	0.14731	0.038188	0.028499	0.21309	0.089763	0.085623	0.078288	0.15717	0.017794	0.13112	0.028352	0.064236	0.4685
Meth__cg21663431__SLC44A2	0.067051	0.059925	0.068418	0.041279	0.047398	0.42981	0.048345	0.032787	0.036781	0.066727	0.038905	0.073206	0.065003	0.038711	0.037683	0.046715	0.044204	0.091943	0.034168	0.050933	0.042485	0.05256	0.67367	0.048284	0.22809	0.065506	0.11745	0.069419	0.10475	0.22737	0.035343	0.041221	0.039905	0.18001	0.069947	0.17417
Meth__cg03437318__ERBB3	0.050226	0.054643	0.05678	0.054667	0.034696	0.85544	0.054335	0.06986	0.037298	0.046755	0.041003	0.032961	0.07826	0.033143	0.047243	0.043201	0.069554	0.078224	0.052987	0.039805	0.051718	0.049093	0.46459	0.044892	0.31469	0.053245	0.057412	0.095474	0.096633	0.06932	0.05497	0.037889	0.030453	0.053162	0.043868	0.070306
Meth__cg01140782__FAM58A	0.56571	0.046902	0.05575	0.052751	0.50715	0.029134	0.052994	0.3846	0.030086	0.035902	0.043196	0.073083	0.054692	0.028027	0.037222	0.46988	0.4624	0.22698	0.03417	0.048657	0.047961	0.52552	0.48077	0.58373	0.060303	0.048839	0.35469	0.46682	0.081451	0.56276	0.1804	0.04025	0.15209	0.09234	0.62925	0.594
Meth__cg14822966__SLBP	0.040915	0.047886	0.050215	0.037892	0.054186	0.060683	0.043944	0.047245	0.046546	0.039496	0.034968	0.054136	0.11528	0.028284	0.04523	0.047786	0.052686	0.051693	0.29643	0.035494	0.035573	0.047312	0.17182	0.060983	0.32546	0.074674	0.051582	0.076696	0.090112	0.036874	0.043401	0.043093	0.03358	0.069744	0.044327	0.13121
Meth__cg02973971__CXorf40B	0.43685	0.072903	0.055664	0.061071	0.37253	0.050088	0.067518	0.68137	0.059071	0.052708	0.06435	0.070705	0.10465	0.030929	0.062115	0.31958	0.47369	0.10174	0.056022	0.043507	0.061503	0.44424	0.25707	0.38321	0.13709	0.05355	0.3843	0.27019	0.099562	0.41854	0.35798	0.052438	0.20927	0.15735	0.48312	0.47868
Meth__cg16731240__ZNF577	0.065407	0.067409	0.97308	0.053108	0.055285	0.040916	0.97901	0.6068	0.052363	0.97583	0.94899	0.034266	0.97442	0.98154	0.58254	0.08351	0.048582	0.10796	0.64957	0.53692	0.40531	0.079945	0.11767	0.048267	0.92334	0.069657	0.084606	0.08269	0.058144	0.059488	0.087137	0.98359	0.089254	0.92398	0.05449	0.95371
Meth__cg05436231__CD164L2	0.036745	0.033462	0.085137	0.97276	0.031019	0.97605	0.032285	0.3342	0.02452	0.035896	0.032724	0.25671	0.058847	0.02565	0.028591	0.034449	0.97612	0.68014	0.59779	0.041168	0.028935	0.030263	0.92365	0.026628	0.92422	0.72805	0.047919	0.90624	0.11738	0.26959	0.49218	0.025109	0.025292	0.059684	0.040048	0.93131
Meth__cg19761273__CSNK1D	0.044021	0.031319	0.13788	0.035356	0.035196	0.17129	0.039393	0.1334	0.05564	0.038223	0.047313	0.18177	0.13329	0.026713	0.051101	0.053411	0.34598	0.072838	0.039253	0.040657	0.044499	0.039036	0.11037	0.035258	0.14061	0.044173	0.066934	0.083018	0.085913	0.042489	0.045997	0.029542	0.0269	0.060278	0.034958	0.078035
Meth__cg05440218__C8orf36	0.044003	0.032319	0.045767	0.044857	0.033718	0.13868	0.030247	0.049788	0.056848	0.04069	0.036076	0.083779	0.065837	0.022768	0.036068	0.032331	0.033343	0.065226	0.037226	0.034175	0.037983	0.042504	0.036887	0.078842	0.27905	0.036222	0.067856	0.053775	0.05761	0.035698	0.040295	0.032573	0.032615	0.068483	0.039783	0.040341
Meth__cg11757293__KIFC2	0.065985	0.048686	0.14167	0.064535	0.038061	0.19645	0.066306	0.049099	0.050961	0.066566	0.059964	0.29314	0.1119	0.04527	0.051417	0.059098	0.31975	0.061008	0.3558	0.054903	0.063242	0.049325	0.64452	0.082732	0.157	0.060665	0.062052	0.067047	0.079928	0.14487	0.50728	0.045137	0.043161	0.059933	0.41792	0.066427
Meth__cg24765079__CDH1	0.032984	0.44751	0.01587	0.020128	0.01495	0.95691	0.016003	0.022096	0.019466	0.015585	0.026203	0.028475	0.022511	0.017336	0.029217	0.025792	0.6555	0.027684	0.26161	0.012174	0.021828	0.025896	0.96518	0.012193	0.93287	0.018492	0.027533	0.046969	0.59897	0.03232	0.54377	0.027506	0.016177	0.025431	0.025567	0.052212
Meth__cg01947224__ZNF416	0.040975	0.019145	0.053689	0.033509	0.018661	0.019724	0.043614	0.047966	0.020201	0.021002	0.03328	0.020744	0.067904	0.017126	0.026221	0.028012	0.028879	0.048766	0.023022	0.019435	0.027415	0.038338	0.037325	0.0546	0.047213	0.033418	0.025	0.26547	0.037213	0.031692	0.23551	0.015451	0.027865	0.19256	0.068716	0.026754
Meth__cg16282101__FAHD2A	0.086681	0.01718	0.019095	0.020575	0.020788	0.024409	0.02085	0.024266	0.014651	0.019112	0.018655	0.026594	0.026581	0.012206	0.017996	0.019522	0.014916	0.031225	0.011697	0.016019	0.01524	0.012894	0.022527	0.022453	0.035376	0.025032	0.018326	0.028296	0.019364	0.020883	0.027259	0.014631	0.016931	0.046037	0.019466	0.055017
Meth__cg11265916__MAPK1	0.038544	0.03327	0.044694	0.041082	0.025598	0.04314	0.032994	0.084884	0.034681	0.056058	0.035315	0.084489	0.039862	0.033857	0.040633	0.037808	0.038166	0.14408	0.032462	0.032287	0.035223	0.040494	0.046937	0.053592	0.12224	0.041614	0.060456	0.11691	0.098954	0.028109	0.041314	0.040762	0.034681	0.096198	0.041134	0.16001
Meth__cg04388983__P2RY2	0.14557	0.057278	0.11754	0.042575	0.097409	0.9494	0.13256	0.39442	0.061794	0.066231	0.85873	0.20275	0.12077	0.045102	0.067568	0.085923	0.41023	0.10545	0.07997	0.054575	0.053425	0.11884	0.86588	0.044526	0.11598	0.086735	0.1464	0.15065	0.095495	0.10455	0.91001	0.10889	0.082451	0.21605	0.093489	0.13225
Meth__cg23179321__RPP38	0.053071	0.041087	0.059426	0.059121	0.029334	0.10356	0.050146	0.13568	0.038607	0.040754	0.042691	0.1149	0.20882	0.021183	0.052913	0.041632	0.040593	0.1018	0.040694	0.03579	0.044814	0.044214	0.040574	0.055479	0.31619	0.046655	0.087756	0.096225	0.1494	0.091726	0.36043	0.027854	0.040123	0.11476	0.042325	0.12447
Meth__cg03334529__ZNF663	0.087649	0.039588	0.39144	0.57758	0.50113	0.066829	0.73786	0.57124	0.55366	0.83326	0.71107	0.18991	0.32847	0.13317	0.27852	0.22534	0.75796	0.11349	0.056673	0.80807	0.65107	0.75636	0.24708	0.045362	0.15977	0.080281	0.075898	0.23548	0.050634	0.065758	0.052277	0.83853	0.33265	0.066888	0.1304	0.13921
Meth__cg03221776__MFSD3	0.051441	0.038959	0.069668	0.039037	0.033151	0.82593	0.047115	0.049864	0.33511	0.060837	0.04808	0.1196	0.07579	0.025793	0.31006	0.039585	0.5997	0.096657	0.028945	0.035315	0.057959	0.035992	0.87675	0.033025	0.071317	0.072068	0.1258	0.082598	0.061108	0.039369	0.16788	0.051378	0.026589	0.069942	0.12951	0.063706
Meth__cg00128197__HADH2	0.49726	0.031298	0.063468	0.033802	0.1722	0.036976	0.056692	0.059358	0.20582	0.16276	0.044086	0.35085	0.30385	0.27068	0.19521	0.031378	0.04334	0.24749	0.044675	0.029154	0.044457	0.32614	0.52707	0.40737	0.14037	0.038727	0.11745	0.54257	0.19952	0.49615	0.44137	0.045859	0.048549	0.073171	0.39988	0.52233
Meth__cg13854874__CHAF1B	0.077457	0.056382	0.40046	0.17467	0.057022	0.079778	0.057654	0.59474	0.060424	0.047026	0.067473	0.18003	0.052283	0.050462	0.046954	0.059102	0.11305	0.092567	0.062471	0.069743	0.060421	0.080774	0.047882	0.06144	0.2075	0.095427	0.2397	0.1213	0.073001	0.19061	0.062434	0.070218	0.049906	0.084205	0.04872	0.093294
Meth__cg11291009__ARHGEF9	0.48368	0.04266	0.048289	0.031913	0.032691	0.042116	0.040775	0.32812	0.065918	0.089008	0.047081	0.45213	0.068959	0.14969	0.072788	0.59605	0.37724	0.23761	0.029752	0.060726	0.045538	0.49139	0.05909	0.44046	0.10397	0.047958	0.085084	0.48673	0.13335	0.47711	0.092704	0.044585	0.31733	0.1627	0.35316	0.51957
Meth__cg07139440__MLLT11	0.040097	0.035323	0.064152	0.083636	0.025956	0.362	0.053269	0.64839	0.20616	0.068954	0.055016	0.62399	0.022833	0.031535	0.18192	0.67368	0.069369	0.068966	0.044846	0.047696	0.050943	0.056823	0.82414	0.1471	0.22795	0.058661	0.10624	0.057692	0.1109	0.05723	0.04534	0.033785	0.034902	0.12951	0.1224	0.087044
Meth__cg04818845__PLEKHG5	0.062643	0.19452	0.27713	0.20083	0.040738	0.84527	0.073995	0.42281	0.054349	0.071935	0.13836	0.82195	0.43296	0.06683	0.060415	0.11822	0.13669	0.10713	0.051753	0.21874	0.081307	0.055594	0.06603	0.059397	0.81813	0.21215	0.13815	0.73398	0.27037	0.55205	0.54353	0.05154	0.073474	0.45582	0.30157	0.091938
Meth__cg09486567__OVOL2	0.03084	0.024781	0.044688	0.030974	0.019284	0.48063	0.029513	0.026974	0.027973	0.020482	0.024414	0.08492	0.044733	0.026763	0.018167	0.032037	0.016522	0.08742	0.021918	0.016695	0.025086	0.041027	0.029171	0.01797	0.93302	0.05854	0.038909	0.03961	0.0309	0.031643	0.027091	0.018647	0.022236	0.082909	0.048011	0.057797
Meth__cg13184872__ADPN	0.083199	0.097782	0.084784	0.066681	0.046248	0.048594	0.085224	0.10723	0.060896	0.077842	0.053074	0.083743	0.077296	0.031222	0.063371	0.05863	0.060899	0.072989	0.040844	0.038705	0.074193	0.058478	0.061859	0.042134	0.66075	0.092256	0.077331	0.4296	0.091981	0.042337	0.048292	0.034627	0.033808	0.096198	0.07093	0.098626
Meth__cg25705900__RNF144	0.06793	0.035627	0.45138	0.043002	0.042328	0.095482	0.057739	0.24556	0.048481	0.055769	0.24247	0.071832	0.19151	0.034535	0.057135	0.042534	0.060634	0.070309	0.044347	0.067664	0.055307	0.10708	0.061631	0.060669	0.89481	0.055456	0.15813	0.15613	0.069711	0.050225	0.57175	0.046934	0.045032	0.10295	0.1238	0.11368
Meth__cg15609321__ZNF512	0.086104	0.084627	0.11482	0.27653	0.11464	0.090125	0.15315	0.67583	0.13049	0.12995	0.88131	0.13257	0.77725	0.25161	0.14025	0.099819	0.095684	0.22825	0.11301	0.58882	0.62483	0.10149	0.88039	0.10176	0.1327	0.6363	0.29874	0.13752	0.10678	0.1058	0.092242	0.83225	0.91289	0.16564	0.25879	0.21705
Meth__cg22415432__PCDH11Y	0.11731	0.074969	0.89018	0.060866	0.066637	0.62646	0.06784	0.51093	0.068204	0.072249	0.24448	0.15379	0.11567	0.074556	0.072215	0.050177	0.1542	0.10672	0.11562	0.055998	0.075869	0.50108	0.11185	0.073306	0.8277	0.062433	0.13978	0.59143	0.079309	0.061623	0.15912	0.057154	0.69036	0.15309	0.090701	0.46569
Meth__cg22190114__NALP8	0.56285	0.060613	0.60309	0.22649	0.070659	0.27576	0.49831	0.46261	0.066505	0.061829	0.52319	0.78757	0.14409	0.035667	0.057599	0.18659	0.53689	0.12793	0.088151	0.073372	0.48928	0.81601	0.11127	0.91777	0.15006	0.08332	0.09075	0.74505	0.11709	0.32434	0.16534	0.03249	0.43497	0.25668	0.66238	0.26357
Meth__cg00981643__MECP2	0.051567	0.044453	0.14747	0.10694	0.080365	0.55692	0.079952	0.47161	0.54768	0.51136	0.05493	0.27566	0.18742	0.061093	0.41689	0.065431	0.27238	0.095313	0.056604	0.18392	0.32693	0.32786	0.55551	0.43497	0.43315	0.1762	0.090773	0.68706	0.15919	0.14172	0.077214	0.099667	0.095197	0.098695	0.47437	0.34633
Meth__cg22584335__ZNF512	0.06836	0.053771	0.074079	0.24747	0.087974	0.058876	0.087676	0.76665	0.075073	0.079328	0.95966	0.14668	0.91282	0.52599	0.088252	0.078267	0.065965	0.17638	0.081324	0.66897	0.64022	0.068849	0.94767	0.065468	0.12876	0.62255	0.12845	0.071511	0.13521	0.074286	0.070397	0.89365	0.96767	0.18635	0.28532	0.15055
Meth__cg21697779__FUNDC2	0.5122	0.050146	0.09382	0.073744	0.076803	0.050634	0.1045	0.39774	0.058731	0.060922	0.066905	0.049746	0.12821	0.039522	0.06733	0.093105	0.41148	0.20371	0.052814	0.041327	0.076644	0.4683	0.069912	0.44476	0.21031	0.073568	0.1235	0.19957	0.093052	0.50334	0.1326	0.043485	0.25478	0.16641	0.51236	0.4399
Meth__cg07129274__HIST1H2AL	0.049187	0.049462	0.046648	0.051429	0.035589	0.65051	0.060958	0.13018	0.099983	0.055141	0.54419	0.20406	0.093182	0.032047	0.069797	0.039087	0.027379	0.05721	0.1124	0.039586	0.040726	0.052521	0.05647	0.3677	0.67278	0.064246	0.038914	0.10603	0.074199	0.33269	0.071039	0.050206	0.039048	0.14582	0.15737	0.042398
Meth__cg12783640__ABCC5	0.033086	0.0193	0.032102	0.025576	0.020429	0.014738	0.032186	0.57922	0.048454	0.017876	0.020086	0.02175	0.03681	0.025408	0.023976	0.01771	0.025417	0.039271	0.013468	0.012775	0.024754	0.046512	0.037716	0.01833	0.072983	0.030411	0.022961	0.10532	0.027525	0.016069	0.027829	0.019763	0.017965	0.073223	0.022859	0.10308
Meth__cg09759260__ITGA2	0.037986	0.040643	0.079552	0.051669	0.025083	0.55592	0.041609	0.057247	0.043209	0.036763	0.07006	0.031042	0.08375	0.029135	0.039969	0.028779	0.033685	0.088573	0.030675	0.029102	0.035866	0.063418	0.048341	0.054944	0.078473	0.06605	0.034244	0.062571	0.073622	0.035652	0.038913	0.035238	0.023977	0.049145	0.0623	0.051146
Meth__cg09144786__WDR44	0.51967	0.02225	0.024237	0.039478	0.030809	0.032003	0.038829	0.48705	0.036502	0.084318	0.030546	0.046722	0.067029	0.036569	0.026737	0.041792	0.20741	0.035555	0.034247	0.020313	0.034219	0.24448	0.032925	0.19471	0.048313	0.040349	0.16501	0.059605	0.053143	0.36971	0.095265	0.036111	0.11935	0.11221	0.12838	0.47399
Meth__cg18317951__PLEKHF2	0.055664	0.15219	0.04067	0.027202	0.025627	0.034286	0.030567	0.041878	0.060606	0.025753	0.036502	0.02157	0.024876	0.024414	0.06121	0.046987	0.030456	0.062078	0.026161	0.017949	0.029311	0.043603	0.038834	0.029221	0.066502	0.036198	0.23205	0.049438	0.29924	0.049602	0.081166	0.053829	0.016724	0.1086	0.041545	0.12112
Meth__cg01781266__PARVA	0.077895	0.094048	0.20401	0.20812	0.4065	0.25141	0.33465	0.11097	0.23913	0.23587	0.16792	0.1	0.26754	0.37799	0.26328	0.063008	0.062257	0.14061	0.081342	0.38402	0.40464	0.62956	0.084187	0.085699	0.12751	0.11779	0.15885	0.169	0.16406	0.033299	0.43241	0.40568	0.20553	0.071646	0.06243	0.2368
Meth__cg14869028__TINAGL1	0.068228	0.062479	0.067893	0.83979	0.84893	0.8138	0.83406	0.051463	0.068701	0.81607	0.060682	0.045756	0.097581	0.87674	0.071189	0.05152	0.092365	0.10536	0.64931	0.88914	0.86253	0.70222	0.45233	0.058668	0.10531	0.50548	0.148	0.7986	0.075731	0.10345	0.18042	0.39098	0.82313	0.099106	0.11027	0.53434
Meth__cg02649608__ZBTB33	0.43757	0.071208	0.11134	0.057862	0.28913	0.058547	0.065039	0.25076	0.50648	0.064573	0.06689	0.032967	0.11753	0.047283	0.43151	0.28879	0.4405	0.20192	0.047597	0.050951	0.07	0.44552	0.085151	0.38727	0.11719	0.063121	0.36343	0.35376	0.087695	0.46151	0.4206	0.051351	0.22705	0.17464	0.51546	0.47785
Meth__cg14163776__CENTB2	0.38273	0.057989	0.87119	0.1001	0.061693	0.73855	0.088809	0.24767	0.34874	0.071846	0.13701	0.77451	0.63269	0.041325	0.18636	0.10191	0.67557	0.16197	0.28278	0.15045	0.089276	0.13783	0.27957	0.05397	0.46769	0.27654	0.089538	0.10055	0.095787	0.15563	0.35714	0.24045	0.094187	0.078844	0.20087	0.24862
Meth__cg04721098__CACNG3	0.31984	0.05241	0.60112	0.090597	0.055241	0.17352	0.073183	0.10313	0.051514	0.064454	0.12175	0.8532	0.78384	0.090646	0.042834	0.06599	0.080867	0.080342	0.092283	0.040435	0.058925	0.060922	0.1212	0.50635	0.17276	0.063939	0.10658	0.10568	0.18605	0.076538	0.28551	0.071544	0.0838	0.11235	0.1	0.1294
Meth__cg00485296__NME3	0.049901	0.021139	0.031181	0.027983	0.023955	0.020004	0.026268	0.031399	0.053285	0.026307	0.050277	0.50462	0.060398	0.022094	0.029689	0.029874	0.63479	0.076013	0.017384	0.024165	0.027314	0.021774	0.96837	0.031271	0.040776	0.027311	0.026518	0.12001	0.056989	0.022422	0.051581	0.020629	0.018656	0.059821	0.028451	0.098775
Meth__cg11371160__UBL4A	0.58612	0.039022	0.033634	0.041221	0.55598	0.020918	0.044721	0.34269	0.032655	0.024171	0.039009	0.15914	0.068186	0.026143	0.026193	0.45092	0.45931	0.13296	0.025277	0.028047	0.040627	0.44475	0.70937	0.5343	0.068134	0.037026	0.055667	0.26384	0.064546	0.44258	0.64323	0.04335	0.23389	0.10556	0.70728	0.556
Meth__cg16382256__EPHB3	0.039116	0.020315	0.040403	0.027157	0.020384	0.40648	0.034016	0.025009	0.032858	0.01969	0.01944	0.040394	0.046758	0.019395	0.035496	0.028629	0.026696	0.04374	0.026513	0.01783	0.02625	0.041859	0.034332	0.020253	0.062218	0.028286	0.042502	0.029168	0.07259	0.026271	0.026	0.019218	0.020674	0.17476	0.03744	0.056666
Meth__cg19580810__RAB25	0.099988	0.050562	0.18107	0.088267	0.056962	0.86798	0.089921	0.15854	0.12851	0.14805	0.8073	0.2503	0.23371	0.038933	0.11588	0.21856	0.86002	0.07881	0.80537	0.088248	0.074521	0.21466	0.86245	0.06447	0.85185	0.14751	0.10558	0.078888	0.27169	0.83685	0.84889	0.049983	0.040285	0.078047	0.17464	0.18713
Meth__cg01172484__MAGEH1	0.42991	0.016834	0.081496	0.054244	0.048371	0.61737	0.054713	0.046959	0.045086	0.021886	0.91725	0.40807	0.1566	0.041465	0.040461	0.13567	0.51899	0.095519	0.045887	0.025836	0.050835	0.43136	0.064077	0.41409	0.74556	0.17038	0.03394	0.32654	0.037738	0.50935	0.029304	0.039406	0.034156	0.04474	0.32193	0.48046
Meth__cg25933726__RPGR	0.67075	0.26274	0.051781	0.02364	0.34912	0.033652	0.033927	0.041244	0.60908	0.029148	0.027725	0.60578	0.47933	0.66987	0.47221	0.055181	0.037832	0.088424	0.035577	0.029357	0.03863	0.59506	0.27783	0.41454	0.11615	0.63294	0.25972	0.55218	0.1461	0.64841	0.69109	0.62441	0.058441	0.048625	0.51087	0.68926
Meth__cg17488985__NT5E	0.032162	0.024062	0.046469	0.082652	0.028141	0.023729	0.90869	0.023433	0.021274	0.079537	0.90366	0.048222	0.22763	0.037696	0.064908	0.44075	0.017447	0.087238	0.018165	0.93467	0.681	0.062417	0.028944	0.13267	0.039175	0.36068	0.031348	0.91864	0.04932	0.0212	0.023828	0.15364	0.60989	0.096616	0.021413	0.65214
Meth__cg14132995__SLC35A2	0.54618	0.024921	0.037812	0.02668	0.029665	0.027038	0.028406	0.050633	0.034392	0.024744	0.029419	0.80557	0.0364	0.081239	0.033665	0.1922	0.023894	0.034919	0.025242	0.025373	0.030432	0.12168	0.028433	0.4437	0.059648	0.28598	0.076653	0.33566	0.041886	0.049055	0.030438	0.0325	0.033999	0.043991	0.4102	0.4555
Meth__cg09307264__INCA1	0.063272	0.039684	0.06608	0.059901	0.065463	0.046601	0.093828	0.19719	0.047754	0.09789	0.045772	0.056751	0.061429	0.042506	0.055938	0.049691	0.065277	0.095654	0.039539	0.044827	0.068472	0.091964	0.20769	0.050524	0.17249	0.06333	0.064379	0.103	0.070875	0.4683	0.049463	0.041026	0.046102	0.21068	0.18367	0.083766
Meth__cg25558099__SMCR8	0.02374	0.027506	0.28359	0.043905	0.031744	0.75237	0.05	0.032576	0.041887	0.055556	0.26856	0.084651	0.42316	0.022151	0.03259	0.026071	0.029499	0.047591	0.022017	0.023741	0.019282	0.02942	0.058464	0.30381	0.92981	0.040052	0.037978	0.070548	0.042251	0.029825	0.061669	0.023642	0.023138	0.31278	0.80454	0.8472
Meth__cg07588113__FLJ21062	0.01938	0.013677	0.024349	0.01822	0.012366	0.16011	0.024093	0.017321	0.013895	0.015978	0.01649	0.017615	0.34893	0.011075	0.013048	0.011806	0.013551	0.025806	0.010329	0.013618	0.017053	0.016639	0.020532	0.011326	0.030388	0.023917	0.019768	0.024214	0.028958	0.019627	0.013282	0.013152	0.013376	0.040483	0.021123	0.031192
Meth__cg20504202__RP1-112K5.2	0.6035	0.33374	0.20108	0.077507	0.45707	0.05589	0.068889	0.068272	0.50073	0.061607	0.080945	0.52704	0.46621	0.42016	0.48383	0.62652	0.073952	0.51604	0.052244	0.051579	0.069657	0.56911	0.49468	0.55024	0.17559	0.48955	0.35466	0.55333	0.42335	0.57304	0.19265	0.05197	0.050896	0.18188	0.51748	0.61523
Meth__cg19531713__BRCA1	0.075395	0.068914	0.071072	0.082899	0.052157	0.070065	0.072466	0.11451	0.072513	0.061892	0.067524	0.049209	0.090093	0.056271	0.075143	0.072179	0.64127	0.090962	0.05588	0.048834	0.076188	0.62906	0.064907	0.072678	0.096986	0.076087	0.058851	0.091204	0.09021	0.071002	0.063696	0.056884	0.035544	0.077447	0.066158	0.11829
Meth__cg27072387__LTBP1	0.043434	0.027495	0.060591	0.042319	0.032168	0.034423	0.031264	0.050892	0.043026	0.044958	0.042438	0.034444	0.034604	0.015372	0.036985	0.026128	0.044412	0.10149	0.023256	0.027614	0.030575	0.035908	0.039632	0.027109	0.084756	0.034261	0.064443	0.055508	0.084096	0.034034	0.18362	0.033396	0.026379	0.18013	0.034442	0.055202
Meth__cg02849695__CCDC19	0.03696	0.044498	0.054146	0.044958	0.038323	0.96989	0.039678	0.74973	0.040082	0.058451	0.066084	0.080697	0.062919	0.030175	0.047777	0.050932	0.94473	0.07746	0.44781	0.041336	0.061758	0.05005	0.92494	0.027752	0.095631	0.071132	0.15041	0.076439	0.06606	0.28093	0.95477	0.040532	0.034612	0.099887	0.070497	0.068163
Meth__cg15264255__NPAL2	0.076617	0.073457	0.088746	0.072279	0.044141	0.40472	0.084265	0.085102	0.095423	0.051688	0.067571	0.15061	0.089942	0.037855	0.072951	0.075806	0.061328	0.12721	0.042439	0.043949	0.065566	0.073088	0.07071	0.046508	0.12706	0.063148	0.27418	0.0919	0.10612	0.087154	0.095255	0.080453	0.049272	0.088421	0.065584	0.11864
Meth__cg06812033__NKD1	0.079715	0.046651	0.060775	0.046272	0.040356	0.092438	0.56627	0.056944	0.049621	0.052797	0.042656	0.040571	0.10881	0.025661	0.037893	0.047355	0.051921	0.057282	0.04505	0.043014	0.055093	0.049476	0.054889	0.042297	0.83612	0.053151	0.052425	0.14321	0.10917	0.049981	0.044389	0.029889	0.025882	0.10217	0.048778	0.095679
Meth__cg22657536__LSM16	0.086308	0.082837	0.081771	0.25601	0.43065	0.070678	0.36516	0.074473	0.40508	0.10574	0.084115	0.112	0.28646	0.40084	0.3473	0.13523	0.064861	0.35978	0.087511	0.096454	0.093974	0.15969	0.091445	0.069011	0.13654	0.086069	0.16219	0.16396	0.12984	0.044802	0.10396	0.081011	0.14112	0.26697	0.076846	0.17886
Meth__cg04148458__FAIM	0.022967	0.73645	0.033438	0.020837	0.014571	0.53233	0.050312	0.02117	0.018024	0.016985	0.015385	0.026096	0.0383	0.012042	0.019938	0.018192	0.029954	0.034639	0.016349	0.016942	0.02151	0.029803	0.029285	0.020118	0.040876	0.031078	0.02872	0.054099	0.027395	0.020919	0.022683	0.86561	0.013493	0.033107	0.017872	0.046176
Meth__cg02633817__FXYD3	0.10541	0.075244	0.11574	0.090704	0.077682	0.19723	0.092865	0.057599	0.5028	0.066457	0.87835	0.09057	0.078194	0.037933	0.50062	0.15298	0.81893	0.076626	0.071565	0.059768	0.10185	0.1057	0.93413	0.067147	0.55273	0.087961	0.09061	0.12634	0.15708	0.56874	0.90469	0.10321	0.098254	0.1141	0.098319	0.10564
