Cell lines	600MPE	AU565	BT474	BT483	BT549	CAMA1	HCC1143	HCC1428	HCC1569	HCC1937	HCC1954	HCC3153	HCC38	HCC70	LY2	MCF7	MDAMB134VI	MDAMB175VII	MDAMB231	MDAMB361	MDAMB453	SKBR3	SUM1315MO2	SUM149PT	SUM52PE	T47D	UACC812	ZR751	ZR75B
Meth__cg21053323__SUMO3	0.10373	0.012275	0.014624	0.018398	0.021015	0.019022	0.043293	0.029258	0.016725	0.92811	0.064799	0.013795	0.083667	0.81129	0.014442	0.033207	0.4104	0.55618	0.26479	0.78561	0.73149	0.033672	0.013543	0.56322	0.024334	0.025489	0.12538	0.97412	0.97838
Meth__cg06690548__SLC7A11	0.88412	0.063771	0.46673	0.7583	0.050909	0.16513	0.068711	0.12478	0.22934	0.68912	0.10014	0.11721	0.03876	0.067405	0.080929	0.067968	0.93382	0.77568	0.085106	0.10005	0.23146	0.11176	0.035643	0.4378	0.053379	0.17929	0.86589	0.59637	0.47044
Meth__cg07211259__PDCD1LG2	0.81331	0.21872	0.76218	0.80618	0.052284	0.85562	0.46059	0.68948	0.75117	0.068915	0.20686	0.2142	0.024139	0.1156	0.73487	0.70226	0.89875	0.82545	0.08559	0.75673	0.81211	0.26967	0.14104	0.0576	0.57979	0.20401	0.81391	0.69716	0.66784
RS_G6440__COL5A1__COL5A1	3.8517	3.1224	0.40165	5.4151	10.1958	7.0167	4.1353	1.7108	0.44888	6.243	6.8198	5.9398	8.5532	1.3704	4.8717	3.0794	0.85124	2.9642	4.163	1.235	0.099041	0.20663	2.239	5.6444	4.9687	3.6637	2.6721	2.6056	1.0735
RS_G21582__PPAPDC1A__PPAPDC1A	0.37416	0	2.7756	1.7995	4.0134	0.81555	0	4.524	0	0.97885	0	0	0	0	0.31631	0	1.4163	2.3557	1.629	7.1095	7.8064	0	0	4.3299	0	0	1.6804	1.9455	0
Meth__cg17043101__NOLC1	0.038493	0.034562	0.040049	0.034934	0.034826	0.045778	0.056121	0.044138	0.032905	0.019733	0.088464	0.02979	0.030272	0.092505	0.03429	0.037925	0.038302	0.038353	0.08178	0.045017	0.11898	0.083945	0.034823	0.035376	0.028002	0.063417	0.041301	0.058927	0.47568
Meth__cg02946850__GRM8	0.54437	0.025803	0.81848	0.031751	0.69226	0.48042	0.27586	0.14019	0.6881	0.15909	0.17997	0.21969	0.41247	0.10585	0.12884	0.09275	0.76126	0.87078	0.25446	0.2696	0.27641	0.044114	0.10827	0.38338	0.18048	0.28368	0.13211	0.39904	0.22465
RS_G5346__FMOD__FMOD	12.7509	1.5875	8.164	0	0	1.3314	0.28036	1.0433	0	0	0	0	0.32245	0	0.39525	0.59626	0.54953	6.4584	0	10.606	8.7463	0	0	1.8549	5.7611	3.7204	8.4019	8.3586	3.7838
Meth__cg24146183__JMJD2D	0.027103	0.016529	0.020077	0.026508	0.022029	0.0267	0.038286	0.028317	0.013841	0.018368	0.019469	0.012123	0.014867	0.031603	0.021361	0.02426	0.030684	0.024886	0.03148	0.023596	0.022463	0.018681	0.029659	0.030902	0.018312	0.018174	0.01919	0.021137	0.022867
Meth__cg03524308__ZNF585A	0.039002	0.042204	0.12616	0.02756	0.036661	0.046885	0.95875	0.045405	0.051164	0.12447	0.087495	0.041005	0.03929	0.081221	0.036157	0.041383	0.043174	0.042553	0.17678	0.043015	0.096816	0.059137	0.038743	0.058427	0.035947	0.11318	0.037405	0.15264	0.41882
Meth__cg01602416__GCSH	0.024711	0.015045	0.041507	0.016048	0.013604	0.014449	0.64372	0.020932	0.019197	0.011611	0.02963	0.017673	0.015161	0.02105	0.022848	0.018671	0.030809	0.026868	0.022022	0.0186	0.040066	0.022888	0.024033	0.030248	0.013124	0.015108	0.019089	0.018492	0.024431
Meth__cg18408326__CACNB2	0.27802	0.042508	0.73495	0.48067	0.06669	0.4214	0.63171	0.18947	0.8285	0.53467	0.4228	0.14031	0.037956	0.054891	0.36645	0.31295	0.62805	0.19697	0.59874	0.36219	0.30064	0.077633	0.046185	0.18884	0.23727	0.060041	0.51583	0.53668	0.52214
Meth__cg14886269__TNFRSF18	0.042351	0.025473	0.03258	0.10259	0.96802	0.042171	0.12157	0.03677	0.15326	0.80301	0.95068	0.66825	0.21731	0.13363	0.092529	0.49496	0.072624	0.033194	0.88311	0.081009	0.15228	0.066534	0.46372	0.037254	0.96421	0.073925	0.035211	0.036588	0.031228
Meth__cg16685860__PLD2	0.050245	0.027761	0.037242	0.016407	0.012948	0.035895	0.18773	0.02816	0.063758	0.0234	0.034289	0.016579	0.024756	0.028876	0.016257	0.063618	0.019284	0.017763	0.069968	0.026896	0.13694	0.023304	0.016812	0.016889	0.013207	0.026736	0.018813	0.029846	0.019524
Meth__cg04435420__SGCD	0.94967	0.011841	0.95624	0.42174	0.5429	0.93195	0.3897	0.3225	0.4962	0.24807	0.25358	0.044707	0.073266	0.046859	0.2298	0.20578	0.95163	0.9686	0.5343	0.091122	0.89406	0.023639	0.79482	0.086961	0.65412	0.040439	0.11009	0.79907	0.90992
Meth__cg03547797__GAS2	0.8394	0.070856	0.87853	0.40818	0.078118	0.70245	0.8524	0.1116	0.53258	0.70606	0.17899	0.58797	0.81852	0.29483	0.069352	0.15652	0.86408	0.86121	0.099643	0.52959	0.76272	0.091236	0.32335	0.86517	0.29784	0.073263	0.085931	0.62973	0.35332
RS_G4856__MUC5B__MUC5B	5.381	6.3991	4.9033	7.2056	0	5.3345	6.1164	5.2883	6.5749	2.0415	0.42452	0.20737	0.10243	0.47117	5.5399	4.5554	5.2356	5.2064	3.5201	7.1076	2.7576	0.22595	0.60314	1.5779	0.050499	0.13512	9.1755	4.8458	6.9805
Meth__cg00224234__RNMTL1	0.035994	0.028972	0.031618	0.022681	0.027795	0.037778	0.5138	0.034583	0.032894	0.020342	0.045057	0.024621	0.031678	0.12086	0.026561	0.031089	0.032101	0.029447	0.045719	0.041374	0.075923	0.063222	0.022052	0.028074	0.023667	0.065405	0.037641	0.029925	0.039211
Meth__cg14161730__TIMP1	0.35594	0.065045	0.83017	0.18896	0.052533	0.34067	0.34679	0.60511	0.4094	0.29915	0.20277	0.088999	0.11423	0.10984	0.46679	0.34934	0.36512	0.087577	0.26938	0.69521	0.40898	0.077682	0.062861	0.11654	0.25905	0.17409	0.4521	0.094962	0.28409
Meth__cg10503138__CNTN4	0.84909	0.060665	0.49605	0.4339	0.60883	0.27279	0.61466	0.15605	0.72716	0.60345	0.27987	0.20814	0.13619	0.30165	0.039156	0.18859	0.80837	0.88404	0.20489	0.10188	0.59569	0.13535	0.073446	0.77985	0.12602	0.2179	0.077012	0.85301	0.71788
Meth__cg03355526__ZNF454	0.94579	0.013699	0.9811	0.14504	0.82948	0.97657	0.86052	0.021637	0.97493	0.37806	0.54599	0.14621	0.10185	0.067467	0.79873	0.78306	0.97184	0.98051	0.73509	0.29982	0.83148	0.028877	0.02274	0.9259	0.96722	0.062887	0.98031	0.64747	0.26118
Meth__cg00354572__FLJ21963	0.58596	0.061514	0.51561	0.36231	0.10646	0.23105	0.29713	0.066401	0.34508	0.24007	0.28701	0.33116	0.067748	0.1323	0.047645	0.047946	0.63955	0.12553	0.20871	0.55185	0.64264	0.12985	0.079729	0.47938	0.39376	0.18975	0.066892	0.6703	0.42056
Meth__cg15525002__GBA	0.038269	0.036653	0.036343	0.035089	0.031583	0.29437	0.043691	0.049294	0.040417	0.022104	0.08591	0.030965	0.031658	0.051228	0.045056	0.028458	0.080064	0.048106	0.055153	0.039468	0.065732	0.056172	0.033804	0.033216	0.02688	0.040203	0.05228	0.037381	0.044638
Meth__cg13283942__C1orf77	0.02546	0.017263	0.034915	0.014823	0.020662	0.029123	0.48226	0.051288	0.026798	0.028449	0.028782	0.015278	0.01581	0.048111	0.018417	0.023179	0.026542	0.014842	0.054638	0.032473	0.036352	0.045154	0.014799	0.018875	0.013831	0.031622	0.021634	0.02184	0.021822
Meth__cg03664992__BMP8A	0.61374	0.15569	0.54605	0.48646	0.89652	0.70167	0.28086	0.086644	0.9261	0.14921	0.1892	0.12724	0.25231	0.15195	0.10905	0.19849	0.20692	0.77108	0.80191	0.48436	0.90728	0.1819	0.10866	0.23482	0.30056	0.25774	0.47746	0.62154	0.65687
Meth__cg13047892__MEOX2	0.94285	0.03284	0.75779	0.062019	0.91854	0.88187	0.96145	0.056683	0.95271	0.12561	0.12699	0.9211	0.10215	0.079056	0.053603	0.1766	0.21276	0.71161	0.60957	0.2556	0.2624	0.063541	0.043473	0.056308	0.15364	0.044054	0.34209	0.79282	0.89484
RS_G2464__PLTP__PLTP	0.11482	10.0545	0.75517	1.2357	10.9319	1.1199	0.90633	0	0.24629	6.1663	0.4738	0	7.9012	8.082	4.17	1.6206	0.80808	4.8815	3.1098	0.52736	0	7.9049	3.0229	6.1828	2.8626	3.5352	0.76102	0	0
Meth__cg21224049__ATP5I	0.10414	0.081666	0.11629	0.056037	0.06379	0.11607	0.76259	0.094463	0.11567	0.047651	0.13144	0.069536	0.092964	0.12025	0.076926	0.11511	0.079723	0.074742	0.093606	0.11971	0.19736	0.076931	0.07133	0.079164	0.06104	0.096316	0.071442	0.072792	0.1106
Meth__cg11141013__ZNF688	0.024724	0.017351	0.030468	0.017069	0.022197	0.030523	0.022336	0.02033	0.030168	0.0165	0.046152	0.018532	0.024036	0.032082	0.019052	0.028064	0.020379	0.02217	0.040282	0.028619	0.026561	0.031848	0.015912	0.025797	0.013014	0.02417	0.037756	0.02877	0.030344
Meth__cg01228636__PTEN	0.057588	0.6088	0.066834	0.052497	0.91652	0.071941	0.045154	0.06247	0.10924	0.39734	0.16665	0.49572	0.071032	0.09839	0.081317	0.06784	0.065208	0.054278	0.13322	0.067239	0.087495	0.2501	0.15328	0.055139	0.060774	0.12628	0.072666	0.057562	0.078141
Meth__cg13264741__GRIN2B	0.6865	0.021387	0.73875	0.061319	0.57306	0.34966	0.81633	0.04593	0.79604	0.66635	0.30155	0.21557	0.05369	0.21364	0.053527	0.1802	0.071964	0.9629	0.30716	0.089275	0.46733	0.031345	0.039904	0.49035	0.37028	0.19174	0.60882	0.43949	0.30134
Meth__cg13325261__ARNTL2	0.048527	0.030275	0.031493	0.024391	0.041499	0.58024	0.047111	0.04067	0.12269	0.018848	0.090528	0.024742	0.024164	0.088963	0.023995	0.039497	0.14354	0.10431	0.057775	0.045851	0.34034	0.10338	0.025106	0.034053	0.042191	0.050783	0.040957	0.036682	0.031458
Meth__cg25852941__DNAJA5	0.074509	0.030277	0.3787	0.064883	0.15974	0.081164	0.49771	0.099909	0.074931	0.20996	0.2947	0.28483	0.15188	0.34317	0.06921	0.04338	0.22808	0.2437	0.12205	0.27352	0.11641	0.087785	0.042297	0.81648	0.054618	0.072042	0.21707	0.62806	0.20037
Meth__cg17965230__PRDM1	0.30836	0.010092	0.01749	0.017489	0.01696	0.019714	0.021346	0.019909	0.014974	0.014836	0.025078	0.012665	0.010075	0.043869	0.010971	0.011159	0.93755	0.016485	0.048819	0.01674	0.31922	0.01668	0.011987	0.011493	0.017729	0.049946	0.02019	0.01216	0.029187
Meth__cg23984130__	0.87046	0.095529	0.72027	0.68799	0.09196	0.2501	0.14077	0.37072	0.40109	0.40737	0.15511	0.18255	0.069043	0.087997	0.06664	0.10825	0.12777	0.59518	0.13855	0.43358	0.11661	0.087285	0.066827	0.10613	0.206	0.086814	0.46876	0.47577	0.48163
Meth__cg15796978__LHCGR	0.57637	0.024732	0.62387	0.29455	0.060987	0.23856	0.34672	0.1063	0.2043	0.033712	0.11653	0.080314	0.11071	0.035021	0.43137	0.45456	0.88274	0.87661	0.19899	0.27887	0.14026	0.042418	0.043928	0.20726	0.030246	0.054501	0.40606	0.15229	0.090796
Meth__cg23456306__EFNA2	0.57138	0.02774	0.030948	0.029992	0.027907	0.031861	0.040391	0.035293	0.031079	0.026271	0.055137	0.028518	0.021642	0.086184	0.024011	0.030724	0.028103	0.032874	0.51538	0.032866	0.95307	0.066965	0.021604	0.031932	0.029046	0.052794	0.031257	0.027168	0.03382
Meth__cg02787991__SECTM1	0.039954	0.18488	0.026153	0.15645	0.96814	0.042584	0.044024	0.031037	0.049332	0.92143	0.47398	0.97851	0.039412	0.088431	0.98264	0.97566	0.93836	0.076346	0.10961	0.045131	0.044211	0.34759	0.93727	0.14753	0.032564	0.08004	0.048461	0.20476	0.36561
Meth__cg10414946__MS4A2	0.16188	0.063201	0.52062	0.12682	0.052408	0.36876	0.70812	0.064249	0.44214	0.077451	0.41684	0.26128	0.066188	0.19952	0.082096	0.087539	0.20279	0.31128	0.10366	0.40831	0.20625	0.15511	0.088849	0.058849	0.12914	0.28334	0.18297	0.33382	0.3548
Meth__cg09581098__SEPT6	0.48864	0.050756	0.054866	0.032877	0.026488	0.058522	0.4255	0.029147	0.044708	0.026175	0.046104	0.084861	0.025353	0.046714	0.027964	0.039797	0.47774	0.44048	0.10616	0.047637	0.36843	0.04678	0.059428	0.041819	0.070574	0.079485	0.58401	0.42692	0.033424
Meth__cg23910835__SFRP2	0.30301	0.070523	0.21503	0.070477	0.17463	0.20075	0.44089	0.072834	0.44984	0.1105	0.17267	0.2404	0.19606	0.24881	0.092311	0.1344	0.3495	0.3125	0.14959	0.22596	0.24072	0.092015	0.083219	0.048535	0.052525	0.071665	0.16108	0.094754	0.089463
Meth__cg16914151__RPP25	0.076823	0.67987	0.75462	0.85499	0.97553	0.31786	0.063821	0.043379	0.050299	0.40478	0.95242	0.9315	0.073549	0.14536	0.47575	0.19309	0.16181	0.062808	0.13404	0.67938	0.16603	0.2433	0.094221	0.10988	0.29896	0.12988	0.091217	0.10057	0.18149
RS_G1039__SYT1__SYT1	1.123	2.1228	4.824	8.2377	4.8047	0.86198	1.222	5.3681	0	1.3791	4.1984	1.2674	3.4954	4.8334	3.3681	5.8949	8.1976	0.47919	3.3375	2.2683	0.18611	4.36	5.568	0.54555	4.8527	4.0193	0.88003	2.2162	0.63215
Meth__cg22068473__DDIT4	0.11917	0.095104	0.091699	0.059054	0.074342	0.088308	0.76641	0.084308	0.12806	0.08821	0.089097	0.080579	0.074052	0.1398	0.06424	0.1083	0.084559	0.081621	0.10486	0.089154	0.13484	0.12457	0.07058	0.078087	0.061832	0.064669	0.082109	0.078354	0.10885
RS_G3172__GRIN2D__GRIN2D	1.2815	7.681	0.11453	0.68008	6.2801	0.3443	5.0838	0.83669	0.90964	2.9299	1.246	4.2991	1.361	3.6096	3.4213	3.0676	2.3793	3.8963	1.1365	0.84688	0.18568	7.0486	4.253	3.6892	7.4344	1.1701	0.90614	2.5652	2.0206
Meth__cg06745740__HGF	0.29978	0.044027	0.59438	0.072332	0.77124	0.43395	0.76494	0.14101	0.67729	0.17938	0.66156	0.46762	0.40309	0.14987	0.04926	0.10446	0.77996	0.16352	0.69808	0.25872	0.48233	0.058748	0.098878	0.84888	0.13428	0.084993	0.22309	0.21883	0.14132
Meth__cg03080344__METTL2B	0.02349	0.025343	0.28572	0.016451	0.027646	0.02226	0.038163	0.052293	0.017615	0.022379	0.081236	0.019504	0.017033	0.050153	0.018644	0.019825	0.090744	0.05177	0.05962	0.086267	0.046163	0.11256	0.021771	0.025418	0.021143	0.056088	0.023924	0.098522	0.19489
Meth__cg05062178__ITGB5	0.05944	0.058477	0.059266	0.056181	0.045986	0.07439	0.066373	0.060275	0.090404	0.12396	0.11352	0.050877	0.029734	0.074026	0.041738	0.041088	0.086957	0.11992	0.11666	0.22346	0.092769	0.078227	0.037744	0.055607	0.032268	0.1259	0.063713	0.11198	0.48331
Meth__cg12238343__RLN3R1	0.91442	0.01538	0.72838	0.14761	0.07689	0.92635	0.92105	0.078211	0.89511	0.19427	0.89144	0.047601	0.028474	0.07899	0.8457	0.77787	0.89693	0.24965	0.83527	0.65984	0.59539	0.024673	0.05385	0.15472	0.22411	0.45755	0.036575	0.67792	0.79764
Meth__cg23413307__LCE1F	0.93902	0.032613	0.94734	0.94516	0.051213	0.85413	0.32907	0.34012	0.083517	0.29025	0.67017	0.07154	0.13799	0.10165	0.072638	0.15147	0.83141	0.96688	0.096042	0.88003	0.64557	0.12876	0.033431	0.083577	0.47586	0.20476	0.9169	0.70791	0.8137
Meth__cg25559243__AAMP	0.040163	0.027229	0.032017	0.033102	0.026677	0.0306	0.042126	0.043215	0.026614	0.066364	0.045474	0.031345	0.018913	0.059556	0.030353	0.028981	0.040407	0.11218	0.072907	0.035813	0.051881	0.033002	0.023864	0.031018	0.030137	0.030452	0.04433	0.030346	0.038043
RS_G5719__SCGB1D2__SCGB1D2	10.1167	3.7969	7.435	0	0	3.7616	0	1.7869	2.4186	0	0	0	0	0	0	0	2.214	4.949	0	9.8672	0	6.6518	0	1.4816	5.8401	0	9.357	12.3511	1.1901
Meth__cg15183083__KCNA4	0.93498	0.077413	0.91417	0.1097	0.56115	0.86993	0.28369	0.12446	0.88872	0.91248	0.62625	0.11211	0.13905	0.14658	0.1678	0.30758	0.9086	0.84682	0.57844	0.12757	0.5733	0.087944	0.11349	0.24183	0.54858	0.26664	0.39455	0.69605	0.80272
Meth__cg04215480__ZNF573	0.054355	0.043259	0.052871	0.035328	0.047421	0.058763	0.30417	0.047174	0.049631	0.040304	0.089556	0.044622	0.049069	0.093018	0.046898	0.047946	0.048212	0.04714	0.33192	0.050363	0.08218	0.095555	0.053842	0.04632	0.03947	0.049541	0.056757	0.055293	0.049833
Meth__cg23141333__DENND2C	0.035608	0.03865	0.061224	0.042632	0.024963	0.050301	0.025312	0.055556	0.056453	0.035398	0.12327	0.027659	0.019367	0.060847	0.012651	0.022795	0.040041	0.052236	0.075529	0.066707	0.56044	0.033277	0.038335	0.031722	0.041348	0.18813	0.060961	0.06834	0.052651
Meth__cg00973677__CHRM2	0.35144	0.026876	0.071138	0.029513	0.65322	0.4504	0.59033	0.037596	0.57185	0.30858	0.20719	0.03246	0.12074	0.073217	0.077954	0.13261	0.08101	0.31676	0.7144	0.38592	0.72034	0.047562	0.02708	0.41587	0.028305	0.062933	0.43859	0.047314	0.055467
Meth__cg05191071__MRPS21	0.16976	0.056926	0.3638	0.57311	0.044092	0.12725	0.068241	0.5801	0.68679	0.057	0.70516	0.048663	0.096396	0.082204	0.073837	0.1286	0.92954	0.29176	0.67296	0.55718	0.51048	0.11614	0.044819	0.28309	0.0909	0.58226	0.15678	0.6438	0.50391
Meth__cg06384463__BARHL2	0.91478	0.029015	0.26813	0.38992	0.36491	0.37994	0.79905	0.46487	0.85618	0.31158	0.60149	0.19373	0.034537	0.12459	0.40522	0.81078	0.55831	0.88084	0.64885	0.58474	0.67557	0.037375	0.27666	0.37917	0.46617	0.20942	0.23055	0.55397	0.4143
RS_G1983__CCDC80__CCDC80	3.047	4.5842	0.24634	0.95276	10.2098	0.12049	5.2177	1.3406	1.1731	6.9418	3.9554	7.2517	8.6794	7.4749	2.3768	1.9402	0.12167	4.6807	6.4667	0.23618	0.2076	1.7652	4.6926	6.5604	5.2147	2.8761	0.70055	0.45007	0.086745
Meth__cg17470697__C10orf56	0.02551	0.29379	0.5742	0.06813	0.43791	0.17318	0.82359	0.047643	0.050811	0.73352	0.661	0.59205	0.27892	0.084994	0.93757	0.51391	0.31366	0.048705	0.048166	0.13215	0.064438	0.26337	0.065893	0.031947	0.88124	0.033441	0.029573	0.10123	0.32705
Meth__cg14062083__KRTAP13-4	0.3599	0.092754	0.70426	0.18263	0.31269	0.51225	0.84213	0.088055	0.74122	0.56026	0.136	0.26425	0.14473	0.1518	0.08579	0.11592	0.45137	0.63552	0.16262	0.10766	0.51998	0.11364	0.060177	0.76776	0.1173	0.086162	0.093449	0.16195	0.27739
Meth__cg02493771__KRTAP13-2	0.3587	0.028339	0.31175	0.10942	0.041199	0.15379	0.39774	0.036197	0.27859	0.064831	0.067521	0.10335	0.039381	0.097691	0.027471	0.031308	0.061823	0.07053	0.063416	0.037493	0.066356	0.036247	0.022749	0.05214	0.046043	0.025337	0.034543	0.051687	0.084605
RS_G18084__RASSF10__RASSF10	2.2875	3.2549	1.5835	0	0	1.9282	3.3829	1.3053	0	3.2488	0	0	0	0.86239	1.1382	0.38499	3.3615	5.7958	0	0.65729	0	0	0	0.93369	0	0	1.0731	1.334	2.1765
Meth__cg22262964__	0.16677	0.03049	0.048651	0.032348	0.050863	0.052001	0.059633	0.055826	0.045448	0.039554	0.057787	0.037192	0.032114	0.064622	0.031202	0.026587	0.044893	0.29822	0.098184	0.075047	0.068224	0.052607	0.02969	0.030238	0.043387	0.078938	0.071236	0.030977	0.038477
Meth__cg06384026__PPFIA1	0.041195	0.032028	0.033602	0.027818	0.02629	0.039453	0.42758	0.033328	0.033168	0.032373	0.065695	0.028925	0.032221	0.055636	0.025902	0.039195	0.031988	0.02727	0.066	0.037355	0.086381	0.052372	0.03503	0.039363	0.026616	0.03128	0.035869	0.033392	0.032383
Meth__cg21908116__LRRC1	0.029394	0.025846	0.028082	0.019652	0.025051	0.026721	0.46714	0.028715	0.033515	0.018206	0.053602	0.022709	0.024227	0.065846	0.02172	0.031922	0.030963	0.024044	0.053699	0.033115	0.032971	0.051084	0.023971	0.026055	0.021847	0.027065	0.031266	0.023856	0.031628
Meth__cg01144286__C20orf103	0.94592	0.017469	0.69866	0.36999	0.87026	0.88124	0.96033	0.09635	0.78365	0.1988	0.75084	0.76834	0.042086	0.068191	0.2887	0.50322	0.95067	0.1356	0.83592	0.68519	0.68069	0.034202	0.049802	0.062162	0.56871	0.041915	0.4236	0.74789	0.84866
Meth__cg22228134__GZMH	0.51981	0.07767	0.84291	0.67675	0.10357	0.83465	0.86484	0.50326	0.5536	0.61277	0.53922	0.19466	0.13186	0.71209	0.40918	0.48309	0.92366	0.89279	0.13308	0.17355	0.14939	0.16146	0.11093	0.4087	0.39152	0.14086	0.50077	0.50889	0.44938
Meth__cg17829936__TAAR5	0.93575	0.03286	0.95411	0.63512	0.28154	0.89205	0.95515	0.076818	0.82327	0.62402	0.64642	0.85224	0.21329	0.17096	0.35671	0.17546	0.082153	0.94311	0.87981	0.62844	0.66772	0.070583	0.33228	0.92846	0.44807	0.12903	0.046996	0.86878	0.80056
RS_G6057__KLF2__KLF2	7.0712	4.5412	4.9505	3.4118	4.4313	5.021	5.2861	3.001	4.6378	2.088	2.9896	2.4648	2.6959	1.347	2.8253	2.7692	3.0345	3.0228	5.4435	6.1329	8.2977	4.7633	8.5158	3.058	3.1933	2.2051	3.7626	5.6861	9.0721
Meth__cg11618577__KRTCAP3	0.018845	0.56951	0.97246	0.84277	0.97121	0.015931	0.027563	0.32949	0.020156	0.46041	0.95464	0.018964	0.97336	0.056379	0.31636	0.22678	0.029379	0.19384	0.94986	0.34096	0.039089	0.60624	0.87465	0.019757	0.97928	0.8934	0.97338	0.45358	0.016067
Meth__cg03593419__GABRA4	0.4841	0.015745	0.59799	0.30114	0.20556	0.74111	0.12758	0.22642	0.59328	0.25163	0.22093	0.015198	0.22191	0.061388	0.11481	0.15663	0.095852	0.50174	0.18661	0.21521	0.19712	0.05094	0.037557	0.023589	0.082775	0.10118	0.28335	0.61795	0.60359
RS_G7127__TCN1__TCN1	3.0187	0.28564	12.4902	0.57705	0	0	2.1014	0.22798	0.15109	1.106	7.5608	0.46196	0	10.507	0.56437	0	0.5899	0	2.6547	9.5381	0	0	0	4.6244	0	0	0.98567	4.0451	0.92242
Meth__cg06456512__ANP32A	0.11061	0.098204	0.10363	0.072324	0.092027	0.10219	0.11294	0.089149	0.16199	0.080938	0.18866	0.079587	0.070794	0.17853	0.08899	0.1223	0.10105	0.097327	0.11991	0.094514	0.13099	0.1031	0.092269	0.0878	0.074826	0.050659	0.099722	0.083118	0.11038
Meth__cg01989224__NDN	0.45159	0.026996	0.85517	0.033914	0.093224	0.76729	0.39205	0.049303	0.59774	0.075963	0.094887	0.45342	0.047572	0.085618	0.10191	0.063876	0.21493	0.21016	0.10813	0.45465	0.23036	0.054651	0.032998	0.034874	0.13916	0.07397	0.032976	0.13108	0.055602
Meth__cg12128839__HOXA5	0.42399	0.021367	0.3294	0.068863	0.17941	0.75023	0.082916	0.45235	0.049615	0.063589	0.12305	0.0542	0.040746	0.065036	0.033724	0.047571	0.717	0.90451	0.7006	0.31274	0.56165	0.20212	0.049434	0.042827	0.90385	0.59131	0.052489	0.89954	0.89038
Meth__cg05512756__UGT3A1	0.50939	0.16207	0.84839	0.81495	0.061982	0.58542	0.40288	0.39305	0.32724	0.07168	0.18351	0.24918	0.22694	0.034235	0.33441	0.54255	0.89507	0.79291	0.073624	0.57414	0.12493	0.066896	0.097421	0.50352	0.10186	0.050439	0.81006	0.40941	0.28747
RS_G3361__SERPINE1__SERPINE1	3.34	3.0676	0.59751	2.4332	5.0316	0.27016	6.6992	1.6028	2.0024	6.7282	7.1883	6.7085	6.8413	0.30685	5.4003	1.4898	1.9126	6.056	9.7718	2.0705	3.8827	2.1126	7.2491	0.86367	8.7657	0.75362	1.085	1.8838	0.90015
Meth__cg05626013__LRRTM3	0.29061	0.093426	0.63909	0.10767	0.27788	0.21835	0.77333	0.13245	0.25376	0.23782	0.2509	0.20077	0.22465	0.14815	0.13124	0.15774	0.78845	0.16157	0.45484	0.1721	0.29889	0.087942	0.10622	0.20464	0.10853	0.13061	0.12659	0.14646	0.14324
RS_G2581__WFDC2__WFDC2	5.881	0.54379	1.0823	3.5558	0	1.0374	7.1896	2.3983	10.9307	7.8153	0	0.61203	2.5221	10.1559	6.1824	5.317	9.1243	5.3322	1.7721	5.5543	1.9279	2.6788	1.7574	13.4728	0.64571	0.90703	4.815	7.0559	1.9893
Meth__cg22401066__SMPDL3A	0.049063	0.038985	0.045498	0.047285	0.039163	0.061734	0.06922	0.081047	0.051349	0.061957	0.075906	0.048538	0.043722	0.069736	0.039172	0.041243	0.25542	0.044595	0.097244	0.04619	0.071755	0.04968	0.027066	0.036136	0.041808	0.067671	0.052079	0.060165	0.049759
Meth__cg04882894__IGSF1	0.069861	0.041123	0.67445	0.039205	0.3192	0.1683	0.59207	0.033714	0.39274	0.38147	0.27779	0.065547	0.049108	0.079297	0.032194	0.045942	0.064528	0.11579	0.63593	0.071958	0.31987	0.069841	0.063239	0.074865	0.047491	0.20942	0.31555	0.070167	0.27724
Meth__cg24860534__CDC42BPA	0.036584	0.7935	0.071098	0.32725	0.69761	0.12615	0.041338	0.11408	0.045362	0.92186	0.87019	0.25688	0.11513	0.5219	0.1678	0.20928	0.36732	0.16675	0.4744	0.043262	0.13836	0.65177	0.22328	0.040346	0.1921	0.081852	0.050686	0.37994	0.61239
Meth__cg02868123__REGL	0.9374	0.020571	0.92329	0.034426	0.098351	0.83298	0.0081173	0.14209	0.91277	0.20443	0.17409	0.066798	0.2637	0.052942	0.029324	0.16588	0.36231	0.79629	0.12633	0.13711	0.73383	0.051827	0.15782	0.51022	0.27341	0.096722	0.069209	0.44819	0.18183
Meth__cg00308133__GAMT	0.015776	0.39432	0.58424	0.021738	0.36172	0.048655	0.0099573	0.13413	0.017666	0.5975	0.97988	0.94574	0.055437	0.19092	0.76751	0.82329	0.012257	0.014803	0.031053	0.026423	0.048905	0.76319	0.013969	0.51183	0.015728	0.044081	0.026015	0.020253	0.02284
Meth__cg24423088__KRTAP8-1	0.91932	0.035409	0.87774	0.47099	0.73051	0.91413	0.96024	0.055007	0.87092	0.74529	0.11024	0.75947	0.18863	0.053517	0.042047	0.040557	0.82177	0.86726	0.13477	0.060967	0.37721	0.067815	0.042549	0.88467	0.047809	0.15728	0.051495	0.36579	0.83517
Meth__cg04312209__IL7R	0.58178	0.083821	0.66622	0.35103	0.076196	0.22163	0.13046	0.11023	0.27554	0.31487	0.16302	0.098604	0.19351	0.13343	0.15267	0.22923	0.72619	0.58373	0.20081	0.21846	0.24498	0.20323	0.0797	0.19687	0.092434	0.13605	0.37751	0.24938	0.16247
