Cell lines	600MPE	AU565	BT474	BT483	BT549	CAMA1	HCC1143	HCC1428	HCC1569	HCC1937	HCC1954	HCC202	HCC3153	HCC38	HCC70	HS578T	LY2	MCF7	MDAMB175VII	MDAMB231	MDAMB361	MDAMB453	SKBR3	SUM1315MO2	SUM149PT	SUM52PE	T47D	UACC812	ZR751	ZR7530	ZR75B
RS_G12983__SPRR1A__SPRR1A	2.6766	0	1.2073	4.6224	0	0	4.4152	1.1468	1.0479	5.1369	4.8631	0	0	0	4.4045	0	0.3708	0	6.2122	0	0.35494	0	0	0	1.1341	1.2049	4.8655	3.6111	2.3955	0	2.8989
Meth__cg07356771__CHDH	0.026199	0.68475	0.031692	0.031843	0.43945	0.036983	0.041484	0.026497	0.023215	0.025638	0.10288	0.016125	0.36616	0.029444	0.054787	0.50864	0.021048	0.035629	0.039094	0.92074	0.032423	0.05302	0.41344	0.027247	0.02763	0.96754	0.035192	0.029138	0.034941	0.40837	0.023572
Meth__cg21934269__RPL39	0.6101	0.035922	0.043674	0.37412	0.030115	0.038391	0.44459	0.65107	0.039043	0.044578	0.042946	0.035165	0.34335	0.55873	0.067916	0.035111	0.02475	0.028463	0.54098	0.087525	0.056457	0.45986	0.080152	0.57222	0.038784	0.2668	0.083699	0.61755	0.40361	0.54429	0.036291
RS_G7879__HERC5__HERC5	2.3699	0	1.1018	4.8412	0.14696	1.4218	4.5886	1.1983	8.0916	5.6631	4.4059	1.7557	2.964	4.5001	7.8085	0.083816	0.81141	0.62941	1.6248	5.3756	0.78169	0	0	3.9803	3.3359	2.1255	1.4633	1.096	0.70351	0.46462	0.21229
Meth__cg09072120__PRTFDC1	0.030489	0.099081	0.24235	0.027423	0.43821	0.035777	0.023486	0.023401	0.015631	0.018981	0.47434	0.52713	0.9682	0.017625	0.041123	0.024168	0.018265	0.025169	0.20293	0.045657	0.024964	0.61808	0.19393	0.017412	0.47793	0.93793	0.030284	0.68579	0.28524	0.90227	0.093138
RS_G15926__RGMA__RGMA	6.6212	0.66506	2.3204	1.4114	3.8693	0	2.3197	1.3678	8.8727	5.0712	0.52872	0	3.1229	0.60114	5.4599	0.17933	3.2546	0.92041	6.0556	0	1.6905	0	0	3.5632	3.6555	0.33244	4.1545	1.8524	1.9628	0.1864	1.7706
Meth__cg23698956__FAM3A	0.48114	0.03006	0.062089	0.26421	0.057645	0.044084	0.30957	0.46471	0.029666	0.21617	0.080295	0.026824	0.32492	0.30358	0.06729	0.041901	0.022407	0.039891	0.3983	0.14774	0.047523	0.15493	0.042655	0.4675	0.021653	0.12564	0.12133	0.55652	0.26731	0.44264	0.041738
Meth__cg18125479__PYGL	0.025509	0.033512	0.13328	0.018343	0.020405	0.18765	0.04738	0.015818	0.020327	0.030503	0.038272	0.045563	0.015031	0.021524	0.049231	0.014378	0.026161	0.031648	0.057875	0.036012	0.05405	0.86245	0.030331	0.023605	0.024869	0.6257	0.030845	0.017297	0.122	0.10014	0.66278
Meth__cg07448460__GGH	0.03751	0.06916	0.050647	0.021593	0.019646	0.028427	0.024761	0.024202	0.037113	0.018109	0.067151	0.036812	0.035148	0.026466	0.079213	0.028234	0.032969	0.032092	0.029223	0.035744	0.038439	0.063548	0.36163	0.026502	0.038211	0.020965	0.017875	0.026696	0.03245	0.050961	0.02369
Meth__cg13765303__BOC	0.18908	0.66342	0.46888	0.10447	0.52647	0.041154	0.10624	0.042215	0.032567	0.10798	0.73981	0.4831	0.13914	0.027634	0.14114	0.031947	0.66035	0.60592	0.20189	0.72006	0.16905	0.73374	0.59023	0.064127	0.061277	0.84681	0.05334	0.50918	0.43052	0.40705	0.4159
Meth__cg14311811__DSG2	0.053995	0.79532	0.70484	0.22919	0.84493	0.076181	0.06069	0.063663	0.15134	0.43761	0.32588	0.92039	0.042394	0.27183	0.12627	0.38633	0.14872	0.11532	0.14215	0.36005	0.6021	0.44376	0.3103	0.064078	0.040606	0.83061	0.10998	0.04677	0.34026	0.1911	0.81002
Meth__cg04739570__PODXL2	0.066825	0.058281	0.069193	0.044006	0.67678	0.67613	0.052799	0.084987	0.055498	0.61847	0.79551	0.0417	0.11182	0.55203	0.18264	0.32317	0.71109	0.28045	0.097177	0.84827	0.73387	0.89681	0.098513	0.062706	0.36705	0.070805	0.12386	0.068793	0.058443	0.11858	0.05713
RS_G22042__HLA-F__HLA-F	4.748	2.4472	0.95172	6.5911	0	4.0757	5.6306	3.8771	9.1074	7.902	5.9406	2.5906	6.6764	6.4276	9.9102	1.1237	5.6214	3.8954	6.6684	3.2625	3.8368	1.838	0.99069	6.9802	8.3968	5.328	7.0422	7.5762	6.3212	3.1441	6.1653
Meth__cg25268678__PLEKHG6	0.044433	0.98189	0.048518	0.20049	0.9809	0.71768	0.027877	0.056307	0.033201	0.028799	0.96789	0.079581	0.061124	0.60926	0.075501	0.96034	0.046462	0.072742	0.028614	0.96343	0.46122	0.071415	0.067055	0.031544	0.020913	0.41015	0.12861	0.04008	0.044755	0.047554	0.77807
Meth__cg26201213__MGMT	0.022372	0.93001	0.9576	0.027421	0.13453	0.032333	0.34287	0.46342	0.015932	0.099731	0.70799	0.69026	0.073513	0.71452	0.05236	0.53279	0.12263	0.089898	0.41876	0.70454	0.44766	0.28509	0.89206	0.019552	0.012812	0.15413	0.029428	0.018467	0.050026	0.93597	0.02523
Meth__cg02441647__COL8A1	0.073385	0.093494	0.15166	0.084358	0.45901	0.40355	0.070106	0.11715	0.089932	0.34076	0.52497	0.082134	0.064024	0.12046	0.28975	0.063739	0.26371	0.50867	0.35923	0.16635	0.074587	0.81387	0.14564	0.066419	0.068942	0.55723	0.096271	0.068193	0.13992	0.12519	0.68168
Meth__cg18484189__NALP10	0.53223	0.047513	0.58826	0.43926	0.77646	0.31242	0.833	0.74433	0.26471	0.83267	0.43718	0.022845	0.2525	0.52498	0.14613	0.1305	0.23996	0.1836	0.81371	0.24109	0.11409	0.11547	0.080958	0.10457	0.1402	0.21084	0.29418	0.71928	0.22414	0.13808	0.2936
Meth__cg13885201__ZNF23	0.045152	0.038361	0.2904	0.48105	0.22122	0.93382	0.033855	0.47647	0.043307	0.029372	0.16509	0.61388	0.11187	0.029635	0.32675	0.048935	0.40205	0.75912	0.547	0.83022	0.62193	0.91397	0.077977	0.026391	0.039742	0.92557	0.084265	0.049099	0.070203	0.85434	0.054132
Meth__cg07755653__STX11	0.048791	0.057977	0.10877	0.0472	0.10663	0.26974	0.078205	0.053004	0.16628	0.030475	0.32789	0.029807	0.046533	0.084383	0.10424	0.08283	0.16159	0.04479	0.061432	0.094819	0.054182	0.76314	0.05784	0.030268	0.10206	0.40354	0.054718	0.036262	0.061396	0.14947	0.055434
Meth__cg01471713__C1orf115	0.52993	0.074524	0.15935	0.69634	0.95108	0.049332	0.40276	0.57744	0.93333	0.46733	0.50908	0.03029	0.086221	0.33638	0.23195	0.073402	0.88095	0.95463	0.78969	0.92132	0.090852	0.10171	0.12571	0.7407	0.12707	0.037315	0.44347	0.61926	0.047788	0.1945	0.059952
Meth__cg00308133__GAMT	0.015776	0.39432	0.58424	0.021738	0.36172	0.048655	0.0099573	0.13413	0.017666	0.5975	0.97988	0.69569	0.94574	0.055437	0.19092	0.032923	0.76751	0.82329	0.014803	0.031053	0.026423	0.048905	0.76319	0.013969	0.51183	0.015728	0.044081	0.026015	0.020253	0.067829	0.02284
Meth__cg09837943__ZIM2	0.66324	0.064601	0.34218	0.87892	0.23367	0.6952	0.53941	0.087402	0.7686	0.73891	0.12215	0.11386	0.78077	0.26018	0.11506	0.052262	0.083826	0.1392	0.70836	0.15335	0.073446	0.32727	0.096524	0.65414	0.13955	0.66171	0.13566	0.82494	0.083886	0.29787	0.067368
Meth__cg04037228__LIMD1	0.10509	0.072787	0.23712	0.90778	0.1224	0.43341	0.18754	0.91862	0.30445	0.93146	0.30373	0.36375	0.086752	0.058434	0.092965	0.64883	0.59891	0.23516	0.7815	0.075989	0.28292	0.086852	0.094472	0.30558	0.063225	0.03947	0.21968	0.87559	0.074401	0.46123	0.060777
Meth__cg16317961__MAPRE2	0.04852	0.052553	0.048996	0.04845	0.051213	0.062478	0.02836	0.044458	0.042302	0.066081	0.11744	0.32521	0.045291	0.04108	0.10439	0.042381	0.15138	0.12977	0.071261	0.095627	0.061888	0.31012	0.064455	0.058544	0.040803	0.32399	0.060932	0.042943	0.051819	0.1737	0.052403
Meth__cg04344997__EMD	0.69451	0.088366	0.1439	0.63721	0.053393	0.13674	0.85011	0.76433	0.12558	0.14549	0.18768	0.094826	0.69129	0.72247	0.28039	0.11684	0.094505	0.12336	0.72949	0.16483	0.094217	0.46611	0.25801	0.60729	0.04864	0.49658	0.22113	0.73374	0.65075	0.75622	0.092254
Meth__cg15202954__VGCNL1	0.093219	0.3787	0.95781	0.097981	0.67191	0.94787	0.057675	0.11458	0.21149	0.11687	0.44592	0.95607	0.068708	0.084924	0.51367	0.094101	0.93288	0.93658	0.12064	0.18383	0.82348	0.87852	0.21743	0.085475	0.078324	0.83787	0.13167	0.17544	0.10514	0.14489	0.10226
Meth__cg18335243__PTGS2	0.058998	0.03967	0.93142	0.029881	0.95114	0.96504	0.07558	0.06423	0.051419	0.17109	0.65144	0.8307	0.46	0.042337	0.079314	0.43713	0.096573	0.093901	0.97648	0.072156	0.92456	0.81057	0.13187	0.058293	0.033059	0.95807	0.11556	0.83503	0.9537	0.33411	0.95217
RS_G6326__AC006273.1__AC006273.1	4.7058	0.44652	0	6.9571	4.8531	2.6603	1.0627	0.8433	6.875	0.70315	0.67825	0	0.22203	5.498	0	2.1711	3.6612	3.7451	2.0081	0.29709	2.1202	1.1253	0	9.396	1.41	0	4.3873	6.578	5.6514	0.64854	4.4249
Meth__cg13986130__PTGS2	0.049627	0.032549	0.89878	0.046082	0.94899	0.94817	0.080119	0.097789	0.071353	0.14052	0.60854	0.94504	0.28562	0.064748	0.14259	0.22751	0.054904	0.059665	0.94901	0.14345	0.91349	0.8286	0.079141	0.062109	0.049866	0.94769	0.057349	0.89003	0.94767	0.40134	0.93841
RS_G12982__SPRR1B__SPRR1B	2.2988	0.63608	0	3.8097	1.4994	0	7.092	0	0.64046	7.6626	4.7816	0	0	0	4.001	0	0.69033	0	5.8907	0	1.214	1.092	2.0942	1.1062	1.5367	0	2.1888	3.3389	0	0	1.2275
Meth__cg06866657__LHX6	0.40725	0.076259	0.10046	0.05124	0.3637	0.23943	0.050374	0.060367	0.15116	0.068691	0.34335	0.10695	0.049525	0.047575	0.12479	0.25989	0.21613	0.1653	0.39454	0.37772	0.066936	0.76294	0.084665	0.056677	0.10425	0.54514	0.035645	0.055604	0.19328	0.12043	0.26024
Meth__cg25397076__RBP7	0.037989	0.022225	0.14027	0.16119	0.98177	0.84996	0.050058	0.034611	0.9704	0.036938	0.92748	0.075112	0.96856	0.40773	0.061145	0.23692	0.54138	0.18386	0.25772	0.95742	0.58542	0.94773	0.072128	0.063325	0.03015	0.97969	0.046536	0.034541	0.10469	0.10649	0.97086
Meth__cg02854288__FHIT	0.072634	0.061897	0.06852	0.056135	0.16638	0.055975	0.059663	0.057463	0.053334	0.03789	0.17927	0.046348	0.047255	0.12118	0.095371	0.079046	0.20832	0.064975	0.072132	0.11123	0.068869	0.079872	0.084777	0.061742	0.067774	0.073696	0.068494	0.073866	0.060924	0.11733	0.06024
Meth__cg24122922__C20orf39	0.43006	0.045223	0.93879	0.92323	0.40023	0.13427	0.96064	0.91187	0.69085	0.72335	0.23992	0.052297	0.28477	0.57395	0.070056	0.032731	0.89042	0.90747	0.86948	0.13042	0.65931	0.28093	0.078517	0.46334	0.43453	0.23332	0.067097	0.91191	0.41665	0.27476	0.18143
Meth__cg20275344__RAB9B	0.57098	0.072962	0.065625	0.36398	0.068208	0.075248	0.39427	0.64629	0.11799	0.2657	0.1312	0.37858	0.4658	0.49431	0.13888	0.04989	0.088133	0.080454	0.55965	0.10775	0.061399	0.30741	0.10066	0.17763	0.09019	0.73931	0.13968	0.59681	0.18895	0.54084	0.062815
Meth__cg01353347__IRAK1	0.65538	0.037818	0.043707	0.57226	0.041336	0.063497	0.51432	0.73944	0.059658	0.052713	0.1043	0.037546	0.56952	0.61715	0.46739	0.034011	0.038294	0.064526	0.64976	0.11757	0.07634	0.59333	0.068973	0.63883	0.051808	0.4703	0.13588	0.69324	0.53697	0.51803	0.04872
RS_G997__FGFR2__FGFR2	6.7022	5.8744	1.611	5.6493	2.4737	2.1401	6.0406	6.4531	5.7394	6.4254	1.9971	0.7339	6.1453	2.2668	4.4544	0.65248	4.0018	5.3212	4.6482	0.28704	4.3772	2.1355	6.3649	1.6784	3.8017	12.3848	7.904	5.3506	5.7165	6.5231	5.4987
Meth__cg06244906__ZIM2	0.90163	0.042749	0.41479	0.91824	0.42462	0.65708	0.32653	0.084705	0.85888	0.62466	0.20225	0.15072	0.80712	0.30622	0.051761	0.044238	0.12761	0.32078	0.88519	0.19414	0.04835	0.27518	0.064573	0.75574	0.16317	0.51542	0.095643	0.9171	0.070821	0.21793	0.066571
Meth__cg08606356__CD44	0.064759	0.078604	0.14406	0.11163	0.076701	0.48125	0.044598	0.060769	0.063419	0.063729	0.06661	0.077753	0.080195	0.072371	0.11262	0.075218	0.054421	0.082753	0.068086	0.09876	0.084141	0.78261	0.12637	0.069273	0.044063	0.081189	0.057906	0.088751	0.077167	0.13218	0.85507
Meth__cg15774283__PTGS2	0.39489	0.027569	0.94193	0.040193	0.94345	0.94511	0.073107	0.035925	0.03019	0.093184	0.60639	0.66115	0.61534	0.030838	0.045176	0.49297	0.79238	0.62462	0.94407	0.090427	0.48645	0.84781	0.049353	0.031027	0.026643	0.74239	0.38134	0.73775	0.92573	0.42379	0.9228
Meth__cg01288598__CD83	0.051129	0.3655	0.10609	0.044789	0.046575	0.079275	0.066256	0.064826	0.064818	0.026919	0.28311	0.077964	0.38137	0.06831	0.09081	0.069785	0.050612	0.053892	0.083412	0.093132	0.045176	0.11183	0.17856	0.055012	0.044087	0.047704	0.076151	0.049777	0.059693	0.25588	0.065338
Meth__cg13311440__CD48	0.6998	0.062975	0.80853	0.67899	0.076119	0.27632	0.9689	0.36003	0.56439	0.83292	0.89302	0.028932	0.45505	0.85646	0.080336	0.023366	0.66873	0.42286	0.7917	0.69136	0.17649	0.077495	0.042389	0.84648	0.05504	0.18618	0.078351	0.7034	0.42955	0.033125	0.50576
Meth__cg19180828__FLJ46380	0.049741	0.92858	0.95132	0.80394	0.96168	0.092723	0.044039	0.36523	0.05823	0.36831	0.89574	0.44317	0.96169	0.82739	0.54072	0.34464	0.036801	0.090389	0.048472	0.06227	0.93186	0.38181	0.90359	0.029081	0.89508	0.056115	0.081241	0.10574	0.3782	0.79836	0.69026
RS_G14377__NRIP3__NRIP3	0.68301	2.6914	2.4942	4.8866	3.843	0.17753	4.5493	6.9244	3.4385	2.6701	2.4016	0	0.6097	5.4067	2.5642	6.5177	0	0	1.8015	0	1.9129	0	1.5919	2.9304	1.0302	0	5.4952	1.0017	2.2752	4.9344	2.24
Meth__cg26780333__ACOT4	0.23298	0.51321	0.34932	0.086303	0.98484	0.36936	0.17446	0.46144	0.40188	0.062512	0.97187	0.94567	0.96715	0.05826	0.081932	0.10425	0.57289	0.31857	0.73153	0.9759	0.53662	0.29172	0.096837	0.12186	0.017393	0.32351	0.028471	0.020341	0.37876	0.38386	0.64108
RS_G17921__PTPLAD2__PTPLAD2	2.8764	0	0.37748	3.5493	0	0.50281	0.93382	3.1289	1.9272	1.3002	0.17185	1.5279	0	4.9924	7.1353	0.38818	0	0.18365	1.0544	0	0	0	0	0.32372	0	0	4.3219	1.7048	5.0291	2.5148	4.9254
Meth__cg17571782__CXorf40A	0.51797	0.041807	0.043676	0.41014	0.030691	0.035158	0.42445	0.54377	0.04774	0.078215	0.088367	0.46245	0.32308	0.51996	0.13688	0.027556	0.032173	0.03647	0.51038	0.07318	0.038793	0.52973	0.052705	0.5178	0.038366	0.028455	0.074338	0.56341	0.40404	0.57978	0.035636
Meth__cg17793621__ATP10A	0.084717	0.097461	0.94765	0.059434	0.80384	0.93564	0.34835	0.092305	0.095668	0.028191	0.26242	0.35796	0.10122	0.078653	0.15849	0.045524	0.92545	0.91576	0.040004	0.25316	0.6293	0.83827	0.10726	0.066525	0.36951	0.040707	0.11748	0.06002	0.04993	0.91962	0.13219
Meth__cg10976172__FLJ32130	0.067711	0.39355	0.40618	0.070446	0.26048	0.085447	0.039815	0.10064	0.072746	0.044512	0.091159	0.078028	0.65397	0.066229	0.10352	0.069541	0.081479	0.076628	0.19319	0.14216	0.28396	0.12958	0.32141	0.078314	0.074867	0.4666	0.27086	0.091542	0.079028	0.26663	0.075554
RS_G16452__NPW__NPW	0.92642	1.4213	0	2.4697	0.2454	0.65448	1.172	1.0368	5.9176	4.1669	0	3.1399	0	0.4498	2.1341	0	2.1758	1.085	0.54611	0	2.8689	1.2498	1.1663	5.1687	4.4809	1.5207	4.5138	6.4954	4.8912	1.0702	1.5426
RS_G22235__AC087350.3__AC087350.3	6.7584	3.3757	0	4.1748	0	2.4007	8.6826	5.3739	9.9573	6.5159	4.2809	6.6282	8.6943	4.2513	7.319	0.31621	0	5.0434	6.3716	3.8004	0.80904	1.6475	4.3854	4.6914	10.1015	3.0354	5.2584	3.9664	3.1179	5.41	0.82242
Meth__cg17300307__GLS	0.06658	0.048117	0.26284	0.063991	0.055378	0.13268	0.049239	0.069933	0.050895	0.051327	0.22096	0.089016	0.051192	0.054133	0.13181	0.049101	0.052586	0.081673	0.071587	0.10987	0.17856	0.22347	0.12479	0.026623	0.035075	0.09554	0.088043	0.071429	0.1674	0.19062	0.13142
Meth__cg15910208__KLK10	0.085643	0.055867	0.50333	0.26313	0.51875	0.48264	0.037851	0.08114	0.13663	0.039091	0.89495	0.09518	0.61557	0.062531	0.072841	0.042038	0.87052	0.93067	0.54281	0.66981	0.5322	0.9042	0.12569	0.062375	0.034558	0.94977	0.092333	0.4356	0.27874	0.31392	0.068856
RS_G5811__C3__C3	7.1207	1.6685	0.69203	2.2919	1.3461	1.109	9.5755	1.3027	11.5641	9.6169	3.7993	0.8653	8.5745	3.1161	10.7546	3.071	1.0739	0.71163	5.4593	1.766	0.54314	1.4735	0.3753	3.3306	13.2011	3.5917	3.7685	3.7365	3.2756	1.0326	2.3797
Meth__cg05824432__DCI	0.019346	0.016696	0.3849	0.012316	0.01226	0.015821	0.013191	0.013955	0.015063	0.012296	0.028283	0.020884	0.022785	0.015018	0.023184	0.015114	0.014229	0.018289	0.027712	0.037641	0.33763	0.037819	0.018713	0.015807	0.016297	0.014737	0.038246	0.015	0.31724	0.028558	0.021634
Meth__cg19803671__UBE2E2	0.044704	0.047818	0.047616	0.045649	0.041877	0.067243	0.031202	0.050028	0.047942	0.0659	0.13584	0.17982	0.058934	0.049447	0.094689	0.042837	0.075934	0.048242	0.096	0.1693	0.063115	0.15636	0.129	0.047406	0.059094	0.053603	0.064403	0.055558	0.061828	0.17203	0.049619
Meth__cg11378840__HHEX	0.036745	0.022116	0.82377	0.032911	0.025344	0.046472	0.013242	0.019045	0.020028	0.028635	0.42753	0.77269	0.72767	0.01928	0.053749	0.89196	0.018111	0.019965	0.38174	0.05382	0.022813	0.9639	0.08452	0.02423	0.018088	0.98396	0.029861	0.022975	0.97911	0.60903	0.98272
Meth__cg11015241__ATP10A	0.8912	0.094203	0.50186	0.88716	0.25921	0.68524	0.9275	0.077586	0.84655	0.93807	0.17355	0.054649	0.88458	0.89032	0.19666	0.26751	0.65833	0.52665	0.93221	0.8623	0.33277	0.22716	0.081761	0.93265	0.038654	0.94716	0.67263	0.87414	0.21598	0.48746	0.31637
Meth__cg03454353__ZFP37	0.62921	0.079996	0.86992	0.041185	0.072726	0.67277	0.06032	0.071613	0.063459	0.075107	0.4643	0.73365	0.060075	0.050706	0.13999	0.074633	0.40744	0.37666	0.05401	0.4564	0.50394	0.23802	0.11267	0.06572	0.2881	0.2556	0.074433	0.08356	0.59934	0.12934	0.33526
Meth__cg25438963__HIST1H3C	0.10732	0.081891	0.10268	0.86425	0.74559	0.96155	0.97297	0.96248	0.95404	0.17811	0.94271	0.075249	0.074984	0.080867	0.17918	0.54997	0.97888	0.15078	0.097042	0.20395	0.76404	0.17301	0.11851	0.9575	0.08784	0.87097	0.36428	0.95626	0.1223	0.12973	0.14061
Meth__cg06055013__ATRNL1	0.083411	0.076548	0.07345	0.067823	0.090813	0.1229	0.069482	0.07386	0.32991	0.11155	0.31223	0.39725	0.04508	0.080833	0.12275	0.56636	0.48094	0.22257	0.1153	0.51393	0.089732	0.87821	0.12011	0.086954	0.5063	0.39314	0.1206	0.066349	0.094039	0.19379	0.071279
Meth__cg06746171__ATOX1	0.21874	0.21185	0.56731	0.13759	0.8593	0.2508	0.065534	0.38852	0.072078	0.36045	0.43483	0.1921	0.15452	0.21337	0.17325	0.48901	0.42068	0.25324	0.41448	0.78735	0.56913	0.82111	0.20963	0.046474	0.73487	0.32709	0.40347	0.1069	0.12197	0.3078	0.073457
Meth__cg19141563__PPM1E	0.046289	0.037314	0.16987	0.028849	0.45797	0.041508	0.056011	0.033539	0.053478	0.0422	0.12901	0.35537	0.034916	0.044916	0.1407	0.045642	0.56862	0.42583	0.31318	0.11649	0.058651	0.51725	0.12538	0.030062	0.037121	0.49711	0.11641	0.058699	0.035246	0.41101	0.051135
Meth__cg18742441__ATP6AP1	0.53696	0.042561	0.058208	0.45354	0.035006	0.047845	0.39265	0.59278	0.033873	0.12388	0.049031	0.029315	0.34815	0.43068	0.098452	0.022796	0.038559	0.045413	0.50378	0.17487	0.045083	0.25068	0.062218	0.43468	0.03522	0.18286	0.091587	0.5955	0.31134	0.57783	0.043715
Meth__cg02657360__H19	0.31964	0.041697	0.081668	0.53404	0.69735	0.11566	0.28977	0.84892	0.62975	0.87579	0.70408	0.038225	0.12836	0.14376	0.12608	0.050652	0.28906	0.3508	0.25616	0.16596	0.096187	0.11703	0.089755	0.0349	0.11232	0.79718	0.12025	0.87963	0.09633	0.073774	0.053448
Meth__cg07428182__PLXNA3	0.7751	0.041092	0.046452	0.71352	0.034594	0.041688	0.55584	0.83942	0.03121	0.10342	0.088314	0.024936	0.6907	0.61119	0.14962	0.047095	0.042712	0.049926	0.77305	0.071139	0.043006	0.3095	0.077108	0.64159	0.033016	0.46179	0.1332	0.85771	0.39443	0.77322	0.033844
Meth__cg19384697__UPK3B	0.077999	0.07585	0.34731	0.0963	0.46246	0.15257	0.10996	0.10479	0.096249	0.063856	0.25621	0.18838	0.15206	0.32762	0.097802	0.11949	0.069637	0.084561	0.066121	0.76983	0.11446	0.14927	0.072077	0.10636	0.37344	0.078963	0.084227	0.069977	0.13846	0.10491	0.37555
Meth__cg19969873__NPPC	0.10025	0.10424	0.075303	0.060048	0.55453	0.10524	0.096734	0.073299	0.91133	0.039097	0.59462	0.057001	0.068042	0.081299	0.21828	0.55804	0.56427	0.15324	0.29253	0.86351	0.083329	0.8954	0.15355	0.074101	0.092969	0.46182	0.089751	0.054598	0.35247	0.62661	0.22557
Meth__cg21449843__MANBAL	0.03111	0.012847	0.09375	0.024229	0.017744	0.033883	0.01641	0.033322	0.014601	0.02083	0.43082	0.077562	0.040071	0.017441	0.10748	0.28321	0.032449	0.039516	0.034418	0.06508	0.028254	0.056682	0.022923	0.023313	0.032905	0.037196	0.067574	0.027529	0.032644	0.058537	0.036923
Meth__cg19536127__CALM2	0.044138	0.37518	0.18825	0.11535	0.57727	0.33155	0.043256	0.26655	0.043634	0.13318	0.27583	0.022058	0.047747	0.061477	0.14342	0.071564	0.5396	0.21994	0.18503	0.11426	0.40692	0.11696	0.10821	0.045451	0.048362	0.19923	0.13169	0.084024	0.26771	0.14983	0.51663
Meth__cg05019001__AR	0.56703	0.041695	0.047653	0.18276	0.033377	0.041115	0.97755	0.076123	0.97909	0.94776	0.045564	0.028564	0.95135	0.72618	0.20724	0.037655	0.063451	0.057139	0.46397	0.94506	0.049561	0.35048	0.063699	0.16346	0.15068	0.86384	0.09068	0.41686	0.15553	0.61315	0.048337
Meth__cg08045570__FOXF2	0.42578	0.026888	0.33586	0.067959	0.97559	0.97743	0.033008	0.03616	0.037676	0.29412	0.45561	0.65891	0.043761	0.024869	0.055338	0.30309	0.97692	0.97261	0.98131	0.69158	0.93704	0.96842	0.057318	0.027716	0.018984	0.97315	0.67746	0.32394	0.85466	0.95665	0.5854
Meth__cg19430897__HIST1H2AB	0.16089	0.13053	0.48989	0.95208	0.93754	0.87807	0.59268	0.9093	0.9046	0.24846	0.8509	0.37693	0.12365	0.10977	0.30035	0.12122	0.10953	0.13285	0.12441	0.1551	0.35609	0.11022	0.17219	0.29358	0.1178	0.68988	0.80681	0.13909	0.15748	0.13944	0.13973
Meth__cg16494477__FGF18	0.1303	0.18521	0.10723	0.076188	0.85947	0.11719	0.068153	0.064764	0.84769	0.073322	0.29645	0.20069	0.22304	0.081555	0.13694	0.58254	0.32553	0.14004	0.31819	0.62573	0.097333	0.38683	0.13304	0.39465	0.087967	0.32411	0.10135	0.077839	0.39788	0.82392	0.86842
Meth__cg18237405__CPNE5	0.047635	0.067703	0.8773	0.041084	0.46514	0.072921	0.19863	0.065176	0.22857	0.1519	0.84288	0.082138	0.25449	0.15216	0.06144	0.16252	0.69783	0.39642	0.42697	0.88846	0.7281	0.45869	0.13018	0.033895	0.03859	0.53881	0.35973	0.48512	0.53773	0.43302	0.94488
Meth__cg17864730__ITGB8	0.048052	0.65607	0.12863	0.037607	0.21752	0.33071	0.057494	0.21529	0.0512	0.02898	0.14006	0.10718	0.038309	0.029318	0.10732	0.025367	0.36216	0.075311	0.12816	0.4036	0.04875	0.14054	0.18454	0.052867	0.027042	0.8504	0.068925	0.039135	0.14096	0.12186	0.47354
RS_G27910__CR381670.5__CR381670.5	4.1178	5.7688	0.62829	5.0352	1.4721	0.41785	4.2117	7.2552	1.0275	2.9294	7.5782	3.734	2.0201	2.1241	0.3738	5.8515	0.7092	2.0929	1.2196	2.2834	3.0966	0.37898	0.70831	2.4725	1.7426	2.4172	4.8267	2.1014	1.1252	2.1447	4.0839
Meth__cg19841506__ZMYND15	0.035162	0.83335	0.858	0.11714	0.98488	0.20926	0.034124	0.090386	0.034916	0.040243	0.20213	0.02218	0.9533	0.098532	0.081003	0.20772	0.97517	0.44933	0.17631	0.95448	0.39702	0.070012	0.40178	0.47775	0.026658	0.93533	0.075872	0.23403	0.052951	0.19228	0.53049
Meth__cg15717808__KCNQ5	0.02378	0.017455	0.1088	0.43167	0.60793	0.55088	0.013924	0.028632	0.020261	0.019989	0.43757	0.021278	0.60688	0.011736	0.036928	0.026528	0.75904	0.20313	0.045247	0.38793	0.023217	0.070883	0.035718	0.019356	0.01494	0.81229	0.028261	0.029039	0.39658	0.063541	0.6464
Meth__cg11521325__FLJ32926	0.28701	0.051987	0.5736	0.37893	0.16098	0.18985	0.79586	0.24987	0.31047	0.60519	0.20071	0.02444	0.18714	0.57895	0.10666	0.082371	0.40238	0.40775	0.80626	0.11307	0.145	0.14745	0.12227	0.062955	0.1	0.080756	0.44286	0.75243	0.18562	0.073941	0.11095
Meth__cg14588638__RHBDD3	0.068739	0.041831	0.048743	0.054966	0.066318	0.051103	0.072251	0.14992	0.043952	0.1898	0.083323	0.052516	0.058117	0.042791	0.08818	0.030385	0.081584	0.058564	0.071744	0.08703	0.055297	0.042015	0.071886	0.40741	0.053167	0.039447	0.070832	0.10338	0.040429	0.09975	0.038554
