Cell lines	600MPE	AU565	BT20	BT474	BT483	BT549	CAMA1	HCC1143	HCC1187	HCC1428	HCC1569	HCC1937	HCC1954	HCC202	HCC2185	HCC3153	HCC38	HCC70	HS578T	MCF7	MDAMB157	MDAMB231	MDAMB361	MDAMB415	MDAMB453	SKBR3	SUM1315MO2	SUM149PT	SUM159PT	SUM225CWN	SUM52PE	T47D	UACC812	ZR751
Meth__cg22197787__KCNH1	0.038336	0.037857	0.84233	0.085851	0.025793	0.040274	0.046505	0.22295	0.049831	0.047628	0.5494	0.33499	0.81288	0.1881	0.058855	0.6429	0.026599	0.08378	0.039043	0.057233	0.033248	0.77621	0.041838	0.083227	0.23846	0.088852	0.036334	0.30865	0.39359	0.033888	0.498	0.055858	0.045293	0.20777
Meth__cg19968631__GLRA3	0.048604	0.043581	0.79821	0.43568	0.037797	0.44483	0.052862	0.91697	0.070087	0.063446	0.33397	0.078334	0.55457	0.029296	0.17221	0.089614	0.11367	0.16659	0.73828	0.050881	0.052675	0.089064	0.049878	0.064258	0.86213	0.060074	0.081425	0.39561	0.39209	0.027202	0.9283	0.053786	0.051154	0.27789
Meth__cg18170080__ESAM	0.040759	0.042778	0.67618	0.10035	0.12714	0.96562	0.15533	0.1319	0.19672	0.080948	0.91862	0.34667	0.45576	0.15901	0.1473	0.63738	0.071434	0.24677	0.76765	0.085793	0.66435	0.061798	0.061233	0.041974	0.094344	0.065096	0.057085	0.43922	0.2621	0.05679	0.80284	0.11385	0.056081	0.26901
Meth__cg08185661__SYT9	0.046786	0.028492	0.94487	0.059991	0.021447	0.92144	0.037173	0.59523	0.025866	0.034102	0.97	0.21236	0.88602	0.030623	0.02567	0.046632	0.57775	0.0678	0.29544	0.047994	0.18255	0.90706	0.031756	0.034397	0.71407	0.037266	0.041872	0.076466	0.56446	0.026636	0.12501	0.13957	0.025744	0.025164
Meth__cg00873937__ATOH7	0.031575	0.021222	0.092145	0.038967	0.038797	0.17385	0.040172	0.10974	0.037651	0.028476	0.062693	0.070791	0.10651	0.040774	0.036556	0.053897	0.032147	0.093449	0.040273	0.03855	0.062376	0.085501	0.040251	0.04051	0.050303	0.029361	0.038537	0.033302	0.078839	0.030279	0.081451	0.060383	0.035868	0.038939
Meth__cg13796218__C1orf187	0.076495	0.12985	0.903	0.062578	0.10532	0.76554	0.10814	0.13256	0.046581	0.071535	0.63334	0.42168	0.73603	0.11433	0.06983	0.81131	0.39231	0.47236	0.36818	0.062633	0.789	0.75032	0.070556	0.099539	0.24095	0.061092	0.0981	0.062873	0.4469	0.090659	0.74028	0.075167	0.082762	0.15279
EA_G__NUCB2	8.3375	8.7157	7.637	8.4499	8.8637	8.9026	8.6827	7.1967	8.1436	8.5007	7.5709	6.6121	7.5803	7.6532	7.554	7.7445	9.0064	6.7309	7.8589	9.1274	8.0098	7.082	9.2346	9.7391	6.2866	7.7278	8.9057	6.1318	7.6199	9.5782	8.6014	8.2067	9.3802	8.3263
Meth__cg08108311__WNK4	0.065682	0.025472	0.97731	0.51977	0.03664	0.15725	0.038513	0.98097	0.054403	0.038284	0.037218	0.96865	0.96836	0.9804	0.42295	0.97857	0.73925	0.15596	0.97216	0.039776	0.96749	0.94317	0.58244	0.048405	0.95082	0.10018	0.35941	0.97865	0.97644	0.67316	0.94778	0.68901	0.045993	0.76413
EA_G__COL4A2	6.36	6.061	6.9582	5.9927	5.6818	9.1358	5.6938	8.5657	5.8659	5.736	8.5431	7.6081	6.3498	6.3264	6.3447	9.6397	9.1724	6.1702	9.4784	6.2593	11.3453	7.8284	5.8093	5.7943	6.9666	6.5292	6.5386	8.0359	6.3432	6.3401	6.3543	6.1933	5.9988	6.2438
Meth__cg11285003__HCN1	0.076021	0.035795	0.90101	0.076644	0.058888	0.63537	0.91933	0.92069	0.052142	0.21373	0.92123	0.33388	0.18006	0.82536	0.046172	0.075699	0.048528	0.072012	0.13654	0.1132	0.07781	0.64376	0.043658	0.086165	0.84442	0.060172	0.24829	0.099205	0.13568	0.057832	0.6014	0.24794	0.089569	0.038745
EA_G__KIAA0644	6.6204	7.8892	5.8869	7.22	7.5292	5.0429	7.1733	4.6612	6.9032	7.1183	5.0476	5.1206	6.1557	7.8377	7.1336	5.2546	5.1951	6.8486	4.7598	5.6884	4.7568	4.8293	6.4892	6.3319	6.5456	7.9545	4.9716	5.2662	5.3064	7.7024	6.1171	6.8002	7.5086	6.8457
Meth__cg00019495__HOP	0.065804	0.054208	0.069195	0.076923	0.053654	0.77097	0.053447	0.40221	0.078713	0.085434	0.83632	0.094268	0.1004	0.036578	0.064161	0.76049	0.80696	0.12057	0.15878	0.063906	0.4149	0.82704	0.063696	0.08346	0.10296	0.06139	0.085053	0.12873	0.80788	0.035855	0.13704	0.2076	0.083678	0.042567
EA_G__DENND2D	9.997	9.4962	6.4338	7.6366	9.6926	5.0582	10.5443	6.6694	5.7422	8.9067	8.0075	8.247	6.8982	8.6752	5.336	4.9887	7.6662	9.91	5.1395	9.3336	4.9272	5.2654	8.4821	9.6716	8.3451	9.1582	5.3816	5.7459	5.3505	9.1889	9.5729	8.9438	8.6823	8.5828
Meth__cg10847798__LAMC1	0.055156	0.17592	0.061638	0.087838	0.3311	0.050219	0.20755	0.060083	0.29767	0.43806	0.049631	0.0703	0.080132	0.06397	0.27896	0.055701	0.05146	0.11045	0.046755	0.15945	0.064408	0.084975	0.076886	0.062243	0.090085	0.10805	0.081304	0.057039	0.050424	0.48352	0.039147	0.17468	0.24696	0.4537
EA_G__TMEM45A	3.4262	5.435	6.4061	3.6833	3.8514	7.4132	3.5319	7.2249	4.0808	3.9416	3.8688	8.9489	7.9683	3.4496	6.9746	6.5289	6.6702	7.6299	7.5793	3.9082	8.7799	6.7967	3.7988	7.9835	4.2971	5.4476	8.3158	10.5267	8.06	6.3913	8.6417	3.2231	4.2422	2.72
Meth__cg24762359__ATP12A	0.043633	0.045777	0.064687	0.053002	0.050961	0.79009	0.05965	0.065101	0.02265	0.051203	0.17341	0.087469	0.11009	0.09274	0.047168	0.065885	0.17718	0.088496	0.067723	0.045648	0.07127	0.71291	0.049236	0.11735	0.28779	0.07663	0.069001	0.088918	0.13563	0.047	0.14606	0.10189	0.063937	0.044759
EA_G__ETS1	3.8667	4.805	5.9815	3.8221	3.5321	9.1987	3.7611	9.7835	5.4674	3.7092	9.0214	8.6336	7.6481	4.1411	4.2609	8.9186	6.6496	6.1098	7.8626	4.1251	8.5584	8.8462	3.44	3.778	4.6855	4.7509	7.741	7.9709	8.314	5.9158	4.288	4.0329	3.9583	4.1234
Meth__cg09014354__NEUROD4	0.11231	0.1056	0.36167	0.094961	0.080422	0.18044	0.1043	0.34659	0.16174	0.11854	0.69338	0.73517	0.30586	0.06759	0.13046	0.11733	0.25449	0.25237	0.21417	0.12233	0.13754	0.69354	0.10052	0.14377	0.81176	0.085323	0.10218	0.12418	0.16022	0.085543	0.090715	0.12095	0.06849	0.088059
Meth__cg10988561__PDCD6	0.082511	0.033413	0.18797	0.034214	0.072163	0.22035	0.053402	0.21648	0.03508	0.10277	0.16762	0.20763	0.29679	0.048937	0.046619	0.080399	0.17869	0.073962	0.023484	0.033327	0.10836	0.37	0.036137	0.049033	0.10683	0.048487	0.038807	0.062873	0.068304	0.023571	0.12372	0.059969	0.056135	0.053967
Meth__cg10226546__NFATC2	0.13682	0.074806	0.60618	0.39783	0.08771	0.88973	0.15567	0.10393	0.25237	0.16795	0.82509	0.19669	0.61321	0.096805	0.18656	0.27873	0.7492	0.2771	0.8454	0.051511	0.89691	0.38647	0.11003	0.26394	0.75312	0.087212	0.50658	0.16447	0.88409	0.088675	0.78513	0.15241	0.17553	0.14022
Meth__cg12087643__GFRA1	0.20784	0.034729	0.87684	0.040385	0.024357	0.066206	0.49287	0.44012	0.032198	0.039237	0.79914	0.84149	0.68784	0.063144	0.040693	0.63465	0.043338	0.097445	0.48424	0.03114	0.065343	0.7715	0.031025	0.08874	0.76701	0.13606	0.040793	0.058805	0.47195	0.03368	0.37639	0.0704	0.55096	0.04325
Meth__cg24968336__KCNK6	0.055029	0.29251	0.82335	0.34206	0.26666	0.89598	0.066996	0.90938	0.39732	0.4462	0.10864	0.80086	0.53039	0.54682	0.38988	0.56271	0.46583	0.093795	0.20591	0.079055	0.79717	0.79421	0.44313	0.1064	0.46202	0.21682	0.48296	0.082581	0.14321	0.11075	0.55102	0.16124	0.065219	0.066534
EA_G__TAGLN	5.3151	5.7585	6.6645	6.2522	6.0612	10.1516	5.6237	8.347	6.2093	6.5892	7.604	8.2394	5.7438	6.4045	6.2527	11.083	6.0464	6.9682	10.5177	5.9843	8.2972	7.4628	5.8491	5.4102	6.8033	6.7969	6.952	6.6514	7.6329	6.3456	5.9289	6.238	6.1344	5.6886
Meth__cg08687958__PDZD8	0.027493	0.020409	0.05692	0.066069	0.024557	0.048241	0.042946	0.036602	0.027329	0.031961	0.17673	0.066312	0.12021	0.03359	0.027926	0.20754	0.027309	0.046271	0.041102	0.065859	0.046673	0.11493	0.030785	0.066373	0.067623	0.049078	0.025241	0.026056	0.04818	0.024667	0.044845	0.020488	0.027249	0.035199
Meth__cg12356261__NES	0.054918	0.052309	0.75496	0.20091	0.15627	0.52144	0.1757	0.66815	0.26774	0.38804	0.1365	0.64485	0.75319	0.051193	0.23699	0.72665	0.76091	0.10364	0.13266	0.063755	0.76753	0.059235	0.038673	0.078858	0.083031	0.07495	0.049182	0.29523	0.59285	0.046712	0.49895	0.074279	0.044908	0.060586
Meth__cg22957381__KCND3	0.035443	0.046071	0.58709	0.040332	0.026299	0.76599	0.059558	0.054462	0.074325	0.038549	0.21296	0.16989	0.30663	0.27485	0.056932	0.08663	0.21571	0.1555	0.16752	0.08934	0.077203	0.78108	0.046753	0.063487	0.26304	0.12242	0.034032	0.12966	0.13539	0.024902	0.059089	0.099532	0.035301	0.03471
Meth__cg07980518__RNF152	0.049748	0.20888	0.92448	0.054429	0.19316	0.79212	0.065632	0.12958	0.51339	0.099404	0.78851	0.73207	0.53314	0.052905	0.58202	0.69517	0.30063	0.57851	0.48622	0.062046	0.88877	0.8304	0.081434	0.1214	0.084598	0.12022	0.062988	0.13178	0.65036	0.038786	0.052393	0.081633	0.070951	0.049016
EA_G__ZNF750	6.7199	7.3482	4.6567	6.7097	6.6858	4.9155	5.6839	4.6689	7.2202	6.451	4.7703	5.5797	5.4145	6.5387	7.1353	5.1352	4.7351	5.3662	4.4688	6.4591	4.6503	4.6995	6.0296	5.1191	6.1847	7.0681	4.8725	5.4428	4.8895	7.0578	6.3349	6.3737	6.0345	6.7232
Meth__cg07057831__EPIM	0.031351	0.03144	0.33189	0.034983	0.048666	0.037473	0.029283	0.094429	0.11122	0.03956	0.11106	0.89028	0.55967	0.063612	0.1215	0.2474	0.035271	0.10291	0.027678	0.035852	0.2077	0.13788	0.050706	0.068547	0.092185	0.11332	0.025567	0.55264	0.035212	0.03146	0.34452	0.075224	0.037616	0.037883
EA_G__PERLD1	7.9981	10.4494	7.2334	11.5309	8.5186	7.0395	8.0143	6.7798	7.5363	7.7075	6.0197	6.5128	11.3772	10.5844	8.5531	7.9337	8.1056	7.9547	6.9567	7.3187	6.8706	6.7476	10.1259	7.7315	8.2906	10.1853	7.6784	7.1932	6.6914	12.8771	7.0808	7.6174	10.9271	8.078
Meth__cg16306115__DCDC2	0.060193	0.057168	0.55987	0.39328	0.044118	0.96495	0.21977	0.9716	0.96938	0.067551	0.95083	0.5537	0.93845	0.016931	0.96364	0.96175	0.23637	0.089921	0.76292	0.42865	0.95863	0.93442	0.064809	0.071128	0.84546	0.15618	0.27734	0.41844	0.18259	0.045593	0.68866	0.37804	0.063045	0.078026
Meth__cg22534509__GPR81	0.081533	0.035549	0.887	0.039138	0.042732	0.85676	0.05242	0.87659	0.35987	0.066549	0.51572	0.047783	0.17984	0.032775	0.3163	0.75055	0.053945	0.1002	0.069704	0.052554	0.82147	0.52489	0.040063	0.079106	0.088761	0.090628	0.83554	0.64833	0.61989	0.045441	0.69637	0.086201	0.044131	0.049631
Meth__cg24010952__BDKRB2	0.077811	0.073765	0.13529	0.067881	0.05544	0.36208	0.10181	0.80069	0.14712	0.068971	0.44664	0.32171	0.18265	0.088226	0.16101	0.14485	0.11867	0.14105	0.09375	0.066623	0.073071	0.12126	0.081547	0.10788	0.12922	0.11333	0.11021	0.43109	0.4063	0.071763	0.087113	0.12257	0.068866	0.072446
EA_G__SLC39A11	8.0039	7.6914	6.4328	7.5502	7.8772	6.5108	9.2791	6.8888	6.8928	8.6527	7.168	7.0764	7.36	8.9869	8.1172	7.0266	7.0961	7.8446	6.3549	7.9691	7.3801	6.5379	7.9556	9.0344	6.4632	8.3686	7.2705	6.1905	6.1289	8.5277	6.7183	7.9721	9.1536	9.6432
EA_G__RARA	7.7415	8.0728	6.8824	7.3062	8.5953	6.4986	8.1003	6.2955	6.8057	7.7523	6.3667	6.2488	6.8869	6.999	6.6594	7.1295	7.0633	6.867	6.4577	7.5889	6.7765	6.4896	7.2241	7.3317	7.1561	8.2712	6.7798	6.8118	6.954	6.822	7.1679	7.721	10.1923	6.8625
Meth__cg24371225__MGC42105	0.033896	0.071905	0.97614	0.035425	0.028658	0.83156	0.055265	0.98228	0.025216	0.028904	0.13387	0.077482	0.96836	0.021982	0.02793	0.97415	0.072064	0.048143	0.63021	0.028956	0.43743	0.79978	0.042729	0.15431	0.95404	0.072919	0.063367	0.031444	0.31851	0.021768	0.97798	0.30713	0.031498	0.077025
Meth__cg19703610__DSCAML1	0.069692	0.24812	0.4314	0.2232	0.37245	0.85778	0.11697	0.81196	0.17179	0.053586	0.86234	0.44318	0.72734	0.13115	0.19351	0.10846	0.35461	0.18387	0.77046	0.53758	0.63744	0.84052	0.11507	0.091023	0.85151	0.2882	0.12175	0.43823	0.60651	0.039375	0.62244	0.079134	0.046689	0.29074
EA_G__MUC1	10.7485	9.3354	8.5583	9.6525	11.0311	8.4104	10.0109	8.1385	7.6877	9.4833	6.9752	6.8465	9.0466	8.7144	9.1369	6.9437	6.835	10.7156	7.125	9.84	7.0024	6.32	9.2355	10.806	7.2765	7.6032	7.3348	9.1411	7.2021	9.6284	9.3378	11.5556	11.9165	10.8592
EA_G__CTNNAL1	6.2431	4.2542	7.954	6.4387	5.6072	8.7735	6.3931	8.1612	4.1256	6.4816	7.2239	7.9871	8.3836	6.2664	5.4545	6.4832	7.6805	5.2114	7.9664	5.6676	8.9997	8.7663	6.723	5.544	5.0793	5.2778	7.4006	6.8008	8.0664	3.6217	5.7089	6.5608	6.3006	5.4776
Meth__cg00275232__ZNF342	0.031245	0.034471	0.7953	0.045394	0.052821	0.80101	0.044311	0.046787	0.033056	0.044594	0.053148	0.077469	0.12549	0.034483	0.033401	0.97991	0.030112	0.039057	0.79469	0.042466	0.078734	0.13538	0.052811	0.080534	0.1139	0.061898	0.02891	0.040676	0.070088	0.022306	0.02493	0.17663	0.037485	0.03191
EA_G__ODC1	8.2896	10.465	9.5627	8.3575	7.6785	9.4687	9.336	10.0973	10.0351	7.8639	10.349	10.2312	9.4858	9.4118	11.5169	10.2391	9.2002	8.7508	10.8136	8.9614	9.2352	10.9698	8.5127	8.4729	8.582	9.2004	9.8319	9.299	11.1664	8.589	10.2758	8.5891	8.4029	6.8497
Meth__cg24441350__TPPP	0.29476	0.045354	0.60895	0.047622	0.032237	0.70849	0.04899	0.25201	0.038095	0.029463	0.55724	0.29202	0.52526	0.56323	0.035974	0.17182	0.11232	0.15095	0.33219	0.050777	0.64942	0.67448	0.091421	0.077198	0.3359	0.056615	0.033606	0.039539	0.63333	0.070977	0.52549	0.31651	0.050832	0.11909
Meth__cg11189837__ADAMTS1	0.5585	0.048319	0.92438	0.49629	0.089054	0.94082	0.064714	0.73061	0.048763	0.45826	0.078378	0.12498	0.42212	0.05161	0.47346	0.9501	0.055038	0.11468	0.93178	0.077026	0.70151	0.66616	0.071801	0.11831	0.41948	0.092042	0.047369	0.055498	0.068289	0.0471	0.80547	0.67693	0.38024	0.066054
Meth__cg03462055__TUBB2B	0.53115	0.034674	0.97889	0.47668	0.068541	0.86597	0.24352	0.53545	0.040117	0.044191	0.76671	0.068734	0.24105	0.10886	0.10688	0.96423	0.050832	0.15506	0.35066	0.19399	0.16435	0.92535	0.058978	0.057286	0.93699	0.13532	0.092339	0.051657	0.22761	0.031012	0.71918	0.04955	0.041353	0.044594
Meth__cg20234170__CAT	0.097072	0.31049	0.1058	0.49256	0.12655	0.093791	0.41623	0.094832	0.44793	0.12217	0.080446	0.20726	0.25549	0.05411	0.43682	0.070522	0.086607	0.23218	0.053537	0.30804	0.091547	0.1139	0.57533	0.19708	0.29293	0.19389	0.17461	0.052664	0.071957	0.1401	0.14671	0.14249	0.28713	0.65192
Meth__cg07888234__TNFRSF11A	0.082325	0.037247	0.9539	0.19909	0.035517	0.94785	0.34424	0.13052	0.33519	0.026322	0.79774	0.48552	0.31047	0.081181	0.28162	0.23552	0.052932	0.23753	0.42376	0.057391	0.89913	0.55884	0.088964	0.043368	0.39367	0.072829	0.031775	0.59839	0.26676	0.033792	0.063019	0.15202	0.044876	0.20765
Meth__cg11483915__SLC40A1	0.04591	0.034868	0.94673	0.0403	0.043431	0.931	0.052955	0.10827	0.095677	0.046828	0.043951	0.40902	0.26562	0.031554	0.10484	0.91051	0.0467	0.066902	0.39573	0.94573	0.47735	0.41606	0.043303	0.10179	0.078853	0.045952	0.31153	0.19438	0.65565	0.031211	0.41378	0.13875	0.050207	0.048421
Meth__cg13593287__SPTB	0.049197	0.031572	0.073842	0.042938	0.041166	0.062797	0.060693	0.94005	0.0517	0.058155	0.14227	0.066059	0.11984	0.062614	0.054863	0.048928	0.032963	0.081994	0.043901	0.039723	0.072935	0.14573	0.044588	0.073227	0.081794	0.033212	0.035878	0.034985	0.075578	0.043619	0.16225	0.34584	0.049241	0.061265
Meth__cg24751129__GNMT	0.043883	0.032461	0.0557	0.03855	0.043119	0.97311	0.060176	0.64365	0.036655	0.054782	0.94092	0.59977	0.44173	0.029946	0.048643	0.23701	0.9499	0.097011	0.95368	0.084266	0.96769	0.93344	0.046872	0.061993	0.13716	0.104	0.89644	0.32309	0.96014	0.034706	0.10769	0.099678	0.046854	0.045469
Meth__cg03977782__SIDT1	0.040169	0.037645	0.45395	0.033482	0.030269	0.57341	0.036561	0.96698	0.043903	0.030305	0.13062	0.049172	0.049439	0.025399	0.036025	0.88735	0.047103	0.083703	0.20187	0.030908	0.052319	0.30667	0.037486	0.063856	0.065549	0.075402	0.029203	0.12691	0.045524	0.026232	0.36544	0.19321	0.040147	0.035192
Meth__cg09937039__BATF	0.052232	0.043691	0.05304	0.041803	0.05822	0.35128	0.070551	0.96718	0.82424	0.048704	0.89918	0.073694	0.081862	0.6954	0.63978	0.94482	0.94856	0.054771	0.30425	0.051861	0.91751	0.84057	0.11645	0.085787	0.52979	0.055943	0.66511	0.95144	0.74989	0.032702	0.27885	0.18147	0.044647	0.041622
EA_G__BEX4	8.9361	5.6188	5.082	6.1791	8.0725	4.2978	5.6652	4.8114	7.3642	5.837	4.4937	5.2212	6.516	6.1857	5.2613	6.1891	8.0966	4.6612	4.7209	6.2217	6.7259	4.8113	8.149	8.1283	5.8092	5.6201	7.0737	5.2215	4.8546	8.3272	7.9242	6.2657	8.1437	8.1866
Meth__cg17602451__BCL2	0.063162	0.035492	0.95173	0.055695	0.10524	0.95404	0.070302	0.14865	0.21232	0.038886	0.93365	0.79234	0.74046	0.21238	0.21557	0.63814	0.27776	0.755	0.4052	0.046118	0.94636	0.90867	0.054939	0.094513	0.93449	0.1315	0.40849	0.21134	0.57873	0.69178	0.94823	0.16002	0.61579	0.047757
EA_G__ATP7B	6.2045	5.8567	5.7373	8.4859	7.6758	5.5861	8.0376	6.1909	6.562	9.3079	6.3782	4.7565	5.8059	7.0642	5.7551	5.9086	5.888	5.2875	4.8425	6.4678	6.1273	5.1534	9.4854	8.2401	5.8082	6.645	6.3643	5.7143	5.6434	6.2771	6.1749	6.2514	9.3683	7.6427
Meth__cg22243662__ATP6V1C2	0.040781	0.044757	0.64333	0.063401	0.0539	0.97076	0.063322	0.76644	0.048436	0.047619	0.96697	0.56563	0.69181	0.047146	0.034512	0.21121	0.10477	0.095438	0.40885	0.32875	0.068116	0.9238	0.07969	0.17314	0.95607	0.067953	0.034934	0.16517	0.039233	0.034072	0.97103	0.060626	0.041293	0.04644
Meth__cg06022562__FLJ13841	0.085558	0.10554	0.81722	0.072057	0.059399	0.92006	0.080737	0.8998	0.1083	0.075742	0.67222	0.2069	0.27778	0.34233	0.09894	0.84796	0.93214	0.19148	0.89282	0.075066	0.93661	0.85915	0.12639	0.27999	0.097748	0.10402	0.93451	0.49174	0.8614	0.086884	0.36575	0.15427	0.081413	0.10217
Meth__cg04278702__HTR1E	0.01822	0.01493	0.86397	0.029327	0.019068	0.77828	0.026815	0.1188	0.015762	0.020482	0.80889	0.20069	0.078737	0.024449	0.017412	0.037994	0.032517	0.03657	0.016707	0.021338	0.054175	0.65733	0.019827	0.032062	0.032751	0.033973	0.025747	0.023129	0.055758	0.018641	0.11153	0.036141	0.021234	0.02421
Meth__cg05016953__SLC6A4	0.047394	0.039958	0.058384	0.027374	0.023555	0.30932	0.037314	0.1013	0.024666	0.024124	0.86507	0.042541	0.52587	0.032368	0.02194	0.80927	0.042482	0.04723	0.40105	0.031714	0.10443	0.93687	0.027819	0.14924	0.16797	0.047253	0.022803	0.029684	0.37722	0.017522	0.43516	0.04046	0.030433	0.52694
EA_G__CREB3L4	8.1311	8.1722	6.239	8.8266	8.2267	5.1526	8.4914	5.7882	5.6323	6.4823	6.4278	5.5635	6.0272	8.4488	7.1548	5.7115	5.4265	6.6527	5.4111	7.3017	5.3083	5.5882	7.768	7.4532	8.0278	7.7082	5.6583	5.9138	5.4051	7.9691	7.4838	8.0176	7.745	8.8611
Meth__cg09637363__CCND1	0.080986	0.063358	0.1952	0.15303	0.076728	0.87259	0.085539	0.68227	0.11849	0.13425	0.57933	0.88598	0.45041	0.12935	0.15756	0.66137	0.33031	0.14023	0.31323	0.15962	0.86545	0.21876	0.1339	0.1809	0.12074	0.11749	0.85268	0.84357	0.76051	0.065378	0.087831	0.28873	0.33639	0.10812
EA_G__ACSL4	3.8905	3.2437	6.8678	3.2175	3.0199	8.1981	3.93	5.8474	4.9921	4.7223	6.0223	5.9242	7.1514	3.1844	3.2448	6.4566	7.5506	6.3064	7.7862	3.4318	6.5727	8.0383	3.8174	6.3426	4.0514	3.2697	7.359	6.9283	7.5937	3.4226	5.8348	4.7256	3.5077	3.3705
Meth__cg21820677__GABRA2	0.32676	0.036747	0.58405	0.049533	0.02909	0.69058	0.039883	0.89226	0.026583	0.35558	0.91188	0.93349	0.85231	0.28509	0.041557	0.048384	0.046622	0.15797	0.024792	0.28068	0.046532	0.83113	0.034199	0.059379	0.4788	0.069344	0.024226	0.032608	0.48716	0.026719	0.9143	0.089804	0.049619	0.036884
EA_G__COL4A1	5.2274	5.1752	5.7736	5.0845	4.9534	8.4977	5.0007	7.7123	5.163	4.8859	6.8901	6.6224	5.5455	5.2071	5.3043	8.5407	8.3695	5.3973	9.1832	5.3075	10.8621	6.5621	5.0616	4.8149	5.8907	5.2895	5.8097	6.7643	5.719	5.4451	5.4895	5.3269	5.26	5.2465
Meth__cg18904346__LHX2	0.045991	0.042518	0.49017	0.30985	0.061259	0.52743	0.069851	0.066375	0.063764	0.051018	0.050399	0.14718	0.77206	0.66442	0.064795	0.28788	0.047077	0.081538	0.523	0.053754	0.37648	0.81767	0.64056	0.089564	0.083749	0.055097	0.03755	0.058355	0.091568	0.03892	0.82138	0.076048	0.044433	0.10638
Meth__cg10071275__MYT1	0.12511	0.092764	0.36478	0.10019	0.10137	0.85357	0.13432	0.83154	0.84456	0.11294	0.84276	0.94948	0.19941	0.11955	0.57546	0.47015	0.66379	0.18482	0.45813	0.21422	0.75672	0.70847	0.10562	0.15698	0.19864	0.13973	0.25298	0.42164	0.35501	0.093689	0.10277	0.16352	0.14533	0.088365
Meth__cg27319898__FLJ32110	0.084552	0.13545	0.62706	0.10248	0.24349	0.46933	0.10542	0.27346	0.089303	0.058852	0.49959	0.9157	0.90976	0.93607	0.34648	0.090378	0.10454	0.35591	0.43993	0.63634	0.21745	0.87787	0.080483	0.088049	0.7819	0.11767	0.062067	0.14555	0.13432	0.060994	0.45257	0.092699	0.13908	0.054249
EA_G__CAV2	6.8437	4.5018	8.4908	3.7097	5.5046	9.6475	3.2968	9.8419	4.7699	6.384	6.665	10.2366	8.8897	6.038	6.3564	9.7925	9.8782	9.1849	9.3055	4.985	9.9149	8.7015	5.0696	5.7687	3.9831	6.1201	9.4274	10.0236	8.9668	7.0424	6.8936	3.7499	5.2992	4.0191
Meth__cg21878918__LOC56901	0.060216	0.033143	0.061021	0.044715	0.034428	0.57739	0.041583	0.063152	0.047477	0.058212	0.28889	0.43934	0.15442	0.037232	0.046544	0.56841	0.076066	0.11736	0.051808	0.052893	0.85824	0.55113	0.052433	0.071523	0.094995	0.051951	0.050525	0.033256	0.21634	0.033426	0.70918	0.083211	0.035035	0.053703
Meth__cg02859934__NAGPA	0.046641	0.034217	0.56697	0.21977	0.066158	0.42201	0.069501	0.032969	0.88653	0.078438	0.87362	0.92501	0.36766	0.041547	0.67132	0.57115	0.16559	0.086049	0.85548	0.049122	0.56242	0.81843	0.051573	0.098752	0.16437	0.091154	0.045426	0.37624	0.40376	0.050586	0.79911	0.09817	0.29614	0.051219
Meth__cg07035740__SNCB	0.041188	0.044635	0.55417	0.063225	0.041465	0.19688	0.57354	0.46532	0.036812	0.041275	0.34839	0.64327	0.7185	0.05039	0.04656	0.29728	0.17924	0.062976	0.23862	0.062756	0.057255	0.82305	0.049889	0.092236	0.50289	0.050504	0.034321	0.084185	0.047209	0.10872	0.70459	0.068286	0.04186	0.046727
Meth__cg11990309__HTR1E	0.038295	0.033872	0.90909	0.55549	0.3707	0.81744	0.13464	0.50531	0.15149	0.58196	0.90272	0.77358	0.60507	0.085906	0.15432	0.46175	0.26692	0.052868	0.18734	0.36495	0.21098	0.76553	0.13106	0.069964	0.17299	0.11083	0.056185	0.084292	0.48623	0.044346	0.54461	0.27472	0.41924	0.088472
Meth__cg02087637__PCDHB8	0.17018	0.046429	0.72887	0.66776	0.053328	0.52232	0.059564	0.77164	0.57761	0.053685	0.38439	0.28127	0.25206	0.43005	0.46818	0.34244	0.14409	0.11185	0.053446	0.22731	0.54082	0.2761	0.12983	0.14554	0.51415	0.055992	0.061474	0.16923	0.30892	0.051395	0.25306	0.090405	0.18119	0.11399
EA_G__LEPREL1	5.7216	5.3689	8.7317	4.9851	4.4724	10.3012	4.557	8.9252	6.2886	4.6886	7.0575	10.557	8.7823	4.979	4.9267	6.6553	7.275	10.0194	7.8041	5.2716	7.7667	8.5047	4.5016	8.1409	5.3213	5.515	5.8187	7.5245	8.0967	5.1145	5.3778	5.2092	5.118	4.9238
EA_G__ST6GALNAC5	5.9522	5.516	5.6332	5.5457	5.3218	7.7685	5.2248	8.5429	5.7012	5.2275	8.0197	8.2565	6.8828	5.5193	6.238	9.2436	9.2887	9.1363	6.0635	5.8365	5.8298	6.8403	5.3974	7.3398	6.0806	5.9393	5.5472	7.7935	6.4576	5.4934	5.7869	4.7809	5.1216	5.1008
EA_G__WWP1	8.0302	8.9967	7.7907	8.8018	9.7101	8.1978	8.8679	8.3785	7.5529	8.4612	8.6495	8.5063	7.861	8.4297	8.3236	7.9304	8.7833	8.4192	7.9482	9.7243	7.8338	7.7268	9.4123	8.1499	8.3365	9.3644	7.2959	8.2918	7.7756	9.3449	8.0658	7.9781	8.6656	8.7748
