Cell lines	600MPE	AU565	BT20	BT474	BT549	CAMA1	HCC1143	HCC1187	HCC1428	HCC1569	HCC1937	HCC1954	HCC2185	HCC3153	HCC38	HCC70	HS578T	LY2	MCF7	MDAMB134VI	MDAMB157	MDAMB175VII	MDAMB231	MDAMB361	MDAMB415	MDAMB453	SKBR3	SUM1315MO2	SUM149PT	SUM159PT	SUM185PE	SUM225CWN	SUM52PE	T47D	UACC812	ZR751	ZR75B
Meth__cg23116589__ARMCX1	0.06181	0.11744	0.1163	0.77797	0.40193	0.58747	0.59295	0.065413	0.26438	0.75366	0.32051	0.52945	0.050486	0.2515	0.19482	0.1929	0.17922	0.078137	0.099516	0.30524	0.085088	0.2789	0.14673	0.58496	0.092967	0.2956	0.12299	0.13113	0.18851	0.10407	0.66291	0.068038	0.31533	0.14828	0.36242	0.21833	0.72332
Meth__cg02136132__KCNK13	0.51651	0.028129	0.067898	0.14342	0.95086	0.57334	0.069658	0.043911	0.072543	0.88174	0.075128	0.2654	0.081509	0.087687	0.24309	0.063253	0.14143	0.61696	0.46189	0.22605	0.046915	0.28184	0.93544	0.058664	0.19875	0.93781	0.044518	0.034282	0.048075	0.39554	0.033732	0.047856	0.63698	0.06399	0.055232	0.10811	0.043349
Meth__cg06200013__ATP1B2	0.051724	0.020281	0.032648	0.10885	0.26489	0.042902	0.18229	0.027213	0.041503	0.16397	0.037171	0.43779	0.028492	0.036064	0.035449	0.04668	0.030237	0.15348	0.25064	0.037653	0.026128	0.042176	0.80252	0.044745	0.048431	0.61362	0.040301	0.023727	0.023982	0.033613	0.027598	0.024474	0.043149	0.035989	0.057778	0.063664	0.04383
Meth__cg03020597__SLITRK2	0.50341	0.056474	0.37811	0.56643	0.77923	0.66144	0.89596	0.075009	0.031888	0.81417	0.60906	0.11995	0.062595	0.23094	0.16237	0.079552	0.095371	0.10374	0.10885	0.17735	0.042315	0.37363	0.21287	0.069131	0.13872	0.11129	0.080742	0.18795	0.051107	0.31985	0.18614	0.055982	0.094702	0.18059	0.040392	0.098337	0.205
Meth__cg18277754__ALK	0.92758	0.21382	0.9786	0.037579	0.96318	0.95328	0.21953	0.16257	0.58937	0.56143	0.35639	0.056129	0.13633	0.051845	0.11409	0.10548	0.47294	0.91696	0.95342	0.67748	0.0386	0.043923	0.85776	0.82031	0.096749	0.8833	0.54126	0.52852	0.034636	0.14901	0.030592	0.033582	0.032429	0.64462	0.4593	0.41061	0.39452
Meth__cg16362133__SLC11A2	0.027498	0.1771	0.033552	0.7971	0.95071	0.63632	0.023324	0.021617	0.87646	0.020496	0.087046	0.052816	0.023573	0.43607	0.047009	0.042818	0.03777	0.35596	0.2661	0.73114	0.036526	0.030065	0.51949	0.66899	0.083719	0.24667	0.23933	0.018646	0.024305	0.11991	0.071937	0.01149	0.015661	0.044488	0.023135	0.54277	0.85502
Meth__cg06230736__GATA3	0.054947	0.17562	0.074862	0.039865	0.28819	0.045255	0.072419	0.035918	0.051381	0.073287	0.068171	0.045105	0.037028	0.15822	0.035038	0.074595	0.033768	0.029962	0.03988	0.20478	0.13712	0.026519	0.92713	0.053289	0.049122	0.090125	0.06439	0.039804	0.026826	0.052327	0.026364	0.034733	0.023015	0.035032	0.061172	0.058737	0.45182
Meth__cg25047001__GRIN2A	0.75761	0.040121	0.94078	0.69044	0.89404	0.58742	0.94772	0.039532	0.069756	0.89949	0.9344	0.83612	0.059773	0.66886	0.15128	0.10215	0.2505	0.89076	0.90675	0.54552	0.26443	0.46578	0.76089	0.59826	0.097175	0.63679	0.093706	0.10438	0.050262	0.050362	0.050829	0.063982	0.72184	0.096944	0.60399	0.50507	0.22779
Meth__cg13372488__KCNT2	0.64	0.086957	0.23632	0.81984	0.55278	0.87844	0.87794	0.38349	0.12963	0.12673	0.60019	0.66377	0.32178	0.78534	0.36218	0.15088	0.27068	0.12903	0.12957	0.72267	0.25716	0.064361	0.73559	0.21779	0.091609	0.60088	0.16388	0.096765	0.49365	0.091781	0.34591	0.11215	0.17551	0.29249	0.10792	0.24321	0.54977
U133A__MXRA7	7.3883	4.9898	5.2513	6.1786	8.8708	7.5332	7.994	7.5735	8.5232	8.4778	7.0129	5.6822	5.2279	10.1797	9.496	8.2414	9.2301	5.9779	6.369	8.1878	10.6844	7.7324	9.4217	6.698	5.4442	5.2076	5.147	8.9371	8.2772	8.9797	5.5672	5.5043	5.2859	7.7395	8.9281	5.6894	7.6177
Meth__cg27504805__NPY2R	0.070495	0.047227	0.15659	0.099664	0.22545	0.58456	0.93622	0.049876	0.056904	0.6843	0.53058	0.35404	0.066186	0.71605	0.05093	0.059346	0.063194	0.054862	0.076393	0.071572	0.17145	0.041987	0.7685	0.058586	0.12892	0.53757	0.10284	0.052152	0.075888	0.1568	0.096793	0.048368	0.074979	0.075144	0.067147	0.056067	0.1478
Meth__cg01027739__DOLPP1	0.48874	0.065813	0.046761	0.33378	0.74356	0.90652	0.51358	0.69096	0.16274	0.69577	0.85982	0.098919	0.57393	0.38107	0.68843	0.67041	0.51615	0.51317	0.54121	0.095848	0.072604	0.21232	0.23492	0.40275	0.10537	0.089355	0.22703	0.05707	0.35279	0.11852	0.079925	0.057198	0.11182	0.09428	0.65351	0.80329	0.90751
Meth__cg11271605__STEAP4	0.046232	0.04751	0.05755	0.89655	0.78839	0.58266	0.89553	0.038741	0.10316	0.65723	0.044431	0.12967	0.45765	0.53793	0.48499	0.094155	0.26472	0.38049	0.04715	0.8804	0.18123	0.036601	0.85433	0.88027	0.059989	0.077904	0.069616	0.2029	0.031428	0.29262	0.63425	0.044047	0.79415	0.064368	0.083531	0.056251	0.074633
Meth__cg16691616__INPP1	0.020083	0.050768	0.56267	0.021568	0.60404	0.029176	0.019081	0.028737	0.027808	0.023092	0.036357	0.19616	0.028584	0.5702	0.01994	0.042406	0.018767	0.034009	0.034323	0.038597	0.023653	0.089252	0.027849	0.022019	0.031098	0.34971	0.041232	0.055988	0.11605	0.030403	0.13325	0.033838	0.91339	0.68588	0.033032	0.034672	0.028064
Meth__cg07295678__DPYSL4	0.8723	0.023013	0.53759	0.28479	0.5243	0.95402	0.62888	0.026149	0.90554	0.040798	0.73886	0.77722	0.029612	0.034687	0.02893	0.091618	0.026716	0.015018	0.028171	0.023436	0.027278	0.027021	0.93684	0.95248	0.38184	0.925	0.037841	0.023287	0.51404	0.39738	0.017649	0.19059	0.01772	0.061771	0.026486	0.129	0.2232
Meth__cg00564163__STEAP4	0.06803	0.037418	0.07717	0.93583	0.92645	0.65849	0.91382	0.073408	0.0882	0.8647	0.13074	0.10597	0.39311	0.67331	0.62713	0.072762	0.47339	0.32304	0.054873	0.93298	0.18667	0.067387	0.89562	0.93128	0.13599	0.29771	0.096047	0.56111	0.038154	0.5898	0.89479	0.031408	0.94419	0.17422	0.084757	0.12978	0.1586
Meth__cg25234611__VWA1	0.053738	0.060393	0.074122	0.066693	0.70029	0.086847	0.0865	0.030314	0.034411	0.054661	0.066806	0.1455	0.029569	0.045859	0.17135	0.12495	0.046871	0.037073	0.10688	0.054908	0.073983	0.029507	0.45749	0.237	0.043431	0.093895	0.090326	0.042727	0.05151	0.21792	0.030977	0.044692	0.038856	0.064098	0.054239	0.03569	0.054792
Meth__cg13507429__KLHDC7A	0.04908	0.10148	0.11312	0.3834	0.77043	0.72138	0.85339	0.070133	0.36191	0.68464	0.063947	0.093126	0.08007	0.25453	0.74859	0.27289	0.047064	0.36547	0.79941	0.90659	0.50389	0.074524	0.48861	0.74147	0.38104	0.58272	0.083521	0.61439	0.10201	0.10758	0.29453	0.074683	0.05928	0.070149	0.13649	0.34815	0.79548
Meth__cg09254939__KLK10	0.044632	0.043676	0.0433	0.14564	0.35368	0.087065	0.030581	0.042455	0.038363	0.39856	0.44635	0.052992	0.043756	0.045447	0.054872	0.054031	0.10108	0.037014	0.059771	0.16076	0.059465	0.38318	0.4036	0.068699	0.074197	0.63345	0.05664	0.040865	0.079262	0.095736	0.035869	0.029398	0.099017	0.039683	0.053187	0.046384	0.052744
Meth__cg20286200__EYA4	0.050959	0.018715	0.85539	0.46176	0.71959	0.95632	0.74286	0.027596	0.044023	0.047045	0.048746	0.32227	0.028874	0.053579	0.20209	0.057959	0.42261	0.43328	0.029586	0.94164	0.043753	0.018064	0.64347	0.030917	0.030231	0.93523	0.059421	0.017442	0.020717	0.98558	0.028118	0.016879	0.81501	0.94055	0.78014	0.04889	0.033145
Meth__cg18958531__M6PRBP1	0.076107	0.083049	0.099593	0.092346	0.3257	0.091045	0.064558	0.084534	0.11404	0.11433	0.24823	0.19452	0.074114	0.11864	0.67123	0.15553	0.14593	0.11093	0.11504	0.097968	0.068039	0.058644	0.12806	0.090741	0.096205	0.18909	0.067667	0.051729	0.063134	0.10542	0.050868	0.0675	0.060614	0.19231	0.094799	0.10526	0.097366
Meth__cg07207789__CRISPLD2	0.071852	0.0416	0.032095	0.27964	0.85604	0.31603	0.85904	0.41265	0.25904	0.53911	0.71975	0.3778	0.27844	0.50834	0.91253	0.087316	0.84012	0.055578	0.18647	0.84036	0.91523	0.21688	0.81184	0.5357	0.10635	0.2125	0.085175	0.054089	0.1055	0.86498	0.86763	0.034067	0.79814	0.34204	0.35958	0.33383	0.41318
Meth__cg02104644__SYT7	0.091047	0.053017	0.16944	0.042296	0.90859	0.099982	0.5855	0.030261	0.26317	0.035846	0.74153	0.61506	0.041405	0.36514	0.2077	0.075754	0.058131	0.078958	0.25716	0.031047	0.56458	0.050995	0.80424	0.068984	0.049462	0.14466	0.17046	0.038845	0.041624	0.91618	0.048662	0.026293	0.055244	0.097149	0.24633	0.056814	0.055619
Meth__cg27146152__BIRC4BP	0.28106	0.032057	0.025755	0.85579	0.65145	0.5084	0.87967	0.030791	0.12115	0.049059	0.026081	0.038788	0.026163	0.08219	0.015296	0.029385	0.038066	0.63093	0.79989	0.87192	0.026184	0.081333	0.23152	0.3845	0.025269	0.54575	0.04497	0.037572	0.20682	0.031716	0.30237	0.032268	0.40347	0.067888	0.80817	0.51508	0.53754
Meth__cg12315311__UNQ3033	0.30843	0.057364	0.81082	0.25577	0.17965	0.10387	0.096205	0.041389	0.34729	0.29326	0.33085	0.073971	0.037632	0.13988	0.066726	0.095517	0.058333	0.39869	0.4246	0.10184	0.093634	0.53968	0.099672	0.091027	0.068369	0.31528	0.12292	0.074312	0.050023	0.11925	0.050161	0.043395	0.098762	0.2141	0.78133	0.088015	0.33322
Meth__cg13959523__CHST8	0.85996	0.039573	0.51275	0.049191	0.18927	0.46472	0.70799	0.06745	0.037418	0.81051	0.18785	0.10946	0.079053	0.14281	0.098226	0.10588	0.03743	0.04191	0.12565	0.87329	0.13663	0.059168	0.44803	0.039927	0.075756	0.71441	0.034727	0.033522	0.038504	0.056647	0.040469	0.030749	0.29026	0.094459	0.54091	0.51636	0.36706
Meth__cg08896945__CALCB	0.053901	0.04835	0.15917	0.20462	0.67538	0.13948	0.57538	0.042582	0.052428	0.41903	0.094656	0.53335	0.047294	0.50711	0.14598	0.10142	0.051481	0.88885	0.90465	0.18829	0.13781	0.055919	0.85224	0.10886	0.057462	0.83774	0.14393	0.045033	0.051875	0.29802	0.034339	0.049971	0.12534	0.1326	0.06188	0.47486	0.43772
Meth__cg07845390__KCNT2	0.49922	0.042918	0.60254	0.3974	0.59679	0.8003	0.91211	0.1905	0.058308	0.11906	0.38077	0.54223	0.16633	0.6766	0.29811	0.16827	0.097715	0.13633	0.080598	0.49801	0.28766	0.034832	0.74504	0.30903	0.12614	0.64167	0.087579	0.049559	0.41212	0.052394	0.15777	0.042514	0.55783	0.063695	0.54846	0.14463	0.56122
Meth__cg05742308__SEMA3A	0.43098	0.047241	0.19499	0.25737	0.37484	0.23782	0.80309	0.078197	0.10867	0.2485	0.21209	0.45653	0.092513	0.70008	0.06991	0.21693	0.079799	0.045238	0.1157	0.4342	0.072466	0.099952	0.13042	0.12872	0.25751	0.23517	0.092901	0.094757	0.077534	0.13054	0.6062	0.047863	0.12533	0.19681	0.13077	0.19728	0.52289
Meth__cg03664992__BMP8A	0.61374	0.15569	0.67794	0.54605	0.89652	0.70167	0.28086	0.20592	0.086644	0.9261	0.14921	0.1892	0.22772	0.12724	0.25231	0.15195	0.55644	0.10905	0.19849	0.20692	0.16468	0.77108	0.80191	0.48436	0.098495	0.90728	0.1819	0.10866	0.23482	0.50547	0.066111	0.1145	0.30056	0.25774	0.47746	0.62154	0.65687
U133A__IER5	7.3983	8.4834	8.2593	5.6405	5.9635	6.4142	7.3217	7.8547	5.634	7.5246	8.6291	8.5956	9.4112	7.7493	7.0389	9.4247	6.8806	7.7217	7.0547	7.6119	7.9844	7.7677	7.9227	6.8566	6.0609	6.9052	7.4431	4.9517	7.9731	8.0814	7.4049	7.5876	8.2302	8.1897	7.8434	7.3929	7.6796
Meth__cg02492740__UBQLN2	0.55757	0.052256	0.079767	0.074069	0.054705	0.088663	0.084988	0.07403	0.53565	0.087538	0.61975	0.22143	0.070884	0.15032	0.58131	0.21908	0.070373	0.067858	0.078912	0.53028	0.056099	0.47324	0.19	0.26706	0.11765	0.42711	0.078563	0.58891	0.06309	0.48753	0.04779	0.046046	0.073589	0.097531	0.48779	0.079281	0.074473
Meth__cg11846956__KLK10	0.8711	0.043766	0.041038	0.26967	0.60546	0.5067	0.026443	0.031417	0.034836	0.60844	0.32191	0.076531	0.061442	0.049934	0.13414	0.070482	0.40904	0.10622	0.071852	0.83806	0.037644	0.5112	0.92193	0.24335	0.3089	0.95154	0.37397	0.033694	0.065747	0.11328	0.023171	0.024147	0.058043	0.061825	0.036092	0.035485	0.032108
Meth__cg19166347__SFRP4	0.60755	0.041211	0.78574	0.56689	0.17801	0.77285	0.78857	0.63566	0.1341	0.7796	0.24693	0.49293	0.49989	0.70286	0.65009	0.076777	0.88231	0.63904	0.29232	0.077763	0.1519	0.11079	0.47004	0.17987	0.081405	0.40817	0.052263	0.14352	0.072759	0.079299	0.14342	0.035732	0.19558	0.12112	0.62091	0.19488	0.36669
Meth__cg09553358__BM88	0.19551	0.032216	0.18956	0.62024	0.67366	0.5422	0.92269	0.60857	0.060298	0.96309	0.91798	0.68254	0.52351	0.14619	0.92848	0.22437	0.89478	0.81504	0.76277	0.16346	0.86417	0.04737	0.88758	0.51789	0.12487	0.9519	0.05399	0.028121	0.30309	0.7356	0.64381	0.048992	0.49317	0.070658	0.054393	0.13521	0.16752
Meth__cg23960723__ECHDC3	0.067377	0.038616	0.1158	0.06417	0.21748	0.055628	0.64639	0.026747	0.042848	0.051285	0.049624	0.077915	0.03476	0.064827	0.1	0.037319	0.04442	0.36377	0.10256	0.047722	0.041852	0.049829	0.11576	0.045844	0.045896	0.4537	0.088295	0.042982	0.033878	0.046647	0.036181	0.030985	0.041909	0.072105	0.054344	0.041332	0.039727
Meth__cg11126134__FLJ14834	0.49219	0.044391	0.36515	0.63092	0.37805	0.92519	0.93707	0.038121	0.88667	0.88224	0.082785	0.64771	0.040033	0.80812	0.56751	0.073362	0.043043	0.88332	0.89942	0.97132	0.099468	0.88337	0.25835	0.94123	0.076897	0.72564	0.074318	0.025935	0.027027	0.059445	0.94259	0.026234	0.28694	0.12527	0.053479	0.41325	0.37007
Meth__cg13801381__CCND2	0.95494	0.021809	0.95351	0.23797	0.91832	0.84623	0.97748	0.19744	0.92101	0.94345	0.95689	0.8328	0.18534	0.020195	0.10596	0.05529	0.35987	0.95307	0.95302	0.96494	0.056268	0.92176	0.67113	0.52659	0.082978	0.82781	0.23651	0.036321	0.71977	0.42657	0.024944	0.026197	0.71462	0.088041	0.53257	0.44752	0.49159
U133A__CLDN4	7.8095	7.8886	6.8892	7.4307	4.3947	6.203	7.5458	8.2974	7.4553	7.4055	7.7536	7.9433	7.7545	7.8168	6.8585	7.604	4.6864	7.6706	6.9713	6.7166	4.3184	9.4105	4.2514	7.1352	7.4668	6.7302	8.1243	4.5668	6.7523	3.8645	9.26	8.5318	6.2457	8.066	7.7975	7.5057	6.617
Meth__cg24450312__RASSF5	0.49124	0.036195	0.15706	0.30652	0.78908	0.3895	0.15656	0.090412	0.20297	0.92502	0.18315	0.10764	0.077038	0.089647	0.62789	0.093418	0.055666	0.94947	0.94853	0.13002	0.17165	0.31611	0.35838	0.23858	0.10943	0.94361	0.11248	0.1645	0.10554	0.12131	0.096111	0.21999	0.82535	0.074901	0.15877	0.11202	0.45996
Meth__cg21624282__LOC122258	0.9168	0.061139	0.44407	0.91042	0.092154	0.92256	0.93537	0.066727	0.093969	0.84374	0.83209	0.24851	0.090245	0.13627	0.89124	0.10448	0.10911	0.83868	0.81058	0.22519	0.13681	0.92934	0.18131	0.15963	0.81053	0.52431	0.063722	0.081868	0.082086	0.13311	0.057836	0.050038	0.63083	0.12922	0.78293	0.54141	0.4048
U133A__FOLR1	7.267	7.2539	5.7563	4.6122	5.2837	5.2817	6.6157	6.049	5.332	5.7393	6.8881	5.2769	8.4179	5.9979	5.2837	5.4512	5.5185	4.9262	5.2332	5.3831	5.4749	6.8812	5.3677	5.9134	5.4527	5.4047	5.8875	5.3654	5.6305	5.0397	7.4495	7.0132	7.5242	7.7639	4.9922	6.0473	5.2068
Meth__cg09231514__QIL1	0.41347	0.028816	0.94336	0.94405	0.17749	0.33856	0.12778	0.24565	0.40542	0.45972	0.54338	0.15444	0.23134	0.070924	0.44236	0.095935	0.23105	0.65722	0.42214	0.036754	0.047595	0.097556	0.82458	0.42024	0.23451	0.75398	0.071843	0.047361	0.027166	0.045336	0.0306	0.03927	0.13034	0.087894	0.2632	0.045407	0.051906
Meth__cg13765785__SCN3B	0.89892	0.12824	0.19658	0.61181	0.82963	0.82203	0.53261	0.42545	0.121	0.73936	0.17129	0.17427	0.33211	0.11728	0.45274	0.1343	0.25719	0.87833	0.88038	0.40906	0.15386	0.096199	0.80561	0.81554	0.18991	0.49012	0.15432	0.10611	0.12599	0.17136	0.10558	0.1155	0.090089	0.5102	0.11201	0.25977	0.11249
Meth__cg25758314__ARD1A	0.30868	0.049092	0.079008	0.26474	0.86162	0.29431	0.04036	0.050656	0.42476	0.073906	0.15625	0.088914	0.04517	0.40213	0.44622	0.1206	0.10723	0.035078	0.036615	0.19075	0.35832	0.33574	0.092066	0.089347	0.32771	0.24481	0.084212	0.070483	0.027884	0.098195	0.20164	0.048239	0.05101	0.0683	0.45945	0.12027	0.76022
Meth__cg02430692__PEX5L	0.083123	0.042468	0.74502	0.60438	0.45257	0.69856	0.88833	0.080092	0.058632	0.44078	0.55406	0.48601	0.109	0.10839	0.13236	0.21011	0.15516	0.09387	0.19981	0.20466	0.10245	0.092431	0.73765	0.12777	0.081752	0.43664	0.12434	0.043781	0.063084	0.11493	0.22032	0.051334	0.18069	0.17088	0.31478	0.10606	0.091176
Meth__cg20239740__SYT5	0.2466	0.032104	0.033829	0.78203	0.026508	0.95653	0.039291	0.059895	0.024502	0.51797	0.9186	0.91879	0.13686	0.042828	0.7758	0.033548	0.66167	0.64625	0.74034	0.032695	0.023881	0.027047	0.94295	0.95488	0.22376	0.94384	0.077487	0.027345	0.52082	0.033427	0.024182	0.022041	0.026258	0.064427	0.95497	0.035885	0.039519
Meth__cg08537652__PRDM16	0.64665	0.042208	0.054502	0.053194	0.89677	0.54242	0.26969	0.060102	0.064882	0.93537	0.74349	0.40872	0.05154	0.049459	0.045047	0.049941	0.043457	0.040142	0.087313	0.065609	0.060606	0.059154	0.9107	0.055843	0.10055	0.92742	0.090722	0.03391	0.045318	0.039481	0.046307	0.038413	0.053144	0.090062	0.064023	0.058444	0.06079
Meth__cg20352798__ZP3	0.041083	0.046584	0.044064	0.59501	0.83275	0.098987	0.041238	0.031168	0.030487	0.027579	0.03377	0.048712	0.028495	0.066212	0.060017	0.043633	0.11667	0.028563	0.038779	0.83371	0.36624	0.03391	0.86693	0.73987	0.058699	0.9406	0.03493	0.031832	0.02944	0.10437	0.035733	0.021093	0.041427	0.064449	0.057344	0.03553	0.030161
Meth__cg16154416__RASGRF1	0.16198	0.084868	0.073218	0.081863	0.93546	0.16386	0.96689	0.038815	0.059648	0.61629	0.090576	0.11988	0.076231	0.49717	0.19961	0.1131	0.39103	0.48433	0.47286	0.93459	0.13267	0.49615	0.8519	0.056603	0.085158	0.86444	0.12253	0.099213	0.40613	0.85445	0.03726	0.029828	0.54977	0.28501	0.060939	0.056213	0.17389
Meth__cg22238923__DOK1	0.063592	0.081867	0.16007	0.1135	0.86249	0.31524	0.96851	0.037779	0.12613	0.077809	0.66478	0.15439	0.040173	0.69312	0.3389	0.13285	0.61351	0.61461	0.50268	0.06029	0.075334	0.060181	0.082563	0.24701	0.078956	0.64915	0.065121	0.038827	0.33994	0.12634	0.21145	0.032898	0.03517	0.10262	0.038826	0.34544	0.59538
Meth__cg04603031__CHRNA3	0.89221	0.049296	0.60727	0.10712	0.77274	0.61724	0.20597	0.048354	0.092681	0.55584	0.24605	0.47562	0.05023	0.058589	0.12298	0.10561	0.053239	0.21428	0.38427	0.13074	0.070028	0.452	0.89828	0.065112	0.057673	0.90678	0.081224	0.055732	0.24036	0.23593	0.055866	0.062308	0.47232	0.092745	0.54032	0.056305	0.072374
Meth__cg08157579__SERHL2	0.059296	0.056951	0.10377	0.15941	0.71312	0.41598	0.61557	0.064406	0.072176	0.069392	0.070126	0.54148	0.06311	0.66133	0.45082	0.10476	0.0487	0.062976	0.085257	0.30386	0.15329	0.054609	0.21417	0.78922	0.077247	0.61766	0.11099	0.080722	0.046113	0.063113	0.067069	0.045691	0.27991	0.090246	0.069371	0.065502	0.66003
Meth__cg22190114__NALP8	0.56285	0.060613	0.60309	0.22649	0.27576	0.49831	0.46261	0.066505	0.061829	0.52319	0.78757	0.14409	0.057599	0.18659	0.53689	0.12793	0.088151	0.073372	0.48928	0.81601	0.11127	0.91777	0.15006	0.08332	0.09075	0.74505	0.11709	0.32434	0.12575	0.16534	0.03249	0.041662	0.43497	0.25668	0.66238	0.15209	0.093007
U133A__CYP1B1	7.5192	6.2606	8.5069	4.9105	8.151	4.1785	5.7873	9.7315	5.5791	4.312	7.1729	8.4376	5.8894	4.2552	10.1131	8.1797	3.837	7.9674	7.8669	9.832	10.1758	7.9074	5.0661	9.6657	8.156	7.3836	7.387	8.1346	7.4181	3.6701	8.3413	5.3846	8.6291	8.2634	8.1212	8.6215	8.3112
Meth__cg06043042__NEUROG3	0.15624	0.049172	0.29622	0.10043	0.88662	0.089643	0.44942	0.058683	0.056037	0.26245	0.239	0.22819	0.054236	0.23365	0.25997	0.1094	0.03377	0.044484	0.11284	0.79019	0.11994	0.19789	0.80528	0.10266	0.085232	0.19796	0.07577	0.08662	0.12003	0.060688	0.056438	0.03999	0.1634	0.10687	0.42162	0.16215	0.18044
Meth__cg10362591__SLC6A2	0.57122	0.051729	0.59688	0.29628	0.91925	0.7833	0.72219	0.040084	0.09965	0.96986	0.029585	0.81515	0.47105	0.9726	0.11233	0.092183	0.08092	0.74195	0.55942	0.89769	0.078799	0.060242	0.8717	0.62879	0.40324	0.89168	0.11099	0.057239	0.2259	0.5784	0.045858	0.032911	0.85622	0.089044	0.050396	0.050068	0.080227
Meth__cg26453670__RNPC1	0.06653	0.027105	0.18348	0.13617	0.35645	0.38496	0.058163	0.034193	0.07157	0.1171	0.13386	0.079888	0.03924	0.047306	0.33551	0.12721	0.36145	0.079845	0.15419	0.11962	0.12385	0.10104	0.2793	0.21659	0.083501	0.33175	0.057477	0.034234	0.11894	0.41243	0.14179	0.12901	0.04819	0.039404	0.053215	0.045784	0.033855
Meth__cg15156078__RASGRF1	0.5267	0.035045	0.059693	0.12062	0.46022	0.19568	0.55807	0.039026	0.044123	0.42277	0.022518	0.076737	0.049025	0.053085	0.076754	0.10225	0.08566	0.42784	0.48116	0.30425	0.047024	0.31484	0.66994	0.039479	0.065677	0.91688	0.069801	0.042698	0.071433	0.14355	0.030383	0.030877	0.075516	0.1174	0.064703	0.44524	0.33317
Meth__cg04344347__ADI1	0.014789	0.013716	0.013291	0.015226	0.017111	0.019364	0.014242	0.013232	0.023847	0.021011	0.024165	0.01672	0.0134	0.014449	0.013393	0.032112	0.012829	0.01023	0.021604	0.014768	0.014268	0.01328	0.12312	0.016593	0.024145	0.044793	0.01635	0.015063	0.0092917	0.014742	0.011144	0.012726	0.0093604	0.037767	0.015909	0.016519	0.018942
U133A__GPX1	8.9739	4.0916	9.6587	9.13	9.7074	8.7943	8.6375	3.8954	7.8047	3.5472	9.4091	9.7496	3.7548	10.5188	9.1911	8.6679	9.1332	5.2514	5.269	9.851	7.3749	3.9513	9.7794	9.7769	8.2842	9.6262	4.1969	8.82	10.2252	9.2677	3.2767	9.1704	3.978	3.5145	4.9552	3.7776	4.1642
Meth__cg05650171__PFDN2	0.14681	0.019972	0.051078	0.3404	0.9392	0.035593	0.069729	0.03538	0.03233	0.15523	0.74829	0.052499	0.03396	0.18963	0.55892	0.024454	0.68593	0.039387	0.061155	0.10986	0.73958	0.67544	0.87246	0.040694	0.081198	0.12513	0.036346	0.043486	0.81955	0.32812	0.11947	0.021285	0.038284	0.056529	0.53056	0.073029	0.0442
Meth__cg06630737__C1orf187	0.12003	0.067922	0.93225	0.89421	0.95203	0.8803	0.81502	0.039009	0.81498	0.88247	0.23248	0.7302	0.075551	0.21817	0.13151	0.095513	0.045909	0.78919	0.87241	0.70674	0.74384	0.67076	0.93354	0.75316	0.16299	0.93747	0.1557	0.12572	0.053688	0.061326	0.47461	0.050384	0.40139	0.19965	0.194	0.66013	0.81094
Meth__cg16632715__HOXD11	0.95203	0.33728	0.64178	0.81954	0.9606	0.95826	0.92378	0.059422	0.049872	0.17427	0.11438	0.10019	0.04656	0.29829	0.27507	0.11581	0.2443	0.59378	0.75352	0.874	0.036818	0.9605	0.89375	0.44406	0.1788	0.9199	0.87117	0.048024	0.049211	0.063466	0.034373	0.029254	0.42565	0.36151	0.46403	0.9529	0.95176
U133A__CAMK2N1	7.984	9.1459	9.4608	8.3458	5.1483	8.6556	6.3505	6.2577	8.6715	6.6419	7.922	9.9631	8.3152	6.6618	7.3195	10.0484	8.0878	9.553	7.2483	11.0058	7.6561	10.238	6.867	9.2583	9.8342	9.6245	9.5868	5.7111	9.1636	7.9183	9.6719	9.5142	9.8937	8.0816	9.4807	8.5041	6.3299
Meth__cg06974755__RALGDS	0.051284	0.074397	0.42261	0.92921	0.96362	0.096546	0.34932	0.095692	0.92591	0.8469	0.20211	0.32854	0.076905	0.11817	0.892	0.1134	0.719	0.63118	0.75229	0.058601	0.47062	0.10513	0.65282	0.77252	0.3269	0.83061	0.072136	0.53847	0.04274	0.12299	0.14698	0.1865	0.055197	0.062915	0.084119	0.62828	0.62739
Meth__cg25302419__CTNND2	0.058073	0.044977	0.54982	0.051625	0.6297	0.061789	0.19767	0.040079	0.049605	0.63671	0.43027	0.59746	0.037522	0.053229	0.05934	0.089802	0.15474	0.033818	0.05774	0.034423	0.052459	0.044656	0.82575	0.062717	0.083876	0.095206	0.092656	0.046281	0.050856	0.18075	0.038879	0.039399	0.046631	0.080322	0.053202	0.040636	0.053892
Meth__cg15613048__KIF17	0.031866	0.028906	0.98178	0.39098	0.98059	0.97279	0.98419	0.02713	0.038304	0.2018	0.59073	0.90799	0.030936	0.92909	0.18233	0.054623	0.28737	0.94761	0.46755	0.042479	0.033173	0.099593	0.78508	0.97879	0.053415	0.92083	0.049364	0.12993	0.27937	0.34061	0.018573	0.016579	0.027642	0.104	0.029929	0.9731	0.96635
