Cell lines	600MPE	AU565	BT474	BT483	BT549	CAMA1	HBL100	HCC1143	HCC1187	HCC1428	HCC1569	HCC1937	HCC1954	HCC202	HCC2185	HCC3153	HCC38	HCC70	HS578T	LY2	MCF7	MDAMB134VI	MDAMB157	MDAMB175VII	MDAMB231	MDAMB361	MDAMB415	MDAMB436	MDAMB453	MDAMB468	SKBR3	SUM1315MO2	SUM149PT	SUM159PT	SUM185PE	SUM52PE	T47D	UACC812	ZR751	ZR7530	ZR75B
Meth__cg17029151__CHMP4C	0.043998	0.023853	0.026945	0.021738	0.93665	0.024981	0.24161	0.028814	0.024399	0.024928	0.018795	0.028326	0.037785	0.015375	0.022382	0.026188	0.022147	0.049462	0.2206	0.025257	0.024798	0.019098	0.26419	0.022533	0.045173	0.026473	0.043819	0.14543	0.047067	0.042473	0.047204	0.07457	0.016584	0.019132	0.02137	0.018501	0.022193	0.023467	0.034626	0.059997	0.021482
Meth__cg27522780__ACADS	0.27181	0.93236	0.61378	0.03838	0.90669	0.057469	0.082546	0.070684	0.059688	0.051587	0.067793	0.045218	0.90492	0.9594	0.21392	0.042916	0.060234	0.074826	0.039682	0.037993	0.054974	0.084471	0.051346	0.065356	0.27217	0.9326	0.16179	0.04117	0.8247	0.05568	0.87292	0.052332	0.087211	0.078226	0.043056	0.041032	0.55731	0.059695	0.93336	0.47432	0.92335
Meth__cg23693510__ELAVL2	0.87004	0.049282	0.8678	0.56003	0.033878	0.88485	0.21517	0.90203	0.90354	0.49773	0.27945	0.79367	0.18131	0.02947	0.83021	0.047114	0.38614	0.22301	0.71419	0.47766	0.63893	0.9144	0.051894	0.414	0.51874	0.08789	0.10787	0.14613	0.17475	0.35455	0.088707	0.37785	0.37328	0.12751	0.042945	0.87599	0.23562	0.39832	0.050681	0.84064	0.051962
Meth__cg18923230__RPL10	0.62399	0.023554	0.043631	0.4585	0.017375	0.031611	0.045533	0.66507	0.020616	0.64124	0.016674	0.014774	0.053254	0.021324	0.025451	0.4007	0.47075	0.061184	0.03202	0.022993	0.022406	0.47886	0.51913	0.44733	0.046198	0.021166	0.03701	0.50552	0.21221	0.0273	0.037277	0.52014	0.012045	0.41304	0.023544	0.12012	0.054411	0.63482	0.37616	0.62395	0.025374
Meth__cg07908874__TUBGCP2	0.065288	0.074307	0.49069	0.14346	0.89734	0.066634	0.88045	0.64783	0.21378	0.079362	0.22934	0.66604	0.11107	0.045545	0.20721	0.11607	0.81098	0.11559	0.85596	0.16372	0.080597	0.085484	0.8779	0.078094	0.84344	0.083305	0.23253	0.8831	0.072633	0.84078	0.13885	0.42263	0.10951	0.86493	0.32626	0.049729	0.074136	0.83956	0.064022	0.18415	0.058976
Meth__cg26833602__SUSD3	0.035428	0.36917	0.40119	0.021368	0.84301	0.030429	0.94056	0.97196	0.028974	0.026325	0.028006	0.13913	0.68242	0.86623	0.033916	0.9435	0.9124	0.33927	0.198	0.045004	0.77556	0.025185	0.39163	0.088237	0.053263	0.9575	0.054565	0.6405	0.9012	0.03419	0.32689	0.14667	0.11336	0.51946	0.034997	0.48817	0.059552	0.030438	0.68625	0.040333	0.085784
Meth__cg18979491__LBP	0.17217	0.048797	0.51741	0.26538	0.088703	0.3393	0.40672	0.62216	0.11224	0.24355	0.24041	0.75264	0.43094	0.0578	0.090219	0.16653	0.34546	0.13072	0.06592	0.27966	0.24283	0.89415	0.28111	0.17369	0.072552	0.20113	0.12867	0.27343	0.11815	0.13854	0.064395	0.13314	0.061055	0.070701	0.3416	0.12134	0.053702	0.2705	0.15196	0.12079	0.097749
Meth__cg12163490__CDH11	0.074899	0.076535	0.038912	0.729	0.033615	0.525	0.31382	0.4797	0.075479	0.043301	0.56278	0.1159	0.68726	0.66924	0.075141	0.036094	0.031703	0.22935	0.025153	0.88671	0.96272	0.068876	0.039121	0.39046	0.092415	0.082396	0.075845	0.046023	0.932	0.73599	0.10948	0.027985	0.13573	0.29113	0.17514	0.76743	0.38361	0.8368	0.16648	0.6546	0.79193
Meth__cg08724563__RAX	0.1431	0.043422	0.1511	0.09706	0.086692	0.2094	0.040973	0.40924	0.048538	0.053441	0.37822	0.063287	0.096417	0.032449	0.063547	0.069422	0.039329	0.080651	0.044675	0.044465	0.049682	0.5772	0.052867	0.8604	0.16795	0.055255	0.073585	0.18161	0.11848	0.065699	0.10343	0.045847	0.043203	0.052759	0.070841	0.15467	0.052484	0.059403	0.045041	0.11456	0.10929
Meth__cg04924696__FLJ25444	0.58436	0.11332	0.056898	0.42771	0.036953	0.049681	0.041732	0.060976	0.051634	0.39799	0.061011	0.65775	0.41545	0.53831	0.054901	0.043377	0.053829	0.50999	0.637	0.042534	0.05544	0.59847	0.47713	0.53164	0.085144	0.52337	0.51038	0.057686	0.53162	0.042539	0.51602	0.57369	0.048807	0.59207	0.60705	0.025531	0.21072	0.52285	0.43524	0.65246	0.050263
Meth__cg03524627__CDC25B	0.040884	0.45689	0.040119	0.073309	0.081989	0.44872	0.25067	0.11796	0.30383	0.042418	0.059348	0.26371	0.28349	0.29999	0.27026	0.081458	0.043734	0.23643	0.025665	0.1337	0.053463	0.042519	0.053981	0.070289	0.085808	0.14108	0.048147	0.049552	0.051714	0.041715	0.18491	0.03148	0.038085	0.042206	0.4154	0.057232	0.1606	0.04405	0.33659	0.10592	0.54998
Meth__cg01204439__TPK1	0.13737	0.30036	0.16884	0.1925	0.30026	0.28436	0.057524	0.087485	0.042611	0.33297	0.092113	0.35588	0.11811	0.2736	0.065103	0.068748	0.20642	0.096802	0.36589	0.080976	0.05101	0.38653	0.048797	0.059586	0.36123	0.097282	0.47052	0.0603	0.13529	0.06816	0.34384	0.29834	0.28917	0.039942	0.32128	0.05436	0.33028	0.054638	0.12898	0.06396	0.19035
Meth__cg14833385__HLA-DMA	0.055157	0.032845	0.75122	0.44865	0.74249	0.091769	0.51621	0.54357	0.089969	0.13254	0.23746	0.17671	0.095985	0.040729	0.086136	0.50161	0.76054	0.20608	0.14073	0.060226	0.07306	0.41362	0.18531	0.048464	0.38829	0.16749	0.099474	0.87489	0.072768	0.1697	0.10644	0.43999	0.3504	0.12477	0.22328	0.15158	0.087402	0.052176	0.061522	0.086124	0.10205
Meth__cg06872331__STEAP3	0.055463	0.048588	0.080631	0.20717	0.18236	0.5884	0.19967	0.30556	0.042065	0.06621	0.059154	0.060682	0.079726	0.037245	0.056318	0.053858	0.043869	0.1739	0.042064	0.030782	0.14545	0.18427	0.20935	0.10824	0.1833	0.16269	0.099688	0.038188	0.095723	0.059644	0.079255	0.063219	0.043865	0.049858	0.54297	0.044888	0.13925	0.065984	0.05296	0.17604	0.057396
Meth__cg21533271__PLXNA3	0.44515	0.059532	0.080215	0.31215	0.044246	0.064295	0.079746	0.20303	0.045154	0.49359	0.05357	0.12545	0.26113	0.030187	0.049332	0.40306	0.34392	0.15565	0.054594	0.061116	0.05822	0.4922	0.614	0.39048	0.081535	0.051356	0.092216	0.41413	0.19041	0.053281	0.095694	0.47155	0.029425	0.20794	0.082369	0.19755	0.16512	0.53483	0.31283	0.49531	0.058118
Meth__cg25372693__B4GALT4	0.14453	0.034017	0.091165	0.10475	0.080436	0.04429	0.050026	0.073013	0.063533	0.070132	0.050186	0.11703	0.086444	0.027351	0.070624	0.046537	0.046708	0.12525	0.031951	0.067039	0.10425	0.09839	0.070329	0.042864	0.20408	0.076534	0.10016	0.44153	0.11885	0.053684	0.054324	0.045387	0.038151	0.047823	0.065841	0.037343	0.074061	0.053163	0.083154	0.19331	0.058694
Meth__cg03568064__MAPK8IP1	0.059307	0.039297	0.51788	0.048806	0.17978	0.063394	0.93346	0.28794	0.59254	0.18795	0.96504	0.85649	0.95987	0.463	0.50633	0.061203	0.85715	0.61739	0.63279	0.83218	0.73398	0.032513	0.07558	0.15989	0.9018	0.70913	0.045611	0.069119	0.98051	0.15166	0.076497	0.030625	0.033326	0.66383	0.12847	0.85245	0.4896	0.25505	0.77908	0.68228	0.059458
Meth__cg07017477__THEM4	0.089527	0.082648	0.3779	0.051138	0.97404	0.07852	0.053293	0.18118	0.55421	0.050499	0.099522	0.031753	0.059076	0.1465	0.57613	0.044125	0.069562	0.11334	0.03855	0.065162	0.098797	0.06475	0.087851	0.058771	0.064998	0.084305	0.079942	0.065391	0.692	0.049714	0.12539	0.043447	0.043007	0.046191	0.06356	0.85043	0.1823	0.059359	0.33762	0.1099	0.62824
Meth__cg20855565__TRIM58	0.34254	0.013738	0.69835	0.024884	0.9458	0.45274	0.018553	0.88014	0.061285	0.041086	0.01976	0.91139	0.75367	0.22142	0.05837	0.018693	0.29934	0.047769	0.096759	0.61344	0.7962	0.95015	0.019935	0.019233	0.75736	0.22344	0.09139	0.36365	0.77347	0.25793	0.025515	0.24415	0.1476	0.028219	0.34885	0.65293	0.036952	0.037595	0.01803	0.43907	0.027616
Meth__cg00466249__MGC15523	0.092023	0.065303	0.071753	0.15167	0.76543	0.1075	0.88259	0.35207	0.37706	0.20109	0.10238	0.63695	0.43023	0.050742	0.32491	0.36145	0.24243	0.083399	0.89086	0.044207	0.068353	0.41842	0.77008	0.20009	0.25636	0.06278	0.14313	0.89818	0.10094	0.16991	0.12175	0.32064	0.047963	0.23162	0.53284	0.53721	0.19014	0.32812	0.086398	0.34859	0.070755
Meth__cg14951292__HMOX2	0.076695	0.050266	0.60329	0.034155	0.6606	0.040776	0.70182	0.207	0.072583	0.096613	0.043425	0.91105	0.63914	0.26354	0.070819	0.35668	0.70137	0.31101	0.836	0.25534	0.08564	0.18092	0.66715	0.03782	0.81729	0.78936	0.27735	0.82432	0.076686	0.58426	0.047243	0.29313	0.52981	0.11927	0.59146	0.068838	0.072353	0.033655	0.099825	0.14272	0.035873
Meth__cg05801648__SYK	0.10544	0.10226	0.10691	0.10235	0.87487	0.14196	0.59424	0.27619	0.09733	0.13999	0.60114	0.1091	0.1224	0.10285	0.094785	0.079635	0.49815	0.13585	0.12478	0.076791	0.092559	0.53721	0.17893	0.10837	0.73364	0.11477	0.36228	0.69793	0.79153	0.13845	0.15902	0.12082	0.081052	0.71146	0.67569	0.094701	0.15053	0.11089	0.093039	0.2144	0.091988
Meth__cg04155026__TSNAXIP1	0.10388	0.067447	0.56318	0.047959	0.054611	0.076837	0.14153	0.065631	0.077263	0.052243	0.078391	0.29028	0.1948	0.038116	0.063748	0.080033	0.049404	0.072653	0.078313	0.05776	0.059104	0.089919	0.14358	0.061784	0.28555	0.060639	0.098941	0.10813	0.18216	0.086243	0.11615	0.050159	0.04679	0.082874	0.095296	0.072901	0.14567	0.088805	0.048977	0.14766	0.058922
Meth__cg24035962__NCOA4	0.10698	0.10142	0.099031	0.067261	0.084919	0.098934	0.14022	0.078169	0.80072	0.098579	0.10178	0.071846	0.17245	0.078562	0.64072	0.097168	0.075246	0.26613	0.089537	0.081305	0.095658	0.08919	0.096217	0.075265	0.1811	0.11675	0.14134	0.064431	0.16305	0.08154	0.14846	0.11373	0.093757	0.11887	0.057809	0.073763	0.17481	0.59973	0.22371	0.12999	0.15441
Meth__cg16098981__C20orf39	0.93383	0.049778	0.1066	0.20465	0.92638	0.28716	0.28357	0.7094	0.16107	0.26281	0.91523	0.90905	0.8715	0.1678	0.14211	0.089095	0.17456	0.082899	0.48487	0.062318	0.075775	0.77274	0.36276	0.90963	0.86515	0.61572	0.277	0.65167	0.8099	0.87572	0.045376	0.30144	0.13973	0.1838	0.42659	0.90207	0.84405	0.056569	0.30928	0.89144	0.067088
Meth__cg07017374__FLT3	0.038732	0.083311	0.060403	0.047054	0.97612	0.064323	0.90699	0.056919	0.063262	0.076683	0.96014	0.82494	0.64938	0.15263	0.069241	0.10864	0.13835	0.085498	0.78864	0.77244	0.23776	0.2561	0.076083	0.77401	0.91193	0.46411	0.10883	0.056966	0.34125	0.055712	0.13342	0.14959	0.50336	0.18898	0.045968	0.28135	0.91824	0.081695	0.066198	0.8958	0.07724
Meth__cg07031996__MTF1	0.73507	0.039499	0.44024	0.10082	0.047448	0.2619	0.070753	0.23157	0.20246	0.18537	0.14455	0.157	0.097303	0.049571	0.20813	0.062423	0.023207	0.085354	0.10585	0.084842	0.056903	0.12121	0.062582	0.90034	0.37892	0.15474	0.048267	0.049564	0.29812	0.12376	0.06485	0.02577	0.0232	0.042664	0.4267	0.1262	0.056683	0.050524	0.15297	0.91393	0.067504
Meth__cg17468440__PPP2R1B	0.066649	0.04851	0.053991	0.040213	0.058457	0.058023	0.033084	0.12803	0.050725	0.049965	0.04394	0.083187	0.21113	0.039429	0.062636	0.062016	0.05287	0.068925	0.058019	0.047649	0.052627	0.062357	0.04958	0.042231	0.14253	0.047616	0.10094	0.064987	0.065263	0.067681	0.14758	0.062224	0.062652	0.057772	0.13218	0.039132	0.10745	0.056305	0.053487	0.10761	0.060118
Meth__cg14815778__FAM58A	0.55547	0.12849	0.17595	0.32818	0.053231	0.13161	0.17303	0.44642	0.081069	0.088119	0.077679	0.17989	0.17606	0.050347	0.094142	0.4046	0.42245	0.20253	0.1245	0.062544	0.082559	0.59113	0.63166	0.50748	0.33761	0.11507	0.37869	0.4123	0.429	0.11603	0.27403	0.49058	0.070243	0.26358	0.086189	0.18268	0.29109	0.60706	0.37998	0.58941	0.097151
Meth__cg07428182__PLXNA3	0.7751	0.041092	0.046452	0.71352	0.034594	0.041688	0.10697	0.55584	0.036036	0.83942	0.03121	0.10342	0.088314	0.024936	0.036005	0.6907	0.61119	0.14962	0.047095	0.042712	0.049926	0.74411	0.89152	0.77305	0.071139	0.043006	0.087662	0.65599	0.3095	0.045427	0.077108	0.64159	0.033016	0.24001	0.036151	0.46179	0.1332	0.85771	0.39443	0.77322	0.033844
Meth__cg03714916__CDKN1A	0.04702	0.072471	0.31232	0.50378	0.5242	0.32003	0.33092	0.15541	0.3221	0.202	0.046007	0.30312	0.28493	0.023957	0.3155	0.10217	0.050449	0.047263	0.1709	0.43133	0.23992	0.78645	0.63653	0.04316	0.10041	0.3983	0.11588	0.3319	0.15741	0.29019	0.094926	0.037904	0.040763	0.035057	0.55386	0.42126	0.024006	0.13588	0.059764	0.3384	0.049769
Meth__cg21667836__PRMT8	0.54707	0.098208	0.92141	0.91192	0.74081	0.84307	0.17857	0.87309	0.060228	0.9067	0.37704	0.51733	0.54283	0.11111	0.078493	0.65346	0.11517	0.16733	0.10683	0.26132	0.79399	0.92433	0.14838	0.93498	0.23677	0.16909	0.17802	0.38831	0.13846	0.12396	0.14079	0.33571	0.091421	0.085486	0.83095	0.81	0.19308	0.8697	0.35864	0.37017	0.29086
Meth__cg11016745__FLJ25444	0.50807	0.39266	0.068763	0.36316	0.063544	0.089416	0.10121	0.061556	0.075526	0.52786	0.065891	0.44854	0.47152	0.17161	0.070371	0.056742	0.083213	0.23874	0.3569	0.053874	0.078005	0.48636	0.50887	0.48478	0.11789	0.41351	0.54872	0.063637	0.45604	0.061371	0.43484	0.50545	0.07216	0.30123	0.59328	0.036803	0.19816	0.4557	0.29262	0.55365	0.064069
Meth__cg14849559__TMBIM1	0.05909	0.044246	0.26284	0.04018	0.053732	0.053468	0.077659	0.042847	0.059535	0.060701	0.052852	0.1062	0.15661	0.61571	0.10734	0.071846	0.046361	0.099491	0.049704	0.48377	0.66737	0.056014	0.049594	0.069226	0.075543	0.055078	0.049123	0.038224	0.59462	0.056588	0.06136	0.053959	0.066148	0.059324	0.059064	0.033589	0.10085	0.07381	0.066956	0.12598	0.068174
Meth__cg25875213__FLJ37549	0.033018	0.035102	0.044841	0.34232	0.034496	0.46176	0.95012	0.98221	0.52695	0.037588	0.96245	0.043848	0.83146	0.98729	0.43282	0.9339	0.36096	0.098511	0.34612	0.97253	0.94684	0.060327	0.35885	0.97546	0.94016	0.035543	0.13004	0.082469	0.11789	0.035029	0.056223	0.031253	0.82783	0.2981	0.94916	0.94791	0.084628	0.43883	0.96392	0.069643	0.91915
Meth__cg12259537__ZNF606	0.5003	0.073765	0.17523	0.068328	0.59402	0.74331	0.66945	0.63241	0.68729	0.077964	0.865	0.095849	0.86685	0.72153	0.70242	0.23566	0.066742	0.12185	0.27464	0.93233	0.47073	0.073814	0.14012	0.89627	0.83323	0.12889	0.10738	0.43923	0.83012	0.072704	0.16504	0.097261	0.1165	0.55805	0.43048	0.7231	0.18619	0.47399	0.71977	0.81504	0.87763
Meth__cg02067021__DNAJC5B	0.028909	0.026682	0.034316	0.10982	0.41566	0.02546	0.49631	0.91101	0.026228	0.21216	0.52697	0.82479	0.072321	0.023407	0.02292	0.31178	0.37539	0.045791	0.88515	0.12727	0.093623	0.65658	0.90452	0.020805	0.9329	0.028769	0.095865	0.92783	0.029474	0.034572	0.036055	0.39376	0.13701	0.38071	0.019328	0.035141	0.038767	0.065511	0.029191	0.055728	0.025946
Meth__cg11827595__C3orf10	0.076609	0.093968	0.097395	0.058192	0.27334	0.082879	0.31714	0.054883	0.29852	0.088806	0.045192	0.19524	0.15472	0.090455	0.2754	0.18976	0.11974	0.15433	0.056714	0.063045	0.070944	0.075044	0.054365	0.12145	0.13624	0.078729	0.12729	0.055608	0.12809	0.49561	0.1667	0.050641	0.45256	0.084285	0.079752	0.095602	0.17761	0.14668	0.086377	0.15084	0.064174
Meth__cg04590978__CCNJ	0.43869	0.43727	0.10075	0.083508	0.83596	0.75819	0.21122	0.090663	0.1366	0.10545	0.10381	0.10098	0.21845	0.037236	0.12654	0.89957	0.13356	0.19941	0.038431	0.046788	0.091043	0.46694	0.089681	0.3284	0.37844	0.086139	0.12568	0.064252	0.098951	0.073814	0.20566	0.06363	0.46217	0.068671	0.03783	0.96219	0.11772	0.16343	0.43552	0.12604	0.93455
Meth__cg25589890__ULBP1	0.056146	0.041909	0.051915	0.036247	0.93626	0.044792	0.040016	0.040072	0.49535	0.032479	0.47047	0.031709	0.91516	0.037904	0.50606	0.56351	0.043169	0.069273	0.040628	0.042569	0.054173	0.53516	0.038313	0.3299	0.89611	0.042954	0.059274	0.047301	0.080388	0.047577	0.082562	0.036033	0.042197	0.52754	0.037413	0.64778	0.074506	0.042673	0.043272	0.10572	0.047862
Meth__cg20728496__NADSYN1	0.18961	0.067592	0.082126	0.059322	0.48085	0.16912	0.69186	0.078497	0.075708	0.093968	0.25462	0.10682	0.3401	0.04755	0.063291	0.074893	0.089141	0.13282	0.74925	0.076287	0.070952	0.18867	0.87195	0.03075	0.82452	0.094749	0.21132	0.62926	0.14339	0.092228	0.19573	0.36442	0.058261	0.77989	0.069515	0.086063	0.23026	0.054692	0.099849	0.16895	0.060624
Meth__cg19572242__IRAK1	0.36002	0.053612	0.060417	0.28595	0.038619	0.053545	0.064203	0.24307	0.039273	0.39925	0.042687	0.068364	0.086222	0.0345	0.045933	0.27507	0.24364	0.10986	0.052148	0.026831	0.055154	0.36414	0.39837	0.31459	0.061197	0.063227	0.22512	0.32543	0.24196	0.052371	0.087979	0.31368	0.032502	0.17774	0.041393	0.13147	0.13971	0.43743	0.21774	0.33881	0.041471
Meth__cg08504049__ZNF264	0.094102	0.094408	0.075094	0.077782	0.083452	0.10552	0.13259	0.12691	0.076468	0.076898	0.092905	0.082726	0.47673	0.47156	0.078495	0.080793	0.089184	0.13661	0.075753	0.56598	0.62912	0.101	0.10095	0.10125	0.11111	0.083525	0.083181	0.080523	0.11247	0.091437	0.25006	0.084241	0.081476	0.064643	0.062495	0.067599	0.11952	0.089971	0.083405	0.077778	0.11409
Meth__cg05471521__STK6	0.10839	0.033109	0.060583	0.20667	0.16907	0.80528	0.45043	0.39571	0.16062	0.40736	0.077194	0.54686	0.12352	0.66486	0.14153	0.092816	0.064812	0.1117	0.08804	0.055467	0.040709	0.18961	0.6588	0.11223	0.18837	0.21594	0.12099	0.04765	0.1334	0.18333	0.068996	0.11785	0.051183	0.088704	0.56391	0.14528	0.17021	0.65462	0.051711	0.25611	0.090803
Meth__cg18695917__FSTL5	0.55365	0.033147	0.81365	0.042596	0.033762	0.04104	0.077495	0.96639	0.033773	0.053297	0.15927	0.61778	0.064478	0.027397	0.036276	0.034042	0.34409	0.056062	0.046452	0.020556	0.048758	0.032173	0.044155	0.021554	0.68844	0.44108	0.10643	0.50276	0.87106	0.83127	0.073391	0.029173	0.024049	0.026178	0.029907	0.028069	0.62486	0.051979	0.030041	0.075005	0.043531
Meth__cg17261830__NEK9	0.021358	0.96261	0.029672	0.02837	0.58704	0.028979	0.68591	0.08221	0.56516	0.024946	0.97198	0.025677	0.36949	0.71198	0.4899	0.020546	0.033362	0.060063	0.026262	0.70664	0.74043	0.021969	0.6791	0.18543	0.045166	0.027055	0.036291	0.032134	0.061259	0.034363	0.088546	0.014715	0.021125	0.044067	0.94357	0.026666	0.041449	0.022805	0.39493	0.52464	0.029837
Meth__cg25306927__VSNL1	0.02472	0.019799	0.13798	0.055202	0.36181	0.87703	0.29063	0.03345	0.02845	0.02428	0.033241	0.033209	0.039474	0.39294	0.025833	0.029603	0.04308	0.038632	0.019798	0.16627	0.25172	0.15962	0.031827	0.33715	0.031766	0.74072	0.042586	0.029208	0.43274	0.029151	0.045003	0.025683	0.024779	0.016734	0.02613	0.26638	0.043293	0.43702	0.28544	0.058691	0.50648
Meth__cg15958424__ACPP	0.081619	0.054936	0.057897	0.17052	0.64915	0.11261	0.43897	0.42689	0.081173	0.22954	0.41355	0.24419	0.11825	0.11656	0.084071	0.36306	0.81598	0.088472	0.64299	0.065888	0.060295	0.30969	0.38604	0.15278	0.70139	0.094867	0.20242	0.67435	0.15679	0.12348	0.13556	0.82287	0.091768	0.43041	0.64435	0.21919	0.13085	0.14562	0.098747	0.10255	0.10263
Meth__cg09935540__DNAH3	0.06814	0.069957	0.094174	0.069688	0.060715	0.067887	0.57229	0.11976	0.063629	0.043028	0.090466	0.14347	0.090107	0.12598	0.062822	0.036414	0.057077	0.098415	0.076147	0.034046	0.090484	0.069094	0.8108	0.054638	0.20971	0.042899	0.13546	0.30823	0.083591	0.098906	0.086244	0.05205	0.067845	0.11746	0.064509	0.053403	0.14433	0.065187	0.057663	0.18336	0.081221
Meth__cg19598544__TTYH2	0.065941	0.023471	0.030342	0.12773	0.4217	0.05488	0.34171	0.59321	0.036323	0.20384	0.030324	0.058074	0.10742	0.070095	0.034258	0.087989	0.02929	0.056196	0.021102	0.044323	0.035921	0.38157	0.16611	0.026055	0.045635	0.026491	0.028582	0.2479	0.055982	0.055965	0.043742	0.16793	0.026838	0.024544	0.75637	0.20305	0.056642	0.019379	0.038503	0.16785	0.21476
Meth__cg15583058__SDCCAG3	0.063799	0.054673	0.081563	0.068714	0.07123	0.067016	0.1239	0.8565	0.051568	0.078217	0.05778	0.16828	0.091985	0.046023	0.067714	0.089349	0.052984	0.097857	0.050902	0.043174	0.060448	0.093669	0.078293	0.069222	0.316	0.084434	0.13152	0.082149	0.12981	0.080655	0.07859	0.049797	0.070363	0.076664	0.084758	0.060466	0.050682	0.092619	0.072125	0.17788	0.058038
Meth__cg25270201__WWC3	0.45879	0.15741	0.043333	0.3354	0.044585	0.062364	0.062011	0.059312	0.044928	0.49465	0.071272	0.70294	0.34106	0.57097	0.051787	0.040256	0.052141	0.33618	0.51815	0.041059	0.069067	0.43628	0.42603	0.39804	0.12574	0.38457	0.55325	0.048656	0.41691	0.055899	0.50712	0.48464	0.042445	0.4849	0.42522	0.053186	0.082269	0.40793	0.29388	0.52061	0.060133
Meth__cg18742893__BOC	0.048764	0.39857	0.09935	0.023165	0.47725	0.049853	0.040183	0.11183	0.037497	0.032157	0.069315	0.06078	0.46219	0.094027	0.052132	0.061946	0.04017	0.096697	0.027492	0.15682	0.15909	0.20008	0.062119	0.08413	0.33594	0.073657	0.073529	0.078495	0.27083	0.035627	0.21159	0.036891	0.040247	0.049779	0.080242	0.67899	0.12106	0.16094	0.16792	0.11047	0.067659
Meth__cg24482053__MLH3	0.055832	0.04902	0.072467	0.041319	0.046766	0.062144	0.47985	0.077765	0.054436	0.056872	0.054401	0.094477	0.35816	0.050608	0.050304	0.070799	0.045522	0.052747	0.056692	0.03863	0.047086	0.1012	0.17305	0.21878	0.071162	0.055459	0.13291	0.052036	0.075597	0.086694	0.050725	0.044706	0.045691	0.12775	0.12037	0.060426	0.049927	0.048389	0.050268	0.11129	0.057209
Meth__cg04222374__CXorf40A	0.63178	0.035259	0.031529	0.49776	0.031079	0.035887	0.034236	0.65225	0.033443	0.60888	0.035676	0.053147	0.06765	0.53118	0.033479	0.55581	0.62658	0.20033	0.032793	0.030818	0.031528	0.60129	0.64538	0.54154	0.11481	0.035917	0.58213	0.58513	0.35101	0.031969	0.029213	0.55534	0.030697	0.60456	0.023664	0.030717	0.10547	0.61812	0.49971	0.62269	0.031583
Meth__cg05337441__APOB	0.063603	0.030815	0.30368	0.06024	0.08168	0.11445	0.062659	0.10999	0.033676	0.045242	0.36328	0.27217	0.32117	0.023443	0.043726	0.11891	0.3442	0.047721	0.033098	0.040326	0.041781	0.63009	0.15179	0.098845	0.11382	0.046236	0.055731	0.062464	0.11928	0.042761	0.045032	0.052087	0.035091	0.035148	0.1219	0.088126	0.089299	0.042382	0.039527	0.09521	0.043158
Meth__cg04461802__GPR126	0.03689	0.034363	0.054405	0.02896	0.036914	0.054194	0.03902	0.028709	0.036852	0.045304	0.053584	0.036098	0.19446	0.025959	0.041164	0.035797	0.03116	0.099557	0.57359	0.036663	0.039078	0.039107	0.15669	0.02836	0.052243	0.041984	0.054105	0.76711	0.071338	0.043459	0.035876	0.43346	0.034635	0.072933	0.036493	0.032717	0.075586	0.036892	0.035754	0.05875	0.041137
Meth__cg16584573__FGF8	0.038582	0.047111	0.18883	0.049814	0.60628	0.40799	0.35597	0.16078	0.030946	0.025908	0.94805	0.082023	0.97159	0.10832	0.52949	0.093088	0.056905	0.07605	0.059033	0.69808	0.063381	0.035684	0.036517	0.70025	0.94865	0.052444	0.079937	0.049642	0.97148	0.3448	0.082913	0.027008	0.033912	0.55626	0.036528	0.81424	0.30467	0.050523	0.052026	0.14696	0.18331
Meth__cg14008119__MGC16028	0.044214	0.041645	0.075579	0.059908	0.040601	0.055878	0.033411	0.095429	0.058763	0.070629	0.049941	0.12598	0.089231	0.02516	0.05171	0.04577	0.036793	0.10085	0.037531	0.055745	0.23037	0.069223	0.047503	0.050794	0.12386	0.052011	0.098772	0.043906	0.084074	0.044459	0.054819	0.035634	0.039106	0.03574	0.72437	0.037953	0.050225	0.043234	0.044346	0.12558	0.06013
Meth__cg15125424__SOCS2	0.31003	0.079402	0.15277	0.41744	0.09457	0.18852	0.22587	0.13719	0.10847	0.51113	0.10746	0.24832	0.2971	0.10383	0.1403	0.098368	0.062731	0.13607	0.096209	0.066079	0.068107	0.83293	0.10707	0.12399	0.10415	0.040776	0.16753	0.12197	0.23943	0.15457	0.1445	0.055556	0.074416	0.069289	0.85614	0.71996	0.10978	0.66221	0.30855	0.60491	0.1972
Meth__cg26036443__EHD2	0.056504	0.04708	0.90683	0.82286	0.045626	0.052403	0.08067	0.1139	0.068352	0.18485	0.90394	0.30208	0.10675	0.038588	0.059523	0.068838	0.048639	0.28776	0.046894	0.045916	0.14278	0.17826	0.07628	0.48062	0.14294	0.69298	0.13265	0.92438	0.087145	0.91163	0.098769	0.051464	0.036489	0.056873	0.30518	0.17823	0.11551	0.11252	0.060969	0.097892	0.071972
Meth__cg08800033__CETN2	0.57626	0.09642	0.14304	0.19934	0.044644	0.12809	0.21921	0.69356	0.087507	0.097967	0.13646	0.33611	0.21063	0.059097	0.10016	0.257	0.34402	0.101	0.14213	0.083447	0.074895	0.48397	0.20339	0.38961	0.13421	0.074832	0.27354	0.2796	0.27839	0.10634	0.28211	0.43589	0.05696	0.30448	0.10064	0.12612	0.27883	0.66982	0.26299	0.32464	0.12634
