Cell lines	600MPE	AU565	BT474	BT483	BT549	CAMA1	HBL100	HCC1143	HCC1187	HCC1428	HCC1569	HCC1937	HCC1954	HCC202	HCC2185	HCC3153	HCC38	HCC70	HS578T	LY2	MCF7	MDAMB134VI	MDAMB157	MDAMB175VII	MDAMB231	MDAMB361	MDAMB415	MDAMB436	MDAMB453	MDAMB468	SKBR3	SUM1315MO2	SUM149PT	SUM159PT	SUM185PE	SUM52PE	T47D	UACC812	ZR751	ZR75B
Meth__cg24311382__CTGF	0.064429	0.058769	0.089286	0.077676	0.053586	0.089881	0.084557	0.039353	0.068766	0.093828	0.057492	0.087349	0.095762	0.048359	0.064695	0.069608	0.039416	0.1878	0.053797	0.13355	0.083791	0.88036	0.063843	0.08913	0.11979	0.064545	0.33772	0.058845	0.79925	0.061701	0.14049	0.03803	0.043663	0.050034	0.063836	0.055517	0.80555	0.072508	0.089574	0.066868
Meth__cg06377278__RUNX3	0.98513	0.016959	0.68245	0.68436	0.98398	0.9832	0.017099	0.024367	0.015765	0.6888	0.020867	0.020577	0.39004	0.55235	0.014271	0.97467	0.012596	0.018544	0.79629	0.99109	0.98699	0.95585	0.027245	0.98808	0.97563	0.0209	0.13676	0.019262	0.97227	0.018317	0.023592	0.013309	0.014508	0.032304	0.012055	0.99104	0.97405	0.98027	0.60776	0.65041
EA_G__TLE4	4.0222	3.8544	3.904	4.018	8.7904	3.9341	9.0481	6.1528	6.7137	3.7176	4.7436	6.3728	5.9757	4.8959	6.085	6.4427	7.5938	6.9186	7.7927	5.4186	4.2411	5.3919	8.2546	6.0291	3.7657	4.0863	3.8625	6.9824	5.7479	6.3974	4.681	6.409	6.5703	4.2996	6.8817	4.1489	4.2274	3.6597	4.2559	3.9956
Meth__cg07389922__C17orf81	0.045093	0.045776	0.061406	0.10304	0.052056	0.1319	0.62145	0.13189	0.029533	0.6087	0.03231	0.092238	0.091302	0.032432	0.043595	0.058798	0.047433	0.060339	0.029826	0.080842	0.05901	0.075666	0.34978	0.070396	0.29574	0.089328	0.058381	0.024609	0.11022	0.061249	0.079362	0.028745	0.033359	0.049023	0.045342	0.05557	0.12258	0.16872	0.068105	0.037123
Meth__cg13184872__ADPN	0.083199	0.097782	0.066681	0.046248	0.048594	0.085224	0.066686	0.10723	0.060896	0.077842	0.053074	0.083743	0.077296	0.031222	0.063371	0.05863	0.060899	0.072989	0.040844	0.038705	0.074193	0.058478	0.061859	0.042134	0.66075	0.092256	0.077331	0.060586	0.4296	0.067404	0.091981	0.042337	0.041172	0.048292	0.034627	0.033808	0.096198	0.07093	0.065975	0.065715
Meth__cg01820777__MICAL-L2	0.087906	0.34688	0.87754	0.79101	0.78165	0.8951	0.29448	0.85084	0.029167	0.6029	0.041824	0.48645	0.60552	0.027745	0.020671	0.72044	0.3692	0.13794	0.031703	0.835	0.86193	0.44104	0.1107	0.09836	0.46058	0.82046	0.060105	0.35184	0.75473	0.84034	0.26345	0.034696	0.026068	0.029409	0.091726	0.33407	0.047851	0.34059	0.47	0.49594
EA_G__CACNG4	8.4308	7.5358	8.1032	9.2906	6.8087	9.2541	7.2291	5.6569	5.5719	9.0764	5.7716	6.1478	7.1012	6.3777	7.839	6.7572	5.5176	6.431	5.6094	9.1382	8.0995	8.3302	7.8307	8.431	5.7591	9.7756	8.0782	6.093	7.9557	5.4376	7.3151	5.791	5.8689	5.7018	8.4194	7.2037	8.0248	8.5048	5.6487	6.6438
Meth__cg25438415__ZNF426	0.070015	0.090679	0.075816	0.063588	0.19702	0.53059	0.18496	0.84598	0.040938	0.12223	0.047403	0.29237	0.42845	0.079461	0.051325	0.30156	0.064637	0.086061	0.05507	0.57426	0.81733	0.082783	0.055819	0.062488	0.20527	0.091419	0.16167	0.087059	0.17372	0.088779	0.16938	0.046412	0.062479	0.067882	0.053887	0.14518	0.18662	0.10851	0.07005	0.25475
EA_G__FBP1	7.5216	5.2071	9.4178	8.9701	4.6472	9.2616	4.761	4.5261	4.8	7.8887	4.5754	8.7709	5.6515	7.9793	4.8183	4.6158	4.5283	7.404	4.6383	9.9041	10.3261	9.9083	4.6404	9.948	4.8766	9.9939	8.753	4.6071	6.105	4.5889	8.9461	4.7417	7.7847	4.8368	9.9019	8.5676	8.2741	9.6585	9.9927	8.1147
Meth__cg17347389__TRIM9	0.83369	0.73551	0.92404	0.155	0.046816	0.88131	0.41728	0.05453	0.082559	0.23349	0.12795	0.5986	0.88072	0.14818	0.14051	0.073327	0.098344	0.095594	0.052662	0.82109	0.92548	0.52668	0.083703	0.89319	0.42154	0.47653	0.15796	0.142	0.79553	0.30757	0.58316	0.052246	0.34666	0.12754	0.20498	0.073657	0.06517	0.43143	0.76646	0.80781
Meth__cg21513553__COL6A2	0.68028	0.019306	0.85315	0.25589	0.32408	0.96208	0.051302	0.02574	0.16466	0.91013	0.018367	0.075507	0.94135	0.702	0.14373	0.028798	0.027056	0.048808	0.019045	0.97498	0.96404	0.094682	0.023975	0.9859	0.66918	0.39079	0.6259	0.01998	0.95103	0.91491	0.047568	0.019964	0.021739	0.016519	0.042453	0.62697	0.64724	0.78106	0.7616	0.058733
Meth__cg04998282__NOL11	0.04799	0.052824	0.048256	0.046069	0.051268	0.047465	0.029017	0.48584	0.043013	0.043693	0.051702	0.045584	0.061716	0.038033	0.06096	0.04232	0.042718	0.08425	0.037542	0.043393	0.049554	0.046777	0.042069	0.044652	0.11503	0.053696	0.083937	0.036079	0.085858	0.046162	0.077518	0.03932	0.036787	0.039484	0.047742	0.043234	0.086508	0.060823	0.046521	0.044777
Meth__cg12104707__ZNF426	0.060744	0.069364	0.063372	0.058201	0.11025	0.56625	0.11787	0.83789	0.038959	0.08273	0.040115	0.1052	0.52293	0.041775	0.042865	0.32854	0.052657	0.093783	0.034173	0.80018	0.19855	0.0622	0.03927	0.054004	0.086276	0.28407	0.17568	0.079351	0.085628	0.085246	0.10877	0.041878	0.037366	0.053497	0.069118	0.17542	0.15132	0.086519	0.13651	0.094727
EA_G__NCOA3	8.1052	9.2571	10.8214	9.0906	8.4774	8.7035	7.7347	8.4412	7.5889	7.983	7.965	8.4315	9.4085	8.0727	7.9253	7.81	8.1464	7.7562	7.9493	10.8399	11.1574	8.5521	8.1327	8.578	7.2583	8.1256	8.9069	7.2047	7.9599	8.7304	9.2201	7.7563	7.9861	7.9172	7.8126	8.8724	8.4034	7.8476	8.766	8.1996
Meth__cg23610018__VGLL4	0.025566	0.027702	0.038591	0.019951	0.12661	0.025088	0.012326	0.025897	0.022568	0.029323	0.028609	0.021094	0.070639	0.023546	0.022013	0.027577	0.019251	0.098453	0.018802	0.021001	0.035692	0.026252	0.019633	0.019494	0.074538	0.030961	0.03337	0.019714	0.099775	0.029644	0.073646	0.021683	0.017056	0.017932	0.022207	0.014335	0.053994	0.029445	0.025405	0.020203
Meth__cg07260017__CSF1R	0.096571	0.19143	0.95479	0.94218	0.64628	0.82352	0.14825	0.49686	0.036112	0.38697	0.86711	0.77301	0.20028	0.31622	0.15725	0.22238	0.059168	0.20989	0.024179	0.87197	0.89342	0.94264	0.055903	0.9301	0.087459	0.92258	0.26802	0.066133	0.76223	0.064299	0.26979	0.1162	0.031667	0.093833	0.87792	0.38082	0.93213	0.75741	0.87979	0.82266
Meth__cg14950072__LAMA1	0.86176	0.061177	0.46649	0.086907	0.41559	0.81447	0.25156	0.8267	0.13488	0.3244	0.87628	0.47221	0.25307	0.13042	0.15512	0.43897	0.18504	0.096697	0.041944	0.5211	0.36267	0.29576	0.05983	0.84503	0.40285	0.68601	0.13781	0.050296	0.7364	0.21389	0.13232	0.25459	0.054838	0.051794	0.29258	0.37771	0.39477	0.75061	0.49819	0.18975
Meth__cg07518362__NOTCH2	0.03097	0.027442	0.027299	0.00997	0.27741	0.022307	0.023101	0.022396	0.01314	0.017268	0.023212	0.015352	0.029565	0.014012	0.015175	0.013278	0.012831	0.018879	0.013487	0.018043	0.024454	0.019967	0.026805	0.021084	0.032812	0.01867	0.025708	0.015011	0.03557	0.015599	0.024007	0.016317	0.01199	0.01027	0.010191	0.0089036	0.034182	0.015069	0.01827	0.015041
EA_G__GSTP1	11.5172	6.0003	6.0346	5.6096	11.1308	5.8622	12.1708	12.02	11.7468	5.9335	11.77	5.513	5.9581	6.2447	11.1635	11.2713	11.265	8.5568	10.561	6.195	5.9383	6.017	11.1738	6.1668	8.9486	5.7978	11.6968	10.6834	6.8557	10.0094	9.2514	11.0721	11.5502	11.2948	11.9288	6.4486	6.3612	5.7143	6.0423	7.4988
EA_G__MAP1B	4.0691	4.1506	4.4828	4.4376	7.3859	4.0451	7.5013	7.1683	6.6007	4.3324	4.8655	5.2252	5.1172	6.0937	4.0538	6.0101	7.7143	6.2577	8.7705	4.4155	5.0935	5.1036	7.836	4.0668	7.159	4.158	5.8074	7.4831	4.7968	5.1698	4.2089	8.0577	4.7129	8.5112	8.6027	4.2357	4.0326	4.3419	4.0378	4.0619
Meth__cg18830459__IBRDC3	0.02793	0.024871	0.03053	0.02941	0.026389	0.029923	0.018022	0.036022	0.020563	0.022829	0.034229	0.035093	0.046391	0.015692	0.023787	0.030466	0.017559	0.031907	0.019881	0.019662	0.03321	0.029351	0.028157	0.018959	0.070135	0.032312	0.039318	0.022961	0.064624	0.024051	0.14728	0.019987	0.015569	0.021413	0.026805	0.015057	0.11178	0.026754	0.023929	0.024914
EA_G__ESR1	7.8103	5.949	7.1801	8.5941	5.6039	8.4071	5.6002	5.601	5.7796	9.7789	5.8332	6.5118	5.9623	5.8451	6.2441	5.6586	5.4846	6.0553	5.6479	8.4338	8.7397	9.4422	5.3713	6.9678	5.413	8.6907	8.0188	5.4613	6.1198	5.7241	5.8501	5.7046	5.9209	5.8721	5.7063	7.9154	8.6844	8.1235	6.081	8.4263
EA_G__PCOLCE	6.7534	6.7128	6.712	7.2308	6.7364	7.4607	9.2394	6.9746	7.6908	6.5451	7.4562	6.4979	6.2802	7.4487	7.2003	6.3125	6.7406	7.4144	10.6903	7.7289	7.314	6.9391	11.8645	7.3984	6.8586	6.6072	6.1781	8.4094	7.129	6.5356	7.0203	7.1821	7.4437	8.8205	6.6901	7.396	6.5972	6.7696	7.103	7.3112
EA_G__COBL	6.9315	7.3722	7.4904	7.3429	4.9504	7.2341	5.1155	7.084	5.6151	6.6659	6.0049	6.0185	6.5425	6.4602	6.9815	5.7516	4.7727	5.2075	4.9245	6.4901	6.7704	6.272	4.8492	6.4282	5.0952	8.0264	8.5046	5.8414	6.01	4.7346	6.9633	4.8804	6.3035	5.1492	7.1308	6.8173	6.8655	7.2664	7.0127	7.0229
Meth__cg24777065__FBLN5	0.069915	0.054149	0.67453	0.30751	0.15022	0.41309	0.056044	0.924	0.033558	0.18534	0.055425	0.085308	0.9118	0.055414	0.050729	0.87498	0.045736	0.058742	0.046627	0.65385	0.74441	0.31879	0.050261	0.16815	0.48238	0.86037	0.19025	0.042224	0.66173	0.049217	0.089105	0.070209	0.043752	0.077885	0.71793	0.75982	0.15937	0.072264	0.74015	0.85963
Meth__cg08900043__HOXC10	0.11641	0.020362	0.018735	0.018731	0.47776	0.031088	0.017802	0.37181	0.022058	0.32269	0.019491	0.023128	0.034051	0.016882	0.020666	0.015882	0.015211	0.055503	0.014873	0.016393	0.022993	0.28495	0.020679	0.013839	0.034175	0.021186	0.031084	0.015476	0.05256	0.021639	0.058064	0.021045	0.02034	0.016114	0.018374	0.019903	0.032207	0.021543	0.022743	0.019759
Meth__cg04112019__IGF2AS	0.26588	0.18084	0.20226	0.12886	0.4375	0.73293	0.20032	0.1425	0.17679	0.17377	0.19098	0.26721	0.25015	0.16801	0.18175	0.18015	0.16534	0.29384	0.17735	0.93673	0.88001	0.36158	0.17236	0.6832	0.88841	0.8324	0.21473	0.174	0.72873	0.17737	0.2122	0.14577	0.24014	0.15493	0.15302	0.57836	0.52136	0.1884	0.15621	0.14052
EA_G__TNS4	10.7968	9.7714	5.1035	5.6707	4.9406	8.7542	5.3083	8.8222	4.9742	4.8104	5.0797	7.1148	8.9879	5.137	5.6328	8.1433	5.1679	5.5463	4.9638	5.3947	5.5514	7.6197	5.0328	8.5011	5.5462	5.9443	8.2497	4.9635	5.8093	6.1308	7.4534	5.1079	9.5218	5.6571	6.1038	8.6614	7.807	7.7563	6.6947	5.159
Meth__cg05698090__CERK	0.3939	0.15814	0.28215	0.1154	0.51807	0.14335	0.11423	0.063018	0.087615	0.13952	0.07909	0.52576	0.20822	0.082394	0.10503	0.21799	0.077526	0.11359	0.074122	0.37667	0.22133	0.83388	0.17393	0.28277	0.18717	0.37796	0.17781	0.13649	0.26881	0.4231	0.22968	0.079793	0.064929	0.092542	0.23868	0.16538	0.13576	0.18452	0.099841	0.082219
EA_G__PSAT1	3.5968	8.2914	8.5626	6.3553	9.8292	3.9255	8.9272	9.3664	8.8569	6.1267	8.8646	9.5056	8.9409	9.0663	7.9384	4.1475	9.6668	9.8041	8.7413	8.3464	7.1102	4.4041	8.3568	7.6086	8.8755	6.8694	4.8052	9.4472	4.78	9.9291	8.176	10.1293	8.7025	9.0258	10.4948	4.0839	7.9566	4.4052	6.4859	6.414
EA_G__RNF43	5.3598	5.5481	9.0024	6.2745	4.517	7.0424	5.2826	6.9704	4.5084	7.5374	4.6685	6.2646	5.8021	5.4243	7.392	6.6274	4.3808	5.6474	5.393	7.2004	8.5708	7.292	4.3806	6.8899	4.7247	9.1075	8.2078	4.8242	6.6093	6.1516	5.1643	4.3623	6.5364	6.1999	7.3213	5.925	6.1298	4.9051	7.9528	5.3555
Meth__cg12806521__NOL1	0.060307	0.056634	0.1138	0.16273	0.057596	0.054416	0.061953	0.029199	0.042962	0.12873	0.040126	0.071139	0.11042	0.21259	0.051551	0.081995	0.043453	0.090572	0.032191	0.28415	0.14483	0.10007	0.049801	0.29781	0.07427	0.22026	0.10521	0.044509	0.17379	0.074005	0.11053	0.038996	0.031496	0.044016	0.11548	0.032114	0.17215	0.1168	0.089207	0.048874
EA_G__PLA2G10	8.5249	7.4097	6.2138	6.5712	5.9734	6.4801	6.3065	5.8603	6.1584	7.186	6.003	6.572	6.2121	6.3304	7.2149	6.2563	5.4353	7.149	5.9167	7.1404	6.5337	6.9787	5.2459	8.2977	5.5339	7.2334	10.1074	6.641	6.4499	5.98	7.7312	6.1785	6.1912	5.9954	6.0704	5.8723	6.6205	7.9511	6.6977	6.1379
EA_G__ODC1	8.2896	10.465	8.3575	7.6785	9.4687	9.336	10.8016	10.0973	10.0351	7.8639	10.349	10.2312	9.4858	9.4118	11.5169	10.2391	9.2002	8.7508	10.8136	10.032	8.9614	7.7026	9.2352	6.9893	10.9698	8.5127	8.4729	11.3317	8.582	9.7033	9.2004	9.8319	9.299	11.1664	9.3759	10.2758	8.5891	8.4029	6.8497	8.8356
Meth__cg25536676__DHCR24	0.034813	0.03376	0.042806	0.093326	0.033906	0.044378	0.03003	0.032752	0.025605	0.088391	0.031119	0.06437	0.0541	0.029373	0.027604	0.46159	0.033793	0.048216	0.022887	0.045631	0.044319	0.2322	0.049472	0.030706	0.055575	0.051108	0.12011	0.031694	0.070661	0.04152	0.064448	0.29591	0.030945	0.037231	0.022051	0.028351	0.080765	0.051529	0.035481	0.044453
EA_G__EEF1A2	8.724	10.195	10.1908	10.7744	7.0377	10.2507	8.9869	7.8491	6.0991	9.0378	6.769	8.2178	9.52	9.0043	6.3966	6.868	8.5526	7.5921	8.032	10.8297	10.7881	9.8957	9.2038	9.8723	8.1047	10.1051	7.9425	8.2043	9.8692	6.37	7.5646	6.6486	9.7901	7.7531	8.5854	7.4054	10.1629	9.1895	11.0605	11.6464
Meth__cg07173760__CLC	0.85294	0.074468	0.86159	0.72466	0.16355	0.55666	0.14047	0.8167	0.069154	0.80985	0.75884	0.38393	0.65886	0.10291	0.095068	0.57006	0.49753	0.13051	0.080074	0.52379	0.47237	0.8362	0.16694	0.77631	0.21042	0.26306	0.16993	0.13685	0.20637	0.10375	0.19648	0.084687	0.090962	0.073798	0.60811	0.63343	0.20498	0.61305	0.50033	0.36769
Meth__cg10947146__XKR6	0.036227	0.085189	0.97672	0.097668	0.97341	0.9636	0.038863	0.12455	0.030977	0.97803	0.049623	0.94224	0.62767	0.95806	0.037928	0.16436	0.085946	0.26798	0.025522	0.68744	0.059197	0.9656	0.055935	0.65812	0.56939	0.95319	0.06041	0.031171	0.92896	0.047004	0.072894	0.066637	0.52868	0.032494	0.033413	0.97797	0.79774	0.039682	0.59076	0.52067
Meth__cg10539712__LYN	0.039092	0.11779	0.062704	0.079822	0.88486	0.34458	0.14496	0.071227	0.037709	0.39811	0.037561	0.060118	0.041841	0.10999	0.041893	0.072131	0.037619	0.10118	0.021652	0.16435	0.85782	0.57656	0.06039	0.43048	0.10941	0.056431	0.062754	0.088279	0.90998	0.043679	0.34584	0.038843	0.038389	0.034761	0.021981	0.079535	0.1438	0.052309	0.047396	0.044305
EA_G__KRT13	6.9552	7.2847	6.1001	10.33	5.8539	5.749	6.0119	6.2374	5.8131	8.2877	5.8424	10.2844	6.4656	5.9006	5.958	5.8992	5.5661	5.9554	5.8534	6.201	6.0885	5.618	5.3836	6.2938	5.7852	5.6344	5.7481	5.8919	6.6622	5.8605	7.0171	5.947	6.2364	5.6979	5.7858	6.0699	7.0802	6.0486	5.977	5.6948
Meth__cg00756058__DZIP1	0.96833	0.030265	0.56045	0.024725	0.030488	0.62167	0.023509	0.34321	0.019434	0.97643	0.026764	0.017164	0.89565	0.59635	0.024186	0.4943	0.026056	0.097789	0.018138	0.97245	0.96711	0.97205	0.02222	0.53529	0.9283	0.97159	0.095064	0.016357	0.94587	0.026942	0.046695	0.026231	0.017612	0.018472	0.030433	0.77069	0.86617	0.024053	0.66824	0.94356
Meth__cg15107670__WT1	0.053213	0.054168	0.17682	0.032441	0.91972	0.073532	0.036099	0.90547	0.027855	0.042317	0.035896	0.060036	0.059098	0.26788	0.039876	0.53886	0.035817	0.10451	0.050362	0.92885	0.92805	0.47765	0.04799	0.06588	0.61239	0.65837	0.073527	0.0431	0.91366	0.047325	0.085809	0.036039	0.036495	0.074619	0.035605	0.50228	0.62801	0.5361	0.045836	0.05948
Meth__cg02588309__OSRF	0.49874	0.040982	0.19496	0.063071	0.34164	0.097627	0.45019	0.081055	0.13588	0.071327	0.066118	0.12504	0.12206	0.046072	0.10902	0.062055	0.06958	0.06777	0.052811	0.12266	0.15012	0.51209	0.033153	0.070965	0.54084	0.088222	0.078463	0.051872	0.18227	0.07743	0.095683	0.033666	0.75949	0.065278	0.099203	0.061227	0.17156	0.073234	0.081895	0.076632
Meth__cg17520176__ZMYM4	0.049943	0.048755	0.059501	0.057405	0.044327	0.073576	0.040939	0.057523	0.036364	0.051692	0.056835	0.083952	0.16553	0.035459	0.042128	0.066351	0.063119	0.075209	0.047594	0.049351	0.073812	0.057991	0.057805	0.068658	0.1492	0.070389	0.12836	0.038551	0.089233	0.064336	0.090094	0.030784	0.037037	0.04051	0.046604	0.040537	0.17787	0.075749	0.50479	0.57577
EA_G__ISOC1	7.1234	7.7312	8.4881	7.9468	7.1505	10.1811	6.5101	6.8003	8.3692	9.2481	8.0613	7.6971	7.3787	7.5518	7.7585	7.7394	6.4754	6.4981	7.13	9.3042	9.2846	9.3326	6.4466	7.818	8.0524	8.6912	8.875	7.0379	8.4946	7.4928	7.982	7.6054	7.2698	7.2342	8.2947	7.1917	8.0935	7.8404	9.2017	8.2137
Meth__cg04172348__SYN2	0.80988	0.063827	0.94073	0.86205	0.8493	0.91053	0.18852	0.94075	0.058421	0.92387	0.05796	0.088019	0.90513	0.47815	0.069229	0.053123	0.084716	0.18587	0.10869	0.90551	0.82197	0.88635	0.044455	0.92515	0.88641	0.71732	0.17303	0.042859	0.88276	0.24606	0.09482	0.043517	0.045506	0.61027	0.94575	0.41927	0.13652	0.89902	0.61256	0.71698
EA_G__SLC16A6	6.3763	6.9175	7.9652	9.3395	6.2609	8.504	4.9086	6.5765	5.5061	7.1262	4.4458	6.0462	6.0024	6.6771	7.1765	6.5612	5.107	5.8467	4.2712	7.8573	8.4955	9.9281	5.155	7.3289	4.8415	6.8034	6.259	5.5067	9.8112	5.8482	7.1754	4.514	5.1226	6.0726	9.6108	7.6663	7.6884	9.1586	6.7156	6.4555
Meth__cg24910675__ENG	0.066377	0.045883	0.62946	0.098468	0.78019	0.61368	0.044745	0.27376	0.041875	0.089145	0.055081	0.12282	0.23123	0.12772	0.048298	0.10031	0.04742	0.097442	0.036827	0.5498	0.6806	0.8789	0.1601	0.5814	0.2031	0.57462	0.12452	0.051331	0.40393	0.065482	0.097602	0.04678	0.041297	0.046663	0.060673	0.71919	0.3529	0.060634	0.34586	0.45177
Meth__cg19434936__MGC31967	0.052111	0.043506	0.055509	0.033996	0.038977	0.056326	0.04286	0.03066	0.039386	0.047511	0.05032	0.035721	0.066683	0.031963	0.036892	0.037082	0.029463	0.064332	0.026206	0.043048	0.04958	0.050467	0.047443	0.035908	0.079896	0.051011	0.055589	0.03592	0.1272	0.041921	0.099039	0.029191	0.042943	0.031519	0.038727	0.032068	0.26226	0.050016	0.041678	0.046292
EA_G__ORAOV1	8.2313	6.4744	7.8938	7.219	6.7332	8.1568	6.6245	9.6947	7.2866	7.1782	7.0665	7.6739	9.2426	6.8291	6.9966	7.0467	6.8871	5.9478	6.6288	7.3092	6.799	9.6775	6.6838	8.0037	7.4794	7.8636	9.6344	6.3117	6.2121	7.1063	6.4221	6.4126	6.9603	6.91	6.4525	6.6058	7.1829	6.6734	7.3147	7.9994
EA_G__MME	3.7488	4.2193	5.8745	3.8299	5.8503	3.7392	7.7406	4.4121	4.1589	3.8756	4.0762	7.8495	4.8749	5.7301	3.9929	4.2718	10.0839	9.1142	5.8842	4.1751	5.6371	3.8823	10.2583	5.1333	4.1547	3.6984	3.8362	8.1986	6.2662	9.634	4.2118	10.1735	8.6152	7.2612	4.1969	4.223	3.8639	3.7725	3.6667	4.0496
EA_G__LIPH	8.4661	7.5135	8.2321	6.8172	3.6755	7.9496	4.4041	6.4182	3.6525	7.1827	3.6134	8.0156	8.1393	7.5188	7.5421	6.9907	4.983	7.9823	3.51	5.738	6.1944	6.2969	3.7329	8.8815	6.2542	7.8334	9.0871	3.646	5.0663	6.4183	7.6077	4.2029	4.7425	3.8212	5.1787	8.8942	8.1795	7.7175	7.6	5.5122
Meth__cg07306197__ZNF266	0.039467	0.042255	0.039351	0.048768	0.035785	0.035427	0.049889	0.076859	0.028184	0.054172	0.81828	0.033442	0.043093	0.027642	0.029444	0.033831	0.030135	0.11691	0.029295	0.09339	0.051772	0.037594	0.032815	0.024096	0.067084	0.040441	0.0838	0.039195	0.08199	0.035018	0.048473	0.035005	0.1504	0.033032	0.03375	0.033208	0.16186	0.038732	0.068825	0.033306
Meth__cg07639720__BNC1	0.70259	0.15118	0.18854	0.50791	0.33556	0.86212	0.098266	0.84776	0.44675	0.8318	0.60121	0.17163	0.45326	0.084565	0.35651	0.14814	0.035921	0.075965	0.22299	0.49725	0.78595	0.42252	0.06153	0.57083	0.83083	0.60236	0.11994	0.058646	0.29475	0.18852	0.14946	0.19236	0.047625	0.039314	0.050582	0.17807	0.39291	0.075212	0.24006	0.20858
EA_G__PRSS12	4.3777	4.7632	4.706	4.5602	6.369	4.6807	6.2222	6.9948	5.4788	4.8573	9.1774	6.7058	4.9165	4.915	5.8521	9.6837	6.4128	6.596	7.4233	4.8768	4.8229	4.9016	7.318	4.9399	7.096	4.5567	4.3978	6.8038	5.5074	5.8907	5.0102	6.0849	8.1192	7.4649	5.1428	5.2435	4.672	4.4986	5.5805	5.0513
Meth__cg06885524__CYBRD1	0.031506	0.7267	0.30292	0.54616	0.025161	0.55598	0.018851	0.40433	0.02046	0.037197	0.029179	0.027573	0.66949	0.02464	0.32941	0.64664	0.021458	0.078378	0.022678	0.58666	0.37887	0.22313	0.029284	0.047742	0.082827	0.04832	0.068765	0.026027	0.084545	0.02877	0.18212	0.031254	0.023933	0.035711	0.0249	0.51427	0.078761	0.033467	0.337	0.63351
Meth__cg16474696__MGC3207	0.43554	0.058452	0.049367	0.11175	0.044868	0.044151	0.10924	0.031971	0.045977	0.070651	0.03388	0.12665	0.087298	0.03367	0.03148	0.056742	0.037619	0.046766	0.048054	0.05464	0.046023	0.061549	0.03997	0.071871	0.071429	0.061843	0.073918	0.03816	0.057622	0.056814	0.12082	0.03082	0.027241	0.033762	0.046292	0.056488	0.12926	0.33942	0.058547	0.079142
Meth__cg03495868__PTGFR	0.23126	0.049485	0.056408	0.33505	0.045487	0.085833	0.044151	0.05499	0.042466	0.05745	0.08086	0.10369	0.68079	0.15322	0.049937	0.045513	0.039923	0.067821	0.040475	0.7118	0.54085	0.20379	0.042936	0.57046	0.095482	0.55823	0.11736	0.04496	0.76571	0.073472	0.2815	0.038888	0.039607	0.031788	0.066423	0.5991	0.15897	0.38121	0.34064	0.37514
Meth__cg04920951__GSTP1	0.048824	0.96021	0.97818	0.68571	0.025767	0.95247	0.024047	0.04546	0.033123	0.96571	0.038848	0.97486	0.94719	0.94006	0.51936	0.044415	0.031491	0.79751	0.028069	0.98045	0.9702	0.68043	0.053745	0.97186	0.52595	0.96846	0.05241	0.035782	0.94234	0.65081	0.7162	0.034196	0.034418	0.029016	0.030542	0.97561	0.95089	0.5607	0.71908	0.66412
Meth__cg01130192__ACO1	0.040878	0.52847	0.16667	0.37497	0.029263	0.053204	0.036237	0.030953	0.033556	0.11474	0.024571	0.10472	0.054967	0.013935	0.02795	0.04385	0.029661	0.036226	0.017779	0.072178	0.048833	0.22994	0.037187	0.22676	0.044446	0.065356	0.036326	0.020777	0.17918	0.055142	0.14336	0.027928	0.019355	0.30824	0.024029	0.043975	0.069171	0.044027	0.23624	0.34702
Meth__cg14740251__SIGLEC5	0.79701	0.093654	0.93704	0.91011	0.1081	0.92452	0.2249	0.59587	0.041879	0.44018	0.45245	0.83654	0.39691	0.775	0.077311	0.3903	0.17344	0.16699	0.044126	0.9353	0.82046	0.89298	0.10084	0.89483	0.12308	0.89649	0.14224	0.43478	0.63471	0.097049	0.40478	0.063123	0.10428	0.060008	0.64923	0.89858	0.26178	0.85506	0.22553	0.095238
Meth__cg13590277__SYNPO	0.20588	0.31679	0.87017	0.38579	0.27326	0.35939	0.083965	0.32094	0.036496	0.2452	0.27493	0.29761	0.21092	0.18548	0.1719	0.19117	0.12168	0.19506	0.027956	0.69746	0.73661	0.86477	0.043629	0.87415	0.078281	0.74506	0.12703	0.2538	0.25555	0.14133	0.34606	0.12786	0.039111	0.058402	0.70151	0.45964	0.20082	0.70308	0.44093	0.31395
Meth__cg14580567__HHIP	0.096272	0.066859	0.12158	0.044508	0.14202	0.86553	0.02777	0.08369	0.04861	0.062727	0.56452	0.053475	0.75277	0.048913	0.06708	0.069216	0.059609	0.10254	0.044939	0.62919	0.52019	0.12838	0.066154	0.25405	0.31396	0.74115	0.49094	0.071501	0.84809	0.11495	0.090094	0.055291	0.072687	0.052248	0.043441	0.62572	0.097641	0.23866	0.1001	0.087369
Meth__cg11510839__OCA2	0.82435	0.04102	0.85731	0.12395	0.22805	0.66691	0.21786	0.27829	0.062013	0.67091	0.052233	0.16009	0.58989	0.070243	0.053539	0.053626	0.40291	0.14406	0.045198	0.46225	0.69744	0.10034	0.058031	0.53877	0.20357	0.45749	0.087326	0.046899	0.7766	0.21443	0.095632	0.038637	0.043539	0.41516	0.049595	0.08487	0.15685	0.37232	0.32558	0.40364
