Cell lines	600MPE	AU565	BT20	BT474	BT483	BT549	CAMA1	HCC1143	HCC1187	HCC1428	HCC1569	HCC1937	HCC1954	HCC2185	HCC3153	HCC38	HCC70	HS578T	MCF7	MDAMB134VI	MDAMB157	MDAMB175VII	MDAMB231	MDAMB361	MDAMB415	MDAMB453	SKBR3	SUM1315MO2	SUM149PT	SUM159PT	SUM185PE	SUM225CWN	SUM52PE	T47D	UACC812	ZR751
Meth__cg03138091__OSMR	0.12368	0.0239	0.02834	0.80902	0.71173	0.022933	0.13974	0.017902	0.1356	0.22471	0.024757	0.017783	0.054894	0.30665	0.041097	0.022246	0.040872	0.02067	0.24858	0.8673	0.028537	0.50926	0.084037	0.46033	0.04612	0.53343	0.10511	0.024653	0.019998	0.021626	0.68153	0.022935	0.20007	0.053609	0.045693	0.10989
Meth__cg18453621__LMX1B	0.023826	0.026754	0.69763	0.014837	0.022385	0.98812	0.015983	0.04518	0.90641	0.019074	0.98526	0.78302	0.068508	0.66639	0.028522	0.022112	0.025037	0.015054	0.019065	0.02169	0.95988	0.034038	0.96424	0.025118	0.066847	0.044774	0.04503	0.025928	0.014747	0.46961	0.014805	0.021389	0.01865	0.059261	0.055622	0.027675
Meth__cg03098643__FAT	0.10453	0.073615	0.11261	0.11527	0.055748	0.077117	0.10923	0.084216	0.064768	0.092288	0.10362	0.083648	0.11001	0.091744	0.47484	0.074371	0.12394	0.078482	0.10087	0.13098	0.086336	0.068346	0.13437	0.078752	0.085846	0.14681	0.13906	0.083088	0.071788	0.074853	0.064286	0.06964	0.056633	0.84401	0.098434	0.077207
Meth__cg01626227__TRIM4	0.033758	0.025452	0.032323	0.93983	0.029868	0.024662	0.023858	0.023639	0.029236	0.025055	0.026639	0.023678	0.036466	0.021974	0.20268	0.022787	0.077252	0.020814	0.20569	0.029558	0.030919	0.024839	0.046493	0.027077	0.049041	0.044662	0.0381	0.030202	0.022382	0.028731	0.23008	0.032438	0.65921	0.02556	0.024668	0.026308
Meth__cg01957330__SCAP2	0.043739	0.029528	0.046587	0.098831	0.038886	0.036626	0.4397	0.042828	0.033501	0.037304	0.36064	0.11172	0.11383	0.040521	0.058237	0.035802	0.082385	0.02693	0.046011	0.86321	0.02823	0.034395	0.12271	0.041048	0.089833	0.86249	0.056111	0.034628	0.045202	0.045646	0.045557	0.02923	0.51339	0.53509	0.043092	0.034523
Meth__cg12507125__WWTR1	0.051565	0.04821	0.049819	0.081806	0.055255	0.042939	0.057088	0.039403	0.064318	0.051777	0.040247	0.039923	0.095177	0.068567	0.042076	0.047037	0.15681	0.032704	0.052127	0.14245	0.06519	0.048291	0.079032	0.056748	0.085882	0.17482	0.079556	0.044697	0.035047	0.04137	0.63119	0.043916	0.03455	0.11137	0.050395	0.047429
Meth__cg18511445__FUNDC1	0.23394	0.049396	0.064034	0.093843	0.044767	0.051748	0.078455	0.068535	0.055573	0.045149	0.052534	0.038745	0.078515	0.06895	0.097122	0.063978	0.061216	0.068043	0.062747	0.45805	0.042974	0.043764	0.099862	0.049703	0.10031	0.42123	0.083735	0.041111	0.050814	0.048905	0.16139	0.052762	0.091954	0.10184	0.059409	0.059795
Meth__cg07230446__TNRC15	0.047201	0.061416	0.0696	0.12762	0.20302	0.067648	0.10398	0.062827	0.080791	0.10605	0.065719	0.17769	0.11655	0.077006	0.066385	0.04613	0.13266	0.059615	0.1087	0.78717	0.063704	0.062353	0.14305	0.13567	0.067601	0.16667	0.09745	0.05138	0.075095	0.074124	0.26313	0.10999	0.067218	0.52037	0.1183	0.11375
Meth__cg25536676__DHCR24	0.034813	0.03376	0.035586	0.042806	0.093326	0.033906	0.044378	0.032752	0.025605	0.088391	0.031119	0.06437	0.0541	0.027604	0.46159	0.033793	0.048216	0.022887	0.044319	0.2322	0.049472	0.030706	0.055575	0.051108	0.12011	0.070661	0.064448	0.29591	0.030945	0.037231	0.022051	0.024648	0.028351	0.080765	0.051529	0.035481
Meth__cg14060836__HBLD2	0.024364	0.016544	0.025629	0.016447	0.018171	0.01125	0.024124	0.018843	0.0077722	0.013943	0.01656	0.011217	0.024311	0.013114	0.014795	0.0096149	0.10294	0.012132	0.014812	0.022732	0.014176	0.0086526	0.065578	0.01929	0.035937	0.033491	0.040143	0.011547	0.0158	0.0084908	0.021733	0.014145	0.012184	0.022152	0.01793	0.015038
Meth__cg11248491__PSCD3	0.042708	0.018383	0.28293	0.38364	0.17574	0.046197	0.033892	0.054076	0.029423	0.14726	0.039878	0.020138	0.078379	0.036249	0.031882	0.06093	0.054524	0.022016	0.061583	0.43586	0.037086	0.092898	0.076891	0.056884	0.037412	0.10844	0.073163	0.13691	0.03646	0.032454	0.024131	0.045997	0.01923	0.095045	0.042663	0.11399
Meth__cg11402505__FBXO27	0.47485	0.29216	0.14976	0.84515	0.80351	0.82899	0.84061	0.094634	0.11182	0.67404	0.37008	0.45237	0.49298	0.13747	0.7186	0.072254	0.1782	0.093404	0.22989	0.82511	0.60651	0.39183	0.14096	0.30902	0.25277	0.75541	0.41051	0.11577	0.11106	0.2069	0.15394	0.51487	0.26316	0.21605	0.10107	0.2819
Meth__cg21237418__RAB34	0.023467	0.94707	0.31359	0.96542	0.88582	0.018763	0.93829	0.024551	0.082526	0.95641	0.028467	0.43625	0.95236	0.12134	0.97133	0.020995	0.059652	0.036948	0.96915	0.9609	0.039639	0.42662	0.097682	0.95489	0.082457	0.94688	0.9371	0.019285	0.022629	0.01512	0.93148	0.94437	0.9667	0.77845	0.52197	0.50792
Meth__cg25847835__FBXO38	0.060369	0.052692	0.05982	0.91331	0.044931	0.057683	0.071138	0.04434	0.055604	0.063148	0.059989	0.051917	0.094618	0.064871	0.066255	0.045704	0.099148	0.051756	0.053884	0.40086	0.05351	0.05316	0.10307	0.057784	0.073807	0.077419	0.092978	0.050801	0.048539	0.052035	0.063339	0.049887	0.04868	0.15093	0.058577	0.051046
Meth__cg20811389__CDC14B	0.35018	0.36303	0.0906	0.2525	0.91624	0.19425	0.24061	0.070871	0.073434	0.84402	0.085104	0.054488	0.095982	0.070653	0.19132	0.05934	0.10277	0.049744	0.92534	0.68447	0.064633	0.051618	0.0593	0.068317	0.082738	0.90233	0.13263	0.043663	0.044333	0.20679	0.13876	0.042784	0.038697	0.76635	0.074732	0.12019
Meth__cg11393848__C1QC	0.019662	0.016798	0.15953	0.10025	0.062492	0.021385	0.071311	0.2645	0.039505	0.33825	0.019167	0.046811	0.12923	0.036946	0.047653	0.16395	0.026996	0.019135	0.09636	0.22421	0.038609	0.07405	0.033465	0.030565	0.02146	0.16088	0.048845	0.043458	0.03487	0.032485	0.074005	0.035978	0.055039	0.047121	0.024006	0.021261
Meth__cg01654582__AADAT	0.27311	0.052196	0.36894	0.52277	0.19442	0.017309	0.30365	0.01658	0.02529	0.12351	0.020533	0.024478	0.10659	0.028773	0.026474	0.018095	0.041561	0.017472	0.024271	0.55938	0.029088	0.13196	0.026915	0.045436	0.16301	0.80711	0.16539	0.029217	0.022416	0.029227	0.32567	0.036786	0.92806	0.32334	0.068716	0.099581
Meth__cg06777274__ME2	0.05548	0.079919	0.12008	0.17786	0.17367	0.050628	0.1184	0.093204	0.047711	0.077168	0.048356	0.070268	0.075102	0.053227	0.058787	0.062069	0.099777	0.047872	0.087223	0.096783	0.067185	0.1155	0.12939	0.16707	0.10133	0.097755	0.27123	0.054252	0.046292	0.04584	0.5111	0.39787	0.059403	0.10523	0.059986	0.050919
Meth__cg24046110__LYNX1	0.064772	0.047135	0.68913	0.86566	0.40033	0.34512	0.35136	0.049591	0.062977	0.12232	0.44403	0.036445	0.4001	0.060336	0.065209	0.082702	0.050166	0.32681	0.95962	0.068479	0.038869	0.034974	0.34241	0.30971	0.074005	0.092777	0.074439	0.088275	0.28062	0.13439	0.90479	0.033166	0.053618	0.12282	0.037843	0.050834
Meth__cg15604467__POU4F1	0.78584	0.048593	0.50918	0.94927	0.89938	0.035643	0.95129	0.032875	0.057066	0.056491	0.054447	0.024373	0.71962	0.047498	0.037323	0.053197	0.56988	0.063737	0.95183	0.94318	0.049797	0.93508	0.89775	0.9208	0.39275	0.90067	0.48903	0.040116	0.058519	0.073911	0.95811	0.84757	0.90875	0.83994	0.92259	0.8356
Meth__cg11174654__GLUD2	0.37086	0.040013	0.42743	0.03966	0.041868	0.33049	0.047166	0.30968	0.36264	0.086699	0.31038	0.092823	0.08675	0.43273	0.31886	0.37707	0.21519	0.20548	0.040374	0.35536	0.093334	0.33998	0.32015	0.041574	0.32855	0.34603	0.13041	0.34898	0.021435	0.3586	0.030738	0.017983	0.35592	0.067276	0.434	0.29417
Meth__cg01143454__C20orf141	0.066652	0.029496	0.031545	0.089608	0.045641	0.12984	0.087075	0.040895	0.041067	0.14698	0.044435	0.032523	0.048417	0.043276	0.082435	0.024153	0.066499	0.036901	0.12698	0.16071	0.048466	0.37609	0.09199	0.11102	0.067956	0.24896	0.085023	0.059621	0.041952	0.058305	0.57343	0.045775	0.1355	0.22183	0.05396	0.24796
Meth__cg07817783__DAP	0.042721	0.85068	0.67708	0.61474	0.34636	0.53483	0.090227	0.034766	0.03751	0.046022	0.046408	0.036362	0.57215	0.039138	0.03379	0.026487	0.071089	0.035331	0.042435	0.16732	0.035406	0.033886	0.27743	0.031603	0.099942	0.1208	0.23368	0.064932	0.050625	0.076712	0.13236	0.15005	0.049752	0.32798	0.046149	0.072113
Meth__cg07060572__MAML2	0.07611	0.043979	0.042543	0.15827	0.057164	0.034278	0.15987	0.054024	0.039454	0.053472	0.036762	0.049515	0.077854	0.051011	0.044571	0.044474	0.067348	0.029326	0.080755	0.61389	0.038486	0.050567	0.076118	0.073774	0.079022	0.093465	0.081549	0.035875	0.038987	0.053378	0.057657	0.0403	0.48585	0.098814	0.053131	0.15881
Meth__cg24078828__WWTR1	0.035513	0.027857	0.054697	0.036836	0.028368	0.027298	0.038104	0.019045	0.028096	0.03407	0.027104	0.017735	0.061661	0.030189	0.031254	0.026828	0.070647	0.026837	0.035002	0.030818	0.028471	0.026049	0.093977	0.049909	0.067459	0.056227	0.067756	0.023342	0.023567	0.024631	0.093532	0.032851	0.033311	0.090642	0.036914	0.034772
Meth__cg14986136__WBP5	0.092165	0.1859	0.14671	0.84331	0.31393	0.077385	0.85888	0.061533	0.073151	0.084991	0.52511	0.36417	0.79391	0.070511	0.3657	0.28624	0.22461	0.13424	0.81229	0.4854	0.11903	0.61792	0.12301	0.12573	0.12985	0.39054	0.33717	0.12972	0.13987	0.080952	0.82326	0.23563	0.24342	0.40226	0.71704	0.16916
Meth__cg07964538__CAV1	0.032614	0.014564	0.02993	0.14863	0.038582	0.022689	0.10636	0.03195	0.01674	0.02981	0.037173	0.0346	0.05616	0.016356	0.8341	0.025533	0.038134	0.024784	0.022125	0.68768	0.028847	0.045032	0.073326	0.037621	0.047987	0.13547	0.029806	0.027539	0.021457	0.022896	0.93436	0.041706	0.79535	0.1407	0.050119	0.066224
Meth__cg24205633__ACN9	0.34744	0.028062	0.052183	0.92137	0.028398	0.041416	0.92429	0.032972	0.027238	0.03273	0.21508	0.040593	0.055681	0.26489	0.034954	0.029654	0.053108	0.028594	0.8549	0.9007	0.031537	0.028752	0.27339	0.034213	0.062626	0.096242	0.075577	0.035569	0.028316	0.040734	0.050105	0.03733	0.023929	0.7941	0.044648	0.76726
Meth__cg19434936__MGC31967	0.052111	0.043506	0.057009	0.055509	0.033996	0.038977	0.056326	0.03066	0.039386	0.047511	0.05032	0.035721	0.066683	0.036892	0.037082	0.029463	0.064332	0.026206	0.04958	0.050467	0.047443	0.035908	0.079896	0.051011	0.055589	0.1272	0.099039	0.029191	0.042943	0.031519	0.038727	0.036737	0.032068	0.26226	0.050016	0.041678
Meth__cg11977634__DDR1	0.035932	0.020527	0.041096	0.032597	0.030173	0.02598	0.026439	0.023141	0.024158	0.034148	0.040897	0.020017	0.067613	0.030735	0.024982	0.024121	0.044408	0.021371	0.034631	0.030216	0.037152	0.032647	0.071125	0.03333	0.021757	0.10113	0.04878	0.50709	0.034497	0.035823	0.025708	0.026601	0.025533	0.051575	0.030906	0.045649
Meth__cg13671831__NF2	0.077601	0.044334	0.067206	0.045635	0.055434	0.031842	0.039515	0.034786	0.063606	0.055316	0.033324	0.042973	0.088466	0.048829	0.047408	0.04037	0.058837	0.03024	0.069604	0.04642	0.045287	0.032646	0.073938	0.042838	0.045356	0.06355	0.12814	0.039703	0.039324	0.049609	0.053219	0.023334	0.041526	0.12557	0.053047	0.052003
Meth__cg20633883__ABCC3	0.039214	0.6478	0.05335	0.057959	0.48501	0.53767	0.39237	0.23814	0.12989	0.61004	0.37305	0.035706	0.81961	0.16871	0.80178	0.045314	0.071731	0.041546	0.055268	0.63164	0.046659	0.038777	0.082116	0.04712	0.049746	0.58084	0.1777	0.26476	0.040409	0.039287	0.79833	0.046934	0.038024	0.067866	0.055195	0.19019
Meth__cg21372397__HIC2	0.035073	0.045412	0.3096	0.043148	0.11167	0.028299	0.1274	0.055305	0.029199	0.050243	0.037153	0.024293	0.071097	0.033543	0.031322	0.034457	0.086304	0.034786	0.044194	0.087424	0.037516	0.023481	0.062586	0.040984	0.041564	0.072532	0.047886	0.035956	0.057918	0.027259	0.018915	0.055295	0.20025	0.066898	0.032107	0.028663
Meth__cg12717594__RECK	0.78094	0.021486	0.96772	0.96573	0.87044	0.02557	0.97028	0.025007	0.017306	0.40315	0.022386	0.020081	0.62513	0.41553	0.021548	0.030148	0.20877	0.022356	0.96537	0.96434	0.030812	0.030898	0.051069	0.96918	0.036018	0.94615	0.15682	0.019055	0.032157	0.15525	0.58187	0.96725	0.021989	0.78209	0.45582	0.96812
Meth__cg21459867__IDUA	0.043531	0.50769	0.077306	0.31461	0.055027	0.71668	0.34124	0.85769	0.66708	0.06737	0.23881	0.53773	0.098246	0.6696	0.2607	0.075514	0.13846	0.03097	0.085359	0.099678	0.15572	0.66232	0.042537	0.18194	0.061989	0.072471	0.09998	0.080513	0.02816	0.042856	0.52306	0.039989	0.26648	0.090174	0.27481	0.23044
Meth__cg06022562__FLJ13841	0.085558	0.10554	0.81722	0.072057	0.059399	0.92006	0.080737	0.8998	0.1083	0.075742	0.67222	0.2069	0.27778	0.09894	0.84796	0.93214	0.19148	0.89282	0.075066	0.093206	0.93661	0.064456	0.85915	0.12639	0.27999	0.097748	0.10402	0.93451	0.49174	0.8614	0.083839	0.086884	0.36575	0.15427	0.081413	0.10217
Meth__cg21948169__CXXC6	0.12005	0.04651	0.44476	0.89502	0.4604	0.050152	0.38821	0.070476	0.040944	0.50784	0.051191	0.18552	0.25499	0.050668	0.38093	0.041081	0.1312	0.29738	0.065901	0.44247	0.047857	0.12007	0.88095	0.438	0.071269	0.55095	0.087869	0.3183	0.034698	0.21481	0.46363	0.25359	0.60689	0.15114	0.14898	0.57331
Meth__cg04525496__CSPG2	0.73104	0.024087	0.62211	0.43738	0.41544	0.074345	0.94704	0.025519	0.092589	0.1205	0.36619	0.33666	0.95308	0.26764	0.96353	0.016597	0.26081	0.028513	0.78532	0.11429	0.038458	0.6405	0.95729	0.67445	0.0465	0.94118	0.054082	0.028212	0.027611	0.032579	0.97277	0.30494	0.84369	0.40109	0.096408	0.96699
Meth__cg24593475__SNAI2	0.052769	0.027891	0.053705	0.056503	0.03328	0.041719	0.070124	0.053783	0.044473	0.04611	0.031668	0.03932	0.072954	0.047269	0.051764	0.038989	0.10012	0.034701	0.049246	0.48655	0.04288	0.036247	0.38278	0.051346	0.079449	0.12479	0.095541	0.050268	0.032327	0.052436	0.092839	0.06494	0.2169	0.068983	0.037	0.059732
Meth__cg10911877__PAFAH1B1	0.037516	0.037718	0.03321	0.035388	0.052616	0.027611	0.071588	0.028156	0.029123	0.051139	0.020479	0.040943	0.059827	0.043416	0.044228	0.04223	0.071739	0.021135	0.030409	0.071091	0.038242	0.043156	0.046881	0.047851	0.039009	0.09805	0.091412	0.030367	0.027841	0.069899	0.050313	0.039316	0.043317	0.15543	0.027215	0.046125
Meth__cg00425792__PEX12	0.081914	0.06629	0.10336	0.07711	0.073325	0.073236	0.079786	0.076636	0.080048	0.10795	0.066854	0.053341	0.12967	0.089791	0.074762	0.068074	0.10133	0.092063	0.08071	0.075026	0.071527	0.070142	0.12487	0.079252	0.13528	0.093754	0.192	0.075448	0.089854	0.080604	0.62502	0.081265	0.07251	0.11502	0.08634	0.090396
Meth__cg00297600__UNC5D	0.72702	0.060237	0.3032	0.57631	0.11579	0.050434	0.22151	0.14484	0.083493	0.1738	0.72172	0.29756	0.30926	0.085266	0.43668	0.1033	0.44154	0.074699	0.15118	0.86948	0.10039	0.73269	0.16797	0.082288	0.25187	0.59551	0.19595	0.12311	0.54848	0.14501	0.15182	0.55537	0.65194	0.57143	0.15661	0.26251
Meth__cg23337289__ZNF513	0.040277	0.75614	0.89841	0.059806	0.15338	0.068211	0.043468	0.18172	0.052919	0.50619	0.47637	0.60548	0.26187	0.063686	0.064087	0.44199	0.45369	0.78291	0.89337	0.047528	0.5778	0.41025	0.37529	0.068388	0.097058	0.076258	0.44435	0.037572	0.040695	0.52229	0.040962	0.037561	0.73273	0.65745	0.05744	0.50416
Meth__cg20047732__TTC14	0.044111	0.038215	0.059225	0.55988	0.049408	0.041959	0.31525	0.064588	0.04744	0.041289	0.10129	0.03135	0.093979	0.050249	0.043435	0.04912	0.070774	0.038624	0.14493	0.31635	0.055978	0.03362	0.070193	0.050607	0.067016	0.23583	0.11848	0.051702	0.041566	0.034133	0.047125	0.043182	0.039897	0.06012	0.043392	0.055857
Meth__cg00009407__TTC8	0.035867	0.020757	0.0358	0.026273	0.030045	0.023006	0.036953	0.022667	0.022419	0.036671	0.033643	0.023479	0.15362	0.035683	0.031876	0.028529	0.09658	0.036472	0.032853	0.029747	0.02561	0.016417	0.094241	0.031244	0.10062	0.061669	0.042478	0.026868	0.03119	0.027657	0.018908	0.02321	0.022031	0.085393	0.028184	0.025117
Meth__cg01657408__FLJ31951	0.056304	0.019914	0.030911	0.78202	0.69986	0.02413	0.39119	0.02268	0.023422	0.055705	0.02247	0.01303	0.0276	0.030309	0.01793	0.022291	0.037063	0.020359	0.29784	0.96092	0.033927	0.74468	0.036342	0.80535	0.047826	0.92188	0.041725	0.021192	0.025951	0.023311	0.73507	0.13015	0.021771	0.039444	0.32079	0.37812
Meth__cg03922337__RRAS2	0.34336	0.064436	0.0627	0.43942	0.6309	0.071619	0.53337	0.79527	0.060353	0.69102	0.09781	0.068058	0.18893	0.072051	0.10142	0.054537	0.1281	0.041866	0.46357	0.94851	0.051511	0.73957	0.094221	0.10195	0.4358	0.83198	0.31526	0.068137	0.053879	0.32831	0.23189	0.22013	0.14639	0.055029	0.050125	0.20552
Meth__cg23495733__CPNE8	0.96102	0.66487	0.032168	0.96649	0.96414	0.87961	0.96611	0.025682	0.031934	0.96171	0.96676	0.072691	0.93718	0.31012	0.92961	0.04976	0.076149	0.05632	0.96172	0.96953	0.04194	0.84204	0.088321	0.96159	0.060316	0.89087	0.36192	0.033105	0.16761	0.035245	0.49589	0.029701	0.93378	0.81228	0.65649	0.93366
Meth__cg04228628__TNKS	0.025159	0.01439	0.025302	0.029207	0.024299	0.022266	0.032298	0.023325	0.017632	0.025477	0.025843	0.017281	0.031591	0.019285	0.017432	0.016783	0.063462	0.017725	0.025304	0.027768	0.033408	0.013208	0.065113	0.026061	0.029587	0.052121	0.031928	0.018959	0.017769	0.017449	0.01977	0.020773	0.020067	0.13937	0.021678	0.025186
Meth__cg22284975__C7orf11	0.10886	0.13189	0.56733	0.24543	0.14797	0.052907	0.43054	0.082591	0.078118	0.08435	0.07701	0.042958	0.51493	0.08169	0.11364	0.055527	0.10126	0.058477	0.19567	0.26026	0.087311	0.14313	0.69391	0.26733	0.082466	0.62751	0.18829	0.065607	0.06079	0.12378	0.15039	0.14701	0.47676	0.096369	0.47936	0.079652
Meth__cg23093462__PARD3	0.054051	0.040814	0.074508	0.058071	0.038709	0.045997	0.051552	0.034412	0.040202	0.049368	0.050935	0.040438	0.31052	0.045087	0.080559	0.042899	0.05989	0.049306	0.057569	0.094508	0.0462	0.037339	0.091063	0.055162	0.047938	0.075433	0.079812	0.044921	0.048812	0.16068	0.053952	0.036653	0.12289	0.093316	0.04172	0.046625
Meth__cg19586576__GJA7	0.37478	0.079222	0.050182	0.14902	0.065055	0.059649	0.48894	0.034191	0.057893	0.065835	0.057062	0.066527	0.083288	0.0656	0.058015	0.049937	0.15354	0.04531	0.89585	0.49588	0.061299	0.63074	0.85392	0.059534	0.17144	0.83192	0.18916	0.052065	0.047207	0.054728	0.075097	0.060338	0.80923	0.11115	0.091493	0.060062
Meth__cg26964989__LAMC3	0.13422	0.056934	0.19489	0.18776	0.13778	0.11679	0.50335	0.073598	0.063742	0.066166	0.09557	0.10822	0.41642	0.062059	0.099223	0.051958	0.10549	0.060044	0.32609	0.23296	0.14154	0.41343	0.251	0.13127	0.054478	0.20378	0.080211	0.065109	0.073943	0.057463	0.20833	0.053549	0.078943	0.18182	0.081662	0.26382
Meth__cg19278165__DSCR1	0.038947	0.033684	0.63265	0.33829	0.05358	0.024423	0.072283	0.034638	0.031549	0.044172	0.025247	0.053374	0.085199	0.037187	0.044546	0.027955	0.053724	0.028362	0.34058	0.0515	0.029243	0.041856	0.47306	0.0718	0.073494	0.78789	0.049446	0.027261	0.022155	0.028831	0.19937	0.025522	0.029878	0.12523	0.030788	0.044752
Meth__cg06253734__ADAM10	0.036876	0.025679	0.034101	0.037376	0.02971	0.023875	0.028898	0.013132	0.047079	0.027993	0.029442	0.063275	0.095192	0.041133	0.047686	0.018671	0.029864	0.023598	0.030375	0.030645	0.037685	0.023134	0.058455	0.042603	0.032244	0.039861	0.052648	0.033909	0.041303	0.022811	0.034036	0.023127	0.022203	0.21726	0.033426	0.034419
Meth__cg15696627__MSX1	0.33914	0.046718	0.062903	0.084448	0.13123	0.03652	0.064643	0.070228	0.05357	0.044652	0.043234	0.053953	0.67575	0.15213	0.074708	0.034008	0.13514	0.066894	0.04041	0.047924	0.046266	0.054764	0.8546	0.081716	0.13311	0.43952	0.068467	0.037237	0.08914	0.040665	0.066084	0.18643	0.030131	0.065712	0.04081	0.063901
Meth__cg02326006__ARHGEF9	0.073573	0.033698	0.11063	0.046584	0.062715	0.057084	0.094787	0.25701	0.031615	0.045833	0.064445	0.43278	0.099773	0.035616	0.22584	0.0334	0.10882	0.048738	0.054488	0.27453	0.033957	0.042906	0.14227	0.050881	0.047297	0.14261	0.11665	0.04518	0.044308	0.031819	0.052557	0.044964	0.074517	0.12974	0.047282	0.044712
Meth__cg07928641__LAMC1	0.042299	0.031199	0.045411	0.36813	0.77123	0.041011	0.29479	0.037192	0.033145	0.071306	0.039495	0.040208	0.060549	0.196	0.044743	0.028126	0.099674	0.033517	0.42716	0.26034	0.030984	0.14953	0.11702	0.045353	0.052917	0.15568	0.079166	0.048085	0.026756	0.036663	0.73002	0.026146	0.029946	0.10378	0.50888	0.32589
Meth__cg08590939__OXCT1	0.052523	0.080204	0.048738	0.20992	0.85325	0.029701	0.91022	0.041699	0.035581	0.91788	0.052928	0.037889	0.4535	0.041804	0.034303	0.028064	0.051387	0.032012	0.67333	0.14732	0.057413	0.41786	0.55231	0.19414	0.067456	0.051032	0.099256	0.035851	0.041438	0.029812	0.8242	0.025674	0.53131	0.83674	0.067649	0.24821
Meth__cg14542238__TGOLN2	0.035788	0.018183	0.02902	0.022567	0.028014	0.024885	0.030549	0.01187	0.022778	0.031865	0.021281	0.023861	0.070989	0.024919	0.023433	0.017817	0.028662	0.019664	0.023729	0.024858	0.028353	0.024773	0.066455	0.032989	0.037203	0.057114	0.039466	0.019257	0.016651	0.018981	0.25687	0.029819	0.027003	0.077391	0.028655	0.029013
Meth__cg17329249__MAT2B	0.43882	0.063767	0.083899	0.18057	0.33502	0.062172	0.26965	0.14082	0.10166	0.089048	0.059352	0.060973	0.12022	0.12257	0.1223	0.073809	0.19623	0.083295	0.077695	0.89157	0.057183	0.072217	0.11885	0.092842	0.11558	0.13575	0.12915	0.056557	0.080475	0.084414	0.83202	0.039799	0.06758	0.08991	0.064329	0.15721
Meth__cg14473016__RASD2	0.027961	0.41038	0.048626	0.9362	0.94147	0.73597	0.47817	0.048689	0.066335	0.90576	0.067189	0.14903	0.88424	0.054791	0.44868	0.037816	0.10922	0.044405	0.91145	0.20848	0.44323	0.047411	0.070807	0.89961	0.053556	0.47883	0.4491	0.046666	0.030039	0.049372	0.24465	0.45906	0.031595	0.21596	0.41352	0.061024
Meth__cg08820801__FBXO17	0.93584	0.80773	0.06298	0.97276	0.033358	0.016496	0.79433	0.01796	0.13021	0.56912	0.031096	0.064203	0.95169	0.22527	0.019565	0.014604	0.43192	0.014157	0.82559	0.21231	0.023953	0.93175	0.031208	0.72689	0.078879	0.89326	0.85478	0.02684	0.019343	0.022066	0.95985	0.84976	0.016953	0.048014	0.73798	0.79033
Meth__cg10392768__ALOXE3	0.015358	0.013171	0.020327	0.017134	0.016144	0.18946	0.016484	0.013054	0.012798	0.017432	0.018389	0.012786	0.023583	0.013964	0.013936	0.014348	0.026157	0.013899	0.022808	0.017582	0.018433	0.017189	0.02047	0.018283	0.016487	0.036647	0.018864	0.038177	0.01888	0.014244	0.013405	0.018374	0.013263	0.029135	0.016042	0.017833
Meth__cg08090772__ADHFE1	0.044871	0.45811	0.056877	0.055659	0.22235	0.64463	0.73202	0.95389	0.9115	0.043832	0.84421	0.45178	0.095328	0.79143	0.056753	0.18066	0.59923	0.72219	0.048473	0.04448	0.89043	0.59291	0.37955	0.051213	0.10981	0.09343	0.33158	0.88143	0.88872	0.9281	0.8279	0.04501	0.048648	0.091933	0.049375	0.30407
Meth__cg03332113__RAI14	0.044959	0.025304	0.017388	0.86132	0.39249	0.5981	0.049425	0.037508	0.058382	0.083168	0.15565	0.82812	0.40916	0.071519	0.087363	0.061535	0.059402	0.038615	0.45659	0.077281	0.02959	0.040285	0.16132	0.04021	0.047046	0.16755	0.073651	0.055518	0.084908	0.028734	0.038672	0.026724	0.070204	0.072241	0.04585	0.090553
