Cell lines	600MPE	AU565	BT474	BT483	BT549	CAMA1	HCC1143	HCC1428	HCC1569	HCC1937	HCC1954	HCC202	HCC3153	HCC38	HCC70	HS578T	LY2	MCF7	MDAMB134VI	MDAMB175VII	MDAMB231	MDAMB361	MDAMB453	SKBR3	SUM1315MO2	SUM149PT	SUM225CWN	SUM52PE	T47D	ZR751	ZR75B
Meth__cg25598083__ACOT2	0.14148	0.086233	0.12698	0.12326	0.5112	0.093897	0.14279	0.15135	0.13225	0.46723	0.2268	0.12185	0.86211	0.19211	0.15181	0.25242	0.13793	0.090193	0.10949	0.19124	0.19482	0.10723	0.20109	0.12553	0.31408	0.10289	0.17128	0.072256	0.16391	0.12879	0.19039
Meth__cg20837735__SERPINB5	0.064322	0.052106	0.67406	0.046565	0.90221	0.057736	0.028204	0.087789	0.061392	0.08064	0.17165	0.048051	0.059305	0.24341	0.079317	0.65186	0.055507	0.057017	0.053709	0.061952	0.80535	0.066351	0.49304	0.073292	0.45906	0.03902	0.051535	0.080181	0.40147	0.049251	0.087337
Meth__cg04245402__C19orf21	0.033274	0.028392	0.03281	0.0434	0.96162	0.028215	0.027473	0.87944	0.19839	0.09484	0.046489	0.026267	0.34035	0.97317	0.092414	0.96715	0.027015	0.048047	0.030754	0.021723	0.12566	0.038448	0.34167	0.038792	0.69939	0.031802	0.029179	0.020819	0.12456	0.058892	0.044523
Meth__cg20881054__VASH1	0.12071	0.31143	0.17069	0.095339	0.16707	0.73786	0.18168	0.047555	0.075942	0.037927	0.61448	0.67126	0.064587	0.062105	0.27071	0.035117	0.91908	0.65915	0.036056	0.13443	0.84592	0.41229	0.92224	0.10858	0.034965	0.041919	0.47081	0.43181	0.053937	0.12155	0.15701
Meth__cg23583739__KDELR3	0.050493	0.57089	0.10046	0.056546	0.041348	0.69652	0.047301	0.048226	0.044365	0.04484	0.15308	0.36345	0.050599	0.044922	0.091523	0.036565	0.053559	0.057388	0.057027	0.038658	0.15686	0.085541	0.51243	0.25534	0.049352	0.033905	0.035548	0.56431	0.11028	0.19084	0.046658
Meth__cg11538128__ZNF354C	0.3411	0.039662	0.42772	0.023673	0.026538	0.92049	0.29691	0.042473	0.034506	0.022497	0.76748	0.12697	0.028823	0.025579	0.081885	0.037631	0.24824	0.35578	0.741	0.027479	0.83853	0.85919	0.087925	0.083617	0.032161	0.33072	0.023204	0.26094	0.043846	0.033754	0.047652
RS_G920__BCAS1__BCAS1	6.6372	8.9475	11.0683	7.1505	0.93032	5.61	1.127	6.2652	0.25653	2.3365	4.0923	7.4486	1.1356	0.70967	1.8382	0.95512	8.6848	6.957	6.1282	6.1222	0.83247	6.1234	2.181	9.4061	0.49246	0.40769	7.3227	4.6113	6.1188	7.2271	7.9636
Meth__cg21245372__NUP98	0.47557	0.83623	0.7524	0.1623	0.75827	0.52971	0.51504	0.41848	0.35873	0.1647	0.20044	0.74342	0.17136	0.084416	0.11138	0.5039	0.87108	0.70772	0.80355	0.18986	0.86896	0.91267	0.064904	0.35671	0.024354	0.085252	0.054477	0.1197	0.10784	0.15109	0.2818
Meth__cg14833385__HLA-DMA	0.055157	0.032845	0.75122	0.44865	0.74249	0.091769	0.54357	0.13254	0.23746	0.17671	0.095985	0.040729	0.50161	0.76054	0.20608	0.14073	0.060226	0.07306	0.41362	0.048464	0.38829	0.16749	0.072768	0.10644	0.43999	0.3504	0.032711	0.15158	0.087402	0.061522	0.10205
Meth__cg01665633__NDNL2	0.075842	0.057879	0.056945	0.047685	0.064311	0.6715	0.075121	0.066742	0.074323	0.037503	0.090538	0.063316	0.05662	0.060286	0.10864	0.061281	0.06535	0.083532	0.060597	0.047719	0.21877	0.066161	0.073433	0.09385	0.052606	0.051724	0.042216	0.04618	0.088944	0.0573	0.054859
Meth__cg20099806__CCDC47	0.10082	0.076132	0.10843	0.25443	0.22661	0.10941	0.079662	0.53897	0.18051	0.20025	0.10241	0.078779	0.10555	0.082784	0.20745	0.084237	0.055494	0.097668	0.15887	0.53078	0.44799	0.073329	0.080694	0.17324	0.073174	0.11426	0.10186	0.049203	0.13978	0.090868	0.1311
Meth__cg05472874__SULT4A1	0.49123	0.041662	0.19498	0.045082	0.025783	0.95879	0.34824	0.036507	0.031342	0.093284	0.55127	0.15933	0.039873	0.031849	0.056776	0.41749	0.97946	0.97727	0.022207	0.040721	0.94193	0.89912	0.92013	0.05074	0.035115	0.3844	0.02281	0.023489	0.96076	0.036223	0.029095
Meth__cg15659828__CHID1	0.031983	0.82973	0.60429	0.18566	0.15583	0.86786	0.24036	0.63189	0.1185	0.25951	0.7647	0.7991	0.24347	0.051726	0.1722	0.022345	0.88012	0.5906	0.32395	0.11381	0.1285	0.90994	0.080018	0.57824	0.49755	0.067502	0.21536	0.88394	0.10818	0.20056	0.41708
Meth__cg23472215__GSTM3	0.64754	0.56457	0.055776	0.14641	0.025161	0.6968	0.038587	0.030071	0.034445	0.040584	0.40898	0.10797	0.031129	0.026909	0.10024	0.044006	0.56795	0.29839	0.61805	0.032767	0.54706	0.64027	0.93623	0.04221	0.03064	0.02969	0.032511	0.57497	0.055297	0.66593	0.6511
Meth__cg17918501__FNDC4	0.20485	0.48636	0.7004	0.16031	0.59416	0.90883	0.9358	0.1247	0.51125	0.42867	0.9116	0.68214	0.17028	0.16457	0.3895	0.062357	0.86578	0.9036	0.56253	0.53737	0.89193	0.31158	0.87833	0.6146	0.037162	0.050596	0.1238	0.96682	0.18852	0.57964	0.54032
Meth__cg26124016__RARB	0.28685	0.74252	0.60262	0.46993	0.54327	0.63769	0.96852	0.057213	0.082619	0.090253	0.94937	0.91138	0.064276	0.040284	0.16677	0.034655	0.92232	0.60582	0.87568	0.04346	0.96047	0.68449	0.93983	0.20581	0.081174	0.13452	0.46095	0.70012	0.077323	0.61412	0.97369
Meth__cg04113075__RAB32	0.053698	0.87631	0.85183	0.28611	0.032325	0.37334	0.096895	0.19062	0.04241	0.90267	0.098502	0.92751	0.067214	0.03266	0.22914	0.042817	0.90535	0.87327	0.22002	0.39177	0.074934	0.92307	0.87632	0.48891	0.051784	0.039953	0.25471	0.043306	0.13049	0.57425	0.33256
Meth__cg18192417__NEBL	0.059726	0.055747	0.066496	0.051143	0.93028	0.062361	0.045411	0.055309	0.51717	0.064677	0.086862	0.057027	0.91904	0.47735	0.098443	0.086118	0.059268	0.07029	0.089467	0.12982	0.15801	0.052644	0.14228	0.070676	0.40171	0.35529	0.046234	0.047439	0.10497	0.059986	0.056796
Meth__cg15958424__ACPP	0.081619	0.054936	0.057897	0.17052	0.64915	0.11261	0.42689	0.22954	0.41355	0.24419	0.11825	0.11656	0.36306	0.81598	0.088472	0.64299	0.065888	0.060295	0.30969	0.15278	0.70139	0.094867	0.15679	0.13556	0.82287	0.091768	0.058362	0.21919	0.13085	0.098747	0.10263
Meth__cg15563057__PURA	0.036488	0.046872	0.038145	0.021323	0.023682	0.040197	0.041368	0.04585	0.047577	0.020777	0.072188	0.025398	0.030043	0.040939	0.11871	0.021979	0.034839	0.053016	0.023498	0.02486	0.031932	0.047851	0.048757	0.052465	0.024357	0.023345	0.020448	0.023536	0.040524	0.037366	0.031343
Meth__cg03998173__RHEB	0.048895	0.22675	0.060176	0.036119	0.38593	0.23656	0.096819	0.043316	0.046265	0.071217	0.12839	0.029476	0.037719	0.047139	0.065615	0.033367	0.6314	0.56573	0.087834	0.030793	0.14866	0.83685	0.083929	0.1126	0.027059	0.029239	0.038971	0.082078	0.10491	0.043655	0.069379
Meth__cg12104707__ZNF426	0.060744	0.069364	0.063372	0.058201	0.11025	0.56625	0.83789	0.08273	0.040115	0.1052	0.52293	0.041775	0.32854	0.052657	0.093783	0.034173	0.80018	0.19855	0.0622	0.054004	0.086276	0.28407	0.085628	0.10877	0.041878	0.037366	0.074679	0.17542	0.15132	0.13651	0.094727
Meth__cg05428978__CDCA7	0.026622	0.019869	0.023501	0.020492	0.023202	0.035263	0.033876	0.028696	0.026232	0.074813	0.043221	0.043565	0.025461	0.022094	0.050775	0.030898	0.63199	0.41873	0.022228	0.026814	0.055343	0.21545	0.040179	0.042627	0.022606	0.016504	0.019122	0.01697	0.43907	0.4236	0.032318
Meth__cg26240939__LOC57149	0.092752	0.11019	0.18301	0.11714	0.78985	0.1298	0.45372	0.10776	0.1484	0.53717	0.30401	0.10705	0.7491	0.61561	0.41639	0.70733	0.092926	0.08609	0.11299	0.30139	0.65211	0.13825	0.15576	0.1511	0.69693	0.27541	0.099593	0.10719	0.18919	0.17127	0.17521
Meth__cg03380773__FLJ25169	0.16436	0.9387	0.41613	0.61533	0.5884	0.9668	0.92833	0.94337	0.40804	0.082732	0.92072	0.038682	0.75082	0.030562	0.043463	0.046818	0.94403	0.94271	0.94354	0.17417	0.34533	0.67906	0.22062	0.73667	0.026866	0.028127	0.022949	0.89358	0.045273	0.55748	0.80094
Meth__cg20909686__OVOL1	0.088069	0.069777	0.086874	0.10301	0.97643	0.12061	0.095068	0.083642	0.49847	0.77619	0.14138	0.075235	0.95575	0.79925	0.13779	0.77941	0.09988	0.11669	0.095091	0.18378	0.95658	0.13472	0.27786	0.090363	0.78106	0.14531	0.13551	0.11476	0.054725	0.6407	0.57205
Meth__cg11140785__ZNF264	0.026863	0.024425	0.027875	0.025434	0.029618	0.036554	0.050246	0.031731	0.03232	0.016231	0.93105	0.48656	0.032291	0.026934	0.043379	0.024853	0.86126	0.8522	0.036019	0.019079	0.28403	0.037748	0.080161	0.040707	0.032671	0.031718	0.019731	0.022155	0.055778	0.040462	0.028191
Meth__cg26363196__ST6GALNAC3	0.5464	0.1073	0.57213	0.69168	0.098884	0.81136	0.2203	0.089716	0.082186	0.19372	0.62337	0.76835	0.50492	0.075792	0.45659	0.091922	0.8251	0.80588	0.5412	0.056956	0.61396	0.80448	0.79127	0.11082	0.20089	0.093981	0.57637	0.62514	0.23406	0.81526	0.79825
Meth__cg25724441__KCNJ2	0.86973	0.040716	0.44238	0.34906	0.043877	0.84907	0.077946	0.068456	0.049976	0.038528	0.29628	0.47632	0.037469	0.039789	0.071695	0.034823	0.71815	0.56338	0.27503	0.038715	0.87907	0.62038	0.79143	0.072477	0.061517	0.039553	0.036865	0.78267	0.43868	0.41634	0.046457
Meth__cg25421647__UBE2L3	0.95923	0.75787	0.81081	0.85038	0.35562	0.94125	0.52885	0.94167	0.77196	0.37077	0.46985	0.74088	0.087789	0.054707	0.092235	0.49996	0.9557	0.9061	0.58185	0.73624	0.56619	0.12315	0.1843	0.53989	0.031005	0.027114	0.070205	0.04905	0.078067	0.54005	0.46352
Meth__cg04316754__MMP24	0.076012	0.77175	0.23765	0.058498	0.050072	0.82349	0.74232	0.11823	0.60426	0.16298	0.6944	0.15214	0.081032	0.058621	0.13042	0.080535	0.23671	0.15995	0.067577	0.058682	0.89965	0.12989	0.8717	0.34772	0.058404	0.063844	0.058368	0.18638	0.13247	0.52074	0.38984
Meth__cg15569340__RBP5	0.046771	0.038172	0.24084	0.040318	0.18677	0.050056	0.054752	0.056084	0.42897	0.10563	0.35169	0.042607	0.055596	0.052109	0.33956	0.48163	0.085969	0.048068	0.048006	0.096405	0.49579	0.053217	0.099971	0.0852	0.080575	0.39157	0.0409	0.13292	0.1317	0.049555	0.063466
Meth__cg14766682__JM11	0.10407	0.12596	0.11505	0.19928	0.88897	0.12807	0.17964	0.093698	0.13145	0.1837	0.088589	0.18434	0.15147	0.84623	0.20079	0.52958	0.095449	0.11034	0.10036	0.33377	0.69127	0.13511	0.4855	0.17665	0.56721	0.19957	0.10831	0.14731	0.19796	0.11111	0.10882
Meth__cg02870945__REEP1	0.021888	0.027956	0.027579	0.027037	0.65465	0.030451	0.087008	0.021208	0.46218	0.057462	0.098518	0.03032	0.31351	0.043067	0.06202	0.46782	0.023183	0.024049	0.090174	0.046374	0.68671	0.020261	0.035977	0.040657	0.033393	0.035222	0.028002	0.13288	0.084914	0.032288	0.036513
Meth__cg03648823__ZNF643	0.053371	0.055915	0.049226	0.044236	0.043183	0.41114	0.076471	0.04901	0.042538	0.05401	0.32897	0.048238	0.060507	0.039139	0.079785	0.051943	0.059189	0.066992	0.056598	0.043968	0.09404	0.060462	0.14556	0.10519	0.045696	0.034837	0.040298	0.039607	0.14041	0.070898	0.069649
Meth__cg19450025__SULT1A3	0.022883	0.031541	0.521	0.47162	0.75825	0.09641	0.030377	0.55406	0.06891	0.85316	0.060785	0.71955	0.060411	0.45051	0.4057	0.91188	0.026407	0.030497	0.02322	0.15751	0.8116	0.29748	0.32955	0.047357	0.064927	0.065201	0.32888	0.016272	0.43953	0.019983	0.0245
Meth__cg20775840__G3BP	0.33315	0.76461	0.61046	0.78393	0.043801	0.87326	0.039554	0.87586	0.055963	0.31121	0.76442	0.91648	0.17264	0.043532	0.14576	0.042279	0.8994	0.90585	0.85296	0.48735	0.079699	0.88473	0.11338	0.4335	0.04326	0.083685	0.072255	0.71747	0.16407	0.42057	0.71216
RS_G7251__FAIM2__FAIM2	6.0556	4.3136	4.2489	0.7586	0	2.0251	0.18414	0.88827	0	1.2995	0.5793	6.5539	1.1739	0.39826	0	0.18832	1.3394	0.78926	0.81544	4.6931	0	3.6619	1.7217	4.3394	0	0.1154	3.5455	5.2322	0.12884	2.5916	1.3772
Meth__cg06456031__FLJ11000	0.092898	0.064077	0.099291	0.074112	0.8554	0.085895	0.8686	0.081578	0.092923	0.10959	0.12865	0.04847	0.79726	0.17039	0.12548	0.26549	0.072659	0.08759	0.13421	0.049968	0.11257	0.080563	0.19788	0.071909	0.45786	0.87439	0.082507	0.1192	0.10499	0.089524	0.34311
Meth__cg06778853__PHF13	0.027601	0.037173	0.072523	0.032744	0.74723	0.045369	0.075857	0.065378	0.037821	0.35922	0.20064	0.035268	0.48976	0.11846	0.063346	0.49418	0.058379	0.061301	0.046676	0.21715	0.77148	0.046739	0.073	0.1318	0.28619	0.032478	0.047873	0.46589	0.070447	0.037272	0.32282
Meth__cg25340403__LYPD3	0.041991	0.035241	0.052266	0.20651	0.83676	0.058992	0.47752	0.15438	0.42546	0.079824	0.18769	0.030084	0.30018	0.66495	0.076535	0.83915	0.03933	0.037908	0.2338	0.035903	0.7884	0.036387	0.26306	0.040486	0.82379	0.028007	0.16982	0.02642	0.0736	0.040225	0.044181
Meth__cg26689483__QDPR	0.058962	0.85369	0.099822	0.70647	0.054573	0.50643	0.45751	0.85393	0.08317	0.1519	0.20555	0.57653	0.063258	0.062644	0.18405	0.06362	0.86165	0.85767	0.64304	0.42171	0.57082	0.7946	0.26189	0.66361	0.078431	0.058416	0.47314	0.16981	0.10413	0.73413	0.8749
Meth__cg17261830__NEK9	0.021358	0.96261	0.029672	0.02837	0.58704	0.028979	0.08221	0.024946	0.97198	0.025677	0.36949	0.71198	0.020546	0.033362	0.060063	0.026262	0.70664	0.74043	0.021969	0.18543	0.045166	0.027055	0.061259	0.088546	0.014715	0.021125	0.019732	0.026666	0.041449	0.39493	0.029837
Meth__cg20324165__KRT8	0.052009	0.078052	0.064954	0.058629	0.72407	0.060394	0.045852	0.069492	0.05195	0.09432	0.095683	0.035896	0.075521	0.52148	0.11467	0.70307	0.066078	0.06201	0.27729	0.042997	0.33612	0.049232	0.13349	0.12173	0.80571	0.066133	0.12206	0.14932	0.051965	0.061191	0.063274
Meth__cg17050972__HIST1H2AJ	0.034064	0.027551	0.031363	0.43004	0.43368	0.029596	0.36636	0.61253	0.66052	0.031193	0.057143	0.023757	0.023529	0.026098	0.072549	0.36074	0.024938	0.032611	0.33547	0.90788	0.39913	0.028882	0.058768	0.02608	0.041316	0.022497	0.61519	0.83846	0.1454	0.049284	0.031452
RS_G21817__COL5A2__COL5A2	2.0325	2.4879	4.2716	1.7192	11.4161	1.8125	2.7886	2.6395	1.0823	2.9836	1.2547	1.4858	2.2847	10.9635	3.0288	8.2933	2.2846	2.8326	2.1198	3.2509	2.519	1.951	2.3008	2.4832	10.0055	1.6485	5.2249	2.5043	3.9287	2.0477	2.0215
Meth__cg16312163__ALDH1L1	0.9282	0.75918	0.85219	0.66465	0.8855	0.82307	0.93425	0.89453	0.54004	0.44098	0.91043	0.12883	0.6057	0.024633	0.053629	0.036313	0.94776	0.91882	0.11119	0.059426	0.79009	0.20781	0.48845	0.047526	0.029801	0.028902	0.057311	0.70742	0.073307	0.52976	0.81315
Meth__cg08124030__TM4SF1	0.094851	0.11456	0.24251	0.10174	0.055282	0.15708	0.056399	0.088239	0.065786	0.054996	0.12076	0.39745	0.070286	0.046814	0.16034	0.071211	0.95084	0.93904	0.32143	0.90614	0.098395	0.92625	0.13813	0.4426	0.04858	0.055241	0.049328	0.33643	0.28333	0.49976	0.92407
RS_G10056__ADAMTS1__ADAMTS1	0.40649	0.19684	2.7451	4.6542	9.1222	3.9788	5.5768	7.1431	5.8779	3.0483	2.3121	3.8107	6.6168	5.8881	3.6986	9.0055	0.10674	0.26857	2.8343	3.8711	3.8867	5.6499	6.545	0	2.307	6.9795	5.0715	1.1737	1.1843	4.9621	4.8179
RS_G2770__GDPD3__GDPD3	5.7813	10.6318	4.8723	6.1391	3.3539	6.6958	2.9664	4.0359	3.3238	5.7742	4.4425	4.0949	4.6084	4.1315	4.2824	2.2524	7.0924	7.5877	3.4442	5.5215	2.1837	5.1432	5.1427	9.0082	5.0971	6.6166	2.9836	8.2566	4.4144	5.7162	3.5616
Meth__cg22862656__SCGB2A2	0.055845	0.047079	0.24138	0.22013	0.70361	0.095397	0.84339	0.36142	0.87111	0.17338	0.22479	0.069192	0.46196	0.671	0.090973	0.84613	0.13823	0.13718	0.74933	0.12477	0.82923	0.129	0.16283	0.054846	0.59018	0.30056	0.043506	0.146	0.12228	0.076393	0.074453
Meth__cg01437411__ATN1	0.24294	0.20949	0.61202	0.55208	0.21421	0.53664	0.29446	0.30899	0.032166	0.17033	0.67576	0.17507	0.12493	0.13705	0.1597	0.044494	0.31951	0.63497	0.55034	0.25604	0.085985	0.71026	0.13082	0.57682	0.03832	0.059741	0.3921	0.66095	0.079473	0.10251	0.066446
RS_G4435__IL1A__IL1A	0.69823	0	0.28336	0.54584	0	0	0.15257	0.23797	1.0015	3.2881	0	0	3.1838	0.76755	0.77038	0.20083	0.17577	0.17804	0.62026	0	0.4537	0.044939	0	0	0	2.6039	0.33376	0.36359	0	0	0
RS_G1729__CEACAM6__CEACAM6	11.2531	7.9363	10.8111	5.9404	0	1.8647	1.1825	2.7211	0	5.1973	10.3268	4.9433	2.3833	0	9.8898	0.33274	7.0239	6.9464	1.0683	5.9412	0	8.5402	0.18692	7.701	0.64487	0	10.0528	4.5531	5.094	7.8943	9.4952
Meth__cg15755084__MSX1	0.050157	0.048501	0.049718	0.03801	0.030527	0.056353	0.24557	0.045288	0.035372	0.018326	0.75504	0.053575	0.064605	0.044029	0.10674	0.030185	0.064496	0.10417	0.053789	0.02918	0.82827	0.065044	0.83099	0.06431	0.034505	0.034432	0.044905	0.027447	0.08859	0.048751	0.042773
Meth__cg21369988__C1QDC1	0.044456	0.23669	0.12029	0.14383	0.030742	0.38932	0.061289	0.0813	0.037972	0.03588	0.10675	0.036805	0.053622	0.026423	0.053324	0.027127	0.30151	0.08673	0.083198	0.13637	0.046174	0.17543	0.10091	0.1078	0.02977	0.025953	0.083681	0.042539	0.097103	0.20935	0.27486
Meth__cg15800421__CCR10	0.063282	0.68288	0.54481	0.087386	0.047359	0.41267	0.047096	0.061213	0.072406	0.52434	0.67607	0.80753	0.6879	0.088762	0.10737	0.057732	0.85728	0.83672	0.24756	0.308	0.077042	0.82966	0.58134	0.55084	0.054517	0.058548	0.078228	0.66671	0.12519	0.58494	0.45362
RS_G9624__KCTD14__KCTD14	1.3345	0	1.3939	0.15538	1.2875	0	1.4303	0.39689	4.2721	4.9359	1.9413	0.53673	6.991	6.1103	3.674	4.8691	0.92268	1.2413	6.1017	6.5793	8.2157	0.66947	0	0	1.3039	0	0	2.9725	2.6382	0	0.41275
Meth__cg20861607__CHRNA7	0.82248	0.099695	0.22367	0.078955	0.54161	0.41006	0.087336	0.047644	0.071607	0.059811	0.1192	0.11729	0.2637	0.051948	0.087074	0.10955	0.18194	0.6661	0.080606	0.38896	0.11215	0.48601	0.53606	0.07745	0.039332	0.059575	0.064565	0.18955	0.062466	0.23653	0.050661
Meth__cg04434339__ST6GAL2	0.044605	0.040234	0.039688	0.031403	0.50659	0.91644	0.064277	0.032268	0.032518	0.0812	0.12829	0.56707	0.034193	0.048638	0.07903	0.024842	0.84333	0.84377	0.42825	0.039083	0.79837	0.47594	0.88712	0.12819	0.039866	0.022915	0.025265	0.64032	0.40919	0.066663	0.047857
RS_G6735__POPDC3__POPDC3	0.57665	0.54819	0	1.155	5.5701	0	5.6997	1.6638	9.4619	3.2583	5.1209	0.49723	5.0981	5.9485	5.433	2.9252	0	1.0232	0.71731	3.294	5.9295	0.20004	0	2.4234	4.7089	4.6043	3.7261	6.8346	0.44169	0	1.6355
Meth__cg12589433__AR	0.44381	0.027046	0.04076	0.058053	0.052533	0.045763	0.46362	0.056102	0.8656	0.94835	0.064918	0.031479	0.81144	0.41988	0.2769	0.038885	0.046393	0.046603	0.36332	0.58539	0.8606	0.039352	0.51362	0.04685	0.4956	0.059393	0.036994	0.53319	0.079243	0.058683	0.051816
RS_G13234__AC135457.2__AC135457.2	4.438	5.5184	2.9816	4.176	0	4.1144	0.57084	3.1298	0.76268	0.3818	0.91582	3.4289	0.58332	0	0	0.90435	1.9106	3.1711	4.0342	2.8411	0.1258	6.1146	7.5507	4.8409	0.23253	0	4.1265	0.80114	3.9769	6.1201	5.5207
Meth__cg20687462__MGC10992	0.04341	0.43271	0.38962	0.26924	0.044443	0.60754	0.11165	0.12126	0.045978	0.081111	0.24402	0.44867	0.052105	0.094618	0.090676	0.042912	0.15926	0.14505	0.086617	0.04446	0.17909	0.10649	0.1298	0.34711	0.037402	0.034253	0.10287	0.054853	0.050926	0.049506	0.082395
Meth__cg06866862__ZNF512	0.1001	0.057848	0.13007	0.06532	0.068626	0.10622	0.79125	0.078316	0.94627	0.05762	0.8994	0.17223	0.082323	0.076923	0.092533	0.049788	0.41375	0.20267	0.083059	0.063295	0.13645	0.1692	0.1438	0.10634	0.069856	0.088835	0.071919	0.90501	0.13683	0.3284	0.2326
Meth__cg00019495__HOP	0.065804	0.054208	0.076923	0.053654	0.77097	0.053447	0.40221	0.085434	0.83632	0.094268	0.1004	0.036578	0.76049	0.80696	0.12057	0.15878	0.046522	0.063906	0.050172	0.055799	0.82704	0.063696	0.10296	0.06139	0.085053	0.12873	0.035855	0.13704	0.2076	0.042567	0.046419
Meth__cg09254939__KLK10	0.044632	0.043676	0.14564	0.062996	0.35368	0.087065	0.030581	0.038363	0.39856	0.44635	0.052992	0.045042	0.045447	0.054872	0.054031	0.10108	0.037014	0.059771	0.16076	0.38318	0.4036	0.068699	0.63345	0.05664	0.040865	0.079262	0.029398	0.099017	0.039683	0.046384	0.052744
Meth__cg22764925__GGT1	0.060804	0.040526	0.04761	0.070107	0.7483	0.051214	0.15136	0.078281	0.05595	0.064481	0.072193	0.031414	0.098699	0.92937	0.085091	0.23331	0.065002	0.090104	0.058138	0.39381	0.11045	0.051629	0.096655	0.062972	0.87777	0.44626	0.051378	0.23052	0.13641	0.060514	0.058007
Meth__cg02583151__SIX1	0.60591	0.082594	0.071161	0.074756	0.069215	0.57347	0.090384	0.073474	0.062753	0.047101	0.12648	0.062215	0.068041	0.070348	0.10598	0.059013	0.66179	0.58103	0.59538	0.068888	0.074162	0.072443	0.11319	0.10839	0.070275	0.076424	0.071009	0.064252	0.56042	0.069648	0.072732
Meth__cg06677140__MSX1	0.090008	0.070709	0.42789	0.64942	0.053606	0.83146	0.87344	0.094186	0.072578	0.30675	0.85758	0.90007	0.84751	0.076985	0.11198	0.30311	0.73661	0.72921	0.041356	0.062075	0.89826	0.5848	0.86694	0.085137	0.036591	0.038725	0.052736	0.11774	0.047651	0.51565	0.32457
RS_G5632__POF1B__POF1B	3.5829	2.9715	6.5667	4.6059	0	3.611	1.8493	8.4924	0.11745	0.5287	1.2403	3.8408	0.74799	0.9373	5.002	0	2.5362	5.5091	2.4432	0.41607	0	4.135	0.95867	2.3599	0	0	4.4269	1.4106	1.9519	5.3682	2.3153
RS_G463__VIM__VIM	2.9652	2.2052	5.3309	4.7875	13.722	3.764	13.663	0	10.3261	8.4787	10.5793	0.47968	11.7234	13.9024	10.1043	15.089	6.8882	3.1521	9.4838	11.1994	13.7198	1.8929	3.5908	2.3972	16.3769	9.8039	3.625	3.9594	5.7587	3.9298	0.37376
Meth__cg01389761__TERC	0.066427	0.42365	0.070079	0.1688	0.057658	0.071559	0.39531	0.061306	0.61761	0.077021	0.32984	0.54222	0.051684	0.25089	0.16176	0.042251	0.50394	0.39311	0.37594	0.035373	0.11368	0.24676	0.10978	0.063441	0.032253	0.043772	0.13258	0.41657	0.056995	0.43715	0.71022
Meth__cg17420360__FLJ13236	0.01805	0.012955	0.018376	0.015875	0.45266	0.016365	0.027105	0.020987	0.88824	0.021291	0.49849	0.013278	0.80169	0.020878	0.025942	0.030721	0.014877	0.02198	0.035119	0.019787	0.040915	0.019137	0.034392	0.01484	0.48062	0.023148	0.015727	0.24063	0.043576	0.02464	0.017984
Meth__cg22983529__GNG11	0.60244	0.48225	0.80903	0.6245	0.038265	0.7609	0.85711	0.44553	0.090396	0.1039	0.86749	0.1069	0.53008	0.094661	0.13943	0.047273	0.50363	0.51777	0.61901	0.16876	0.075092	0.50017	0.1621	0.50088	0.051249	0.44782	0.083809	0.69163	0.11326	0.36757	0.75088
Meth__cg02631622__SIAH1	0.040756	0.029217	0.031266	0.020284	0.034136	0.042879	0.40024	0.037454	0.033057	0.026588	0.047057	0.048794	0.032425	0.029177	0.07197	0.025845	0.035659	0.03778	0.046665	0.025976	0.081599	0.037856	0.050432	0.053495	0.029978	0.024034	0.029257	0.032093	0.076912	0.042243	0.035199
Meth__cg02718725__CNN3	0.095922	0.76956	0.46418	0.685	0.066589	0.078282	0.1107	0.15205	0.079197	0.086041	0.55908	0.1035	0.092466	0.068525	0.12611	0.063976	0.87256	0.84551	0.07334	0.087847	0.17061	0.097633	0.14765	0.35906	0.062677	0.086289	0.067492	0.080878	0.15493	0.38835	0.78004
Meth__cg13301014__SPINT2	0.037481	0.037453	0.070748	0.10169	0.72871	0.051031	0.050613	0.053941	0.056563	0.045625	0.071417	0.034066	0.050164	0.31441	0.07776	0.087662	0.060604	0.075175	0.11245	0.047671	0.083922	0.083668	0.090909	0.082388	0.16011	0.040157	0.042934	0.092701	0.084077	0.053602	0.076798
Meth__cg11934695__ADRA1D	0.94079	0.44314	0.10138	0.042337	0.92337	0.93411	0.43383	0.090769	0.90489	0.1606	0.16549	0.57655	0.042429	0.26041	0.32195	0.25515	0.9676	0.94767	0.090924	0.38648	0.92884	0.4383	0.82717	0.67958	0.14752	0.053351	0.40495	0.95312	0.87763	0.6243	0.92087
Meth__cg09906309__C11orf46	0.05351	0.049317	0.71353	0.073916	0.1626	0.80316	0.23649	0.061008	0.049383	0.27003	0.20502	0.29889	0.059033	0.049962	0.12073	0.050507	0.1697	0.137	0.050335	0.046358	0.13707	0.71069	0.073663	0.11423	0.028727	0.030746	0.033905	0.070402	0.21438	0.13337	0.055203
Meth__cg11930592__MSX1	0.036783	0.039602	0.04712	0.030736	0.025955	0.051947	0.19589	0.027184	0.041521	0.03152	0.81128	0.70876	0.062348	0.036348	0.086171	0.028958	0.51094	0.50152	0.030675	0.032192	0.8832	0.052664	0.88981	0.061697	0.034211	0.065875	0.018973	0.02303	0.071598	0.038462	0.037999
