Cell lines	600MPE	AU565	BT474	BT483	BT549	CAMA1	HCC1143	HCC1428	HCC1569	HCC1937	HCC1954	HCC202	HCC3153	HCC38	HCC70	HS578T	MCF7	MDAMB134VI	MDAMB175VII	MDAMB231	MDAMB361	MDAMB453	SKBR3	SUM1315MO2	SUM149PT	SUM225CWN	SUM52PE	T47D	UACC812	ZR751
Meth__cg27319898__FLJ32110	0.084552	0.13545	0.10248	0.24349	0.46933	0.10542	0.27346	0.058852	0.49959	0.9157	0.90976	0.93607	0.090378	0.10454	0.35591	0.43993	0.63634	0.49061	0.09456	0.87787	0.080483	0.7819	0.11767	0.062067	0.14555	0.060994	0.45257	0.092699	0.13908	0.054249
Meth__cg21542094__PFKFB3	0.030404	0.018197	0.027964	0.030004	0.030191	0.024998	0.047811	0.029005	0.30001	0.15296	0.73321	0.020529	0.21727	0.02413	0.045586	0.10267	0.025291	0.38732	0.029491	0.050924	0.023309	0.050646	0.034894	0.035946	0.21457	0.026255	0.58022	0.13708	0.024396	0.14531
Meth__cg21104946__WNT7B	0.07642	0.16639	0.37122	0.25936	0.29451	0.14863	0.091187	0.34506	0.43246	0.65306	0.30976	0.53436	0.55884	0.15058	0.12563	0.081902	0.15844	0.64481	0.44619	0.18171	0.17416	0.26318	0.18317	0.058153	0.47775	0.17073	0.23591	0.083232	0.14701	0.3754
Meth__cg13492340__ITGA8	0.42744	0.040959	0.55906	0.043771	0.64919	0.26928	0.74213	0.072187	0.89179	0.65828	0.66535	0.53238	0.1491	0.35799	0.13346	0.43083	0.13592	0.082534	0.71865	0.66374	0.068259	0.52996	0.18375	0.43937	0.52583	0.05272	0.31875	0.085639	0.1338	0.66726
RS_G8887__PLAC8__PLAC8	3.4307	0.78955	1.4119	1.8455	6.3471	2.1601	3.6961	2.8257	3.7442	6.833	4.3387	2.2481	2.138	2.6302	1.977	3.3026	2.2767	3.133	3.0243	7.9065	2.0243	1.8874	2.7574	2.9311	5.5878	2.4519	6.9757	3.1961	4.5752	2.3072
Meth__cg11990309__HTR1E	0.038295	0.033872	0.55549	0.3707	0.81744	0.13464	0.50531	0.58196	0.90272	0.77358	0.60507	0.085906	0.46175	0.26692	0.052868	0.18734	0.36495	0.15769	0.47237	0.76553	0.13106	0.17299	0.11083	0.056185	0.084292	0.044346	0.54461	0.27472	0.41924	0.088472
Meth__cg17119387__KIAA0664	0.027009	0.016508	0.21746	0.027178	0.58758	0.038233	0.046207	0.27616	0.026901	0.43526	0.90608	0.84139	0.25543	0.024471	0.04352	0.091924	0.40901	0.040294	0.46014	0.94028	0.25878	0.15461	0.030133	0.022848	0.022337	0.023329	0.28112	0.038457	0.038299	0.028379
Meth__cg02807948__IGF2	0.36301	0.034451	0.098033	0.19522	0.32508	0.20607	0.46533	0.061908	0.35923	0.1203	0.42763	0.080078	0.27795	0.13481	0.054777	0.026613	0.23772	0.50646	0.27972	0.2946	0.15545	0.25962	0.06841	0.048443	0.39125	0.055133	0.36556	0.064686	0.061072	0.038372
Meth__cg16772207__MYT1	0.083169	0.063827	0.072753	0.082072	0.91204	0.084928	0.78872	0.10856	0.91417	0.90116	0.20018	0.077371	0.39567	0.55897	0.21709	0.19375	0.18205	0.083659	0.6034	0.67216	0.067885	0.12749	0.094582	0.090199	0.5259	0.050161	0.058513	0.19256	0.1276	0.056742
Meth__cg23582408__EEF1A2	0.028026	0.019679	0.057877	0.017175	0.52197	0.026633	0.17694	0.029857	0.53601	0.29046	0.040594	0.02514	0.1007	0.02378	0.09362	0.36933	0.02437	0.043828	0.024648	0.58233	0.024613	0.091762	0.10591	0.045674	0.02283	0.021821	0.27368	0.066046	0.030622	0.021085
Meth__cg07640473__SEMA3F	0.026867	0.025677	0.040579	0.039975	0.8	0.048008	0.85396	0.049449	0.97912	0.12626	0.08538	0.040121	0.53039	0.030363	0.048484	0.25015	0.058389	0.057597	0.025232	0.9603	0.037097	0.060152	0.08906	0.60151	0.58203	0.043344	0.048554	0.18153	0.028054	0.032835
Meth__cg11908570__KIAA0040	0.049462	0.024274	0.035782	0.044906	0.97303	0.099412	0.13243	0.083369	0.084917	0.046342	0.053685	0.075165	0.059439	0.11919	0.040421	0.089779	0.028133	0.11888	0.12616	0.067479	0.051848	0.090552	0.040177	0.032508	0.034294	0.028021	0.057534	0.042688	0.099738	0.032707
Meth__cg09937039__BATF	0.052232	0.043691	0.041803	0.05822	0.35128	0.070551	0.96718	0.048704	0.89918	0.073694	0.081862	0.6954	0.94482	0.94856	0.054771	0.30425	0.051861	0.95396	0.041691	0.84057	0.11645	0.52979	0.055943	0.66511	0.95144	0.032702	0.27885	0.18147	0.044647	0.041622
RS_G7308__CAPN9__CAPN9	6.4438	3.1332	3.5347	3.5598	0	1.0939	0.31269	0.27084	0.18039	0.54781	0.42803	2.2606	0	0	0.48368	0.58627	2.9198	2.5747	3.4162	0	6.9213	2.4802	2.4484	0	0	3.2866	2.8086	4.4383	4.2802	5.3116
Meth__cg24441350__TPPP	0.29476	0.045354	0.047622	0.032237	0.70849	0.04899	0.25201	0.029463	0.55724	0.29202	0.52526	0.56323	0.17182	0.11232	0.15095	0.33219	0.050777	0.07905	0.14736	0.67448	0.091421	0.3359	0.056615	0.033606	0.039539	0.070977	0.52549	0.31651	0.050832	0.11909
Meth__cg02859934__NAGPA	0.046641	0.034217	0.21977	0.066158	0.42201	0.069501	0.032969	0.078438	0.87362	0.92501	0.36766	0.041547	0.57115	0.16559	0.086049	0.85548	0.049122	0.096933	0.14103	0.81843	0.051573	0.16437	0.091154	0.045426	0.37624	0.050586	0.79911	0.09817	0.29614	0.051219
Meth__cg00873937__ATOH7	0.031575	0.021222	0.038967	0.038797	0.17385	0.040172	0.10974	0.028476	0.062693	0.070791	0.10651	0.040774	0.053897	0.032147	0.093449	0.040273	0.03855	0.15758	0.036496	0.085501	0.040251	0.050303	0.029361	0.038537	0.033302	0.030279	0.081451	0.060383	0.035868	0.038939
Meth__cg03963198__IRX4	0.042102	0.048821	0.043255	0.036596	0.96975	0.047011	0.96991	0.049895	0.065877	0.43538	0.6935	0.052558	0.8032	0.13793	0.14051	0.32607	0.044926	0.76374	0.039105	0.92356	0.040259	0.48755	0.084016	0.089288	0.040353	0.039851	0.17358	0.072323	0.058045	0.055202
Meth__cg04993257__PLAC2	0.050234	0.056214	0.071465	0.048435	0.90588	0.090424	0.35652	0.064161	0.38732	0.067105	0.11862	0.067768	0.22762	0.41563	0.075083	0.83776	0.046958	0.10669	0.049068	0.88682	0.060935	0.091118	0.060272	0.45007	0.3686	0.047941	0.65453	0.093518	0.058035	0.05034
RS_G6637__RARA__RARA	7.4958	9.1151	6.2662	9.3666	5.5867	8.6755	5.3	8.1484	6.2953	5.8682	7.1367	6.3018	6.4304	5.9595	5.8703	6.0758	7.118	7.7675	7.7624	5.7313	7.2389	5.8846	8.386	6.6856	6.8134	7.2525	6.8151	8.3269	12.7129	8.5605
Meth__cg17256157__NMBR	0.17437	0.030753	0.74706	0.040614	0.80953	0.36855	0.8966	0.061323	0.90222	0.95661	0.85167	0.049728	0.25108	0.11361	0.13222	0.13298	0.06186	0.5538	0.058403	0.79174	0.49401	0.81993	0.048207	0.052167	0.48958	0.048048	0.75255	0.077615	0.34055	0.40398
Meth__cg15016628__BRS3	0.45502	0.072065	0.2223	0.18196	0.32388	0.13663	0.73266	0.30861	0.43235	0.90068	0.77374	0.035477	0.50714	0.46515	0.25479	0.095731	0.079947	0.38213	0.4143	0.38253	0.15625	0.21444	0.15063	0.036291	0.79386	0.072084	0.30317	0.28104	0.079197	0.10417
Meth__cg21932800__TMEM32	0.029884	0.024562	0.35685	0.091694	0.66349	0.028256	0.2922	0.54561	0.038026	0.12899	0.4627	0.17392	0.050301	0.17966	0.2822	0.81542	0.03352	0.50774	0.46862	0.48186	0.24806	0.44997	0.10571	0.032049	0.034051	0.036587	0.11793	0.030922	0.41378	0.24778
Meth__cg18809289__ALOX5	0.16115	0.17799	0.23337	0.10928	0.91561	0.14933	0.47892	0.10298	0.65779	0.1651	0.20122	0.22137	0.48377	0.38339	0.1456	0.43729	0.20169	0.18772	0.33154	0.84574	0.11345	0.83329	0.13857	0.25603	0.1343	0.095453	0.1742	0.18236	0.11811	0.11157
Meth__cg25106814__C9orf82	0.075551	0.059226	0.10422	0.068899	0.053647	0.076333	0.068499	0.060571	0.058335	0.16418	0.13389	0.039723	0.057073	0.52525	0.070445	0.030869	0.065798	0.049994	0.064801	0.038313	0.13252	0.067942	0.094214	0.06041	0.048113	0.057884	0.049249	0.13462	0.096038	0.08571
Meth__cg24751129__GNMT	0.043883	0.032461	0.03855	0.043119	0.97311	0.060176	0.64365	0.054782	0.94092	0.59977	0.44173	0.029946	0.23701	0.9499	0.097011	0.95368	0.084266	0.11061	0.072045	0.93344	0.046872	0.13716	0.104	0.89644	0.32309	0.034706	0.10769	0.099678	0.046854	0.045469
Meth__cg21016177__EXOC7	0.08582	0.020781	0.068543	0.061949	0.033705	0.030807	0.36	0.045847	0.084942	0.091741	0.13357	0.2243	0.079414	0.053404	0.054516	0.036827	0.071941	0.11503	0.11636	0.24862	0.08998	0.091774	0.03161	0.02057	0.26398	0.029836	0.026083	0.038315	0.044891	0.022699
Meth__cg02616808__UNC5A	0.017892	0.020295	0.044405	0.019717	0.25837	0.5858	0.31477	0.019322	0.34175	0.63467	0.37562	0.081979	0.11268	0.018248	0.039691	0.014221	0.030316	0.071819	0.038758	0.35885	0.021295	0.48107	0.018025	0.020053	0.024857	0.025014	0.076818	0.018827	0.02629	0.033162
RS_G11561__PRSS12__PRSS12	1.496	0.54609	0.25057	0.080545	5.6392	0.8661	5.8391	0.31015	10.2082	4.7765	2.0344	0.29579	9.7569	4.8767	1.5091	5.9064	0.48493	0.61684	3.2744	4.7183	0.48861	0.70177	0	4.227	6.4227	1.9942	0.17025	0	0.1576	1.3084
Meth__cg00707317__NMNAT2	0.44644	0.018608	0.096154	0.033648	0.54513	0.65071	0.29211	0.05353	0.31243	0.61645	0.93159	0.019721	0.41447	0.041032	0.048409	0.23974	0.31849	0.11132	0.47681	0.087807	0.046111	0.86271	0.045455	0.035586	0.066507	0.023884	0.71955	0.11803	0.035838	0.033272
Meth__cg08687958__PDZD8	0.027493	0.020409	0.066069	0.024557	0.048241	0.042946	0.036602	0.031961	0.17673	0.066312	0.12021	0.03359	0.20754	0.027309	0.046271	0.041102	0.065859	0.038118	0.035141	0.11493	0.030785	0.067623	0.049078	0.025241	0.026056	0.024667	0.044845	0.020488	0.027249	0.035199
Meth__cg13435381__LGR5	0.11764	0.043954	0.045825	0.071646	0.87043	0.35119	0.9395	0.047107	0.95298	0.83717	0.65484	0.061254	0.90423	0.34042	0.10093	0.051942	0.049912	0.73312	0.37785	0.082885	0.046162	0.41658	0.095387	0.64276	0.53369	0.039332	0.95773	0.39997	0.14303	0.46766
Meth__cg24371225__MGC42105	0.033896	0.071905	0.035425	0.028658	0.83156	0.055265	0.98228	0.028904	0.13387	0.077482	0.96836	0.021982	0.97415	0.072064	0.048143	0.63021	0.028956	0.070675	0.16493	0.79978	0.042729	0.95404	0.072919	0.063367	0.031444	0.021768	0.97798	0.30713	0.031498	0.077025
Meth__cg03626672__CMKOR1	0.08895	0.086075	0.086877	0.053731	0.10144	0.28311	0.62077	0.075498	0.3826	0.42989	0.7402	0.074074	0.2669	0.13887	0.27741	0.14717	0.088208	0.83706	0.076047	0.44103	0.088677	0.43103	0.17547	0.075482	0.45358	0.11467	0.64682	0.067762	0.15377	0.083063
Meth__cg24890043__DKFZP566N034	0.092431	0.058868	0.048925	0.039271	0.96179	0.16296	0.33527	0.082522	0.9206	0.15115	0.91025	0.10019	0.046373	0.15009	0.16936	0.22278	0.13191	0.046191	0.1955	0.58034	0.092111	0.93699	0.052757	0.038223	0.028481	0.037182	0.71141	0.06438	0.042894	0.044156
Meth__cg24014661__MGC33600	0.14985	0.020029	0.03335	0.026729	0.65762	0.12678	0.56044	0.10227	0.88574	0.25082	0.20063	0.022393	0.16599	0.56012	0.04595	0.031266	0.11916	0.070376	0.10197	0.92208	0.037904	0.91651	0.060371	0.32822	0.66733	0.015051	0.91234	0.061458	0.04915	0.058147
Meth__cg05322222__MGC33486	0.40341	0.06562	0.54125	0.075753	0.56923	0.28731	0.39755	0.47826	0.39694	0.4559	0.46381	0.060985	0.13673	0.12855	0.098473	0.25847	0.42783	0.10318	0.35191	0.79239	0.1164	0.85399	0.096475	0.10966	0.36207	0.063546	0.59285	0.10045	0.067056	0.21235
Meth__cg00216361__GAP43	0.18379	0.030707	0.37669	0.038462	0.092419	0.60721	0.94297	0.044896	0.18937	0.71057	0.055361	0.05613	0.085214	0.036246	0.047988	0.32527	0.03475	0.87407	0.045706	0.59274	0.047788	0.30754	0.08467	0.041953	0.31243	0.030134	0.067612	0.0449	0.035752	0.17588
RS_G9462__TAGLN__TAGLN	2.8945	4.626	4.3649	5.0176	12.9074	2.7645	8.6642	6.7896	7.2393	8.3802	3.7555	5.0574	12.7347	3.7073	4.379	11.2783	4.1273	4.3295	8.1001	7.1779	5.9616	5.788	4.45	5.9423	5.8261	5.9848	2.3748	5.4031	5.6312	4.2217
Meth__cg03395898__TGFB3	0.10762	0.060234	0.084824	0.10319	0.24028	0.10962	0.62847	0.10752	0.13326	0.50068	0.83102	0.11075	0.2446	0.055773	0.15834	0.14244	0.12495	0.14687	0.074697	0.15727	0.094336	0.10018	0.15523	0.30722	0.46012	0.069367	0.10126	0.088017	0.082364	0.082839
Meth__cg11981631__ABCC8	0.22307	0.047077	0.40566	0.36807	0.9224	0.4353	0.60605	0.068979	0.75112	0.53101	0.81354	0.49283	0.21202	0.086493	0.095734	0.046839	0.45973	0.29183	0.2973	0.64995	0.12119	0.80699	0.06413	0.035717	0.59081	0.13469	0.96007	0.36543	0.093769	0.49287
RS_G12786__IL7R__IL7R	0	0.251	0	0.50142	6.5911	0.28503	6.1027	0	0.65531	6.2297	5.4595	0	4.9738	6.5351	0.25223	5.1619	0	0	1.8082	5.4855	0.070492	0.82882	0	0	3.6661	0	0	0	0	0
RS_G6333__CBFA2T3__CBFA2T3	1.8336	0	5.3611	7.1927	0	5.2837	1.1064	5.7199	0	0.090715	0	0	0.23609	0.50007	0	0	6.5271	5.0922	0.18912	0	6.2349	0	0	0	0.1218	5.1483	0	7.6543	6.4261	6.7696
Meth__cg12277666__TDRD5	0.0742	0.03414	0.18943	0.035659	0.89198	0.038193	0.038334	0.034988	0.75208	0.096427	0.67597	0.024254	0.92768	0.18493	0.083028	0.076846	0.032042	0.38973	0.074805	0.91422	0.040459	0.048801	0.035376	0.33224	0.5485	0.024065	0.94624	0.049141	0.03263	0.033805
Meth__cg03149130__DIRAS2	0.17811	0.066291	0.14005	0.052927	0.79865	0.18749	0.42084	0.43701	0.58066	0.10693	0.81794	0.13392	0.21759	0.22389	0.14356	0.03599	0.076487	0.4967	0.10234	0.75859	0.073855	0.29553	0.21727	0.051256	0.10154	0.085007	0.78904	0.057035	0.068299	0.33257
Meth__cg20582779__KIAA1822L	0.030765	0.065578	0.16167	0.38394	0.89204	0.51365	0.94361	0.087321	0.89759	0.65228	0.80189	0.028926	0.78551	0.52411	0.095305	0.39417	0.40177	0.53923	0.062385	0.61527	0.43764	0.76155	0.10542	0.037226	0.89938	0.07018	0.23177	0.11541	0.065158	0.1954
Meth__cg24968336__KCNK6	0.055029	0.29251	0.34206	0.26666	0.89598	0.066996	0.90938	0.4462	0.10864	0.80086	0.53039	0.54682	0.56271	0.46583	0.093795	0.20591	0.079055	0.06784	0.4058	0.79421	0.44313	0.46202	0.21682	0.48296	0.082581	0.11075	0.55102	0.16124	0.065219	0.066534
Meth__cg18438777__NPY5R	0.081096	0.06338	0.090512	0.061976	0.94828	0.081732	0.57769	0.081984	0.43225	0.11103	0.874	0.049485	0.93915	0.072482	0.17475	0.80043	0.070721	0.351	0.080342	0.88429	0.064456	0.60955	0.096957	0.051811	0.03945	0.057828	0.94073	0.13862	0.36278	0.0608
RS_G16005__AC132938.1__AC132938.1	3.3968	7.0684	3.238	3.177	1.1178	3.9758	3.6169	3.0794	0.23316	0.9469	1.9486	2.0463	2.4857	1.3451	0	0.74679	4.1822	2.4883	3.0345	0.95226	4.3185	3.5446	4.409	2.2798	1.0105	1.4261	1.2745	4.283	2.2745	9.0349
Meth__cg26926521__ADRA2A	0.028643	0.024719	0.29924	0.027336	0.79937	0.03142	0.42212	0.040988	0.96532	0.15456	0.26808	0.020997	0.62592	0.14563	0.085077	0.064451	0.21922	0.047259	0.11119	0.85723	0.038275	0.25281	0.06935	0.041797	0.047346	0.031798	0.36997	0.071881	0.04395	0.028469
RS_G7220__AC009656.11__AC009656.11	2.7728	1.3543	0.21494	0.13307	4.9473	0.67267	6.6933	1.5657	0.47824	2.6674	3.6353	0.13274	1.6047	4.259	2.2956	5.8737	0.25327	2.2197	4.3194	4.3125	0.93459	1.2714	0.17347	2.0208	6.7593	0	0.50532	0.53125	0.44155	0.56996
Meth__cg07708788__SLCO2A1	0.015971	0.057925	0.026432	0.023447	0.69372	0.037764	0.60465	0.22455	0.88384	0.19603	0.48234	0.013459	0.081771	0.031643	0.01727	0.020986	0.41814	0.053688	0.12932	0.50193	0.020757	0.026429	0.048191	0.017632	0.024809	0.01582	0.24774	0.028432	0.02813	0.021991
Meth__cg06771126__HOP	0.068534	0.053374	0.065886	0.054899	0.64613	0.075747	0.77335	0.11475	0.86212	0.29557	0.20381	0.049344	0.80806	0.8677	0.13213	0.37394	0.075432	0.25535	0.05658	0.77298	0.078845	0.16674	0.075488	0.21757	0.16549	0.04012	0.56496	0.2	0.11584	0.069915
Meth__cg07057831__EPIM	0.031351	0.03144	0.034983	0.048666	0.037473	0.029283	0.094429	0.03956	0.11106	0.89028	0.55967	0.063612	0.2474	0.035271	0.10291	0.027678	0.035852	0.075383	0.032002	0.13788	0.050706	0.092185	0.11332	0.025567	0.55264	0.03146	0.34452	0.075224	0.037616	0.037883
Meth__cg21870662__TSR1	0.0554	0.74048	0.14468	0.15615	0.2874	0.15519	0.22839	0.31425	0.057454	0.95729	0.72759	0.37213	0.33281	0.039831	0.15911	0.34233	0.051781	0.10103	0.1626	0.61158	0.09009	0.15935	0.60005	0.1296	0.10938	0.064583	0.21701	0.080019	0.097382	0.066889
RS_G4506__FN1__FN1	4.4659	5.6734	2.1232	6.6339	12.0664	2.308	6.2799	8.1794	5.3713	6.4374	6.0504	5.7624	10.4557	11.6619	6.9695	14.314	5.8399	8.6337	7.242	8.9032	4.4927	4.0323	5.2383	3.1511	10.3215	1.9746	5.2825	5.777	7.7872	3.9021
Meth__cg21094154__TNFSF11	0.15516	0.12349	0.25304	0.089754	0.1151	0.16357	0.63327	0.16861	0.43652	0.65955	0.2884	0.20582	0.55016	0.70551	0.10674	0.1881	0.17964	0.30939	0.75188	0.16989	0.11537	0.13738	0.12044	0.06226	0.82343	0.10255	0.20771	0.16105	0.37284	0.18948
Meth__cg09835543__DIRAS2	0.07165	0.050945	0.039852	0.024273	0.87754	0.047918	0.08965	0.036615	0.46044	0.06169	0.74632	0.043282	0.068182	0.095034	0.18249	0.48571	0.038075	0.15204	0.031434	0.92308	0.039681	0.094153	0.077511	0.041806	0.10616	0.02933	0.62641	0.068734	0.032229	0.051539
Meth__cg04628008__ZBTB16	0.063814	0.055412	0.060299	0.049101	0.82153	0.058943	0.71345	0.051229	0.9549	0.14422	0.40208	0.057333	0.061279	0.11986	0.12906	0.25341	0.056229	0.050072	0.22503	0.916	0.053212	0.13189	0.12895	0.046033	0.03154	0.027263	0.95534	0.10009	0.063614	0.054419
Meth__cg15958424__ACPP	0.081619	0.054936	0.057897	0.17052	0.64915	0.11261	0.42689	0.22954	0.41355	0.24419	0.11825	0.11656	0.36306	0.81598	0.088472	0.64299	0.060295	0.30969	0.15278	0.70139	0.094867	0.15679	0.13556	0.82287	0.091768	0.058362	0.21919	0.13085	0.14562	0.098747
Meth__cg26233209__ATG12	0.12294	0.064638	0.11176	0.061016	0.16471	0.107	0.50193	0.079782	0.086146	0.28742	0.11127	0.1128	0.1769	0.10285	0.10734	0.1652	0.079798	0.84293	0.23861	0.27467	0.10032	0.12599	0.13863	0.080219	0.11166	0.060768	0.07588	0.088898	0.1533	0.088915
Meth__cg13593287__SPTB	0.049197	0.031572	0.042938	0.041166	0.062797	0.060693	0.94005	0.058155	0.14227	0.066059	0.11984	0.062614	0.048928	0.032963	0.081994	0.043901	0.039723	0.41985	0.054379	0.14573	0.044588	0.081794	0.033212	0.035878	0.034985	0.043619	0.16225	0.34584	0.049241	0.061265
RS_G920__BCAS1__BCAS1	6.6372	8.9475	11.0683	7.1505	0.93032	5.61	1.127	6.2652	0.25653	2.3365	4.0923	7.4486	1.1356	0.70967	1.8382	0.95512	6.957	6.1282	6.1222	0.83247	6.1234	2.181	9.4061	0.49246	0.40769	7.3227	4.6113	6.1188	8.185	7.2271
Meth__cg17420360__FLJ13236	0.01805	0.012955	0.018376	0.015875	0.45266	0.016365	0.027105	0.020987	0.88824	0.021291	0.49849	0.013278	0.80169	0.020878	0.025942	0.030721	0.02198	0.035119	0.019787	0.040915	0.019137	0.034392	0.01484	0.48062	0.023148	0.015727	0.24063	0.043576	0.020327	0.02464
Meth__cg00121640__ASTN2	0.05728	0.046987	0.061001	0.045876	0.47682	0.066354	0.45965	0.069065	0.23746	0.26397	0.1686	0.056293	0.23159	0.11175	0.07346	0.052418	0.06326	0.056571	0.062655	0.48478	0.055438	0.13411	0.061688	0.061738	0.065167	0.07297	0.19914	0.081791	0.059246	0.054147
Meth__cg19968631__GLRA3	0.048604	0.043581	0.43568	0.037797	0.44483	0.052862	0.91697	0.063446	0.33397	0.078334	0.55457	0.029296	0.089614	0.11367	0.16659	0.73828	0.050881	0.33867	0.042127	0.089064	0.049878	0.86213	0.060074	0.081425	0.39561	0.027202	0.9283	0.053786	0.051154	0.27789
Meth__cg23065097__FKBP1B	0.080626	0.067095	0.089689	0.079489	0.57347	0.096726	0.1825	0.062081	0.11079	0.90563	0.5604	0.039113	0.65134	0.099288	0.1503	0.26283	0.27336	0.53255	0.79258	0.92466	0.1331	0.22944	0.098603	0.040276	0.083467	0.080904	0.7767	0.27636	0.062275	0.10819
Meth__cg27588902__GNMT	0.058048	0.03973	0.059082	0.037717	0.90206	0.060061	0.33432	0.05994	0.4563	0.089957	0.34472	0.040433	0.095722	0.11457	0.097106	0.66715	0.055176	0.053894	0.10274	0.85745	0.057628	0.063312	0.17833	0.55038	0.062152	0.03547	0.31538	0.054408	0.053664	0.058428
Meth__cg15569340__RBP5	0.046771	0.038172	0.24084	0.040318	0.18677	0.050056	0.054752	0.056084	0.42897	0.10563	0.35169	0.042607	0.055596	0.052109	0.33956	0.48163	0.048068	0.048006	0.096405	0.49579	0.053217	0.099971	0.0852	0.080575	0.39157	0.0409	0.13292	0.1317	0.052539	0.049555
Meth__cg23219720__FLJ32110	0.087043	0.075903	0.084163	0.055836	0.19081	0.087075	0.34552	0.087023	0.48213	0.72623	0.50854	0.90995	0.12004	0.10244	0.1269	0.075377	0.37094	0.19978	0.12973	0.83564	0.09174	0.31934	0.17922	0.067942	0.065416	0.063344	0.42261	0.2042	0.1034	0.088491
Meth__cg06043042__NEUROG3	0.15624	0.049172	0.10043	0.096935	0.88662	0.089643	0.44942	0.056037	0.26245	0.239	0.22819	0.12933	0.23365	0.25997	0.1094	0.03377	0.11284	0.79019	0.19789	0.80528	0.10266	0.19796	0.07577	0.08662	0.12003	0.03999	0.1634	0.10687	0.42162	0.16215
RS_G16170__PCP4__PCP4	9.5795	2.6308	3.4364	5.2434	0	4.7144	0	2.5298	0	1.3561	0	7.0045	0.43605	0	1.1567	0	5.15	3.0122	4.0627	0	1.8418	0	7.0218	2.0636	0	1.9718	6.293	6.6928	6.8814	1.5702
Meth__cg02331561__ABCA3	0.08659	0.043239	0.095942	0.091452	0.76128	0.080002	0.10182	0.090845	0.58553	0.13794	0.16031	0.17757	0.10472	0.67654	0.1309	0.47006	0.11624	0.25598	0.043595	0.41147	0.24948	0.14259	0.08501	0.036771	0.39234	0.025169	0.15413	0.13879	0.13099	0.11228
Meth__cg15350194__FAM70B	0.074846	0.032291	0.25602	0.22498	0.78766	0.23178	0.28558	0.16723	0.33781	0.61589	0.35046	0.034817	0.34773	0.088673	0.03473	0.51813	0.077772	0.55173	0.062234	0.15123	0.21875	0.097322	0.084369	0.057042	0.04392	0.04185	0.93225	0.072935	0.066651	0.097335
Meth__cg21820677__GABRA2	0.32676	0.036747	0.049533	0.02909	0.69058	0.039883	0.89226	0.35558	0.91188	0.93349	0.85231	0.28509	0.048384	0.046622	0.15797	0.024792	0.28068	0.042476	0.057803	0.83113	0.034199	0.4788	0.069344	0.024226	0.032608	0.026719	0.9143	0.089804	0.049619	0.036884
Meth__cg01191395__SAT2	0.024687	0.017078	0.028118	0.030104	0.019488	0.032719	0.034298	0.019609	0.021439	0.014418	0.025318	0.022174	0.018948	0.019451	0.051143	0.015343	0.2735	0.026543	0.020169	0.029498	0.045598	0.047547	0.053158	0.02453	0.018427	0.044846	0.02351	0.034861	0.026557	0.028423
Meth__cg14809191__FOXQ1	0.43554	0.041688	0.048513	0.042815	0.78409	0.057789	0.90328	0.046956	0.60458	0.12965	0.16284	0.061195	0.95088	0.18302	0.37168	0.65249	0.045708	0.10381	0.046906	0.49407	0.047219	0.13975	0.049048	0.039517	0.03655	0.037594	0.65894	0.070691	0.038386	0.052617
Meth__cg22377998__ARVCF	0.022152	0.11817	0.18316	0.031163	0.20169	0.030472	0.10628	0.058167	0.28179	0.066277	0.17078	0.034812	0.097227	0.080452	0.026812	0.018289	0.034794	0.073949	0.23086	0.61794	0.04672	0.14563	0.064949	0.023382	0.38902	0.022829	0.043424	0.101	0.024478	0.025046
Meth__cg15918284__GABRA2	0.45595	0.15203	0.19495	0.12283	0.85051	0.14431	0.8068	0.16949	0.80545	0.76004	0.80759	0.13131	0.20732	0.39633	0.20341	0.075253	0.16018	0.71029	0.25594	0.77339	0.12687	0.57914	0.22204	0.08749	0.096931	0.09483	0.59516	0.15628	0.12506	0.1464
Meth__cg10084993__SLC9A3R2	0.086291	0.063291	0.11748	0.11035	0.9141	0.10997	0.62646	0.23786	0.49253	0.89558	0.68785	0.061791	0.53254	0.2242	0.69926	0.11511	0.097779	0.9361	0.17633	0.13651	0.065763	0.090305	0.076187	0.38633	0.082633	0.066262	0.13306	0.083039	0.10192	0.071443
Meth__cg24482053__MLH3	0.055832	0.04902	0.072467	0.041319	0.046766	0.062144	0.077765	0.056872	0.054401	0.094477	0.35816	0.050608	0.070799	0.045522	0.052747	0.056692	0.047086	0.1012	0.21878	0.071162	0.055459	0.075597	0.050725	0.044706	0.045691	0.066819	0.060426	0.049927	0.048389	0.050268
Meth__cg02654291__C9orf64	0.093588	0.20108	0.83311	0.21853	0.93407	0.091411	0.10623	0.11295	0.71293	0.89524	0.70121	0.90116	0.95689	0.24201	0.15421	0.65923	0.10316	0.80577	0.226	0.14715	0.1465	0.17897	0.18215	0.060419	0.56857	0.08077	0.060522	0.58816	0.088672	0.098453
Meth__cg11016563__TRPC6	0.074752	0.072237	0.68573	0.10689	0.65016	0.87833	0.90781	0.065175	0.77658	0.16054	0.69247	0.75147	0.55544	0.081487	0.1424	0.20693	0.074639	0.074801	0.1644	0.71791	0.081004	0.82567	0.16752	0.062552	0.48384	0.082779	0.78354	0.36701	0.10557	0.31503
Meth__cg08690721__C11orf17	0.041421	0.067035	0.051527	0.038653	0.31872	0.059279	0.10866	0.059939	0.087117	0.17641	0.11853	0.040398	0.16283	0.057668	0.13543	0.42267	0.069895	0.041891	0.073122	0.20699	0.056613	0.18139	0.13251	0.0447	0.061906	0.044733	0.093094	0.068369	0.053836	0.1396
