Cell lines	600MPE	AU565	BT20	BT474	BT483	BT549	CAMA1	HBL100	HCC1143	HCC1187	HCC1428	HCC1569	HCC1937	HCC1954	HCC202	HCC2185	HCC3153	HCC38	HCC70	HS578T	LY2	MCF7	MDAMB157	MDAMB231	MDAMB361	MDAMB415	MDAMB453	SKBR3	SUM1315MO2	SUM149PT	SUM159PT	SUM185PE	SUM225CWN	SUM52PE	T47D	ZR751	ZR75B
Meth__cg06771126__HOP	0.068534	0.053374	0.11824	0.065886	0.054899	0.64613	0.075747	0.57143	0.77335	0.082645	0.11475	0.86212	0.29557	0.20381	0.049344	0.080456	0.80806	0.8677	0.13213	0.37394	0.076447	0.075432	0.63444	0.77298	0.078845	0.11586	0.16674	0.075488	0.21757	0.16549	0.84844	0.34346	0.04012	0.56496	0.2	0.069915	0.078608
Meth__cg15942481__CAPS2	0.070735	0.081653	0.82409	0.54776	0.046001	0.053904	0.053376	0.35765	0.070049	0.16875	0.062773	0.36596	0.16966	0.14814	0.043762	0.1317	0.85239	0.21123	0.085414	0.050159	0.049737	0.046974	0.065423	0.090944	0.052271	0.32894	0.13791	0.13456	0.40449	0.054697	0.088041	0.22392	0.041889	0.37944	0.070072	0.059172	0.1214
Meth__cg17261830__NEK9	0.021358	0.96261	0.02421	0.029672	0.02837	0.58704	0.028979	0.68591	0.08221	0.56516	0.024946	0.97198	0.025677	0.36949	0.71198	0.4899	0.020546	0.033362	0.060063	0.026262	0.70664	0.74043	0.6791	0.045166	0.027055	0.036291	0.061259	0.088546	0.014715	0.021125	0.044067	0.94357	0.019732	0.026666	0.041449	0.39493	0.029837
Meth__cg22050705__ZNF197	0.038339	0.068831	0.040187	0.33009	0.04429	0.027164	0.06519	0.045663	0.32455	0.046468	0.037892	0.06793	0.088889	0.73003	0.42024	0.042803	0.049327	0.03754	0.066955	0.027078	0.061933	0.14277	0.048216	0.050061	0.042418	0.11209	0.059847	0.056561	0.031537	0.041616	0.037042	0.034825	0.037664	0.026679	0.080407	0.44793	0.6805
Meth__cg07211259__PDCD1LG2	0.81331	0.21872	0.059666	0.76218	0.80618	0.052284	0.85562	0.19203	0.46059	0.70205	0.68948	0.75117	0.068915	0.20686	0.68405	0.59066	0.2142	0.024139	0.1156	0.038091	0.73487	0.70226	0.11557	0.08559	0.75673	0.16885	0.81211	0.26967	0.14104	0.0576	0.051492	0.59326	0.30961	0.57979	0.20401	0.69716	0.66784
Meth__cg19237753__PTPNS1	0.1545	0.37306	0.91448	0.53564	0.75902	0.13199	0.75156	0.042232	0.63748	0.45695	0.16158	0.058454	0.13546	0.25904	0.089718	0.39367	0.046814	0.057268	0.11273	0.042838	0.85929	0.76086	0.29424	0.27021	0.18559	0.102	0.13624	0.10863	0.094094	0.037894	0.038134	0.034253	0.038045	0.83313	0.093627	0.16229	0.39548
Meth__cg09163317__GALGT	0.057947	0.040812	0.39558	0.066547	0.045319	0.040398	0.050137	0.060492	0.041103	0.048877	0.056367	0.070635	0.087638	0.31548	0.046878	0.068937	0.052479	0.036509	0.11765	0.053397	0.030596	0.050161	0.063408	0.092063	0.046736	0.15551	0.11511	0.056509	0.058628	0.05446	0.064686	0.059967	0.044878	0.10858	0.06362	0.047971	0.054456
Meth__cg14766682__JM11	0.10407	0.12596	0.21488	0.11505	0.19928	0.88897	0.12807	0.69399	0.17964	0.15754	0.093698	0.13145	0.1837	0.088589	0.18434	0.15474	0.15147	0.84623	0.20079	0.52958	0.095449	0.11034	0.89648	0.69127	0.13511	0.1575	0.4855	0.17665	0.56721	0.19957	0.46114	0.23024	0.10831	0.14731	0.19796	0.11111	0.10882
Meth__cg15415545__SULT1A3	0.020369	0.014745	0.36321	0.35894	0.35756	0.82904	0.030074	0.32595	0.016929	0.039043	0.32225	0.029564	0.44373	0.028019	0.67666	0.0338	0.017808	0.18224	0.20138	0.92205	0.01505	0.018125	0.28623	0.86958	0.19884	0.026295	0.20525	0.019147	0.055262	0.023503	0.74812	0.016246	0.1177	0.011199	0.048458	0.017998	0.021266
Meth__cg11777321__TEF	0.030772	0.037467	0.75557	0.46322	0.028105	0.091387	0.32732	0.65885	0.1344	0.028352	0.1789	0.05354	0.44856	0.23153	0.02068	0.11546	0.059251	0.24018	0.10975	0.035771	0.10581	0.042013	0.059069	0.61249	0.040747	0.07639	0.064924	0.067356	0.43257	0.6265	0.27062	0.066859	0.091742	0.10634	0.05455	0.051989	0.051827
Meth__cg21369988__C1QDC1	0.044456	0.23669	0.079098	0.12029	0.14383	0.030742	0.38932	0.058109	0.061289	0.17391	0.0813	0.037972	0.03588	0.10675	0.036805	0.178	0.053622	0.026423	0.053324	0.027127	0.30151	0.08673	0.069789	0.046174	0.17543	0.079219	0.10091	0.1078	0.02977	0.025953	0.029478	0.35209	0.083681	0.042539	0.097103	0.20935	0.27486
Meth__cg20281815__PSCA	0.056421	0.033802	0.044872	0.038144	0.14262	0.97648	0.032376	0.88387	0.11812	0.123	0.08489	0.67591	0.51153	0.095267	0.039238	0.095583	0.66141	0.96341	0.36228	0.97049	0.057895	0.28945	0.95753	0.95598	0.046805	0.22074	0.69624	0.053354	0.96432	0.67051	0.89383	0.038165	0.028705	0.050204	0.92544	0.3398	0.42364
Meth__cg12056618__KLF13	0.19023	0.023514	0.041044	0.040393	0.015044	0.025165	0.024181	0.019422	0.054419	0.018868	0.020442	0.043324	0.014582	0.091442	0.47169	0.01154	0.015041	0.026264	0.032724	0.016939	0.020795	0.064515	0.035704	0.059935	0.035669	0.032189	0.96982	0.023118	0.01724	0.01946	0.017184	0.013819	0.018314	0.017094	0.48005	0.042418	0.019357
Meth__cg13265789__UNC5C	0.0385	0.041114	0.86959	0.058269	0.040967	0.044421	0.067459	0.53578	0.032773	0.040347	0.049143	0.23	0.11345	0.066264	0.037311	0.042009	0.39413	0.042206	0.10126	0.045662	0.05534	0.057207	0.03782	0.63835	0.046997	0.082008	0.076053	0.096985	0.032459	0.1211	0.13403	0.05274	0.035586	0.88327	0.31819	0.0487	0.047289
Meth__cg06645778__HSPC159	0.081105	0.059867	0.083571	0.18519	0.60698	0.74515	0.39299	0.20824	0.062128	0.13944	0.14576	0.4498	0.13239	0.138	0.084292	0.099244	0.15402	0.089358	0.1088	0.14759	0.085198	0.11922	0.082558	0.19468	0.083381	0.14261	0.16723	0.11572	0.38353	0.086207	0.11214	0.080502	0.098807	0.19151	0.22475	0.22343	0.32526
Meth__cg24532669__BRMS1	0.037093	0.034068	0.043648	0.038594	0.036758	0.049233	0.033179	0.035117	0.032528	0.029198	0.034115	0.045995	0.083518	0.056577	0.032997	0.042396	0.062711	0.043856	0.058237	0.032479	0.026914	0.055957	0.03796	0.097496	0.074561	0.077753	0.093706	0.049645	0.041527	0.30549	0.038426	0.047301	0.040277	0.041418	0.092186	0.036709	0.04727
Meth__cg07054095__ZNF549	0.55726	0.024064	0.065058	0.021408	0.025451	0.023657	0.035704	0.10753	0.17872	0.021467	0.024556	0.043085	0.057754	0.7278	0.96471	0.022401	0.029918	0.023069	0.033748	0.020143	0.43373	0.1378	0.06517	0.04456	0.029242	0.053517	0.061684	0.036295	0.035407	0.034811	0.025604	0.020063	0.094377	0.03324	0.075264	0.5827	0.33645
Meth__cg02583151__SIX1	0.60591	0.082594	0.10257	0.071161	0.074756	0.069215	0.57347	0.054112	0.090384	0.071556	0.073474	0.062753	0.047101	0.12648	0.062215	0.066719	0.068041	0.070348	0.10598	0.059013	0.66179	0.58103	0.069289	0.074162	0.072443	0.40809	0.11319	0.10839	0.070275	0.076424	0.060622	0.063249	0.071009	0.064252	0.56042	0.069648	0.072732
Meth__cg22236626__NENF	0.22257	0.30091	0.27115	0.35799	0.24187	0.058542	0.21265	0.16967	0.08292	0.27278	0.067422	0.14517	0.25499	0.18132	0.23864	0.27653	0.053082	0.083964	0.078217	0.053142	0.31833	0.24923	0.28133	0.12854	0.43432	0.20123	0.60199	0.31808	0.05671	0.04379	0.065193	0.78376	0.18605	0.092236	0.13397	0.13679	0.14564
Meth__cg12739034__PTGER3	0.099446	0.041473	0.8729	0.31827	0.057126	0.7193	0.050095	0.30093	0.34089	0.057032	0.047541	0.47652	0.062752	0.098895	0.030432	0.052976	0.25443	0.1391	0.11608	0.1117	0.044881	0.050033	0.1155	0.54621	0.05217	0.073286	0.32122	0.15483	0.21635	0.042404	0.559	0.065274	0.048151	0.332	0.10638	0.19074	0.48362
Meth__cg18253802__MYB	0.048336	0.044819	0.10182	0.064145	0.057505	0.061968	0.073779	0.13141	0.059528	0.052502	0.086333	0.05125	0.14114	0.24598	0.060819	0.059255	0.06695	0.051706	0.16084	0.079128	0.044486	0.044969	0.052243	0.093908	0.054289	0.090176	0.10016	0.10523	0.057906	0.058559	0.13542	0.47181	0.057019	0.16647	0.12117	0.07186	0.071753
Meth__cg20353465__ABHD1	0.061278	0.055752	0.07989	0.57764	0.064113	0.91169	0.071832	0.6775	0.067365	0.056389	0.06091	0.16949	0.1466	0.62978	0.038321	0.059208	0.47702	0.18695	0.11046	0.07002	0.044507	0.056983	0.059856	0.71759	0.089287	0.1362	0.14539	0.17314	0.072143	0.29704	0.069778	0.045906	0.057168	0.048107	0.11635	0.061381	0.080226
Meth__cg10294836__DYRK1B	0.068206	0.072411	0.616	0.089036	0.11519	0.068847	0.0728	0.091466	0.063415	0.074121	0.088669	0.5352	0.44593	0.63623	0.059585	0.15893	0.075541	0.5361	0.59604	0.93363	0.088167	0.078043	0.1043	0.10307	0.088274	0.097552	0.11697	0.13582	0.080727	0.90781	0.89142	0.056172	0.91942	0.084668	0.13494	0.59892	0.38215
Meth__cg22030890__RAB32	0.057047	0.81149	0.55005	0.55013	0.039784	0.041009	0.090378	0.033225	0.079357	0.059856	0.060819	0.052632	0.60053	0.072913	0.69724	0.52951	0.056297	0.043906	0.1071	0.032244	0.88171	0.57619	0.053152	0.072861	0.8904	0.069883	0.82222	0.23708	0.046651	0.041716	0.034558	0.16095	0.093624	0.032869	0.075657	0.44775	0.18687
Meth__cg23320056__ARHGEF2	0.085076	0.12809	0.094831	0.51945	0.32368	0.091571	0.36413	0.046992	0.12192	0.11339	0.2047	0.085915	0.12114	0.26317	0.31918	0.1124	0.088826	0.081267	0.16114	0.074579	0.28013	0.41851	0.12842	0.12155	0.20731	0.37449	0.1896	0.15269	0.085515	0.089303	0.081509	0.14974	0.16316	0.061273	0.10379	0.11504	0.10253
Meth__cg03856723__PRKACA	0.032447	0.65268	0.2998	0.77168	0.45647	0.15269	0.50155	0.14966	0.10235	0.030987	0.3254	0.02183	0.77696	0.64144	0.4814	0.040245	0.11164	0.031434	0.23974	0.16736	0.65185	0.44084	0.37741	0.18741	0.59833	0.21288	0.36636	0.64016	0.027388	0.028534	0.21945	0.072468	0.091289	0.11185	0.034742	0.30181	0.22329
Meth__cg22469841__FSTL1	0.50906	0.018355	0.094807	0.023614	0.012417	0.01613	0.28397	0.029039	0.12273	0.024671	0.014835	0.46668	0.01536	0.035804	0.20465	0.028113	0.013541	0.0093389	0.047766	0.010233	0.55325	0.38695	0.038002	0.021634	0.027497	0.016599	0.95213	0.026807	0.013762	0.011282	0.010749	0.44406	0.010463	0.92016	0.049626	0.072291	0.081183
Meth__cg06456031__FLJ11000	0.092898	0.064077	0.075478	0.099291	0.074112	0.8554	0.085895	0.3489	0.8686	0.36127	0.081578	0.092923	0.10959	0.12865	0.04847	0.32163	0.79726	0.17039	0.12548	0.26549	0.072659	0.08759	0.075789	0.11257	0.080563	0.14547	0.19788	0.071909	0.45786	0.87439	0.092658	0.086778	0.082507	0.1192	0.10499	0.089524	0.34311
Meth__cg13315690__OVCA2	0.070441	0.19103	0.50393	0.37044	0.049405	0.080886	0.078161	0.78441	0.18395	0.071853	0.11116	0.089173	0.54405	0.3066	0.071451	0.15929	0.15673	0.084825	0.11092	0.51624	0.081696	0.099542	0.074683	0.22498	0.24594	0.2174	0.35986	0.14369	0.071794	0.49617	0.86087	0.11977	0.66657	0.4887	0.56402	0.30404	0.23454
Meth__cg18242682__FOXK2	0.018151	0.030612	0.017722	0.023887	0.017835	0.014175	0.021542	0.042105	0.032356	0.023792	0.015667	0.02066	0.056108	0.027705	0.42751	0.015062	0.015668	0.021884	0.031831	0.012798	0.022274	0.02054	0.021215	0.031365	0.019282	0.017143	0.032013	0.062065	0.017519	0.018697	0.010964	0.017327	0.01491	0.014346	0.051671	0.021819	0.019143
Meth__cg20775840__G3BP	0.33315	0.76461	0.89491	0.61046	0.78393	0.043801	0.87326	0.14518	0.039554	0.0669	0.87586	0.055963	0.31121	0.76442	0.91648	0.093758	0.17264	0.043532	0.14576	0.042279	0.8994	0.90585	0.4735	0.079699	0.88473	0.19061	0.11338	0.4335	0.04326	0.083685	0.23971	0.88254	0.072255	0.71747	0.16407	0.42057	0.71216
Meth__cg05920090__HSPA1A	0.018208	0.015678	0.045214	0.048192	0.018742	0.013577	0.022451	0.065423	0.014991	0.022007	0.021161	0.021858	0.036877	0.024017	0.01619	0.022129	0.35652	0.019954	0.033891	0.018398	0.018452	0.025566	0.026061	0.72826	0.022547	0.027993	0.039151	0.03524	0.028059	0.02338	0.045577	0.020295	0.022942	0.017226	0.037056	0.01722	0.023623
Meth__cg04113075__RAB32	0.053698	0.87631	0.54298	0.85183	0.28611	0.032325	0.37334	0.076849	0.096895	0.11476	0.19062	0.04241	0.90267	0.098502	0.92751	0.45574	0.067214	0.03266	0.22914	0.042817	0.90535	0.87327	0.071883	0.074934	0.92307	0.095051	0.87632	0.48891	0.051784	0.039953	0.038506	0.51878	0.25471	0.043306	0.13049	0.57425	0.33256
Meth__cg02537838__C20orf151	0.054806	0.058138	0.07519	0.053443	0.051723	0.84168	0.063223	0.90438	0.043171	0.046606	0.071374	0.05415	0.058861	0.079328	0.044371	0.060522	0.074077	0.87468	0.088135	0.3752	0.0485	0.058087	0.85475	0.74088	0.065833	0.090438	0.11716	0.067954	0.84203	0.067186	0.48956	0.060225	0.056453	0.071691	0.044814	0.053769	0.055417
Meth__cg26531804__SPINT1	0.03995	0.058876	0.051174	0.069009	0.098212	0.86782	0.081386	0.91317	0.059869	0.064649	0.11946	0.058388	0.10448	0.069069	0.038696	0.067437	0.067097	0.71657	0.093919	0.6145	0.057894	0.064272	0.89994	0.8274	0.052344	0.090415	0.081014	0.098097	0.10971	0.16319	0.87992	0.079403	0.049731	0.036535	0.077966	0.051397	0.067579
Meth__cg24928378__RND1	0.072649	0.063564	0.12553	0.11257	0.07129	0.56158	0.091258	0.55738	0.089245	0.11686	0.094483	0.91183	0.11869	0.28348	0.045583	0.10292	0.62905	0.053829	0.12612	0.076627	0.080606	0.073747	0.085199	0.3815	0.0732	0.10588	0.13446	0.068596	0.066706	0.039021	0.059768	0.09047	0.09373	0.29453	0.22446	0.086633	0.096397
Meth__cg21435394__NUDT14	0.053198	0.03659	0.081638	0.044264	0.040297	0.43765	0.03896	0.53827	0.039099	0.044398	0.048601	0.73001	0.074106	0.076486	0.040022	0.048143	0.071687	0.10906	0.07121	0.090569	0.029818	0.044391	0.15996	0.31981	0.039839	0.10371	0.074693	0.13171	0.27516	0.047271	0.39084	0.053785	0.036963	0.033624	0.091908	0.040735	0.036799
Meth__cg09667582__UBE2Q2	0.096486	0.075549	0.76302	0.10243	0.11243	0.56876	0.087703	0.24308	0.14438	0.087855	0.12456	0.083176	0.47946	0.31429	0.49262	0.097936	0.19627	0.268	0.2716	0.14835	0.052646	0.057712	0.088301	0.78959	0.067882	0.11121	0.21007	0.1716	0.052229	0.074174	0.14914	0.40783	0.086717	0.088505	0.20277	0.09515	0.45619
Meth__cg05142373__FZD1	0.091192	0.40204	0.15008	0.10353	0.069571	0.78357	0.10658	0.053478	0.095122	0.075338	0.060944	0.13077	0.05236	0.13945	0.062666	0.075336	0.066873	0.096902	0.10188	0.056871	0.20461	0.12727	0.12615	0.16464	0.11415	0.073278	0.082961	0.13368	0.077073	0.06151	0.081486	0.064831	0.083163	0.079623	0.08738	0.080308	0.106
Meth__cg03201604__ASAHL	0.035344	0.044224	0.037738	0.02603	0.10409	0.61058	0.018249	0.044604	0.034691	0.019494	0.019572	0.036456	0.02563	0.033504	0.01561	0.028865	0.92752	0.019923	0.085375	0.018507	0.01516	0.0322	0.025518	0.051714	0.024787	0.035873	0.033734	0.037467	0.64513	0.021329	0.67732	0.5434	0.064673	0.023287	0.02682	0.021854	0.022701
Meth__cg07347137__ZCCHC11	0.058037	0.058723	0.061654	0.071988	0.051747	0.054574	0.055675	0.074873	0.061865	0.042872	0.061087	0.055244	0.048558	0.091095	0.10994	0.04286	0.046713	0.048618	0.090972	0.04328	0.84694	0.62861	0.064415	0.078388	0.070151	0.11024	0.13448	0.11681	0.0428	0.033257	0.036614	0.040464	0.041318	0.06058	0.18273	0.057903	0.050633
Meth__cg11195002__ICAM5	0.032387	0.046478	0.9569	0.5824	0.036482	0.031778	0.22894	0.94209	0.034591	0.24519	0.052085	0.25322	0.5927	0.90509	0.029783	0.26939	0.9333	0.43333	0.46265	0.67914	0.031873	0.034725	0.42091	0.10608	0.11452	0.75669	0.47409	0.056406	0.34602	0.14567	0.91506	0.040252	0.026201	0.67254	0.78418	0.27593	0.042066
SNP__LOC442117	0.015	-0.202	-0.243	-0.174	-1.788	-0.878	0.066	-1.931	-0.432	-0.227	-0.466	-0.032	0.124	0.783	-1.455	-0.09	-1.049	-0.029	-0.254	-0.291	0.035	-0.206	1.777	-1.562	0.116	0.17	-0.052	-0.234	-1.502	-2.091	-0.171	-0.178	-1.975	-1.681	-0.307	-0.04	0.033
Meth__cg10524192__OPRS1	0.03597	0.046966	0.042308	0.57057	0.031176	0.025288	0.038864	0.034902	0.063126	0.35516	0.02551	0.058888	0.031083	0.065832	0.015702	0.29205	0.037198	0.028287	0.058957	0.018728	0.88293	0.54991	0.045525	0.041657	0.044243	0.034311	0.095316	0.079725	0.025181	0.034978	0.023993	0.018077	0.026454	0.016123	0.07522	0.036026	0.031417
Meth__cg19853229__PLEKHG2	0.040575	0.032801	0.13092	0.15529	0.040533	0.035309	0.039733	0.056768	0.028978	0.035307	0.066756	0.043374	0.047996	0.31811	0.034984	0.041129	0.10221	0.036525	0.092332	0.03212	0.027679	0.037237	0.039776	0.081598	0.035714	0.058197	0.080979	0.049311	0.24626	0.029569	0.036257	0.033582	0.031934	0.39284	0.050078	0.034771	0.040253
SNP__CFHL4	0.651	0.5	0.162	0.706	0.482	0.492	0.442	0.058	2.355	0.418	-0.838	0.434	0.026	0.136	-1.672	0.176	0.221	2.628	-2.421	-0.061	0.408	0.351	0.315	0.099	2.833	0.39	0.745	0.263	-0.264	-1.268	0	0.029	0.153	0.291	0.282	0.569	-2.009
Meth__cg07336230__KIF6	0.024464	0.02009	0.58879	0.02483	0.020693	0.62038	0.02295	0.0403	0.017445	0.020632	0.028275	0.025191	0.023444	0.071728	0.013368	0.016427	0.017532	0.02612	0.040115	0.1424	0.018858	0.021892	0.022818	0.43548	0.023726	0.076774	0.063778	0.096128	0.026364	0.048927	0.083348	0.029205	0.021088	0.019267	0.047812	0.026591	0.024531
Meth__cg14724364__KCNJ11	0.050833	0.056696	0.058824	0.071627	0.0671	0.069813	0.074212	0.20247	0.063464	0.053365	0.068083	0.13636	0.12576	0.096767	0.045861	0.054274	0.059724	0.065416	0.15746	0.090037	0.057323	0.066432	0.075211	0.13435	0.071683	0.19646	0.14371	0.065344	0.0733	0.069788	0.23876	0.068711	0.040279	0.0878	0.12784	0.067682	0.064764
Meth__cg26240939__LOC57149	0.092752	0.11019	0.49467	0.18301	0.11714	0.78985	0.1298	0.61767	0.45372	0.38478	0.10776	0.1484	0.53717	0.30401	0.10705	0.28685	0.7491	0.61561	0.41639	0.70733	0.092926	0.08609	0.694	0.65211	0.13825	0.29624	0.15576	0.1511	0.69693	0.27541	0.64885	0.17173	0.099593	0.10719	0.18919	0.17127	0.17521
Meth__cg03380773__FLJ25169	0.16436	0.9387	0.96626	0.41613	0.61533	0.5884	0.9668	0.29931	0.92833	0.021365	0.94337	0.40804	0.082732	0.92072	0.038682	0.26082	0.75082	0.030562	0.043463	0.046818	0.94403	0.94271	0.93272	0.34533	0.67906	0.032852	0.22062	0.73667	0.026866	0.028127	0.020328	0.65199	0.022949	0.89358	0.045273	0.55748	0.80094
Meth__cg15025769__MYO9A	0.031516	0.031449	0.029023	0.032337	0.026032	0.023141	0.041299	0.026523	0.030279	0.44912	0.034638	0.029488	0.034581	0.04058	0.028017	0.056147	0.02633	0.024514	0.07693	0.022048	0.031496	0.035488	0.039569	0.056517	0.031429	0.019646	0.050609	0.073216	0.022951	0.020544	0.015135	0.025978	0.020574	0.016526	0.05448	0.035091	0.034521
Meth__cg21279955__SLC27A3	0.048381	0.13572	0.89881	0.32165	0.38719	0.669	0.044975	0.79584	0.037811	0.042483	0.87765	0.096652	0.81453	0.45032	0.40014	0.053961	0.2354	0.14113	0.14063	0.22522	0.08951	0.046137	0.57196	0.84788	0.068928	0.048574	0.066601	0.072886	0.53219	0.038083	0.41645	0.35413	0.21583	0.70547	0.73991	0.55753	0.30949
Meth__cg00044245__EPHA7	0.053977	0.049882	0.86366	0.059708	0.044852	0.86817	0.075852	0.72108	0.053767	0.043358	0.051898	0.41407	0.18086	0.52518	0.049504	0.068036	0.064082	0.10067	0.19622	0.25416	0.060648	0.05409	0.052228	0.39122	0.047507	0.11917	0.10575	0.051859	0.048628	0.096043	0.10593	0.043115	0.038522	0.84235	0.0962	0.054751	0.047183
Meth__cg20807545__ADAMTS18	0.07786	0.057228	0.48839	0.068917	0.50875	0.67129	0.063842	0.64479	0.92873	0.16708	0.3482	0.89193	0.9043	0.39993	0.094462	0.13968	0.85419	0.22262	0.11235	0.5143	0.075929	0.070913	0.35163	0.57753	0.1078	0.14605	0.87322	0.090043	0.16798	0.89192	0.75129	0.35375	0.050696	0.33851	0.11401	0.64761	0.45957
Meth__cg03998173__RHEB	0.048895	0.22675	0.05538	0.060176	0.036119	0.38593	0.23656	0.065781	0.096819	0.061489	0.043316	0.046265	0.071217	0.12839	0.029476	0.038253	0.037719	0.047139	0.065615	0.033367	0.6314	0.56573	0.057387	0.14866	0.83685	0.11174	0.083929	0.1126	0.027059	0.029239	0.28881	0.039079	0.038971	0.082078	0.10491	0.043655	0.069379
Meth__cg16204757__MSN	0.46294	0.050255	0.051576	0.84574	0.35971	0.043521	0.85614	0.039275	0.34232	0.33583	0.061737	0.048217	0.050845	0.43375	0.75804	0.36272	0.34494	0.42781	0.27795	0.042125	0.85928	0.85094	0.16536	0.080287	0.51252	0.33558	0.82685	0.44018	0.4693	0.036989	0.49118	0.52475	0.040049	0.81599	0.20759	0.2296	0.063792
Meth__cg12647643__PTPN13	0.0531	0.047747	0.069516	0.07989	0.048752	0.43401	0.068605	0.35786	0.045576	0.26316	0.074665	0.066305	0.11209	0.55318	0.040868	0.23642	0.18649	0.050523	0.62245	0.041821	0.048237	0.059989	0.065093	0.12052	0.10098	0.16806	0.15831	0.054933	0.033382	0.15846	0.078338	0.1052	0.13187	0.07119	0.14061	0.062278	0.13702
Meth__cg03030757__FANCE	0.10944	0.22164	0.63334	0.18579	0.26856	0.050695	0.17469	0.32172	0.10046	0.28604	0.35693	0.078745	0.3264	0.29097	0.040585	0.25948	0.077891	0.085586	0.058284	0.027718	0.28298	0.35677	0.52293	0.093084	0.1683	0.073325	0.069136	0.36646	0.041195	0.037409	0.055829	0.081794	0.11252	0.041262	0.089129	0.44209	0.33228
Meth__cg20861607__CHRNA7	0.82248	0.099695	0.135	0.22367	0.078955	0.54161	0.41006	0.093817	0.087336	0.062183	0.047644	0.071607	0.059811	0.1192	0.11729	0.067685	0.2637	0.051948	0.087074	0.10955	0.18194	0.6661	0.065933	0.11215	0.48601	0.1782	0.53606	0.07745	0.039332	0.059575	0.05474	0.063816	0.064565	0.18955	0.062466	0.23653	0.050661
Meth__cg18851831__DYRK1B	0.081268	0.072079	0.67812	0.063353	0.11148	0.072289	0.057291	0.1813	0.034199	0.064366	0.12099	0.49103	0.66555	0.68821	0.04836	0.087508	0.062767	0.66373	0.59854	0.93642	0.06046	0.060853	0.082756	0.080184	0.076153	0.078246	0.14588	0.071058	0.045673	0.93134	0.89045	0.052163	0.95378	0.070407	0.067048	0.67355	0.37011
Meth__cg23815845__ARHGEF5	0.01908	0.018252	0.032457	0.032017	0.016705	0.63352	0.022059	0.18859	0.035141	0.021825	0.02257	0.020534	0.029756	0.043231	0.021796	0.029728	0.19029	0.038138	0.065235	0.02457	0.02613	0.032922	0.093376	0.59579	0.028056	0.040764	0.039187	0.025036	0.094531	0.04581	0.25862	0.03163	0.033061	0.045095	0.049661	0.035787	0.035411
Meth__cg00263760__VAX1	0.84826	0.044353	0.079678	0.0481	0.048373	0.54936	0.9442	0.090993	0.96217	0.20193	0.83211	0.083951	0.9405	0.18554	0.59299	0.18005	0.070842	0.0461	0.11297	0.048861	0.94569	0.94481	0.057688	0.86845	0.62871	0.35438	0.60632	0.15439	0.047594	0.054054	0.12095	0.03238	0.051569	0.93151	0.9245	0.91741	0.90873
Meth__cg23257840__ZNF264	0.032251	0.027767	0.045963	0.033824	0.023047	0.032769	0.037956	0.043594	0.057439	0.025413	0.031327	0.036666	0.024798	0.71011	0.52463	0.030077	0.037886	0.036586	0.052029	0.028818	0.55682	0.52515	0.039278	0.077844	0.038622	0.055162	0.079802	0.087776	0.03557	0.035987	0.035105	0.026488	0.022021	0.020056	0.040508	0.038697	0.036146
Meth__cg15415509__ADRB2	0.18859	0.087709	0.2413	0.1756	0.15547	0.34274	0.10198	0.3193	0.16782	0.44051	0.23504	0.87674	0.79292	0.30218	0.14435	0.43047	0.372	0.15961	0.53248	0.21776	0.12955	0.20029	0.087883	0.16573	0.18096	0.22441	0.24716	0.16965	0.10629	0.21492	0.21341	0.13238	0.12387	0.20745	0.34709	0.23195	0.23127
Meth__cg09009111__EMILIN2	0.95931	0.36212	0.77883	0.16975	0.6147	0.74647	0.97072	0.040483	0.17908	0.062433	0.5822	0.81768	0.39096	0.90587	0.71407	0.061625	0.061221	0.10239	0.13354	0.034717	0.96889	0.97023	0.057141	0.84083	0.96074	0.11742	0.90885	0.42463	0.068822	0.11788	0.11449	0.041485	0.0459	0.90421	0.88097	0.48216	0.54448
Meth__cg16990174__RYBP	0.056658	0.063798	0.50474	0.066485	0.07787	0.60388	0.057451	0.74817	0.059225	0.063298	0.090207	0.059546	0.13165	0.28791	0.050437	0.065867	0.12151	0.71702	0.13511	0.50777	0.086082	0.062061	0.80263	0.51263	0.075192	0.13076	0.063947	0.096454	0.49865	0.098145	0.58698	0.055735	0.056394	0.061389	0.12318	0.056229	0.074224
Meth__cg04993257__PLAC2	0.050234	0.056214	0.074614	0.071465	0.048435	0.90588	0.090424	0.8195	0.35652	0.49833	0.064161	0.38732	0.067105	0.11862	0.067768	0.41367	0.22762	0.41563	0.075083	0.83776	0.061686	0.046958	0.050662	0.88682	0.060935	0.073114	0.091118	0.060272	0.45007	0.3686	0.12381	0.042119	0.047941	0.65453	0.093518	0.05034	0.053526
