Cell lines	600MPE	AU565	BT474	BT483	BT549	CAMA1	HBL100	HCC1143	HCC1187	HCC1428	HCC1569	HCC1937	HCC1954	HCC202	HCC2185	HCC3153	HCC70	HS578T	LY2	MCF7	MDAMB157	MDAMB231	MDAMB361	MDAMB415	MDAMB436	MDAMB453	MDAMB468	SKBR3	SUM1315MO2	SUM149PT	SUM159PT	SUM185PE	SUM52PE	T47D	UACC812	ZR751	ZR75B
Meth__cg21602520__BCL2	0.046958	0.077954	0.24149	0.33085	0.96633	0.066128	0.92797	0.26622	0.86556	0.044701	0.94333	0.93871	0.94708	0.49335	0.75933	0.92554	0.74503	0.57908	0.038538	0.046838	0.96319	0.94754	0.060168	0.083088	0.8065	0.91319	0.95169	0.069498	0.45537	0.93335	0.96885	0.8838	0.95928	0.57398	0.57608	0.082738	0.047451
Meth__cg03963198__IRX4	0.042102	0.048821	0.043255	0.036596	0.96975	0.047011	0.61723	0.96991	0.046755	0.049895	0.065877	0.43538	0.6935	0.052558	0.054465	0.8032	0.14051	0.32607	0.037552	0.044926	0.46751	0.92356	0.040259	0.065359	0.35786	0.48755	0.071082	0.084016	0.089288	0.040353	0.58481	0.03944	0.17358	0.072323	0.058045	0.055202	0.053696
Meth__cg26233914__ITGAX	0.46708	0.027029	0.74144	0.63327	0.085644	0.44914	0.10974	0.73845	0.072731	0.5	0.079471	0.65505	0.32542	0.022982	0.057125	0.24308	0.046245	0.01657	0.49847	0.37223	0.304	0.046668	0.24803	0.028841	0.090773	0.044822	0.09422	0.094877	0.036229	0.043746	0.039257	0.46639	0.21726	0.16924	0.66436	0.45644	0.24439
Meth__cg04988978__MPO	0.22319	0.15279	0.94875	0.88641	0.045052	0.49393	0.098237	0.9499	0.58423	0.58808	0.28235	0.29921	0.4644	0.030602	0.42909	0.3385	0.050767	0.021859	0.88315	0.86643	0.048729	0.03138	0.69626	0.057034	0.1065	0.13084	0.12399	0.10184	0.07716	0.04234	0.033101	0.55932	0.2642	0.16176	0.93591	0.60265	0.57142
Meth__cg05210526__PGM1	0.039585	0.067518	0.206	0.079503	0.032891	0.1471	0.036026	0.026099	0.03505	0.049637	0.056171	0.042734	0.072222	0.031207	0.037414	0.039528	0.091254	0.028113	0.046261	0.043624	0.038639	0.084572	0.04595	0.044495	0.029987	0.061353	0.037653	0.10792	0.026009	0.036198	0.03453	0.31927	0.037941	0.15809	0.047728	0.043528	0.043905
Meth__cg13553204__CNKSR1	0.041228	0.045273	0.073766	0.063382	0.86385	0.057016	0.60734	0.24909	0.78677	0.045206	0.089074	0.3069	0.1417	0.093023	0.57068	0.13901	0.10381	0.60519	0.077939	0.069682	0.87802	0.54061	0.068242	0.068323	0.81208	0.12214	0.13878	0.064973	0.89909	0.059324	0.50846	0.053721	0.038417	0.24013	0.060363	0.048049	0.040235
Meth__cg24723331__ST8SIA1	0.75565	0.55296	0.95573	0.94976	0.89576	0.95221	0.12665	0.048658	0.092265	0.94039	0.052505	0.28361	0.11306	0.6338	0.13298	0.061203	0.11494	0.31183	0.95343	0.96503	0.22166	0.91924	0.82828	0.078529	0.065712	0.94862	0.033951	0.44525	0.079522	0.036936	0.29661	0.92206	0.90329	0.52341	0.38089	0.94044	0.94838
Meth__cg21529807__CEACAM4	0.70078	0.05845	0.80248	0.81565	0.027494	0.063861	0.10526	0.046347	0.040513	0.044357	0.078231	0.037869	0.16283	0.038184	0.038055	0.054103	0.095366	0.046887	0.18177	0.16558	0.11671	0.055377	0.093377	0.059216	0.066615	0.1276	0.058747	0.078246	0.06243	0.054774	0.041566	0.22294	0.40508	0.086351	0.43294	0.18032	0.17143
Meth__cg14892768__AXL	0.38564	0.21132	0.91028	0.84973	0.043781	0.80681	0.11269	0.41124	0.18671	0.7753	0.72015	0.56411	0.88952	0.10517	0.19916	0.2274	0.19196	0.042338	0.75584	0.92226	0.083058	0.11057	0.8766	0.10859	0.065878	0.64986	0.72637	0.090576	0.051547	0.046393	0.051573	0.73256	0.69786	0.51304	0.41055	0.73884	0.80905
Meth__cg01599709__HBEGF	0.29577	0.61804	0.96103	0.92748	0.04194	0.78573	0.047039	0.30018	0.047499	0.91637	0.066651	0.24879	0.90121	0.052096	0.23196	0.07229	0.11704	0.040864	0.84302	0.93201	0.17806	0.058901	0.10289	0.096518	0.047942	0.91059	0.0747	0.50592	0.041271	0.039621	0.048337	0.87123	0.91973	0.095479	0.45584	0.63075	0.89925
Meth__cg03167883__FLJ46365	0.78458	0.066197	0.77302	0.85591	0.057775	0.71062	0.20842	0.83098	0.048406	0.37563	0.78852	0.35561	0.53666	0.08947	0.065444	0.62875	0.54714	0.039449	0.75058	0.68991	0.060925	0.15672	0.27013	0.14494	0.049871	0.5683	0.10283	0.11122	0.05162	0.062952	0.059578	0.82152	0.76068	0.11388	0.59709	0.42627	0.45067
Meth__cg25843439__OR10H3	0.87048	0.035321	0.81629	0.36092	0.045064	0.4136	0.11728	0.16733	0.033583	0.051634	0.15096	0.053454	0.30997	0.18148	0.032676	0.056381	0.054831	0.035517	0.084145	0.15222	0.054236	0.053471	0.053347	0.1028	0.04566	0.073627	0.044027	0.062976	0.037414	0.055036	0.050711	0.35775	0.35718	0.095166	0.44472	0.13687	0.058646
Meth__cg16245261__PRKCDBP	0.72705	0.05243	0.89555	0.73029	0.30544	0.52796	0.11111	0.052952	0.096729	0.68071	0.082096	0.26244	0.57302	0.059811	0.1117	0.092571	0.20845	0.09409	0.42778	0.42774	0.089734	0.091419	0.61039	0.088987	0.098884	0.17963	0.45085	0.12772	0.069953	0.051734	0.074111	0.085013	0.33006	0.72243	0.72104	0.61394	0.58942
Meth__cg00331237__CSRP2	0.25239	0.54608	0.73612	0.70693	0.042699	0.66618	0.045287	0.13641	0.12935	0.18227	0.063394	0.34348	0.66212	0.0585	0.26461	0.074577	0.28723	0.044619	0.34247	0.27764	0.050055	0.0684	0.10953	0.099048	0.049802	0.14823	0.34741	0.16969	0.035962	0.038256	0.047198	0.91295	0.81657	0.75682	0.43282	0.7327	0.66995
Meth__cg08878744__LCE1B	0.87062	0.022967	0.90843	0.90159	0.035698	0.55539	0.17666	0.37713	0.25872	0.25949	0.058831	0.22714	0.22253	0.016082	0.19462	0.052291	0.072897	0.028881	0.083253	0.22645	0.041692	0.057072	0.45459	0.07328	0.060037	0.17638	0.029468	0.046834	0.031624	0.048288	0.039325	0.79829	0.49224	0.088053	0.7597	0.49817	0.56527
Meth__cg23539753__SP100	0.064431	0.079285	0.58225	0.50721	0.074109	0.42006	0.029074	0.46778	0.11817	0.26645	0.10183	0.056573	0.061264	0.21302	0.12431	0.054009	0.036478	0.1439	0.76745	0.85054	0.092346	0.064839	0.28749	0.060689	0.049309	0.66508	0.12793	0.14799	0.13211	0.12535	0.019585	0.25401	0.57166	0.23057	0.39561	0.62536	0.83662
Meth__cg05215575__FLJ25410	0.034379	0.032988	0.038619	0.023176	0.83166	0.035623	0.68584	0.92576	0.88725	0.029324	0.75914	0.85146	0.41107	0.028859	0.5948	0.58972	0.44368	0.045638	0.033524	0.027996	0.85727	0.072207	0.026062	0.10471	0.84221	0.060245	0.5245	0.046246	0.62613	0.36891	0.23519	0.06065	0.09767	0.18883	0.031693	0.039973	0.027926
Meth__cg04993257__PLAC2	0.050234	0.056214	0.071465	0.048435	0.90588	0.090424	0.8195	0.35652	0.49833	0.064161	0.38732	0.067105	0.11862	0.067768	0.41367	0.22762	0.075083	0.83776	0.061686	0.046958	0.050662	0.88682	0.060935	0.073114	0.06221	0.091118	0.081087	0.060272	0.45007	0.3686	0.12381	0.042119	0.65453	0.093518	0.058035	0.05034	0.053526
Meth__cg18542098__FLJ36445	0.032852	0.036745	0.031334	0.02757	0.96469	0.05598	0.96359	0.97776	0.88694	0.41796	0.033953	0.87443	0.10039	0.037541	0.7374	0.43826	0.31788	0.87242	0.053616	0.038608	0.95631	0.93541	0.035019	0.492	0.97149	0.053737	0.05803	0.043999	0.74378	0.029828	0.83903	0.030072	0.021016	0.038899	0.02832	0.038541	0.033928
Meth__cg05627103__KIAA1984	0.047472	0.1654	0.044339	0.038547	0.96261	0.057034	0.96082	0.1107	0.087317	0.042011	0.24665	0.6406	0.44824	0.036527	0.12031	0.24799	0.076936	0.47367	0.044525	0.065835	0.60136	0.67416	0.049384	0.066557	0.96543	0.20082	0.39514	0.13686	0.083784	0.04565	0.89997	0.041602	0.051008	0.13584	0.049454	0.048894	0.048718
Meth__cg08097973__NUMA1	0.10976	0.053274	0.058325	0.052638	0.94915	0.10459	0.875	0.2317	0.085981	0.054927	0.076555	0.3951	0.068898	0.060773	0.089345	0.25135	0.10156	0.83911	0.043424	0.060262	0.90976	0.88489	0.086794	0.12639	0.93388	0.094368	0.075184	0.084836	0.67872	0.9615	0.93089	0.059462	0.063393	0.12064	0.078519	0.080645	0.049587
Meth__cg17833578__LRRC21	0.48064	0.15812	0.80821	0.63318	0.041656	0.30853	0.15052	0.61712	0.3676	0.15505	0.8649	0.15877	0.15928	0.039903	0.25862	0.22835	0.10281	0.058194	0.40999	0.4093	0.10246	0.077341	0.2419	0.040465	0.087474	0.24291	0.074189	0.18328	0.067787	0.07058	0.060477	0.25087	0.090394	0.12187	0.76455	0.12924	0.13291
Meth__cg09882647__C20orf35	0.19529	0.10757	0.069343	0.061235	0.40313	0.11823	0.70819	0.32004	0.14922	0.23111	0.067004	0.081363	0.28668	0.072448	0.10296	0.21147	0.17281	0.30076	0.12278	0.051799	0.11476	0.56486	0.072495	0.076051	0.30361	0.25543	0.23523	0.06786	0.051347	0.90385	0.45887	0.087695	0.22847	0.030689	0.046467	0.053007	0.10209
Meth__cg07297178__CEACAM7	0.93413	0.07099	0.92683	0.92293	0.13652	0.72365	0.16496	0.65363	0.054803	0.58197	0.32097	0.74181	0.84277	0.089623	0.14373	0.1964	0.15699	0.064632	0.66484	0.73871	0.11173	0.15198	0.90437	0.35502	0.29075	0.63241	0.050834	0.073829	0.071536	0.060016	0.066201	0.86507	0.79838	0.13914	0.93678	0.9244	0.9148
Meth__cg09014354__NEUROD4	0.11231	0.1056	0.094961	0.080422	0.18044	0.1043	0.23984	0.34659	0.16174	0.11854	0.69338	0.73517	0.30586	0.06759	0.13046	0.11733	0.25237	0.21417	0.059172	0.12233	0.13754	0.69354	0.10052	0.14377	0.1859	0.81176	0.13725	0.085323	0.10218	0.12418	0.16022	0.085692	0.090715	0.12095	0.06849	0.088059	0.076688
Meth__cg09863066__PVALB	0.55139	0.026047	0.90552	0.77407	0.028381	0.80022	0.38844	0.45807	0.01866	0.58916	0.14277	0.61833	0.67873	0.022923	0.03794	0.18091	0.029048	0.01573	0.72796	0.50286	0.21487	0.071677	0.7965	0.029702	0.62099	0.42108	0.05459	0.041721	0.027048	0.032773	0.020938	0.76926	0.20548	0.082698	0.90555	0.494	0.50283
Meth__cg02238826__B3GNT5	0.88831	0.47428	0.49382	0.95198	0.040686	0.95168	0.062241	0.02755	0.046354	0.23538	0.041575	0.034122	0.058033	0.88269	0.085025	0.034119	0.075778	0.056468	0.41055	0.34655	0.043472	0.064395	0.048823	0.092238	0.046792	0.36184	0.047648	0.52098	0.045399	0.033797	0.051216	0.049473	0.96361	0.83149	0.59868	0.68549	0.69432
Meth__cg10801213__SLC7A3	0.32946	0.01362	0.88977	0.48952	0.55393	0.85983	0.10015	0.92535	0.49838	0.77307	0.40021	0.10289	0.58087	0.28654	0.42226	0.25694	0.040841	0.034477	0.44551	0.83402	0.096578	0.088526	0.73964	0.020505	0.077724	0.21773	0.03829	0.090292	0.038684	0.022675	0.029746	0.83157	0.026809	0.12644	0.87536	0.46814	0.85682
Meth__cg17701886__B3GNT5	0.77203	0.57047	0.50322	0.86472	0.090658	0.86485	0.29272	0.038001	0.094171	0.43974	0.078217	0.050863	0.11302	0.62668	0.087743	0.08715	0.11927	0.24784	0.37231	0.3919	0.13302	0.17144	0.078535	0.099707	0.10409	0.38298	0.087877	0.37924	0.073483	0.07921	0.078909	0.12135	0.89075	0.75338	0.56443	0.8369	0.83783
Meth__cg12406559__ZNF532	0.91344	0.93042	0.86113	0.65717	0.065192	0.83474	0.16021	0.076037	0.7128	0.83341	0.12665	0.16352	0.19673	0.075748	0.69876	0.1885	0.11551	0.073847	0.89921	0.91448	0.13701	0.19709	0.47903	0.32182	0.13831	0.24529	0.13118	0.91357	0.10545	0.050257	0.067582	0.9119	0.9	0.16723	0.39293	0.34716	0.78647
Meth__cg19055231__STAC	0.76327	0.065162	0.92712	0.13442	0.038438	0.92847	0.034857	0.023621	0.050088	0.089373	0.90614	0.053059	0.10935	0.92654	0.051187	0.49542	0.089246	0.029941	0.35623	0.40602	0.081727	0.09228	0.63863	0.10303	0.33671	0.86768	0.048892	0.29445	0.068551	0.030101	0.032966	0.91124	0.6006	0.055533	0.11865	0.93164	0.88249
Meth__cg01835489__KRT8	0.06704	0.15679	0.09875	0.092514	0.63088	0.16077	0.81298	0.22344	0.19476	0.24175	0.29513	0.35596	0.30668	0.050128	0.25224	0.15735	0.30785	0.78666	0.30041	0.21642	0.79819	0.6179	0.099801	0.23408	0.75288	0.17175	0.22642	0.12744	0.55015	0.79709	0.27538	0.10078	0.11894	0.074353	0.067795	0.087853	0.06684
Meth__cg06119575__TAL2	0.10012	0.072806	0.062783	0.063225	0.89841	0.10781	0.66314	0.92706	0.25943	0.078993	0.83141	0.69468	0.63483	0.064909	0.23555	0.72825	0.27867	0.52593	0.096774	0.13725	0.87936	0.79581	0.070991	0.17377	0.84072	0.35539	0.74282	0.14488	0.87783	0.85709	0.84144	0.072355	0.12467	0.31347	0.13239	0.14608	0.096358
Meth__cg09424896__CIB3	0.065255	0.063733	0.14757	0.060012	0.63935	0.077577	0.63831	0.95004	0.1486	0.090296	0.73891	0.77515	0.26431	0.31089	0.13267	0.69546	0.74622	0.051335	0.078989	0.066937	0.83725	0.48722	0.085883	0.16282	0.92383	0.18148	0.14139	0.17021	0.92619	0.33109	0.10613	0.099961	0.26824	0.12593	0.071693	0.088942	0.063621
Meth__cg22775000__TMEFF1	0.97093	0.05175	0.80554	0.8692	0.086228	0.9667	0.14681	0.24948	0.01772	0.76783	0.027192	0.54182	0.93548	0.44636	0.11334	0.062483	0.22327	0.25444	0.79107	0.27803	0.01985	0.39338	0.046953	0.083996	0.035502	0.14753	0.25608	0.35156	0.018723	0.058075	0.45251	0.41604	0.95621	0.91364	0.93126	0.90202	0.7497
Meth__cg01282074__NKX2-5	0.17686	0.066015	0.80104	0.4557	0.51228	0.82886	0.68504	0.89391	0.11958	0.53276	0.51171	0.092417	0.54041	0.081775	0.10102	0.06492	0.1149	0.088694	0.72744	0.87743	0.75478	0.13407	0.12412	0.065654	0.073496	0.43696	0.10585	0.19845	0.10092	0.10231	0.095015	0.232	0.24092	0.51186	0.80656	0.16214	0.68733
Meth__cg18988110__ATAD4	0.036188	0.04799	0.039991	0.038218	0.53088	0.039717	0.45394	0.044991	0.060954	0.041471	0.20909	0.04884	0.087064	0.063848	0.05277	0.098005	0.088533	0.11386	0.031105	0.032276	0.63678	0.31164	0.035007	0.074065	0.66522	0.15037	0.04093	0.09736	0.68919	0.071502	0.09646	0.059731	0.04614	0.057468	0.04167	0.036968	0.031184
Meth__cg04502814__SEPP1	0.068303	0.034453	0.038177	0.038233	0.6125	0.046296	0.38235	0.87369	0.50453	0.048946	0.057913	0.10861	0.72348	0.041923	0.32764	0.26449	0.15899	0.074284	0.050389	0.047816	0.50368	0.5071	0.042484	0.045876	0.93362	0.089701	0.05594	0.069376	0.45658	0.88947	0.10437	0.0547	0.063827	0.045363	0.05983	0.052462	0.067939
Meth__cg26062370__MGC18079	0.054504	0.039553	0.28971	0.72183	0.10456	0.33595	0.081601	0.089323	0.023665	0.40525	0.13475	0.097205	0.11007	0.033569	0.029559	0.13256	0.043174	0.042495	0.25438	0.5172	0.058054	0.075795	0.41767	0.046365	0.050409	0.16781	0.054611	0.049087	0.025462	0.03648	0.038493	0.083785	0.053014	0.050269	0.26956	0.16686	0.24837
Meth__cg00995327__CHST2	0.67175	0.04784	0.75502	0.49822	0.046874	0.9651	0.063889	0.086184	0.057507	0.93258	0.10316	0.03836	0.75204	0.97026	0.4142	0.054506	0.082666	0.046193	0.97083	0.95221	0.051815	0.47195	0.95258	0.57525	0.063219	0.91096	0.49936	0.092729	0.057507	0.5015	0.056366	0.96329	0.8264	0.91942	0.50221	0.77903	0.8426
Meth__cg26209676__ZNF581	0.082606	0.11409	0.093956	0.082052	0.91326	0.10803	0.87157	0.056556	0.87369	0.096131	0.091323	0.62749	0.42869	0.64868	0.69213	0.63367	0.10017	0.60047	0.14368	0.094891	0.92315	0.14765	0.40674	0.098217	0.16712	0.12758	0.91247	0.14933	0.36665	0.094457	0.14399	0.20585	0.21662	0.54588	0.10869	0.078604	0.066219
Meth__cg01351032__CIITA	0.23036	0.035263	0.88831	0.83047	0.19094	0.66493	0.053478	0.44094	0.097579	0.8078	0.71716	0.50665	0.76741	0.06288	0.10176	0.43738	0.1102	0.029429	0.42772	0.69627	0.85056	0.13443	0.6677	0.062677	0.2588	0.21416	0.19812	0.088222	0.035311	0.038196	0.047863	0.88051	0.78325	0.46102	0.86145	0.4898	0.56267
Meth__cg14188232__ITGA11	0.40514	0.03729	0.84258	0.81016	0.12646	0.45779	0.1452	0.29785	0.045695	0.48606	0.40408	0.069934	0.56617	0.040556	0.047396	0.71126	0.095144	0.035655	0.56008	0.58747	0.064389	0.28112	0.72505	0.06895	0.058284	0.19738	0.053759	0.063988	0.040835	0.037308	0.035006	0.10662	0.20506	0.41201	0.35137	0.19166	0.24925
Meth__cg04733388__UBE1DC1	0.075317	0.051554	0.10023	0.49806	0.050019	0.063641	0.084421	0.046631	0.072448	0.10293	0.054842	0.062565	0.10762	0.026311	0.073962	0.065415	0.0671	0.041658	0.65048	0.3613	0.094518	0.12123	0.25529	0.0875	0.046289	0.11468	0.051941	0.15921	0.03337	0.037602	0.048948	0.94096	0.038481	0.10352	0.062175	0.57072	0.68825
Meth__cg01318557__LAT2	0.057013	0.037562	0.86957	0.59482	0.78305	0.88608	0.040563	0.042962	0.0404	0.23946	0.050408	0.072882	0.12412	0.15582	0.05016	0.044639	0.099619	0.026905	0.53407	0.88572	0.044694	0.063143	0.91626	0.11288	0.035726	0.11469	0.060005	0.30979	0.80201	0.042375	0.040601	0.89215	0.64055	0.12811	0.91269	0.57964	0.30261
Meth__cg19103704__FCGBP	0.072995	0.057182	0.83583	0.64805	0.055399	0.36922	0.23426	0.16662	0.051793	0.082106	0.27999	0.15396	0.24818	0.059934	0.059808	0.16629	0.081208	0.037318	0.414	0.61874	0.58507	0.093399	0.39395	0.10575	0.13479	0.15563	0.08328	0.14453	0.05752	0.050659	0.052219	0.32204	0.14827	0.15174	0.37903	0.43048	0.31463
Meth__cg11976166__TGFB2	0.10296	0.097568	0.21303	0.49547	0.1967	0.80069	0.40381	0.070405	0.091873	0.42408	0.22055	0.27407	0.19569	0.28136	0.15654	0.19774	0.19562	0.188	0.91519	0.85572	0.13114	0.27204	0.52163	0.27735	0.15402	0.74722	0.18	0.24866	0.16123	0.08342	0.16328	0.75342	0.1206	0.70691	0.22997	0.40223	0.86236
Meth__cg07980518__RNF152	0.049748	0.20888	0.054429	0.19316	0.79212	0.065632	0.8154	0.12958	0.51339	0.099404	0.78851	0.73207	0.53314	0.052905	0.58202	0.69517	0.57851	0.48622	0.063486	0.062046	0.88877	0.8304	0.081434	0.1214	0.92242	0.084598	0.84613	0.12022	0.062988	0.13178	0.65036	0.058145	0.052393	0.081633	0.070951	0.049016	0.074221
Meth__cg03294619__NKX2-5	0.32369	0.023222	0.97736	0.93712	0.9048	0.9786	0.90324	0.98877	0.037901	0.96336	0.84123	0.022599	0.91418	0.084267	0.029484	0.020774	0.048891	0.026948	0.97874	0.98313	0.94413	0.71556	0.035306	0.031026	0.016382	0.28736	0.41479	0.036514	0.89752	0.23458	0.028546	0.81933	0.45185	0.87679	0.97162	0.42354	0.94715
Meth__cg17465304__KIF12	0.076488	0.12585	0.35968	0.066774	0.90772	0.101	0.85787	0.92456	0.90356	0.06515	0.80634	0.82575	0.84128	0.12467	0.74332	0.90833	0.34254	0.91412	0.16997	0.51638	0.87694	0.87546	0.076816	0.14139	0.91027	0.86528	0.83217	0.2133	0.65889	0.90596	0.90818	0.44074	0.081987	0.17891	0.087144	0.57335	0.2071
Meth__cg24408313__BCL2	0.092924	0.26644	0.05112	0.10681	0.89925	0.072043	0.82748	0.85645	0.73872	0.044376	0.88951	0.86823	0.75592	0.12655	0.66092	0.89026	0.6388	0.68451	0.13241	0.07515	0.88796	0.90598	0.066455	0.076456	0.94543	0.08786	0.7413	0.20824	0.50751	0.63588	0.93945	0.63184	0.16185	0.08773	0.45824	0.070443	0.10098
Meth__cg22228134__GZMH	0.51981	0.07767	0.84291	0.67675	0.10357	0.83465	0.078065	0.86484	0.095957	0.50326	0.5536	0.61277	0.53922	0.16153	0.089014	0.19466	0.71209	0.098259	0.40918	0.48309	0.094026	0.13308	0.17355	0.14606	0.1	0.14939	0.086949	0.16146	0.11093	0.4087	0.091229	0.63483	0.39152	0.14086	0.50077	0.50889	0.44938
Meth__cg07426960__CCND1	0.038915	0.034313	0.061148	0.05649	0.802	0.03269	0.76	0.51761	0.51835	0.057784	0.7324	0.78985	0.32441	0.025804	0.40221	0.65707	0.25366	0.26056	0.050159	0.076663	0.78367	0.06195	0.055254	0.093726	0.78694	0.077376	0.51658	0.071411	0.58481	0.77327	0.19309	0.060129	0.034752	0.037746	0.045133	0.050558	0.033028
SNP__SLC44A5	0.014	0.102	-0.32	-0.214	0.166	-3.945	0.295	-0.041	0.54	-0.494	-0.029	-0.193	-0.172	0.048	-0.263	-0.062	0.254	0.226	-0.47	-0.201	-0.126	0.39	-0.172	-0.032	0.212	-0.063	0.151	0.279	-3.573	0.174	0.014	-0.139	0.058	-0.3	-0.284	-0.366	-0.36
Meth__cg25421647__UBE2L3	0.95923	0.75787	0.81081	0.85038	0.35562	0.94125	0.30727	0.52885	0.044004	0.94167	0.77196	0.37077	0.46985	0.74088	0.052819	0.087789	0.092235	0.49996	0.9557	0.9061	0.038977	0.56619	0.12315	0.22728	0.079079	0.1843	0.60317	0.53989	0.031005	0.027114	0.058922	0.14737	0.04905	0.078067	0.11481	0.54005	0.46352
Meth__cg03920233__DOC2A	0.038825	0.070667	0.065445	0.036604	0.079686	0.049627	0.061541	0.085269	0.033635	0.049063	0.69988	0.30874	0.56059	0.064812	0.04367	0.75283	0.09877	0.226	0.073176	0.032681	0.46737	0.94697	0.092224	0.11568	0.17196	0.064042	0.12907	0.15559	0.22252	0.29409	0.20084	0.041187	0.58425	0.055605	0.062358	0.052394	0.034351
Meth__cg17827767__LRRC21	0.62183	0.17726	0.94227	0.8664	0.077655	0.63996	0.091385	0.83861	0.58386	0.17983	0.91993	0.31077	0.12921	0.027831	0.4265	0.52902	0.082295	0.03775	0.66707	0.75731	0.061509	0.064497	0.32436	0.047016	0.15903	0.41783	0.045841	0.094905	0.32277	0.05735	0.042791	0.52179	0.13488	0.044926	0.77008	0.33146	0.42426
Meth__cg14254419__AMPD2	0.43774	0.17211	0.96701	0.52026	0.074084	0.2628	0.055298	0.05511	0.063082	0.57005	0.02999	0.082871	0.12608	0.5676	0.11204	0.080195	0.12427	0.028114	0.27378	0.45468	0.24181	0.11875	0.71904	0.25297	0.071159	0.11465	0.090274	0.1975	0.28294	0.028963	0.035991	0.45808	0.041953	0.14974	0.39675	0.30417	0.22509
Meth__cg04543012__TFCP2	0.055556	0.55941	0.066756	0.5058	0.044228	0.66306	0.025777	0.049007	0.049809	0.82217	0.069782	0.039964	0.79522	0.46995	0.29501	0.042294	0.097796	0.041207	0.83399	0.84444	0.060277	0.069326	0.22594	0.080071	0.044362	0.089238	0.056465	0.18701	0.043906	0.047447	0.051229	0.35903	0.045533	0.2268	0.048305	0.45878	0.80361
Meth__cg01942127__CACNA1D	0.026735	0.019119	0.025508	0.023464	0.96134	0.098449	0.73465	0.96152	0.52563	0.031425	0.60306	0.39044	0.70583	0.16988	0.37221	0.63042	0.3584	0.083118	0.023921	0.038542	0.56087	0.92015	0.42076	0.027828	0.8679	0.078677	0.96627	0.034138	0.077914	0.28179	0.091375	0.54729	0.097849	0.049678	0.034957	0.1477	0.043028
Meth__cg16860694__FXYD5	0.091837	0.087354	0.2703	0.097803	0.052311	0.86754	0.23529	0.088104	0.073469	0.58	0.13297	0.077137	0.1796	0.052139	0.073075	0.076844	0.10416	0.074277	0.93611	0.71756	0.058029	0.091954	0.099721	0.15686	0.13672	0.15701	0.088642	0.14025	0.076111	0.084548	0.082624	0.10668	0.97517	0.25504	0.096963	0.098568	0.64359
Meth__cg14957086__CSRP2	0.42073	0.039694	0.68023	0.31904	0.038444	0.76258	0.040784	0.081495	0.054735	0.041128	0.087751	0.10925	0.19149	0.038187	0.048351	0.063482	0.24024	0.047606	0.29347	0.28174	0.056625	0.093498	0.056147	0.42739	0.038893	0.4491	0.36614	0.12038	0.026232	0.038784	0.054117	0.91317	0.85661	0.72696	0.061919	0.89075	0.83599
Meth__cg25659818__CCL4	0.64348	0.071226	0.88175	0.84115	0.033458	0.80729	0.12327	0.27584	0.72093	0.49539	0.663	0.7181	0.76355	0.038782	0.37959	0.28534	0.079532	0.091253	0.47331	0.53988	0.046091	0.10963	0.5232	0.07104	0.18089	0.37225	0.081444	0.15759	0.1813	0.041318	0.051529	0.77771	0.50914	0.074679	0.53822	0.56564	0.45302
Meth__cg06540636__PLAUR	0.049199	0.048546	0.14558	0.12499	0.044737	0.096094	0.054584	0.017259	0.043798	0.065098	0.080068	0.031617	0.048905	0.042489	0.04836	0.046009	0.073187	0.037766	0.22657	0.21223	0.10117	0.1077	0.40144	0.079545	0.048812	0.86893	0.051497	0.17974	0.04905	0.039455	0.060081	0.8971	0.1857	0.15189	0.067605	0.1558	0.087957
Meth__cg20437604__ANXA9	0.05644	0.13078	0.20498	0.041987	0.81214	0.037814	0.74165	0.84478	0.12038	0.042474	0.13045	0.13139	0.14321	0.11878	0.12825	0.80871	0.18259	0.33489	0.075065	0.066515	0.75054	0.54806	0.093732	0.15435	0.84822	0.26852	0.074884	0.11126	0.80612	0.85484	0.18334	0.14094	0.047857	0.049197	0.061701	0.1418	0.18337
Meth__cg26829529__SPACA3	0.29623	0.05739	0.65482	0.54367	0.041314	0.094031	0.087275	0.27477	0.15423	0.069102	0.20691	0.061576	0.17757	0.060478	0.11262	0.13883	0.1116	0.083789	0.23704	0.26751	0.04472	0.083516	0.049004	0.056736	0.10035	0.06385	0.062257	0.17021	0.05492	0.055089	0.040196	0.40026	0.030528	0.076068	0.25067	0.0608	0.064492
Meth__cg04478795__SMO	0.83456	0.058506	0.68091	0.93382	0.11996	0.84402	0.26029	0.24897	0.026561	0.85978	0.048779	0.82011	0.78753	0.23198	0.035744	0.079333	0.42768	0.041463	0.875	0.8766	0.24768	0.84293	0.16725	0.047783	0.49251	0.8648	0.36157	0.16635	0.058248	0.16556	0.18879	0.8826	0.7665	0.14043	0.93116	0.95389	0.91399
Meth__cg24968336__KCNK6	0.055029	0.29251	0.34206	0.26666	0.89598	0.066996	0.34797	0.90938	0.39732	0.4462	0.10864	0.80086	0.53039	0.54682	0.38988	0.56271	0.093795	0.20591	0.27657	0.079055	0.79717	0.79421	0.44313	0.1064	0.92322	0.46202	0.53644	0.21682	0.48296	0.082581	0.14321	0.82451	0.55102	0.16124	0.065219	0.066534	0.10117
