Cell lines	600MPE	AU565	BT20	BT474	BT483	BT549	CAMA1	HCC1143	HCC1187	HCC1428	HCC1569	HCC1937	HCC1954	HCC2185	HCC3153	HCC38	HCC70	HS578T	LY2	MCF7	MDAMB134VI	MDAMB157	MDAMB175VII	MDAMB361	MDAMB415	MDAMB453	SKBR3	SUM1315MO2	SUM149PT	SUM159PT	SUM185PE	SUM225CWN	SUM52PE	T47D	UACC812	ZR751	ZR75B
Meth__cg14658362__RBPMS	0.059306	0.030962	0.07095	0.077817	0.044305	0.46089	0.059494	0.10123	0.040193	0.06489	0.096714	0.063024	0.10237	0.0358	0.050664	0.056203	0.17333	0.031543	0.041174	0.06019	0.064535	0.052572	0.05116	0.059891	0.064067	0.16895	0.089534	0.052212	0.037593	0.036551	0.049413	0.040228	0.039342	0.059359	0.042971	0.060997	0.046934
Meth__cg00067471__ATP5D	0.058818	0.061324	0.70581	0.090572	0.067579	0.39372	0.096675	0.212	0.05635	0.087782	0.085263	0.35673	0.14735	0.061668	0.14243	0.075771	0.22115	0.057543	0.092154	0.1859	0.09698	0.31772	0.19642	0.14487	0.13729	0.13895	0.084494	0.046087	0.075986	0.059031	0.10731	0.072675	0.075208	0.14424	0.057761	0.067086	0.065105
Meth__cg20166532__EDG1	0.49884	0.059168	0.53655	0.1478	0.57552	0.056678	0.87288	0.91116	0.056329	0.63674	0.3702	0.14198	0.70214	0.055415	0.65042	0.047442	0.15215	0.46839	0.66689	0.85237	0.73482	0.065538	0.89128	0.81224	0.35453	0.82819	0.11004	0.077375	0.04496	0.26194	0.44945	0.063692	0.47955	0.6098	0.56245	0.61782	0.43341
Meth__cg13733733__LILRA3	0.44166	0.086809	0.82142	0.62473	0.15847	0.38345	0.15599	0.82919	0.059313	0.36677	0.72235	0.58258	0.42836	0.078657	0.57432	0.40417	0.09125	0.056174	0.6171	0.67299	0.17779	0.15724	0.6266	0.095363	0.10737	0.25767	0.10675	0.071553	0.083805	0.068766	0.51643	0.064733	0.39908	0.22434	0.50273	0.25434	0.21302
Meth__cg26415633__KLK1	0.30214	0.032941	0.74921	0.84452	0.56845	0.13461	0.20517	0.86227	0.038336	0.32002	0.31383	0.79195	0.64356	0.036506	0.43373	0.3614	0.051494	0.027902	0.55449	0.57178	0.15106	0.17863	0.83319	0.2306	0.059011	0.20637	0.062562	0.37238	0.049292	0.070925	0.70783	0.093793	0.54378	0.23353	0.68988	0.13359	0.2081
Meth__cg07242414__BMP1	0.054429	0.050136	0.73748	0.46653	0.44256	0.042852	0.21269	0.23631	0.024846	0.43602	0.037547	0.285	0.5012	0.028218	0.19743	0.035415	0.040184	0.021551	0.14334	0.21425	0.35707	0.18518	0.32651	0.043577	0.057991	0.31639	0.065934	0.02315	0.059784	0.11064	0.13742	0.16175	0.12346	0.047261	0.82994	0.17017	0.056498
Meth__cg01784199__DNAJB4	0.13447	0.054732	0.088845	0.13841	0.11821	0.053328	0.19156	0.099751	0.060777	0.10862	0.098023	0.1241	0.13365	0.074202	0.088118	0.059087	0.10141	0.068624	0.096737	0.11214	0.11855	0.088407	0.11153	0.13864	0.13306	0.12056	0.091346	0.046075	0.040579	0.074501	0.73506	0.050351	0.070508	0.15591	0.098901	0.15849	0.097133
Meth__cg16290737__CHGA	0.36212	0.026019	0.4352	0.04501	0.095238	0.13197	0.41355	0.33939	0.033832	0.052949	0.31213	0.11627	0.61516	0.029742	0.051215	0.036751	0.053809	0.042904	0.16299	0.43144	0.94759	0.03965	0.21846	0.34455	0.070236	0.80191	0.098678	0.034696	0.045832	0.031957	0.031777	0.026395	0.16596	0.082267	0.046832	0.067962	0.032287
Meth__cg14944362__PDYN	0.52131	0.051197	0.58031	0.7848	0.56997	0.085092	0.29786	0.5295	0.05408	0.54058	0.48242	0.45676	0.55692	0.066734	0.53226	0.74576	0.10689	0.045704	0.20691	0.20253	0.34956	0.097846	0.46232	0.23747	0.068511	0.36102	0.051414	0.33542	0.31969	0.05396	0.66086	0.055463	0.23521	0.071976	0.50574	0.18156	0.29701
Meth__cg05358291__CYP4F2	0.57188	0.13722	0.72968	0.64031	0.46048	0.081393	0.12984	0.33154	0.050121	0.2441	0.40592	0.77455	0.69082	0.074021	0.28057	0.2285	0.20082	0.09047	0.63181	0.56098	0.79837	0.22862	0.6646	0.34512	0.16457	0.157	0.17988	0.064066	0.065684	0.096183	0.63916	0.15004	0.53585	0.17106	0.42674	0.2318	0.21704
Meth__cg24009736__GALGT	0.065388	0.072917	0.92509	0.80243	0.48031	0.05689	0.083706	0.10455	0.060955	0.48264	0.074995	0.65304	0.58553	0.072378	0.26506	0.060373	0.077395	0.042513	0.050293	0.094512	0.066401	0.37063	0.31819	0.076242	0.082677	0.89255	0.12401	0.057502	0.051595	0.055584	0.58299	0.10495	0.89507	0.66544	0.87828	0.052908	0.063311
Meth__cg26499286__KRTAP17-1	0.49132	0.023631	0.35201	0.49645	0.55329	0.24599	0.16404	0.75897	0.26116	0.077064	0.12933	0.58116	0.45292	0.20651	0.24625	0.31008	0.17365	0.068338	0.28072	0.24753	0.5519	0.044125	0.85212	0.089531	0.032987	0.27921	0.086641	0.03869	0.09734	0.039723	0.33673	0.052362	0.25845	0.20826	0.34036	0.13973	0.10816
Meth__cg26233914__ITGAX	0.46708	0.027029	0.49834	0.74144	0.63327	0.085644	0.44914	0.73845	0.072731	0.5	0.079471	0.65505	0.32542	0.057125	0.24308	0.18824	0.046245	0.01657	0.49847	0.37223	0.66461	0.304	0.63623	0.24803	0.028841	0.044822	0.094877	0.036229	0.043746	0.039257	0.46639	0.038893	0.21726	0.16924	0.66436	0.45644	0.24439
Meth__cg05742308__SEMA3A	0.43098	0.047241	0.19499	0.25737	0.096191	0.37484	0.23782	0.80309	0.078197	0.10867	0.2485	0.21209	0.45653	0.092513	0.70008	0.06991	0.21693	0.079799	0.045238	0.1157	0.4342	0.072466	0.099952	0.12872	0.25751	0.23517	0.092901	0.094757	0.077534	0.13054	0.6062	0.047863	0.12533	0.19681	0.13077	0.19728	0.52289
Meth__cg19529363__EBI3	0.039764	0.034297	0.27856	0.09053	0.044528	0.048035	0.055364	0.3162	0.025573	0.032723	0.042221	0.05775	0.10822	0.027351	0.052313	0.031658	0.060976	0.018604	0.026844	0.080309	0.16659	0.052463	0.034932	0.048518	0.066914	0.10839	0.037254	0.023071	0.023665	0.029239	0.029416	0.031621	0.042561	0.033677	0.087572	0.049236	0.04964
Meth__cg08997253__GRIN3A	0.48422	0.041323	0.80002	0.048495	0.031791	0.4957	0.77281	0.87536	0.029098	0.047896	0.56649	0.84917	0.50826	0.040793	0.15806	0.039889	0.1611	0.026198	0.18206	0.2697	0.20887	0.15844	0.10732	0.25828	0.076366	0.46237	0.050063	0.03237	0.14745	0.20984	0.62156	0.029329	0.48861	0.1127	0.17987	0.029336	0.043857
Meth__cg16817891__IGF2AS	0.046548	0.0175	0.17238	0.051566	0.029457	0.26117	0.046588	0.12542	0.029272	0.035942	0.11634	0.045556	0.174	0.029894	0.024772	0.089712	0.059306	0.017372	0.35427	0.21249	0.084484	0.029729	0.17212	0.17367	0.04165	0.10765	0.038143	0.023738	0.043327	0.018876	0.12602	0.037542	0.057852	0.076121	0.061339	0.021808	0.024818
Meth__cg01351032__CIITA	0.23036	0.035263	0.65349	0.88831	0.83047	0.19094	0.66493	0.44094	0.097579	0.8078	0.71716	0.50665	0.76741	0.10176	0.43738	0.2345	0.1102	0.029429	0.42772	0.69627	0.67229	0.85056	0.61083	0.6677	0.062677	0.21416	0.088222	0.035311	0.038196	0.047863	0.88051	0.17626	0.78325	0.46102	0.86145	0.4898	0.56267
Meth__cg10237469__CEACAM4	0.36462	0.088282	0.31759	0.57184	0.525	0.2659	0.1422	0.13258	0.09033	0.36354	0.21838	0.60871	0.41285	0.099877	0.20894	0.129	0.15923	0.099013	0.39168	0.48406	0.57524	0.089245	0.62754	0.35484	0.0925	0.12066	0.083489	0.082742	0.13316	0.096881	0.16497	0.094344	0.44496	0.1232	0.69524	0.28932	0.3988
Meth__cg01062029__ROR2	0.099696	0.049869	0.8986	0.9046	0.81198	0.87369	0.45367	0.19604	0.067585	0.84831	0.76419	0.58383	0.86382	0.092974	0.53794	0.45332	0.13059	0.52004	0.77297	0.81856	0.28611	0.15586	0.59242	0.05922	0.048778	0.12965	0.07186	0.090808	0.036074	0.060439	0.61582	0.13205	0.29668	0.12344	0.82445	0.49891	0.39369
U133A__ANKRD57	5.9697	4.6663	6.3858	6.1402	6.2868	5.939	7.7336	6.0224	5.2587	6.8299	5.4594	6.5182	6.5702	5.1079	5.4951	5.5572	6.0201	5.2873	5.7804	5.1389	7.8938	5.3602	5.5994	6.098	4.9998	6.1175	5.572	5.31	6.1903	6.4324	7.6739	6.738	6.4395	5.5621	7.0825	5.7018	5.2503
Meth__cg07260017__CSF1R	0.096571	0.19143	0.061797	0.95479	0.94218	0.64628	0.82352	0.49686	0.036112	0.38697	0.86711	0.77301	0.20028	0.15725	0.22238	0.059168	0.20989	0.024179	0.87197	0.89342	0.94264	0.055903	0.9301	0.92258	0.26802	0.76223	0.26979	0.1162	0.031667	0.093833	0.87792	0.57956	0.38082	0.93213	0.75741	0.87979	0.82266
U133A__CALML5	9.1843	4.9355	4.4468	7.506	5.0858	4.3927	4.4391	7.0081	4.7674	4.4988	3.976	6.2387	4.7763	4.6611	5.6873	4.1746	7.6889	4.3762	4.2787	4.7548	3.9299	4.0226	5.8142	9.4476	4.2781	8.6032	3.8489	4.0363	4.425	4.5789	10.2072	8.829	4.1725	4.0406	4.8753	4.1623	4.0767
Meth__cg10501065__IGF2AS	0.088186	0.08258	0.12678	0.14232	0.089615	0.26834	0.12455	0.1121	0.077399	0.083481	0.11879	0.10925	0.4245	0.082381	0.10336	0.095218	0.18509	0.059584	0.43641	0.33333	0.30337	0.094007	0.40145	0.49743	0.117	0.81042	0.090546	0.044077	0.058795	0.083882	0.32462	0.046645	0.1832	0.13687	0.15615	0.06701	0.097475
Meth__cg26963271__PDE4B	0.88556	0.010539	0.97837	0.31255	0.072422	0.54941	0.97794	0.65239	0.066401	0.96984	0.47687	0.7474	0.93869	0.18864	0.58475	0.019177	0.23201	0.013998	0.43971	0.43934	0.58851	0.020365	0.63861	0.38617	0.031824	0.95038	0.01208	0.073578	0.1257	0.25446	0.040542	0.34938	0.97091	0.020304	0.062978	0.30413	0.11949
Meth__cg01820777__MICAL-L2	0.087906	0.34688	0.92573	0.87754	0.79101	0.78165	0.8951	0.85084	0.029167	0.6029	0.041824	0.48645	0.60552	0.020671	0.72044	0.3692	0.13794	0.031703	0.835	0.86193	0.44104	0.1107	0.09836	0.82046	0.060105	0.75473	0.26345	0.034696	0.026068	0.029409	0.091726	0.56129	0.33407	0.047851	0.34059	0.47	0.49594
Meth__cg08747377__CDH13	0.84043	0.06934	0.75168	0.74837	0.049374	0.92247	0.4681	0.41288	0.11414	0.25579	0.87201	0.47964	0.86648	0.090335	0.25257	0.63041	0.086568	0.040247	0.54791	0.35258	0.26097	0.088503	0.52954	0.66235	0.13385	0.8117	0.070342	0.064558	0.052664	0.04898	0.79303	0.039105	0.11553	0.088506	0.091841	0.20909	0.062619
Meth__cg06630737__C1orf187	0.12003	0.067922	0.93225	0.89421	0.74559	0.95203	0.8803	0.81502	0.039009	0.81498	0.88247	0.23248	0.7302	0.075551	0.21817	0.13151	0.095513	0.045909	0.78919	0.87241	0.70674	0.74384	0.67076	0.75316	0.16299	0.93747	0.1557	0.12572	0.053688	0.061326	0.47461	0.050384	0.40139	0.19965	0.194	0.66013	0.81094
Meth__cg13266631__NEFL	0.20201	0.082271	0.86998	0.86156	0.13673	0.80137	0.75452	0.65261	0.061008	0.094752	0.78006	0.38033	0.55803	0.082915	0.10272	0.38779	0.33361	0.071493	0.90998	0.86045	0.91249	0.12408	0.58814	0.87171	0.19631	0.87181	0.10529	0.069969	0.064068	0.090119	0.15464	0.28547	0.9192	0.23894	0.39673	0.080512	0.072003
Meth__cg15375586__TBX22	0.11265	0.027187	0.11465	0.5219	0.41129	0.23215	0.93582	0.6932	0.020247	0.53615	0.69981	0.20259	0.11601	0.030827	0.06266	0.076819	0.057833	0.033271	0.041654	0.74555	0.59639	0.26158	0.15942	0.87164	0.070678	0.72686	0.055886	0.031713	0.47648	0.083139	0.89065	0.033645	0.3404	0.20751	0.45529	0.16984	0.54488
Meth__cg05276137__SLC2A4RG	0.04205	0.034909	0.52587	0.3953	0.12825	0.43517	0.049333	0.48328	0.048521	0.58364	0.042484	0.70371	0.4229	0.16168	0.32423	0.17435	0.6147	0.037098	0.099316	0.24685	0.05869	0.12477	0.37641	0.16654	0.035898	0.2693	0.070423	0.035896	0.12352	0.086731	0.16327	0.17406	0.088376	0.064565	0.09221	0.11122	0.08685
Meth__cg11245384__PDYN	0.86312	0.066053	0.90805	0.89532	0.88465	0.094195	0.26345	0.76342	0.073097	0.066185	0.77291	0.90333	0.85056	0.060988	0.46021	0.80444	0.054863	0.030367	0.63045	0.72225	0.7801	0.31964	0.90877	0.65494	0.044724	0.65352	0.061499	0.49019	0.052625	0.23523	0.87577	0.15212	0.4575	0.11088	0.77727	0.40554	0.67478
Meth__cg21301148__MYH6	0.25285	0.067911	0.43361	0.66915	0.5794	0.097872	0.1594	0.42115	0.26879	0.10687	0.1401	0.47904	0.17801	0.21766	0.12395	0.12595	0.14001	0.05153	0.45672	0.42952	0.59962	0.13033	0.88404	0.22132	0.1219	0.15657	0.11702	0.091789	0.075246	0.068529	0.34337	0.09646	0.10355	0.3033	0.61074	0.14644	0.14626
Meth__cg09549827__ESPN	0.045495	0.025902	0.58481	0.039914	0.04528	0.91482	0.053416	0.050181	0.027012	0.03446	0.9427	0.043821	0.91137	0.030404	0.93956	0.034287	0.058604	0.077202	0.055615	0.039552	0.045334	0.032094	0.037353	0.047689	0.052145	0.076137	0.04128	0.026362	0.026701	0.03575	0.051004	0.023607	0.030719	0.065114	0.043266	0.041128	0.03196
Meth__cg11005826__IGF2AS	0.12698	0.062355	0.63848	0.22124	0.079854	0.59868	0.15109	0.6061	0.089198	0.098934	0.84389	0.76533	0.74153	0.10114	0.20185	0.23364	0.17536	0.095636	0.69707	0.61976	0.16691	0.10685	0.25819	0.88171	0.081839	0.73155	0.090395	0.072282	0.082935	0.096966	0.58137	0.090909	0.71136	0.16996	0.12167	0.10899	0.088751
Meth__cg17441778__MYO7A	0.041543	0.026715	0.80241	0.5204	0.13517	0.15432	0.94153	0.090965	0.029441	0.082496	0.54726	0.084782	0.94667	0.076833	0.8669	0.057487	0.051386	0.029372	0.020918	0.30169	0.67358	0.63978	0.057999	0.041935	0.070552	0.36831	0.031131	0.030424	0.032995	0.029151	0.048078	0.024592	0.93453	0.84677	0.49887	0.039541	0.037856
Meth__cg25843439__OR10H3	0.87048	0.035321	0.23176	0.81629	0.36092	0.045064	0.4136	0.16733	0.033583	0.051634	0.15096	0.053454	0.30997	0.032676	0.056381	0.038646	0.054831	0.035517	0.084145	0.15222	0.94387	0.054236	0.92452	0.053347	0.1028	0.073627	0.062976	0.037414	0.055036	0.050711	0.35775	0.054204	0.35718	0.095166	0.44472	0.13687	0.058646
Meth__cg26713220__C16orf45	0.039843	0.024678	0.4913	0.16381	0.32963	0.13007	0.092605	0.1024	0.03624	0.2576	0.06503	0.39384	0.80053	0.043936	0.28517	0.031739	0.22043	0.033102	0.27691	0.04067	0.72765	0.041435	0.031147	0.045412	0.050262	0.57255	0.087607	0.029996	0.0354	0.027137	0.049609	0.068693	0.61886	0.046368	0.042422	0.039668	0.03308
Meth__cg16509658__GABRB2	0.74283	0.021736	0.8449	0.93785	0.27919	0.92536	0.94182	0.93019	0.025088	0.022518	0.93413	0.33561	0.59539	0.088533	0.85192	0.12824	0.060827	0.018508	0.89082	0.94343	0.25624	0.06289	0.04101	0.27972	0.33892	0.85873	0.038659	0.037759	0.019472	0.019834	0.93085	0.023075	0.84796	0.055162	0.87883	0.11878	0.22943
Meth__cg12687990__	0.22206	0.03969	0.14398	0.12127	0.33217	0.24047	0.36375	0.25646	0.039895	0.056574	0.074401	0.81243	0.66612	0.19861	0.081604	0.052801	0.3258	0.037484	0.040787	0.046408	0.34603	0.043617	0.19917	0.27744	0.14623	0.35907	0.092829	0.037113	0.043043	0.18913	0.04391	0.030557	0.33631	0.054565	0.20859	0.039084	0.041803
Meth__cg09185773__WASF3	0.16078	0.12983	0.86467	0.1568	0.16498	0.041239	0.90603	0.13678	0.08046	0.39929	0.083687	0.59443	0.45011	0.16595	0.37125	0.05523	0.16517	0.081178	0.11953	0.13905	0.91631	0.1925	0.23944	0.12226	0.088366	0.70656	0.15553	0.056961	0.064358	0.067013	0.15342	0.13192	0.12022	0.18163	0.20091	0.21186	0.14412
U133A__PDLIM2	6.1838	6.4469	6.5686	5.0195	5.6124	8.445	5.1054	6.7985	7.5575	4.7108	6.3607	5.6691	6.1512	6.3079	7.0536	6.8265	6.1954	8.6963	6.1059	5.2037	5.8817	6.625	6.3894	4.9201	6.5696	4.5589	7.137	7.7536	6.8021	7.2215	5.3168	5.6906	4.947	5.8226	6.1853	6.1648	6.9082
Meth__cg26806924__PROCR	0.24564	0.03236	0.71153	0.83128	0.23269	0.49724	0.055518	0.36875	0.049159	0.083601	0.55505	0.60045	0.6279	0.053615	0.20501	0.11699	0.052395	0.04257	0.065139	0.088622	0.32232	0.077029	0.35987	0.36627	0.056208	0.22513	0.06391	0.29257	0.041366	0.033557	0.50268	0.10444	0.44366	0.061734	0.55302	0.3594	0.33958
Meth__cg02115041__NPBWR1	0.65467	0.035659	0.90894	0.79099	0.20496	0.27125	0.63816	0.9424	0.052427	0.52272	0.69559	0.27728	0.91743	0.066097	0.57853	0.052839	0.21991	0.049932	0.30918	0.50383	0.34728	0.22493	0.93072	0.43667	0.071429	0.38733	0.065115	0.078641	0.093887	0.11354	0.039123	0.054063	0.25483	0.16893	0.58309	0.80995	0.66864
Meth__cg14298951__RPS24	0.059692	0.040749	0.059708	0.054461	0.046878	0.044844	0.053189	0.050348	0.035836	0.048723	0.057194	0.054344	0.16324	0.036553	0.5316	0.044829	0.096963	0.032405	0.029988	0.052632	0.047787	0.047334	0.028781	0.048358	0.095457	0.08721	0.054214	0.033974	0.035815	0.050494	0.041156	0.045655	0.053513	0.12374	0.060838	0.042666	0.035357
Meth__cg14894216__CATSPER1	0.22781	0.10667	0.76796	0.76334	0.42162	0.095629	0.31169	0.47553	0.12248	0.14807	0.28099	0.53892	0.44097	0.1176	0.55625	0.10633	0.23094	0.11407	0.5594	0.23439	0.36617	0.14918	0.80384	0.11046	0.10566	0.13832	0.15314	0.11629	0.054128	0.11648	0.16649	0.068836	0.22973	0.13015	0.14059	0.09937	0.10644
U133A__ID3	6.5887	8.2017	6.4475	6.292	4.9436	9.0818	8.7673	6.2882	8.7247	5.5829	4.654	9.1626	5.6262	9.16	7.4433	9.2935	8.3717	8.8993	7.6416	7.6832	8.4068	8.3992	7.0932	7.6525	8.5874	7.9443	8.3927	8.1339	8.6072	8.571	6.0519	7.3742	8.38	7.5964	7.2625	7.3309	7.1219
Meth__cg23792978__PDE2A	0.070207	0.04757	0.83631	0.70608	0.58216	0.1283	0.31281	0.67959	0.045364	0.31901	0.4124	0.47314	0.56381	0.055916	0.42775	0.12935	0.34737	0.025729	0.56769	0.57311	0.88448	0.4455	0.64421	0.45656	0.077915	0.22666	0.079817	0.030933	0.034653	0.025302	0.18693	0.039143	0.65605	0.12841	0.78347	0.28936	0.33545
Meth__cg24605304__KCNA5	0.84358	0.1417	0.79741	0.41292	0.18958	0.46833	0.79036	0.29977	0.056704	0.073681	0.84943	0.20694	0.46197	0.057227	0.4265	0.057898	0.087707	0.039106	0.22657	0.48611	0.14537	0.067872	0.57887	0.14826	0.083118	0.75799	0.076185	0.039089	0.05902	0.052355	0.17269	0.044253	0.8431	0.11531	0.45586	0.58381	0.14204
Meth__cg17965230__PRDM1	0.30836	0.010092	0.020654	0.01749	0.017489	0.01696	0.019714	0.021346	0.016469	0.019909	0.014974	0.014836	0.025078	0.011312	0.012665	0.010075	0.043869	0.010896	0.010971	0.011159	0.93755	0.013744	0.016485	0.01674	0.024533	0.31922	0.01668	0.011987	0.011493	0.013908	0.017361	0.013947	0.017729	0.049946	0.02019	0.01216	0.029187
Meth__cg11521325__FLJ32926	0.28701	0.051987	0.70159	0.5736	0.37893	0.16098	0.18985	0.79586	0.15842	0.24987	0.31047	0.60519	0.20071	0.12292	0.18714	0.57895	0.10666	0.082371	0.40238	0.40775	0.66196	0.49883	0.80626	0.145	0.079541	0.14745	0.12227	0.062955	0.1	0.072416	0.17326	0.044765	0.080756	0.44286	0.75243	0.18562	0.11095
Meth__cg15796978__LHCGR	0.57637	0.024732	0.078903	0.62387	0.29455	0.060987	0.23856	0.34672	0.04884	0.1063	0.2043	0.033712	0.11653	0.037076	0.080314	0.11071	0.035021	0.018135	0.43137	0.45456	0.88274	0.026562	0.87661	0.27887	0.046004	0.14026	0.042418	0.043928	0.20726	0.025202	0.29409	0.027255	0.030246	0.054501	0.40606	0.15229	0.090796
Meth__cg22635155__PDE2A	0.10923	0.025753	0.59972	0.53169	0.063058	0.094317	0.095215	0.61721	0.039166	0.049361	0.1882	0.24283	0.16117	0.03125	0.039754	0.057947	0.087966	0.032051	0.14789	0.38355	0.5399	0.078273	0.48543	0.072199	0.1398	0.22251	0.050883	0.037529	0.035857	0.042727	0.057519	0.035861	0.23448	0.063809	0.46124	0.065536	0.069313
Meth__cg24625128__JAM3	0.8354	0.028649	0.87466	0.85155	0.03143	0.84042	0.85774	0.87179	0.44317	0.87112	0.86533	0.78858	0.55181	0.44638	0.082508	0.04239	0.23052	0.030831	0.86209	0.86793	0.87348	0.043217	0.051828	0.84168	0.069298	0.82928	0.074876	0.046191	0.40546	0.037224	0.042003	0.67679	0.84962	0.81745	0.81743	0.26688	0.041667
Meth__cg16293105__SIGLEC6	0.4187	0.034205	0.32996	0.93176	0.32185	0.4548	0.63328	0.59114	0.032342	0.089019	0.17502	0.54456	0.12719	0.038674	0.051314	0.039196	0.072904	0.029508	0.63852	0.15759	0.050013	0.068343	0.5613	0.45048	0.10683	0.40489	0.055741	0.036006	0.036429	0.082418	0.36844	0.037284	0.71871	0.046106	0.40903	0.038821	0.046974
Meth__cg01761409__RAB38	0.78941	0.032149	0.82698	0.33481	0.2083	0.54841	0.42468	0.94792	0.027341	0.03725	0.6054	0.024677	0.8862	0.024061	0.1142	0.014703	0.18887	0.041156	0.096237	0.32918	0.89392	0.28043	0.041208	0.027005	0.044489	0.51521	0.051866	0.036478	0.016541	0.036345	0.30632	0.075711	0.45235	0.071111	0.093804	0.32541	0.15736
Meth__cg11389172__SLC18A3	0.96797	0.036608	0.9697	0.62869	0.035917	0.59167	0.7594	0.97049	0.030848	0.073454	0.96725	0.9659	0.93546	0.45131	0.03212	0.056989	0.10151	0.045148	0.94086	0.92193	0.57392	0.055168	0.97295	0.49338	0.089143	0.91664	0.092823	0.2888	0.11863	0.18628	0.55978	0.45445	0.90208	0.34564	0.93316	0.33849	0.065386
Meth__cg02798801__G10	0.41801	0.075058	0.49338	0.13728	0.13805	0.14399	0.1398	0.12704	0.12148	0.112	0.078297	0.15725	0.11683	0.14106	0.12089	0.1248	0.1335	0.10833	0.088541	0.14307	0.16141	0.55024	0.22814	0.34557	0.14257	0.16782	0.082333	0.10937	0.080054	0.13156	0.38373	0.12882	0.1054	0.20417	0.62432	0.099868	0.10347
Meth__cg01911082__CSMD3	0.14959	0.012962	0.23423	0.20964	0.021941	0.096183	0.7801	0.7405	0.02236	0.030032	0.17742	0.52549	0.34704	0.03002	0.31183	0.055433	0.053961	0.017936	0.057812	0.56524	0.62828	0.045229	0.23306	0.032069	0.076469	0.75204	0.027266	0.024689	0.25121	0.041607	0.52622	0.020007	0.068251	0.017906	0.15682	0.050972	0.021657
Meth__cg10801213__SLC7A3	0.32946	0.01362	0.58487	0.88977	0.48952	0.55393	0.85983	0.92535	0.49838	0.77307	0.40021	0.10289	0.58087	0.42226	0.25694	0.047514	0.040841	0.034477	0.44551	0.83402	0.029422	0.096578	0.94387	0.73964	0.020505	0.21773	0.090292	0.038684	0.022675	0.029746	0.83157	0.021526	0.026809	0.12644	0.87536	0.46814	0.85682
Meth__cg14348532__CALCA	0.73256	0.077792	0.80293	0.78627	0.34984	0.4948	0.83638	0.86675	0.081011	0.1136	0.92886	0.16052	0.77653	0.086717	0.62926	0.44458	0.16363	0.091196	0.8186	0.83855	0.13351	0.11455	0.11633	0.19091	0.089957	0.5477	0.067879	0.46949	0.16864	0.09146	0.39068	0.098361	0.28643	0.27233	0.93381	0.22243	0.28131
Meth__cg14920334__GALNT8	0.86622	0.031051	0.63968	0.89645	0.86855	0.048443	0.4768	0.62693	0.033079	0.41421	0.56163	0.54566	0.37789	0.15889	0.3405	0.60134	0.090739	0.047725	0.22875	0.36942	0.92175	0.048727	0.82671	0.8439	0.56727	0.58252	0.057886	0.14025	0.31975	0.028127	0.89818	0.028205	0.65404	0.13491	0.87436	0.27696	0.23724
Meth__cg04380513__ST8SIA4	0.085394	0.064055	0.3695	0.16334	0.051787	0.82358	0.13251	0.78353	0.080127	0.083188	0.54081	0.193	0.80181	0.12283	0.85949	0.068744	0.18922	0.066444	0.034411	0.1538	0.06856	0.06278	0.26421	0.82151	0.062651	0.82979	0.07677	0.053554	0.064144	0.63132	0.51033	0.076006	0.47339	0.79622	0.11014	0.10086	0.53336
Meth__cg16168311__APOA1BP	0.06511	0.022157	0.1571	0.14415	0.085667	0.073387	0.07233	0.88964	0.076569	0.17188	0.07316	0.11225	0.22703	0.074836	0.068097	0.093374	0.053693	0.023383	0.10088	0.13527	0.18989	0.16032	0.17885	0.1014	0.061848	0.078878	0.066501	0.047527	0.027192	0.029414	0.067247	0.029952	0.03515	0.061897	0.11223	0.041714	0.030127
Meth__cg13589108__FAM5B	0.037459	0.017425	0.68142	0.041757	0.15175	0.53422	0.91667	0.28683	0.026398	0.66225	0.87585	0.31053	0.90391	0.028506	0.040242	0.063808	0.074245	0.063991	0.75245	0.74069	0.56729	0.03957	0.050542	0.88877	0.058467	0.94294	0.035125	0.034404	0.022843	0.024807	0.71101	0.036963	0.83935	0.067968	0.038663	0.079297	0.053664
Meth__cg19403377__TMEM100	0.87205	0.094664	0.84501	0.78856	0.77704	0.20371	0.46617	0.901	0.17287	0.27825	0.25978	0.062813	0.80512	0.21568	0.33581	0.23041	0.54727	0.062448	0.054333	0.28625	0.87037	0.062871	0.44726	0.67378	0.11757	0.2951	0.11718	0.062909	0.088193	0.0549	0.84998	0.45313	0.57393	0.11334	0.086193	0.73487	0.71479
Meth__cg01471384__DKK2	0.038206	0.025074	0.39152	0.87201	0.27356	0.42722	0.83099	0.60886	0.026119	0.03863	0.58259	0.19359	0.84392	0.16751	0.39078	0.026231	0.053422	0.020086	0.23545	0.25312	0.82292	0.049857	0.26134	0.57317	0.115	0.49955	0.051541	0.02586	0.037982	0.58231	0.41957	0.073963	0.45388	0.044459	0.37507	0.30745	0.30235
Meth__cg27104271__SLCO2B1	0.20386	0.076145	0.21831	0.77247	0.45474	0.050422	0.21907	0.51522	0.077883	0.13397	0.16116	0.51634	0.26347	0.076741	0.20016	0.3351	0.10292	0.06229	0.2839	0.29975	0.76462	0.064062	0.55458	0.17712	0.14824	0.1048	0.10051	0.07606	0.064228	0.11198	0.34446	0.064931	0.079155	0.11944	0.29328	0.18993	0.17414
