Cell lines	600MPE	AU565	BT20	BT474	BT483	BT549	CAMA1	HCC1143	HCC1187	HCC1428	HCC1569	HCC1937	HCC1954	HCC202	HCC2185	HCC3153	HCC38	HCC70	HS578T	LY2	MCF7	MDAMB157	MDAMB231	MDAMB361	MDAMB415	MDAMB453	SKBR3	SUM1315MO2	SUM149PT	SUM159PT	SUM185PE	SUM52PE	T47D	UACC812	ZR751	ZR75B
Meth__cg07755653__STX11	0.048791	0.057977	0.057338	0.10877	0.0472	0.10663	0.26974	0.078205	0.028587	0.053004	0.16628	0.030475	0.32789	0.029807	0.039172	0.046533	0.084383	0.10424	0.08283	0.16159	0.04479	0.03828	0.094819	0.054182	0.069424	0.76314	0.05784	0.030268	0.10206	0.078057	0.058449	0.40354	0.054718	0.036262	0.061396	0.055434
Meth__cg11360768__WHSC1L1	0.050002	0.55344	0.44903	0.5035	0.023941	0.36653	0.067979	0.28254	0.018504	0.030744	0.38837	0.065316	0.48883	0.024194	0.029611	0.50577	0.38061	0.05169	0.31041	0.51022	0.49743	0.42611	0.038052	0.088754	0.042333	0.078436	0.092366	0.026236	0.044085	0.045497	0.018548	0.41559	0.081329	0.029903	0.033046	0.4011
Meth__cg15910208__KLK10	0.085643	0.055867	0.95581	0.50333	0.26313	0.51875	0.48264	0.037851	0.041635	0.08114	0.13663	0.039091	0.89495	0.09518	0.04103	0.61557	0.062531	0.072841	0.042038	0.87052	0.93067	0.66336	0.66981	0.5322	0.34834	0.9042	0.12569	0.062375	0.034558	0.050064	0.11345	0.94977	0.092333	0.4356	0.27874	0.068856
Meth__cg12085660__C19orf37	0.096612	0.11709	0.13806	0.11415	0.093653	0.57334	0.10625	0.076244	0.076229	0.10627	0.098595	0.071639	0.29165	0.1457	0.11125	0.098853	0.14697	0.15202	0.10774	0.092345	0.10739	0.11417	0.10033	0.12511	0.12177	0.106	0.10248	0.085	0.086536	0.089796	0.083283	0.079217	0.082914	0.092851	0.093213	0.088456
Meth__cg06994747__ADAMTS10	0.10111	0.23837	0.63445	0.14425	0.097217	0.080007	0.44607	0.074357	0.13854	0.083046	0.089396	0.073868	0.28615	0.76537	0.14802	0.10217	0.12019	0.13141	0.13437	0.18516	0.12418	0.14831	0.88686	0.5385	0.10562	0.46039	0.15561	0.077263	0.087157	0.077533	0.087679	0.76258	0.15024	0.088105	0.083813	0.10429
Meth__cg24127989__IMPDH1	0.036357	0.021158	0.066434	0.035781	0.040831	0.4554	0.02838	0.67278	0.86436	0.17844	0.082511	0.89264	0.31292	0.019537	0.6922	0.31138	0.043122	0.074263	0.24567	0.022575	0.095494	0.35118	0.42855	0.034043	0.049871	0.046959	0.030549	0.47524	0.022835	0.028658	0.018622	0.029738	0.048071	0.055723	0.037517	0.03191
Meth__cg09072120__PRTFDC1	0.030489	0.099081	0.97658	0.24235	0.027423	0.43821	0.035777	0.023486	0.025395	0.023401	0.015631	0.018981	0.47434	0.52713	0.026712	0.9682	0.017625	0.041123	0.024168	0.018265	0.025169	0.4064	0.045657	0.024964	0.035156	0.61808	0.19393	0.017412	0.47793	0.57239	0.11628	0.93793	0.030284	0.68579	0.28524	0.093138
Meth__cg19410841__NKAP	0.46515	0.044852	0.050691	0.054322	0.31844	0.04348	0.064924	0.34964	0.54869	0.047334	0.053301	0.12015	0.079932	0.045393	0.4729	0.27866	0.48458	0.11704	0.039815	0.043149	0.042003	0.048142	0.078546	0.061918	0.32644	0.3929	0.081878	0.50533	0.046241	0.48076	0.040336	0.17151	0.15562	0.54824	0.39378	0.049674
Meth__cg14386691__C14orf93	0.064684	0.042553	0.052657	0.82024	0.10319	0.11553	0.076731	0.074436	0.036293	0.055184	0.040595	0.22453	0.18444	0.83448	0.046861	0.26096	0.057361	0.17772	0.19234	0.055814	0.054882	0.055456	0.087509	0.4454	0.068606	0.099964	0.12535	0.051136	0.62992	0.071291	0.596	0.070903	0.092355	0.046638	0.62167	0.55745
Meth__cg18904346__LHX2	0.045991	0.042518	0.49017	0.30985	0.061259	0.52743	0.069851	0.066375	0.063764	0.051018	0.050399	0.14718	0.77206	0.66442	0.064795	0.28788	0.047077	0.081538	0.523	0.049679	0.053754	0.37648	0.81767	0.64056	0.089564	0.083749	0.055097	0.03755	0.058355	0.091568	0.058128	0.82138	0.076048	0.044433	0.10638	0.11121
Meth__cg20492121__GLUL	0.021101	0.53873	0.98104	0.80418	0.016658	0.74462	0.32771	0.030575	0.04505	0.018399	0.02754	0.42018	0.28587	0.24143	0.050493	0.96578	0.019003	0.075999	0.015908	0.28979	0.40015	0.55377	0.23423	0.50327	0.022887	0.052215	0.4074	0.037008	0.018017	0.045629	0.34044	0.041623	0.024375	0.02683	0.038313	0.16033
Meth__cg19616230__SLC34A2	0.02461	0.024371	0.98587	0.72833	0.077445	0.97804	0.98037	0.022479	0.022406	0.038494	0.67699	0.048933	0.9605	0.11989	0.027959	0.028431	0.020942	0.056934	0.92586	0.98642	0.97891	0.96329	0.97256	0.97791	0.06425	0.95503	0.062156	0.76716	0.028237	0.10612	0.16731	0.83767	0.95984	0.029669	0.6888	0.79203
Meth__cg03454353__ZFP37	0.62921	0.079996	0.24455	0.86992	0.041185	0.072726	0.67277	0.06032	0.098546	0.071613	0.063459	0.075107	0.4643	0.73365	0.06488	0.060075	0.050706	0.13999	0.074633	0.40744	0.37666	0.2108	0.4564	0.50394	0.071376	0.23802	0.11267	0.06572	0.2881	0.12442	0.079916	0.2556	0.074433	0.08356	0.59934	0.33526
Meth__cg21137823__PRKCZ	0.26808	0.057186	0.22216	0.26316	0.057365	0.95841	0.069993	0.11157	0.63563	0.23063	0.28428	0.21045	0.15574	0.036831	0.52548	0.030824	0.035256	0.036404	0.023111	0.056126	0.049195	0.045624	0.48588	0.070507	0.060093	0.1075	0.088788	0.10294	0.041261	0.037657	0.041039	0.036164	0.17245	0.037109	0.042193	0.042523
Meth__cg11012046__LOC89944	0.092025	0.10673	0.95062	0.96002	0.056236	0.95168	0.94637	0.16126	0.044142	0.068118	0.06874	0.12727	0.78643	0.050044	0.041185	0.63102	0.31705	0.13312	0.17867	0.051161	0.090909	0.68135	0.72551	0.73707	0.088615	0.92323	0.2105	0.11443	0.62475	0.055795	0.063412	0.070611	0.36169	0.058182	0.68622	0.064246
Meth__cg10245048__TNFRSF10A	0.05495	0.061891	0.077684	0.057781	0.039848	0.44423	0.071079	0.033004	0.041212	0.058477	0.050554	0.047024	0.11681	0.04186	0.047952	0.61982	0.048464	0.13701	0.071875	0.049466	0.059873	0.069318	0.093719	0.061353	0.066295	0.090141	0.14547	0.055459	0.040233	0.041128	0.056972	0.050737	0.059535	0.057366	0.044814	0.045251
Meth__cg17864730__ITGB8	0.048052	0.65607	0.47805	0.12863	0.037607	0.21752	0.33071	0.057494	0.02807	0.21529	0.0512	0.02898	0.14006	0.10718	0.043124	0.038309	0.029318	0.10732	0.025367	0.36216	0.075311	0.056008	0.4036	0.04875	0.060694	0.14054	0.18454	0.052867	0.027042	0.0899	0.090841	0.8504	0.068925	0.039135	0.14096	0.47354
Meth__cg19570545__PKP1	0.62836	0.83203	0.95786	0.03889	0.032925	0.93881	0.9171	0.024195	0.029035	0.62136	0.13447	0.059089	0.90623	0.72243	0.035143	0.9335	0.36394	0.20327	0.41051	0.45421	0.48315	0.88707	0.8308	0.049496	0.044626	0.17898	0.57577	0.1912	0.028645	0.90313	0.18446	0.94893	0.082968	0.49617	0.55034	0.94347
Meth__cg04880063__SFXN3	0.050362	0.47603	0.88617	0.57528	0.052925	0.34047	0.082453	0.048412	0.11519	0.057213	0.062293	0.20464	0.48195	0.07018	0.15981	0.38446	0.063528	0.074783	0.029924	0.1132	0.11232	0.14183	0.34229	0.13603	0.091298	0.42607	0.39456	0.030531	0.43567	0.099032	0.06425	0.12804	0.10191	0.046219	0.10504	0.057191
Meth__cg07636178__HIST1H3C	0.072693	0.04531	0.88453	0.046099	0.72535	0.61914	0.91582	0.93195	0.91973	0.89087	0.9009	0.043941	0.87195	0.019439	0.83472	0.043015	0.04331	0.18603	0.089543	0.92732	0.060813	0.056509	0.13671	0.61555	0.061767	0.14318	0.05319	0.90511	0.053449	0.078796	0.053097	0.8133	0.33053	0.88969	0.064498	0.065776
Meth__cg06055013__ATRNL1	0.083411	0.076548	0.8255	0.07345	0.067823	0.090813	0.1229	0.069482	0.052013	0.07386	0.32991	0.11155	0.31223	0.39725	0.071541	0.04508	0.080833	0.12275	0.56636	0.48094	0.22257	0.093793	0.51393	0.089732	0.12098	0.87821	0.12011	0.086954	0.5063	0.53823	0.047199	0.39314	0.1206	0.066349	0.094039	0.071279
Meth__cg16317961__MAPRE2	0.04852	0.052553	0.077016	0.048996	0.04845	0.051213	0.062478	0.02836	0.042995	0.044458	0.042302	0.066081	0.11744	0.32521	0.047003	0.045291	0.04108	0.10439	0.042381	0.15138	0.12977	0.055584	0.095627	0.061888	0.10083	0.31012	0.064455	0.058544	0.040803	0.046979	0.10978	0.32399	0.060932	0.042943	0.051819	0.052403
Meth__cg23093462__PARD3	0.054051	0.040814	0.074508	0.058071	0.038709	0.045997	0.051552	0.034412	0.040202	0.049368	0.050935	0.040438	0.31052	0.032506	0.045087	0.080559	0.042899	0.05989	0.049306	0.058364	0.057569	0.0462	0.091063	0.055162	0.047938	0.075433	0.079812	0.044921	0.048812	0.16068	0.053952	0.12289	0.093316	0.04172	0.046625	0.21469
Meth__cg08296824__OSBPL3	0.059198	0.072006	0.07041	0.38759	0.057762	0.054956	0.58115	0.053581	0.055152	0.059854	0.049535	0.03295	0.068639	0.27268	0.062568	0.053468	0.057462	0.096723	0.052325	0.63634	0.39058	0.060407	0.10572	0.068429	0.10274	0.10265	0.083671	0.051688	0.05802	0.06219	0.056839	0.056051	0.081385	0.067113	0.060543	0.065587
Meth__cg25283297__GNAS	0.21703	0.11224	0.90538	0.11785	0.091695	0.81152	0.13305	0.21661	0.098309	0.11739	0.16448	0.0896	0.41089	0.36374	0.12731	0.4903	0.5157	0.15834	0.19554	0.13158	0.32177	0.71118	0.9301	0.12912	0.15728	0.14191	0.15027	0.13977	0.16212	0.23268	0.097465	0.1735	0.17283	0.1113	0.72894	0.68758
Meth__cg19427610__WIF1	0.42098	0.042019	0.96737	0.49931	0.04754	0.93744	0.73269	0.39167	0.037131	0.046224	0.64442	0.33511	0.76213	0.035453	0.051003	0.95207	0.061769	0.095274	0.21467	0.58467	0.6568	0.53495	0.95829	0.33212	0.19251	0.94201	0.10636	0.042244	0.51929	0.18851	0.71212	0.96181	0.34743	0.044572	0.5056	0.56446
Meth__cg11719157__PITPNA	0.089367	0.080186	0.38627	0.08956	0.074867	0.70041	0.52573	0.17793	0.078278	0.096133	0.060399	0.29248	0.39681	0.15832	0.086928	0.69398	0.2571	0.098322	0.47428	0.34439	0.42686	0.31384	0.60882	0.68938	0.13756	0.13393	0.23229	0.24373	0.070171	0.13831	0.25919	0.57863	0.53847	0.12652	0.14663	0.43009
Meth__cg07818646__FLJ11712	0.02788	0.41041	0.97682	0.037417	0.036295	0.077322	0.033181	0.015987	0.043757	0.035387	0.037666	0.03229	0.14957	0.044208	0.043893	0.047935	0.031086	0.05234	0.030007	0.02528	0.040097	0.045949	0.15347	0.040121	0.09432	0.068501	0.10733	0.034856	0.034223	0.038588	0.083595	0.046584	0.1053	0.022799	0.076823	0.061178
Meth__cg07753583__LRRC61	0.061933	0.24376	0.069407	0.076771	0.045369	0.86105	0.063376	0.058662	0.040715	0.069167	0.071677	0.033169	0.5032	0.040639	0.047919	0.53293	0.063067	0.14303	0.44343	0.048157	0.062882	0.89269	0.39909	0.069845	0.46137	0.14899	0.18916	0.4939	0.50786	0.53519	0.53441	0.050322	0.088547	0.050179	0.051941	0.056229
Meth__cg10523019__RHBDD1	0.38741	0.29378	0.5372	0.17292	0.028289	0.035746	0.64707	0.053845	0.029574	0.047621	0.053765	0.12852	0.54156	0.026207	0.034104	0.29826	0.03446	0.078996	0.90812	0.030207	0.047841	0.43937	0.065069	0.65314	0.070616	0.073263	0.094858	0.027141	0.23809	0.89746	0.031237	0.40089	0.025887	0.034372	0.03106	0.3405
Meth__cg25438963__HIST1H3C	0.10732	0.081891	0.96349	0.10268	0.86425	0.74559	0.96155	0.97297	0.9736	0.96248	0.95404	0.17811	0.94271	0.075249	0.89066	0.074984	0.080867	0.17918	0.54997	0.97888	0.15078	0.11549	0.20395	0.76404	0.12764	0.17301	0.11851	0.9575	0.08784	0.22438	0.066102	0.87097	0.36428	0.95626	0.1223	0.14061
Meth__cg26453670__RNPC1	0.06653	0.027105	0.18348	0.13617	0.037411	0.35645	0.38496	0.058163	0.034193	0.07157	0.1171	0.13386	0.079888	0.058188	0.03924	0.047306	0.33551	0.12721	0.36145	0.079845	0.15419	0.12385	0.2793	0.21659	0.083501	0.33175	0.057477	0.034234	0.11894	0.41243	0.14179	0.04819	0.039404	0.053215	0.045784	0.033855
Meth__cg18644543__HMHA1	0.039363	0.29096	0.96673	0.16589	0.028711	0.92001	0.073734	0.082018	0.047917	0.051529	0.051523	0.26737	0.4757	0.052454	0.046441	0.90524	0.055734	0.050353	0.032903	0.91589	0.90362	0.95382	0.060338	0.068311	0.067152	0.34415	0.087646	0.12564	0.15813	0.17598	0.1955	0.79568	0.058307	0.050158	0.042628	0.037687
Meth__cg13346411__CCKBR	0.066818	0.14756	0.93932	0.15095	0.057127	0.73007	0.9136	0.62445	0.056807	0.078036	0.68153	0.17572	0.93559	0.090783	0.068286	0.17702	0.10921	0.21587	0.56685	0.93747	0.62304	0.18976	0.92842	0.1005	0.087456	0.93111	0.12328	0.083161	0.12615	0.29385	0.35715	0.61887	0.10122	0.095787	0.080483	0.089535
Meth__cg06690548__SLC7A11	0.88412	0.063771	0.12999	0.46673	0.7583	0.050909	0.16513	0.068711	0.94787	0.12478	0.22934	0.68912	0.10014	0.023278	0.82246	0.11721	0.03876	0.067405	0.046588	0.080929	0.067968	0.16922	0.085106	0.10005	0.13874	0.23146	0.11176	0.035643	0.4378	0.03106	0.22606	0.053379	0.17929	0.86589	0.59637	0.47044
Meth__cg15840658__APBA1	0.074204	0.080116	0.080893	0.057326	0.048096	0.60417	0.081125	0.093471	0.028194	0.041468	0.044829	0.038062	0.11331	0.031751	0.045738	0.046519	0.077648	0.074681	0.031839	0.037431	0.059179	0.066227	0.44059	0.066217	0.062682	0.11808	0.1106	0.037689	0.12387	0.049747	0.10303	0.093522	0.064953	0.042235	0.04335	0.05322
Meth__cg14399078__ADPRH	0.021306	0.019376	0.66046	0.15591	0.049031	0.89388	0.14486	0.017928	0.046956	0.022476	0.027276	0.013191	0.37649	0.068677	0.065515	0.356	0.015162	0.042003	0.21519	0.019403	0.019857	0.15497	0.514	0.087649	0.033454	0.75879	0.066649	0.16697	0.019144	0.25382	0.76221	0.47287	0.031775	0.030264	0.12705	0.64927
Meth__cg13311440__CD48	0.6998	0.062975	0.90914	0.80853	0.67899	0.076119	0.27632	0.9689	0.84289	0.36003	0.56439	0.83292	0.89302	0.028932	0.67026	0.45505	0.85646	0.080336	0.023366	0.66873	0.42286	0.075868	0.69136	0.17649	0.046959	0.077495	0.042389	0.84648	0.05504	0.030152	0.85118	0.18618	0.078351	0.7034	0.42955	0.50576
Meth__cg00164898__MAPK11	0.047565	0.3592	0.10422	0.082924	0.090096	0.052636	0.081587	0.043256	0.060949	0.069716	0.068483	0.066139	0.41898	0.057383	0.077398	0.43111	0.063467	0.071175	0.21935	0.078524	0.084333	0.2246	0.14588	0.12746	0.10361	0.20292	0.16849	0.088681	0.28097	0.081	0.26367	0.081592	0.14817	0.057129	0.052064	0.062842
Meth__cg01667702__TRAPPC1	0.056086	0.093665	0.067437	0.23535	0.12356	0.041146	0.096364	0.099384	0.42794	0.076868	0.14167	0.76621	0.082978	0.057922	0.26212	0.12527	0.053302	0.088277	0.05771	0.068763	0.049359	0.054223	0.051052	0.075316	0.065084	0.15968	0.082492	0.070067	0.11255	0.096967	0.059343	0.060585	0.20306	0.094997	0.082504	0.063562
Meth__cg17050972__HIST1H2AJ	0.034064	0.027551	0.028275	0.031363	0.43004	0.43368	0.029596	0.36636	0.25903	0.61253	0.66052	0.031193	0.057143	0.023757	0.21596	0.023529	0.026098	0.072549	0.36074	0.024938	0.032611	0.042363	0.39913	0.028882	0.074541	0.058768	0.02608	0.041316	0.022497	0.03817	0.14938	0.83846	0.1454	0.31741	0.049284	0.031452
Meth__cg00119079__LAMP3	0.28744	0.5045	0.11136	0.13135	0.56389	0.90101	0.88932	0.10649	0.067755	0.15789	0.4055	0.089097	0.19984	0.57947	0.074733	0.073881	0.20483	0.12892	0.31969	0.89854	0.55412	0.42137	0.58431	0.099018	0.079248	0.73079	0.30559	0.085762	0.32391	0.061996	0.29997	0.79494	0.060795	0.10261	0.43625	0.6593
Meth__cg08113913__CCDC74B	0.02689	0.022965	0.6695	0.28038	0.027704	0.02203	0.029084	0.027938	0.022922	0.036285	0.054578	0.037037	0.79148	0.10013	0.017859	0.043173	0.10534	0.043274	0.015091	0.052526	0.045897	0.732	0.070635	0.068063	0.023218	0.24274	0.031506	0.022849	0.022734	0.1387	0.37549	0.13481	0.071966	0.026947	0.17912	0.12801
Meth__cg27519424__HLCS	0.055185	0.05481	0.061242	0.061496	0.054626	0.040977	0.059021	0.040705	0.046705	0.061246	0.059412	0.087531	0.11281	0.10844	0.06022	0.4793	0.073148	0.40803	0.054459	0.04878	0.069465	0.049346	0.099624	0.10948	0.10246	0.11161	0.12014	0.062969	0.14227	0.085006	0.48331	0.093208	0.10939	0.047413	0.47712	0.44302
Meth__cg02854288__FHIT	0.072634	0.061897	0.081723	0.06852	0.056135	0.16638	0.055975	0.059663	0.061664	0.057463	0.053334	0.03789	0.17927	0.046348	0.064595	0.047255	0.12118	0.095371	0.079046	0.20832	0.064975	0.10348	0.11123	0.068869	0.10789	0.079872	0.084777	0.061742	0.067774	0.071365	0.059179	0.073696	0.068494	0.073866	0.060924	0.06024
Meth__cg07623294__ELAVL2	0.76984	0.023497	0.03817	0.76691	0.06047	0.029583	0.75205	0.39253	0.35184	0.42244	0.22432	0.57208	0.052815	0.013979	0.30141	0.032964	0.4	0.17369	0.071794	0.060714	0.22229	0.029475	0.357	0.0619	0.072806	0.12652	0.058166	0.26569	0.40747	0.031016	0.039129	0.064694	0.079397	0.055391	0.031217	0.022426
Meth__cg10534672__C1QTNF2	0.061676	0.096851	0.6213	0.5086	0.18475	0.22592	0.13058	0.064636	0.12626	0.088123	0.050768	0.086331	0.13523	0.044819	0.095345	0.17202	0.08149	0.095775	0.046934	0.2957	0.32636	0.0558	0.37114	0.54427	0.060905	0.13652	0.2526	0.032055	0.05539	0.065022	0.55461	0.18227	0.072027	0.046531	0.13108	0.74318
Meth__cg17575811__KCNQ1	0.06848	0.075751	0.45263	0.057205	0.058514	0.96987	0.69906	0.091917	0.049783	0.047461	0.079951	0.075059	0.092026	0.041128	0.045677	0.069432	0.077673	0.10493	0.050716	0.056836	0.054647	0.096316	0.70792	0.072102	0.27446	0.60485	0.09381	0.055252	0.066255	0.13915	0.047462	0.074325	0.058656	0.055435	0.558	0.59423
Meth__cg00445824__ISYNA1	0.097191	0.42488	0.084203	0.72755	0.092059	0.68815	0.076027	0.094179	0.090795	0.073036	0.060648	0.42156	0.32719	0.15507	0.067436	0.68889	0.13385	0.091971	0.91691	0.7722	0.44601	0.14335	0.95786	0.11505	0.098154	0.086121	0.099371	0.065374	0.09077	0.61628	0.29182	0.062677	0.13515	0.126	0.094522	0.10542
Meth__cg16494477__FGF18	0.1303	0.18521	0.85273	0.10723	0.076188	0.85947	0.11719	0.068153	0.087649	0.064764	0.84769	0.073322	0.29645	0.20069	0.11184	0.22304	0.081555	0.13694	0.58254	0.32553	0.14004	0.17032	0.62573	0.097333	0.095112	0.38683	0.13304	0.39465	0.087967	0.28563	0.21832	0.32411	0.10135	0.077839	0.39788	0.86842
Meth__cg11221265__SDHC	0.026522	0.020402	0.033886	0.032742	0.022857	0.024752	0.034476	0.023156	0.024188	0.036087	0.032121	0.02016	0.04643	0.018852	0.025064	0.027934	0.026692	0.064613	0.028136	0.02864	0.047406	0.043144	0.26647	0.051612	0.081537	0.039031	0.068996	0.023546	0.035436	0.032729	0.032415	0.028829	0.026788	0.035793	0.02559	0.030988
Meth__cg03382304__JAM2	0.56977	0.11025	0.91934	0.16237	0.071039	0.07466	0.18564	0.10518	0.060675	0.057379	0.10494	0.25439	0.67504	0.56875	0.052812	0.59138	0.069121	0.25462	0.067233	0.87613	0.60839	0.075878	0.82472	0.063233	0.13739	0.88875	0.12838	0.064303	0.063262	0.06407	0.20229	0.61349	0.069	0.068767	0.097137	0.23945
Meth__cg22155248__TAPBPL	0.073721	0.77379	0.65304	0.076622	0.075858	0.85085	0.42446	0.12346	0.084006	0.12219	0.083322	0.078253	0.76807	0.096331	0.089965	0.7318	0.086836	0.16227	0.075643	0.56588	0.12621	0.10953	0.14823	0.06617	0.17979	0.17348	0.62713	0.35593	0.28339	0.14587	0.10212	0.67116	0.19446	0.12456	0.32294	0.67451
Meth__cg05469695__CDC42EP3	0.032953	0.02782	0.048665	0.32122	0.17109	0.61619	0.057329	0.026398	0.027026	0.058729	0.23914	0.043869	0.079014	0.1903	0.038165	0.037294	0.071592	0.27384	0.65049	0.26277	0.65924	0.03577	0.058205	0.34612	0.082494	0.18092	0.057835	0.05307	0.031735	0.871	0.8147	0.021529	0.050599	0.035096	0.38487	0.24823
Meth__cg07461318__NTN4	0.044641	0.59691	0.081928	0.30213	0.24467	0.58879	0.066832	0.15807	0.031047	0.055126	0.13722	0.040486	0.074051	0.064924	0.048942	0.6683	0.037844	0.4478	0.37753	0.39607	0.29506	0.067907	0.10346	0.46881	0.052893	0.13429	0.12935	0.043843	0.033798	0.28683	0.43896	0.028788	0.087008	0.041892	0.4108	0.59311
Meth__cg04180868__PRTFDC1	0.2152	0.66246	0.9812	0.75201	0.62727	0.67395	0.7223	0.021316	0.054562	0.04091	0.038064	0.16847	0.979	0.65745	0.24831	0.97887	0.020739	0.018905	0.13488	0.72045	0.35416	0.95842	0.062908	0.24706	0.065208	0.67025	0.16152	0.020276	0.45526	0.87353	0.88539	0.98333	0.1066	0.77699	0.59484	0.68602
Meth__cg16689634__CYP4X1	0.070387	0.34942	0.90516	0.088826	0.050963	0.85139	0.67648	0.13259	0.054591	0.046244	0.33599	0.41945	0.86428	0.041144	0.057633	0.49694	0.38524	0.12218	0.052548	0.8637	0.89911	0.17075	0.7006	0.87605	0.089983	0.79832	0.096832	0.06817	0.049273	0.14902	0.51232	0.0523	0.13342	0.12545	0.58011	0.87703
Meth__cg20352798__ZP3	0.041083	0.046584	0.044064	0.59501	0.030289	0.83275	0.098987	0.041238	0.031168	0.030487	0.027579	0.03377	0.048712	0.01942	0.028495	0.066212	0.060017	0.043633	0.11667	0.028563	0.038779	0.36624	0.86693	0.73987	0.058699	0.9406	0.03493	0.031832	0.02944	0.10437	0.035733	0.041427	0.064449	0.057344	0.03553	0.030161
Meth__cg26710722__COL9A2	0.30374	0.68881	0.96846	0.063104	0.55785	0.98079	0.98091	0.45956	0.041366	0.040701	0.14564	0.24328	0.96588	0.56757	0.046935	0.97208	0.044682	0.080906	0.057524	0.95882	0.73149	0.041789	0.94125	0.7403	0.07084	0.416	0.37829	0.069152	0.031839	0.44281	0.28938	0.98226	0.11107	0.0476	0.55644	0.87074
Meth__cg24870391__CCL11	0.12551	0.040778	0.093056	0.51023	0.48589	0.04363	0.15461	0.77013	0.85676	0.29987	0.11842	0.53745	0.23622	0.053119	0.6471	0.24709	0.69726	0.052604	0.059547	0.042172	0.059054	0.68903	0.14744	0.03077	0.067527	0.13186	0.079057	0.21707	0.033424	0.053571	0.85129	0.82968	0.077492	0.2501	0.13241	0.064348
Meth__cg08169325__EPIM	0.032037	0.2094	0.86827	0.67567	0.10782	0.090965	0.29921	0.46134	0.084749	0.033635	0.060935	0.13096	0.85727	0.050494	0.085692	0.75057	0.047015	0.23645	0.11831	0.196	0.32591	0.079789	0.072428	0.31128	0.17272	0.20437	0.088386	0.025078	0.18069	0.049214	0.042541	0.8653	0.054553	0.084433	0.13306	0.51154
Meth__cg10976172__FLJ32130	0.067711	0.39355	0.089162	0.40618	0.070446	0.26048	0.085447	0.039815	0.069186	0.10064	0.072746	0.044512	0.091159	0.078028	0.068379	0.65397	0.066229	0.10352	0.069541	0.081479	0.076628	0.083136	0.14216	0.28396	0.1094	0.12958	0.32141	0.078314	0.074867	0.075602	0.061466	0.4666	0.27086	0.091542	0.079028	0.075554
Meth__cg26643856__HLA-DOA	0.48349	0.026974	0.86193	0.77737	0.66865	0.11739	0.48719	0.78748	0.50781	0.39578	0.31022	0.54815	0.36664	0.021483	0.38165	0.1627	0.68436	0.064687	0.017583	0.23163	0.24603	0.089259	0.11266	0.057215	0.035985	0.047282	0.037677	0.14938	0.054486	0.024564	0.71925	0.22557	0.10966	0.70781	0.39178	0.44354
Meth__cg16362133__SLC11A2	0.027498	0.1771	0.033552	0.7971	0.24287	0.95071	0.63632	0.023324	0.021617	0.87646	0.020496	0.087046	0.052816	0.54412	0.023573	0.43607	0.047009	0.042818	0.03777	0.35596	0.2661	0.036526	0.51949	0.66899	0.083719	0.24667	0.23933	0.018646	0.024305	0.11991	0.071937	0.015661	0.044488	0.023135	0.54277	0.85502
Meth__cg19536127__CALM2	0.044138	0.37518	0.38186	0.18825	0.11535	0.57727	0.33155	0.043256	0.098547	0.26655	0.043634	0.13318	0.27583	0.022058	0.11462	0.047747	0.061477	0.14342	0.071564	0.5396	0.21994	0.17266	0.11426	0.40692	0.11247	0.11696	0.10821	0.045451	0.048362	0.13552	0.52009	0.19923	0.13169	0.084024	0.26771	0.51663
Meth__cg16914151__RPP25	0.076823	0.67987	0.14441	0.75462	0.85499	0.97553	0.31786	0.063821	0.078673	0.043379	0.050299	0.40478	0.95242	0.12704	0.10666	0.9315	0.073549	0.14536	0.11653	0.47575	0.19309	0.76866	0.13404	0.67938	0.070219	0.16603	0.2433	0.094221	0.10988	0.062904	0.7907	0.29896	0.12988	0.091217	0.10057	0.18149
Meth__cg25139619__C13orf25	0.019106	0.042354	0.07103	0.073107	0.025767	0.078074	0.031044	0.018458	0.03044	0.035884	0.033489	0.037392	0.071638	0.023987	0.02755	0.025374	0.023036	0.062531	0.027027	0.073647	0.041848	0.033954	0.078529	0.035889	0.045541	0.16566	0.038171	0.025515	0.024442	0.025152	0.028374	0.072686	0.068543	0.019028	0.037688	0.03951
Meth__cg08433538__RALGPS1	0.059975	0.23773	0.60922	0.4369	0.10395	0.26388	0.18722	0.069998	0.057867	0.081662	0.34167	0.54302	0.59063	0.082839	0.060864	0.11063	0.25193	0.12325	0.055704	0.33082	0.079427	0.082172	0.50371	0.31297	0.14275	0.1186	0.13481	0.11001	0.092352	0.44863	0.45879	0.32237	0.079431	0.081982	0.26739	0.37394
Meth__cg05722918__SLC5A8	0.022874	0.021925	0.37707	0.051018	0.020795	0.89954	0.028789	0.085418	0.024601	0.023744	0.52983	0.031563	0.57039	0.4059	0.028135	0.63583	0.039381	0.069107	0.0199	0.065827	0.028848	0.042573	0.82647	0.026733	0.037381	0.91579	0.037399	0.025993	0.29685	0.027394	0.10586	0.27651	0.092552	0.027911	0.94653	0.9255
