Cell lines	600MPE	AU565	BT20	BT474	BT483	BT549	CAMA1	HCC1143	HCC1187	HCC1428	HCC1569	HCC1937	HCC1954	HCC2185	HCC3153	HCC38	HCC70	HS578T	LY2	MCF7	MDAMB157	MDAMB231	MDAMB361	MDAMB415	MDAMB453	SKBR3	SUM1315MO2	SUM149PT	SUM159PT	SUM185PE	SUM225CWN	SUM52PE	T47D	UACC812	ZR751	ZR75B
Meth__cg04988978__MPO	0.22319	0.15279	0.89324	0.94875	0.88641	0.045052	0.49393	0.9499	0.58423	0.58808	0.28235	0.29921	0.4644	0.42909	0.3385	0.30499	0.050767	0.021859	0.88315	0.86643	0.048729	0.03138	0.69626	0.057034	0.13084	0.10184	0.07716	0.04234	0.033101	0.55932	0.11651	0.2642	0.16176	0.93591	0.60265	0.57142
Meth__cg14155397__MAP2K1	0.053619	0.10931	0.17725	0.1188	0.12907	0.087287	0.15272	0.11472	0.39572	0.31177	0.15773	0.49887	0.17995	0.31423	0.091616	0.097158	0.14968	0.073953	0.40952	0.17973	0.11425	0.21249	0.28972	0.13512	0.13247	0.13423	0.035628	0.11336	0.10094	0.57081	0.072681	0.043958	0.21988	0.07379	0.059137	0.10914
Meth__cg01291404__COL2A1	0.081493	0.15459	0.92233	0.93204	0.30616	0.10595	0.92735	0.79695	0.045342	0.057023	0.89028	0.18829	0.87122	0.2674	0.90402	0.053724	0.072964	0.055054	0.88822	0.92679	0.85096	0.52725	0.93935	0.042038	0.89654	0.040686	0.03849	0.047091	0.092295	0.87231	0.13703	0.9164	0.90042	0.92748	0.058944	0.8341
Meth__cg09950034__BIRC4	0.45768	0.035608	0.082277	0.091891	0.36208	0.060091	0.086676	0.2485	0.087219	0.089569	0.090909	0.080301	0.14248	0.086819	0.20779	0.48122	0.11603	0.094726	0.065637	0.060105	0.071344	0.12033	0.10017	0.30361	0.36224	0.17839	0.49174	0.0915	0.49552	0.094547	0.036795	0.17446	0.12789	0.53643	0.41205	0.10109
Meth__cg17827767__LRRC21	0.62183	0.17726	0.838	0.94227	0.8664	0.077655	0.63996	0.83861	0.58386	0.17983	0.91993	0.31077	0.12921	0.4265	0.52902	0.9078	0.082295	0.03775	0.66707	0.75731	0.061509	0.064497	0.32436	0.047016	0.41783	0.094905	0.32277	0.05735	0.042791	0.52179	0.045438	0.13488	0.044926	0.77008	0.33146	0.42426
Meth__cg02121427__LRRC15	0.17036	0.058151	0.54648	0.62453	0.32408	0.072343	0.51388	0.66406	0.093584	0.23917	0.29768	0.72387	0.25263	0.074922	0.31442	0.65481	0.13715	0.040348	0.24688	0.50145	0.67776	0.24183	0.67445	0.068844	0.10749	0.064115	0.17112	0.068451	0.06156	0.3169	0.063455	0.13669	0.16599	0.53201	0.20882	0.16868
Meth__cg22236626__NENF	0.22257	0.30091	0.27115	0.35799	0.24187	0.058542	0.21265	0.08292	0.27278	0.067422	0.14517	0.25499	0.18132	0.27653	0.053082	0.083964	0.078217	0.053142	0.31833	0.24923	0.28133	0.12854	0.43432	0.20123	0.60199	0.31808	0.05671	0.04379	0.065193	0.78376	0.18605	0.092236	0.13397	0.062585	0.13679	0.14564
Meth__cg07826255__SGCA	0.12084	0.13586	0.18578	0.37489	0.133	0.32957	0.1215	0.43688	0.2815	0.11288	0.22782	0.43508	0.18446	0.20495	0.14602	0.096187	0.19176	0.087977	0.18765	0.11497	0.38558	0.093098	0.12479	0.09612	0.23299	0.20104	0.044899	0.08299	0.08604	0.13116	0.14792	0.15485	0.12377	0.10367	0.080553	0.062261
Meth__cg02442161__PI3	0.32468	0.096427	0.88013	0.66586	0.77922	0.15441	0.24791	0.9045	0.88475	0.19391	0.71446	0.15133	0.14944	0.74246	0.70569	0.8853	0.13598	0.076814	0.50398	0.44377	0.3291	0.16976	0.17444	0.083333	0.48438	0.14345	0.10697	0.085726	0.13616	0.89446	0.071355	0.62516	0.11379	0.7537	0.52654	0.48671
Meth__cg11750883__C1orf42	0.061083	0.088196	0.15833	0.86399	0.86154	0.045044	0.47467	0.36491	0.33394	0.057285	0.085989	0.29986	0.38859	0.27132	0.19799	0.54137	0.038171	0.030706	0.28622	0.44599	0.036812	0.52964	0.35409	0.051879	0.29964	0.15614	0.1032	0.042677	0.042767	0.88709	0.068602	0.17283	0.53361	0.74146	0.51908	0.53096
Meth__cg24235037__PLA2R1	0.051185	0.065314	0.90049	0.54041	0.39166	0.85746	0.56885	0.090614	0.90856	0.10517	0.082674	0.70156	0.70222	0.61221	0.11175	0.32282	0.22498	0.034365	0.42916	0.29996	0.4802	0.085371	0.15931	0.086062	0.80737	0.087006	0.05199	0.043469	0.056282	0.74765	0.29373	0.6006	0.11513	0.064154	0.058304	0.12464
Meth__cg09204187__FLJ14346	0.28527	0.33077	0.85601	0.79095	0.32857	0.051261	0.11141	0.043721	0.52666	0.56877	0.032864	0.78793	0.20076	0.5149	0.075583	0.058749	0.099806	0.23236	0.55673	0.33261	0.59085	0.06706	0.40741	0.11229	0.30048	0.49272	0.032698	0.039689	0.060331	0.74909	0.45811	0.036196	0.25966	0.62732	0.11231	0.042977
Meth__cg13105904__KIAA0323	0.034363	0.5995	0.60217	0.66933	0.29985	0.3006	0.73007	0.039745	0.086225	0.046025	0.1433	0.9823	0.12455	0.094396	0.089692	0.031106	0.059468	0.027165	0.24102	0.24729	0.4372	0.61908	0.097744	0.056026	0.17293	0.61291	0.027183	0.069535	0.20185	0.02412	0.076352	0.035584	0.11106	0.89605	0.26075	0.14801
Meth__cg02237119__WBSCR27	0.079581	0.098979	0.25433	0.29833	0.11318	0.65562	0.20857	0.061874	0.7111	0.13405	0.11677	0.53299	0.38777	0.66452	0.11975	0.067718	0.074277	0.17208	0.4447	0.37427	0.42609	0.14058	0.25371	0.086914	0.086967	0.17078	0.043724	0.084316	0.065748	0.18571	0.061764	0.061316	0.07289	0.089165	0.059934	0.060017
Meth__cg13079099__LENG9	0.06386	0.063436	0.067901	0.55981	0.067534	0.039791	0.087789	0.13031	0.038198	0.090822	0.051568	0.066179	0.10136	0.045064	0.25189	0.47491	0.064798	0.033387	0.076653	0.11074	0.36591	0.083508	0.13122	0.069746	0.074596	0.10832	0.087696	0.036214	0.040015	0.50637	0.036086	0.029008	0.11455	0.072104	0.042091	0.07312
Meth__cg22956483__IGF2	0.085362	0.039229	0.47481	0.42583	0.2577	0.64768	0.45575	0.83901	0.04672	0.060473	0.55822	0.17406	0.43208	0.055069	0.20541	0.12735	0.092169	0.051638	0.87331	0.70527	0.88837	0.59533	0.72477	0.10134	0.56355	0.076923	0.053354	0.072295	0.05571	0.3154	0.049607	0.15718	0.15451	0.62337	0.0559	0.11066
Meth__cg12728032__ELF5	0.099195	0.044628	0.25314	0.055069	0.11541	0.20075	0.091379	0.12335	0.06333	0.063429	0.1445	0.073974	0.39871	0.054822	0.11003	0.69142	0.3814	0.085784	0.077253	0.081201	0.57474	0.35253	0.078688	0.39324	0.35557	0.065063	0.12293	0.1659	0.21163	0.067462	0.048534	0.48637	0.083481	0.051311	0.15539	0.091433
Meth__cg22730042__U2AF1	0.047018	0.11678	0.62929	0.29748	0.056743	0.43435	0.26004	0.22398	0.55252	0.25337	0.09058	0.1437	0.47195	0.46082	0.046425	0.044035	0.10059	0.034808	0.32263	0.3211	0.26094	0.3598	0.69475	0.10365	0.13457	0.24077	0.021885	0.036531	0.061717	0.34751	0.054941	0.075587	0.17675	0.053785	0.08075	0.044657
Meth__cg06777274__ME2	0.05548	0.079919	0.12008	0.17786	0.17367	0.050628	0.1184	0.093204	0.047711	0.077168	0.048356	0.070268	0.075102	0.053227	0.058787	0.062069	0.099777	0.047872	0.09915	0.087223	0.067185	0.12939	0.16707	0.10133	0.097755	0.27123	0.054252	0.046292	0.04584	0.5111	0.39787	0.059403	0.10523	0.059986	0.050919	0.078329
Meth__cg19326876__ATP10A	0.075105	0.39586	0.93174	0.92511	0.6768	0.64617	0.92422	0.531	0.10144	0.15412	0.42273	0.050346	0.24828	0.10292	0.56987	0.15598	0.16521	0.041021	0.92499	0.92184	0.56219	0.44042	0.87584	0.081671	0.87249	0.15692	0.038537	0.36495	0.2327	0.030015	0.032174	0.032235	0.077351	0.65121	0.15746	0.48111
Meth__cg04676561__HIST1H1B	0.035154	0.027563	0.034891	0.025208	0.021397	0.58376	0.028695	0.067159	0.025102	0.029739	0.057326	0.025297	0.20094	0.0223	0.025122	0.027626	0.046262	0.6868	0.031796	0.027831	0.03775	0.67203	0.02995	0.068061	0.046363	0.060666	0.73727	0.023444	0.93407	0.020448	0.024812	0.26243	0.029156	0.034807	0.032583	0.04034
Meth__cg04907664__EFNB1	0.63907	0.058216	0.1134	0.0849	0.10734	0.079575	0.086454	0.14717	0.12896	0.078851	0.082574	0.082721	0.20193	0.21266	0.087755	0.26562	0.38383	0.094908	0.077857	0.080553	0.39725	0.20652	0.091478	0.42187	0.56368	0.39671	0.56413	0.080024	0.59983	0.11967	0.054894	0.394	0.12702	0.51091	0.16534	0.075655
Meth__cg21718857__DLL3	0.095756	0.064282	0.53879	0.4325	0.055503	0.82983	0.31782	0.66594	0.10571	0.17752	0.45187	0.40472	0.86782	0.11011	0.62206	0.46862	0.10943	0.057998	0.89548	0.83339	0.89509	0.70485	0.307	0.083809	0.89211	0.085102	0.058203	0.074854	0.056349	0.13141	0.055341	0.1539	0.20992	0.058428	0.072162	0.18987
Meth__cg15146752__EPHA2	0.032391	0.074348	0.051232	0.1159	0.94551	0.048921	0.31998	0.054266	0.30754	0.8883	0.051848	0.072361	0.04535	0.26859	0.038475	0.031713	0.44245	0.026241	0.51802	0.46098	0.037639	0.14589	0.084067	0.10813	0.14188	0.11894	0.032378	0.022	0.02751	0.17507	0.031301	0.030308	0.40559	0.74714	0.26615	0.63111
Meth__cg14795305__SMARCD3	0.08119	0.15706	0.72663	0.87412	0.034363	0.5663	0.68426	0.81642	0.062984	0.068247	0.41143	0.58568	0.40233	0.054725	0.19293	0.1814	0.054374	0.052589	0.78699	0.29981	0.16619	0.41845	0.4801	0.081142	0.13013	0.077265	0.056176	0.043293	0.073262	0.2699	0.065708	0.26432	0.15913	0.076974	0.085488	0.16132
Meth__cg27105123__EPS8L1	0.079082	0.075669	0.072073	0.12635	0.31401	0.21162	0.16603	0.088651	0.085681	0.086475	0.23354	0.07665	0.11025	0.10215	0.082024	0.078121	0.068357	0.065123	0.16574	0.34384	0.12306	0.13519	0.35503	0.089682	0.21085	0.12836	0.10593	0.063355	0.054517	0.24018	0.051404	0.057191	0.10549	0.082349	0.11896	0.091702
Meth__cg11316784__NSD1	0.043442	0.059824	0.53614	0.060506	0.045549	0.55549	0.061369	0.099003	0.043981	0.043598	0.3151	0.1897	0.21759	0.046249	0.10439	0.17857	0.056172	0.059161	0.031715	0.068033	0.58279	0.60528	0.044745	0.078297	0.1116	0.10608	0.035054	0.027386	0.034862	0.6874	0.037178	0.042076	0.069287	0.046529	0.037363	0.06229
Meth__cg02490034__MEST	0.91046	0.020071	0.41802	0.36808	0.1682	0.94264	0.61667	0.41917	0.59036	0.050876	0.96047	0.35486	0.88477	0.46239	0.95376	0.044961	0.91548	0.75198	0.026468	0.041906	0.94508	0.45716	0.076163	0.20426	0.088871	0.033684	0.96191	0.95949	0.50715	0.74798	0.025973	0.94739	0.90226	0.4295	0.18821	0.10297
Meth__cg26062370__MGC18079	0.054504	0.039553	0.072787	0.28971	0.72183	0.10456	0.33595	0.089323	0.023665	0.40525	0.13475	0.097205	0.11007	0.029559	0.13256	0.16195	0.043174	0.042495	0.25438	0.5172	0.058054	0.075795	0.41767	0.046365	0.16781	0.049087	0.025462	0.03648	0.038493	0.083785	0.02766	0.053014	0.050269	0.26956	0.16686	0.24837
Meth__cg20797766__PRSS27	0.051354	0.071979	0.051667	0.23743	0.11662	0.053177	0.51569	0.063866	0.11939	0.33229	0.048387	0.050987	0.1294	0.10135	0.090562	0.049602	0.07847	0.048181	0.2359	0.29862	0.053939	0.058605	0.44299	0.084003	0.2447	0.061582	0.043534	0.032722	0.048449	0.24227	0.046654	0.045551	0.11572	0.045258	0.042974	0.046119
Meth__cg14290291__FLJ14346	0.33255	0.31131	0.85103	0.7444	0.29044	0.058838	0.16883	0.067331	0.58199	0.58522	0.043189	0.93611	0.16594	0.55084	0.10055	0.068959	0.11206	0.27938	0.59682	0.41146	0.64319	0.12643	0.44022	0.13236	0.32494	0.43768	0.048229	0.056747	0.070885	0.77447	0.46164	0.048553	0.26317	0.81094	0.12102	0.051987
Meth__cg17880859__RBBP7	0.019529	0.026886	0.037634	0.020551	0.54211	0.020805	0.033709	0.029645	0.032852	0.020611	0.027507	0.033512	0.036361	0.037323	0.019806	0.031177	0.062695	0.016466	0.026708	0.026432	0.021115	0.041002	0.024099	0.021095	0.47658	0.79368	0.01426	0.022574	0.015394	0.024049	0.030707	0.020633	0.12093	0.027505	0.022873	0.030568
Meth__cg21461100__NOVA2	0.49888	0.043598	0.099233	0.72342	0.73686	0.1135	0.62535	0.63344	0.69667	0.13822	0.68707	0.90328	0.48958	0.49791	0.069988	0.72109	0.12001	0.047675	0.59849	0.4514	0.18539	0.51285	0.61911	0.07596	0.93352	0.047793	0.072615	0.23463	0.05024	0.32483	0.099295	0.04111	0.22909	0.81057	0.11399	0.067463
Meth__cg16504798__MYO1F	0.12611	0.71845	0.23167	0.15791	0.17267	0.51247	0.346	0.80888	0.035861	0.092889	0.15055	0.60817	0.52796	0.042292	0.30949	0.2557	0.089912	0.034403	0.63331	0.6592	0.748	0.46723	0.64124	0.14556	0.34618	0.4146	0.035864	0.041952	0.068864	0.76835	0.072989	0.62575	0.15933	0.35566	0.15913	0.28355
Meth__cg12984356__MAN2A2	0.064879	0.10579	0.065517	0.21084	0.18788	0.15038	0.18736	0.039325	0.12741	0.23878	0.128	0.3152	0.4074	0.11713	0.17632	0.070319	0.10677	0.071006	0.12907	0.083804	0.54611	0.18952	0.070505	0.077392	0.11561	0.2459	0.061926	0.066053	0.093851	0.065317	0.27912	0.043992	0.098265	0.18827	0.058543	0.073477
Meth__cg21048669__CLEC3A	0.093943	0.089799	0.79296	0.84643	0.70142	0.061777	0.22711	0.70398	0.55405	0.060834	0.46853	0.14683	0.58893	0.56168	0.40469	0.066755	0.10523	0.047759	0.61249	0.6677	0.099845	0.23344	0.66192	0.0785	0.85456	0.12074	0.055411	0.047162	0.06382	0.86158	0.15108	0.43597	0.084867	0.36296	0.57713	0.90691
Meth__cg04113075__RAB32	0.053698	0.87631	0.54298	0.85183	0.28611	0.032325	0.37334	0.096895	0.11476	0.19062	0.04241	0.90267	0.098502	0.45574	0.067214	0.03266	0.22914	0.042817	0.90535	0.87327	0.071883	0.074934	0.92307	0.095051	0.87632	0.48891	0.051784	0.039953	0.038506	0.51878	0.25471	0.043306	0.13049	0.063168	0.57425	0.33256
Meth__cg22994720__CHRDL2	0.080503	0.016126	0.87902	0.69408	0.54129	0.63981	0.67678	0.93712	0.058125	0.91175	0.89279	0.68426	0.68472	0.056969	0.1182	0.21361	0.044082	0.016661	0.6529	0.74426	0.75802	0.6894	0.26619	0.039024	0.72558	0.045866	0.053155	0.32541	0.03223	0.12265	0.027473	0.2685	0.13316	0.90012	0.5842	0.3511
Meth__cg03682712__LOXL1	0.03711	0.86147	0.66632	0.96079	0.15588	0.64798	0.45174	0.37769	0.016943	0.42287	0.97455	0.93219	0.96323	0.55751	0.92425	0.048716	0.23543	0.017503	0.97393	0.94536	0.83834	0.06389	0.76966	0.015635	0.94502	0.55574	0.73774	0.015294	0.018367	0.017339	0.090509	0.014119	0.21174	0.8518	0.26296	0.73375
Meth__cg21301148__MYH6	0.25285	0.067911	0.43361	0.66915	0.5794	0.097872	0.1594	0.42115	0.26879	0.10687	0.1401	0.47904	0.17801	0.21766	0.12395	0.12595	0.14001	0.05153	0.45672	0.42952	0.13033	0.1189	0.22132	0.1219	0.15657	0.11702	0.091789	0.075246	0.068529	0.34337	0.09646	0.10355	0.3033	0.61074	0.14644	0.14626
Meth__cg17810944__GDAP1L1	0.10796	0.06367	0.43739	0.41314	0.68567	0.13108	0.24583	0.25189	0.37983	0.076903	0.56053	0.48191	0.4434	0.35691	0.16275	0.23208	0.056075	0.053352	0.77191	0.77211	0.33543	0.23197	0.14306	0.049433	0.33554	0.053729	0.12154	0.054475	0.051502	0.76697	0.033517	0.278	0.060679	0.087869	0.16069	0.1689
Meth__cg20687462__MGC10992	0.04341	0.43271	0.44285	0.38962	0.26924	0.044443	0.60754	0.11165	0.13342	0.12126	0.045978	0.081111	0.24402	0.11977	0.052105	0.094618	0.090676	0.042912	0.15926	0.14505	0.045117	0.17909	0.10649	0.06484	0.1298	0.34711	0.037402	0.034253	0.16211	0.23952	0.10287	0.054853	0.050926	0.16206	0.049506	0.082395
Meth__cg19391527__PNOC	0.14887	0.048461	0.60205	0.73781	0.35488	0.035851	0.19948	0.89399	0.39724	0.443	0.1034	0.45685	0.56831	0.26554	0.22403	0.11284	0.19048	0.033827	0.26792	0.19855	0.31237	0.11577	0.16356	0.076018	0.11121	0.082147	0.045763	0.049613	0.045843	0.2461	0.11617	0.10822	0.1407	0.16497	0.07463	0.065023
SNP__FHIT	0.008	-0.512	-0.843	-0.527	-0.136	-1.144	-0.552	-0.124	-0.233	-3.014	-0.436	-0.429	-0.127	-0.262	-1.066	-0.422	-0.748	0.159	-0.429	-0.566	-0.69	-0.584	-0.186	-1.065	-0.058	-0.613	-0.183	0.859	0.017	-0.265	-0.361	0.266	-0.31	-0.272	-0.059	-0.371
Meth__cg04280480__PPARA	0.072396	0.16059	0.09332	0.16131	0.031032	0.037632	0.39253	0.1055	0.055901	0.03377	0.080602	0.035783	0.068855	0.035448	0.036945	0.05133	0.090192	0.021912	0.026337	0.074867	0.063174	0.080328	0.76936	0.028444	0.86933	0.068991	0.029113	0.021686	0.021127	0.025026	0.017336	0.023378	0.085417	0.051012	0.030553	0.041038
Meth__cg09936839__SIRT6	0.4611	0.14561	0.19984	0.75587	0.72704	0.22475	0.65842	0.11625	0.83689	0.5993	0.13774	0.33164	0.1198	0.76517	0.13492	0.079099	0.25263	0.054514	0.83669	0.70172	0.12066	0.1536	0.83229	0.14132	0.16855	0.72798	0.15635	0.082003	0.059466	0.85906	0.11853	0.13338	0.43134	0.54018	0.31904	0.45669
Meth__cg06637893__C16orf48	0.21008	0.76789	0.40316	0.83007	0.14203	0.56719	0.20603	0.51336	0.91211	0.67248	0.93503	0.26362	0.4846	0.62562	0.52631	0.49265	0.068762	0.13773	0.74805	0.72663	0.46503	0.53457	0.074915	0.18371	0.10079	0.42195	0.047046	0.043434	0.35463	0.097807	0.083021	0.14454	0.090778	0.051441	0.053897	0.041848
Meth__cg15767406__ZNF660	0.3189	0.025519	0.12177	0.36896	0.088942	0.24494	0.39771	0.74056	0.29137	0.31861	0.20859	0.61261	0.10127	0.16211	0.10692	0.2686	0.047011	0.059615	0.079303	0.083052	0.15034	0.0735	0.11215	0.10796	0.21966	0.099441	0.039278	0.067362	0.04159	0.2061	0.032359	0.10284	0.12645	0.37365	0.053632	0.065649
Meth__cg11527279__TTLL11	0.60589	0.39373	0.9193	0.88603	0.60158	0.1396	0.35073	0.50903	0.79589	0.75274	0.067986	0.92988	0.32002	0.65749	0.11881	0.041094	0.53723	0.066648	0.62725	0.82351	0.19044	0.64167	0.80894	0.14068	0.83384	0.12257	0.039739	0.22721	0.066839	0.3443	0.83724	0.096254	0.094692	0.52582	0.20752	0.15472
Meth__cg20556988__CCL1	0.22301	0.10363	0.80332	0.86943	0.91506	0.12832	0.3516	0.86421	0.87835	0.8092	0.28518	0.20489	0.52466	0.79765	0.66566	0.82564	0.1375	0.087537	0.70304	0.56219	0.62403	0.10272	0.38444	0.10582	0.16156	0.2081	0.089774	0.079579	0.14031	0.84206	0.1263	0.67479	0.080253	0.86596	0.45911	0.62481
Meth__cg06425868__C20orf161	0.061243	0.093625	0.52379	0.73806	0.26179	0.075227	0.66436	0.25412	0.060541	0.23259	0.039248	0.79683	0.2084	0.10096	0.32625	0.13755	0.20777	0.028925	0.63907	0.36824	0.14113	0.57281	0.70736	0.091738	0.1029	0.35968	0.091902	0.057076	0.11392	0.45646	0.1888	0.031242	0.063793	0.048263	0.54071	0.6613
Meth__cg12682367__FLJ46358	0.069225	0.16463	0.89624	0.92268	0.87381	0.56699	0.36627	0.94254	0.026941	0.48171	0.52543	0.61677	0.45153	0.045334	0.23518	0.81529	0.10648	0.022893	0.85437	0.89224	0.45095	0.19472	0.78013	0.029859	0.34485	0.14735	0.31335	0.5688	0.03021	0.73717	0.061537	0.13388	0.26906	0.91733	0.62944	0.37437
Meth__cg04195127__WFDC1	0.081364	0.060436	0.70986	0.62937	0.75313	0.039273	0.36285	0.95425	0.032723	0.34888	0.91084	0.26098	0.78577	0.031148	0.76046	0.046368	0.037198	0.026183	0.40485	0.58624	0.56949	0.080925	0.18602	0.04999	0.062592	0.14335	0.027295	0.028976	0.03284	0.49539	0.032372	0.08684	0.074656	0.92969	0.08101	0.06488
Meth__cg15059932__ZNF236	0.047264	0.083048	0.12879	0.13553	0.065486	0.10218	0.24948	0.20961	0.10647	0.43131	0.045928	0.1696	0.14243	0.11868	0.10743	0.055572	0.19885	0.0345	0.05346	0.12551	0.06506	0.15588	0.17875	0.16451	0.15736	0.20181	0.036931	0.041201	0.041692	0.50725	0.23416	0.063609	0.14843	0.050176	0.039194	0.043115
Meth__cg01663968__CTSZ	0.05678	0.042954	0.035347	0.061075	0.73201	0.67571	0.059328	0.31116	0.73933	0.36671	0.78695	0.056506	0.10379	0.57354	0.65803	0.035074	0.11067	0.053656	0.94142	0.91087	0.49429	0.072266	0.064281	0.057491	0.28843	0.07678	0.057934	0.026953	0.039768	0.56736	0.040289	0.030465	0.082728	0.042172	0.077066	0.05692
Meth__cg19096540__MGC13017	0.056106	0.09422	0.089946	0.75392	0.1712	0.54554	0.1658	0.065441	0.58328	0.18323	0.16179	0.15491	0.15358	0.49781	0.23624	0.079016	0.16417	0.056289	0.23029	0.18468	0.77549	0.13354	0.23991	0.090784	0.15538	0.11773	0.040395	0.052558	0.45048	0.38987	0.28713	0.083627	0.13418	0.38938	0.1709	0.13319
Meth__cg21369988__C1QDC1	0.044456	0.23669	0.079098	0.12029	0.14383	0.030742	0.38932	0.061289	0.17391	0.0813	0.037972	0.03588	0.10675	0.178	0.053622	0.026423	0.053324	0.027127	0.30151	0.08673	0.069789	0.046174	0.17543	0.079219	0.10091	0.1078	0.02977	0.025953	0.029478	0.35209	0.083681	0.042539	0.097103	0.060634	0.20935	0.27486
Meth__cg23029193__FLJ39155	0.14869	0.041264	0.54127	0.58479	0.30973	0.36013	0.71662	0.28395	0.30684	0.089672	0.56365	0.21963	0.55599	0.33232	0.47916	0.060385	0.11625	0.041774	0.62809	0.77559	0.67241	0.68809	0.49864	0.072701	0.57628	0.082112	0.12062	0.058442	0.082808	0.26665	0.06504	0.090561	0.048415	0.08476	0.21914	0.31202
Meth__cg21184011__NHN1	0.066344	0.057953	0.089654	0.31231	0.099532	0.1792	0.071799	0.089994	0.10667	0.12671	0.062333	0.22209	0.12497	0.12087	0.09128	0.064478	0.084854	0.063426	0.067576	0.078022	0.1287	0.21579	0.10731	0.15028	0.093316	0.10898	0.06383	0.064124	0.05977	0.26133	0.077287	0.060949	0.071203	0.49177	0.064361	0.070993
Meth__cg02344238__FKSG44	0.031426	0.036987	0.058614	0.069926	0.028273	0.10054	0.056704	0.05295	0.014801	0.20069	0.033401	0.46667	0.058137	0.03005	0.021103	0.030553	0.046579	0.017458	0.073778	0.038264	0.054464	0.054417	0.062238	0.027583	0.078742	0.067968	0.024291	0.025306	0.022798	0.031432	0.020927	0.036739	0.042035	0.025934	0.030716	0.040518
Meth__cg01693157__TUBA1	0.0377	0.092783	0.040224	0.24189	0.11641	0.26008	0.082781	0.03313	0.35281	0.13273	0.92063	0.028921	0.060434	0.29433	0.89874	0.046532	0.0551	0.049885	0.31413	0.53949	0.84001	0.45373	0.43452	0.063276	0.066035	0.14184	0.39729	0.029925	0.033393	0.043679	0.028411	0.032658	0.0747	0.097414	0.037607	0.039504
Meth__cg06140118__DUS2L	0.061879	0.082239	0.22675	0.082619	0.013725	0.10919	0.070421	0.078329	0.031085	0.020331	0.075576	0.14134	0.049102	0.043455	0.023871	0.068101	0.10309	0.023367	0.027243	0.087989	0.049681	0.75138	0.079615	0.02682	0.094455	0.050039	0.017383	0.014264	0.018072	0.019035	0.023506	0.025918	0.17691	0.027198	0.022344	0.032914
Meth__cg22030890__RAB32	0.057047	0.81149	0.55005	0.55013	0.039784	0.041009	0.090378	0.079357	0.059856	0.060819	0.052632	0.60053	0.072913	0.52951	0.056297	0.043906	0.1071	0.032244	0.88171	0.57619	0.053152	0.072861	0.8904	0.069883	0.82222	0.23708	0.046651	0.041716	0.034558	0.16095	0.093624	0.032869	0.075657	0.050461	0.44775	0.18687
Meth__cg24355091__PSARL	0.033504	0.022216	0.47487	0.40931	0.24701	0.41862	0.21692	0.43313	0.083028	0.13843	0.055614	0.15176	0.097395	0.088421	0.034563	0.039491	0.2161	0.026068	0.10688	0.38323	0.046136	0.16853	0.062457	0.10672	0.2836	0.049066	0.030163	0.043296	0.055014	0.1935	0.2817	0.053828	0.088499	0.25689	0.13736	0.16383
Meth__cg17431739__MSRB2	0.056942	0.01582	0.20257	0.47379	0.17768	0.60431	0.22932	0.70358	0.55454	0.045317	0.048957	0.0768	0.34385	0.39012	0.15695	0.063376	0.06134	0.019322	0.15425	0.04476	0.03178	0.079749	0.2362	0.04014	0.382	0.031194	0.027249	0.019876	0.025074	0.16309	0.03137	0.05348	0.083512	0.022659	0.13886	0.1464
Meth__cg12022621__LAX1	0.55507	0.053922	0.75786	0.72904	0.68955	0.21567	0.23262	0.85927	0.28624	0.060584	0.44002	0.87858	0.24957	0.25669	0.37301	0.43306	0.17233	0.045094	0.45105	0.66091	0.40309	0.15431	0.34435	0.075868	0.15989	0.076314	0.040784	0.058088	0.065385	0.51814	0.051656	0.12454	0.13661	0.75167	0.39242	0.17796
Meth__cg07158339__FXN	0.10376	0.14657	0.47926	0.44118	0.13705	0.10409	0.45611	0.82871	0.13688	0.16437	0.10883	0.50919	0.35349	0.11981	0.19838	0.4138	0.08179	0.21145	0.34596	0.20932	0.073143	0.32491	0.21433	0.14535	0.27323	0.2651	0.05895	0.061714	0.075778	0.47563	0.069087	0.18273	0.13959	0.078249	0.084704	0.15442
Meth__cg11161417__SPACA3	0.43819	0.050059	0.49989	0.74198	0.7493	0.066199	0.15774	0.10031	0.27516	0.078735	0.4521	0.22549	0.37659	0.18119	0.13956	0.082687	0.075898	0.040048	0.57146	0.51375	0.056901	0.10209	0.12348	0.065276	0.11639	0.087799	0.037772	0.05	0.029491	0.64354	0.040537	0.083333	0.03902	0.58537	0.10791	0.14323
Meth__cg16483466__C20orf186	0.070602	0.10622	0.74986	0.83777	0.76428	0.093485	0.82287	0.71903	0.090885	0.31955	0.67535	0.21546	0.55822	0.071456	0.29009	0.29107	0.10503	0.034638	0.81447	0.76478	0.46011	0.1422	0.41891	0.054725	0.46815	0.047715	0.025155	0.033825	0.032169	0.7509	0.081879	0.90172	0.18517	0.68765	0.25767	0.24062
Meth__cg25349574__CAMTA2	0.027368	0.038519	0.95151	0.97074	0.67435	0.73646	0.95529	0.39664	0.028401	0.96317	0.035538	0.79364	0.89923	0.041233	0.174	0.023524	0.57214	0.014739	0.68457	0.5019	0.28549	0.95589	0.94659	0.036207	0.12894	0.082437	0.02829	0.024185	0.037719	0.67138	0.69601	0.40802	0.082553	0.03318	0.050074	0.38837
