Cell lines	600MPE	AU565	BT20	BT474	BT483	BT549	CAMA1	HCC1143	HCC1187	HCC1428	HCC1569	HCC1937	HCC1954	HCC2185	HCC3153	HCC38	HCC70	HS578T	LY2	MCF7	MDAMB134VI	MDAMB157	MDAMB175VII	MDAMB231	MDAMB361	MDAMB415	MDAMB453	SUM1315MO2	SUM149PT	SUM159PT	SUM225CWN	SUM52PE	T47D	UACC812	ZR751	ZR75B
Meth__cg25499099__TNK1	0.032652	0.027856	0.031586	0.037242	0.035071	0.76598	0.049258	0.05389	0.035219	0.044526	0.031275	0.0359	0.077447	0.037565	0.040279	0.038973	0.13487	0.040545	0.045809	0.033799	0.052589	0.6178	0.030299	0.31613	0.03894	0.06104	0.082882	0.14134	0.02446	0.046693	0.030605	0.02888	0.043149	0.043687	0.037916	0.045772
Meth__cg26984624__ANK1	0.72454	0.14228	0.94657	0.8964	0.59302	0.045531	0.67315	0.044042	0.043899	0.27614	0.67073	0.57932	0.6893	0.038511	0.56536	0.028233	0.12773	0.016962	0.81274	0.78704	0.64746	0.032421	0.85492	0.016895	0.66505	0.029362	0.57752	0.02516	0.17414	0.022058	0.6967	0.60568	0.47102	0.63726	0.63654	0.47847
Meth__cg14106308__VEPH1	0.061824	0.065457	0.061062	0.058663	0.04718	0.74006	0.072702	0.056818	0.076747	0.061267	0.043381	0.054619	0.11765	0.075559	0.047875	0.05251	0.19318	0.91641	0.048847	0.045283	0.91523	0.12974	0.049184	0.10675	0.063835	0.066592	0.11284	0.32904	0.049154	0.51594	0.052735	0.070133	0.1633	0.07505	0.064521	0.059159
Meth__cg09226684__KLK10	0.57287	0.087975	0.20367	0.2924	0.10584	0.38722	0.10052	0.17463	0.11063	0.10219	0.86567	0.72887	0.12721	0.12949	0.12659	0.27874	0.10526	0.2206	0.095399	0.12513	0.63634	0.098083	0.36703	0.29566	0.11556	0.18784	0.56308	0.11019	0.11508	0.09317	0.11836	0.11587	0.11765	0.088704	0.1027	0.086381
Meth__cg03020597__SLITRK2	0.50341	0.056474	0.37811	0.56643	0.060145	0.77923	0.66144	0.89596	0.075009	0.031888	0.81417	0.60906	0.11995	0.062595	0.23094	0.16237	0.079552	0.095371	0.10374	0.10885	0.17735	0.042315	0.37363	0.21287	0.069131	0.13872	0.11129	0.18795	0.051107	0.31985	0.055982	0.094702	0.18059	0.040392	0.098337	0.205
Meth__cg19836808__S100A7	0.1007	0.029239	0.30429	0.48766	0.15662	0.024322	0.056017	0.12422	0.041285	0.045372	0.036956	0.30175	0.20595	0.062784	0.058962	0.052161	0.038943	0.023663	0.15252	0.14406	0.64004	0.025433	0.60467	0.044653	0.036059	0.03812	0.056404	0.071793	0.026687	0.022527	0.030231	0.10463	0.075774	0.035816	0.062023	0.10381
Meth__cg00718513__	0.28091	0.04774	0.13012	0.12325	0.38122	0.046487	0.06697	0.11187	0.48577	0.12091	0.13058	0.11412	0.085273	0.31714	0.075766	0.044891	0.059576	0.092951	0.066601	0.064197	0.054758	0.054758	0.21622	0.10417	0.12465	0.13973	0.10309	0.041052	0.062521	0.064757	0.034645	0.060901	0.18206	0.17159	0.11628	0.099275
Meth__cg10305797__UNQ467	0.83815	0.081272	0.89444	0.90325	0.80811	0.095983	0.77086	0.82757	0.026652	0.74507	0.3895	0.85683	0.84607	0.040603	0.51905	0.46435	0.035297	0.02241	0.80646	0.84126	0.90815	0.16025	0.91508	0.10595	0.70273	0.10881	0.2242	0.26242	0.23914	0.037441	0.082409	0.69137	0.36993	0.85738	0.4162	0.70979
Meth__cg22473973__BNIP3	0.12549	0.20176	0.26754	0.1853	0.10752	0.1145	0.15135	0.2115	0.12306	0.15059	0.1984	0.70193	0.29365	0.13608	0.12415	0.10587	0.16978	0.046742	0.10075	0.1081	0.14297	0.13545	0.18735	0.16151	0.16259	0.096684	0.13824	0.12015	0.25523	0.90446	0.26876	0.1282	0.32983	0.11758	0.14227	0.17623
Meth__cg06942445__TRO	0.77156	0.020993	0.93832	0.79459	0.46917	0.024242	0.61942	0.97017	0.65652	0.022255	0.90812	0.46907	0.49731	0.61062	0.045223	0.016652	0.033725	0.021661	0.34638	0.27617	0.80398	0.17253	0.95049	0.10563	0.48717	0.025773	0.59232	0.038526	0.030809	0.040236	0.029373	0.35709	0.028722	0.80816	0.39825	0.19701
Meth__cg00297600__UNC5D	0.72702	0.060237	0.3032	0.57631	0.11579	0.050434	0.22151	0.14484	0.083493	0.1738	0.72172	0.29756	0.30926	0.085266	0.43668	0.1033	0.44154	0.074699	0.093264	0.15118	0.86948	0.10039	0.73269	0.16797	0.082288	0.25187	0.59551	0.12311	0.54848	0.14501	0.55537	0.65194	0.57143	0.15661	0.26251	0.29273
Meth__cg16679837__AR	0.57277	0.57541	0.86871	0.15558	0.35369	0.10693	0.13149	0.95871	0.079368	0.10335	0.59387	0.94991	0.22349	0.094144	0.40453	0.12901	0.16487	0.086297	0.094722	0.14253	0.4844	0.13246	0.49497	0.94446	0.15535	0.10087	0.54663	0.049315	0.16789	0.10979	0.060483	0.7558	0.22991	0.42525	0.19222	0.13487
Meth__cg18680834__ZNF536	0.10782	0.10304	0.696	0.7974	0.56837	0.067696	0.25166	0.42894	0.042033	0.063217	0.12259	0.32469	0.092779	0.048415	0.085848	0.16835	0.065373	0.052953	0.43089	0.32644	0.1383	0.16823	0.25713	0.18838	0.10484	0.10896	0.22837	0.050429	0.052874	0.087908	0.041556	0.1595	0.24203	0.83542	0.096552	0.086406
Meth__cg02168291__CDH13	0.80182	0.10518	0.77297	0.77721	0.50704	0.77059	0.24662	0.93195	0.06427	0.084976	0.12063	0.83067	0.62766	0.071013	0.30828	0.085621	0.08024	0.25261	0.26226	0.15825	0.2241	0.53333	0.90436	0.66994	0.22847	0.11167	0.16795	0.067965	0.24111	0.16166	0.10705	0.17943	0.13801	0.75109	0.23887	0.2317
Meth__cg01367992__LY9	0.65231	0.10224	0.88502	0.78368	0.84833	0.054197	0.22222	0.87381	0.80121	0.59528	0.14243	0.70392	0.7408	0.64792	0.273	0.28136	0.31074	0.062479	0.69667	0.65197	0.10938	0.088208	0.87144	0.23035	0.49133	0.10144	0.16802	0.073003	0.1322	0.078379	0.13141	0.19425	0.12087	0.66262	0.42857	0.20834
Meth__cg07173760__CLC	0.85294	0.074468	0.8818	0.86159	0.72466	0.16355	0.55666	0.8167	0.069154	0.80985	0.75884	0.38393	0.65886	0.095068	0.57006	0.49753	0.13051	0.080074	0.52379	0.47237	0.8362	0.16694	0.77631	0.21042	0.26306	0.16993	0.20637	0.084687	0.090962	0.073798	0.068363	0.63343	0.20498	0.61305	0.50033	0.36769
Meth__cg19421752__SLC6A18	0.27382	0.016742	0.31091	0.56107	0.15219	0.063318	0.16637	0.39659	0.03004	0.033522	0.11488	0.48348	0.26336	0.02816	0.093166	0.57447	0.066081	0.029934	0.18047	0.36169	0.044358	0.26478	0.82287	0.10736	0.043941	0.031042	0.10925	0.042168	0.030271	0.024366	0.023371	0.048863	0.056188	0.24922	0.068784	0.0607
Meth__cg07443748__CESK1	0.88322	0.12393	0.65753	0.84947	0.55211	0.052044	0.71624	0.48532	0.16396	0.61206	0.69543	0.14883	0.098286	0.20245	0.44559	0.60145	0.02948	0.031988	0.83568	0.83665	0.04405	0.1331	0.92652	0.03965	0.64572	0.079212	0.11724	0.078189	0.045546	0.11852	0.15757	0.16906	0.18858	0.45057	0.61666	0.75867
Meth__cg11435943__SERPINB12	0.77236	0.24573	0.79466	0.78713	0.23176	0.16466	0.38161	0.90562	0.83846	0.069951	0.71287	0.59789	0.80716	0.81433	0.79753	0.56648	0.78634	0.061008	0.064836	0.0921	0.077073	0.12015	0.89067	0.089528	0.13956	0.14836	0.085134	0.064237	0.85702	0.40448	0.53471	0.059529	0.1136	0.062909	0.36422	0.21775
Meth__cg14696820__LCE1A	0.78181	0.054517	0.65093	0.80997	0.81211	0.070148	0.52188	0.52887	0.48598	0.34674	0.20579	0.60197	0.56735	0.40042	0.12982	0.48675	0.073207	0.032323	0.38814	0.58376	0.17347	0.051905	0.71334	0.10847	0.63104	0.14728	0.30099	0.061383	0.055471	0.047187	0.060401	0.41672	0.28441	0.71889	0.53258	0.65508
Meth__cg14450605__NCOA4	0.088623	0.080627	0.086337	0.070506	0.051857	0.05133	0.096679	0.031966	0.93708	0.071217	0.060436	0.032932	0.16815	0.81264	0.052843	0.057856	0.20699	0.081241	0.064277	0.068956	0.058281	0.079779	0.047185	0.10696	0.068262	0.058136	0.084721	0.079543	0.062723	0.092243	0.055462	0.075565	0.076487	0.74135	0.20595	0.10821
Meth__cg07102705__HTR4	0.43928	0.015076	0.97587	0.69156	0.66315	0.54811	0.71804	0.97699	0.018113	0.76283	0.63935	0.93674	0.53858	0.13335	0.039791	0.31391	0.030165	0.024775	0.22476	0.51853	0.3596	0.33336	0.56007	0.77642	0.26399	0.020838	0.76264	0.71436	0.037525	0.04354	0.061746	0.68262	0.25524	0.021938	0.52498	0.19737
Meth__cg01429391__MYH7	0.90615	0.042018	0.87377	0.92595	0.82942	0.098121	0.71005	0.96181	0.8513	0.34268	0.54614	0.49982	0.67129	0.48602	0.4831	0.90027	0.086409	0.043077	0.81125	0.79407	0.65941	0.10386	0.90933	0.095178	0.28337	0.049523	0.10853	0.051614	0.051043	0.046768	0.042762	0.16497	0.18444	0.88966	0.36538	0.52142
Meth__cg17665193__GAD2	0.071861	0.026383	0.062581	0.69791	0.92351	0.087782	0.12247	0.17209	0.026378	0.037637	0.40791	0.24193	0.13045	0.030383	0.29381	0.13089	0.025253	0.021925	0.098021	0.11009	0.062576	0.074403	0.45551	0.083913	0.46901	0.1006	0.079766	0.028264	0.17379	0.028125	0.040145	0.034806	0.074791	0.034062	0.037087	0.071497
Meth__cg14874121__HSD17B4	0.029531	0.12827	0.97834	0.026734	0.02021	0.020423	0.026181	0.97285	0.026466	0.024634	0.97692	0.038117	0.97235	0.025605	0.025127	0.01952	0.059661	0.023995	0.022842	0.026231	0.020612	0.028978	0.34774	0.042852	0.038868	0.040808	0.064499	0.023755	0.024679	0.023313	0.35227	0.02157	0.070815	0.024668	0.54333	0.025682
Meth__cg05248470__LILRB2	0.13792	0.087989	0.78941	0.21685	0.12485	0.089618	0.086574	0.42037	0.17512	0.16332	0.70101	0.82781	0.19884	0.17433	0.39305	0.10091	0.11056	0.11323	0.4556	0.20103	0.09686	0.096626	0.61092	0.16109	0.083826	0.11096	0.20338	0.080366	0.092964	0.08793	0.068098	0.19848	0.15541	0.45647	0.11325	0.12027
Meth__cg24169915__FLJ25773	0.64716	0.3067	0.89717	0.90013	0.72196	0.10961	0.76007	0.93744	0.0473	0.34452	0.16177	0.81847	0.76824	0.15716	0.66714	0.36979	0.2059	0.14894	0.11579	0.20054	0.83729	0.060137	0.89993	0.16116	0.61052	0.12139	0.4293	0.045735	0.075524	0.07638	0.15022	0.44296	0.081175	0.12833	0.47635	0.29058
Meth__cg24130043__ZNF197	0.037681	0.043548	0.1245	0.53424	0.057586	0.031716	0.050139	0.92907	0.053711	0.055191	0.41337	0.078235	0.61931	0.057106	0.04246	0.039985	0.098345	0.027779	0.165	0.14452	0.038566	0.055329	0.19011	0.060887	0.046864	0.099143	0.089291	0.036033	0.038844	0.033737	0.28905	0.03514	0.14978	0.038902	0.42765	0.54838
Meth__cg25843439__OR10H3	0.87048	0.035321	0.23176	0.81629	0.36092	0.045064	0.4136	0.16733	0.033583	0.051634	0.15096	0.053454	0.30997	0.032676	0.056381	0.038646	0.054831	0.035517	0.084145	0.15222	0.94387	0.054236	0.92452	0.053471	0.053347	0.1028	0.073627	0.037414	0.055036	0.050711	0.054204	0.35718	0.095166	0.44472	0.13687	0.058646
Meth__cg15916061__SLC17A4	0.93751	0.040364	0.94685	0.79654	0.61731	0.046051	0.65625	0.9271	0.61079	0.063713	0.32011	0.96488	0.59154	0.54641	0.38316	0.86038	0.047103	0.028122	0.15792	0.29984	0.91708	0.076727	0.9574	0.105	0.14114	0.048554	0.079029	0.038541	0.80307	0.040784	0.028986	0.34599	0.12568	0.81219	0.55076	0.37641
Meth__cg11726593__IMPA1	0.43298	0.03894	0.92209	0.82356	0.50668	0.33685	0.042209	0.7904	0.76239	0.50204	0.56189	0.45207	0.2373	0.5849	0.14347	0.11205	0.25258	0.37837	0.52689	0.31829	0.51882	0.10711	0.55706	0.12149	0.39156	0.11418	0.75873	0.043647	0.049511	0.058703	0.72797	0.40705	0.036789	0.31585	0.84287	0.3216
Meth__cg06256735__MFAP5	0.36047	0.054363	0.77162	0.83534	0.47908	0.054447	0.40666	0.75335	0.80821	0.52194	0.69524	0.39655	0.63729	0.59187	0.28157	0.83392	0.12696	0.090909	0.23179	0.1657	0.8784	0.092885	0.84331	0.065745	0.21824	0.24171	0.19701	0.058668	0.20204	0.19564	0.058917	0.29616	0.29286	0.1269	0.34018	0.17583
Meth__cg03833566__C3orf54	0.043084	0.11105	0.44035	0.18784	0.099402	0.04031	0.062308	0.18359	0.04747	0.046009	0.19285	0.43026	0.2877	0.052809	0.068475	0.052316	0.063111	0.020417	0.056458	0.067547	0.049021	0.057669	0.090364	0.049247	0.050609	0.1122	0.10631	0.034413	0.030034	0.032115	0.048422	0.50368	0.16487	0.052772	0.22369	0.078997
Meth__cg12891678__SPRR2D	0.65597	0.064647	0.48641	0.80788	0.76616	0.065692	0.48435	0.8479	0.47539	0.23086	0.10097	0.69092	0.71983	0.4421	0.082306	0.37615	0.2323	0.045983	0.12304	0.15548	0.066439	0.061841	0.81388	0.096209	0.23465	0.13097	0.22566	0.059724	0.065415	0.32025	0.07916	0.31478	0.087678	0.54661	0.51812	0.56668
Meth__cg10708793__LGP2	0.042488	0.36863	0.043506	0.04641	0.036354	0.50574	0.031193	0.066507	0.037514	0.37997	0.38723	0.030818	0.43719	0.048272	0.87251	0.038136	0.2201	0.04127	0.87859	0.87556	0.044707	0.29872	0.039625	0.35133	0.35544	0.064786	0.28787	0.034011	0.037654	0.029871	0.024352	0.54054	0.032598	0.06946	0.43211	0.86165
Meth__cg19391527__PNOC	0.14887	0.048461	0.60205	0.73781	0.35488	0.035851	0.19948	0.89399	0.39724	0.443	0.1034	0.45685	0.56831	0.26554	0.22403	0.11284	0.19048	0.033827	0.26792	0.19855	0.60304	0.31237	0.88826	0.11577	0.16356	0.076018	0.11121	0.045763	0.049613	0.045843	0.11617	0.10822	0.1407	0.16497	0.07463	0.065023
Meth__cg11009736__MARCO	0.7946	0.15517	0.83338	0.86937	0.814	0.099822	0.37041	0.84742	0.87405	0.27409	0.26577	0.78835	0.65143	0.68289	0.80658	0.4041	0.55806	0.1399	0.16317	0.32106	0.10693	0.14039	0.85223	0.092022	0.15352	0.13977	0.17827	0.099169	0.21964	0.26835	0.12164	0.21133	0.17632	0.81256	0.39554	0.26786
Meth__cg19771589__ZIM2	0.36327	0.05994	0.77752	0.16632	0.28085	0.44696	0.36423	0.76194	0.22725	0.7456	0.66277	0.37352	0.18157	0.15575	0.083465	0.37528	0.17178	0.079118	0.38462	0.2047	0.35056	0.047995	0.26382	0.3785	0.26255	0.11129	0.59242	0.22268	0.27418	0.099429	0.17523	0.15074	0.44266	0.063294	0.096485	0.091481
Meth__cg10530733__GPR173	0.37395	0.016204	0.82153	0.37138	0.1511	0.061402	0.07803	0.073673	0.10949	0.28679	0.44534	0.72474	0.17302	0.078097	0.22199	0.031623	0.03888	0.023633	0.12636	0.13418	0.28393	0.043981	0.7125	0.26934	0.17103	0.030452	0.16755	0.037207	0.018375	0.025166	0.027359	0.21285	0.041553	0.19587	0.030858	0.030772
Meth__cg16098981__C20orf39	0.93383	0.049778	0.92823	0.1066	0.20465	0.92638	0.28716	0.7094	0.16107	0.26281	0.91523	0.90905	0.8715	0.14211	0.089095	0.17456	0.082899	0.48487	0.062318	0.075775	0.77274	0.36276	0.90963	0.86515	0.61572	0.277	0.8099	0.30144	0.13973	0.1838	0.25788	0.90207	0.84405	0.056569	0.30928	0.067088
Meth__cg17561435__BMPER	0.53784	0.2462	0.87641	0.19042	0.55397	0.047735	0.099031	0.13012	0.057437	0.18885	0.23283	0.17551	0.67478	0.066488	0.060558	0.077382	0.10191	0.052129	0.38963	0.36161	0.079599	0.055996	0.48071	0.21108	0.076494	0.1237	0.86731	0.054751	0.051981	0.18621	0.058797	0.66539	0.475	0.18678	0.063465	0.075046
Meth__cg03856450__SFXN5	0.031828	0.038538	0.6236	0.040788	0.029185	0.028568	0.039699	0.03162	0.03149	0.027524	0.046099	0.041928	0.042895	0.028015	0.033517	0.023304	0.035936	0.027051	0.031162	0.031513	0.030032	0.035897	0.034716	0.04044	0.031673	0.056048	0.042243	0.0236	0.021449	0.028492	0.033502	0.023096	0.12618	0.037555	0.031115	0.030906
Meth__cg01667702__TRAPPC1	0.056086	0.093665	0.067437	0.23535	0.12356	0.041146	0.096364	0.099384	0.42794	0.076868	0.14167	0.76621	0.082978	0.26212	0.12527	0.053302	0.088277	0.05771	0.068763	0.049359	0.10977	0.054223	0.12843	0.051052	0.075316	0.065084	0.15968	0.070067	0.11255	0.096967	0.098483	0.060585	0.20306	0.094997	0.082504	0.063562
Meth__cg23179168__FAM84B	0.045961	0.04251	0.053992	0.044558	0.034309	0.3948	0.056449	0.044218	0.060173	0.046786	0.041767	0.034587	0.11587	0.048688	0.040546	0.086241	0.096045	0.5008	0.041813	0.045894	0.047791	0.075573	0.036965	0.11135	0.047187	0.070112	0.063822	0.052871	0.036899	0.04994	0.033691	0.036983	0.074685	0.041521	0.044617	0.045206
Meth__cg03116740__TSPAN4	0.52596	0.054164	0.954	0.35727	0.23486	0.067196	0.1216	0.75145	0.087696	0.79234	0.19238	0.93274	0.48034	0.077995	0.29067	0.8141	0.34996	0.083568	0.54717	0.26178	0.76212	0.5413	0.92022	0.10642	0.19002	0.34503	0.08901	0.053814	0.58429	0.043843	0.12275	0.031339	0.12987	0.46743	0.087192	0.07744
Meth__cg09837943__ZIM2	0.66324	0.064601	0.25069	0.34218	0.87892	0.23367	0.6952	0.53941	0.078779	0.087402	0.7686	0.73891	0.12215	0.10136	0.78077	0.26018	0.11506	0.052262	0.083826	0.1392	0.8381	0.17949	0.70836	0.15335	0.073446	0.097	0.32727	0.65414	0.13955	0.066224	0.082815	0.66171	0.13566	0.82494	0.083886	0.067368
Meth__cg22709192__HOXC11	0.75197	0.97801	0.017964	0.02203	0.55598	0.7157	0.60361	0.026282	0.86234	0.98739	0.022775	0.02242	0.033697	0.70241	0.9863	0.022079	0.029904	0.017934	0.96966	0.98188	0.98979	0.36631	0.030304	0.83912	0.017826	0.82961	0.02853	0.7034	0.022017	0.65672	0.019083	0.016283	0.020539	0.25055	0.037874	0.48101
Meth__cg22392708__KRT23	0.024786	0.038491	0.030611	0.17123	0.023522	0.45849	0.081562	0.045942	0.030812	0.036546	0.023584	0.020674	0.051049	0.022387	0.025693	0.20847	0.043478	0.37792	0.052018	0.12336	0.027832	0.13119	0.01986	0.61525	0.042807	0.099681	0.07181	0.10829	0.026421	0.42352	0.031114	0.02314	0.041389	0.033175	0.077757	0.037554
Meth__cg14121103__ABHD5	0.034707	0.034528	0.045757	0.034476	0.026123	0.39797	0.042893	0.024902	0.035443	0.035998	0.037645	0.035703	0.10238	0.0414	0.033978	0.029695	0.088493	0.34699	0.038793	0.037005	0.036085	0.11743	0.031714	0.089527	0.037904	0.070165	0.064463	0.052827	0.032538	0.12121	0.034565	0.043043	0.047186	0.041141	0.035261	0.035456
Meth__cg04613080__CNGA2	0.20487	0.17886	0.67015	0.66553	0.31069	0.036866	0.7406	0.095196	0.046271	0.064355	0.25565	0.31176	0.66937	0.11452	0.10808	0.049558	0.11153	0.12957	0.080781	0.081519	0.073769	0.043565	0.62961	0.13107	0.11193	0.087894	0.62233	0.073978	0.045331	0.064363	0.06333	0.064976	0.35079	0.5678	0.32198	0.41522
Meth__cg07658718__CDK5R1	0.12705	0.24008	0.35711	0.15604	0.080799	0.088335	0.16338	0.38498	0.057517	0.11641	0.16803	0.32836	0.13152	0.076152	0.073878	0.11846	0.11309	0.054356	0.060982	0.13728	0.061354	0.076753	0.11887	0.54756	0.11329	0.087447	0.14862	0.041681	0.089227	0.06438	0.055879	0.23963	0.20401	0.081733	0.063409	0.069881
Meth__cg24009736__GALGT	0.065388	0.072917	0.92509	0.80243	0.48031	0.05689	0.083706	0.10455	0.060955	0.48264	0.074995	0.65304	0.58553	0.072378	0.26506	0.060373	0.077395	0.042513	0.050293	0.094512	0.066401	0.37063	0.31819	0.40364	0.076242	0.082677	0.89255	0.057502	0.051595	0.055584	0.10495	0.89507	0.66544	0.87828	0.052908	0.063311
Meth__cg13757640__ARHGAP8	0.019627	0.018656	0.034462	0.019309	0.028167	0.95373	0.022511	0.011898	0.018361	0.022705	0.017072	0.0177	0.049273	0.018419	0.01995	0.085307	0.034516	0.34852	0.022994	0.029716	0.021817	0.83965	0.02389	0.76033	0.04247	0.036699	0.038812	0.30019	0.021524	0.057348	0.016915	0.019506	0.047453	0.021278	0.028678	0.027353
Meth__cg02423618__SPATA8	0.84123	0.14181	0.78769	0.37424	0.03516	0.086949	0.45914	0.84248	0.036517	0.045686	0.55982	0.53618	0.24524	0.18975	0.61471	0.46168	0.1039	0.034927	0.081105	0.17011	0.052916	0.12945	0.46601	0.27635	0.21346	0.0967	0.3266	0.4239	0.63763	0.055877	0.75232	0.087993	0.052625	0.33723	0.36104	0.30162
Meth__cg03960217__LCE2C	0.68126	0.044472	0.51517	0.83229	0.77716	0.045709	0.37595	0.40679	0.18943	0.17979	0.10549	0.32479	0.40547	0.17622	0.12303	0.19303	0.066846	0.033846	0.35229	0.31077	0.066021	0.044494	0.74369	0.062996	0.63455	0.10243	0.27711	0.066288	0.070988	0.060601	0.056709	0.27269	0.1576	0.72401	0.36657	0.52356
Meth__cg03109316__ZNF80	0.79014	0.032029	0.77053	0.81772	0.3884	0.37761	0.63533	0.94863	0.86852	0.33488	0.89647	0.8656	0.098093	0.64841	0.74926	0.93805	0.078491	0.22611	0.16289	0.14337	0.91522	0.10745	0.93575	0.33508	0.057851	0.040985	0.16853	0.31333	0.56294	0.04333	0.040553	0.036595	0.10319	0.045468	0.2955	0.23653
Meth__cg11667754__CDH1	0.027752	0.38006	0.022538	0.025809	0.020991	0.81449	0.018954	0.032148	0.027872	0.023944	0.026716	0.021568	0.049155	0.031918	0.024183	0.15607	0.042575	0.079358	0.019774	0.028848	0.032413	0.099482	0.017665	0.89573	0.028057	0.048532	0.057514	0.022602	0.016989	0.43543	0.016211	0.025311	0.040168	0.026637	0.022894	0.028232
Meth__cg07014174__KRTAP11-1	0.80108	0.066227	0.090694	0.61858	0.40092	0.083158	0.59849	0.86289	0.34802	0.075982	0.69621	0.56912	0.16808	0.30272	0.42553	0.2621	0.16827	0.086181	0.047993	0.10855	0.4179	0.099673	0.79426	0.17119	0.092457	0.10378	0.25505	0.065658	0.41576	0.11364	0.066228	0.094361	0.11243	0.06405	0.26889	0.3176
Meth__cg27321979__C15orf27	0.068457	0.066685	0.326	0.3542	0.12458	0.097992	0.16241	0.84338	0.088831	0.071757	0.29111	0.23347	0.26304	0.11055	0.088442	0.094164	0.15892	0.25661	0.11644	0.092175	0.066573	0.084666	0.11273	0.14418	0.11424	0.12164	0.15696	0.082017	0.10813	0.068025	0.10677	0.21288	0.14294	0.077513	0.1215	0.091899
Meth__cg14950072__LAMA1	0.86176	0.061177	0.87752	0.46649	0.086907	0.41559	0.81447	0.8267	0.13488	0.3244	0.87628	0.47221	0.25307	0.15512	0.43897	0.18504	0.096697	0.041944	0.5211	0.36267	0.29576	0.05983	0.84503	0.40285	0.68601	0.13781	0.7364	0.25459	0.054838	0.051794	0.090824	0.37771	0.39477	0.75061	0.49819	0.18975
Meth__cg07826255__SGCA	0.12084	0.13586	0.18578	0.37489	0.133	0.32957	0.1215	0.43688	0.2815	0.11288	0.22782	0.43508	0.18446	0.20495	0.14602	0.096187	0.19176	0.087977	0.18765	0.11497	0.70799	0.38558	0.54626	0.093098	0.12479	0.09612	0.23299	0.044899	0.08299	0.08604	0.14792	0.15485	0.12377	0.10367	0.080553	0.062261
Meth__cg10714284__HLA-DMB	0.054847	0.03031	0.050127	0.076455	0.046909	0.042629	0.038486	0.17332	0.037905	0.045129	0.07533	0.11855	0.041495	0.050281	0.038625	0.027887	0.10148	0.034527	0.041441	0.02611	0.03803	0.047426	0.043452	0.071139	0.060074	0.08233	0.071615	0.022947	0.036943	0.042788	0.027579	0.045921	0.079195	0.045304	0.060998	0.050892
Meth__cg14894216__CATSPER1	0.22781	0.10667	0.76796	0.76334	0.42162	0.095629	0.31169	0.47553	0.12248	0.14807	0.28099	0.53892	0.44097	0.1176	0.55625	0.10633	0.23094	0.11407	0.5594	0.23439	0.36617	0.14918	0.80384	0.83939	0.11046	0.10566	0.13832	0.11629	0.054128	0.11648	0.068836	0.22973	0.13015	0.14059	0.09937	0.10644
Meth__cg18943383__HIST1H3H	0.12718	0.0914	0.12988	0.11387	0.62476	0.079365	0.11715	0.16906	0.090393	0.13173	0.93084	0.25327	0.17105	0.11124	0.084561	0.11464	0.17059	0.082599	0.13001	0.13027	0.1229	0.17974	0.95006	0.47925	0.14978	0.15351	0.14887	0.037566	0.087295	0.12784	0.67021	0.9567	0.26464	0.1347	0.18533	0.18274
Meth__cg05886367__BTNL9	0.30491	0.027898	0.63107	0.1664	0.098304	0.072992	0.21574	0.75986	0.1966	0.17441	0.38361	0.61742	0.17297	0.16531	0.24938	0.36861	0.095584	0.056392	0.38277	0.30725	0.047922	0.20178	0.20294	0.12779	0.26517	0.09399	0.1115	0.0396	0.068067	0.044066	0.029839	0.23143	0.28099	0.15121	0.11538	0.14855
Meth__cg07109287__LHX2	0.021445	0.022548	0.58372	0.026067	0.032725	0.021371	0.025305	0.020163	0.060212	0.030027	0.036565	0.020039	0.055599	0.053556	0.04196	0.023459	0.058578	0.55353	0.022621	0.03061	0.70081	0.32358	0.019775	0.95109	0.6901	0.064484	0.079351	0.031559	0.04651	0.39487	0.021529	0.03067	0.06077	0.65842	0.15704	0.28818
Meth__cg08606356__CD44	0.064759	0.078604	0.056781	0.14406	0.11163	0.076701	0.48125	0.044598	0.16036	0.060769	0.063419	0.063729	0.06661	0.12437	0.080195	0.072371	0.11262	0.075218	0.054421	0.082753	0.069838	0.078544	0.068086	0.09876	0.084141	0.084433	0.78261	0.069273	0.044063	0.069189	0.054731	0.081189	0.057906	0.088751	0.077167	0.85507
Meth__cg00848728__DAB1	0.94101	0.017176	0.96972	0.96362	0.34531	0.56175	0.95829	0.71998	0.0096605	0.026253	0.90055	0.67059	0.87854	0.014218	0.018025	0.031821	0.024429	0.015436	0.83015	0.95484	0.72237	0.055309	0.92636	0.75462	0.027965	0.020141	0.94787	0.1171	0.019876	0.024348	0.020949	0.49843	0.054146	0.89796	0.027976	0.44588
Meth__cg06812844__TRPM2	0.085813	0.042062	0.9471	0.8969	0.67133	0.36274	0.19353	0.86407	0.062407	0.91971	0.58295	0.64529	0.66667	0.047086	0.52956	0.50677	0.21672	0.045547	0.047483	0.05077	0.77645	0.5101	0.82492	0.13783	0.63134	0.086588	0.11569	0.253	0.056106	0.077585	0.10511	0.49514	0.12346	0.83138	0.58717	0.33322
Meth__cg19384697__UPK3B	0.077999	0.07585	0.11037	0.34731	0.0963	0.46246	0.15257	0.10996	0.078267	0.10479	0.096249	0.063856	0.25621	0.12869	0.15206	0.32762	0.097802	0.11949	0.069637	0.084561	0.45866	0.47694	0.066121	0.76983	0.11446	0.11524	0.14927	0.10636	0.37344	0.55879	0.092723	0.078963	0.084227	0.069977	0.13846	0.37555
