Cell lines	600MPE	AU565	BT474	BT483	BT549	CAMA1	HBL100	HCC1143	HCC1187	HCC1428	HCC1569	HCC1937	HCC1954	HCC202	HCC2185	HCC3153	HCC38	HCC70	HS578T	LY2	MCF7	MDAMB134VI	MDAMB157	MDAMB175VII	MDAMB231	MDAMB361	MDAMB415	MDAMB436	MDAMB453	MDAMB468	SKBR3	SUM1315MO2	SUM149PT	SUM159PT	SUM185PE	SUM52PE	UACC812	ZR751	ZR75B
Meth__cg15958424__ACPP	0.081619	0.054936	0.057897	0.17052	0.64915	0.11261	0.43897	0.42689	0.081173	0.22954	0.41355	0.24419	0.11825	0.11656	0.084071	0.36306	0.81598	0.088472	0.64299	0.065888	0.060295	0.30969	0.38604	0.15278	0.70139	0.094867	0.20242	0.67435	0.15679	0.12348	0.13556	0.82287	0.091768	0.43041	0.64435	0.21919	0.14562	0.098747	0.10263
Meth__cg06123346__ATP4A	0.072149	0.042943	0.57984	0.37544	0.08304	0.096061	0.10458	0.4533	0.037512	0.13282	0.20349	0.57916	0.12375	0.021091	0.049899	0.41215	0.15139	0.054883	0.044314	0.4666	0.24426	0.36028	0.11383	0.38825	0.09273	0.089856	0.10716	0.1593	0.069293	0.092651	0.10134	0.093641	0.053729	0.054402	0.093918	0.12284	0.11846	0.097931	0.063226
Meth__cg04297329__NAP1L2	0.076532	0.047949	0.099703	0.092889	0.33258	0.87286	0.57182	0.91096	0.22498	0.079231	0.90102	0.55696	0.23559	0.12264	0.22388	0.26339	0.61411	0.093661	0.13708	0.15965	0.11463	0.77634	0.13306	0.2423	0.61687	0.21111	0.12194	0.095781	0.19537	0.38179	0.10928	0.11022	0.40924	0.42146	0.34655	0.61871	0.082182	0.13464	0.094865
Meth__cg19033555__DEFB1	0.1961	0.11038	0.89048	0.074641	0.047971	0.37876	0.38384	0.91306	0.93933	0.37518	0.79391	0.85897	0.84113	0.11622	0.93148	0.74385	0.90991	0.69503	0.052569	0.54734	0.21381	0.11731	0.12429	0.92113	0.2122	0.20399	0.17799	0.39713	0.76548	0.88766	0.10563	0.077799	0.45484	0.076047	0.90406	0.71953	0.47687	0.15614	0.069029
Meth__cg08548888__MYD88	0.077687	0.065282	0.52453	0.10426	0.7097	0.7001	0.22477	0.24066	0.081678	0.085967	0.089083	0.31097	0.15785	0.059	0.082005	0.18224	0.083503	0.1528	0.097357	0.16513	0.11618	0.17724	0.43181	0.13201	0.52875	0.087104	0.16567	0.45447	0.12146	0.084628	0.078477	0.13257	0.077423	0.090284	0.098318	0.11264	0.36847	0.080733	0.087002
Meth__cg26791905__PHGDH	0.042046	0.042928	0.049856	0.046446	0.043146	0.065604	0.029703	0.047124	0.031877	0.041954	0.076067	0.057467	0.1302	0.03131	0.054646	0.043863	0.042978	0.093178	0.039788	0.038405	0.047592	0.69824	0.057091	0.051027	0.67556	0.041364	0.074838	0.042381	0.08963	0.03852	0.054405	0.04652	0.036841	0.042663	0.053494	0.037657	0.046756	0.043637	0.055209
Meth__cg24889366__GNG13	0.039695	0.034513	0.040614	0.036974	0.55077	0.046729	0.61458	0.60194	0.047528	0.045447	0.58631	0.10593	0.20493	0.049939	0.054546	0.85567	0.47782	0.094947	0.049739	0.049619	0.042227	0.040644	0.93341	0.16911	0.67336	0.16198	0.056211	0.79243	0.24133	0.071355	0.068439	0.077284	0.038898	0.027971	0.029247	0.026613	0.034775	0.044332	0.042113
Meth__cg07141002__H1F0	0.069085	0.063198	0.28667	0.068176	0.74185	0.19321	0.093699	0.11178	0.78442	0.07772	0.4004	0.91041	0.82011	0.037489	0.7069	0.67905	0.25618	0.049072	0.036808	0.054973	0.077499	0.26212	0.92672	0.14414	0.1156	0.059791	0.40196	0.82964	0.12487	0.48528	0.34537	0.50288	0.91821	0.81068	0.56917	0.043365	0.83895	0.064607	0.065383
Meth__cg23706211__CELSR2	0.066642	0.084048	0.28676	0.039293	0.72559	0.41593	0.81443	0.44019	0.10187	0.049425	0.88545	0.47567	0.17902	0.13311	0.10198	0.41362	0.25575	0.055823	0.14088	0.053288	0.10859	0.037496	0.87533	0.53166	0.7673	0.2634	0.15691	0.82754	0.45314	0.14254	0.1834	0.50101	0.071149	0.27864	0.062123	0.43932	0.11298	0.090696	0.058996
Meth__cg10084993__SLC9A3R2	0.086291	0.063291	0.11748	0.11035	0.9141	0.10997	0.78993	0.62646	0.18127	0.23786	0.49253	0.89558	0.68785	0.061791	0.18129	0.53254	0.2242	0.69926	0.11511	0.1275	0.097779	0.9361	0.82418	0.17633	0.13651	0.065763	0.094846	0.68629	0.090305	0.2277	0.076187	0.38633	0.082633	0.34674	0.093598	0.13306	0.10192	0.071443	0.10927
Meth__cg05940536__ACVR1B	0.092568	0.063952	0.052368	0.053964	0.066556	0.076233	0.21034	0.10468	0.080114	0.068455	0.10882	0.3054	0.22029	0.04196	0.081883	0.1047	0.076575	0.13893	0.090431	0.048262	0.074358	0.074398	0.10108	0.092776	0.13985	0.058107	0.15634	0.57787	0.16008	0.10342	0.076482	0.087938	0.084439	0.058226	0.25015	0.061363	0.077661	0.078665	0.084746
Meth__cg03891319__ACY1	0.043496	0.067761	0.063529	0.057028	0.1529	0.10483	0.053154	0.40392	0.048061	0.063932	0.061134	0.11928	0.19048	0.032142	0.056929	0.089607	0.041441	0.080921	0.33429	0.086526	0.051391	0.090423	0.088996	0.19994	0.15804	0.052598	0.11202	0.13245	0.080786	0.13328	0.067437	0.049142	0.037829	0.043501	0.084861	0.043111	0.067309	0.051075	0.049409
Meth__cg15479752__FFAR2	0.053974	0.049646	0.07805	0.16886	0.8048	0.043876	0.82199	0.40519	0.24519	0.051029	0.87594	0.36013	0.21567	0.06724	0.2363	0.62324	0.39319	0.12657	0.049021	0.12591	0.1885	0.1677	0.30494	0.16878	0.53001	0.17385	0.10136	0.92736	0.10543	0.40871	0.13949	0.41349	0.057307	0.05642	0.12411	0.19051	0.11779	0.13289	0.10961
Meth__cg26390526__FLG	0.8772	0.042521	0.85113	0.47975	0.066208	0.29524	0.68127	0.66625	0.37721	0.23887	0.1566	0.68885	0.54787	0.045537	0.36217	0.20101	0.63357	0.11397	0.10871	0.10824	0.10746	0.62008	0.12885	0.89128	0.77665	0.14884	0.2433	0.22829	0.19504	0.078974	0.080599	0.31822	0.27513	0.0971	0.83927	0.43952	0.32259	0.089027	0.18012
Meth__cg05593325__GALNT12	0.047858	0.069214	0.049	0.039134	0.68364	0.062393	0.57092	0.95556	0.066501	0.054137	0.61865	0.76862	0.2865	0.04416	0.075813	0.86222	0.61069	0.24941	0.65437	0.047898	0.057826	0.15628	0.605	0.29201	0.83304	0.041789	0.12041	0.66352	0.08356	0.49467	0.079646	0.085818	0.082019	0.14232	0.040747	0.78032	0.068765	0.063438	0.041036
Meth__cg04384208__FCGR3A	0.27601	0.036336	0.42684	0.59134	0.067887	0.12286	0.060762	0.82673	0.42987	0.10369	0.56283	0.61132	0.40708	0.018803	0.30864	0.30093	0.61151	0.10917	0.028824	0.1094	0.15634	0.80165	0.07839	0.9432	0.11288	0.12275	0.041477	0.084906	0.071902	0.084329	0.082844	0.17264	0.049561	0.046888	0.16552	0.057503	0.42296	0.30001	0.31545
Meth__cg02148642__RGPD5	0.047038	0.052133	0.074948	0.04214	0.4156	0.049399	0.63904	0.93915	0.074606	0.057009	0.46876	0.83769	0.14478	0.031388	0.057361	0.62842	0.91727	0.1211	0.039891	0.048855	0.045611	0.035336	0.79238	0.036592	0.094608	0.062094	0.063778	0.56564	0.15407	0.47197	0.051945	0.41524	0.4516	0.058225	0.058815	0.049631	0.03454	0.050371	0.0529
Meth__cg26392924__SLC23A1	0.056165	0.043544	0.047082	0.031428	0.23664	0.059872	0.064919	0.77016	0.13347	0.028467	0.22657	0.049311	0.076303	0.089573	0.12008	0.12164	0.25019	0.083462	0.025193	0.050309	0.038434	0.098805	0.38495	0.22327	0.078105	0.034903	0.071324	0.11613	0.11626	0.047457	0.15565	0.038262	0.045758	0.03714	0.070283	0.0829	0.06879	0.044338	0.026369
Meth__cg20291222__CAPS2	0.14991	0.12362	0.77767	0.30081	0.1143	0.2283	0.2533	0.13413	0.57264	0.10885	0.43148	0.20505	0.15331	0.14427	0.45226	0.65286	0.1444	0.27861	0.13165	0.12176	0.12402	0.73683	0.13359	0.54197	0.2	0.14396	0.17216	0.10183	0.24512	0.20281	0.12871	0.46767	0.12484	0.13419	0.81426	0.48055	0.12924	0.18571	0.1634
Meth__cg27015931__MGC50721	0.066943	0.050145	0.63601	0.058292	0.081019	0.07834	0.10245	0.12373	0.065582	0.062254	0.072976	0.074566	0.15783	0.056707	0.071292	0.06653	0.08621	0.13793	0.057399	0.061132	0.068112	0.086963	0.078902	0.073162	0.1292	0.062049	0.088727	0.078534	0.058621	0.073512	0.067851	0.073974	0.075974	0.067585	0.057457	0.057743	0.26761	0.069002	0.062096
Meth__cg26331247__FLJ33706	0.10352	0.086562	0.74696	0.14738	0.20401	0.27547	0.5614	0.84098	0.39963	0.32629	0.34593	0.79751	0.79654	0.058164	0.36597	0.088922	0.68163	0.082079	0.049836	0.36754	0.70358	0.67582	0.70526	0.79829	0.14659	0.17503	0.1137	0.50862	0.23479	0.53378	0.14484	0.1027	0.040658	0.054461	0.26121	0.15934	0.7009	0.13571	0.10289
Meth__cg15940569__GABRB3	0.85004	0.060566	0.83643	0.31995	0.2224	0.45226	0.19986	0.65178	0.35239	0.11251	0.83161	0.6644	0.15618	0.083212	0.30363	0.71732	0.12087	0.12602	0.087945	0.11579	0.16034	0.8594	0.6164	0.71606	0.21775	0.14846	0.19323	0.4367	0.34838	0.10589	0.25565	0.095339	0.062286	0.094032	0.098427	0.16701	0.14585	0.32489	0.13651
Meth__cg23447996__SYK	0.13343	0.095417	0.14174	0.082443	0.55392	0.37867	0.43309	0.55779	0.084544	0.10152	0.7121	0.168	0.098669	0.20413	0.114	0.17038	0.43939	0.10948	0.085471	0.14679	0.096425	0.57126	0.41967	0.23115	0.34617	0.2493	0.17959	0.59257	0.84099	0.091179	0.26182	0.11554	0.30635	0.23107	0.75598	0.15646	0.08708	0.1058	0.12679
Meth__cg20876010__CACHD1	0.084818	0.13883	0.081795	0.1414	0.71565	0.079577	0.85052	0.90715	0.1221	0.094518	0.70718	0.78667	0.32853	0.094255	0.15839	0.70968	0.24072	0.21864	0.11676	0.055412	0.07805	0.09923	0.65817	0.076453	0.19294	0.080567	0.11655	0.67896	0.08649	0.25417	0.12713	0.59703	0.069117	0.10954	0.56297	0.063041	0.10072	0.072739	0.10868
Meth__cg27096144__MSX2	0.067427	0.060491	0.068335	0.032816	0.5947	0.080544	0.021681	0.34127	0.47259	0.046397	0.086549	0.048794	0.068418	0.040438	0.48498	0.32356	0.14614	0.088427	0.044517	0.047081	0.067768	0.04739	0.25712	0.037572	0.83405	0.065878	0.068574	0.52245	0.086446	0.53169	0.075631	0.68743	0.054821	0.04458	0.039092	0.046571	0.054848	0.053536	0.062085
Meth__cg24272559__LOC116123	0.069585	0.060052	0.14199	0.13048	0.58204	0.30614	0.26722	0.75531	0.56246	0.1159	0.82939	0.26026	0.14388	0.22478	0.48132	0.78887	0.5846	0.11879	0.11105	0.10832	0.1105	0.23836	0.1432	0.084615	0.35921	0.14542	0.20372	0.49394	0.34294	0.099625	0.07621	0.32274	0.15471	0.10888	0.086618	0.28251	0.085604	0.12295	0.090744
Meth__cg07780118__AR	0.56814	0.069545	0.065229	0.15212	0.063224	0.057916	0.90077	0.89651	0.098023	0.084843	0.9078	0.90936	0.067031	0.053236	0.10765	0.84324	0.63073	0.28426	0.057485	0.058025	0.050504	0.57915	0.14839	0.60641	0.83944	0.048601	0.14541	0.34574	0.4298	0.47969	0.085923	0.58034	0.14375	0.16413	0.053022	0.73172	0.49654	0.38091	0.056126
Meth__cg04420907__WDRPUH	0.10478	0.02509	0.94739	0.034619	0.019636	0.053183	0.08508	0.48521	0.027889	0.034502	0.9448	0.051814	0.91523	0.013172	0.025507	0.34362	0.95502	0.050606	0.020934	0.038247	0.18971	0.14444	0.96581	0.038001	0.49683	0.028236	0.061544	0.059433	0.03937	0.034381	0.060276	0.60332	0.020734	0.038748	0.058936	0.57365	0.035528	0.31068	0.86443
Meth__cg06747888__TBR1	0.34451	0.14694	0.11045	0.068479	0.91287	0.10154	0.65566	0.91489	0.30024	0.086213	0.87401	0.8873	0.92516	0.093604	0.21282	0.89441	0.69516	0.29074	0.8852	0.073411	0.084	0.36592	0.89432	0.17871	0.80047	0.066035	0.10285	0.9492	0.1454	0.88725	0.13495	0.93282	0.15766	0.90857	0.62492	0.53994	0.11234	0.38505	0.16266
Meth__cg18660898__MLLT11	0.042939	0.075473	0.26911	0.16521	0.51768	0.22381	0.8226	0.71899	0.50656	0.21815	0.1714	0.75202	0.10179	0.14411	0.49552	0.846	0.23616	0.13019	0.055829	0.15139	0.16623	0.11442	0.89183	0.3906	0.29058	0.042265	0.26137	0.33043	0.048133	0.12477	0.073231	0.56967	0.7985	0.093222	0.02853	0.12529	0.59285	0.055004	0.050529
Meth__cg17191178__SHOX2	0.38725	0.050071	0.048415	0.050377	0.035327	0.05548	0.11319	0.07432	0.087174	0.070964	0.061862	0.057639	0.84803	0.56835	0.091851	0.050631	0.033273	0.10152	0.41425	0.084425	0.43932	0.93376	0.04798	0.055383	0.095185	0.077283	0.12431	0.057231	0.86523	0.054304	0.088779	0.033861	0.047919	0.073368	0.053581	0.38376	0.15541	0.35464	0.52526
Meth__cg07408456__PGLYRP2	0.11653	0.1311	0.38421	0.08599	0.38808	0.10958	0.48246	0.51999	0.14619	0.10763	0.17157	0.40725	0.20876	0.070583	0.15259	0.42416	0.33765	0.12888	0.080959	0.10753	0.14015	0.11041	0.64408	0.34259	0.22089	0.12713	0.13169	0.89358	0.30977	0.1141	0.25599	0.10355	0.13753	0.10761	0.29092	0.28326	0.12158	0.1036	0.11027
Meth__cg03475172__USP6NL	0.074178	0.1597	0.23973	0.0503	0.74547	0.19023	0.8472	0.88775	0.31726	0.070683	0.58999	0.64735	0.38526	0.08425	0.28568	0.84397	0.73103	0.257	0.51561	0.20509	0.087166	0.21099	0.75943	0.16908	0.36386	0.21553	0.55421	0.70989	0.2692	0.14776	0.16346	0.85841	0.37261	0.19856	0.13076	0.26178	0.081212	0.14298	0.27074
Meth__cg03041841__C9orf75	0.05594	0.037067	0.065725	0.038103	0.046875	0.048605	0.45073	0.27418	0.88041	0.053036	0.093883	0.90102	0.25892	0.020311	0.69063	0.061843	0.33306	0.082342	0.075598	0.048277	0.057387	0.28646	0.6384	0.0822	0.84772	0.058498	0.13437	0.12352	0.085775	0.16019	0.17515	0.10646	0.11231	0.57023	0.044143	0.04592	0.11655	0.043315	0.058742
Meth__cg17027046__ITPA	0.13265	0.13604	0.13155	0.09837	0.099947	0.15497	0.30219	0.11298	0.10451	0.38693	0.11572	0.075461	0.15534	0.10328	0.10824	0.15823	0.10651	0.19297	0.18887	0.16271	0.17405	0.15904	0.13289	0.099443	0.14937	0.17021	0.11414	0.11018	0.25484	0.19271	0.16724	0.10974	0.13318	0.15647	0.13469	0.131	0.18342	0.20188	0.1652
Meth__cg03020597__SLITRK2	0.50341	0.056474	0.56643	0.060145	0.77923	0.66144	0.26217	0.89596	0.075009	0.031888	0.81417	0.60906	0.11995	0.056407	0.062595	0.23094	0.16237	0.079552	0.095371	0.10374	0.10885	0.17735	0.042315	0.37363	0.21287	0.069131	0.13872	0.054208	0.11129	0.098813	0.080742	0.18795	0.051107	0.31985	0.18614	0.094702	0.040392	0.098337	0.205
Meth__cg03547797__GAS2	0.8394	0.070856	0.87853	0.40818	0.078118	0.70245	0.28836	0.8524	0.8606	0.1116	0.53258	0.70606	0.17899	0.20728	0.66583	0.58797	0.81852	0.29483	0.091724	0.069352	0.15652	0.86408	0.12233	0.86121	0.099643	0.52959	0.13396	0.81121	0.76272	0.0767	0.091236	0.32335	0.86517	0.074102	0.84139	0.29784	0.085931	0.62973	0.35332
Meth__cg07139440__MLLT11	0.040097	0.035323	0.083636	0.025956	0.362	0.053269	0.45424	0.64839	0.20616	0.068954	0.055016	0.62399	0.022833	0.031535	0.18192	0.67368	0.069369	0.068966	0.044846	0.047696	0.050943	0.056823	0.82414	0.1471	0.22795	0.058661	0.10624	0.10029	0.057692	0.057143	0.1109	0.05723	0.5336	0.04534	0.033785	0.034902	0.1224	0.037825	0.039804
Meth__cg10071275__MYT1	0.12511	0.092764	0.10019	0.10137	0.85357	0.13432	0.83445	0.83154	0.84456	0.11294	0.84276	0.94948	0.19941	0.11955	0.57546	0.47015	0.66379	0.18482	0.45813	0.14765	0.21422	0.10606	0.75672	0.58901	0.70847	0.10562	0.15698	0.64361	0.19864	0.37299	0.13973	0.25298	0.42164	0.35501	0.16273	0.10277	0.14533	0.088365	0.087373
Meth__cg22862656__SCGB2A2	0.055845	0.047079	0.24138	0.22013	0.70361	0.095397	0.90261	0.84339	0.37538	0.36142	0.87111	0.17338	0.22479	0.069192	0.32953	0.46196	0.671	0.090973	0.84613	0.13823	0.13718	0.74933	0.91532	0.12477	0.82923	0.129	0.082081	0.91275	0.16283	0.43402	0.054846	0.59018	0.30056	0.88767	0.45253	0.146	0.18009	0.076393	0.074453
Meth__cg20345446__OSBPL5	0.3735	0.30513	0.39977	0.1196	0.45432	0.15928	0.050171	0.487	0.073898	0.065904	0.23599	0.79346	0.117	0.17135	0.046122	0.079407	0.046067	0.074235	0.051726	0.40541	0.30336	0.41197	0.59235	0.3587	0.15437	0.29511	0.087521	0.64245	0.2807	0.71104	0.28744	0.57384	0.035188	0.038367	0.30329	0.053581	0.056968	0.10933	0.053195
Meth__cg01655355__SLC5A5	0.27949	0.06467	0.30092	0.40528	0.18487	0.17057	0.80257	0.74151	0.029736	0.068632	0.52589	0.51692	0.46918	0.024411	0.034425	0.41315	0.089636	0.060936	0.026614	0.12232	0.11068	0.69482	0.70778	0.66102	0.16371	0.12148	0.091823	0.73076	0.41387	0.065481	0.11588	0.14825	0.10617	0.066154	0.68556	0.089795	0.052179	0.28606	0.35365
Meth__cg21480743__PTEN	0.026795	0.29398	0.029444	0.036861	0.91041	0.040328	0.021661	0.065372	0.92428	0.03332	0.74791	0.33259	0.20223	0.026117	0.77259	0.42152	0.36936	0.077248	0.8689	0.033818	0.036613	0.2568	0.21882	0.04777	0.050633	0.030157	0.077052	0.12344	0.048933	0.84421	0.19451	0.41215	0.029171	0.071138	0.46697	0.032612	0.073561	0.045913	0.028151
Meth__cg08197122__DCC1	0.028681	0.1817	0.21942	0.052707	0.029089	0.033455	0.055086	0.030134	0.069591	0.14858	0.025072	0.013252	0.03857	0.54909	0.048351	0.02045	0.018672	0.030422	0.043072	0.029773	0.024693	0.033851	0.034099	0.036945	0.046306	0.13954	0.047165	0.025799	0.038079	0.027874	0.046035	0.020744	0.04985	0.040604	0.086386	0.037109	0.03136	0.17734	0.12477
Meth__cg17441778__MYO7A	0.041543	0.026715	0.5204	0.13517	0.15432	0.94153	0.070496	0.090965	0.029441	0.082496	0.54726	0.084782	0.94667	0.031245	0.076833	0.8669	0.057487	0.051386	0.029372	0.020918	0.30169	0.67358	0.63978	0.057999	0.31507	0.041935	0.070552	0.2898	0.36831	0.46462	0.031131	0.030424	0.032995	0.029151	0.048078	0.93453	0.49887	0.039541	0.037856
Meth__cg21010262__MRPS2	0.04863	0.06027	0.4455	0.039864	0.57583	0.083185	0.62272	0.83806	0.19353	0.068123	0.80573	0.53124	0.58732	0.036451	0.12557	0.48312	0.19831	0.1333	0.035633	0.068554	0.057789	0.064847	0.89072	0.062765	0.30723	0.10122	0.18867	0.59014	0.12669	0.18688	0.11995	0.034649	0.039438	0.038456	0.044713	0.12123	0.070209	0.044901	0.048348
Meth__cg13364756__CYP3A43	0.12757	0.097206	0.091689	0.074797	0.5311	0.077266	0.79517	0.8769	0.41225	0.11451	0.82936	0.57974	0.2244	0.051109	0.30985	0.75644	0.86855	0.20715	0.10381	0.045643	0.069488	0.09324	0.33434	0.058971	0.56504	0.10577	0.13151	0.87763	0.18144	0.20385	0.19843	0.86696	0.49968	0.16554	0.56541	0.25519	0.11212	0.088645	0.094356
Meth__cg12348970__SLC24A2	0.83027	0.061648	0.79221	0.62597	0.10536	0.83973	0.13659	0.87984	0.90845	0.42715	0.82377	0.65527	0.40965	0.086327	0.82163	0.32367	0.84294	0.0694	0.12252	0.10511	0.11404	0.85765	0.070384	0.86772	0.1592	0.16296	0.17335	0.35852	0.52326	0.085206	0.12852	0.37765	0.78508	0.097175	0.89111	0.18968	0.12283	0.50647	0.49118
Meth__cg02423618__SPATA8	0.84123	0.14181	0.37424	0.03516	0.086949	0.45914	0.038567	0.84248	0.036517	0.045686	0.55982	0.53618	0.24524	0.052777	0.18975	0.61471	0.46168	0.1039	0.034927	0.081105	0.17011	0.052916	0.12945	0.46601	0.27635	0.21346	0.0967	0.18001	0.3266	0.34413	0.36264	0.4239	0.63763	0.055877	0.042837	0.087993	0.33723	0.36104	0.30162
Meth__cg11783497__IL1RN	0.3098	0.67612	0.49027	0.037033	0.89257	0.036475	0.96021	0.93971	0.30439	0.021955	0.95717	0.097208	0.097078	0.22434	0.36292	0.72928	0.95489	0.085166	0.018952	0.33779	0.42493	0.11793	0.89362	0.69118	0.93541	0.61034	0.63591	0.95636	0.87607	0.082075	0.81575	0.95102	0.027264	0.32063	0.93486	0.45824	0.044403	0.57533	0.11035
Meth__cg16547341__USP29	0.69011	0.027226	0.66149	0.34327	0.79112	0.8526	0.30223	0.90671	0.25924	0.047901	0.9171	0.83506	0.13375	0.056746	0.32973	0.80924	0.82524	0.11608	0.024121	0.47502	0.15716	0.71528	0.5261	0.3767	0.17152	0.17226	0.04739	0.076704	0.65585	0.53752	0.085125	0.091701	0.10762	0.046418	0.038133	0.6856	0.4566	0.035877	0.052392
Meth__cg03565081__C14orf93	0.5648	0.25483	0.31894	0.28647	0.16453	0.58903	0.076971	0.58964	0.10881	0.13611	0.074692	0.41248	0.23514	0.206	0.11426	0.42725	0.34852	0.15225	0.062252	0.072549	0.23644	0.70816	0.13793	0.23651	0.67726	0.23807	0.12477	0.78969	0.15296	0.22302	0.25265	0.091634	0.055094	0.090355	0.5778	0.31214	0.063679	0.23948	0.35896
Meth__cg16812893__KRTAP15-1	0.84791	0.045859	0.8271	0.50706	0.17016	0.83603	0.060322	0.9097	0.84351	0.055101	0.67342	0.34156	0.19177	0.49128	0.69386	0.59952	0.094978	0.056857	0.06038	0.082529	0.12679	0.48397	0.17155	0.75945	0.075929	0.20093	0.24091	0.23652	0.18055	0.096085	0.098076	0.12588	0.10819	0.09308	0.87451	0.13562	0.05561	0.43157	0.62722
Meth__cg09212468__C16orf50	0.15963	0.065779	0.69262	0.13229	0.14998	0.16303	0.6716	0.23542	0.2405	0.098786	0.41223	0.35375	0.32882	0.12546	0.18955	0.22174	0.83574	0.28821	0.11559	0.13416	0.12811	0.14257	0.24037	0.13592	0.29399	0.18077	0.083043	0.71888	0.15721	0.18803	0.11365	0.077495	0.13815	0.11549	0.2444	0.21269	0.13571	0.19465	0.18143
Meth__cg13722123__GRM1	0.20062	0.064437	0.48291	0.15217	0.15279	0.41528	0.14542	0.49595	0.30261	0.081916	0.72913	0.10587	0.24535	0.079689	0.29997	0.31827	0.3195	0.15603	0.067488	0.16974	0.17702	0.80052	0.093652	0.37085	0.3185	0.11892	0.12372	0.15313	0.2694	0.13748	0.11808	0.1347	0.16879	0.075909	0.10926	0.48428	0.29361	0.091734	0.098739
Meth__cg23067535__FAM83A	0.048124	0.041366	0.23531	0.72136	0.9363	0.12719	0.73654	0.94995	0.028146	0.083708	0.39822	0.61336	0.21697	0.040391	0.20228	0.73704	0.95298	0.18288	0.89482	0.74221	0.59368	0.93871	0.9298	0.38987	0.88741	0.49916	0.29484	0.90874	0.094499	0.14812	0.29655	0.94186	0.035759	0.89209	0.9524	0.66055	0.88739	0.20083	0.26025
Meth__cg06495347__SUOX	0.080969	0.080085	0.1098	0.072447	0.085975	0.19292	0.2645	0.52729	0.11023	0.099373	0.11631	0.21152	0.14849	0.067846	0.13042	0.11606	0.090799	0.15244	0.060927	0.091163	0.082641	0.079781	0.45889	0.08017	0.25202	0.10514	0.13518	0.10802	0.10742	0.10215	0.1287	0.077088	0.083083	0.070551	0.079173	0.07045	0.079512	0.079777	0.085659
Meth__cg20289911__C20orf55	0.16745	0.20384	0.73594	0.038807	0.89711	0.10296	0.31627	0.87833	0.47204	0.053025	0.61378	0.45104	0.14591	0.28645	0.59621	0.19916	0.6599	0.45931	0.3775	0.32431	0.2881	0.13061	0.81412	0.4617	0.52239	0.2448	0.25038	0.55753	0.3401	0.20225	0.22468	0.83127	0.79857	0.39119	0.32488	0.030912	0.041403	0.062119	0.17599
Meth__cg18635110__C20orf116	0.068293	0.064308	0.057546	0.046624	0.044366	0.070425	0.13357	0.036992	0.05093	0.46486	0.047904	0.041511	0.071131	0.050455	0.053205	0.075788	0.040466	0.078092	0.055481	0.059754	0.076833	0.06892	0.05233	0.042235	0.07065	0.06644	0.074467	0.060152	0.12055	0.062029	0.085202	0.054306	0.065625	0.063331	0.041763	0.049937	0.070743	0.077949	0.071939
Meth__cg00893242__SND1	0.47134	0.55119	0.20486	0.93601	0.59924	0.64764	0.31119	0.173	0.79354	0.91343	0.037971	0.1686	0.83361	0.95665	0.61237	0.046504	0.033419	0.056331	0.71877	0.62563	0.77144	0.89534	0.19773	0.19591	0.096672	0.82118	0.12307	0.032276	0.8847	0.23875	0.48426	0.032127	0.024267	0.37208	0.15645	0.080059	0.076892	0.083493	0.053104
Meth__cg20555507__TRPM3	0.3123	0.057425	0.5755	0.11361	0.09597	0.24156	0.09502	0.90883	0.15849	0.071641	0.33544	0.24684	0.12987	0.063584	0.12943	0.089307	0.080128	0.075572	0.073314	0.091964	0.078435	0.13803	0.059293	0.57994	0.16434	0.088767	0.10473	0.053372	0.51356	0.25746	0.065849	0.080493	0.23866	0.068712	0.31991	0.081314	0.068939	0.083586	0.068346
Meth__cg06244906__ZIM2	0.90163	0.042749	0.41479	0.91824	0.42462	0.65708	0.070479	0.32653	0.064867	0.084705	0.85888	0.62466	0.20225	0.15072	0.10871	0.80712	0.30622	0.051761	0.044238	0.12761	0.32078	0.91375	0.45238	0.88519	0.19414	0.04835	0.074639	0.16607	0.27518	0.49474	0.064573	0.75574	0.16317	0.17711	0.065692	0.51542	0.9171	0.070821	0.066571
Meth__cg15164103__MEST	0.10477	0.061122	0.10935	0.067746	0.83768	0.32679	0.35517	0.77847	0.089425	0.070967	0.7729	0.22371	0.18813	0.048666	0.080125	0.48316	0.093475	0.086716	0.73864	0.069605	0.075672	0.6032	0.80676	0.044821	0.39966	0.082264	0.074784	0.85933	0.13324	0.07129	0.084048	0.85847	0.074231	0.16068	0.24663	0.4498	0.075451	0.06903	0.080966
Meth__cg08124030__TM4SF1	0.094851	0.11456	0.24251	0.10174	0.055282	0.15708	0.60408	0.056399	0.098716	0.088239	0.065786	0.054996	0.12076	0.39745	0.095326	0.070286	0.046814	0.16034	0.071211	0.95084	0.93904	0.32143	0.071996	0.90614	0.098395	0.92625	0.1153	0.087413	0.13813	0.057454	0.4426	0.04858	0.055241	0.081668	0.89899	0.33643	0.90603	0.49976	0.92407
Meth__cg26240939__LOC57149	0.092752	0.11019	0.18301	0.11714	0.78985	0.1298	0.61767	0.45372	0.38478	0.10776	0.1484	0.53717	0.30401	0.10705	0.28685	0.7491	0.61561	0.41639	0.70733	0.092926	0.08609	0.11299	0.694	0.30139	0.65211	0.13825	0.29624	0.74637	0.15576	0.40426	0.1511	0.69693	0.27541	0.64885	0.17173	0.10719	0.12514	0.17127	0.17521
