Cell lines	600MPE	AU565	BT474	BT483	BT549	CAMA1	HBL100	HCC1143	HCC1187	HCC1428	HCC1569	HCC1937	HCC1954	HCC202	HCC2185	HCC3153	HCC38	HCC70	HS578T	LY2	MCF7	MDAMB134VI	MDAMB157	MDAMB175VII	MDAMB231	MDAMB361	MDAMB415	MDAMB436	MDAMB453	MDAMB468	SKBR3	SUM1315MO2	SUM159PT	SUM185PE	SUM52PE	T47D	UACC812	ZR751	ZR7530	ZR75B
Meth__cg22467534__UNC13D	0.028104	0.024009	0.045115	0.033378	0.85623	0.026172	0.62885	0.022761	0.031211	0.03249	0.28489	0.074543	0.05725	0.027266	0.03538	0.026543	0.73111	0.048273	0.38167	0.034283	0.03045	0.26288	0.39674	0.02613	0.053993	0.098107	0.032016	0.65187	0.046201	0.031252	0.0431	0.036845	0.034825	0.024677	0.018774	0.042973	0.040384	0.03516	0.036844	0.039739
Meth__cg16256504__WNT6	0.021186	0.020227	0.14932	0.10305	0.4707	0.025662	0.43151	0.031354	0.031277	0.051071	0.029746	0.050093	0.20476	0.017817	0.027891	0.022958	0.25353	0.027902	0.050548	0.031664	0.056626	0.35109	0.281	0.14201	0.36246	0.062115	0.032424	0.25956	0.12848	0.018646	0.031964	0.05593	0.13771	0.078666	0.15582	0.029198	0.034781	0.14485	0.067493	0.23377
Meth__cg07099407__KLC4	0.017952	0.019842	0.076751	0.022548	0.34727	0.031825	0.054703	0.02799	0.035392	0.030895	0.018426	0.039024	0.043212	0.015844	0.032429	0.032586	0.15795	0.024248	0.020806	0.037484	0.025659	0.021562	0.29236	0.024393	0.04954	0.037881	0.038748	0.036622	0.037144	0.023841	0.066403	0.021583	0.079932	0.01982	0.012304	0.031019	0.021667	0.037361	0.022574	0.067485
Meth__cg16812893__KRTAP15-1	0.84791	0.045859	0.8271	0.50706	0.17016	0.83603	0.060322	0.9097	0.84351	0.055101	0.67342	0.34156	0.19177	0.49128	0.69386	0.59952	0.094978	0.056857	0.06038	0.082529	0.12679	0.48397	0.17155	0.75945	0.075929	0.20093	0.24091	0.23652	0.18055	0.096085	0.098076	0.12588	0.09308	0.87451	0.13562	0.095746	0.05561	0.43157	0.68931	0.62722
Meth__cg19162158__NRG1	0.016621	0.013338	0.86533	0.017075	0.012799	0.20906	0.061324	0.8854	0.37432	0.018833	0.81319	0.014376	0.96369	0.63198	0.30528	0.011086	0.012448	0.048379	0.012443	0.96531	0.71412	0.01975	0.019608	0.10976	0.015524	0.029835	0.036858	0.013383	0.92246	0.96582	0.034366	0.014767	0.011488	0.46791	0.92106	0.9627	0.2548	0.012566	0.94486	0.014452
Meth__cg24377133__HHCM	0.074172	0.034234	0.24288	0.055517	0.023314	0.087524	0.099856	0.049109	0.027229	0.10541	0.056773	0.046534	0.14376	0.031908	0.032999	0.041332	0.077271	0.081162	0.02887	0.087252	0.1041	0.050959	0.034113	0.54789	0.066833	0.044699	0.088663	0.029198	0.043401	0.046849	0.053889	0.045545	0.059919	0.058447	0.053364	0.06712	0.15783	0.046641	0.13958	0.031219
Meth__cg11503011__EBF	0.43255	0.12608	0.52755	0.11872	0.11646	0.13705	0.31385	0.70878	0.18492	0.18503	0.1433	0.10399	0.17091	0.13838	0.19921	0.28647	0.19811	0.19726	0.23043	0.20634	0.31805	0.17156	0.12153	0.15144	0.56351	0.38205	0.21012	0.10481	0.69204	0.15919	0.22551	0.083273	0.16425	0.11064	0.11326	0.20584	0.19887	0.14967	0.61765	0.11487
Meth__cg24652919__WDR58	0.32183	0.14301	0.63943	0.39614	0.079496	0.49403	0.15512	0.10356	0.18871	0.41756	0.57642	0.2601	0.23013	0.37365	0.23152	0.11797	0.064309	0.16586	0.067547	0.53395	0.38103	0.8217	0.077942	0.40989	0.085484	0.71752	0.62762	0.052773	0.40351	0.12381	0.21957	0.053232	0.072009	0.28568	0.16937	0.44675	0.18536	0.36448	0.61297	0.2875
Meth__cg17718302__HIST1H3J	0.037683	0.030638	0.96437	0.71745	0.15351	0.56176	0.078292	0.9659	0.08557	0.94635	0.5356	0.029211	0.50223	0.94708	0.10196	0.030692	0.025689	0.35911	0.68555	0.023484	0.036968	0.95356	0.033129	0.60413	0.49521	0.36821	0.10951	0.054074	0.092789	0.024528	0.057543	0.82455	0.058708	0.71364	0.38567	0.48105	0.035367	0.040732	0.2224	0.034055
Meth__cg03048535__FOXN4	0.47653	0.016046	0.084568	0.020525	0.55537	0.025569	0.10535	0.12348	0.020458	0.36646	0.092137	0.034238	0.058625	0.018991	0.024617	0.015113	0.016464	0.03744	0.050018	0.061908	0.44063	0.048859	0.021315	0.023103	0.61631	0.026222	0.30958	0.037097	0.84469	0.029354	0.023863	0.020705	0.017881	0.20251	0.2262	0.032879	0.019514	0.029493	0.094275	0.021766
Meth__cg07557424__C9orf23	0.12163	0.068357	0.68608	0.099724	0.10281	0.11196	0.11549	0.1282	0.071324	0.09457	0.084178	0.10443	0.17041	0.12236	0.057767	0.10782	0.10121	0.29781	0.060153	0.089623	0.11506	0.17624	0.080051	0.10358	0.14648	0.077508	0.13421	0.06921	0.13387	0.090832	0.15092	0.085826	0.10068	0.13972	0.12753	0.2898	0.10397	0.082839	0.31635	0.08596
Meth__cg20648827__MAGEE2	0.35473	0.027257	0.80206	0.039303	0.17979	0.82591	0.23993	0.78577	0.21998	0.038537	0.77799	0.53824	0.24779	0.3047	0.23201	0.21243	0.20918	0.1192	0.037389	0.15024	0.28585	0.40877	0.080094	0.55164	0.26072	0.064068	0.040399	0.078209	0.49219	0.09629	0.067412	0.10019	0.061297	0.084313	0.47081	0.13304	0.082409	0.21347	0.53204	0.24547
Meth__cg06284322__TAF7	0.21159	0.040821	0.14696	0.07168	0.053418	0.060062	0.28604	0.080219	0.10385	0.11468	0.48487	0.052048	0.11771	0.078378	0.091354	0.12388	0.076612	0.09344	0.099291	0.039974	0.076315	0.06138	0.048281	0.071155	0.078851	0.098032	0.06723	0.057087	0.079383	0.13771	0.1087	0.045881	0.09987	0.076152	0.066627	0.065205	0.096681	0.081933	0.15018	0.074691
Meth__cg25162921__MTAP	0.29488	0.60712	0.58068	0.11256	0.92543	0.83463	0.19972	0.12177	0.27077	0.12107	0.089474	0.29429	0.13342	0.053906	0.2662	0.11989	0.10348	0.10605	0.12246	0.08592	0.11713	0.13758	0.21272	0.1328	0.66735	0.36454	0.23847	0.86973	0.27156	0.28014	0.20033	0.60137	0.69033	0.11617	0.098776	0.32122	0.16994	0.38411	0.27839	0.46375
Meth__cg15846641__HTLF	0.061241	0.041806	0.4057	0.052103	0.066496	0.19341	0.13999	0.055919	0.19812	0.097207	0.054158	0.18709	0.13573	0.035045	0.14092	0.04591	0.034031	0.29239	0.50731	0.17232	0.17581	0.072444	0.12015	0.074998	0.10623	0.15032	0.22769	0.04257	0.13164	0.068248	0.077645	0.037863	0.070052	0.069544	0.040874	0.12437	0.064373	0.059852	0.20792	0.070732
Meth__cg22392276__CKB	0.23319	0.12478	0.30238	0.15917	0.55243	0.13457	0.6537	0.21355	0.30754	0.16049	0.5853	0.36398	0.25454	0.1331	0.25028	0.91543	0.21123	0.16592	0.13176	0.56019	0.50097	0.10661	0.20941	0.70243	0.27523	0.15951	0.22565	0.77044	0.14917	0.22206	0.19189	0.1349	0.099782	0.18811	0.12	0.12104	0.10335	0.12824	0.37818	0.12499
Meth__cg25681177__GAPDHS	0.86922	0.035781	0.7624	0.67321	0.073626	0.66002	0.19562	0.54981	0.022437	0.75298	0.25316	0.59743	0.50738	0.55088	0.026871	0.46011	0.39201	0.055809	0.020322	0.7453	0.36131	0.93176	0.56633	0.45383	0.44287	0.67222	0.041747	0.34317	0.38954	0.69803	0.052058	0.045291	0.050538	0.69349	0.3732	0.092973	0.080932	0.38612	0.37392	0.34061
Meth__cg20861607__CHRNA7	0.82248	0.099695	0.22367	0.078955	0.54161	0.41006	0.093817	0.087336	0.062183	0.047644	0.071607	0.059811	0.1192	0.11729	0.067685	0.2637	0.051948	0.087074	0.10955	0.18194	0.6661	0.080606	0.065933	0.38896	0.11215	0.48601	0.1782	0.14616	0.53606	0.24622	0.07745	0.039332	0.05474	0.063816	0.18955	0.062466	0.05103	0.23653	0.54801	0.050661
Meth__cg03663715__FOXD1	0.33888	0.056172	0.08391	0.078828	0.50435	0.64109	0.40796	0.18481	0.10438	0.039977	0.19204	0.11486	0.61216	0.4236	0.08273	0.17635	0.071999	0.060355	0.065231	0.22268	0.37503	0.6162	0.2195	0.44073	0.90031	0.037842	0.60955	0.040926	0.50537	0.11113	0.16409	0.03587	0.157	0.062828	0.89915	0.36997	0.041971	0.03978	0.62236	0.064947
Meth__cg04101379__DZIP1	0.77623	0.052824	0.76086	0.39284	0.037964	0.8545	0.091807	0.056646	0.31928	0.92134	0.063343	0.24746	0.92436	0.90934	0.42273	0.61977	0.03582	0.53097	0.074231	0.94782	0.91433	0.92849	0.031014	0.93433	0.83833	0.90482	0.13518	0.097256	0.8957	0.086164	0.11241	0.048196	0.073253	0.33511	0.8949	0.86862	0.1493	0.92521	0.90903	0.93218
Meth__cg18380975__C6orf1	0.05794	0.048356	0.053366	0.046387	0.039701	0.072153	0.040117	0.068258	0.060715	0.049084	0.063368	0.10044	0.075109	0.031444	0.052776	0.037296	0.034606	0.18725	0.030581	0.050579	0.05906	0.05824	0.050882	0.054127	0.082203	0.066355	0.070042	0.047467	0.098345	0.060916	0.05383	0.037661	0.036939	0.092201	0.034611	0.098103	0.043288	0.046576	0.093581	0.052354
Meth__cg22307908__ZNF264	0.047471	0.03154	0.033727	0.034736	0.032296	0.055505	0.040741	0.032747	0.036389	0.042542	0.044712	0.038848	0.38389	0.49821	0.039228	0.044361	0.032251	0.07455	0.045038	0.26962	0.32206	0.033509	0.052636	0.035181	0.076972	0.039231	0.035779	0.02783	0.066996	0.041785	0.074032	0.031939	0.040245	0.039189	0.033194	0.071199	0.04046	0.043775	0.12129	0.04509
