Cell lines	600MPE	AU565	BT20	BT474	BT483	BT549	CAMA1	HCC1143	HCC1187	HCC1428	HCC1569	HCC1937	HCC1954	HCC202	HCC2185	HCC3153	HCC38	HCC70	HS578T	LY2	MCF7	MDAMB157	MDAMB231	MDAMB361	MDAMB415	MDAMB453	SKBR3	SUM1315MO2	SUM149PT	SUM159PT	SUM185PE	SUM225CWN	SUM52PE	T47D	UACC812	ZR751	ZR75B
Meth__cg26660414__SLC7A8	0.089981	0.083658	0.89626	0.86328	0.40122	0.89037	0.084633	0.92933	0.086597	0.38148	0.86811	0.91943	0.86861	0.14047	0.12852	0.91157	0.23034	0.66788	0.5971	0.92373	0.8887	0.74028	0.67306	0.051548	0.10422	0.1539	0.20126	0.043478	0.91456	0.49966	0.90458	0.57687	0.14877	0.10077	0.060355	0.88919	0.85983
Meth__cg02058918__GABBR2	0.94139	0.06917	0.087121	0.080334	0.08012	0.48256	0.95193	0.04975	0.067283	0.089428	0.37945	0.06458	0.37093	0.20005	0.066302	0.072844	0.070762	0.12195	0.066492	0.66331	0.49315	0.091487	0.88019	0.11015	0.11496	0.92766	0.11824	0.080908	0.06147	0.078861	0.065558	0.050267	0.63484	0.14317	0.11604	0.47099	0.30749
Meth__cg08558873__ZNF214	0.017725	0.013859	0.9049	0.19296	0.018913	0.45861	0.058932	0.48442	0.0134	0.018878	0.33448	0.20582	0.53777	0.25653	0.069827	0.025684	0.014812	0.30624	0.017775	0.70088	0.73614	0.17269	0.082498	0.080416	0.077785	0.029144	0.027794	0.23505	0.020834	0.017947	0.014011	0.030514	0.020051	0.024956	0.030331	0.02492	0.020849
Meth__cg13311440__CD48	0.6998	0.062975	0.90914	0.80853	0.67899	0.076119	0.27632	0.9689	0.84289	0.36003	0.56439	0.83292	0.89302	0.028932	0.67026	0.45505	0.85646	0.080336	0.023366	0.66873	0.42286	0.075868	0.69136	0.17649	0.046959	0.077495	0.042389	0.84648	0.05504	0.030152	0.85118	0.064565	0.18618	0.078351	0.7034	0.42955	0.50576
Meth__cg07789904__MAD2L2	0.024388	0.030101	0.074271	0.21133	0.058733	0.030889	0.045704	0.094399	0.040239	0.047111	0.060409	0.51528	0.11352	0.025472	0.053586	0.095631	0.036949	0.13157	0.018849	0.11259	0.04834	0.032991	0.042998	0.064164	0.043804	0.11186	0.11054	0.02552	0.024533	0.13488	0.31862	0.084364	0.054499	0.06947	0.047948	0.28466	0.098318
Meth__cg26153631__HOXC10	0.88131	0.49295	0.11528	0.068084	0.057038	0.56454	0.84419	0.045672	0.081877	0.66734	0.05077	0.066536	0.098613	0.053757	0.084538	0.078652	0.06812	0.11583	0.04842	0.64213	0.82415	0.14885	0.75414	0.0633	0.11023	0.086966	0.58863	0.060863	0.05879	0.095573	0.054528	0.060348	0.054012	0.10793	0.069346	0.054539	0.056827
Meth__cg17757055__DKFZP564O0823	0.046659	0.065941	0.6297	0.31037	0.22861	0.50565	0.28248	0.19892	0.085602	0.075116	0.65771	0.23003	0.48128	0.41795	0.080965	0.5879	0.069268	0.095957	0.39746	0.13977	0.097846	0.088801	0.12744	0.14664	0.10586	0.10554	0.13706	0.13551	0.095174	0.077338	0.15187	0.1115	0.13907	0.096716	0.059934	0.26287	0.1736
Meth__cg17210604__HIC1	0.031807	0.023268	0.97968	0.042098	0.060549	0.021892	0.038967	0.020654	0.026981	0.042391	0.59423	0.051207	0.51646	0.033977	0.041374	0.068177	0.029758	0.10953	0.021768	0.1405	0.03125	0.91636	0.91994	0.070513	0.073154	0.12463	0.066732	0.51941	0.029494	0.055239	0.96217	0.96901	0.87065	0.10733	0.066321	0.17695	0.045668
Meth__cg05358291__CYP4F2	0.57188	0.13722	0.72968	0.64031	0.46048	0.081393	0.12984	0.33154	0.050121	0.2441	0.40592	0.77455	0.69082	0.10014	0.074021	0.28057	0.2285	0.20082	0.09047	0.63181	0.56098	0.22862	0.081698	0.34512	0.16457	0.157	0.17988	0.064066	0.065684	0.096183	0.63916	0.15004	0.53585	0.17106	0.42674	0.2318	0.21704
Meth__cg04384208__FCGR3A	0.27601	0.036336	0.13508	0.42684	0.59134	0.067887	0.12286	0.82673	0.42987	0.10369	0.56283	0.61132	0.40708	0.018803	0.30864	0.30093	0.61151	0.10917	0.028824	0.1094	0.15634	0.07839	0.11288	0.12275	0.041477	0.071902	0.082844	0.17264	0.049561	0.046888	0.16552	0.044741	0.057503	0.10079	0.42296	0.30001	0.31545
Meth__cg26616347__IRF5	0.14677	0.058382	0.38473	0.33128	0.43503	0.81039	0.2491	0.84899	0.12392	0.13907	0.73231	0.76733	0.31242	0.046891	0.10286	0.31604	0.29645	0.098395	0.1091	0.40374	0.1771	0.47389	0.46016	0.18779	0.094738	0.11156	0.06692	0.60522	0.12047	0.055207	0.62283	0.041242	0.19644	0.17922	0.58015	0.31227	0.45994
Meth__cg10401803__TAF1	0.60631	0.042352	0.038402	0.042156	0.42147	0.038062	0.061496	0.0366	0.45941	0.61886	0.035581	0.029068	0.045287	0.45188	0.47325	0.51611	0.50287	0.40593	0.04022	0.03658	0.043339	0.080113	0.074005	0.04531	0.40975	0.49149	0.21685	0.03964	0.041572	0.58546	0.034039	0.039203	0.4987	0.06615	0.48124	0.40777	0.040214
Meth__cg01731341__FGF6	0.59495	0.031631	0.94487	0.94467	0.60298	0.2069	0.23149	0.80334	0.044633	0.57189	0.94246	0.92999	0.55648	0.033245	0.14235	0.59819	0.96507	0.20962	0.034019	0.66832	0.37095	0.32242	0.41226	0.56983	0.038707	0.26354	0.044001	0.94626	0.46815	0.025523	0.91483	0.032911	0.33116	0.071166	0.10139	0.41365	0.13136
Meth__cg02729352__ZNF432	0.056702	0.035899	0.5938	0.38553	0.040366	0.045263	0.053541	0.33365	0.034326	0.045764	0.074835	0.058303	0.60185	0.033227	0.13633	0.056146	0.047628	0.12461	0.045	0.62046	0.049038	0.075684	0.11144	0.048654	0.11876	0.13846	0.071593	0.045135	0.055451	0.069763	0.039731	0.46946	0.54918	0.070136	0.059226	0.10493	0.064306
Meth__cg03440846__ACSS2	0.056238	0.03975	0.31488	0.79236	0.11188	0.55104	0.092432	0.58245	0.092146	0.20177	0.56727	0.44609	0.082797	0.085854	0.11546	0.06733	0.18194	0.14317	0.039103	0.15484	0.17007	0.49577	0.12271	0.080186	0.13195	0.058118	0.12285	0.034127	0.084981	0.051026	0.7005	0.17633	0.093968	0.092251	0.8367	0.064725	0.041809
Meth__cg17630833__MAPT	0.016128	0.024048	0.027378	0.017788	0.011843	0.86947	0.015044	0.043182	0.020528	0.017006	0.015371	0.015745	0.027818	0.01664	0.015329	0.012094	0.075585	0.04172	0.012734	0.024731	0.016908	0.023733	0.29907	0.024433	0.035302	0.052491	0.048322	0.014899	0.025135	0.020797	0.011881	0.017136	0.018549	0.041336	0.018644	0.015987	0.020194
Meth__cg19762747__CRX	0.065714	0.041747	0.91989	0.8722	0.85223	0.2789	0.59105	0.9651	0.06463	0.24793	0.75887	0.7918	0.81864	0.052246	0.065925	0.65289	0.41084	0.078444	0.040971	0.69338	0.7425	0.41831	0.13594	0.5498	0.091106	0.23462	0.080654	0.56724	0.054998	0.053471	0.032252	0.060165	0.28129	0.1022	0.64437	0.37684	0.51971
Meth__cg06179485__TMEM54	0.31275	0.11272	0.086554	0.42972	0.14348	0.74679	0.15034	0.19859	0.30951	0.4536	0.067592	0.15154	0.18787	0.11357	0.35123	0.069648	0.093395	0.096191	0.084854	0.11655	0.36796	0.15489	0.51294	0.19737	0.09375	0.69307	0.17957	0.052991	0.060185	0.17881	0.18607	0.048555	0.089543	0.10798	0.073898	0.077232	0.097597
Meth__cg21134096__RHEB	0.0591	0.80409	0.073474	0.25685	0.050213	0.38983	0.59127	0.045855	0.058559	0.099249	0.04698	0.095693	0.56663	0.058934	0.055846	0.092021	0.055991	0.092595	0.062429	0.63158	0.63018	0.21641	0.090781	0.87607	0.14538	0.084052	0.61373	0.043105	0.059249	0.56939	0.072567	0.042279	0.13086	0.16298	0.087719	0.059569	0.50062
Meth__cg10758292__DEFA1	0.16248	0.068423	0.85657	0.33185	0.1273	0.066962	0.1376	0.58153	0.22176	0.10036	0.76492	0.62327	0.86463	0.057351	0.27473	0.143	0.63345	0.15311	0.033838	0.30105	0.18921	0.099421	0.15921	0.13974	0.16744	0.39428	0.04676	0.10331	0.047098	0.082263	0.6606	0.066893	0.31738	0.14052	0.37842	0.091669	0.076957
Meth__cg14383135__NPAS2	0.028546	0.017032	0.027083	0.028593	0.023814	0.25796	0.036637	0.017011	0.025907	0.032135	0.061775	0.035804	0.046557	0.028773	0.022829	0.020352	0.024351	0.032071	0.02742	0.018557	0.031224	0.027785	0.056825	0.029215	0.049329	0.67701	0.068221	0.022307	0.020049	0.048211	0.019756	0.021528	0.023739	0.090246	0.02646	0.018965	0.027227
Meth__cg25661884__RDH8	0.081234	0.059298	0.79416	0.29093	0.11973	0.10045	0.18663	0.6501	0.050253	0.073595	0.56484	0.83948	0.63812	0.054698	0.053901	0.31018	0.098273	0.1221	0.23613	0.26862	0.45993	0.84376	0.15237	0.17146	0.13788	0.18652	0.10604	0.29765	0.048661	0.31285	0.074003	0.044243	0.46591	0.13964	0.39482	0.20005	0.48093
Meth__cg19959519__NF1	0.040335	0.11284	0.083734	0.05733	0.062264	0.031581	0.069555	0.058796	0.093478	0.2975	0.050606	0.16366	0.074095	0.051979	0.25748	0.0497	0.034535	0.062224	0.092235	0.04522	0.054881	0.063143	0.071316	0.047725	0.094103	0.039591	0.12895	0.045296	0.036734	0.038276	0.23808	0.16861	0.039914	0.040475	0.056838	0.046934	0.029727
Meth__cg27321979__C15orf27	0.068457	0.066685	0.326	0.3542	0.12458	0.097992	0.16241	0.84338	0.088831	0.071757	0.29111	0.23347	0.26304	0.065338	0.11055	0.088442	0.094164	0.15892	0.25661	0.11644	0.092175	0.084666	0.14418	0.11424	0.12164	0.15696	0.17587	0.082017	0.10813	0.068025	0.13926	0.10677	0.21288	0.14294	0.077513	0.1215	0.091899
Meth__cg13951948__MGC2474	0.031224	0.031226	0.030015	0.026665	0.019307	0.3948	0.031104	0.02904	0.026239	0.030269	0.034936	0.024056	0.049042	0.036597	0.039309	0.025086	0.026967	0.11926	0.023476	0.022118	0.032891	0.030063	0.095935	0.033361	0.044138	0.055332	0.041906	0.026117	0.030202	0.025076	0.025233	0.02301	0.020808	0.058976	0.028269	0.024927	0.028628
Meth__cg13299148__COL16A1	0.020268	0.015392	0.54289	0.022999	0.044379	0.89495	0.022597	0.38279	0.40303	0.044165	0.86454	0.88336	0.76171	0.023807	0.36867	0.2797	0.12393	0.69838	0.017881	0.30292	0.42443	0.94354	0.25676	0.055602	0.035959	0.041477	0.053119	0.023148	0.028573	0.017434	0.040199	0.061805	0.019085	0.041339	0.19332	0.23992	0.10253
Meth__cg17387870__CHFR	0.065444	0.060594	0.66855	0.12198	0.38011	0.2052	0.067933	0.3524	0.11855	0.10856	0.35159	0.73465	0.33922	0.073339	0.10819	0.20545	0.086244	0.23614	0.475	0.33792	0.050667	0.087859	0.82164	0.20646	0.39295	0.17496	0.13169	0.057787	0.12255	0.34958	0.28736	0.22536	0.23636	0.22336	0.10377	0.40855	0.87303
Meth__cg03270167__RAMP1	0.52447	0.059941	0.62502	0.91555	0.095491	0.772	0.57585	0.97084	0.24927	0.063973	0.1607	0.86305	0.86414	0.090438	0.18147	0.93742	0.049743	0.11734	0.90325	0.46677	0.057863	0.44283	0.20822	0.92618	0.050847	0.73866	0.091022	0.94538	0.033564	0.089207	0.93249	0.62604	0.92856	0.20902	0.32011	0.59211	0.93531
Meth__cg27063607__MRPL33	0.055158	0.043818	0.043045	0.046769	0.047023	0.37139	0.077016	0.042168	0.053249	0.05393	0.043986	0.055256	0.10044	0.0228	0.069437	0.044511	0.044002	0.10831	0.043258	0.032291	0.052259	0.036253	0.076452	0.060392	0.075254	0.12258	0.11462	0.041461	0.045312	0.037087	0.04292	0.039164	0.047676	0.11338	0.039619	0.051636	0.053326
Meth__cg00290506__CNIH3	0.95154	0.027059	0.53562	0.044178	0.048605	0.96951	0.9137	0.022844	0.026987	0.11986	0.96807	0.058172	0.17819	0.15632	0.03237	0.038875	0.03197	0.081269	0.022799	0.70416	0.050029	0.039068	0.75646	0.039286	0.089842	0.91523	0.12261	0.034093	0.34731	0.050526	0.035541	0.026918	0.49977	0.72504	0.044343	0.38787	0.55352
Meth__cg02723533__CCND1	0.015932	0.026104	0.98322	0.6518	0.51424	0.98462	0.026745	0.79339	0.98617	0.77529	0.98443	0.98863	0.93881	0.062791	0.94224	0.98802	0.98918	0.97175	0.98434	0.1761	0.15033	0.98491	0.044692	0.3249	0.099099	0.086387	0.073504	0.9629	0.99205	0.98104	0.49212	0.066662	0.044368	0.13932	0.091317	0.45041	0.020733
Meth__cg17267907__DEFA1	0.079797	0.085964	0.63862	0.27797	0.04751	0.08843	0.066651	0.32653	0.1783	0.071761	0.45452	0.69664	0.10474	0.063077	0.19753	0.12358	0.54883	0.16369	0.082422	0.39191	0.22157	0.071216	0.10665	0.076552	0.082615	0.086207	0.15035	0.13807	0.089117	0.080821	0.51798	0.077059	0.085364	0.12763	0.67088	0.11661	0.11841
Meth__cg01837719__FUT9	0.43626	0.16398	0.415	0.056259	0.10559	0.43245	0.8816	0.065994	0.077476	0.11396	0.89043	0.056332	0.87993	0.90781	0.063885	0.090042	0.080842	0.091839	0.057705	0.062683	0.072589	0.093416	0.75357	0.52459	0.14798	0.095204	0.095466	0.063914	0.52567	0.24389	0.88086	0.076381	0.89157	0.72777	0.84681	0.10896	0.073024
Meth__cg14833160__BAX	0.047694	0.035066	0.073237	0.47436	0.2788	0.12173	0.056618	0.074024	0.050979	0.042296	0.082776	0.191	0.29117	0.17248	0.11928	0.20602	0.20504	0.14585	0.038242	0.14999	0.062622	0.078313	0.077563	0.18716	0.071218	0.10033	0.12736	0.044503	0.05328	0.051049	0.21688	0.12434	0.033332	0.096128	0.061676	0.05748	0.060105
Meth__cg11882252__LOC134147	0.082366	0.69514	0.94994	0.063967	0.042309	0.051507	0.050095	0.96587	0.9426	0.064345	0.063868	0.8972	0.70932	0.032713	0.79672	0.86034	0.036988	0.42928	0.04345	0.79122	0.055378	0.68874	0.1225	0.052794	0.052945	0.10497	0.51784	0.066362	0.15225	0.051902	0.28066	0.25607	0.049856	0.14241	0.079722	0.065805	0.07752
SNP__UGT2B17	0.01	-0.141	-0.225	-0.182	-0.133	-0.365	0.075	0.185	-0.225	-1.975	0.354	0.018	-0.167	-0.398	-0.088	-0.067	0.394	-0.254	-0.291	-0.072	-0.197	-0.166	-0.37	-0.316	0.435	-0.051	-0.232	0.456	-0.486	-0.171	0.975	-0.063	-1.543	-1.43	-1.564	-0.039	0.527
Meth__cg07313155__THRA	0.031868	0.021378	0.36299	0.66823	0.2082	0.13839	0.15605	0.13667	0.09902	0.28055	0.034768	0.37335	0.091709	0.027111	0.08354	0.051279	0.041088	0.082776	0.019064	0.065456	0.15359	0.16122	0.040796	0.04694	0.038474	0.10147	0.032317	0.024198	0.029657	0.037253	0.59932	0.04518	0.034985	0.024934	0.48547	0.068983	0.034746
Meth__cg19646028__C19orf30	0.50758	0.4276	0.61347	0.092006	0.025821	0.59141	0.20109	0.1076	0.18093	0.02735	0.41959	0.54163	0.12048	0.34172	0.16747	0.046844	0.054308	0.046804	0.13822	0.65368	0.83961	0.083669	0.69924	0.89853	0.21401	0.90353	0.42467	0.29496	0.36327	0.17963	0.89239	0.051918	0.45141	0.49535	0.31305	0.36944	0.48642
Meth__cg03081134__RECK	0.10233	0.057156	0.0804	0.89137	0.069936	0.061252	0.65945	0.039801	0.04332	0.075511	0.05807	0.17223	0.092225	0.33365	0.029512	0.054079	0.084933	0.070606	0.083285	0.066641	0.084876	0.060387	0.094203	0.80592	0.065309	0.85066	0.11918	0.060586	0.11384	0.059208	0.032924	0.062586	0.047367	0.46346	0.079417	0.29424	0.52877
Meth__cg21301148__MYH6	0.25285	0.067911	0.43361	0.66915	0.5794	0.097872	0.1594	0.42115	0.26879	0.10687	0.1401	0.47904	0.17801	0.086147	0.21766	0.12395	0.12595	0.14001	0.05153	0.45672	0.42952	0.13033	0.1189	0.22132	0.1219	0.15657	0.11702	0.091789	0.075246	0.068529	0.34337	0.09646	0.10355	0.3033	0.61074	0.14644	0.14626
Meth__cg18505908__APBA1	0.067112	0.24306	0.089515	0.056974	0.045108	0.47438	0.084391	0.07002	0.047326	0.041126	0.058838	0.051684	0.10344	0.04519	0.047707	0.059158	0.056537	0.071102	0.039062	0.036532	0.059503	0.069157	0.4521	0.071555	0.12265	0.083978	0.10689	0.043179	0.32934	0.057928	0.057941	0.032496	0.11683	0.081735	0.051359	0.056414	0.046936
Meth__cg14617642__H2AFY2	0.022648	0.014353	0.020234	0.015667	0.014353	0.19943	0.018575	0.011737	0.015404	0.016089	0.018857	0.04948	0.026732	0.026392	0.018208	0.015066	0.011047	0.024687	0.013091	0.0091125	0.017755	0.017549	0.67339	0.016585	0.023902	0.062101	0.035016	0.014379	0.023506	0.019707	0.0091523	0.017128	0.10844	0.0439	0.012789	0.014089	0.011715
Meth__cg27383956__FLJ13265	0.03109	0.044627	0.94986	0.05002	0.049315	0.88459	0.048568	0.98124	0.31235	0.048619	0.95776	0.89548	0.85139	0.063695	0.29594	0.96099	0.75764	0.70933	0.74376	0.10065	0.04704	0.95444	0.57359	0.042971	0.084074	0.13299	0.055699	0.054876	0.94499	0.067977	0.55097	0.080572	0.78281	0.094811	0.039587	0.20177	0.14567
Meth__cg18338311__LOC124842	0.79951	0.04059	0.73928	0.23458	0.06371	0.97054	0.66826	0.68595	0.051291	0.041261	0.11123	0.3006	0.4102	0.36796	0.043832	0.040905	0.36711	0.088694	0.038925	0.60362	0.20367	0.074186	0.90221	0.062539	0.039092	0.94658	0.083643	0.053301	0.38971	0.10705	0.036214	0.031215	0.60768	0.33503	0.045296	0.067191	0.051424
Meth__cg02032115__IGSF8	0.054675	0.053024	0.63275	0.65654	0.12574	0.11919	0.11644	0.20956	0.19506	0.10937	0.12173	0.50166	0.32617	0.050682	0.17328	0.091316	0.26932	0.52858	0.10005	0.53787	0.71024	0.067274	0.1011	0.13609	0.10095	0.09483	0.087288	0.051407	0.052608	0.058824	0.22158	0.20755	0.11483	0.10435	0.056962	0.41202	0.18828
Meth__cg01367992__LY9	0.65231	0.10224	0.88502	0.78368	0.84833	0.054197	0.22222	0.87381	0.80121	0.59528	0.14243	0.70392	0.7408	0.038835	0.64792	0.273	0.28136	0.31074	0.062479	0.69667	0.65197	0.088208	0.23035	0.49133	0.10144	0.16802	0.090342	0.073003	0.1322	0.078379	0.7983	0.13141	0.19425	0.12087	0.66262	0.42857	0.20834
Meth__cg24884084__SPRR1B	0.26002	0.042383	0.72499	0.35597	0.18739	0.051433	0.090595	0.72339	0.23133	0.080472	0.062671	0.48203	0.47324	0.040528	0.20593	0.071565	0.062283	0.12855	0.059441	0.12311	0.14245	0.065592	0.095248	0.090493	0.11118	0.078917	0.061117	0.051745	0.27461	0.064665	0.74169	0.061209	0.055212	0.13448	0.3535	0.080445	0.080071
Meth__cg01603095__SLC2A13	0.16005	0.026137	0.48466	0.61139	0.057297	0.34234	0.053094	0.95996	0.045578	0.033978	0.41319	0.090379	0.84551	0.037123	0.04904	0.94088	0.057641	0.12462	0.044791	0.033416	0.04875	0.80873	0.13293	0.32089	0.069216	0.79863	0.048015	0.40957	0.39145	0.021087	0.60173	0.031159	0.1064	0.056769	0.040329	0.26527	0.067807
Meth__cg04887278__RWDD2	0.034996	0.023841	0.51913	0.01826	0.04139	0.18252	0.045917	0.12612	0.024532	0.034131	0.56475	0.26393	0.19504	0.016819	0.030293	0.041415	0.029792	0.59098	0.81045	0.037658	0.032752	0.086115	0.67829	0.02715	0.052314	0.035987	0.064266	0.026441	0.025709	0.9081	0.055914	0.030036	0.02022	0.039494	0.10745	0.029523	0.021736
Meth__cg01124420__EDAR	0.026976	0.020655	0.24843	0.17069	0.041342	0.060678	0.052899	0.95085	0.090051	0.032888	0.17397	0.044727	0.41504	0.027805	0.0659	0.52541	0.025934	0.092154	0.021796	0.037408	0.034573	0.45909	0.06687	0.11133	0.047798	0.061634	0.049651	0.33316	0.036383	0.028086	0.4661	0.026851	0.23182	0.11435	0.029316	0.033753	0.054907
Meth__cg03454353__ZFP37	0.62921	0.079996	0.24455	0.86992	0.041185	0.072726	0.67277	0.06032	0.098546	0.071613	0.063459	0.075107	0.4643	0.73365	0.06488	0.060075	0.050706	0.13999	0.074633	0.40744	0.37666	0.2108	0.4564	0.50394	0.071376	0.23802	0.11267	0.06572	0.2881	0.12442	0.079916	0.055196	0.2556	0.074433	0.08356	0.59934	0.33526
Meth__cg26723847__hCAP-D3	0.14485	0.061849	0.9104	0.14966	0.091739	0.047099	0.12265	0.18479	0.067215	0.13066	0.08656	0.45307	0.16595	0.055112	0.070068	0.15563	0.14049	0.13358	0.085191	0.080797	0.12459	0.17173	0.097281	0.12418	0.11447	0.15929	0.12891	0.13331	0.058297	0.083	0.165	0.098111	0.0883	0.11017	0.1134	0.10492	0.091116
Meth__cg15746445__TRPM8	0.52641	0.058123	0.83685	0.8337	0.43087	0.082261	0.65803	0.91442	0.37803	0.078028	0.09662	0.69966	0.62958	0.17256	0.28194	0.12248	0.26194	0.13919	0.16532	0.070709	0.096798	0.86369	0.42998	0.11328	0.082377	0.37978	0.13616	0.45305	0.28623	0.065519	0.86319	0.049376	0.10046	0.19555	0.85175	0.44641	0.17042
Meth__cg13573276__RDHE2	0.016523	0.014317	0.93772	0.020033	0.016051	0.41125	0.032561	0.88843	0.016928	0.022355	0.71951	0.93142	0.49314	0.030284	0.11538	0.024764	0.080129	0.037636	0.17946	0.06535	0.02112	0.43812	0.036997	0.034766	0.028797	0.33441	0.025448	0.050405	0.018971	0.11309	0.17914	0.017795	0.039131	0.023443	0.021787	0.019681	0.016418
Meth__cg15840658__APBA1	0.074204	0.080116	0.080893	0.057326	0.048096	0.60417	0.081125	0.093471	0.028194	0.041468	0.044829	0.038062	0.11331	0.031751	0.045738	0.046519	0.077648	0.074681	0.031839	0.037431	0.059179	0.066227	0.44059	0.066217	0.062682	0.11808	0.1106	0.037689	0.12387	0.049747	0.10303	0.029879	0.093522	0.064953	0.042235	0.04335	0.05322
Meth__cg03891319__ACY1	0.043496	0.067761	0.05102	0.063529	0.057028	0.1529	0.10483	0.40392	0.048061	0.063932	0.061134	0.11928	0.19048	0.032142	0.056929	0.089607	0.041441	0.080921	0.33429	0.086526	0.051391	0.088996	0.15804	0.052598	0.11202	0.080786	0.067437	0.049142	0.037829	0.043501	0.084861	0.036389	0.043111	0.065182	0.067309	0.051075	0.049409
Meth__cg01725199__GALNT12	0.056298	0.059126	0.039547	0.056859	0.047271	0.66526	0.95712	0.53485	0.048242	0.049222	0.040663	0.08049	0.065138	0.042637	0.036561	0.11609	0.047592	0.16526	0.21285	0.037533	0.042685	0.03756	0.28815	0.066589	0.057481	0.1149	0.072391	0.053974	0.041709	0.081326	0.032944	0.027666	0.8852	0.095015	0.04676	0.041405	0.051159
Meth__cg00096922__DLX5	0.30221	0.057017	0.2724	0.055451	0.030236	0.32999	0.30697	0.059143	0.058187	0.048798	0.047004	0.65195	0.071389	0.047427	0.035272	0.046404	0.034129	0.17173	0.046309	0.0255	0.17677	0.043787	0.77153	0.065611	0.11387	0.62253	0.19287	0.045366	0.038395	0.052008	0.043959	0.047108	0.57231	0.16577	0.06333	0.068547	0.046815
Meth__cg26415633__KLK1	0.30214	0.032941	0.74921	0.84452	0.56845	0.13461	0.20517	0.86227	0.038336	0.32002	0.31383	0.79195	0.64356	0.022639	0.036506	0.43373	0.3614	0.051494	0.027902	0.55449	0.57178	0.17863	0.1106	0.2306	0.059011	0.20637	0.062562	0.37238	0.049292	0.070925	0.70783	0.093793	0.54378	0.23353	0.68988	0.13359	0.2081
Meth__cg01062029__ROR2	0.099696	0.049869	0.8986	0.9046	0.81198	0.87369	0.45367	0.19604	0.067585	0.84831	0.76419	0.58383	0.86382	0.041673	0.092974	0.53794	0.45332	0.13059	0.52004	0.77297	0.81856	0.15586	0.8088	0.05922	0.048778	0.12965	0.07186	0.090808	0.036074	0.060439	0.61582	0.13205	0.29668	0.12344	0.82445	0.49891	0.39369
Meth__cg16792160__ASAH2	0.528	0.092821	0.82068	0.83455	0.59709	0.086252	0.29702	0.83119	0.69147	0.19881	0.39184	0.25323	0.56138	0.084795	0.4906	0.24364	0.52184	0.20271	0.11491	0.21147	0.35355	0.11705	0.11907	0.20441	0.098761	0.14044	0.13136	0.38658	0.74511	0.09446	0.64915	0.083283	0.31839	0.068665	0.55661	0.35874	0.18928
Meth__cg10593493__HOXC6	0.064811	0.038359	0.056648	0.046614	0.68174	0.046577	0.040924	0.043273	0.05035	0.046702	0.059415	0.11313	0.088136	0.036396	0.38314	0.059052	0.047639	0.70875	0.049521	0.028214	0.035804	0.062573	0.38565	0.045921	0.051451	0.059699	0.093524	0.056587	0.05675	0.044864	0.95864	0.041976	0.044409	0.057004	0.048114	0.71734	0.050838
Meth__cg09831553__LAMA5	0.022807	0.13601	0.70978	0.57921	0.77813	0.49461	0.67954	0.80604	0.026546	0.41624	0.75993	0.93924	0.82579	0.25453	0.022301	0.55471	0.92535	0.41117	0.087648	0.10095	0.23081	0.95968	0.035102	0.48174	0.05859	0.069262	0.2373	0.712	0.26706	0.4927	0.54192	0.21954	0.64056	0.036235	0.57449	0.23231	0.44521
Meth__cg15239123__SMOC1	0.95158	0.7168	0.52987	0.69414	0.60681	0.73334	0.57074	0.062623	0.039704	0.92938	0.31621	0.053545	0.76533	0.5167	0.30559	0.039071	0.16967	0.063723	0.12442	0.93369	0.94518	0.072842	0.86867	0.13486	0.063318	0.88557	0.074772	0.038584	0.032389	0.033173	0.47895	0.037445	0.94194	0.74841	0.040817	0.5322	0.81818
Meth__cg19162106__GPC5	0.071957	0.07069	0.95398	0.059566	0.032277	0.82858	0.67915	0.061404	0.046823	0.077393	0.091127	0.071687	0.84584	0.97966	0.040926	0.041378	0.7838	0.16999	0.20951	0.063946	0.071845	0.042082	0.19894	0.066165	0.37085	0.83092	0.067687	0.051382	0.04336	0.071354	0.062014	0.038109	0.078686	0.95749	0.02923	0.058322	0.047336
Meth__cg21596317__PAM	0.051191	0.024226	0.039445	0.18027	0.058279	0.026643	0.04074	0.93242	0.032886	0.032952	0.94923	0.047429	0.91475	0.050524	0.034007	0.71153	0.035219	0.054657	0.034145	0.54843	0.34076	0.034719	0.043521	0.10825	0.040323	0.58273	0.058629	0.87977	0.022339	0.031901	0.95202	0.20369	0.82328	0.085824	0.037043	0.10672	0.108
Meth__cg13958614__FOXD1	0.19846	0.085385	0.092532	0.09293	0.044101	0.052312	0.88175	0.14169	0.041184	0.062029	0.068294	0.032711	0.086414	0.89939	0.041285	0.086733	0.088682	0.16677	0.045584	0.47162	0.5081	0.064971	0.86824	0.086926	0.63331	0.48553	0.12866	0.052463	0.046171	0.063003	0.048512	0.060332	0.89858	0.5279	0.052637	0.058232	0.061593
Meth__cg19461344__SLC30A3	0.57602	0.29836	0.059622	0.035442	0.021303	0.56219	0.04197	0.10508	0.038253	0.032469	0.36331	0.028522	0.053891	0.039695	0.03471	0.022063	0.042753	0.18642	0.017791	0.017287	0.057422	0.032707	0.52211	0.044185	0.073849	0.36202	0.036771	0.02823	0.023862	0.031865	0.023673	0.019711	0.018775	0.054529	0.023568	0.021504	0.027782
