Cell lines	600MPE	AU565	BT20	BT474	BT483	BT549	CAMA1	HCC1143	HCC1187	HCC1428	HCC1569	HCC1937	HCC1954	HCC202	HCC2185	HCC3153	HCC38	HCC70	HS578T	LY2	MCF7	MDAMB157	MDAMB231	MDAMB361	MDAMB415	MDAMB453	SKBR3	SUM1315MO2	SUM149PT	SUM159PT	SUM185PE	SUM225CWN	SUM52PE	T47D	UACC812	ZR751	ZR75B
Meth__cg15182360__PCDH20	0.059401	0.056993	0.39037	0.080845	0.084398	0.86733	0.067436	0.080093	0.16287	0.094394	0.2909	0.085648	0.34605	0.083738	0.11356	0.063759	0.63286	0.11861	0.070033	0.069841	0.13666	0.16912	0.12882	0.078431	0.11842	0.12769	0.079328	0.16829	0.067919	0.12504	0.67964	0.043772	0.10591	0.28497	0.055772	0.074242	0.088437
Meth__cg22188495__PRICKLE1	0.069533	0.060677	0.10869	0.22732	0.055923	0.057956	0.046349	0.12438	0.069416	0.11303	0.16084	0.19788	0.23128	0.042412	0.056859	0.2684	0.13448	0.14349	0.056925	0.038271	0.058911	0.06587	0.078626	0.065022	0.056869	0.082749	0.065217	0.050082	0.035818	0.06643	0.076801	0.038815	0.19564	0.12349	0.061927	0.064334	0.063139
Meth__cg03116238__GNG8	0.63051	0.089663	0.25847	0.050215	0.072324	0.46452	0.06756	0.37021	0.68211	0.023945	0.74847	0.67679	0.62287	0.021008	0.48713	0.16116	0.32245	0.19555	0.025929	0.34047	0.081958	0.26602	0.96206	0.03815	0.040799	0.95826	0.053149	0.041041	0.026947	0.092152	0.078645	0.27056	0.39352	0.062299	0.027127	0.037655	0.025959
Meth__cg01462829__HS3ST1	0.014493	0.015227	0.029587	0.34452	0.034563	0.46178	0.89565	0.013491	0.016568	0.028399	0.039824	0.030706	0.02407	0.98775	0.018868	0.014229	0.02674	0.061672	0.48331	0.38906	0.06603	0.058524	0.07389	0.02571	0.074793	0.027041	0.033268	0.030269	0.016219	0.34319	0.010927	0.014019	0.98517	0.5284	0.020788	0.48015	0.55051
Meth__cg21966410__AR	0.56933	0.032125	0.30088	0.039161	0.23654	0.034815	0.03352	0.82621	0.43431	0.046639	0.92674	0.93937	0.048535	0.025605	0.40183	0.93539	0.6363	0.35405	0.029977	0.047704	0.039575	0.2869	0.69698	0.047297	0.30636	0.36496	0.054207	0.53563	0.056747	0.55628	0.027654	0.023951	0.94602	0.049418	0.51909	0.33454	0.060654
Meth__cg02017109__WDR41	0.29399	0.051908	0.91402	0.84729	0.48982	0.91374	0.44898	0.60056	0.78804	0.3745	0.13278	0.83086	0.8099	0.078403	0.57949	0.20626	0.49083	0.82836	0.072883	0.078308	0.10622	0.10396	0.55432	0.12614	0.05756	0.71407	0.11573	0.056862	0.90665	0.26994	0.78683	0.12345	0.55226	0.31975	0.27129	0.37241	0.6732
Meth__cg09461185__PTGS2	0.27461	0.038629	0.35745	0.91049	0.04068	0.86779	0.82195	0.037314	0.041297	0.062703	0.036939	0.080099	0.51721	0.56406	0.050129	0.4099	0.047833	0.070196	0.1417	0.39501	0.30875	0.046599	0.07389	0.51176	0.13479	0.36239	0.093631	0.032751	0.035625	0.048917	0.26988	0.36979	0.31282	0.069041	0.16368	0.74684	0.69057
Meth__cg03081134__RECK	0.10233	0.057156	0.0804	0.89137	0.069936	0.061252	0.65945	0.039801	0.04332	0.075511	0.05807	0.17223	0.092225	0.33365	0.029512	0.054079	0.084933	0.070606	0.083285	0.066641	0.084876	0.060387	0.094203	0.80592	0.065309	0.85066	0.11918	0.060586	0.11384	0.059208	0.032924	0.062586	0.047367	0.46346	0.079417	0.29424	0.52877
Meth__cg03057808__FLJ10178	0.49325	0.021834	0.026202	0.034248	0.24811	0.95004	0.025191	0.27152	0.55593	0.67957	0.38496	0.066281	0.044923	0.023668	0.46309	0.41991	0.54393	0.10883	0.028702	0.024025	0.048892	0.63742	0.031753	0.039352	0.30575	0.37555	0.0343	0.029498	0.03104	0.5224	0.022259	0.030492	0.15332	0.11364	0.5973	0.3393	0.031436
Meth__cg07861564__HSPB8	0.03468	0.045376	0.045305	0.026336	0.029675	0.83425	0.044531	0.36069	0.049531	0.03866	0.187	0.2586	0.45757	0.025424	0.057606	0.075702	0.42422	0.13017	0.033823	0.030772	0.045875	0.049461	0.085495	0.039543	0.060409	0.86769	0.065578	0.047776	0.047295	0.034255	0.071328	0.039104	0.028094	0.059765	0.041425	0.043184	0.088711
Meth__cg19923326__KCNQ1	0.10331	0.10228	0.80401	0.14411	0.19978	0.85631	0.2112	0.79723	0.26501	0.65236	0.41511	0.38274	0.4141	0.047843	0.24895	0.45858	0.89536	0.12192	0.060467	0.082756	0.25299	0.81263	0.13908	0.17093	0.081791	0.17703	0.093433	0.4371	0.89623	0.16851	0.29351	0.085591	0.38514	0.075494	0.14329	0.30741	0.42101
Meth__cg03856723__PRKACA	0.032447	0.65268	0.2998	0.77168	0.45647	0.15269	0.50155	0.10235	0.030987	0.3254	0.02183	0.77696	0.64144	0.4814	0.040245	0.11164	0.031434	0.23974	0.16736	0.65185	0.44084	0.37741	0.18741	0.59833	0.21288	0.36636	0.64016	0.027388	0.028534	0.21945	0.072468	0.091289	0.11185	0.034742	0.19896	0.30181	0.22329
Meth__cg19939660__C19orf36	0.042214	0.036082	0.85771	0.056587	0.060052	0.060908	0.040928	0.047539	0.043876	0.042534	0.042181	0.07212	0.076727	0.026027	0.045724	0.040845	0.040365	0.13646	0.037754	0.028934	0.048579	0.049911	0.22622	0.038452	0.088892	0.10083	0.038002	0.029888	0.040013	0.03202	0.029094	0.03699	0.026995	0.072618	0.048922	0.046257	0.040341
Meth__cg17998964__MARK2	0.059971	0.18061	0.10756	0.90978	0.78049	0.9445	0.92089	0.036742	0.040478	0.11019	0.053442	0.057853	0.13686	0.93829	0.053605	0.057182	0.049985	0.079044	0.89246	0.91124	0.448	0.91189	0.77987	0.63328	0.67898	0.93176	0.39797	0.72547	0.05018	0.57496	0.87104	0.075576	0.066485	0.15923	0.69299	0.65954	0.82482
Meth__cg03548857__FFAR2	0.079875	0.087769	0.13936	0.080786	0.10593	0.77832	0.081151	0.817	0.11076	0.079142	0.84925	0.76767	0.50164	0.080051	0.1227	0.89507	0.94083	0.14705	0.086095	0.13614	0.15012	0.28511	0.69346	0.095972	0.10841	0.16752	0.099801	0.88278	0.49872	0.64525	0.2088	0.056999	0.22451	0.24822	0.083093	0.095078	0.076451
Meth__cg01697732__FAM20A	0.72089	0.042092	0.97835	0.074703	0.053445	0.95462	0.98579	0.42754	0.047499	0.024136	0.048917	0.17966	0.9474	0.48787	0.063477	0.042402	0.033968	0.049844	0.29711	0.97156	0.97121	0.04182	0.47526	0.69667	0.064333	0.97294	0.39301	0.035341	0.45717	0.2995	0.14011	0.025607	0.19382	0.37171	0.33613	0.39487	0.071553
Meth__cg22499964__EGLN2	0.034923	0.038872	0.028239	0.39375	0.063405	0.036096	0.041599	0.067346	0.24984	0.040816	0.20956	0.10168	0.18658	0.029898	0.15632	0.056395	0.027478	0.056298	0.027933	0.03474	0.050114	0.095963	0.058766	0.042008	0.053135	0.089246	0.039559	0.027403	0.039802	0.33922	0.059629	0.032282	0.066679	0.086303	0.047765	0.03824	0.036037
Meth__cg09511421__NDST4	0.16173	0.090701	0.14242	0.12682	0.050981	0.14309	0.090736	0.89632	0.7306	0.063819	0.31407	0.42035	0.28911	0.058659	0.53982	0.17225	0.092474	0.12954	0.099766	0.077198	0.14065	0.11773	0.41758	0.14988	0.12531	0.42646	0.11718	0.082781	0.16167	0.14175	0.12161	0.071374	0.13469	0.13721	0.10768	0.085979	0.13323
Meth__cg21263196__BCAM	0.052225	0.033282	0.097839	0.040947	0.030388	0.97145	0.036486	0.04717	0.037091	0.034761	0.29923	0.085052	0.18892	0.027948	0.037667	0.042232	0.047721	0.11203	0.030499	0.024695	0.048217	0.092336	0.081051	0.038557	0.062406	0.045813	0.052566	0.040563	0.027345	0.52037	0.043583	0.022665	0.021553	0.080447	0.039632	0.031985	0.043884
Meth__cg15228639__PLA2G4E	0.35072	0.02865	0.66221	0.038305	0.31295	0.72152	0.079336	0.61774	0.037228	0.12532	0.39473	0.85283	0.25517	0.035686	0.040515	0.60888	0.86369	0.2474	0.07179	0.18156	0.54302	0.83544	0.441	0.08943	0.12672	0.10104	0.043286	0.39444	0.88019	0.58788	0.053056	0.035259	0.25197	0.15719	0.5646	0.16793	0.13859
Meth__cg17130791__PPT1	0.026939	0.020102	0.020725	0.027628	0.019888	0.019719	0.019205	0.022656	0.024886	0.026417	0.021603	0.049823	0.051164	0.011652	0.030954	0.02811	0.17462	0.038108	0.012651	0.021917	0.026993	0.024623	0.58898	0.023769	0.035642	0.051908	0.023041	0.021112	0.017245	0.13307	0.023848	0.019425	0.01905	0.062215	0.032011	0.024629	0.024129
Meth__cg10999429__ACVRL1	0.037431	0.018575	0.079092	0.21001	0.073447	0.043017	0.04854	0.51682	0.3533	0.029854	0.45684	0.3295	0.091968	0.013603	0.22276	0.12391	0.10588	0.025773	0.014509	0.051903	0.06923	0.048813	0.095569	0.041179	0.032978	0.063712	0.026466	0.028967	0.13284	0.022723	0.050522	0.022336	0.043972	0.045827	0.023879	0.020012	0.023508
Meth__cg21808053__DIRAS3	0.25428	0.028376	0.11692	0.66978	0.15733	0.47488	0.15558	0.2733	0.38916	0.3293	0.52381	0.36224	0.10959	0.21326	0.36844	0.086288	0.68999	0.083697	0.042606	0.07919	0.16006	0.44465	0.22977	0.10821	0.059759	0.16906	0.054756	0.2821	0.25525	0.19908	0.3321	0.15001	0.075532	0.10059	0.20857	0.077445	0.061839
Meth__cg14023451__GPLD1	0.18936	0.05207	0.90748	0.34282	0.21128	0.28268	0.30455	0.88775	0.92263	0.30841	0.77415	0.65904	0.7038	0.05	0.7871	0.83146	0.93433	0.56693	0.061822	0.42436	0.31514	0.46689	0.44699	0.089206	0.03206	0.52624	0.13984	0.24222	0.90997	0.047303	0.20741	0.04523	0.70897	0.07724	0.77966	0.1395	0.25879
Meth__cg13619915__SLITRK3	0.057752	0.037661	0.89323	0.070986	0.03718	0.44091	0.90929	0.9683	0.040031	0.2882	0.14127	0.39978	0.72452	0.97009	0.072177	0.046042	0.060035	0.1212	0.327	0.44147	0.60315	0.048533	0.88994	0.93927	0.11288	0.85477	0.81409	0.038317	0.039856	0.51223	0.92911	0.29915	0.91575	0.81101	0.05435	0.71739	0.93591
Meth__cg14869028__TINAGL1	0.068228	0.062479	0.067893	0.83979	0.84893	0.8138	0.83406	0.051463	0.068701	0.81607	0.060682	0.045756	0.097581	0.87674	0.071189	0.05152	0.092365	0.10536	0.64931	0.88914	0.86253	0.45233	0.10531	0.50548	0.148	0.7986	0.075731	0.10345	0.062399	0.18042	0.39098	0.060991	0.82313	0.099106	0.11027	0.79607	0.79316
Meth__cg03627896__LOC283932	0.020923	0.022292	0.054719	0.12854	0.016308	0.027445	0.021085	0.10279	0.025697	0.025863	0.15734	0.035602	0.040972	0.028005	0.032873	0.021231	0.025357	0.042957	0.021564	0.018524	0.040932	0.03096	0.033286	0.027558	0.048407	0.043286	0.028959	0.046312	0.024002	0.3591	0.029677	0.01751	0.030604	0.16113	0.0241	0.022474	0.029761
Meth__cg09014354__NEUROD4	0.11231	0.1056	0.36167	0.094961	0.080422	0.18044	0.1043	0.34659	0.16174	0.11854	0.69338	0.73517	0.30586	0.06759	0.13046	0.11733	0.25449	0.25237	0.21417	0.059172	0.12233	0.13754	0.69354	0.10052	0.14377	0.81176	0.085323	0.10218	0.12418	0.16022	0.085692	0.085543	0.090715	0.12095	0.06849	0.088059	0.076688
Meth__cg20576597__C21orf29	0.067139	0.045441	0.055547	0.053281	0.043983	0.35809	0.049082	0.31696	0.05339	0.039779	0.28866	0.095109	0.17717	0.035606	0.037832	0.66102	0.12817	0.076881	0.053008	0.038113	0.045291	0.83588	0.40722	0.045869	0.063426	0.16555	0.080703	0.060166	0.26799	0.32285	0.13511	0.03951	0.44812	0.1437	0.045718	0.057155	0.053037
Meth__cg05782975__NGFRAP1	0.17427	0.047098	0.086435	0.061269	0.14912	0.94983	0.062792	0.45757	0.34518	0.56801	0.066991	0.079759	0.055673	0.07363	0.33557	0.57458	0.62082	0.20303	0.054869	0.053694	0.063186	0.17838	0.12755	0.099023	0.21233	0.52372	0.10767	0.069983	0.062721	0.48869	0.075544	0.044495	0.35217	0.10826	0.60268	0.058762	0.053247
Meth__cg23188547__CDC6	0.036233	0.034139	0.059211	0.079664	0.03191	0.077016	0.046542	0.17391	0.10176	0.079587	0.04885	0.34936	0.097653	0.029494	0.080106	0.038057	0.16336	0.067368	0.044665	0.03343	0.11031	0.042064	0.10219	0.040303	0.077451	0.065544	0.029046	0.037251	0.043568	0.036772	0.047631	0.049899	0.039283	0.086465	0.03158	0.048145	0.04126
Meth__cg11953868__WFDC10A	0.059146	0.038551	0.050684	0.38006	0.035308	0.043733	0.052412	0.16878	0.22023	0.069179	0.094522	0.04771	0.079077	0.035736	0.13089	0.051404	0.032378	0.059715	0.023739	0.038951	0.053248	0.074504	0.059852	0.050521	0.041631	0.11639	0.03257	0.046575	0.043033	0.048838	0.046444	0.029105	0.039638	0.042865	0.057131	0.038178	0.028133
Meth__cg10758292__DEFA1	0.16248	0.068423	0.85657	0.33185	0.1273	0.066962	0.1376	0.58153	0.22176	0.10036	0.76492	0.62327	0.86463	0.057351	0.27473	0.143	0.63345	0.15311	0.033838	0.30105	0.18921	0.099421	0.15921	0.13974	0.16744	0.39428	0.04676	0.10331	0.047098	0.082263	0.6606	0.066893	0.31738	0.14052	0.37842	0.091669	0.076957
Meth__cg01471713__C1orf115	0.52993	0.074524	0.96105	0.15935	0.69634	0.95108	0.049332	0.40276	0.17768	0.57744	0.93333	0.46733	0.50908	0.03029	0.15715	0.086221	0.33638	0.23195	0.073402	0.88095	0.95463	0.88724	0.92132	0.090852	0.061101	0.10171	0.12571	0.7407	0.12707	0.92467	0.14393	0.032296	0.037315	0.44347	0.61926	0.047788	0.059952
Meth__cg19853229__PLEKHG2	0.040575	0.032801	0.13092	0.15529	0.040533	0.035309	0.039733	0.028978	0.035307	0.066756	0.043374	0.047996	0.31811	0.034984	0.041129	0.10221	0.036525	0.092332	0.03212	0.027679	0.037237	0.039776	0.081598	0.035714	0.058197	0.080979	0.049311	0.24626	0.029569	0.036257	0.033582	0.031934	0.39284	0.050078	0.044203	0.034771	0.040253
Meth__cg10331779__CTNND2	0.06659	0.099316	0.89384	0.18014	0.15993	0.87058	0.10481	0.51129	0.2058	0.37628	0.89389	0.74006	0.7559	0.062837	0.18171	0.22118	0.21994	0.4923	0.11046	0.060726	0.06099	0.15546	0.74478	0.12159	0.11257	0.092438	0.070883	0.047044	0.14561	0.5667	0.27284	0.44711	0.40548	0.34419	0.044982	0.24823	0.10544
Meth__cg18869368__MAGEH1	0.46386	0.052479	0.51019	0.90801	0.063655	0.41904	0.090787	0.17366	0.062756	0.3382	0.86655	0.415	0.49655	0.12529	0.078174	0.074251	0.39837	0.25285	0.11209	0.072887	0.08791	0.18738	0.78979	0.12046	0.12932	0.35276	0.077756	0.81638	0.13609	0.11341	0.091017	0.20218	0.10478	0.18382	0.30174	0.069981	0.077616
Meth__cg23110514__LCE3E	0.34905	0.082072	0.18642	0.57597	0.22851	0.12524	0.13915	0.32659	0.22142	0.17597	0.13352	0.33811	0.27781	0.062583	0.19853	0.11407	0.11807	0.15749	0.12018	0.091823	0.13498	0.14174	0.1989	0.15125	0.12712	0.1934	0.12186	0.10664	0.14818	0.12342	0.70117	0.055736	0.14042	0.1284	0.078664	0.098409	0.15376
Meth__cg12536534__G6PD	0.47135	0.05623	0.081341	0.063329	0.35889	0.066938	0.066986	0.43483	0.05467	0.53043	0.07531	0.052768	0.097635	0.056707	0.063115	0.25561	0.42197	0.11001	0.060657	0.051668	0.068393	0.56177	0.11899	0.064891	0.1313	0.2984	0.064203	0.3851	0.077803	0.52222	0.066939	0.062928	0.24826	0.12823	0.53556	0.33167	0.067207
Meth__cg06456031__FLJ11000	0.092898	0.064077	0.075478	0.099291	0.074112	0.8554	0.085895	0.8686	0.36127	0.081578	0.092923	0.10959	0.12865	0.04847	0.32163	0.79726	0.17039	0.12548	0.26549	0.072659	0.08759	0.075789	0.11257	0.080563	0.14547	0.19788	0.071909	0.45786	0.87439	0.092658	0.086778	0.082507	0.1192	0.10499	0.083372	0.089524	0.34311
Meth__cg13745870__SPATA12	0.11185	0.12979	0.13041	0.30764	0.80006	0.44681	0.42341	0.073248	0.33468	0.43019	0.47328	0.27233	0.19797	0.6529	0.30226	0.089232	0.09338	0.22647	0.1601	0.2851	0.24682	0.13023	0.11399	0.53236	0.15565	0.57084	0.29567	0.11626	0.12008	0.13499	0.14751	0.15502	0.41859	0.45451	0.15131	0.59259	0.29884
Meth__cg17240454__SPDEF	0.071921	0.080569	0.84438	0.16096	0.42174	0.85402	0.15374	0.85936	0.8863	0.68586	0.87125	0.79173	0.60177	0.08789	0.76141	0.80445	0.85362	0.74246	0.25603	0.40124	0.61252	0.90162	0.4453	0.12263	0.14173	0.21596	0.14137	0.86674	0.67935	0.17641	0.29944	0.093849	0.058771	0.15884	0.098917	0.068695	0.068567
Meth__cg13588354__MC3R	0.56869	0.049341	0.15894	0.09411	0.052003	0.39371	0.10875	0.29749	0.074975	0.057907	0.14171	0.15438	0.10208	0.048376	0.077154	0.15399	0.25205	0.10736	0.068043	0.051197	0.084459	0.18844	0.14638	0.07001	0.15318	0.48129	0.087319	0.056945	0.06283	0.096823	0.16232	0.044031	0.19277	0.11581	0.069308	0.058073	0.058007
Meth__cg00705255__LILRA3	0.079573	0.020935	0.15606	0.16186	0.084411	0.13796	0.065866	0.31857	0.15839	0.23221	0.19382	0.24518	0.18484	0.026289	0.10327	0.040847	0.22533	0.045391	0.016294	0.13969	0.10351	0.21793	0.13642	0.080941	0.031848	0.19013	0.039407	0.044758	0.07772	0.059568	0.12565	0.0262	0.082497	0.12773	0.24853	0.071079	0.064809
Meth__cg08124030__TM4SF1	0.094851	0.11456	0.44344	0.24251	0.10174	0.055282	0.15708	0.056399	0.098716	0.088239	0.065786	0.054996	0.12076	0.39745	0.095326	0.070286	0.046814	0.16034	0.071211	0.95084	0.93904	0.071996	0.098395	0.92625	0.1153	0.13813	0.4426	0.04858	0.055241	0.081668	0.89899	0.049328	0.33643	0.28333	0.90603	0.49976	0.92407
Meth__cg03221776__MFSD3	0.051441	0.038959	0.069668	0.039037	0.033151	0.82593	0.047115	0.049864	0.33511	0.060837	0.04808	0.1196	0.07579	0.025793	0.31006	0.039585	0.5997	0.096657	0.028945	0.035315	0.057959	0.87675	0.071317	0.072068	0.1258	0.082598	0.061108	0.039369	0.037709	0.16788	0.051378	0.031213	0.026589	0.069942	0.12951	0.035826	0.03557
Meth__cg22778180__C12orf47	0.053871	0.045455	0.057627	0.035934	0.025819	0.049848	0.034565	0.037787	0.047791	0.031075	0.080688	0.063005	0.043207	0.03096	0.068152	0.049459	0.035337	0.081095	0.038342	0.027642	0.057662	0.046016	0.29386	0.023227	0.041363	0.051769	0.069137	0.042469	0.043358	0.048437	0.023186	0.036061	0.040384	0.13033	0.040865	0.035444	0.042736
Meth__cg05940536__ACVR1B	0.092568	0.063952	0.53519	0.052368	0.053964	0.066556	0.076233	0.10468	0.080114	0.068455	0.10882	0.3054	0.22029	0.04196	0.081883	0.1047	0.076575	0.13893	0.090431	0.048262	0.074358	0.10108	0.13985	0.058107	0.15634	0.16008	0.076482	0.087938	0.084439	0.058226	0.25015	0.071174	0.061363	0.086528	0.077661	0.078665	0.084746
Meth__cg04113075__RAB32	0.053698	0.87631	0.54298	0.85183	0.28611	0.032325	0.37334	0.096895	0.11476	0.19062	0.04241	0.90267	0.098502	0.92751	0.45574	0.067214	0.03266	0.22914	0.042817	0.90535	0.87327	0.071883	0.074934	0.92307	0.095051	0.87632	0.48891	0.051784	0.039953	0.038506	0.51878	0.25471	0.043306	0.13049	0.063168	0.57425	0.33256
Meth__cg06369854__VDR	0.029446	0.021127	0.036154	0.018947	0.018749	0.71806	0.025756	0.07521	0.029784	0.038634	0.056331	0.035591	0.093949	0.015155	0.029955	0.022465	0.028632	0.04964	0.02092	0.020115	0.02831	0.085285	0.31025	0.023854	0.023014	0.032362	0.029367	0.03793	0.022905	0.019063	0.28702	0.01511	0.026721	0.078208	0.022662	0.026495	0.023301
Meth__cg08045570__FOXF2	0.42578	0.026888	0.94377	0.33586	0.067959	0.97559	0.97743	0.033008	0.041443	0.03616	0.037676	0.29412	0.45561	0.65891	0.27994	0.043761	0.024869	0.055338	0.30309	0.97692	0.97261	0.034551	0.69158	0.93704	0.062325	0.96842	0.057318	0.027716	0.018984	0.079671	0.02674	0.020898	0.97315	0.67746	0.32394	0.85466	0.5854
Meth__cg20644981__RPS3A	0.34939	0.15964	0.39718	0.72691	0.27992	0.26609	0.20711	0.050103	0.037587	0.49235	0.043923	0.083991	0.36622	0.84327	0.047957	0.08368	0.099724	0.048246	0.79464	0.48032	0.12352	0.038454	0.3671	0.26589	0.11838	0.12113	0.12904	0.037898	0.02727	0.091448	0.67992	0.45319	0.30003	0.3487	0.057646	0.52529	0.67013
Meth__cg14260643__CYP3A5	0.080121	0.051813	0.46495	0.19905	0.073732	0.075029	0.10515	0.38442	0.081395	0.07869	0.059879	0.18416	0.28842	0.031943	0.10021	0.10564	0.088628	0.12605	0.042682	0.070001	0.065919	0.13466	0.3515	0.091255	0.1302	0.16976	0.064622	0.072214	0.065558	0.21033	0.061882	0.079379	0.1254	0.20523	0.068692	0.074958	0.10386
Meth__cg22534509__GPR81	0.081533	0.035549	0.887	0.039138	0.042732	0.85676	0.05242	0.87659	0.35987	0.066549	0.51572	0.047783	0.17984	0.032775	0.3163	0.75055	0.053945	0.1002	0.069704	0.048147	0.052554	0.82147	0.52489	0.040063	0.079106	0.088761	0.090628	0.83554	0.64833	0.61989	0.044983	0.045441	0.69637	0.086201	0.044131	0.049631	0.057489
Meth__cg00393585__FLJ31659	0.95343	0.055902	0.092526	0.62407	0.069824	0.07966	0.94402	0.081417	0.062926	0.14242	0.054598	0.59294	0.94524	0.97513	0.14452	0.087639	0.056907	0.11318	0.68365	0.055946	0.080844	0.079235	0.11131	0.75478	0.092233	0.091897	0.19383	0.076888	0.036037	0.65067	0.08468	0.053524	0.064581	0.87486	0.09852	0.9595	0.9565
Meth__cg22307908__ZNF264	0.047471	0.03154	0.037351	0.033727	0.034736	0.032296	0.055505	0.032747	0.036389	0.042542	0.044712	0.038848	0.38389	0.49821	0.039228	0.044361	0.032251	0.07455	0.045038	0.26962	0.32206	0.052636	0.076972	0.039231	0.035779	0.066996	0.074032	0.031939	0.02964	0.040245	0.039189	0.02922	0.033194	0.071199	0.04046	0.043775	0.04509
Meth__cg20876010__CACHD1	0.084818	0.13883	0.20248	0.081795	0.1414	0.71565	0.079577	0.90715	0.1221	0.094518	0.70718	0.78667	0.32853	0.094255	0.15839	0.70968	0.24072	0.21864	0.11676	0.055412	0.07805	0.65817	0.19294	0.080567	0.11655	0.08649	0.12713	0.59703	0.069117	0.10954	0.56297	0.075446	0.063041	0.05982	0.10072	0.072739	0.10868
Meth__cg21908259__FKBP11	0.056052	0.93424	0.97112	0.082507	0.785	0.97115	0.049553	0.98345	0.98306	0.6772	0.092084	0.062123	0.95497	0.74392	0.97469	0.95902	0.048193	0.75609	0.043936	0.055737	0.064766	0.97764	0.95431	0.044301	0.080635	0.10646	0.50497	0.052578	0.058446	0.14368	0.98425	0.96863	0.69755	0.94251	0.78646	0.80961	0.97598
Meth__cg14625604__UBE2A	0.62712	0.0683	0.16965	0.071423	0.19757	0.062375	0.067295	0.062722	0.54345	0.42915	0.06274	0.061509	0.11399	0.047	0.53778	0.23079	0.62023	0.35115	0.051913	0.037808	0.10427	0.11413	0.067081	0.051029	0.086328	0.51594	0.082536	0.24129	0.055424	0.19493	0.045857	0.057525	0.53819	0.15268	0.63398	0.48017	0.056909
Meth__cg02860543__IGF2BP3	0.15787	0.084169	0.10002	0.32989	0.20853	0.11712	0.86283	0.16012	0.1313	0.13267	0.11059	0.10412	0.18786	0.63531	0.34843	0.12919	0.096907	0.22372	0.70299	0.66244	0.70391	0.088986	0.58964	0.10826	0.18513	0.79302	0.13791	0.1246	0.12846	0.35684	0.11926	0.10693	0.51127	0.58506	0.50454	0.79743	0.37524
Meth__cg19783114__TP73	0.02622	0.024801	0.033434	0.069043	0.023614	0.60034	0.023789	0.030815	0.024973	0.029385	0.031397	0.050207	0.052825	0.022077	0.027808	0.025345	0.02399	0.046135	0.020005	0.021661	0.030153	0.039718	0.50511	0.02436	0.05109	0.066052	0.066556	0.20146	0.02122	0.024717	0.024172	0.022532	0.022809	0.10023	0.031158	0.025647	0.028138
Meth__cg08145625__TRAM1L1	0.03927	0.04403	0.93273	0.035435	0.028805	0.044927	0.04317	0.9348	0.053361	0.058489	0.04223	0.12835	0.46871	0.030308	0.060824	0.043126	0.071874	0.12428	0.030801	0.040014	0.070491	0.051719	0.065217	0.058993	0.093134	0.056784	0.0475	0.042703	0.036653	0.042002	0.030999	0.035759	0.2299	0.10366	0.046119	0.035115	0.047346
Meth__cg25692323__ZNF485	0.087108	0.15162	0.2213	0.033591	0.031858	0.44061	0.046127	0.78223	0.50887	0.039526	0.59286	0.43867	0.47698	0.025165	0.45543	0.39686	0.31686	0.13512	0.11028	0.040486	0.035356	0.31127	0.63543	0.037032	0.073809	0.089084	0.11232	0.2858	0.65739	0.68933	0.045598	0.053071	0.060431	0.079449	0.040326	0.040716	0.033674
Meth__cg23384620__IL1RAPL2	0.14332	0.035478	0.7615	0.255	0.094063	0.64643	0.090166	0.20168	0.25727	0.08204	0.90229	0.095903	0.14164	0.073317	0.23663	0.18503	0.45066	0.090691	0.040909	0.054943	0.056793	0.098593	0.23426	0.06673	0.081361	0.36641	0.079721	0.042125	0.052661	0.38346	0.059798	0.043808	0.47876	0.12847	0.54314	0.12254	0.042811
Meth__cg02962602__CCDC57	0.039412	0.33963	0.086659	0.97733	0.29721	0.039151	0.12063	0.034062	0.038641	0.43224	0.039941	0.15559	0.085305	0.97541	0.078243	0.10746	0.027292	0.048233	0.036214	0.15856	0.065926	0.032682	0.064432	0.83438	0.057143	0.068971	0.66927	0.030487	0.021795	0.038228	0.9352	0.16468	0.04214	0.053906	0.05065	0.37911	0.042132
Meth__cg19574623__SSPN	0.11901	0.12033	0.16314	0.14333	0.063617	0.21551	0.1126	0.094251	0.091787	0.067499	0.10716	0.075126	0.78824	0.057217	0.10782	0.75026	0.088258	0.12602	0.066091	0.057156	0.13402	0.087643	0.078533	0.12872	0.089708	0.12331	0.049672	0.44552	0.11545	0.11606	0.27051	0.086772	0.81188	0.12233	0.064421	0.088618	0.086434
