Cell lines	600MPE	AU565	BT20	BT474	BT549	CAMA1	HCC1143	HCC1187	HCC1428	HCC1569	HCC1937	HCC1954	HCC2185	HCC3153	HCC38	HCC70	HS578T	LY2	MCF7	MDAMB157	MDAMB231	MDAMB361	MDAMB415	MDAMB453	SKBR3	SUM1315MO2	SUM149PT	SUM159PT	SUM185PE	SUM225CWN	SUM52PE	T47D	UACC812	ZR751	ZR75B
Meth__cg11285003__HCN1	0.076021	0.035795	0.90101	0.076644	0.63537	0.91933	0.92069	0.052142	0.21373	0.92123	0.33388	0.18006	0.046172	0.075699	0.048528	0.072012	0.13654	0.11062	0.1132	0.07781	0.64376	0.043658	0.086165	0.84442	0.060172	0.24829	0.099205	0.13568	0.49354	0.057832	0.6014	0.24794	0.089569	0.038745	0.053639
Meth__cg18438777__NPY5R	0.081096	0.06338	0.95206	0.090512	0.94828	0.081732	0.57769	0.09318	0.081984	0.43225	0.11103	0.874	0.07028	0.93915	0.072482	0.17475	0.80043	0.039916	0.070721	0.069334	0.88429	0.064456	0.10398	0.60955	0.096957	0.051811	0.03945	0.71751	0.17688	0.057828	0.94073	0.13862	0.36278	0.0608	0.057437
Meth__cg27285599__FLJ13841	0.056612	0.050539	0.62383	0.057414	0.90618	0.059638	0.88838	0.049905	0.062617	0.64787	0.1119	0.19066	0.051407	0.71732	0.8969	0.20849	0.90339	0.050433	0.059802	0.88602	0.89484	0.064811	0.10026	0.085314	0.09468	0.71524	0.47178	0.85135	0.057365	0.055101	0.11882	0.063553	0.061965	0.059326	0.11601
Meth__cg21602520__BCL2	0.046958	0.077954	0.94727	0.24149	0.96633	0.066128	0.26622	0.86556	0.044701	0.94333	0.93871	0.94708	0.75933	0.92554	0.92762	0.74503	0.57908	0.038538	0.046838	0.96319	0.94754	0.060168	0.083088	0.91319	0.069498	0.45537	0.93335	0.96885	0.8838	0.87083	0.95928	0.57398	0.57608	0.082738	0.047451
Meth__cg07665060__C19orf33	0.32515	0.05151	0.95752	0.20478	0.94207	0.14397	0.63742	0.90236	0.91242	0.94627	0.082497	0.39291	0.83931	0.86601	0.96715	0.73605	0.94632	0.040952	0.030675	0.96065	0.07358	0.93584	0.041275	0.95227	0.052091	0.63912	0.033814	0.021959	0.87736	0.88671	0.03132	0.050633	0.036176	0.86245	0.90554
Meth__cg21484834__PTK6	0.072312	0.033943	0.062735	0.38639	0.9511	0.053812	0.47321	0.89471	0.081672	0.92494	0.452	0.56269	0.58594	0.76444	0.94351	0.21032	0.82393	0.098506	0.68336	0.93003	0.099939	0.59623	0.077905	0.45174	0.12562	0.66259	0.04365	0.90691	0.76031	0.71661	0.037512	0.060721	0.054276	0.036147	0.037907
Meth__cg10331779__CTNND2	0.06659	0.099316	0.89384	0.18014	0.87058	0.10481	0.51129	0.2058	0.37628	0.89389	0.74006	0.7559	0.18171	0.22118	0.21994	0.4923	0.11046	0.060726	0.06099	0.15546	0.74478	0.12159	0.11257	0.092438	0.070883	0.047044	0.14561	0.5667	0.27284	0.44711	0.40548	0.34419	0.044982	0.24823	0.10544
Meth__cg19514469__ELMO3	0.051955	0.044715	0.054371	0.32884	0.90763	0.046407	0.61757	0.90959	0.42082	0.56	0.15605	0.83513	0.89084	0.070449	0.92357	0.083591	0.92991	0.099915	0.52583	0.8979	0.85648	0.091027	0.063262	0.16703	0.076701	0.57838	0.041794	0.92018	0.701	0.66849	0.032548	0.077024	0.054537	0.048787	0.048868
Meth__cg09147222__CPNE4	0.075089	0.069697	0.089547	0.35135	0.64448	0.11167	0.49353	0.12289	0.10121	0.68414	0.66482	0.11197	0.069452	0.090314	0.083746	0.28848	0.29636	0.097241	0.081117	0.074645	0.40612	0.066421	0.24438	0.84207	0.080193	0.045344	0.082081	0.42896	0.28317	0.10299	0.068467	0.17691	0.084156	0.076566	0.078249
Meth__cg12379775__LOC284739	0.038318	0.17606	0.69252	0.030781	0.91262	0.029098	0.025901	0.016339	0.034562	0.76141	0.16723	0.37711	0.016394	0.82612	0.12017	0.040558	0.040036	0.11433	0.13197	0.96605	0.89495	0.019316	0.04239	0.089805	0.0345	0.02222	0.099072	0.52765	0.1637	0.021481	0.037212	0.065443	0.026538	0.022424	0.029065
Meth__cg17602451__BCL2	0.063162	0.035492	0.95173	0.055695	0.95404	0.070302	0.14865	0.21232	0.038886	0.93365	0.79234	0.74046	0.21557	0.63814	0.27776	0.755	0.4052	0.034002	0.046118	0.94636	0.90867	0.054939	0.094513	0.93449	0.1315	0.40849	0.21134	0.57873	0.50248	0.69178	0.94823	0.16002	0.61579	0.047757	0.042401
Meth__cg05927017__BCL2	0.038913	0.14424	0.84461	0.038001	0.70592	0.035381	0.2235	0.052501	0.029322	0.058171	0.16514	0.17608	0.060481	0.49038	0.35395	0.14828	0.19028	0.032972	0.032799	0.89464	0.48174	0.037637	0.056026	0.086837	0.13467	0.039283	0.032025	0.14138	0.068674	0.030441	0.039959	0.086834	0.045231	0.034933	0.028387
Meth__cg20979799__RFXDC1	0.054135	0.071539	0.53849	0.070442	0.87108	0.091855	0.13902	0.05892	0.080354	0.29348	0.32712	0.61743	0.064444	0.46859	0.25247	0.12645	0.31737	0.27054	0.090243	0.10296	0.91991	0.053366	0.19303	0.21305	0.076611	0.080719	0.17186	0.30642	0.054943	0.07369	0.46478	0.13727	0.066853	0.090965	0.073603
Meth__cg18992688__AVPR1B	0.11084	0.050239	0.89851	0.52613	0.79974	0.77234	0.84798	0.045088	0.11804	0.77321	0.17385	0.86822	0.05385	0.79552	0.18285	0.16985	0.059799	0.70931	0.47976	0.36429	0.7129	0.13055	0.053008	0.61517	0.061016	0.049234	0.089084	0.38947	0.32968	0.049952	0.77751	0.14198	0.14907	0.22689	0.27168
Meth__cg00651216__HSP90AB1	0.05165	0.063254	0.9036	0.37792	0.8788	0.45155	0.58833	0.34771	0.25853	0.23263	0.90971	0.32777	0.31024	0.26017	0.41064	0.42914	0.49139	0.34909	0.25878	0.42919	0.68549	0.14942	0.29603	0.15459	0.12561	0.26386	0.072957	0.10591	0.71347	0.35643	0.19423	0.089229	0.049258	0.16207	0.11802
Meth__cg03985136__ULBP2	0.043438	0.052763	0.90613	0.084601	0.52035	0.23123	0.10622	0.067909	0.059994	0.12529	0.195	0.28338	0.2003	0.093214	0.046224	0.058763	0.075452	0.11275	0.056018	0.23238	0.48238	0.071503	0.087897	0.48372	0.083777	0.041291	0.06208	0.32211	0.10077	0.052209	0.35847	0.067327	0.065501	0.053968	0.045998
Meth__cg07651242__ADCY1	0.071494	0.08941	0.97928	0.40738	0.95759	0.63859	0.71682	0.046992	0.051525	0.96158	0.69387	0.93759	0.042351	0.13278	0.13112	0.25071	0.036514	0.10393	0.083799	0.37022	0.91898	0.74701	0.2085	0.94621	0.080799	0.045217	0.091909	0.19706	0.72913	0.58165	0.74066	0.075451	0.050236	0.085967	0.058507
Meth__cg12356261__NES	0.054918	0.052309	0.75496	0.20091	0.52144	0.1757	0.66815	0.26774	0.38804	0.1365	0.64485	0.75319	0.23699	0.72665	0.76091	0.10364	0.13266	0.039576	0.063755	0.76753	0.059235	0.038673	0.078858	0.083031	0.07495	0.049182	0.29523	0.59285	0.24599	0.046712	0.49895	0.074279	0.044908	0.060586	0.33501
Meth__cg00514407__SERPINE2	0.58217	0.033351	0.9435	0.63094	0.95539	0.8139	0.66957	0.048716	0.068034	0.45585	0.46366	0.91599	0.034898	0.88727	0.51229	0.10008	0.94061	0.19381	0.35856	0.8438	0.76788	0.058328	0.06514	0.28167	0.065276	0.14975	0.036565	0.21675	0.84293	0.032978	0.93854	0.12583	0.24051	0.29509	0.88356
Meth__cg18741908__GPR160	0.075319	0.84244	0.93466	0.085241	0.93552	0.052124	0.94912	0.90971	0.18438	0.93038	0.91264	0.90712	0.68542	0.90866	0.43875	0.62647	0.82401	0.2589	0.11016	0.70097	0.81946	0.058425	0.063511	0.085463	0.58107	0.049705	0.57342	0.93073	0.33599	0.88935	0.046021	0.10083	0.08458	0.22008	0.43337
Meth__cg15307169__FLJ33718	0.073548	0.050877	0.5105	0.051239	0.69106	0.060061	0.09695	0.042059	0.063531	0.89869	0.057389	0.59809	0.043969	0.89608	0.060712	0.13345	0.046469	0.038531	0.064771	0.61595	0.1383	0.047383	0.10307	0.33753	0.10192	0.091706	0.052589	0.057061	0.67656	0.030129	0.039901	0.12464	0.054895	0.048448	0.055858
Meth__cg00513220__MOSC2	0.03051	0.626	0.85276	0.031575	0.78412	0.35869	0.55531	0.16853	0.14089	0.36735	0.057219	0.64128	0.15332	0.95724	0.29741	0.12406	0.35464	0.03248	0.039791	0.69552	0.0908	0.033435	0.074074	0.050426	0.43412	0.25392	0.065883	0.10969	0.30148	0.072283	0.42737	0.068304	0.039132	0.22937	0.27567
Meth__cg14494812__TOB1	0.072696	0.13068	0.68686	0.048242	0.93006	0.073532	0.96071	0.83109	0.076621	0.8906	0.8944	0.55904	0.76846	0.9174	0.89707	0.84272	0.88012	0.21016	0.12577	0.93442	0.89721	0.03816	0.2345	0.11702	0.23783	0.94165	0.89261	0.9796	0.2002	0.25878	0.070151	0.047287	0.087179	0.050452	0.035481
Meth__cg23749760__ZNF467	0.017928	0.38802	0.71881	0.20327	0.37799	0.1255	0.098107	0.026666	0.47783	0.36961	0.7039	0.66378	0.028353	0.55685	0.30662	0.16759	0.20636	0.045305	0.10726	0.78676	0.6145	0.026112	0.029567	0.03571	0.57419	0.12303	0.093758	0.13955	0.55579	0.090246	0.25421	0.031124	0.023288	0.057223	0.46245
Meth__cg17960516__FLJ33718	0.057672	0.05988	0.691	0.065058	0.85009	0.077792	0.079292	0.075765	0.058749	0.95668	0.08268	0.81451	0.066086	0.95973	0.10917	0.099423	0.040861	0.035983	0.097565	0.83766	0.20457	0.073781	0.081603	0.50231	0.13201	0.061241	0.058477	0.10952	0.85898	0.034288	0.044269	0.12456	0.044351	0.047378	0.070134
Meth__cg24113449__ADRBK2	0.21043	0.069616	0.79306	0.10117	0.47439	0.24466	0.18162	0.11687	0.27612	0.23964	0.25736	0.58738	0.078615	0.079743	0.25053	0.194	0.29438	0.23991	0.20666	0.11866	0.70258	0.056541	0.09265	0.53603	0.13028	0.041012	0.05483	0.099169	0.2427	0.060012	0.39361	0.15232	0.25418	0.068955	0.044483
Meth__cg27588902__GNMT	0.058048	0.03973	0.098089	0.059082	0.90206	0.060061	0.33432	0.044743	0.05994	0.4563	0.089957	0.34472	0.065569	0.095722	0.11457	0.097106	0.66715	0.0811	0.055176	0.88413	0.85745	0.057628	0.10207	0.063312	0.17833	0.55038	0.062152	0.45054	0.12217	0.03547	0.31538	0.054408	0.053664	0.058428	0.10562
Meth__cg05626013__LRRTM3	0.29061	0.093426	0.17159	0.63909	0.27788	0.21835	0.77333	0.19201	0.13245	0.25376	0.23782	0.2509	0.2089	0.20077	0.22465	0.14815	0.16475	0.13124	0.15774	0.20112	0.45484	0.1721	0.13881	0.29889	0.087942	0.10622	0.20464	0.34642	0.53417	0.10595	0.10853	0.13061	0.12659	0.14646	0.14324
Meth__cg24820809__MB	0.05712	0.047509	0.0881	0.07863	0.82648	0.060538	0.46469	0.065563	0.092446	0.76487	0.24261	0.15926	0.05893	0.086324	0.828	0.13099	0.87805	0.25277	0.51405	0.85248	0.83832	0.075061	0.068209	0.11121	0.17373	0.48991	0.46529	0.89296	0.3884	0.045737	0.055263	0.059827	0.068192	0.047792	0.048207
Meth__cg06747888__TBR1	0.34451	0.14694	0.9166	0.11045	0.91287	0.10154	0.91489	0.30024	0.086213	0.87401	0.8873	0.92516	0.21282	0.89441	0.69516	0.29074	0.8852	0.073411	0.084	0.89432	0.80047	0.066035	0.10285	0.1454	0.13495	0.93282	0.15766	0.90857	0.62492	0.15039	0.53994	0.13363	0.11234	0.38505	0.16266
Meth__cg11316784__NSD1	0.043442	0.059824	0.53614	0.060506	0.55549	0.061369	0.099003	0.043981	0.043598	0.3151	0.1897	0.21759	0.046249	0.10439	0.17857	0.056172	0.059161	0.031715	0.068033	0.58279	0.60528	0.044745	0.078297	0.1116	0.10608	0.035054	0.027386	0.034862	0.6874	0.037178	0.042076	0.069287	0.046529	0.037363	0.06229
Meth__cg10025443__SYK	0.07835	0.060413	0.065778	0.057574	0.88954	0.14651	0.18393	0.043818	0.056916	0.55245	0.11087	0.099695	0.053001	0.046535	0.33465	0.16374	0.17001	0.038847	0.069589	0.22925	0.84583	0.052559	0.085696	0.86207	0.067032	0.39932	0.13256	0.55016	0.64856	0.04373	0.05273	0.099896	0.06059	0.049748	0.046584
Meth__cg04431133__RPL36AL	0.48323	0.11297	0.6613	0.63956	0.076972	0.23737	0.046344	0.42133	0.093842	0.091454	0.4661	0.11714	0.5567	0.45396	0.03445	0.14345	0.146	0.1644	0.15069	0.065587	0.36532	0.59288	0.093647	0.089069	0.15133	0.89149	0.49265	0.043416	0.079593	0.43658	0.056756	0.66959	0.73282	0.37961	0.11711
Meth__cg17213552__DLAT	0.036392	0.053985	0.058085	0.06083	0.37854	0.041429	0.044812	0.17451	0.059436	0.12341	0.045533	0.27516	0.12795	0.08185	0.053742	0.047837	0.43491	0.029301	0.038068	0.4431	0.081647	0.038944	0.04662	0.068438	0.049148	0.034129	0.040961	0.050961	0.038832	0.027084	0.026331	0.044739	0.034173	0.032307	0.043247
Meth__cg20234170__CAT	0.097072	0.31049	0.1058	0.49256	0.093791	0.41623	0.094832	0.44793	0.12217	0.080446	0.20726	0.25549	0.43682	0.070522	0.086607	0.23218	0.053537	0.23668	0.30804	0.091547	0.1139	0.57533	0.19708	0.29293	0.19389	0.17461	0.052664	0.071957	0.69086	0.1401	0.14671	0.14249	0.28713	0.65192	0.64296
Meth__cg07177852__CCDC68	0.045669	0.06777	0.81776	0.77318	0.73384	0.41893	0.87147	0.048037	0.056738	0.78421	0.094676	0.604	0.14336	0.83558	0.45333	0.30857	0.60082	0.059812	0.064478	0.1431	0.31051	0.79122	0.13209	0.78365	0.071694	0.44013	0.034291	0.50008	0.81787	0.64309	0.76648	0.58195	0.046742	0.55808	0.66778
Meth__cg15856055__ZNF511	0.10907	0.076625	0.45662	0.2137	0.75434	0.13097	0.1839	0.10692	0.11932	0.12576	0.48033	0.19231	0.087463	0.14645	0.41767	0.1078	0.50479	0.071195	0.093719	0.42259	0.41294	0.091023	0.14201	0.12438	0.18684	0.10969	0.13865	0.2977	0.088975	0.073179	0.073964	0.097943	0.25554	0.059835	0.09375
Meth__cg25104030__RASGEF1A	0.057249	0.04033	0.31348	0.060835	0.4472	0.081241	0.45393	0.041467	0.044912	0.49508	0.08152	0.36717	0.059034	0.45259	0.053621	0.081723	0.039421	0.035256	0.04827	0.46131	0.3243	0.04657	0.075085	0.13272	0.053804	0.039706	0.049151	0.069546	0.22339	0.04145	0.031162	0.08744	0.082668	0.07011	0.046049
Meth__cg09936839__SIRT6	0.4611	0.14561	0.19984	0.75587	0.22475	0.65842	0.11625	0.83689	0.5993	0.13774	0.33164	0.1198	0.76517	0.13492	0.079099	0.25263	0.054514	0.83669	0.70172	0.12066	0.1536	0.83229	0.14132	0.16855	0.72798	0.15635	0.082003	0.059466	0.85906	0.11853	0.13338	0.43134	0.54018	0.31904	0.45669
Meth__cg03883348__KLC3	0.043523	0.042558	0.30754	0.75109	0.72197	0.20696	0.13963	0.030603	0.24703	0.53574	0.14955	0.25453	0.061615	0.154	0.37459	0.11948	0.40407	0.23669	0.090816	0.24171	0.50006	0.49828	0.29818	0.10397	0.063822	0.073966	0.46028	0.12888	0.15675	0.13246	0.057385	0.041302	0.042099	0.2309	0.10165
Meth__cg09717545__KISS1R	0.13414	0.14981	0.95531	0.46507	0.30306	0.22449	0.68559	0.09701	0.15493	0.94985	0.15988	0.77231	0.11493	0.94259	0.13281	0.20515	0.44505	0.72296	0.22012	0.94594	0.88931	0.15292	0.092029	0.28545	0.20951	0.087722	0.13643	0.12287	0.37296	0.08803	0.68012	0.13199	0.09944	0.3763	0.10577
Meth__cg04759439__CAST1	0.11001	0.13404	0.15365	0.12158	0.91478	0.11301	0.14707	0.095127	0.1081	0.74175	0.10827	0.12931	0.094259	0.096029	0.11257	0.13658	0.15623	0.059358	0.14899	0.22046	0.20026	0.13587	0.12104	0.94331	0.099325	0.11442	0.072973	0.44005	0.13799	0.14421	0.093166	0.25698	0.11686	0.12052	0.1676
Meth__cg15485859__C1orf116	0.051914	0.04523	0.60451	0.070221	0.46861	0.067868	0.10776	0.055734	0.070759	0.20135	0.26478	0.19879	0.070686	0.34061	0.86098	0.11283	0.31726	0.065925	0.10369	0.41817	0.83616	0.071188	0.085886	0.52881	0.093844	0.82889	0.35692	0.84192	0.35474	0.052818	0.092157	0.20738	0.15192	0.14635	0.31016
Meth__cg25587233__PPP2R4	0.087756	0.053871	0.31109	0.078611	0.89057	0.093173	0.70143	0.11635	0.46324	0.72419	0.88853	0.45113	0.21706	0.62916	0.7418	0.073884	0.87954	0.65737	0.59838	0.8944	0.75458	0.24133	0.21616	0.049626	0.11718	0.40441	0.15105	0.83843	0.33253	0.14607	0.47071	0.24486	0.22651	0.12103	0.074319
Meth__cg02870945__REEP1	0.021888	0.027956	0.25028	0.027579	0.65465	0.030451	0.087008	0.027125	0.021208	0.46218	0.057462	0.098518	0.027262	0.31351	0.043067	0.06202	0.46782	0.023183	0.024049	0.1736	0.68671	0.020261	0.027954	0.035977	0.040657	0.033393	0.035222	0.052399	0.02048	0.028002	0.13288	0.084914	0.024142	0.032288	0.036513
Meth__cg24838010__SLC26A11	0.045369	0.043678	0.38366	0.080653	0.050659	0.061192	0.84472	0.036511	0.32794	0.049852	0.74233	0.31811	0.043237	0.07811	0.097455	0.72459	0.17316	0.033988	0.05	0.14231	0.81635	0.041175	0.062295	0.070986	0.038888	0.036295	0.75871	0.83486	0.059154	0.032342	0.034056	0.079325	0.045784	0.033385	0.031746
Meth__cg08185661__SYT9	0.046786	0.028492	0.94487	0.059991	0.92144	0.037173	0.59523	0.025866	0.034102	0.97	0.21236	0.88602	0.02567	0.046632	0.57775	0.0678	0.29544	0.53527	0.047994	0.18255	0.90706	0.031756	0.034397	0.71407	0.037266	0.041872	0.076466	0.56446	0.025697	0.026636	0.12501	0.13957	0.025744	0.025164	0.088372
Meth__cg24371225__MGC42105	0.033896	0.071905	0.97614	0.035425	0.83156	0.055265	0.98228	0.025216	0.028904	0.13387	0.077482	0.96836	0.02793	0.97415	0.072064	0.048143	0.63021	0.026546	0.028956	0.43743	0.79978	0.042729	0.15431	0.95404	0.072919	0.063367	0.031444	0.31851	0.36367	0.021768	0.97798	0.30713	0.031498	0.077025	0.43057
Meth__cg09835543__DIRAS2	0.07165	0.050945	0.60471	0.039852	0.87754	0.047918	0.08965	0.060302	0.036615	0.46044	0.06169	0.74632	0.066922	0.068182	0.095034	0.18249	0.48571	0.046522	0.038075	0.2491	0.92308	0.039681	0.079304	0.094153	0.077511	0.041806	0.10616	0.23889	0.81196	0.02933	0.62641	0.068734	0.032229	0.051539	0.054733
Meth__cg02497758__MAFB	0.16919	0.053579	0.5967	0.047388	0.83965	0.059214	0.10725	0.10396	0.04432	0.77766	0.06293	0.12066	0.042712	0.53016	0.091848	0.074752	0.37544	0.59527	0.095504	0.40497	0.87696	0.041478	0.075934	0.11371	0.10408	0.26313	0.076376	0.35566	0.10185	0.026899	0.040469	0.11393	0.049511	0.051027	0.080684
Meth__cg08158289__KIAA0141	0.065812	0.067538	0.18393	0.55398	0.33923	0.19117	0.45256	0.53794	0.2582	0.084082	0.088299	0.26432	0.41988	0.12166	0.28599	0.049604	0.19733	0.066017	0.13599	0.60684	0.68998	0.47783	0.10313	0.25474	0.15993	0.026168	0.0316	0.76993	0.24336	0.03987	0.033058	0.03093	0.20906	0.044284	0.031018
Meth__cg25645462__GPR56	0.032315	0.11772	0.59517	0.18713	0.85809	0.31494	0.0323	0.040305	0.16354	0.74852	0.08323	0.15472	0.042951	0.038279	0.89919	0.068697	0.74923	0.22163	0.33405	0.87041	0.84016	0.063938	0.10196	0.24329	0.053503	0.8668	0.031441	0.87854	0.048841	0.43746	0.040724	0.13328	0.073075	0.14001	0.2284
Meth__cg21922841__SLC9A3R1	0.044974	0.018208	0.20621	0.02608	0.39734	0.06852	0.28439	0.028047	0.037116	0.085945	0.079541	0.079498	0.034164	0.094118	0.19259	0.042213	0.028081	0.10669	0.057086	0.031565	0.18491	0.069953	0.057045	0.178	0.027038	0.022754	0.03042	0.039804	0.04892	0.017868	0.037247	0.055263	0.018286	0.026066	0.026496
Meth__cg07214572__LHX9	0.11074	0.016044	0.32647	0.37053	0.9041	0.58639	0.96433	0.028251	0.04192	0.90993	0.024131	0.65435	0.024459	0.83189	0.030244	0.036828	0.063651	0.23125	0.34794	0.92551	0.59701	0.4538	0.028063	0.56151	0.032519	0.036896	0.024328	0.042036	0.28307	0.025104	0.14604	0.12567	0.14515	0.62927	0.32465
Meth__cg12685753__TEKT1	0.070802	0.054663	0.44942	0.49705	0.89891	0.2017	0.41027	0.5825	0.13821	0.80118	0.4034	0.33898	0.39989	0.46884	0.12483	0.090134	0.036312	0.07449	0.1263	0.17102	0.6563	0.086073	0.15162	0.59434	0.15785	0.060512	0.041783	0.83396	0.55304	0.089455	0.27729	0.18082	0.091681	0.17144	0.084378
Meth__cg03462055__TUBB2B	0.53115	0.034674	0.97889	0.47668	0.86597	0.24352	0.53545	0.040117	0.044191	0.76671	0.068734	0.24105	0.10688	0.96423	0.050832	0.15506	0.35066	0.55685	0.19399	0.16435	0.92535	0.058978	0.057286	0.93699	0.13532	0.092339	0.051657	0.22761	0.22094	0.031012	0.71918	0.04955	0.041353	0.044594	0.039628
Meth__cg10667970__FBXO6	0.058371	0.072257	0.7723	0.20859	0.50411	0.06959	0.31045	0.24078	0.20828	0.079133	0.34427	0.31286	0.21767	0.88446	0.13604	0.08631	0.37465	0.088949	0.097183	0.7538	0.29539	0.079804	0.089922	0.17173	0.32646	0.18607	0.04686	0.73693	0.10681	0.063477	0.060424	0.14501	0.11089	0.075027	0.047632
Meth__cg04837071__NOXA1	0.046036	0.20056	0.22871	0.58455	0.94862	0.24647	0.18685	0.29297	0.90211	0.92767	0.69084	0.44603	0.26891	0.19248	0.65752	0.090034	0.64623	0.29341	0.088078	0.38322	0.1742	0.46871	0.074038	0.30609	0.43802	0.14681	0.059974	0.21634	0.11687	0.4535	0.14813	0.096501	0.18317	0.044165	0.032325
Meth__cg22472290__ZNF577	0.06859	0.073126	0.86886	0.2369	0.24225	0.88331	0.8116	0.067315	0.8552	0.81381	0.1843	0.77333	0.32409	0.14752	0.36997	0.13903	0.41078	0.5469	0.38539	0.1248	0.35965	0.11922	0.090783	0.36611	0.099773	0.083447	0.38593	0.08313	0.84584	0.45769	0.14891	0.78368	0.0668	0.53998	0.40678
Meth__cg09014354__NEUROD4	0.11231	0.1056	0.36167	0.094961	0.18044	0.1043	0.34659	0.16174	0.11854	0.69338	0.73517	0.30586	0.13046	0.11733	0.25449	0.25237	0.21417	0.059172	0.12233	0.13754	0.69354	0.10052	0.14377	0.81176	0.085323	0.10218	0.12418	0.16022	0.085692	0.085543	0.090715	0.12095	0.06849	0.088059	0.076688
Meth__cg02067021__DNAJC5B	0.028909	0.026682	0.40225	0.034316	0.41566	0.02546	0.91101	0.026228	0.21216	0.52697	0.82479	0.072321	0.02292	0.31178	0.37539	0.045791	0.88515	0.12727	0.093623	0.90452	0.9329	0.028769	0.095865	0.029474	0.036055	0.39376	0.13701	0.38071	0.019328	0.037123	0.035141	0.038767	0.065511	0.029191	0.025946
Meth__cg10319505__RASEF	0.032554	0.050956	0.033968	0.030579	0.3371	0.037964	0.040259	0.033299	0.03729	0.53325	0.052946	0.044266	0.038316	0.79861	0.060373	0.071304	0.86788	0.021098	0.040247	0.13888	0.30772	0.046326	0.066157	0.10272	0.042103	0.036387	0.02885	0.57453	0.049797	0.030744	0.026773	0.051753	0.046076	0.030581	0.066791
Meth__cg11908570__KIAA0040	0.049462	0.024274	0.1061	0.035782	0.97303	0.099412	0.13243	0.061847	0.083369	0.084917	0.046342	0.053685	0.050801	0.059439	0.11919	0.040421	0.089779	0.038013	0.028133	0.056793	0.067479	0.051848	0.10286	0.090552	0.040177	0.032508	0.034294	0.040523	0.022389	0.028021	0.057534	0.042688	0.099738	0.032707	0.034706
Meth__cg02238826__B3GNT5	0.88831	0.47428	0.047296	0.49382	0.040686	0.95168	0.02755	0.046354	0.23538	0.041575	0.034122	0.058033	0.085025	0.034119	0.034444	0.075778	0.056468	0.41055	0.34655	0.043472	0.064395	0.048823	0.092238	0.36184	0.52098	0.045399	0.033797	0.051216	0.049473	0.033948	0.96361	0.83149	0.59868	0.68549	0.69432
Meth__cg16254764__HDAC11	0.054001	0.35404	0.45089	0.33949	0.58448	0.33472	0.071122	0.051738	0.41974	0.10743	0.18726	0.29733	0.053306	0.12764	0.18143	0.10093	0.41816	0.20419	0.1015	0.53411	0.20855	0.22976	0.15606	0.10128	0.27037	0.087496	0.049194	0.2059	0.14756	0.049529	0.042039	0.065211	0.070167	0.07984	0.065108
Meth__cg17925542__IDH2	0.051405	0.03767	0.09939	0.044125	0.48989	0.051442	0.10616	0.05074	0.031579	0.074811	0.060327	0.17516	0.029297	0.24193	0.083802	0.10188	0.46357	0.030233	0.066522	0.045341	0.65163	0.037749	0.094133	0.10479	0.04765	0.039095	0.25348	0.040781	0.33063	0.032346	0.028984	0.064945	0.033591	0.029402	0.081668
Meth__cg19669036__SNAP29	0.017918	0.019556	0.055653	0.021344	0.037526	0.027585	0.10607	0.023765	0.025381	0.060621	0.11428	0.035795	0.026732	0.042409	0.023086	0.039591	0.01627	0.01769	0.02	0.030767	0.17417	0.024745	0.031785	0.037789	0.029828	0.032908	0.029614	0.035527	0.034338	0.04365	0.01912	0.019147	0.019043	0.041272	0.028602
Meth__cg13702536__GPR81	0.092228	0.087957	0.8184	0.062138	0.82742	0.13801	0.81674	0.1192	0.070814	0.24385	0.070679	0.2675	0.16459	0.60632	0.084418	0.31722	0.11922	0.060567	0.077254	0.72925	0.5199	0.068456	0.11718	0.17687	0.15856	0.14234	0.1138	0.417	0.074373	0.10752	0.71257	0.18123	0.073065	0.098016	0.074287
Meth__cg17465304__KIF12	0.076488	0.12585	0.89961	0.35968	0.90772	0.101	0.92456	0.90356	0.06515	0.80634	0.82575	0.84128	0.74332	0.90833	0.9054	0.34254	0.91412	0.16997	0.51638	0.87694	0.87546	0.076816	0.14139	0.86528	0.2133	0.65889	0.90596	0.90818	0.44074	0.077404	0.081987	0.17891	0.087144	0.57335	0.2071
Meth__cg25736482__TMC4	0.077592	0.051087	0.73361	0.73013	0.91311	0.099056	0.71058	0.42703	0.49772	0.417	0.81624	0.33098	0.27978	0.32839	0.82001	0.073094	0.43358	0.21499	0.12149	0.8953	0.79882	0.41641	0.062643	0.67339	0.074896	0.79501	0.24056	0.34143	0.11067	0.071561	0.33862	0.095652	0.073974	0.092807	0.093068
Meth__cg18988110__ATAD4	0.036188	0.04799	0.047234	0.039991	0.53088	0.039717	0.044991	0.060954	0.041471	0.20909	0.04884	0.087064	0.05277	0.098005	0.83068	0.088533	0.11386	0.031105	0.032276	0.63678	0.31164	0.035007	0.074065	0.15037	0.09736	0.68919	0.071502	0.09646	0.059731	0.038051	0.04614	0.057468	0.04167	0.036968	0.031184
Meth__cg08319404__THRB	0.087583	0.93083	0.12217	0.094969	0.93178	0.11568	0.06693	0.1021	0.14985	0.88923	0.16129	0.51522	0.10747	0.8376	0.28203	0.15423	0.85571	0.78312	0.10325	0.80259	0.72456	0.099191	0.14592	0.2286	0.52073	0.13963	0.14101	0.89209	0.34153	0.10175	0.11408	0.11762	0.099733	0.10234	0.13661
