Cell lines	600MPE	AU565	BT474	BT483	BT549	CAMA1	HBL100	HCC1143	HCC1187	HCC1428	HCC1569	HCC1937	HCC1954	HCC202	HCC2185	HCC3153	HCC38	HCC70	HS578T	LY2	MCF7	MDAMB134VI	MDAMB157	MDAMB175VII	MDAMB231	MDAMB361	MDAMB415	MDAMB436	MDAMB453	MDAMB468	SKBR3	SUM1315MO2	SUM149PT	SUM159PT	SUM185PE	SUM52PE	T47D	ZR751	ZR75B
Meth__cg04478795__SMO	0.83456	0.058506	0.68091	0.93382	0.11996	0.84402	0.26029	0.24897	0.026561	0.85978	0.048779	0.82011	0.78753	0.23198	0.035744	0.079333	0.032082	0.42768	0.041463	0.875	0.8766	0.96764	0.24768	0.67486	0.84293	0.16725	0.047783	0.49251	0.8648	0.36157	0.16635	0.058248	0.16556	0.18879	0.8826	0.7665	0.14043	0.95389	0.91399
Meth__cg10074409__IRF6	0.033129	0.03282	0.059639	0.029252	0.89611	0.0504	0.1366	0.030858	0.053053	0.078396	0.031666	0.04589	0.087006	0.023303	0.058245	0.051672	0.26974	0.073176	0.48595	0.05087	0.096257	0.056954	0.43785	0.030935	0.87168	0.046636	0.092273	0.84853	0.07026	0.05409	0.067407	0.047795	0.036539	0.048029	0.04053	0.043674	0.039957	0.0451	0.044557
Meth__cg08314660__PKP3	0.046644	0.028778	0.044512	0.033102	0.97405	0.040461	0.069935	0.0397	0.033567	0.052808	0.030695	0.03027	0.032239	0.02383	0.027954	0.040536	0.058007	0.086497	0.035639	0.043956	0.057505	0.030062	0.67464	0.029927	0.067237	0.05354	0.036046	0.036041	0.15997	0.046483	0.036625	0.6669	0.029844	0.03991	0.039097	0.025863	0.060417	0.057496	0.061924
Meth__cg23591869__FLJ45803	0.034918	0.025283	0.021287	0.066295	0.70747	0.033591	0.20675	0.97134	0.97123	0.029848	0.29597	0.021779	0.16726	0.068973	0.82025	0.90354	0.037676	0.07197	0.045188	0.5721	0.48263	0.87878	0.56549	0.025468	0.53122	0.032318	0.037576	0.11665	0.069064	0.04311	0.028021	0.22339	0.051004	0.039287	0.74846	0.85116	0.054426	0.04908	0.081779
Meth__cg00678539__MNS1	0.12761	0.089527	0.11688	0.35089	0.4501	0.77729	0.79204	0.97338	0.26359	0.065668	0.45936	0.29405	0.60194	0.07745	0.16782	0.21975	0.1009	0.12063	0.11011	0.36392	0.34278	0.48947	0.10493	0.10944	0.56164	0.1023	0.35993	0.099432	0.70979	0.94008	0.1077	0.069171	0.077688	0.088718	0.16255	0.094602	0.20243	0.11138	0.58069
Meth__cg22130834__TTC22	0.078146	0.1155	0.834	0.6642	0.73052	0.7379	0.70505	0.028127	0.020928	0.81486	0.031796	0.029854	0.7401	0.32505	0.036495	0.7826	0.032337	0.050958	0.25154	0.89352	0.84627	0.68984	0.61594	0.024977	0.84952	0.52678	0.04702	0.77536	0.87539	0.16654	0.13808	0.076664	0.026437	0.1242	0.75613	0.51795	0.071643	0.08483	0.84881
Meth__cg01667702__TRAPPC1	0.056086	0.093665	0.23535	0.12356	0.041146	0.096364	0.22684	0.099384	0.42794	0.076868	0.14167	0.76621	0.082978	0.057922	0.26212	0.12527	0.053302	0.088277	0.05771	0.068763	0.049359	0.10977	0.054223	0.12843	0.051052	0.075316	0.065084	0.035223	0.15968	0.14136	0.082492	0.070067	0.11255	0.096967	0.059343	0.060585	0.20306	0.082504	0.063562
Meth__cg13797282__CARD10	0.14219	0.2719	0.19278	0.059984	0.08425	0.093866	0.19547	0.2263	0.4958	0.075215	0.079555	0.12621	0.082285	0.37054	0.45465	0.087782	0.13445	0.074271	0.056263	0.069648	0.17905	0.057721	0.073544	0.5092	0.10685	0.30859	0.078433	0.29359	0.67464	0.05623	0.12966	0.88728	0.057904	0.84594	0.040549	0.4542	0.14079	0.12356	0.06896
Meth__cg12728032__ELF5	0.099195	0.044628	0.055069	0.11541	0.20075	0.091379	0.39959	0.12335	0.06333	0.063429	0.1445	0.073974	0.39871	0.042031	0.054822	0.11003	0.69142	0.3814	0.085784	0.077253	0.081201	0.60534	0.57474	0.044368	0.35253	0.078688	0.39324	0.27399	0.35557	0.053397	0.065063	0.12293	0.1659	0.21163	0.067462	0.48637	0.083481	0.15539	0.091433
Meth__cg01909921__GFI1B	0.11511	0.10565	0.076345	0.36413	0.47679	0.4601	0.68613	0.93454	0.085725	0.079446	0.11026	0.66798	0.67034	0.10509	0.079446	0.69837	0.060823	0.11587	0.07971	0.15187	0.55848	0.57087	0.84052	0.251	0.66697	0.5147	0.27712	0.74041	0.76036	0.32586	0.061261	0.072898	0.10806	0.086542	0.076588	0.80817	0.17927	0.32181	0.57731
Meth__cg12549513__BEX2	0.54079	0.028396	0.034636	0.34903	0.3997	0.033857	0.18188	0.55361	0.040263	0.51523	0.36589	0.023252	0.066037	0.031084	0.12509	0.13327	0.56606	0.092978	0.033879	0.021778	0.025912	0.56427	0.48116	0.54148	0.40189	0.032272	0.25706	0.55883	0.90798	0.31455	0.11721	0.028383	0.027284	0.12585	0.025912	0.47009	0.048995	0.48801	0.032015
Meth__cg06731599__ATP6AP2	0.64122	0.3832	0.072776	0.50789	0.063712	0.069575	0.038085	0.049874	0.68969	0.56466	0.093323	0.63137	0.60492	0.60461	0.62656	0.055163	0.049664	0.5037	0.056378	0.049003	0.099867	0.6237	0.39398	0.59784	0.1095	0.60284	0.50619	0.047034	0.56731	0.083393	0.5652	0.60187	0.05723	0.65613	0.70069	0.057377	0.11311	0.27506	0.048969
Meth__cg21682382__TMEM39B	0.02831	0.52552	0.066099	0.042702	0.040926	0.084301	0.038202	0.049795	0.051269	0.04242	0.16856	0.082259	0.11172	0.022272	0.05971	0.047947	0.036096	0.050835	0.022499	0.068565	0.033467	0.41036	0.036642	0.087117	0.037267	0.050532	0.043422	0.078609	0.058588	0.054608	0.2031	0.19403	0.03862	0.037621	0.033692	0.028341	0.087102	0.044846	0.10207
Meth__cg01817029__TRHDE	0.6172	0.063713	0.60244	0.061301	0.65461	0.67675	0.053607	0.58033	0.53438	0.50492	0.059235	0.2711	0.72204	0.11114	0.55622	0.70425	0.14793	0.16088	0.12236	0.78055	0.43718	0.23146	0.091453	0.10916	0.85383	0.062897	0.11804	0.12296	0.90502	0.66022	0.074052	0.075509	0.18164	0.060165	0.44217	0.8025	0.14118	0.17564	0.16744
Meth__cg21222430__CDKN1A	0.045003	0.030564	0.048853	0.039011	0.04654	0.054246	0.11755	0.050355	0.029186	0.054028	0.032025	0.049121	0.081664	0.033711	0.029422	0.30667	0.06178	0.063294	0.038931	0.042717	0.040444	0.051779	0.051716	0.022921	0.063262	0.040481	0.056695	0.044135	0.11528	0.035138	0.065046	0.032978	0.030598	0.032639	0.034318	0.5873	0.070771	0.064022	0.045781
Meth__cg15717808__KCNQ5	0.02378	0.017455	0.1088	0.43167	0.60793	0.55088	0.042613	0.013924	0.037125	0.028632	0.020261	0.019989	0.43757	0.021278	0.040467	0.60688	0.011736	0.036928	0.026528	0.75904	0.20313	0.059128	0.05838	0.045247	0.38793	0.023217	0.02715	0.01949	0.070883	0.52283	0.035718	0.019356	0.01494	0.084547	0.048972	0.81229	0.028261	0.39658	0.6464
Meth__cg05422352__COPS7B	0.36529	0.048915	0.11379	0.095799	0.42688	0.056048	0.25868	0.1925	0.13125	0.53855	0.055876	0.059978	0.11198	0.027064	0.088471	0.17178	0.03623	0.078762	0.040318	0.048369	0.061064	0.51926	0.040189	0.040262	0.28441	0.046305	0.067275	0.031991	0.12639	0.062935	0.11715	0.030744	0.030985	0.037127	0.062864	0.080748	0.10604	0.054296	0.1166
Meth__cg03048535__FOXN4	0.47653	0.016046	0.084568	0.020525	0.55537	0.025569	0.10535	0.12348	0.020458	0.36646	0.092137	0.034238	0.058625	0.018991	0.024617	0.015113	0.016464	0.03744	0.050018	0.061908	0.44063	0.048859	0.021315	0.023103	0.61631	0.026222	0.30958	0.037097	0.84469	0.029354	0.023863	0.020705	0.024031	0.017881	0.20251	0.2262	0.032879	0.029493	0.021766
Meth__cg20699736__VAX2	0.10919	0.22933	0.10454	0.14927	0.31776	0.43366	0.45912	0.043405	0.084588	0.14534	0.070087	0.059149	0.76703	0.068577	0.089394	0.28666	0.062309	0.069824	0.3766	0.20507	0.24149	0.079207	0.60868	0.16609	0.5656	0.29541	0.11893	0.2102	0.72788	0.28921	0.11251	0.058948	0.029255	0.08603	0.24289	0.79616	0.065822	0.091466	0.40188
Meth__cg20587394__HOXC13	0.056412	0.028113	0.031182	0.076811	0.26073	0.047074	0.052882	0.025016	0.02788	0.045925	0.035881	0.027599	0.049898	0.023528	0.034806	0.037021	0.026974	0.099311	0.090137	0.02221	0.034675	0.46358	0.038746	0.019901	0.56172	0.032557	0.081023	0.03093	0.038438	0.044351	0.043237	0.039983	0.025691	0.040493	0.076462	0.020148	0.062024	0.23999	0.11803
Meth__cg01717706__SOCS1	0.061618	0.052869	0.28618	0.048044	0.1033	0.29389	0.081883	0.034376	0.038834	0.042568	0.41749	0.12877	0.097658	0.056756	0.04621	0.072562	0.038229	0.064308	0.034145	0.076163	0.038017	0.042668	0.032611	0.15708	0.43551	0.036379	0.056407	0.029505	0.061682	0.041301	0.058366	0.070397	0.36511	0.039299	0.040579	0.039052	0.099655	0.038474	0.045622
Meth__cg21717724__PSMD5	0.23575	0.12843	0.08866	0.18649	0.93545	0.61188	0.67474	0.61714	0.27949	0.63833	0.12859	0.22455	0.1264	0.089113	0.26464	0.14981	0.084044	0.14588	0.27287	0.10255	0.105	0.5275	0.19771	0.21644	0.86552	0.14558	0.20127	0.153	0.14775	0.14114	0.127	0.1007	0.13224	0.13804	0.087146	0.12712	0.21689	0.2321	0.22897
Meth__cg06335814__FAM59A	0.055395	0.037912	0.099529	0.38616	0.14121	0.060944	0.075545	0.066709	0.083594	0.12536	0.050656	0.062509	0.11123	0.028364	0.10679	0.054208	0.061227	0.1159	0.041506	0.062643	0.057662	0.64652	0.067939	0.046462	0.076146	0.053274	0.10316	0.043009	0.071605	0.051908	0.072138	0.03899	0.032565	0.048214	0.21683	0.14259	0.095053	0.069964	0.10887
Meth__cg23499129__MGC35308	0.15067	0.045932	0.12326	0.27734	0.88508	0.84744	0.38551	0.68312	0.09588	0.56578	0.95797	0.07829	0.36426	0.066817	0.074696	0.91067	0.073658	0.096783	0.13224	0.83879	0.92222	0.16999	0.87674	0.61327	0.74105	0.067702	0.23971	0.33767	0.9095	0.10588	0.050177	0.077898	0.056485	0.062591	0.083574	0.82258	0.86293	0.069667	0.065076
Meth__cg15948326__C11orf45	0.034961	0.015478	0.016524	0.019576	0.64771	0.019323	0.045674	0.013055	0.023218	0.01767	0.017257	0.035165	0.034362	0.01485	0.013316	0.015058	0.023631	0.023281	0.062886	0.019133	0.021716	0.026802	0.022917	0.018942	0.50529	0.018879	0.024894	0.29807	0.059541	0.020054	0.026897	0.039816	0.014006	0.017688	0.20894	0.8196	0.061411	0.02459	0.10596
Meth__cg25336579__PSAT1	0.9919	0.0084031	0.012204	0.0098963	0.0084534	0.71359	0.028074	0.020124	0.0099149	0.52843	0.0091996	0.010519	0.044588	0.011167	0.0094261	0.86026	0.010623	0.026891	0.0069442	0.64271	0.66554	0.17218	0.015118	0.043154	0.02737	0.085843	0.024135	0.009008	0.97378	0.018719	0.017131	0.013092	0.0096125	0.0074779	0.010285	0.98243	0.019899	0.4476	0.64043
Meth__cg27522780__ACADS	0.27181	0.93236	0.61378	0.03838	0.90669	0.057469	0.082546	0.070684	0.059688	0.051587	0.067793	0.045218	0.90492	0.9594	0.21392	0.042916	0.060234	0.074826	0.039682	0.037993	0.054974	0.084471	0.051346	0.065356	0.27217	0.9326	0.16179	0.04117	0.8247	0.05568	0.87292	0.052332	0.087211	0.078226	0.043056	0.041032	0.55731	0.93336	0.92335
Meth__cg08468689__LGP1	0.046664	0.02516	0.47266	0.30712	0.044455	0.1155	0.16278	0.072401	0.050106	0.050386	0.049651	0.042903	0.29178	0.037222	0.043523	0.039359	0.75136	0.10511	0.038222	0.47973	0.32564	0.043592	0.34525	0.035788	0.10794	0.049768	0.065214	0.038546	0.088361	0.046613	0.047712	0.040015	0.039083	0.030825	0.18668	0.03941	0.097677	0.041472	0.20704
Meth__cg05621401__RET	0.071251	0.067762	0.045105	0.9362	0.8755	0.071494	0.88683	0.31809	0.044376	0.97801	0.49979	0.82926	0.97039	0.028497	0.040055	0.050204	0.19726	0.077992	0.036639	0.048155	0.034938	0.050614	0.16556	0.037503	0.91516	0.048311	0.07058	0.39195	0.092155	0.88095	0.050925	0.048221	0.03728	0.034182	0.096162	0.89685	0.070896	0.051518	0.20906
Meth__cg14688956__PAK3	0.9075	0.023752	0.3336	0.20514	0.91059	0.46237	0.099036	0.38902	0.38425	0.5312	0.70024	0.16156	0.76282	0.037759	0.30343	0.088419	0.027334	0.060936	0.10043	0.80783	0.73305	0.20366	0.15017	0.31649	0.89277	0.042113	0.40275	0.07721	0.74486	0.24514	0.11836	0.030938	0.043887	0.36855	0.88057	0.84388	0.18938	0.33367	0.89747
Meth__cg02515725__PDLIM3	0.044122	0.049402	0.0528	0.09988	0.37964	0.32945	0.18819	0.23326	0.073389	0.057198	0.39408	0.053381	0.16175	0.037616	0.070359	0.11907	0.047362	0.088643	0.055916	0.067694	0.08852	0.96089	0.05764	0.063209	0.12971	0.037756	0.068991	0.34995	0.9054	0.070315	0.13904	0.049902	0.036988	0.052003	0.049735	0.68095	0.16486	0.14883	0.25765
Meth__cg01952458__ATP6V1B2	0.038435	0.026395	0.045603	0.031212	0.095782	0.064643	0.17197	0.032258	0.066073	0.039679	0.032992	0.043816	0.30601	0.040062	0.06752	0.086647	0.10588	0.19456	0.031139	0.043176	0.060499	0.10496	0.054376	0.025517	0.33849	0.064317	0.05412	0.036406	0.088571	0.055622	0.032444	0.021745	0.016592	0.03386	0.018672	0.067746	0.034506	0.063793	0.063991
Meth__cg03238797__ADAMTS18	0.89177	0.042857	0.038595	0.22478	0.95681	0.87978	0.10676	0.66562	0.035111	0.72503	0.93824	0.27037	0.84645	0.21567	0.038767	0.14021	0.10428	0.11416	0.34894	0.94086	0.94761	0.20578	0.47182	0.49735	0.86178	0.046456	0.58875	0.44032	0.89008	0.66545	0.070703	0.89465	0.041963	0.14803	0.054725	0.92067	0.0678	0.92877	0.91093
Meth__cg19310430__C11orf45	0.088996	0.041067	0.27917	0.62354	0.69087	0.62937	0.061315	0.057924	0.21192	0.65858	0.038275	0.15264	0.18408	0.043064	0.16544	0.067874	0.064545	0.11705	0.66524	0.68789	0.78434	0.86945	0.040158	0.3612	0.44088	0.59428	0.12565	0.46641	0.19227	0.05335	0.063509	0.12635	0.035129	0.078541	0.61033	0.75161	0.36777	0.33021	0.79632
Meth__cg19423196__MAT1A	0.91428	0.042573	0.80246	0.8798	0.12484	0.84497	0.053266	0.71481	0.7258	0.29188	0.090625	0.201	0.30377	0.19769	0.67683	0.35681	0.62662	0.15918	0.069469	0.63868	0.84083	0.9185	0.074861	0.056854	0.090708	0.82111	0.27026	0.093786	0.85987	0.16479	0.13851	0.22291	0.053116	0.051979	0.82364	0.84917	0.23168	0.7669	0.82353
Meth__cg13726191__FGFBP1	0.062136	0.065061	0.16186	0.14926	0.83178	0.37282	0.19753	0.12299	0.61809	0.094319	0.27543	0.046749	0.087519	0.061116	0.48813	0.079289	0.33212	0.055556	0.23487	0.23106	0.18293	0.14577	0.20792	0.067085	0.11392	0.17075	0.10508	0.28858	0.16164	0.051122	0.072447	0.1411	0.053661	0.070085	0.40218	0.093201	0.084388	0.45109	0.55319
Meth__cg24891133__FLJ14834	0.074616	0.020355	0.25908	0.72085	0.61114	0.65806	0.58378	0.91216	0.023928	0.91239	0.95223	0.023076	0.37489	0.020067	0.020014	0.61629	0.4037	0.061959	0.024246	0.78425	0.7095	0.95563	0.050173	0.53177	0.49897	0.86351	0.033887	0.021401	0.80283	0.19028	0.034795	0.01863	0.018953	0.055841	0.60859	0.47313	0.050931	0.17143	0.17611
Meth__cg18349835__VIPR2	0.016201	0.15174	0.50974	0.44884	0.96854	0.97669	0.33905	0.94933	0.87355	0.05519	0.65087	0.97809	0.91135	0.96169	0.86328	0.011903	0.013747	0.063947	0.14385	0.12641	0.017545	0.96472	0.018046	0.98575	0.93427	0.93607	0.044002	0.0087633	0.9163	0.96936	0.41725	0.97496	0.14561	0.67852	0.62032	0.95758	0.94259	0.018156	0.018384
Meth__cg00658626__CCDC63	0.72095	0.058345	0.59416	0.49923	0.89613	0.90763	0.4436	0.76999	0.081958	0.062773	0.84856	0.087847	0.79862	0.092059	0.21099	0.91459	0.080366	0.1781	0.38031	0.76562	0.81804	0.89956	0.281	0.35984	0.83038	0.073625	0.11164	0.86948	0.83704	0.83173	0.15862	0.084952	0.061702	0.31338	0.13377	0.83426	0.66772	0.15409	0.28387
Meth__cg05655556__PSMD2	0.035216	0.020781	0.02286	0.040361	0.67511	0.066694	0.048007	0.015707	0.035528	0.026307	0.028017	0.026397	0.068919	0.021416	0.039495	0.027331	0.034055	0.046803	0.23696	0.018182	0.027427	0.053099	0.034824	0.040163	0.044703	0.035487	0.055613	0.036813	0.055383	0.041839	0.034268	0.027349	0.028213	0.04013	0.03038	0.12958	0.02911	0.044776	0.098772
Meth__cg27146152__BIRC4BP	0.28106	0.032057	0.85579	0.26766	0.65145	0.5084	0.19125	0.87967	0.030791	0.12115	0.049059	0.026081	0.038788	0.015965	0.026163	0.08219	0.015296	0.029385	0.038066	0.63093	0.79989	0.87192	0.026184	0.081333	0.23152	0.3845	0.025269	0.78031	0.54575	0.10749	0.04497	0.037572	0.20682	0.031716	0.30237	0.40347	0.067888	0.51508	0.53754
Meth__cg00024396__ELOVL5	0.050909	0.06071	0.051616	0.23642	0.9052	0.2055	0.094114	0.033844	0.052956	0.069179	0.043793	0.081155	0.17291	0.027181	0.069401	0.065955	0.04543	0.20089	0.046381	0.2774	0.39958	0.2222	0.051599	0.049927	0.57499	0.046545	0.14778	0.12062	0.088882	0.12053	0.15289	0.034206	0.037434	0.0778	0.05638	0.046003	0.10705	0.11569	0.079716
Meth__cg01049530__BMP3	0.049387	0.047944	0.058933	0.082549	0.60174	0.89559	0.56879	0.073241	0.048817	0.070554	0.93429	0.11499	0.096083	0.056832	0.052821	0.06207	0.091068	0.081071	0.05258	0.94552	0.88879	0.66492	0.11498	0.062527	0.60525	0.05103	0.82813	0.14174	0.94535	0.2933	0.073052	0.054823	0.05144	0.10871	0.046989	0.96188	0.4843	0.62491	0.62841
Meth__cg19021732__C15orf29	0.086795	0.055691	0.15253	0.065406	0.071838	0.064341	0.13181	0.36019	0.06482	0.11144	0.078116	0.047544	0.073526	0.055051	0.076691	0.061652	0.058811	0.092566	0.04873	0.049896	0.08251	0.14005	0.078753	0.060536	0.13514	0.084374	0.10558	0.054756	0.17306	0.093478	0.059587	0.053395	0.057102	0.051362	0.11425	0.11312	0.041396	0.055118	0.0583
Meth__cg21553524__MGC33926	0.086806	0.010779	0.010694	0.018965	0.97572	0.71757	0.12535	0.60544	0.011836	0.015707	0.73188	0.048641	0.85713	0.019423	0.012489	0.023074	0.021875	0.012613	0.013514	0.98738	0.97631	0.19372	0.23396	0.5681	0.97466	0.013873	0.044646	0.12731	0.95806	0.98348	0.031951	0.014073	0.014499	0.064597	0.19608	0.56866	0.042459	0.11393	0.27407
Meth__cg15042080__TMEM74	0.055874	0.019964	0.54222	0.025011	0.14988	0.96617	0.069164	0.21573	0.036867	0.036118	0.030738	0.044597	0.51547	0.02471	0.2377	0.025106	0.040891	0.19869	0.10478	0.77336	0.92443	0.42915	0.034591	0.023478	0.60025	0.42789	0.73373	0.07968	0.95757	0.92696	0.023204	0.035729	0.026023	0.06113	0.030945	0.96661	0.066939	0.068177	0.39499
Meth__cg16519321__MYOD1	0.41556	0.071598	0.3785	0.60069	0.47141	0.76764	0.68091	0.46709	0.084658	0.065576	0.93623	0.18547	0.51556	0.078521	0.085432	0.605	0.35463	0.085793	0.19293	0.42132	0.30533	0.50483	0.089934	0.26555	0.51139	0.055371	0.10869	0.34807	0.70934	0.42347	0.063782	0.058109	0.090025	0.19942	0.060848	0.31181	0.17093	0.25805	0.34218
Meth__cg03139057__DLL3	0.023566	0.016275	0.053216	0.023754	0.87786	0.14077	0.92702	0.92098	0.080528	0.041389	0.63066	0.59284	0.66999	0.016933	0.052819	0.79745	0.50525	0.062588	0.064459	0.16224	0.2523	0.59361	0.94119	0.027521	0.87085	0.060748	0.071511	0.93025	0.072545	0.38159	0.020128	0.81329	0.04417	0.058207	0.14191	0.76187	0.045556	0.025753	0.25695
Meth__cg17868994__NIPSNAP3B	0.080845	0.024161	0.056881	0.020222	0.67668	0.086171	0.50872	0.044422	0.028419	0.024031	0.059295	0.032182	0.039045	0.02067	0.047372	0.039681	0.024144	0.16643	0.01737	0.037968	0.034841	0.18879	0.0447	0.027108	0.72346	0.041928	0.063551	0.022547	0.16233	0.047594	0.020318	0.033811	0.030439	0.04527	0.064022	0.6701	0.033833	0.24664	0.2877
Meth__cg22571217__DAPK1	0.27977	0.081953	0.078159	0.1872	0.092441	0.79084	0.11034	0.054684	0.048756	0.063623	0.057939	0.057002	0.091208	0.056019	0.077244	0.055962	0.045023	0.095824	0.24183	0.76575	0.6644	0.056929	0.063875	0.044116	0.66255	0.054923	0.37801	0.057809	0.15678	0.056165	0.1094	0.047364	0.035006	0.046276	0.036145	0.068969	0.048199	0.060966	0.054797
Meth__cg24921089__AMPD3	0.57167	0.44068	0.065099	0.55513	0.64503	0.056171	0.90587	0.29428	0.045497	0.1003	0.43117	0.0355	0.7508	0.040355	0.48018	0.84268	0.043508	0.074582	0.74292	0.58756	0.55025	0.87365	0.85797	0.10173	0.49597	0.041634	0.06026	0.88249	0.13649	0.051282	0.31561	0.051028	0.035349	0.48764	0.55292	0.86764	0.044636	0.036169	0.045103
Meth__cg10995380__TGFB1I1	0.078329	0.071068	0.11611	0.18946	0.26531	0.56675	0.10903	0.671	0.13663	0.083915	0.096771	0.39132	0.92751	0.043677	0.081529	0.81328	0.086509	0.11502	0.066738	0.59345	0.44357	0.11405	0.14042	0.061599	0.14501	0.14373	0.075651	0.12299	0.7769	0.8956	0.10542	0.055965	0.05531	0.0739	0.16484	0.21227	0.23889	0.26861	0.090638
Meth__cg12582366__FLJ32130	0.05414	0.69618	0.46773	0.022832	0.064936	0.044184	0.056748	0.24705	0.05935	0.030945	0.1122	0.079283	0.20534	0.027639	0.059019	0.80417	0.031852	0.11636	0.026415	0.07234	0.052821	0.077336	0.053552	0.36463	0.051089	0.48272	0.10137	0.91547	0.05914	0.040361	0.55045	0.067949	0.029704	0.35536	0.026322	0.668	0.21292	0.033763	0.028411
Meth__cg06873352__LYK5	0.45635	0.10072	0.079768	0.49165	0.53874	0.53443	0.56774	0.15517	0.094723	0.10143	0.080751	0.23871	0.53741	0.049239	0.086501	0.45321	0.05397	0.15477	0.080612	0.2954	0.24908	0.81333	0.051973	0.074117	0.098595	0.49107	0.12624	0.07008	0.10477	0.14308	0.16407	0.067184	0.070312	0.0972	0.69671	0.85404	0.11286	0.30329	0.91887
Meth__cg27062284__RGS2	0.38589	0.024287	0.08431	0.062664	0.035686	0.038088	0.028218	0.042366	0.030601	0.038803	0.032239	0.023415	0.27992	0.024915	0.035411	0.027265	0.033923	0.078573	0.022886	0.24319	0.16004	0.38405	0.04105	0.02189	0.056851	0.035445	0.039351	0.030266	0.091744	0.035494	0.064503	0.030658	0.025281	0.028978	0.036979	0.4609	0.059403	0.11921	0.047822
Meth__cg06990379__DPYD	0.040294	0.025609	0.035404	0.043843	0.026468	0.035973	0.023054	0.045565	0.035158	0.029722	0.040716	0.022626	0.05327	0.015536	0.037616	0.092279	0.029109	0.060263	0.022781	0.12505	0.029073	0.037334	0.027953	0.025169	0.038346	0.030127	0.062293	0.024649	0.068415	0.051652	0.027419	0.021073	0.024438	0.028789	0.239	0.1444	0.06948	0.040348	0.035163
Meth__cg14115004__STARD3	0.050054	0.04096	0.040905	0.048347	0.073536	0.072703	0.12071	0.080619	0.07661	0.10624	0.45794	0.0672	0.045031	0.034286	0.091119	0.072905	0.043983	0.098184	0.085339	0.07184	0.10862	0.07968	0.066128	0.058609	0.12772	0.050562	0.10731	0.099097	0.10176	0.087919	0.034116	0.05853	0.051734	0.065984	0.071886	0.051702	0.14157	0.094062	0.065916
Meth__cg08458487__SFTPD	0.061204	0.038111	0.88261	0.62346	0.63829	0.88412	0.72962	0.42086	0.62955	0.90499	0.1008	0.11816	0.58216	0.067242	0.56859	0.11766	0.70855	0.12947	0.053038	0.78327	0.77771	0.92503	0.12494	0.77712	0.079947	0.46074	0.098085	0.19172	0.88369	0.17423	0.08241	0.36139	0.067513	0.044151	0.78155	0.5923	0.11481	0.56942	0.56033
Meth__cg11115702__SPIN1	0.07856	0.035772	0.081777	0.09488	0.18396	0.18347	0.095472	0.50507	0.1318	0.072171	0.21778	0.1535	0.15603	0.049627	0.11086	0.16303	0.06161	0.36472	0.045779	0.31929	0.10227	0.14382	0.11224	0.071383	0.82432	0.1273	0.12719	0.4088	0.42704	0.51079	0.090003	0.056468	0.082168	0.077997	0.070209	0.32325	0.073032	0.08802	0.064561
Meth__cg23337754__CRABP1	0.062927	0.054591	0.73582	0.7854	0.93034	0.059451	0.4786	0.68619	0.054607	0.90915	0.097064	0.17852	0.84696	0.18425	0.064542	0.23976	0.059255	0.075232	0.13186	0.90413	0.61722	0.11397	0.18937	0.0722	0.84685	0.29934	0.072416	0.56304	0.83921	0.55412	0.076587	0.056537	0.061463	0.052	0.72179	0.90654	0.43024	0.4113	0.66656
Meth__cg25802871__FTSJ2	0.1044	0.14646	0.16834	0.087496	0.12143	0.11645	0.060936	0.052664	0.12382	0.12194	0.10114	0.119	0.29657	0.14948	0.13896	0.1116	0.10679	0.15529	0.095767	0.93465	0.11841	0.127	0.13108	0.12603	0.13057	0.11197	0.14319	0.13679	0.087464	0.10577	0.1365	0.12651	0.11859	0.10674	0.085733	0.087764	0.13414	0.11724	0.12022
Meth__cg24649641__ERBB2	0.045052	0.061495	0.055122	0.046216	0.048452	0.057063	0.054427	0.049536	0.040241	0.049155	0.89221	0.059506	0.11621	0.092406	0.063286	0.049212	0.045359	0.10517	0.062262	0.038417	0.053254	0.045472	0.050049	0.042033	0.094488	0.057886	0.079335	0.048607	0.16817	0.055691	0.074684	0.055251	0.053117	0.046522	0.051207	0.037939	0.10449	0.048354	0.056402
Meth__cg19848683__EVI1	0.90371	0.052835	0.15614	0.20816	0.89129	0.43896	0.059957	0.58241	0.054314	0.057414	0.23292	0.070052	0.088131	0.041248	0.070504	0.51574	0.24897	0.12079	0.045477	0.86726	0.92411	0.89836	0.11328	0.88106	0.078437	0.89913	0.12304	0.095547	0.87101	0.77758	0.10769	0.045736	0.058213	0.061444	0.89293	0.89447	0.52288	0.89135	0.89736
Meth__cg07297906__GPC3	0.46587	0.018036	0.021876	0.36748	0.83554	0.045048	0.56439	0.39012	0.016014	0.44378	0.038442	0.18109	0.074132	0.11065	0.021062	0.37236	0.47858	0.15581	0.011831	0.036582	0.03419	0.57075	0.52424	0.4815	0.78891	0.024548	0.29842	0.49078	0.8868	0.3526	0.025499	0.6078	0.065242	0.29105	0.01299	0.3695	0.028091	0.24523	0.066546
