Cell lines	AU565	BT474	BT549	CAMA1	HCC1143	HCC1187	HCC1428	HCC1569	HCC1937	HCC1954	HCC2185	HCC3153	HCC38	HCC70	HS578T	LY2	MCF7	MDAMB134VI	MDAMB157	MDAMB175VII	MDAMB361	MDAMB415	MDAMB453	SKBR3	SUM1315MO2	SUM149PT	SUM159PT	SUM185PE	SUM225CWN	SUM52PE	T47D	UACC812	ZR751	ZR75B
Meth__cg21835622__DPYSL3	0.059906	0.062587	0.19273	0.066922	0.062041	0.059315	0.070755	0.073143	0.094135	0.47924	0.069528	0.070846	0.049102	0.11841	0.05807	0.077438	0.061468	0.071928	0.060808	0.053691	0.074479	0.098598	0.092016	0.0913	0.053602	0.047745	0.070958	0.05168	0.056053	0.063117	0.089521	0.076577	0.058776	0.058462
Meth__cg20163288__GJA7	0.12114	0.48714	0.8613	0.62668	0.025081	0.036326	0.86892	0.061929	0.45343	0.33283	0.047448	0.46641	0.036938	0.07528	0.20597	0.91021	0.89693	0.16348	0.56572	0.08147	0.29306	0.062448	0.80667	0.067346	0.03718	0.038287	0.053739	0.050241	0.03477	0.15679	0.046942	0.045376	0.048155	0.037509
Meth__cg12356261__NES	0.052309	0.20091	0.52144	0.1757	0.66815	0.26774	0.38804	0.1365	0.64485	0.75319	0.23699	0.72665	0.76091	0.10364	0.13266	0.039576	0.063755	0.041668	0.76753	0.045433	0.038673	0.078858	0.083031	0.07495	0.049182	0.29523	0.59285	0.24599	0.046712	0.49895	0.074279	0.044908	0.060586	0.33501
Meth__cg24662718__VAV3	0.14374	0.085048	0.88854	0.1727	0.10365	0.05352	0.053798	0.26833	0.44666	0.133	0.057544	0.064376	0.079334	0.093041	0.13121	0.47127	0.095388	0.062447	0.074143	0.053911	0.065194	0.091221	0.08383	0.068448	0.057038	0.070837	0.06647	0.048958	0.049974	0.047377	0.11561	0.10021	0.051482	0.071541
Meth__cg19923326__KCNQ1	0.10228	0.14411	0.85631	0.2112	0.79723	0.26501	0.65236	0.41511	0.38274	0.4141	0.24895	0.45858	0.89536	0.12192	0.060467	0.082756	0.25299	0.36517	0.81263	0.27055	0.17093	0.081791	0.17703	0.093433	0.4371	0.89623	0.16851	0.29351	0.085591	0.38514	0.075494	0.14329	0.30741	0.42101
Meth__cg11061975__SIRPB2	0.037456	0.90019	0.91335	0.072181	0.83979	0.4791	0.66249	0.69322	0.82033	0.91681	0.42474	0.82067	0.88406	0.13403	0.32362	0.30828	0.18262	0.080376	0.12988	0.37836	0.13229	0.085393	0.20048	0.035281	0.091876	0.93519	0.078497	0.81175	0.053371	0.6201	0.21721	0.092211	0.33774	0.30912
Meth__cg01794265__FAM105A	0.096085	0.08539	0.11507	0.078544	0.059717	0.045064	0.04963	0.043336	0.27968	0.19068	0.051505	0.12434	0.045642	0.17495	0.20514	0.1071	0.047553	0.64015	0.037058	0.09288	0.04973	0.10044	0.10324	0.13745	0.074545	0.043772	0.11545	0.088449	0.046097	0.10157	0.10482	0.055076	0.055208	0.04757
Meth__cg09419670__PSMD5	0.060252	0.070972	0.7722	0.061577	0.052425	0.059646	0.055376	0.063649	0.062187	0.09825	0.052811	0.074865	0.066581	0.13638	0.14847	0.069717	0.067077	0.47782	0.064534	0.053691	0.093932	0.12491	0.10898	0.1153	0.053264	0.055837	0.053215	0.064623	0.05875	0.066048	0.15612	0.074882	0.32105	0.11728
Meth__cg04474832__ABHD14A	0.080941	0.11527	0.58031	0.073987	0.25902	0.06648	0.055791	0.1	0.39732	0.22071	0.071402	0.10309	0.074044	0.12749	0.053764	0.22242	0.25058	0.097232	0.65164	0.069739	0.18975	0.21403	0.079615	0.089812	0.058591	0.087296	0.079449	0.3181	0.048583	0.045114	0.05642	0.07399	0.066024	0.11342
Meth__cg00042156__MGC16291	0.041955	0.84318	0.78103	0.61532	0.86331	0.95065	0.93317	0.88142	0.83943	0.1543	0.76674	0.84039	0.29624	0.073244	0.72791	0.57128	0.56745	0.11916	0.75069	0.9494	0.31504	0.041277	0.32168	0.096966	0.7485	0.036559	0.16028	0.075569	0.063568	0.088962	0.72405	0.18328	0.89812	0.94495
Meth__cg10207745__C12orf36	0.076296	0.72841	0.79374	0.66773	0.40265	0.90951	0.10879	0.18531	0.0737	0.077967	0.76597	0.10105	0.31434	0.077975	0.036092	0.32957	0.50315	0.7564	0.1181	0.050071	0.37267	0.075294	0.4033	0.079029	0.07847	0.32904	0.055601	0.21903	0.034538	0.44744	0.31797	0.3952	0.59525	0.4652
Meth__cg18239253__DEFB32	0.034154	0.045063	0.53082	0.048587	0.88952	0.51576	0.094085	0.77554	0.28682	0.58762	0.37034	0.83556	0.90843	0.10023	0.037838	0.056621	0.071396	0.054603	0.079314	0.052273	0.06768	0.10135	0.071702	0.050897	0.49939	0.15518	0.069534	0.30356	0.036648	0.049831	0.099953	0.040135	0.071488	0.063272
Meth__cg03998173__RHEB	0.22675	0.060176	0.38593	0.23656	0.096819	0.061489	0.043316	0.046265	0.071217	0.12839	0.038253	0.037719	0.047139	0.065615	0.033367	0.6314	0.56573	0.087834	0.057387	0.030793	0.83685	0.11174	0.083929	0.1126	0.027059	0.029239	0.28881	0.039079	0.038971	0.082078	0.10491	0.054418	0.043655	0.069379
Meth__cg06456512__ANP32A	0.098204	0.10363	0.092027	0.10219	0.11294	0.083926	0.089149	0.16199	0.080938	0.18866	0.0872	0.079587	0.070794	0.17853	0.078771	0.08899	0.1223	0.10105	0.64484	0.097327	0.094514	0.11345	0.13099	0.1031	0.092269	0.0878	0.07645	0.073725	0.080274	0.074826	0.050659	0.099722	0.083118	0.11038
Meth__cg04041960__RGS10	0.03874	0.10616	0.14192	0.059415	0.033403	0.32767	0.04059	0.057067	0.070891	0.90506	0.28391	0.04765	0.048323	0.15702	0.047276	0.037683	0.056562	0.23274	0.35091	0.072276	0.6352	0.069644	0.79466	0.077766	0.03782	0.02903	0.036905	0.047226	0.36455	0.029353	0.10105	0.044936	0.041428	0.045136
Meth__cg13105904__KIAA0323	0.5995	0.66933	0.3006	0.73007	0.039745	0.086225	0.046025	0.1433	0.9823	0.12455	0.094396	0.089692	0.031106	0.059468	0.027165	0.24102	0.24729	0.30138	0.4372	0.1789	0.097744	0.056026	0.17293	0.61291	0.027183	0.069535	0.20185	0.02412	0.076352	0.035584	0.11106	0.89605	0.26075	0.14801
Meth__cg25584626__LOC51334	0.022715	0.015538	0.016984	0.56912	0.028053	0.018883	0.021596	0.022285	0.023877	0.12917	0.018527	0.017703	0.015171	0.093406	0.018746	0.35933	0.042085	0.30814	0.017095	0.028327	0.031778	0.027834	0.07518	0.035506	0.014438	0.014384	0.014915	0.022123	0.018532	0.017871	0.065684	0.018975	0.029722	0.02172
Meth__cg18044482__PSMD10	0.026553	0.059003	0.035292	0.068293	0.64935	0.53135	0.034214	0.042412	0.039527	0.075839	0.51123	0.18729	0.47067	0.12101	0.041528	0.038531	0.04391	0.39663	0.037087	0.37091	0.057661	0.41912	0.35037	0.071167	0.41657	0.054917	0.46041	0.046054	0.03885	0.15244	0.11864	0.50659	0.23514	0.046331
Meth__cg17740399__IPF1	0.024353	0.029814	0.91941	0.97632	0.068372	0.019193	0.028791	0.020931	0.97527	0.02811	0.025829	0.024641	0.021233	0.0815	0.02348	0.98205	0.97633	0.97929	0.02967	0.74389	0.97753	0.0595	0.97778	0.032043	0.025109	0.015135	0.017445	0.022845	0.018704	0.98329	0.89364	0.97948	0.030217	0.031972
Meth__cg00105253__NUDT14	0.050274	0.18876	0.072745	0.052332	0.033378	0.053236	0.078517	0.041672	0.26043	0.042673	0.052408	0.048154	0.044478	0.083333	0.032647	0.038572	0.055229	0.2582	0.048796	0.05582	0.10507	0.04577	0.070536	0.075732	0.044124	0.035238	0.045977	0.028202	0.054337	0.070107	0.032022	0.061714	0.043568	0.046191
Meth__cg00445824__ISYNA1	0.42488	0.72755	0.68815	0.076027	0.094179	0.090795	0.073036	0.060648	0.42156	0.32719	0.067436	0.68889	0.13385	0.091971	0.91691	0.7722	0.44601	0.082967	0.14335	0.067532	0.11505	0.098154	0.086121	0.099371	0.065374	0.09077	0.61628	0.29182	0.093041	0.062677	0.13515	0.126	0.094522	0.10542
Meth__cg16317961__MAPRE2	0.052553	0.048996	0.051213	0.062478	0.02836	0.042995	0.044458	0.042302	0.066081	0.11744	0.047003	0.045291	0.04108	0.10439	0.042381	0.15138	0.12977	0.053938	0.055584	0.071261	0.061888	0.10083	0.31012	0.064455	0.058544	0.040803	0.046979	0.10978	0.047895	0.32399	0.060932	0.042943	0.051819	0.052403
Meth__cg24889744__C20orf28	0.026386	0.022464	0.039425	0.036573	0.045563	0.04541	0.024353	0.19298	0.22231	0.075561	0.040128	0.021897	0.030974	0.062662	0.061696	0.16009	0.030648	0.029222	0.046615	0.031675	0.030496	0.031611	0.047029	0.052084	0.026639	0.026262	0.029045	0.032807	0.048904	0.039805	0.030039	0.026833	0.029176	0.02505
Meth__cg17959722__MRPL41	0.037294	0.042373	0.027151	0.02915	0.040771	0.03532	0.054514	0.030741	0.089097	0.053403	0.036027	0.033623	0.025003	0.048539	0.029301	0.02814	0.039204	0.038396	0.071645	0.034349	0.15071	0.070617	0.058154	0.070152	0.032308	0.023435	0.028149	0.029518	0.027722	0.022753	0.0469	0.042443	0.036518	0.032523
Meth__cg00024396__ELOVL5	0.06071	0.051616	0.9052	0.2055	0.033844	0.052956	0.069179	0.043793	0.081155	0.17291	0.069401	0.065955	0.04543	0.20089	0.046381	0.2774	0.39958	0.2222	0.051599	0.049927	0.046545	0.14778	0.088882	0.15289	0.034206	0.037434	0.0778	0.05638	0.043341	0.046003	0.10705	0.05595	0.11569	0.079716
Meth__cg04297329__NAP1L2	0.047949	0.099703	0.33258	0.87286	0.91096	0.22498	0.079231	0.90102	0.55696	0.23559	0.22388	0.26339	0.61411	0.093661	0.13708	0.15965	0.11463	0.77634	0.13306	0.2423	0.21111	0.12194	0.19537	0.10928	0.11022	0.40924	0.42146	0.34655	0.05939	0.61871	0.30531	0.082182	0.13464	0.094865
Meth__cg23641145__PGR	0.043481	0.097412	0.44383	0.069574	0.2033	0.12558	0.070646	0.7168	0.19315	0.20206	0.10976	0.82687	0.052906	0.16607	0.060934	0.065194	0.062508	0.094527	0.058472	0.050295	0.053998	0.15938	0.28277	0.075145	0.056275	0.54288	0.32652	0.32764	0.058414	0.2426	0.08908	0.043607	0.13787	0.055656
Meth__cg19968631__GLRA3	0.043581	0.43568	0.44483	0.052862	0.91697	0.070087	0.063446	0.33397	0.078334	0.55457	0.17221	0.089614	0.11367	0.16659	0.73828	0.053003	0.050881	0.33867	0.052675	0.042127	0.049878	0.064258	0.86213	0.060074	0.081425	0.39561	0.39209	0.042402	0.027202	0.9283	0.053786	0.051154	0.27789	0.2635
Meth__cg20919799__CDKN1C	0.023225	0.14196	0.6609	0.60686	0.037621	0.045384	0.042184	0.69542	0.50197	0.13176	0.047097	0.04222	0.039305	0.14228	0.13852	0.9137	0.58992	0.051878	0.047471	0.25867	0.062481	0.065342	0.068128	0.048356	0.033754	0.036222	0.045682	0.061075	0.036969	0.039137	0.095885	0.052828	0.053412	0.038702
Meth__cg15783027__NFKBIL2	0.099826	0.10904	0.10164	0.057504	0.050488	0.070853	0.12067	0.05886	0.48763	0.26254	0.076923	0.23037	0.045312	0.1008	0.027678	0.084644	0.18275	0.069578	0.48282	0.21061	0.1224	0.080675	0.26383	0.25	0.039134	0.030536	0.17354	0.062392	0.060606	0.052078	0.40856	0.072257	0.046165	0.0373
Meth__cg10246296__CLCN4	0.04722	0.047859	0.05477	0.090669	0.12378	0.14367	0.039259	0.084676	0.081319	0.041827	0.089791	0.30072	0.057686	0.12014	0.044887	0.082966	0.094361	0.48627	0.086084	0.040657	0.049291	0.12679	0.13514	0.11394	0.29495	0.1286	0.62788	0.054758	0.096353	0.70853	0.36286	0.052973	0.073449	0.087309
Meth__cg14654926__FGF10	0.017131	0.9593	0.70783	0.9346	0.97556	0.66922	0.055336	0.93356	0.55884	0.16017	0.68151	0.89917	0.038637	0.11764	0.52021	0.16543	0.85302	0.86042	0.4775	0.51889	0.88104	0.039888	0.86513	0.03353	0.034599	0.9368	0.045523	0.92613	0.040891	0.27703	0.043127	0.059183	0.85702	0.89915
Meth__cg09879099__ONECUT2	0.056047	0.040808	0.043551	0.19145	0.17484	0.039513	0.04429	0.05067	0.055696	0.11764	0.045531	0.053679	0.046819	0.081474	0.18959	0.036017	0.05508	0.48012	0.052991	0.2437	0.050957	0.078906	0.077869	0.059126	0.044723	0.042967	0.049087	0.037066	0.0396	0.045624	0.056159	0.047155	0.044893	0.048525
Meth__cg09903430__ST3GAL3	0.03659	0.069402	0.038991	0.061026	0.15427	0.04293	0.055826	0.040857	0.20621	0.12715	0.049613	0.042703	0.035958	0.07089	0.032996	0.052267	0.056344	0.079691	0.10878	0.213	0.12139	0.4365	0.097434	0.068913	0.03757	0.031924	0.04297	0.045723	0.033064	0.032039	0.15316	0.10648	0.040219	0.038513
Meth__cg24870391__CCL11	0.040778	0.51023	0.04363	0.15461	0.77013	0.85676	0.29987	0.11842	0.53745	0.23622	0.6471	0.24709	0.69726	0.052604	0.059547	0.042172	0.059054	0.13298	0.68903	0.34717	0.03077	0.067527	0.13186	0.079057	0.21707	0.033424	0.053571	0.85129	0.22198	0.82968	0.077492	0.2501	0.13241	0.064348
Meth__cg24710886__PUM1	0.037617	0.051257	0.59311	0.03541	0.037525	0.026997	0.054368	0.029283	0.040979	0.09044	0.030193	0.035455	0.041319	0.041275	0.065531	0.061009	0.045911	0.030697	0.042651	0.05178	0.05996	0.054777	0.068752	0.05034	0.026483	0.029891	0.036709	0.053723	0.026043	0.028115	0.13747	0.055388	0.047882	0.046897
Meth__cg23127998__FLRT3	0.092487	0.20392	0.090477	0.11037	0.87156	0.63779	0.13362	0.24182	0.31188	0.16497	0.54869	0.15992	0.055315	0.16969	0.08278	0.097461	0.070376	0.3791	0.12093	0.050068	0.1303	0.13986	0.13238	0.15482	0.11679	0.37536	0.13114	0.15232	0.055168	0.13945	0.15687	0.10389	0.12072	0.22705
Meth__cg14884741__PPP1R14C	0.031801	0.051835	0.92851	0.050378	0.03759	0.04275	0.044679	0.28269	0.09713	0.099142	0.037791	0.04951	0.048164	0.08908	0.044028	0.52289	0.60377	0.10314	0.056405	0.034473	0.040253	0.056985	0.92219	0.062142	0.040023	0.030159	0.039983	0.033723	0.039632	0.029572	0.093315	0.049451	0.053726	0.039065
Meth__cg02040734__C10orf95	0.092708	0.06621	0.15197	0.082854	0.053342	0.085056	0.083258	0.096177	0.63868	0.15197	0.097659	0.11672	0.094152	0.12345	0.84763	0.054973	0.072337	0.053768	0.91392	0.04151	0.077568	0.11059	0.18066	0.20718	0.068053	0.056788	0.087614	0.058302	0.10348	0.040636	0.05385	0.08797	0.073704	0.087827
Meth__cg12739034__PTGER3	0.041473	0.31827	0.7193	0.050095	0.34089	0.057032	0.047541	0.47652	0.062752	0.098895	0.052976	0.25443	0.1391	0.11608	0.1117	0.044881	0.050033	0.090219	0.1155	0.051516	0.05217	0.073286	0.32122	0.15483	0.21635	0.042404	0.559	0.065274	0.048151	0.332	0.10638	0.062129	0.19074	0.48362
Meth__cg13435381__LGR5	0.043954	0.045825	0.87043	0.35119	0.9395	0.20693	0.047107	0.95298	0.83717	0.65484	0.32201	0.90423	0.34042	0.10093	0.051942	0.064652	0.049912	0.73312	0.16594	0.37785	0.046162	0.30503	0.41658	0.095387	0.64276	0.53369	0.077612	0.45519	0.039332	0.95773	0.39997	0.14303	0.46766	0.3487
Meth__cg27025856__HDAC11	0.70867	0.56287	0.92511	0.77129	0.097671	0.049185	0.21619	0.056302	0.17443	0.54809	0.05676	0.12708	0.08578	0.13033	0.69588	0.056601	0.063515	0.050746	0.80216	0.2178	0.21125	0.36138	0.16768	0.71838	0.043625	0.046992	0.1565	0.084269	0.074174	0.084629	0.14435	0.079824	0.084647	0.059659
Meth__cg17029151__CHMP4C	0.023853	0.026945	0.93665	0.024981	0.028814	0.024399	0.024928	0.018795	0.028326	0.037785	0.022382	0.026188	0.022147	0.049462	0.2206	0.025257	0.024798	0.019098	0.26419	0.022533	0.026473	0.043819	0.047067	0.047204	0.07457	0.016584	0.019132	0.02137	0.01749	0.018501	0.022193	0.023467	0.034626	0.021482
Meth__cg17217654__C3orf60	0.16697	0.069767	0.32875	0.075083	0.081292	0.06492	0.070523	0.075888	0.409	0.25588	0.087939	0.31132	0.050896	0.068073	0.059059	0.047513	0.051087	0.051592	0.70583	0.093964	0.043948	0.10365	0.10886	0.24826	0.036048	0.037656	0.060681	0.032477	0.053764	0.041907	0.079978	0.08178	0.039067	0.041614
Meth__cg11794728__KLF12	0.04594	0.098127	0.051523	0.10397	0.068403	0.14391	0.10359	0.07982	0.11266	0.097295	0.10767	0.075387	0.18302	0.076899	0.055073	0.44204	0.13123	0.087675	0.12737	0.038805	0.14377	0.083864	0.37698	0.083015	0.048917	0.066382	0.13672	0.091612	0.030479	0.29483	0.12583	0.035202	0.44087	0.63485
Meth__cg26388152__CORO6	0.084082	0.30758	0.76058	0.1784	0.043769	0.027486	0.038846	0.59879	0.22637	0.61849	0.052722	0.3366	0.049113	0.11187	0.39057	0.46033	0.47744	0.36782	0.72754	0.025203	0.28383	0.061972	0.058073	0.17211	0.25166	0.038502	0.15055	0.12824	0.044039	0.31976	0.078953	0.31516	0.20978	0.26021
Meth__cg00564163__STEAP4	0.037418	0.93583	0.92645	0.65849	0.91382	0.073408	0.0882	0.8647	0.13074	0.10597	0.39311	0.67331	0.62713	0.072762	0.47339	0.32304	0.054873	0.93298	0.18667	0.067387	0.93128	0.13599	0.29771	0.096047	0.56111	0.038154	0.5898	0.89479	0.031408	0.94419	0.17422	0.084757	0.12978	0.1586
Meth__cg19141563__PPM1E	0.037314	0.16987	0.45797	0.041508	0.056011	0.032258	0.033539	0.053478	0.0422	0.12901	0.03994	0.034916	0.044916	0.1407	0.045642	0.56862	0.42583	0.031113	0.055893	0.31318	0.058651	0.066464	0.51725	0.12538	0.030062	0.037121	0.032423	0.038261	0.033377	0.49711	0.11641	0.058699	0.035246	0.051135
Meth__cg22151768__FBXL14	0.067726	0.06943	0.03373	0.053836	0.054066	0.071671	0.077313	0.34665	0.17458	0.20299	0.077835	0.063969	0.049145	0.092355	0.092231	0.1197	0.070963	0.029389	0.68174	0.057162	0.060142	0.083342	0.060503	0.12618	0.026216	0.018078	0.028831	0.024397	0.033361	0.028701	0.16871	0.051173	0.056694	0.042812
Meth__cg04993257__PLAC2	0.056214	0.071465	0.90588	0.090424	0.35652	0.49833	0.064161	0.38732	0.067105	0.11862	0.41367	0.22762	0.41563	0.075083	0.83776	0.061686	0.046958	0.10669	0.050662	0.049068	0.060935	0.073114	0.091118	0.060272	0.45007	0.3686	0.12381	0.042119	0.047941	0.65453	0.093518	0.058035	0.05034	0.053526
Meth__cg03790207__PEX6	0.038908	0.047011	0.030555	0.04168	0.53936	0.029606	0.036792	0.046735	0.029922	0.59863	0.033737	0.039558	0.032183	0.066998	0.036271	0.76001	0.62152	0.067764	0.20719	0.032092	0.4393	0.077752	0.077907	0.087373	0.030083	0.0341	0.042663	0.037302	0.030294	0.021943	0.06394	0.07785	0.040933	0.033341
Meth__cg20345978__HMGN2	0.15066	0.042516	0.20824	0.032339	0.023586	0.044124	0.03418	0.047362	0.087187	0.17086	0.042413	0.036443	0.037671	0.043499	0.058213	0.027083	0.028948	0.040531	0.055993	0.035488	0.033801	0.061507	0.041255	0.075551	0.0283	0.022559	0.059462	0.031586	0.025922	0.032951	0.043224	0.038028	0.036189	0.033727
Meth__cg08911391__DDOST	0.092316	0.42255	0.36973	0.1002	0.066552	0.17958	0.10348	0.49392	0.15663	0.18733	0.098621	0.082278	0.11021	0.15873	0.18612	0.28227	0.24471	0.12962	0.37657	0.075054	0.32176	0.076508	0.057098	0.17556	0.059566	0.042245	0.077075	0.2166	0.06125	0.27018	0.10466	0.52645	0.078731	0.062798
Meth__cg01044662__C2orf3	0.54027	0.47238	0.058154	0.06901	0.033489	0.073246	0.15766	0.047328	0.057531	0.23937	0.076611	0.048707	0.042173	0.073458	0.038871	0.23203	0.23942	0.12854	0.13129	0.12257	0.05469	0.072842	0.11703	0.45377	0.033822	0.029292	0.042547	0.26645	0.033849	0.071007	0.11813	0.16409	0.071801	0.061102
Meth__cg15107670__WT1	0.054168	0.17682	0.91972	0.073532	0.90547	0.027855	0.042317	0.035896	0.060036	0.059098	0.039876	0.53886	0.035817	0.10451	0.050362	0.92885	0.92805	0.47765	0.04799	0.06588	0.65837	0.073527	0.91366	0.085809	0.036039	0.036495	0.074619	0.035605	0.16341	0.50228	0.62801	0.5361	0.045836	0.05948
Meth__cg18840461__ANKRD43	0.054667	0.049751	0.14867	0.033957	0.036048	0.042246	0.040556	0.036485	0.025678	0.13008	0.036578	0.045262	0.037158	0.10195	0.07916	0.061588	0.10295	0.045044	0.094089	0.10937	0.047291	0.08253	0.13715	0.1214	0.047236	0.046773	0.096693	0.070845	0.040761	0.37966	0.059021	0.039756	0.046669	0.046529
Meth__cg17738133__CDKN1C	0.034789	0.046904	0.44205	0.046508	0.038255	0.042278	0.048576	0.057637	0.075478	0.07667	0.045372	0.042522	0.052993	0.069541	0.14958	0.046256	0.065306	0.043152	0.055229	0.039685	0.060299	0.070653	0.10585	0.086816	0.037847	0.034293	0.040582	0.048912	0.039336	0.032718	0.12903	0.048161	0.045829	0.046481
Meth__cg04498739__PDK4	0.53468	0.56871	0.78587	0.57003	0.93863	0.69463	0.11423	0.84401	0.16888	0.76005	0.53726	0.85473	0.076645	0.22922	0.3735	0.30431	0.12661	0.17164	0.086266	0.5729	0.76388	0.17277	0.77929	0.12212	0.073696	0.085353	0.30499	0.85859	0.05298	0.90458	0.26781	0.15339	0.84696	0.86999
Meth__cg17484237__HAVCR2	0.081088	0.74405	0.11758	0.3671	0.41091	0.55491	0.44532	0.43285	0.13247	0.18948	0.45752	0.2191	0.57787	0.12073	0.080539	0.12313	0.16878	0.6839	0.068375	0.83358	0.10128	0.1059	0.10566	0.11076	0.056558	0.089201	0.12812	0.71769	0.063284	0.13574	0.29381	0.67924	0.54764	0.31167
Meth__cg02148642__RGPD5	0.052133	0.074948	0.4156	0.049399	0.93915	0.074606	0.057009	0.46876	0.83769	0.14478	0.057361	0.62842	0.91727	0.1211	0.039891	0.048855	0.045611	0.035336	0.79238	0.036592	0.062094	0.063778	0.15407	0.051945	0.41524	0.4516	0.058225	0.058815	0.027872	0.049631	0.21311	0.03454	0.050371	0.0529
Meth__cg23337382__GPR125	0.041222	0.063581	0.35801	0.052044	0.026623	0.020018	0.018277	0.052917	0.059011	0.096143	0.024993	0.01487	0.019432	0.10444	0.0084705	0.029579	0.042594	0.036096	0.047626	0.029654	0.027649	0.032219	0.11869	0.037458	0.018688	0.021643	0.019993	0.015701	0.025136	0.013798	0.035963	0.015279	0.018142	0.030484
Meth__cg21832150__PLEKHN1	0.038728	0.058618	0.56833	0.05374	0.05914	0.03604	0.053531	0.045686	0.050737	0.059439	0.04816	0.044788	0.044206	0.17668	0.029315	0.048971	0.054557	0.12654	0.17051	0.043007	0.062295	0.089839	0.1418	0.066091	0.051679	0.034346	0.03562	0.033087	0.035668	0.037401	0.07305	0.050961	0.036326	0.04758
Meth__cg24010952__BDKRB2	0.073765	0.067881	0.36208	0.10181	0.80069	0.14712	0.068971	0.44664	0.32171	0.18265	0.16101	0.14485	0.11867	0.14105	0.09375	0.061114	0.066623	0.069128	0.073071	0.057201	0.081547	0.10788	0.12922	0.11333	0.11021	0.43109	0.4063	0.12025	0.071763	0.087113	0.12257	0.068866	0.072446	0.084506
Meth__cg00626466__GNS	0.10206	0.19648	0.33617	0.88945	0.43282	0.6566	0.08386	0.10396	0.45968	0.35056	0.48712	0.16818	0.14632	0.16392	0.19099	0.058985	0.063891	0.34279	0.08396	0.0824	0.86607	0.55167	0.86335	0.12318	0.089399	0.10033	0.13085	0.47232	0.1005	0.55309	0.59178	0.25528	0.86936	0.87355
Meth__cg03890877__PTK9L	0.022184	0.12029	0.020999	0.18551	0.031891	0.029142	0.049605	0.028148	0.61522	0.10087	0.039854	0.028772	0.036061	0.11083	0.023959	0.13956	0.16039	0.056723	0.048517	0.68863	0.48117	0.34058	0.068095	0.057404	0.032929	0.027556	0.035181	0.028493	0.037349	0.032996	0.48304	0.18621	0.038765	0.048599
Meth__cg14354749__EIF1AX	0.048636	0.046585	0.048928	0.074408	0.083251	0.080301	0.053284	0.066581	0.066965	0.094238	0.083346	0.061867	0.062318	0.095769	0.04246	0.054022	0.071613	0.038758	0.040353	0.035419	0.048393	0.064575	0.093849	0.086712	0.052956	0.053911	0.60182	0.062205	0.035337	0.063488	0.091352	0.040524	0.069876	0.054081
Meth__cg08568512__FHOD3	0.02432	0.019506	0.019187	0.023841	0.018484	0.011551	0.028519	0.059126	0.095796	0.061952	0.017133	0.018324	0.01348	0.034665	0.019244	0.059985	0.028428	0.017751	0.031688	0.018122	0.025029	0.037658	0.057024	0.060256	0.018628	0.017887	0.013445	0.019355	0.027896	0.34489	0.10486	0.022571	0.01919	0.019587
Meth__cg06311778__TENC1	0.074814	0.16679	0.025369	0.059926	0.035183	0.032074	0.069591	0.22778	0.32364	0.87117	0.03529	0.24753	0.023674	0.049913	0.02208	0.295	0.2635	0.68938	0.072761	0.43855	0.44383	0.09214	0.11971	0.50299	0.028432	0.30195	0.068666	0.92546	0.10645	0.032269	0.078851	0.068109	0.036381	0.043237
Meth__cg13784855__PVT1	0.035733	0.055166	0.039094	0.038652	0.02766	0.052974	0.048982	0.037943	0.029255	0.054941	0.054512	0.037221	0.027351	0.18715	0.031295	0.027929	0.048702	0.061362	0.061481	0.083664	0.24427	0.066727	0.061782	0.063238	0.030989	0.030337	0.038437	0.03387	0.02983	0.026112	0.049696	0.039633	0.033321	0.037905
Meth__cg25853020__IL6R	0.07878	0.13066	0.17391	0.17893	0.063725	0.040484	0.10421	0.10992	0.22517	0.16997	0.06569	0.085827	0.072083	0.13593	0.33148	0.1088	0.077026	0.50946	0.21906	0.10553	0.051704	0.069542	0.19387	0.34339	0.051583	0.059312	0.039834	0.55624	0.048269	0.057293	0.26806	0.15218	0.050796	0.053618
Meth__cg11139878__CD5L	0.045068	0.57406	0.09744	0.24423	0.14573	0.26628	0.40792	0.50239	0.34237	0.74223	0.24688	0.15652	0.25153	0.42045	0.11059	0.22182	0.12826	0.29669	0.073463	0.21364	0.16599	0.096266	0.21423	0.14148	0.057182	0.53648	0.11355	0.15705	0.095196	0.28778	0.22197	0.17702	0.44636	0.74258
Meth__cg18695429__CSTF2	0.028781	0.048856	0.032297	0.054494	0.22845	0.32117	0.079729	0.043858	0.033042	0.059282	0.29736	0.055313	0.31616	0.10743	0.038743	0.036165	0.035125	0.13791	0.039826	0.1199	0.05279	0.15274	0.31633	0.061505	0.042761	0.043199	0.43597	0.053575	0.029515	0.34103	0.081276	0.43821	0.047215	0.046269
Meth__cg02605634__WFDC10A	0.047545	0.67906	0.17539	0.14257	0.32319	0.49013	0.23202	0.50355	0.26863	0.27054	0.33969	0.2108	0.38458	0.32938	0.17542	0.16363	0.089258	0.88283	0.20047	0.089305	0.14552	0.15638	0.18431	0.10515	0.070575	0.90283	0.33283	0.15351	0.084002	0.3173	0.13596	0.30662	0.21873	0.14834
Meth__cg08942875__OCIAD2	0.041447	0.046871	0.71556	0.049001	0.049346	0.02882	0.033582	0.10426	0.058834	0.096123	0.036328	0.051815	0.066334	0.074235	0.51544	0.050305	0.052846	0.091176	0.13802	0.02873	0.044211	0.07579	0.074273	0.071624	0.056306	0.031321	0.059224	0.15112	0.032175	0.027914	0.04127	0.049782	0.028823	0.039412
