Cell lines	AU565	BT474	BT483	BT549	HBL100	HCC1143	HCC1187	HCC1428	HCC1569	HCC1937	HCC1954	HCC202	HCC2185	HCC3153	HCC38	HCC70	HS578T	LY2	MCF7	MDAMB134VI	MDAMB157	MDAMB175VII	MDAMB231	MDAMB361	MDAMB415	MDAMB436	MDAMB453	MDAMB468	SUM1315MO2	SUM149PT	SUM159PT	SUM185PE	SUM52PE	ZR751	ZR75B
Meth__cg08100497__NRG2	0.10203	0.076843	0.058212	0.069965	0.14452	0.86455	0.084741	0.06516	0.093373	0.049083	0.097177	0.085968	0.07526	0.084077	0.09021	0.11653	0.055714	0.072834	0.080479	0.10524	0.077016	0.080053	0.096696	0.09035	0.13626	0.07429	0.1278	0.07593	0.088212	0.073852	0.12173	0.076461	0.13705	0.1357	0.085384
Meth__cg26195812__DPYSL5	0.17242	0.10584	0.08453	0.86864	0.31586	0.97792	0.071834	0.055781	0.34117	0.11463	0.49538	0.33972	0.065837	0.13978	0.06218	0.15571	0.15049	0.78261	0.74026	0.068034	0.06676	0.68724	0.89156	0.2778	0.16665	0.039541	0.9239	0.27641	0.047767	0.090385	0.28641	0.047853	0.60926	0.12957	0.047506
Meth__cg21046413__PDCD8	0.045092	0.082794	0.1247	0.04803	0.10986	0.29791	0.047946	0.045706	0.054553	0.069749	0.098473	0.12154	0.062552	0.28362	0.3052	0.15626	0.045039	0.040806	0.046691	0.4144	0.06956	0.41937	0.11995	0.074813	0.18943	0.041224	0.32722	0.05932	0.40206	0.05833	0.38095	0.062535	0.16309	0.28404	0.045508
Meth__cg07719737__MANBAL	0.027906	0.066511	0.032566	0.021273	0.095622	0.0257	0.041214	0.043221	0.017403	0.01642	0.43605	0.035072	0.053805	0.033301	0.027337	0.035261	0.22024	0.031228	0.043395	0.030409	0.039293	0.025831	0.056356	0.029959	0.042731	0.042421	0.034857	0.03571	0.03116	0.018951	0.0355	0.021692	0.028775	0.033258	0.02762
Meth__cg25853020__IL6R	0.07878	0.13066	0.44088	0.17391	0.17641	0.063725	0.040484	0.10421	0.10992	0.22517	0.16997	0.084747	0.06569	0.085827	0.072083	0.13593	0.33148	0.1088	0.077026	0.50946	0.21906	0.10553	0.079333	0.051704	0.069542	0.055695	0.19387	0.17524	0.051583	0.059312	0.039834	0.55624	0.057293	0.050796	0.053618
Meth__cg13176979__HMGN3	0.083766	0.3415	0.14069	0.60626	0.85951	0.097706	0.83732	0.25852	0.15213	0.57352	0.33718	0.035826	0.61544	0.35248	0.27111	0.69867	0.81906	0.23297	0.19711	0.4769	0.36415	0.061188	0.3159	0.089257	0.13887	0.68363	0.11114	0.331	0.068275	0.47312	0.48731	0.25694	0.23624	0.1937	0.16356
Meth__cg00626466__GNS	0.10206	0.19648	0.06307	0.33617	0.78936	0.43282	0.6566	0.08386	0.10396	0.45968	0.35056	0.1493	0.48712	0.16818	0.14632	0.16392	0.19099	0.058985	0.063891	0.34279	0.08396	0.0824	0.81407	0.86607	0.55167	0.090238	0.86335	0.10956	0.089399	0.10033	0.13085	0.47232	0.55309	0.86936	0.87355
Meth__cg15523238__ATP10A	0.048528	0.53709	0.60989	0.75511	0.55731	0.58287	0.097506	0.082381	0.1463	0.1205	0.16093	0.043165	0.10575	0.82374	0.06572	0.098006	0.064954	0.28856	0.19011	0.084738	0.11407	0.20432	0.30157	0.15411	0.10004	0.10678	0.82587	0.15337	0.052401	0.058908	0.10509	0.082655	0.55947	0.55883	0.81865
Meth__cg17285325__ECGF1	0.0359	0.80506	0.070178	0.94767	0.91467	0.064642	0.058333	0.88954	0.35669	0.83839	0.19621	0.93456	0.057912	0.94795	0.15067	0.088726	0.72823	0.96581	0.94062	0.077577	0.18352	0.24259	0.91781	0.86329	0.089991	0.056828	0.069192	0.9456	0.062785	0.046317	0.048651	0.27217	0.033006	0.0654	0.062718
Meth__cg09717545__KISS1R	0.14981	0.46507	0.057166	0.30306	0.41221	0.68559	0.09701	0.15493	0.94985	0.15988	0.77231	0.1312	0.11493	0.94259	0.13281	0.20515	0.44505	0.72296	0.22012	0.22793	0.94594	0.19202	0.88931	0.15292	0.092029	0.17519	0.28545	0.9415	0.087722	0.13643	0.12287	0.37296	0.68012	0.3763	0.10577
Meth__cg00420568__SHC3	0.47203	0.43892	0.28675	0.45864	0.28571	0.90354	0.095376	0.11658	0.12953	0.067094	0.38605	0.92038	0.11972	0.37506	0.27029	0.094508	0.11173	0.3065	0.099568	0.11723	0.15565	0.090951	0.14809	0.10557	0.26211	0.050718	0.12422	0.11761	0.81263	0.053855	0.13352	0.065874	0.080057	0.2006	0.78001
Meth__cg15925792__MX1	0.11755	0.54847	0.044598	0.94985	0.090306	0.63298	0.060162	0.057055	0.069225	0.095481	0.92546	0.035366	0.13187	0.94774	0.075935	0.097526	0.067286	0.97231	0.96384	0.61099	0.059381	0.078945	0.52474	0.9413	0.21081	0.085059	0.52754	0.064508	0.09591	0.04533	0.074556	0.084864	0.96213	0.53152	0.93859
Meth__cg04775502__C6orf114	0.84194	0.1154	0.10051	0.078416	0.17934	0.11139	0.12851	0.10052	0.42818	0.1058	0.15022	0.064197	0.09607	0.060421	0.057948	0.14389	0.12032	0.076489	0.1114	0.095086	0.11651	0.14556	0.20755	0.17658	0.16346	0.086481	0.24604	0.087911	0.12303	0.088227	0.096244	0.073221	0.12129	0.16989	0.14271
Meth__cg25092283__SORBS1	0.10639	0.21594	0.091797	0.074121	0.12203	0.096524	0.10582	0.072679	0.064289	0.12624	0.1	0.035515	0.10443	0.076341	0.081973	0.11479	0.073916	0.045828	0.063136	0.052434	0.086164	0.47216	0.064523	0.1054	0.19238	0.077706	0.15408	0.088922	0.10999	0.062914	0.063582	0.051649	0.083166	0.066003	0.099093
Meth__cg12585943__PPT2	0.57812	0.90982	0.12722	0.066536	0.041875	0.56367	0.91716	0.6522	0.035566	0.37036	0.87311	0.92696	0.74492	0.42026	0.03986	0.69158	0.034016	0.064466	0.41277	0.058796	0.73601	0.04006	0.070792	0.060277	0.14437	0.076136	0.068714	0.8391	0.064709	0.048806	0.064034	0.83822	0.83666	0.16401	0.71513
Meth__cg03524308__ZNF585A	0.042204	0.12616	0.02756	0.036661	0.64705	0.95875	0.027858	0.045405	0.051164	0.12447	0.087495	0.022481	0.042635	0.041005	0.03929	0.081221	0.03782	0.036157	0.041383	0.043174	0.036608	0.042553	0.17678	0.043015	0.14097	0.042377	0.096816	0.038775	0.038743	0.058427	0.15745	0.046785	0.035947	0.15264	0.41882
Meth__cg12128839__HOXA5	0.021367	0.3294	0.068863	0.17941	0.091148	0.082916	0.037535	0.45235	0.049615	0.063589	0.12305	0.68539	0.082415	0.0542	0.040746	0.065036	0.054855	0.033724	0.047571	0.717	0.034689	0.90451	0.7006	0.31274	0.19495	0.041348	0.56165	0.032615	0.049434	0.042827	0.072845	0.031061	0.90385	0.89954	0.89038
Meth__cg12195135__ZNF584	0.1843	0.24778	0.032994	0.09314	0.051986	0.078969	0.14465	0.082288	0.091099	0.36462	0.14577	0.15476	0.12046	0.14182	0.1177	0.18621	0.062988	0.045006	0.041766	0.051212	0.8331	0.074777	0.19054	0.068228	0.037739	0.21569	0.040329	0.086278	0.030459	0.16438	0.052325	0.044603	0.052741	0.04306	0.026577
Meth__cg17132967__ZNF83	0.29339	0.63885	0.46186	0.29599	0.29909	0.79059	0.099693	0.76738	0.088081	0.23484	0.66099	0.042348	0.077216	0.081462	0.093768	0.10467	0.059474	0.58612	0.6295	0.44305	0.072718	0.074962	0.63084	0.73412	0.60273	0.20389	0.54263	0.11375	0.050353	0.68503	0.33589	0.095746	0.43141	0.50432	0.34528
Meth__cg05608188__FLJ13576	0.046001	0.041305	0.037745	0.67962	0.10526	0.051422	0.48918	0.06259	0.039499	0.088041	0.15951	0.025485	0.30205	0.051887	0.061314	0.079932	0.040814	0.028634	0.044267	0.049114	0.049134	0.038361	0.10199	0.054568	0.068033	0.046477	0.074301	0.053119	0.051818	0.036818	0.048077	0.041781	0.087862	0.055378	0.053614
Meth__cg08859916__PTEN	0.06819	0.14191	0.10197	0.41435	0.30088	0.35137	0.048619	0.062264	0.28531	0.52825	0.60285	0.14012	0.38537	0.079655	0.065799	0.13821	0.054193	0.049852	0.063661	0.44126	0.068321	0.088664	0.40082	0.31758	0.088013	0.051032	0.58086	0.086877	0.053792	0.058287	0.2904	0.12131	0.50667	0.059069	0.085071
Meth__cg17398312__FRMPD4	0.022062	0.22951	0.046295	0.97629	0.062421	0.92486	0.099241	0.026541	0.88594	0.97378	0.87181	0.034329	0.41697	0.19622	0.062622	0.27324	0.094964	0.65945	0.54956	0.66576	0.060434	0.97318	0.91684	0.31975	0.11577	0.026869	0.94793	0.52752	0.024208	0.93941	0.28358	0.1833	0.87711	0.44059	0.076017
Meth__cg25499017__CIT	0.036973	0.042242	0.028631	0.036688	0.069729	0.37242	0.031298	0.033086	0.037993	0.047483	0.053453	0.019254	0.039371	0.03218	0.034396	0.057412	0.024168	0.019771	0.033416	0.025874	0.037658	0.036303	0.071008	0.031155	0.062241	0.029747	0.099676	0.036318	0.025574	0.033766	0.038264	0.029971	0.024607	0.034068	0.033665
Meth__cg13297865__ELOVL4	0.029363	0.28758	0.02509	0.63476	0.60235	0.032604	0.048738	0.021187	0.24412	0.091312	0.6325	0.03121	0.45171	0.023648	0.032408	0.47151	0.021131	0.65944	0.49875	0.036669	0.030115	0.66542	0.95347	0.96565	0.5189	0.063741	0.94143	0.041006	0.019665	0.022951	0.071963	0.025118	0.032825	0.026539	0.027604
Meth__cg01291404__COL2A1	0.15459	0.93204	0.30616	0.10595	0.72215	0.79695	0.045342	0.057023	0.89028	0.18829	0.87122	0.93143	0.2674	0.90402	0.053724	0.072964	0.055054	0.88822	0.92679	0.94457	0.85096	0.60041	0.52725	0.93935	0.042038	0.92792	0.89654	0.42179	0.03849	0.047091	0.092295	0.87231	0.9164	0.058944	0.8341
Meth__cg05008406__B4GALT4	0.02233	0.020105	0.017019	0.017841	0.042079	0.015629	0.023182	0.027202	0.016892	0.01412	0.087723	0.018699	0.025209	0.020209	0.014614	0.043557	0.015349	0.016414	0.021813	0.02819	0.026662	0.016761	0.055334	0.019466	0.043089	0.52574	0.0397	0.022663	0.01115	0.016763	0.018635	0.019422	0.014729	0.022944	0.016185
Meth__cg12024906__HKR1	0.037724	0.031167	0.025254	0.33453	0.16841	0.97489	0.055079	0.039419	0.035578	0.051344	0.49872	0.01943	0.067712	0.026059	0.025459	0.054434	0.021102	0.054348	0.28442	0.026243	0.025643	0.023971	0.91799	0.036337	0.063335	0.59406	0.076291	0.032907	0.028098	0.02937	0.50477	0.074267	0.036925	0.66432	0.73018
Meth__cg10137155__KBTBD8	0.03869	0.93851	0.043842	0.042169	0.056908	0.041497	0.062375	0.065338	0.053819	0.0621	0.076067	0.73029	0.052952	0.071768	0.055419	0.10886	0.034596	0.03663	0.073575	0.048805	0.081869	0.033861	0.52969	0.051726	0.091175	0.033233	0.126	0.053847	0.040591	0.028526	0.050732	0.061747	0.053034	0.05351	0.060027
Meth__cg23752923__MCOLN3	0.068827	0.079399	0.025807	0.05364	0.084692	0.18454	0.028409	0.033887	0.39969	0.021733	0.065367	0.027566	0.036594	0.11815	0.028148	0.09076	0.026254	0.050193	0.04521	0.030082	0.030505	0.16699	0.30121	0.038478	0.074454	0.027853	0.25198	0.041421	0.14337	0.025776	0.21523	0.023147	0.27111	0.10767	0.066345
Meth__cg02720618__ESR1	0.024822	0.029126	0.035556	0.4103	0.14643	0.54581	0.034402	0.021203	0.13167	0.050963	0.37282	0.021777	0.022407	0.053798	0.032448	0.034994	0.030174	0.44462	0.022159	0.022686	0.12291	0.022653	0.61903	0.033103	0.062303	0.056742	0.078821	0.58857	0.033893	0.028436	0.078278	0.04684	0.095859	0.07743	0.25558
Meth__cg12650011__TSPAN12	0.016254	0.027511	0.02947	0.097188	0.19224	0.034392	0.023319	0.036408	0.021553	0.038412	0.2992	0.017643	0.028555	0.029531	0.047993	0.037993	0.037131	0.023397	0.028979	0.77608	0.035118	0.021613	0.069056	0.046958	0.038211	0.031327	0.10851	0.041096	0.040808	0.033195	0.031956	0.029451	0.054393	0.042071	0.03087
Meth__cg02071305__VPS18	0.065683	0.32971	0.18407	0.68737	0.37016	0.23347	0.26751	0.15766	0.35339	0.74601	0.36763	0.063488	0.21324	0.16549	0.093996	0.19113	0.10364	0.11258	0.19554	0.38589	0.5693	0.42278	0.27112	0.083451	0.088785	0.25302	0.10745	0.35223	0.056451	0.12891	0.14015	0.29321	0.069015	0.057622	0.051182
Meth__cg12699145__TMC7	0.25121	0.13203	0.41216	0.055671	0.073218	0.036444	0.12127	0.17486	0.30163	0.13649	0.10587	0.33936	0.13298	0.17488	0.034672	0.06049	0.033176	0.19466	0.21203	0.32427	0.074394	0.051954	0.05914	0.0396	0.047193	0.032321	0.17996	0.060677	0.032917	0.046945	0.035523	0.0476	0.018045	0.035791	0.025901
Meth__cg11850311__ID1	0.031663	0.031729	0.022262	0.020533	0.035077	0.02166	0.03121	0.07981	0.040119	0.037707	0.052289	0.046641	0.027864	0.041797	0.021526	0.056222	0.025866	0.038424	0.096581	0.035551	0.033748	0.051224	0.093952	0.045086	0.044308	0.031577	0.041653	0.46702	0.032719	0.032864	0.052923	0.070782	0.038547	0.031708	0.026214
Meth__cg08755040__QSCN6	0.14353	0.098241	0.71848	0.072627	0.19141	0.07779	0.064857	0.09308	0.093148	0.1688	0.12587	0.080639	0.070976	0.08846	0.086045	0.14355	0.075481	0.046262	0.069241	0.12162	0.096834	0.07753	0.19265	0.087786	0.16911	0.088033	0.17021	0.083144	0.096783	0.086938	0.10692	0.07524	0.099591	0.39945	0.083185
Meth__cg04461802__GPR126	0.034363	0.054405	0.02896	0.036914	0.03902	0.028709	0.036852	0.045304	0.053584	0.036098	0.19446	0.025959	0.041164	0.035797	0.03116	0.099557	0.57359	0.036663	0.039078	0.039107	0.15669	0.02836	0.052243	0.041984	0.054105	0.76711	0.071338	0.043459	0.43346	0.034635	0.072933	0.036493	0.032717	0.035754	0.041137
Meth__cg21309147__STAC2	0.017656	0.71675	0.035909	0.94609	0.11632	0.98902	0.042128	0.11861	0.035239	0.32278	0.97856	0.81661	0.040331	0.03623	0.033115	0.12033	0.059211	0.73542	0.68138	0.55296	0.038146	0.78552	0.96978	0.46409	0.095707	0.035118	0.9772	0.040263	0.091752	0.42266	0.037366	0.55193	0.92256	0.93415	0.97181
Meth__cg18244915__ZNF569	0.028817	0.028736	0.038443	0.032177	0.28244	0.44539	0.037282	0.033999	0.04761	0.045455	0.06158	0.015958	0.039294	0.034021	0.030218	0.035941	0.034577	0.02548	0.16333	0.035113	0.027221	0.031189	0.51257	0.047827	0.085978	0.048695	0.10454	0.036062	0.037069	0.030303	0.028669	0.025959	0.15373	0.29438	0.042314
Meth__cg24881834__ME1	0.071448	0.14225	0.058354	0.34211	0.038994	0.058323	0.12932	0.056617	0.27773	0.070091	0.096239	0.17614	0.10463	0.06974	0.052026	0.082832	0.052402	0.043473	0.077971	0.3829	0.085865	0.20927	0.090895	0.8503	0.056051	0.081208	0.9032	0.19044	0.051092	0.20383	0.06474	0.96194	0.060022	0.052394	0.047924
Meth__cg24265806__DRCTNNB1A	0.0407	0.042254	0.043639	0.039936	0.11503	0.069776	0.050935	0.049883	0.053521	0.082972	0.050546	0.038867	0.046346	0.055265	0.040134	0.045008	0.031492	0.048448	0.044931	0.10817	0.03562	0.047085	0.077853	0.054309	0.11428	0.02898	0.72126	0.047765	0.0554	0.052068	0.070876	0.036796	0.037858	0.044174	0.041065
Meth__cg21801378__BRUNOL6	0.02509	0.083203	0.028799	0.039815	0.38217	0.29744	0.035331	0.032549	0.91329	0.21127	0.28252	0.028285	0.040885	0.053571	0.27236	0.13821	0.46123	0.032269	0.048405	0.034463	0.039628	0.066818	0.75761	0.038488	0.069504	0.032174	0.94663	0.047992	0.05116	0.27812	0.059427	0.048429	0.22986	0.56518	0.4875
Meth__cg15797414__HIST1H3B	0.063951	0.078113	0.31001	0.053723	0.18466	0.63526	0.072948	0.10241	0.29391	0.10353	0.15897	0.042565	0.083108	0.060487	0.067544	0.22839	0.068203	0.073801	0.096506	0.089334	0.076019	0.094661	0.12293	0.1501	0.12086	0.082297	0.13619	0.056582	0.048227	0.083655	0.088069	0.082951	0.40109	0.084791	0.10459
Meth__cg00768439__NAP1L3	0.045781	0.052288	0.32945	0.62118	0.47036	0.60576	0.26239	0.2656	0.076942	0.79752	0.37203	0.049024	0.26003	0.067948	0.38595	0.3531	0.037672	0.063291	0.071953	0.52151	0.067254	0.45965	0.45674	0.053264	0.089327	0.047501	0.41213	0.62776	0.063392	0.040169	0.37107	0.05007	0.8934	0.37409	0.047519
Meth__cg02976617__NUDT12	0.047604	0.27527	0.042255	0.047436	0.043855	0.033228	0.038036	0.040623	0.047939	0.039096	0.24549	0.029864	0.0455	0.04576	0.043204	0.091078	0.032205	0.047242	0.039591	0.044147	0.047849	0.0439	0.10394	0.047409	0.071123	0.046521	0.074915	0.041256	0.039899	0.81563	0.049733	0.038537	0.039066	0.43988	0.34763
Meth__cg24471268__SPSB2	0.043086	0.083406	0.067282	0.049022	0.045165	0.031995	0.048568	0.064919	0.12213	0.33271	0.41664	0.080522	0.05759	0.060537	0.046545	0.067485	0.050809	0.04817	0.050108	0.063951	0.066233	0.046928	0.061694	0.07645	0.068799	0.061834	0.1682	0.33875	0.0508	0.057696	0.081809	0.073082	0.045944	0.054639	0.051738
Meth__cg03079681__CDKN2A	0.052506	0.086167	0.036117	0.038042	0.10361	0.043632	0.044026	0.046419	0.072684	0.047531	0.060783	0.032372	0.051043	0.041452	0.50257	0.073762	0.045677	0.057737	0.07914	0.043446	0.049243	0.038577	0.58395	0.072775	0.092409	0.0502	0.088077	0.063415	0.45346	0.27183	0.19267	0.044344	0.041007	0.052099	0.050702
Meth__cg14290291__FLJ14346	0.31131	0.7444	0.29044	0.058838	0.2152	0.067331	0.58199	0.58522	0.043189	0.93611	0.16594	0.92389	0.55084	0.10055	0.068959	0.11206	0.27938	0.59682	0.41146	0.36889	0.64319	0.88753	0.12643	0.44022	0.13236	0.067388	0.32494	0.66198	0.048229	0.056747	0.070885	0.77447	0.048553	0.12102	0.051987
Meth__cg18619267__LOC389199	0.039781	0.056748	0.040429	0.59253	0.056261	0.053972	0.045535	0.083716	0.055087	0.039907	0.12222	0.069266	0.052659	0.050106	0.046757	0.21009	0.040503	0.31963	0.24539	0.092552	0.036368	0.41469	0.17844	0.14731	0.08763	0.032824	0.14208	0.065137	0.37445	0.035073	0.068685	0.060995	0.73717	0.34798	0.29914
Meth__cg23851011__S100A16	0.043774	0.11181	0.81089	0.90687	0.81747	0.090119	0.24686	0.325	0.86289	0.10082	0.13793	0.21463	0.26777	0.22441	0.71631	0.14131	0.21463	0.1266	0.37685	0.84188	0.84095	0.05255	0.53559	0.12775	0.16603	0.37518	0.13271	0.12518	0.66489	0.12161	0.16343	0.11036	0.095325	0.063585	0.086039
Meth__cg13168820__PTPRT	0.040112	0.037117	0.038066	0.92272	0.3391	0.45204	0.043766	0.045786	0.92122	0.28882	0.42887	0.050105	0.043525	0.037387	0.41698	0.089365	0.023541	0.64368	0.17031	0.031366	0.072324	0.046044	0.80946	0.77049	0.065102	0.070297	0.88695	0.86532	0.040181	0.041122	0.24784	0.029088	0.4404	0.034024	0.04577
Meth__cg23303782__GRK5	0.059057	0.064213	0.065475	0.041561	0.029168	0.046134	0.04305	0.05201	0.064051	0.06196	0.17762	0.10108	0.052912	0.041374	0.038739	0.069946	0.039315	0.06612	0.052857	0.069187	0.051149	0.11466	0.060179	0.053762	0.12388	0.038722	0.36012	0.045806	0.069387	0.046007	0.054953	0.051236	0.2537	0.086927	0.052772
Meth__cg19764407__CDKN2B	0.048487	0.086972	0.049597	0.055226	0.068457	0.045894	0.041258	0.047717	0.040945	0.046558	0.11352	0.041602	0.04589	0.042151	0.28455	0.11485	0.05587	0.05026	0.073166	0.04883	0.050618	0.038592	0.42566	0.093451	0.12123	0.047363	0.11676	0.056515	0.23922	0.21578	0.11861	0.059073	0.0421	0.059308	0.048692
Meth__cg17054360__MTERF	0.014271	0.020475	0.016608	0.070937	0.25125	0.020046	0.018429	0.017786	0.33448	0.028593	0.047742	0.011821	0.019785	0.023457	0.017455	0.036275	0.014608	0.023644	0.017813	0.032745	0.019636	0.01984	0.023378	0.025163	0.039672	0.018122	0.02441	0.022965	0.02059	0.020755	0.029305	0.013238	0.27109	0.023358	0.022152
Meth__cg13084909__RNF26	0.027956	0.039502	0.029345	0.022755	0.066206	0.044028	0.021866	0.032372	0.031851	0.02958	0.91667	0.026176	0.034172	0.023916	0.041291	0.084166	0.029088	0.034087	0.034105	0.036482	0.032337	0.028167	0.053348	0.038213	0.060262	0.037283	0.072889	0.029296	0.045153	0.024577	0.03373	0.031165	0.034626	0.033128	0.038421
Meth__cg00826384__PTPRZ1	0.041804	0.057591	0.039588	0.42201	0.18854	0.11019	0.042609	0.051843	0.071679	0.082441	0.56139	0.030157	0.044125	0.071764	0.047812	0.091686	0.038668	0.078026	0.083411	0.062348	0.04918	0.074747	0.094258	0.36867	0.17857	0.055786	0.84692	0.1343	0.04635	0.037603	0.044749	0.037942	0.4685	0.06368	0.047152
Meth__cg07684796__DKK1	0.041861	0.052029	0.02878	0.037552	0.02796	0.90908	0.037937	0.60137	0.059309	0.098838	0.044254	0.72464	0.28328	0.58059	0.038628	0.091394	0.53325	0.031821	0.047029	0.59975	0.043747	0.034524	0.052819	0.73334	0.61115	0.034351	0.63656	0.045247	0.035332	0.034691	0.044874	0.049527	0.026794	0.03886	0.055356
Meth__cg02376703__EPHA1	0.058166	0.054508	0.038427	0.5081	0.27921	0.057901	0.054558	0.058448	0.040735	0.05529	0.11305	0.022049	0.061279	0.046489	0.048034	0.047358	0.043597	0.032219	0.054098	0.058939	0.055269	0.024481	0.33556	0.076585	0.084487	0.70441	0.098926	0.055521	0.050258	0.077344	0.049411	0.056678	0.073457	0.064134	0.052697
Meth__cg14751914__SMAD7	0.098322	0.09491	0.067495	0.093116	0.10718	0.086595	0.060545	0.13853	0.10086	0.12714	0.32427	0.45144	0.075006	0.098813	0.050336	0.23043	0.075779	0.069323	0.12053	0.098639	0.12651	0.12163	0.15724	0.12512	0.14862	0.094211	0.12142	0.48571	0.058167	0.086795	0.09683	0.11391	0.095265	0.073814	0.076112
Meth__cg12320306__ADM	0.023163	0.034331	0.025123	0.026769	0.0188	0.020584	0.029767	0.033761	0.047638	0.029344	0.082315	0.026077	0.099637	0.47816	0.028713	0.046734	0.033961	0.041025	0.46534	0.035961	0.027103	0.048098	0.044588	0.027962	0.039033	0.030502	0.12177	0.032824	0.030182	0.022018	0.023219	0.44664	0.028089	0.046596	0.03597
Meth__cg07929310__KIAA0513	0.029896	0.061148	0.031169	0.032459	0.034413	0.018866	0.039785	0.047035	0.035554	0.034944	0.094818	0.026833	0.041263	0.032898	0.027112	0.074686	0.028984	0.031918	0.031069	0.22992	0.045562	0.031733	0.054706	0.050038	0.067509	0.034707	0.05021	0.062367	0.024933	0.032709	0.029135	0.032441	0.023309	0.032197	0.029783
Meth__cg02001410__MAP1B	0.082072	0.078145	0.050345	0.72623	0.045782	0.035758	0.037149	0.048823	0.088122	0.059339	0.11104	0.032831	0.064909	0.042621	0.03564	0.059994	0.021729	0.066711	0.037495	0.24821	0.058587	0.2586	0.058333	0.056102	0.058331	0.064903	0.09318	0.062902	0.033602	0.079896	0.025985	0.026723	0.75909	0.26097	0.10096
Meth__cg11177450__SENP5	0.082819	0.08992	0.035647	0.27536	0.29655	0.062157	0.074682	0.05813	0.048937	0.068508	0.58057	0.034109	0.078731	0.039461	0.044979	0.1007	0.029642	0.073243	0.059832	0.067204	0.046728	0.11684	0.26612	0.063008	0.060328	0.047383	0.067697	0.071598	0.070161	0.029875	0.36518	0.078128	0.03158	0.066768	0.070601
Meth__cg23428445__GPR37	0.020698	0.030871	0.015011	0.95024	0.058234	0.037873	0.015745	0.025733	0.070373	0.095712	0.13839	0.015754	0.019256	0.023276	0.031188	0.03305	0.019309	0.087524	0.026247	0.021692	0.027472	0.089478	0.045936	0.029303	0.027168	0.069283	0.074981	0.071357	0.025354	0.017955	0.09069	0.014847	0.020038	0.026007	0.02841
Meth__cg16928795__ERCC8	0.053252	0.058353	0.053665	0.059985	0.073223	0.54382	0.060501	0.05778	0.059293	0.087746	0.1274	0.050626	0.063351	0.062975	0.053869	0.087546	0.047656	0.068051	0.059622	0.058281	0.062262	0.059031	0.08749	0.065521	0.077057	0.062527	0.081314	0.062057	0.060821	0.059281	0.068657	0.054725	0.040094	0.055336	0.06913
Meth__cg04590978__CCNJ	0.43727	0.10075	0.083508	0.83596	0.21122	0.090663	0.1366	0.10545	0.10381	0.10098	0.21845	0.037236	0.12654	0.89957	0.13356	0.19941	0.038431	0.046788	0.091043	0.46694	0.089681	0.3284	0.37844	0.086139	0.12568	0.064252	0.098951	0.073814	0.06363	0.46217	0.068671	0.03783	0.96219	0.43552	0.93455
Meth__cg03700462__HOXA1	0.015658	0.59155	0.64649	0.40793	0.017078	0.036591	0.054553	0.20787	0.019079	0.020412	0.9121	0.37361	0.35289	0.012428	0.016757	0.24016	0.015259	0.016337	0.023292	0.50746	0.019178	0.94136	0.82178	0.43747	0.06716	0.021541	0.76009	0.015272	0.022495	0.015384	0.019508	0.42473	0.93461	0.68342	0.88521
Meth__cg15982419__RALBP1	0.64928	0.47046	0.40804	0.55645	0.69804	0.53391	0.47395	0.11134	0.20619	0.40334	0.90311	0.86828	0.4106	0.067908	0.033909	0.067009	0.42059	0.23935	0.045581	0.91788	0.22709	0.11153	0.79283	0.49126	0.93355	0.79002	0.79932	0.39058	0.038107	0.037499	0.92259	0.094593	0.80557	0.93356	0.95962
Meth__cg06481786__RAD52B	0.14499	0.1972	0.076937	0.62996	0.14244	0.27586	0.14208	0.17345	0.08555	0.11673	0.58262	0.15259	0.11643	0.12014	0.11668	0.29242	0.15351	0.10966	0.17453	0.11102	0.19189	0.059609	0.68879	0.25766	0.12217	0.14761	0.17664	0.58648	0.083155	0.099149	0.11959	0.16275	0.10211	0.12762	0.11743
Meth__cg05898102__PCDHB10	0.019017	0.36453	0.036148	0.13926	0.083905	0.42496	0.20254	0.036783	0.0363	0.14586	0.09125	0.14923	0.15148	0.39512	0.034811	0.11395	0.049024	0.038049	0.22219	0.064186	0.67845	0.34984	0.067959	0.053056	0.052137	0.051012	0.13614	0.2152	0.18043	0.29184	0.036606	0.34844	0.054175	0.069337	0.031455
Meth__cg21663122__HIST1H2BH	0.068139	0.20817	0.054344	0.25687	0.31812	0.79982	0.17878	0.081577	0.11022	0.12619	0.27584	0.045121	0.16937	0.052244	0.055105	0.19455	0.071295	0.059593	0.083167	0.073784	0.065952	0.46794	0.83002	0.10047	0.1093	0.081714	0.17042	0.064121	0.045401	0.055738	0.066946	0.094681	0.81181	0.81416	0.84299
Meth__cg25027501__GSTM3	0.32752	0.57164	0.065846	0.052485	0.18365	0.41241	0.03981	0.058908	0.055697	0.054527	0.32275	0.13157	0.07101	0.050051	0.32584	0.07441	0.24492	0.32737	0.066005	0.45554	0.05782	0.048866	0.24253	0.45338	0.1019	0.058055	0.82803	0.082728	0.068848	0.046992	0.38954	0.12448	0.29407	0.67429	0.63807
Meth__cg00565075__EIF3S6IP	0.045324	0.16582	0.24645	0.38969	0.32374	0.059248	0.45149	0.075235	0.047376	0.30563	0.081729	0.043672	0.38618	0.15835	0.19964	0.10753	0.08944	0.043929	0.048825	0.26731	0.048602	0.38062	0.31292	0.49642	0.14972	0.044601	0.40806	0.15898	0.048957	0.34894	0.12692	0.26038	0.1817	0.050909	0.046548
