Cell lines	600MPE	AU565	BT20	BT474	BT483	BT549	CAMA1	HCC1143	HCC1187	HCC1428	HCC1569	HCC1937	HCC2185	HCC3153	HCC38	HCC70	HS578T	LY2	MCF7	MDAMB134VI	MDAMB157	MDAMB175VII	MDAMB231	MDAMB361	MDAMB415	MDAMB453	SKBR3	SUM1315MO2	SUM149PT	SUM159PT	SUM185PE	SUM225CWN	SUM52PE	T47D	UACC812	ZR751	ZR75B
Meth__cg22619018__CSMD1	0.98003	0.079817	0.9538	0.20423	0.066417	0.96309	0.96017	0.080606	0.083746	0.4605	0.95798	0.13745	0.097199	0.059949	0.57125	0.17925	0.022783	0.50299	0.56001	0.66068	0.17837	0.91696	0.83954	0.16573	0.38565	0.97032	0.069316	0.063107	0.093765	0.18178	0.58737	0.022703	0.52018	0.19493	0.39081	0.21346	0.29697
Meth__cg06252382__SLC31A2	0.1311	0.042777	0.21733	0.67747	0.52699	0.22773	0.57259	0.12955	0.030606	0.10514	0.48634	0.093404	0.033518	0.098846	0.40811	0.10841	0.41779	0.73913	0.73849	0.95626	0.098875	0.11087	0.69174	0.31305	0.091714	0.85009	0.039798	0.04632	0.031828	0.051191	0.54852	0.032139	0.25864	0.12335	0.1048	0.26988	0.91159
U133A__SIK1	5.5407	6.6616	6.0677	4.9096	5.4238	6.6913	5.4221	7.7282	8.163	5.4636	5.4409	5.7017	5.3807	7.5037	6.582	5.9786	5.4702	6.3386	6.4975	5.7459	5.7844	5.5274	5.4881	5.517	5.6329	4.9697	5.7079	6.6356	7.7926	6.1986	5.6693	5.94	6.413	5.5653	6.0509	5.3543	5.5297
Meth__cg20002248__ACN9	0.54516	0.039908	0.080159	0.90647	0.038551	0.061611	0.8787	0.039616	0.055825	0.063955	0.27257	0.085317	0.14085	0.058597	0.050056	0.083616	0.047536	0.54152	0.32663	0.20309	0.06236	0.045101	0.44386	0.089069	0.11846	0.10326	0.064017	0.059479	0.050922	0.061565	0.054563	0.055101	0.053793	0.12343	0.073354	0.68264	0.7919
Meth__cg04488521__ZNF354C	0.93673	0.018679	0.1991	0.61411	0.027935	0.025427	0.98133	0.36332	0.74908	0.040777	0.021638	0.02473	0.5575	0.026559	0.020877	0.057463	0.031532	0.94419	0.89313	0.74756	0.022107	0.078345	0.80257	0.64731	0.042921	0.17423	0.21913	0.017761	0.11875	0.090608	0.018441	0.017726	0.51646	0.080145	0.028283	0.38381	0.66692
Meth__cg19996355__PBX4	0.64641	0.022544	0.059631	0.21257	0.72977	0.021873	0.57935	0.030177	0.029908	0.034115	0.069503	0.015245	0.039958	0.030008	0.060914	0.12106	0.099242	0.025969	0.053575	0.96779	0.036554	0.59745	0.09359	0.64494	0.033755	0.94459	0.038838	0.019609	0.022614	0.030651	0.65907	0.017977	0.031208	0.079768	0.023278	0.82549	0.6084
Meth__cg13801381__CCND2	0.95494	0.021809	0.95351	0.23797	0.30785	0.91832	0.84623	0.97748	0.19744	0.92101	0.94345	0.95689	0.18534	0.020195	0.10596	0.05529	0.35987	0.95307	0.95302	0.96494	0.056268	0.92176	0.67113	0.52659	0.082978	0.82781	0.23651	0.036321	0.71977	0.42657	0.024944	0.026197	0.71462	0.088041	0.53257	0.44752	0.49159
Meth__cg14580567__HHIP	0.096272	0.066859	0.90705	0.12158	0.044508	0.14202	0.86553	0.08369	0.04861	0.062727	0.56452	0.053475	0.06708	0.069216	0.059609	0.10254	0.044939	0.62919	0.52019	0.12838	0.066154	0.25405	0.31396	0.74115	0.49094	0.84809	0.090094	0.055291	0.072687	0.052248	0.043441	0.052688	0.62572	0.097641	0.23866	0.1001	0.087369
Meth__cg12382902__CCND2	0.97477	0.014984	0.97453	0.07162	0.087623	0.97217	0.96391	0.97836	0.052404	0.9516	0.97085	0.97303	0.075622	0.015948	0.023693	0.043749	0.42182	0.98217	0.96767	0.95917	0.035189	0.96857	0.93317	0.59793	0.032203	0.95599	0.43183	0.01428	0.055846	0.015849	0.015828	0.020913	0.98444	0.069026	0.51028	0.83481	0.62122
Meth__cg24358529__PPIE	0.10525	0.053822	0.13024	0.074115	0.068723	0.059791	0.11591	0.067174	0.044369	0.15436	0.086481	0.055295	0.055954	0.077934	0.051282	0.15452	0.049248	0.097968	0.10108	0.19698	0.10517	0.074881	0.097925	0.096986	0.096562	0.16906	0.099145	0.054296	0.05043	0.068466	0.086975	0.053672	0.048792	0.13338	0.093098	0.59153	0.63759
Meth__cg11272332__ZDHHC15	0.47773	0.035567	0.94463	0.86806	0.059262	0.047065	0.94566	0.97323	0.40144	0.19834	0.84716	0.14153	0.33246	0.44716	0.35775	0.08317	0.031767	0.91234	0.71781	0.46537	0.1025	0.44844	0.71055	0.22904	0.22909	0.84791	0.26479	0.038254	0.11028	0.085333	0.2734	0.038024	0.6551	0.16672	0.51373	0.14852	0.63717
Meth__cg08045570__FOXF2	0.42578	0.026888	0.94377	0.33586	0.067959	0.97559	0.97743	0.033008	0.041443	0.03616	0.037676	0.29412	0.27994	0.043761	0.024869	0.055338	0.30309	0.97692	0.97261	0.56058	0.034551	0.98131	0.69158	0.93704	0.062325	0.96842	0.057318	0.027716	0.018984	0.079671	0.02674	0.020898	0.97315	0.67746	0.32394	0.85466	0.5854
Meth__cg26516759__BMP7	0.54377	0.04131	0.048821	0.033763	0.024196	0.81919	0.15332	0.044237	0.066597	0.092884	0.10191	0.037619	0.05554	0.030405	0.031164	0.069931	0.029195	0.51389	0.44036	0.87963	0.058903	0.69886	0.88409	0.035779	0.066597	0.9014	0.050985	0.028257	0.041776	0.029442	0.026734	0.018844	0.39169	0.11496	0.099948	0.083409	0.046586
Meth__cg06384463__BARHL2	0.91478	0.029015	0.91181	0.26813	0.38992	0.36491	0.37994	0.79905	0.42671	0.46487	0.85618	0.31158	0.32651	0.19373	0.034537	0.12459	0.022673	0.40522	0.81078	0.55831	0.041639	0.88084	0.64885	0.58474	0.071872	0.67557	0.037375	0.27666	0.37917	0.055619	0.043345	0.026594	0.46617	0.20942	0.23055	0.55397	0.4143
Meth__cg02765328__CCND2	0.49722	0.03368	0.69268	0.080451	0.066181	0.96614	0.66837	0.95937	0.080732	0.067905	0.96926	0.77828	0.10595	0.050696	0.35723	0.086547	0.42526	0.96559	0.89328	0.40824	0.05819	0.77327	0.9057	0.47593	0.095794	0.93685	0.096048	0.024801	0.24462	0.087489	0.043471	0.03524	0.7729	0.18026	0.079979	0.33784	0.45137
Meth__cg19286604__MGC39545	0.90319	0.035049	0.92467	0.60038	0.05882	0.847	0.844	0.20207	0.050823	0.06842	0.90275	0.1537	0.042423	0.58235	0.059669	0.057349	0.064927	0.93236	0.92986	0.89838	0.36166	0.91934	0.75358	0.68683	0.072009	0.7313	0.056345	0.17832	0.092932	0.055576	0.058607	0.044275	0.89058	0.73255	0.73479	0.68355	0.82472
Meth__cg07637239__KCNK18	0.89531	0.027951	0.82638	0.88551	0.83159	0.12817	0.64108	0.53946	0.42794	0.45269	0.63835	0.41311	0.37585	0.3801	0.85057	0.073238	0.037095	0.81849	0.79132	0.090987	0.053188	0.94385	0.10905	0.53359	0.051062	0.41076	0.10317	0.049801	0.3717	0.036266	0.36402	0.037322	0.068764	0.18325	0.88663	0.48895	0.70708
U133A__HLA-C	9.5023	8.7854	8.8479	10.5686	11.6679	10.3256	10.1351	11.0708	12.5864	10.813	11.4648	11.8655	8.252	11.0232	11.783	12.3098	9.4587	7.7843	9.2536	10.7895	12.1352	10.024	8.9901	11.4528	11.0879	10.2412	7.1053	10.2763	9.6461	9.7808	10.8914	12.488	10.2614	10.7571	11.1958	9.1612	9.2981
Meth__cg25549459__POU3F3	0.4366	0.037951	0.89735	0.048207	0.093211	0.74605	0.7856	0.72274	0.08577	0.03552	0.22888	0.2914	0.10884	0.028708	0.30886	0.081527	0.044328	0.55009	0.84385	0.8855	0.11352	0.91164	0.52658	0.15807	0.096038	0.69885	0.13216	0.03762	0.042044	0.072252	0.049783	0.070746	0.63961	0.67064	0.87682	0.53989	0.57206
Meth__cg04444771__C10orf10	0.049124	0.080543	0.035194	0.033884	0.031894	0.58503	0.043196	0.422	0.3801	0.040331	0.087482	0.1177	0.31408	0.35654	0.056718	0.050441	0.042652	0.038024	0.039169	0.044165	0.84506	0.022256	0.48206	0.036273	0.083599	0.048407	0.031978	0.85503	0.84182	0.15447	0.021963	0.10432	0.16001	0.054477	0.035515	0.035007	0.034544
Meth__cg17027046__ITPA	0.13265	0.13604	0.14694	0.13155	0.09837	0.099947	0.15497	0.11298	0.10451	0.38693	0.11572	0.075461	0.10824	0.15823	0.10651	0.19297	0.18887	0.16271	0.17405	0.15904	0.13289	0.099443	0.14937	0.17021	0.11414	0.25484	0.16724	0.10974	0.13318	0.15647	0.13469	0.10581	0.131	0.16249	0.18342	0.20188	0.1652
U133A__TMEM45A	3.9251	5.6223	5.8104	3.8356	4.4014	7.0954	4.067	5.7298	5.2926	3.536	5.1283	8.9616	6.9156	6.3791	5.8904	8.43	6.0737	3.7106	4.2822	4.5262	6.6374	6.9656	5.4727	3.5937	7.3845	4.0045	5.9107	7.7047	7.3691	5.9503	7.837	7.01	8.6357	3.6449	8.7797	4.7818	3.96
Meth__cg22418909__SFRP1	0.95536	0.050944	0.25666	0.95033	0.8276	0.56659	0.95243	0.12686	0.062767	0.50638	0.075541	0.061931	0.36327	0.065823	0.099113	0.14438	0.46054	0.96233	0.9623	0.70871	0.070915	0.95764	0.93606	0.56053	0.077183	0.92128	0.47037	0.59885	0.10448	0.15241	0.035597	0.051746	0.96262	0.77338	0.94918	0.60061	0.63336
Meth__cg11248413__NEUROG1	0.30689	0.042813	0.65653	0.62548	0.34935	0.93005	0.94129	0.49637	0.017294	0.029883	0.98498	0.078604	0.031279	0.57477	0.15276	0.053866	0.23015	0.97408	0.96778	0.077208	0.16478	0.68277	0.9326	0.71091	0.037029	0.95133	0.065678	0.017504	0.043457	0.75746	0.019552	0.019496	0.36227	0.082327	0.75852	0.90823	0.92376
Meth__cg04784672__LRFN5	0.90456	0.023474	0.91519	0.032396	0.023618	0.66062	0.75786	0.93455	0.032906	0.28292	0.95922	0.95503	0.16408	0.039842	0.18731	0.066732	0.067626	0.77887	0.90535	0.80727	0.031088	0.95224	0.8719	0.028117	0.086519	0.57157	0.042121	0.025892	0.083512	0.60284	0.20847	0.032648	0.52875	0.41658	0.71244	0.80176	0.52011
Meth__cg22307908__ZNF264	0.047471	0.03154	0.037351	0.033727	0.034736	0.032296	0.055505	0.032747	0.036389	0.042542	0.044712	0.038848	0.039228	0.044361	0.032251	0.07455	0.045038	0.26962	0.32206	0.033509	0.052636	0.035181	0.076972	0.039231	0.035779	0.066996	0.074032	0.031939	0.02964	0.040245	0.039189	0.02922	0.033194	0.071199	0.04046	0.043775	0.04509
Meth__cg16632715__HOXD11	0.95203	0.33728	0.64178	0.81954	0.37255	0.9606	0.95826	0.92378	0.059422	0.049872	0.17427	0.11438	0.04656	0.29829	0.27507	0.11581	0.2443	0.59378	0.75352	0.874	0.036818	0.9605	0.89375	0.44406	0.1788	0.9199	0.87117	0.048024	0.049211	0.063466	0.034373	0.029254	0.42565	0.36151	0.46403	0.9529	0.95176
Meth__cg21096915__MGC16291	0.92007	0.030463	0.92333	0.60718	0.15143	0.15646	0.92646	0.90537	0.16317	0.17197	0.94908	0.4885	0.15608	0.13632	0.37312	0.13241	0.14058	0.85137	0.60319	0.53452	0.18139	0.18548	0.57312	0.7615	0.076602	0.85502	0.16354	0.17237	0.13406	0.13016	0.058366	0.34004	0.90629	0.6675	0.87227	0.15433	0.18818
Meth__cg02774439__HAND2	0.92696	0.056757	0.67065	0.93519	0.52137	0.051204	0.87441	0.42387	0.061265	0.06042	0.053218	0.12877	0.23613	0.082824	0.40627	0.1032	0.14743	0.85356	0.80055	0.91523	0.053735	0.88157	0.81346	0.75534	0.34389	0.85131	0.064165	0.047154	0.036746	0.14737	0.050008	0.52457	0.9242	0.43971	0.91076	0.73893	0.9004
Meth__cg23158811__PBX4	0.57095	0.038751	0.04556	0.40263	0.64015	0.034866	0.55801	0.033626	0.064614	0.039153	0.052979	0.023789	0.076404	0.031429	0.11143	0.098042	0.088151	0.044177	0.045156	0.94676	0.039724	0.50143	0.071937	0.5325	0.060803	0.88543	0.054145	0.03144	0.03453	0.044428	0.57269	0.035452	0.035785	0.062815	0.036366	0.72814	0.57102
Meth__cg07080358__C2orf32	0.68798	0.042887	0.83698	0.16346	0.20563	0.049562	0.96042	0.95153	0.046744	0.46391	0.8446	0.38798	0.052404	0.14534	0.030608	0.1432	0.041259	0.97871	0.96174	0.56812	0.11071	0.9698	0.8667	0.93899	0.2041	0.93541	0.061502	0.042116	0.077877	0.39651	0.047434	0.041275	0.96722	0.55779	0.57082	0.64974	0.65856
Meth__cg12858460__EOMES	0.58499	0.065293	0.53091	0.072857	0.090619	0.056546	0.88393	0.10847	0.052943	0.5063	0.19194	0.11798	0.11369	0.052632	0.05367	0.10912	0.43241	0.32198	0.4839	0.53928	0.061381	0.5664	0.8722	0.051759	0.67342	0.57015	0.16429	0.088974	0.050012	0.057154	0.052164	0.58967	0.87869	0.52327	0.21166	0.58818	0.88564
Meth__cg14795968__ACADL	0.051945	0.031286	0.98083	0.65202	0.047359	0.57939	0.96869	0.077898	0.072388	0.81622	0.42271	0.11294	0.06773	0.10945	0.11626	0.091581	0.74586	0.50147	0.18537	0.97044	0.052498	0.97074	0.5379	0.95626	0.058794	0.90965	0.05551	0.1772	0.033379	0.31923	0.038395	0.56418	0.97155	0.96697	0.96607	0.97652	0.96552
Meth__cg09068528__ACADL	0.08331	0.059242	0.9204	0.834	0.26599	0.5813	0.94684	0.091919	0.080101	0.95512	0.17972	0.19319	0.061186	0.12969	0.051532	0.12476	0.77014	0.80262	0.5194	0.95827	0.066628	0.95715	0.52557	0.92954	0.1369	0.92491	0.13426	0.069565	0.070888	0.39876	0.082199	0.16263	0.93346	0.80404	0.92721	0.9462	0.91709
U133A__PSMB9	4.8843	6.5081	6.4978	4.5777	6.4754	4.7598	4.9569	5.4396	7.3883	5.527	6.1295	8.0092	5.1029	6.1024	7.931	9.9119	5.7298	4.7975	4.492	5.0886	8.6041	4.6674	5.0612	5.1089	6.7275	4.8534	4.6866	6.3482	7.112	7.5584	4.6708	7.7363	4.9221	5.6582	4.9831	4.8526	4.6645
Meth__cg09522147__KRT7	0.071048	0.069625	0.10731	0.062644	0.048602	0.94306	0.17369	0.055719	0.063485	0.93289	0.22515	0.042965	0.059664	0.055828	0.22209	0.12625	0.9048	0.93719	0.94583	0.70398	0.93777	0.057251	0.098049	0.072433	0.095283	0.10569	0.10386	0.60017	0.050924	0.051159	0.049664	0.054514	0.047205	0.68789	0.064975	0.928	0.91954
Meth__cg26252167__GPR6	0.57239	0.017699	0.95827	0.35039	0.93792	0.97393	0.95933	0.80764	0.020038	0.95999	0.97339	0.86268	0.16592	0.026479	0.28689	0.05856	0.042444	0.71344	0.63991	0.97557	0.050976	0.98052	0.92962	0.34716	0.15136	0.94894	0.36481	0.032097	0.29807	0.072282	0.030337	0.043488	0.96751	0.12854	0.87335	0.38251	0.13161
Meth__cg11861730__ETS1	0.91658	0.028466	0.062731	0.27935	0.043268	0.029044	0.32269	0.023461	0.037372	0.048721	0.029429	0.028986	0.036906	0.023908	0.070609	0.091659	0.049262	0.15794	0.1759	0.8288	0.041281	0.049953	0.10106	0.083978	0.085335	0.65114	0.053607	0.062275	0.02708	0.028614	0.38237	0.037853	0.16855	0.035026	0.24537	0.080189	0.061649
Meth__cg13098960__SOX15	0.15483	0.2279	0.12875	0.50734	0.84901	0.4053	0.74553	0.11458	0.14386	0.83808	0.87774	0.14546	0.13963	0.058414	0.90963	0.086164	0.036435	0.9087	0.87881	0.83329	0.75938	0.84144	0.26389	0.34097	0.16473	0.84952	0.36927	0.10871	0.035104	0.16797	0.36099	0.31154	0.045918	0.67532	0.6386	0.76193	0.64256
Meth__cg26062370__MGC18079	0.054504	0.039553	0.072787	0.28971	0.72183	0.10456	0.33595	0.089323	0.023665	0.40525	0.13475	0.097205	0.029559	0.13256	0.16195	0.043174	0.042495	0.25438	0.5172	0.69866	0.058054	0.18763	0.075795	0.41767	0.046365	0.16781	0.049087	0.025462	0.03648	0.038493	0.083785	0.02766	0.053014	0.050269	0.26956	0.16686	0.24837
Meth__cg20572838__EME1	0.033734	0.025198	0.036268	0.042519	0.032254	0.026254	0.042131	0.041901	0.08121	0.052537	0.035385	0.032115	0.070004	0.031172	0.038438	0.064643	0.025522	0.044415	0.065839	0.071905	0.037395	0.086847	0.074084	0.062419	0.057041	0.095205	0.062638	0.026066	0.030632	0.026525	0.03499	0.024364	0.031911	0.053343	0.053709	0.034801	0.038946
Meth__cg22231902__EN1	0.8698	0.043482	0.041659	0.049351	0.03469	0.54509	0.579	0.041585	0.045316	0.090612	0.050513	0.075511	0.060529	0.048284	0.054639	0.084069	0.058403	0.53558	0.43904	0.34463	0.058847	0.27689	0.7386	0.25548	0.071909	0.46664	0.083229	0.051855	0.053697	0.04602	0.045964	0.033203	0.58992	0.54889	0.075334	0.49484	0.35782
Meth__cg19063972__SOX21	0.095467	0.024624	0.96753	0.040232	0.25007	0.60128	0.9436	0.87812	0.31849	0.14465	0.68535	0.29879	0.35202	0.020093	0.096546	0.11986	0.70383	0.39328	0.93286	0.98115	0.055557	0.97158	0.63951	0.039019	0.093	0.95488	0.409	0.047172	0.040294	0.050534	0.15969	0.054342	0.97643	0.87769	0.052536	0.73043	0.96257
Meth__cg07850604__INSM2	0.30374	0.042459	0.044131	0.037172	0.36843	0.031894	0.45441	0.028696	0.052325	0.04551	0.067819	0.043812	0.042239	0.030937	0.038991	0.080029	0.055758	0.46057	0.29286	0.22142	0.037121	0.88066	0.8441	0.040543	0.065477	0.10341	0.059125	0.027579	0.02783	0.69495	0.028538	0.026447	0.39975	0.065059	0.073807	0.096814	0.05586
Meth__cg01555431__AKAP12	0.85979	0.13082	0.90437	0.62169	0.062559	0.78183	0.8872	0.29257	0.082846	0.092812	0.23604	0.066862	0.10368	0.062353	0.074953	0.25497	0.13808	0.88649	0.88202	0.78703	0.09297	0.84198	0.85168	0.85804	0.13139	0.85312	0.14228	0.071943	0.081843	0.085334	0.060199	0.095057	0.87831	0.44924	0.085628	0.082408	0.092129
Meth__cg16290737__CHGA	0.36212	0.026019	0.4352	0.04501	0.095238	0.13197	0.41355	0.33939	0.033832	0.052949	0.31213	0.11627	0.029742	0.051215	0.036751	0.053809	0.042904	0.16299	0.43144	0.94759	0.03965	0.21846	0.15884	0.34455	0.070236	0.80191	0.098678	0.034696	0.045832	0.031957	0.031777	0.026395	0.16596	0.082267	0.046832	0.067962	0.032287
Meth__cg14070647__RSPO2	0.34044	0.073636	0.9133	0.45396	0.035067	0.51254	0.75268	0.19841	0.04119	0.052658	0.58059	0.052129	0.043202	0.060554	0.037408	0.10263	0.037489	0.37806	0.36056	0.3811	0.052635	0.75066	0.85796	0.27348	0.11557	0.72526	0.11471	0.03945	0.056276	0.3294	0.038801	0.050282	0.42308	0.059521	0.30773	0.6394	0.75356
U133A__SOD2	5.5088	6.9736	6.9797	4.881	5.1914	7.7208	5.6061	6.6548	7.6545	5.7471	8.3722	6.5132	5.9588	7.7653	6.3289	7.5586	6.3059	5.2549	6.0585	6.0706	8.5843	5.3729	5.5954	5.823	6.3231	5.1422	6.0321	7.3062	8.7586	9.3681	4.9814	6.4789	6.5449	5.6744	6.295	4.8445	6.1557
Meth__cg11976166__TGFB2	0.10296	0.097568	0.84584	0.21303	0.49547	0.1967	0.80069	0.070405	0.091873	0.42408	0.22055	0.27407	0.15654	0.19774	0.060339	0.19562	0.188	0.91519	0.85572	0.77069	0.13114	0.8988	0.27204	0.52163	0.27735	0.74722	0.24866	0.16123	0.08342	0.16328	0.75342	0.16813	0.1206	0.70691	0.22997	0.40223	0.86236
Meth__cg19969873__NPPC	0.10025	0.10424	0.15889	0.075303	0.060048	0.55453	0.10524	0.096734	0.034582	0.073299	0.91133	0.039097	0.054297	0.068042	0.081299	0.21828	0.55804	0.56427	0.15324	0.073822	0.07318	0.29253	0.86351	0.083329	0.062136	0.8954	0.15355	0.074101	0.092969	0.090594	0.048668	0.044875	0.46182	0.089751	0.054598	0.35247	0.22557
U133A__CEBPD	6.6929	8.6335	8.0005	6.0731	7.3742	9.5029	6.3522	8.0968	9.7249	7.1484	7.2111	8.6922	6.9569	9.2087	8.8963	8.6788	6.0953	6.5099	7.0844	6.2396	8.7538	7.4876	5.9531	6.0972	6.213	6.2153	6.6089	8.2928	8.4856	8.7118	7.0693	6.7231	5.3927	7.6899	7.834	7.6569	6.9549
U133A__PSMB8	5.9129	8.1465	7.6424	4.8895	7.4786	5.1509	5.1652	6.704	9.2071	5.7421	6.8288	8.6923	5.4133	4.9573	8.1246	9.5104	6.8425	4.8232	4.9295	6.5153	9.0369	5.5676	7.2687	6.817	7.9776	5.3379	6.1107	7.182	8.2313	8.3033	6.4629	9.228	6.4871	6.663	6.7358	5.3678	4.6754
Meth__cg23662675__PRKCBP1	0.036656	0.032102	0.042902	0.025951	0.025864	0.030463	0.041555	0.022514	0.032288	0.036959	0.043287	0.028458	0.046528	0.035076	0.043522	0.097782	0.046993	0.58805	0.70246	0.033048	0.030733	0.022281	0.058661	0.040142	0.057677	0.095249	0.058762	0.039613	0.039297	0.037199	0.030182	0.028992	0.02048	0.054315	0.035398	0.030444	0.032799
Meth__cg23357981__GRP	0.92412	0.01566	0.88134	0.47298	0.35196	0.91534	0.782	0.98119	0.072103	0.04143	0.958	0.22139	0.19082	0.070769	0.053814	0.032942	0.13515	0.87393	0.64513	0.12795	0.12351	0.96979	0.73569	0.16788	0.036359	0.70066	0.074652	0.039033	0.31639	0.055747	0.030609	0.031615	0.66	0.038028	0.51181	0.49541	0.57488
Meth__cg00343092__BZRP	0.033641	0.063095	0.10269	0.050612	0.030225	0.026033	0.049284	0.025702	0.027573	0.062804	0.039407	0.041575	0.030518	0.031766	0.032729	0.059665	0.018807	0.14798	0.40577	0.15469	0.22864	0.29248	0.10575	0.36347	0.11131	0.085416	0.081348	0.036602	0.027072	0.022837	0.026116	0.024525	0.029264	0.065044	0.11194	0.032092	0.039155
Meth__cg26359204__NKX6-1	0.58066	0.030883	0.047115	0.0443	0.042788	0.032764	0.04482	0.035977	0.03623	0.046696	0.04915	0.029088	0.039097	0.030202	0.033083	0.1016	0.031087	0.050071	0.038271	0.050461	0.034357	0.042421	0.55527	0.042135	0.18222	0.12852	0.065814	0.027112	0.036606	0.03269	0.037171	0.047455	0.040642	0.060669	0.37331	0.03924	0.045737
Meth__cg22029275__FLJ25477	0.90575	0.10731	0.86799	0.46841	0.1791	0.95517	0.66648	0.11449	0.098276	0.11922	0.56798	0.15496	0.24121	0.12805	0.08728	0.12822	0.47817	0.96896	0.83413	0.67379	0.21006	0.95466	0.89244	0.10586	0.3588	0.94379	0.21501	0.049394	0.061188	0.15675	0.23394	0.11063	0.75389	0.8957	0.17615	0.93561	0.9382
Meth__cg05810550__DEFB106A	0.81795	0.088023	0.81358	0.2544	0.089758	0.091386	0.44751	0.86393	0.19873	0.24435	0.77214	0.57226	0.15803	0.37064	0.83502	0.24033	0.12969	0.65485	0.53209	0.33449	0.22216	0.78687	0.080089	0.22696	0.34652	0.26413	0.15888	0.045771	0.10057	0.086881	0.11392	0.12261	0.39947	0.34371	0.79695	0.50317	0.6385
Meth__cg17178336__IHH	0.61387	0.028582	0.97103	0.90685	0.17134	0.96965	0.92603	0.52553	0.195	0.18511	0.87639	0.12403	0.11271	0.27313	0.10268	0.12101	0.39508	0.97388	0.96783	0.23202	0.047119	0.97119	0.92618	0.31319	0.17805	0.94142	0.076154	0.050118	0.18741	0.1085	0.10412	0.048337	0.95549	0.64074	0.96003	0.66756	0.85305
Meth__cg19843429__OSBPL3	0.045508	0.034982	0.037428	0.49253	0.040724	0.032161	0.5657	0.033012	0.028611	0.051974	0.04058	0.019838	0.039519	0.033226	0.034016	0.18982	0.029494	0.95866	0.95319	0.076406	0.03933	0.033716	0.07351	0.044205	0.056436	0.075967	0.068426	0.035642	0.026856	0.024848	0.036571	0.031691	0.026505	0.084487	0.039532	0.036396	0.040813
Meth__cg16211684__PCDH21	0.46141	0.048922	0.89692	0.085944	0.47227	0.7716	0.85635	0.33816	0.045534	0.31408	0.47245	0.091314	0.21192	0.34478	0.28851	0.087428	0.046799	0.86134	0.63261	0.49591	0.17308	0.11571	0.74948	0.052731	0.074294	0.84334	0.11542	0.065482	0.049278	0.070164	0.049278	0.038378	0.86032	0.33694	0.07526	0.72839	0.76307
Meth__cg00185839__LRDD	0.04304	0.034862	0.049303	0.044892	0.035953	0.031196	0.039732	0.025604	0.035933	0.041314	0.041105	0.038429	0.042743	0.0403	0.039472	0.04736	0.64267	0.048199	0.038024	0.031474	0.16448	0.02679	0.04806	0.075589	0.037526	0.0848	0.057071	0.037513	0.034316	0.031965	0.037254	0.040206	0.039053	0.092531	0.049439	0.067701	0.068394
Meth__cg15488251__MYH11	0.15454	0.020876	0.09475	0.038889	0.021869	0.36202	0.055943	0.87328	0.023598	0.024129	0.71583	0.033875	0.026487	0.023077	0.022659	0.055456	0.043055	0.68557	0.2473	0.036745	0.02652	0.12853	0.84415	0.029308	0.041887	0.88606	0.043705	0.019242	0.019092	0.024844	0.024329	0.018375	0.075158	0.046486	0.035695	0.028327	0.19418
Meth__cg12717594__RECK	0.78094	0.021486	0.96772	0.96573	0.87044	0.02557	0.97028	0.025007	0.017306	0.40315	0.022386	0.020081	0.41553	0.021548	0.030148	0.20877	0.022356	0.96255	0.96537	0.96434	0.030812	0.030898	0.051069	0.96918	0.036018	0.94615	0.15682	0.019055	0.032157	0.15525	0.58187	0.96725	0.021989	0.78209	0.45582	0.96812	0.96772
Meth__cg18972811__SLIT2	0.76753	0.018963	0.97491	0.040338	0.20366	0.96739	0.82303	0.74913	0.023504	0.94652	0.97083	0.33214	0.029644	0.94332	0.021982	0.10014	0.016111	0.97333	0.88169	0.58595	0.055012	0.44791	0.92134	0.24153	0.025308	0.95451	0.086159	0.032006	0.01584	0.015095	0.012408	0.032664	0.96488	0.40884	0.97681	0.40251	0.90072
Meth__cg25093045__FLJ46481	0.10205	0.032211	0.88853	0.35298	0.5327	0.067861	0.38321	0.83974	0.031731	0.76777	0.52014	0.26509	0.030169	0.22574	0.33483	0.17331	0.030835	0.59805	0.44765	0.9276	0.053784	0.75588	0.074183	0.59426	0.050382	0.36629	0.071114	0.027496	0.033277	0.036804	0.03436	0.030412	0.30744	0.15661	0.46086	0.26481	0.23253
Meth__cg09941381__PLEKHK1	0.019348	0.01575	0.03118	0.015097	0.018082	0.014817	0.022677	0.010273	0.017249	0.019726	0.94785	0.020282	0.023369	0.017199	0.018108	0.032258	0.02137	0.018992	0.020625	0.031424	0.033919	0.014917	0.49477	0.022755	0.02598	0.033453	0.041852	0.016717	0.019335	0.022554	0.013067	0.022924	0.010885	0.026053	0.02637	0.025144	0.020099
Meth__cg00973677__CHRM2	0.35144	0.026876	0.25388	0.071138	0.029513	0.65322	0.4504	0.59033	0.44221	0.037596	0.57185	0.30858	0.42808	0.03246	0.12074	0.073217	0.51765	0.077954	0.13261	0.08101	0.033882	0.31676	0.7144	0.38592	0.052483	0.72034	0.047562	0.02708	0.41587	0.034282	0.037046	0.028534	0.028305	0.062933	0.43859	0.047314	0.055467
Meth__cg26232187__NTRK3	0.019705	0.017228	0.53903	0.017989	0.019822	0.014738	0.21959	0.016598	0.013194	0.02225	0.20201	0.10049	0.020189	0.014536	0.018267	0.031611	0.013028	0.54579	0.61835	0.027002	0.020311	0.026777	0.71151	0.16772	0.044432	0.81745	0.024801	0.020213	0.017011	0.023587	0.012451	0.012043	0.038951	0.070812	0.02441	0.02193	0.015656
