Cell lines	600MPE	AU565	BT20	BT474	BT483	BT549	CAMA1	HCC1143	HCC1187	HCC1428	HCC1569	HCC1937	HCC1954	HCC2185	HCC3153	HCC38	HCC70	HS578T	LY2	MCF7	MDAMB157	MDAMB231	MDAMB361	MDAMB415	MDAMB453	SKBR3	SUM1315MO2	SUM149PT	SUM159PT	SUM185PE	SUM225CWN	SUM52PE	T47D	UACC812	ZR751	ZR75B
Meth__cg15164103__MEST	0.10477	0.061122	0.079719	0.10935	0.067746	0.83768	0.32679	0.77847	0.089425	0.070967	0.7729	0.22371	0.18813	0.080125	0.48316	0.093475	0.086716	0.73864	0.069605	0.075672	0.80676	0.39966	0.082264	0.074784	0.13324	0.084048	0.85847	0.074231	0.16068	0.24663	0.062201	0.4498	0.49294	0.075451	0.06903	0.080966
Meth__cg09416313__MATK	0.52985	0.12967	0.76161	0.47659	0.05088	0.95567	0.5714	0.12879	0.034027	0.044586	0.64334	0.73746	0.7737	0.041145	0.95064	0.51679	0.10286	0.49633	0.11354	0.44718	0.96598	0.88714	0.51754	0.089373	0.93062	0.060795	0.086504	0.070634	0.048497	0.067893	0.090194	0.95994	0.084397	0.050105	0.21668	0.60054
Meth__cg18943599__SSTR2	0.040493	0.023857	0.13093	0.034889	0.032445	0.3702	0.039793	0.93433	0.035085	0.033553	0.40912	0.3142	0.1537	0.048792	0.15873	0.032658	0.25835	0.034598	0.030772	0.041289	0.16461	0.36571	0.033105	0.064188	0.060475	0.090113	0.19683	0.038453	0.029847	0.048057	0.022414	0.086391	0.055878	0.034465	0.04643	0.040769
Meth__cg27144395__FOXN4	0.064769	0.033758	0.061285	0.057313	0.025711	0.31803	0.03331	0.12731	0.046198	0.047393	0.071851	0.042247	0.060638	0.03657	0.041646	0.035298	0.077405	0.18762	0.028643	0.066975	0.05616	0.56102	0.033258	0.052187	0.16838	0.062597	0.048525	0.030186	0.047762	0.027746	0.03032	0.042412	0.050968	0.039649	0.04563	0.047085
Meth__cg16884569__RASSF2	0.052702	0.021354	0.62305	0.030867	0.028291	0.4492	0.097118	0.05624	0.031433	0.063747	0.29448	0.031503	0.55686	0.025429	0.030956	0.022349	0.039157	0.044686	0.10984	0.76017	0.035913	0.75345	0.029415	0.04709	0.75656	0.036202	0.036422	0.022498	0.030234	0.028952	0.038187	0.5171	0.11439	0.048237	0.036393	0.037993
SNP__LOC646227	0.007	-2.69	0.202	0.102	0.164	0.226	-0.061	-2.097	-1.775	-1.061	0.016	-1.532	1.382	-0.318	-2.287	-0.019	-0.26	0.33	0.264	0.317	0.414	0.366	-0.158	0.3	-1.661	-1.859	0.7	-0.195	0.037	-2.05	0.25	0.217	0.053	0.104	-0.013	0.319
SNP__BTNL3	0.007	-2.69	0.202	0.102	0.164	0.226	-0.061	-2.097	-1.775	-1.061	0.016	-1.532	1.382	-0.318	-2.287	-0.019	-0.26	0.33	0.264	0.317	0.414	0.366	-0.158	0.3	-1.661	-1.859	0.7	-0.195	0.037	-2.05	0.25	0.217	0.053	0.104	-0.013	0.319
Meth__cg20484352__LOC92689	0.044108	0.89997	0.29944	0.24876	0.10262	0.048123	0.32904	0.053499	0.52966	0.50702	0.14811	0.21159	0.30802	0.44284	0.057683	0.034556	0.064414	0.039154	0.45672	0.31466	0.14383	0.12393	0.4971	0.10109	0.89017	0.71567	0.041902	0.42528	0.061439	0.65338	0.037275	0.039541	0.11945	0.1506	0.13378	0.055737
Meth__cg20141916__PLEK2	0.025739	0.016512	0.027725	0.024958	0.012363	0.96235	0.022959	0.021807	0.01681	0.025009	0.025692	0.014583	0.033263	0.015887	0.71779	0.023761	0.033179	0.13087	0.014599	0.017465	0.10086	0.0377	0.023185	0.03183	0.020557	0.035861	0.24596	0.018641	0.012534	0.01386	0.015672	0.027347	0.02304	0.019842	0.016765	0.72204
Meth__cg04619381__LOC222171	0.037973	0.032548	0.071711	0.046231	0.02809	0.93383	0.038161	0.030702	0.046377	0.037402	0.93953	0.37159	0.063108	0.046029	0.61805	0.067463	0.094299	0.5224	0.037907	0.043977	0.27583	0.83896	0.03567	0.089903	0.1112	0.049406	0.20248	0.029939	0.086899	0.027421	0.027837	0.03116	0.087766	0.039522	0.030141	0.038457
Meth__cg10878307__ATAD4	0.046624	0.041079	0.54091	0.03762	0.038588	0.7577	0.043432	0.21978	0.089769	0.039549	0.80037	0.32463	0.28473	0.091713	0.46694	0.63814	0.10781	0.31145	0.036613	0.04696	0.72719	0.67566	0.038806	0.080973	0.05687	0.077839	0.84493	0.51846	0.80588	0.029428	0.040622	0.036481	0.087647	0.054895	0.039028	0.038377
Meth__cg18869368__MAGEH1	0.46386	0.052479	0.51019	0.90801	0.063655	0.41904	0.090787	0.17366	0.062756	0.3382	0.86655	0.415	0.49655	0.078174	0.074251	0.39837	0.25285	0.11209	0.072887	0.08791	0.18738	0.78979	0.12046	0.12932	0.35276	0.077756	0.81638	0.13609	0.11341	0.091017	0.20218	0.10478	0.18382	0.30174	0.069981	0.077616
Meth__cg07747970__LHX1	0.7622	0.029976	0.05113	0.29113	0.1294	0.79441	0.041637	0.72619	0.12003	0.037158	0.18214	0.062564	0.042196	0.11249	0.45971	0.044269	0.066502	0.52237	0.024847	0.043308	0.035507	0.69174	0.035447	0.30372	0.059364	0.096926	0.039181	0.024415	0.033663	0.024681	0.031624	0.035024	0.38939	0.63505	0.25127	0.28957
Meth__cg19167673__PDGFB	0.046916	0.72744	0.13156	0.048245	0.030884	0.3332	0.055407	0.088835	0.035568	0.038938	0.43232	0.08623	0.17909	0.047125	0.4918	0.05569	0.12953	0.20753	0.0343	0.081675	0.19842	0.089426	0.056442	0.067879	0.082775	0.11646	0.097541	0.035973	0.081403	0.028339	0.032243	0.027607	0.051616	0.036274	0.039162	0.052212
Meth__cg01419479__GLUL	0.047306	0.084796	0.62136	0.041779	0.019447	0.98975	0.051037	0.071178	0.046522	0.016292	0.040002	0.024779	0.15835	0.024123	0.9909	0.023351	0.12822	0.64267	0.015038	0.036137	0.036295	0.69764	0.027848	0.026479	0.066033	0.095384	0.12489	0.016248	0.038209	0.016228	0.016211	0.014958	0.10919	0.023053	0.022707	0.0236
Meth__cg01172484__MAGEH1	0.42991	0.016834	0.081496	0.054244	0.048371	0.61737	0.054713	0.046959	0.045086	0.021886	0.91725	0.40807	0.1566	0.040461	0.13567	0.51899	0.095519	0.045887	0.025836	0.050835	0.064077	0.74556	0.17038	0.03394	0.32654	0.037738	0.50935	0.1036	0.029304	0.039406	0.026265	0.034156	0.04474	0.32193	0.026447	0.03236
Meth__cg19286604__MGC39545	0.90319	0.035049	0.92467	0.60038	0.05882	0.847	0.844	0.20207	0.050823	0.06842	0.90275	0.1537	0.7009	0.042423	0.58235	0.059669	0.057349	0.064927	0.93236	0.92986	0.36166	0.75358	0.68683	0.072009	0.7313	0.056345	0.17832	0.092932	0.055576	0.058607	0.044275	0.89058	0.73255	0.73479	0.68355	0.82472
Meth__cg08398233__CAMK2N1	0.057466	0.057619	0.080379	0.049655	0.045813	0.56224	0.05304	0.66481	0.055648	0.063787	0.10184	0.065645	0.082275	0.064742	0.065235	0.064541	0.081174	0.036097	0.047177	0.080878	0.15461	0.54829	0.053739	0.077726	0.13122	0.069019	0.27902	0.045175	0.050188	0.036099	0.037058	0.044351	0.0652	0.061267	0.043851	0.0527
Meth__cg05940536__ACVR1B	0.092568	0.063952	0.53519	0.052368	0.053964	0.066556	0.076233	0.10468	0.080114	0.068455	0.10882	0.3054	0.22029	0.081883	0.1047	0.076575	0.13893	0.090431	0.048262	0.074358	0.10108	0.13985	0.058107	0.15634	0.16008	0.076482	0.087938	0.084439	0.058226	0.25015	0.071174	0.061363	0.086528	0.077661	0.078665	0.084746
Meth__cg07629017__NPBWR1	0.21412	0.026729	0.94435	0.70462	0.20359	0.24813	0.25824	0.92345	0.051172	0.082041	0.84587	0.60395	0.84297	0.079695	0.72732	0.075414	0.54651	0.032906	0.35799	0.35577	0.30228	0.61655	0.28008	0.10044	0.4629	0.073766	0.23572	0.048801	0.043182	0.055567	0.050769	0.095186	0.1	0.68269	0.65619	0.31899
Meth__cg24441350__TPPP	0.29476	0.045354	0.60895	0.047622	0.032237	0.70849	0.04899	0.25201	0.038095	0.029463	0.55724	0.29202	0.52526	0.035974	0.17182	0.11232	0.15095	0.33219	0.28634	0.050777	0.64942	0.67448	0.091421	0.077198	0.3359	0.056615	0.033606	0.039539	0.63333	0.030007	0.070977	0.52549	0.31651	0.050832	0.11909	0.044658
Meth__cg25283297__GNAS	0.21703	0.11224	0.90538	0.11785	0.091695	0.81152	0.13305	0.21661	0.098309	0.11739	0.16448	0.0896	0.41089	0.12731	0.4903	0.5157	0.15834	0.19554	0.13158	0.32177	0.71118	0.9301	0.12912	0.15728	0.14191	0.15027	0.13977	0.16212	0.23268	0.097465	0.13176	0.1735	0.17283	0.1113	0.72894	0.68758
Meth__cg24433189__SSTR5	0.028836	0.016473	0.032568	0.025166	0.019554	0.39035	0.017663	0.025564	0.023671	0.01446	0.033161	0.02203	0.060971	0.023939	0.024094	0.01824	0.038091	0.024184	0.016263	0.036486	0.03697	0.063122	0.032915	0.025016	0.034488	0.053376	0.043166	0.016565	0.013881	0.018609	0.016556	0.012912	0.090648	0.016073	0.023424	0.017696
Meth__cg07129274__HIST1H2AL	0.049187	0.049462	0.046648	0.051429	0.035589	0.65051	0.060958	0.13018	0.099983	0.055141	0.54419	0.20406	0.093182	0.069797	0.039087	0.027379	0.05721	0.1124	0.039586	0.040726	0.05647	0.67278	0.064246	0.038914	0.10603	0.074199	0.33269	0.033296	0.071039	0.050206	0.032795	0.039048	0.14582	0.15737	0.061731	0.077545
Meth__cg19824325__SETD6	0.099938	0.048098	0.047858	0.050265	0.026992	0.071836	0.056352	0.05042	0.062017	0.038953	0.049269	0.10383	0.10687	0.053838	0.057995	0.048667	0.072991	0.50422	0.049391	0.10156	0.18418	0.059201	0.054281	0.097705	0.07637	0.057086	0.058433	0.025456	0.21038	0.040217	0.027683	0.041363	0.099434	0.062576	0.050291	0.066606
Meth__cg11290225__KIFC2	0.048408	0.060785	0.12296	0.05349	0.043494	0.15557	0.062983	0.054476	0.040027	0.056977	0.062114	0.15846	0.070515	0.059301	0.068292	0.090054	0.13942	0.25664	0.044343	0.058374	0.43829	0.084896	0.048852	0.054712	0.12934	0.075581	0.3163	0.050335	0.21842	0.050168	0.054251	0.04105	0.10904	0.4664	0.045297	0.04944
Meth__cg08558873__ZNF214	0.017725	0.013859	0.9049	0.19296	0.018913	0.45861	0.058932	0.48442	0.0134	0.018878	0.33448	0.20582	0.53777	0.069827	0.025684	0.014812	0.30624	0.017775	0.70088	0.73614	0.17269	0.082498	0.080416	0.077785	0.029144	0.027794	0.23505	0.020834	0.017947	0.014011	0.030514	0.020051	0.024956	0.030331	0.02492	0.020849
Meth__cg07879727__WNT3	0.1148	0.052474	0.57425	0.55782	0.24624	0.90415	0.08437	0.36275	0.042752	0.068102	0.89032	0.66031	0.62996	0.047063	0.49488	0.50763	0.090893	0.063213	0.27018	0.55562	0.88899	0.54853	0.29999	0.085743	0.86583	0.078588	0.44838	0.041954	0.063796	0.20933	0.027939	0.24238	0.05545	0.87737	0.13921	0.14641
Meth__cg04882894__IGSF1	0.069861	0.041123	0.49345	0.67445	0.039205	0.3192	0.1683	0.59207	0.032517	0.033714	0.39274	0.38147	0.27779	0.042039	0.065547	0.049108	0.079297	0.048766	0.032194	0.045942	0.29295	0.63593	0.071958	0.037319	0.31987	0.069841	0.063239	0.074865	0.059369	0.61427	0.052584	0.047491	0.20942	0.31555	0.070167	0.27724
Meth__cg27285599__FLJ13841	0.056612	0.050539	0.62383	0.057414	0.042154	0.90618	0.059638	0.88838	0.049905	0.062617	0.64787	0.1119	0.19066	0.051407	0.71732	0.8969	0.20849	0.90339	0.050433	0.059802	0.88602	0.89484	0.064811	0.10026	0.085314	0.09468	0.71524	0.47178	0.85135	0.057365	0.055101	0.11882	0.063553	0.061965	0.059326	0.11601
Meth__cg12259256__TMEM101	0.070509	0.36418	0.074495	0.069382	0.94268	0.050879	0.91261	0.048774	0.071326	0.94799	0.048054	0.05569	0.080033	0.18371	0.046717	0.047526	0.12398	0.051249	0.038399	0.063342	0.072836	0.065145	0.052676	0.098408	0.80544	0.71301	0.056096	0.064135	0.063877	0.10424	0.055906	0.91374	0.55248	0.05976	0.061214	0.073214
Meth__cg15228639__PLA2G4E	0.35072	0.02865	0.66221	0.038305	0.31295	0.72152	0.079336	0.61774	0.037228	0.12532	0.39473	0.85283	0.25517	0.040515	0.60888	0.86369	0.2474	0.07179	0.18156	0.54302	0.83544	0.441	0.08943	0.12672	0.10104	0.043286	0.39444	0.88019	0.58788	0.053056	0.035259	0.25197	0.15719	0.5646	0.16793	0.13859
Meth__cg25302419__CTNND2	0.058073	0.044977	0.54982	0.051625	0.04596	0.6297	0.061789	0.19767	0.040079	0.049605	0.63671	0.43027	0.59746	0.037522	0.053229	0.05934	0.089802	0.15474	0.033818	0.05774	0.052459	0.82575	0.062717	0.083876	0.095206	0.092656	0.046281	0.050856	0.18075	0.038879	0.039399	0.046631	0.080322	0.053202	0.040636	0.053892
Meth__cg16127845__GPR30	0.04384	0.02329	0.10698	0.058195	0.028086	0.96054	0.039745	0.053954	0.023284	0.042635	0.94349	0.051788	0.47497	0.029704	0.050983	0.026228	0.045038	0.044864	0.041058	0.16394	0.84111	0.061755	0.055352	0.053005	0.096112	0.035058	0.023995	0.022109	0.034251	0.9571	0.025507	0.25499	0.10788	0.83622	0.088681	0.10043
Meth__cg05697249__C11orf52	0.063577	0.036649	0.072743	0.057755	0.045496	0.81729	0.059855	0.066511	0.041786	0.049995	0.11194	0.086407	0.11993	0.047439	0.051717	0.79239	0.074356	0.62525	0.04626	0.10354	0.76562	0.80554	0.050172	0.088371	0.092303	0.07757	0.85419	0.04898	0.46568	0.03913	0.039659	0.077129	0.12188	0.043958	0.048631	0.056347
Meth__cg20849549__PTEN	0.053673	0.050085	0.049163	0.050987	0.032966	0.038527	0.047006	0.079232	0.038747	0.040187	0.059386	0.46064	0.082884	0.041158	0.41973	0.046202	0.12001	0.044243	0.040687	0.05193	0.060448	0.08891	0.051818	0.049974	0.064577	0.17945	0.047021	0.049319	0.040095	0.037284	0.049769	0.042174	0.097078	0.043208	0.045463	0.056598
Meth__cg08390021__C18orf54	0.032468	0.052306	0.044917	0.11901	0.045263	0.024685	0.036191	0.024479	0.029203	0.030426	0.029803	0.017595	0.10511	0.029996	0.024777	0.026837	0.084504	0.019301	0.027201	0.030478	0.029829	0.079906	0.051705	0.048778	0.15814	0.047137	0.022858	0.036253	0.030713	0.033059	0.022736	0.28339	0.066391	0.031137	0.036019	0.034231
Meth__cg10187932__PARP11	0.1857	0.12629	0.14863	0.15937	0.085193	0.40452	0.25475	0.15525	0.11916	0.073108	0.8	0.22453	0.17871	0.13722	0.15892	0.13467	0.22308	0.23453	0.11061	0.17178	0.32305	0.21232	0.074738	0.35866	0.24112	0.20545	0.80402	0.15363	0.15746	0.17263	0.10458	0.10286	0.45346	0.20413	0.092885	0.10392
Meth__cg00775197__MGC33600	0.37213	0.094818	0.74553	0.09025	0.069916	0.6017	0.25383	0.34106	0.079099	0.056413	0.62196	0.19303	0.50474	0.079988	0.26688	0.12961	0.13149	0.47228	0.11181	0.10776	0.17667	0.79665	0.065904	0.085405	0.7657	0.13644	0.24588	0.30259	0.36511	0.11406	0.048817	0.4405	0.12195	0.061846	0.16662	0.47504
Meth__cg09537031__SH2D4A	0.051782	0.047364	0.066292	0.043602	0.042867	0.90026	0.067007	0.046041	0.038329	0.047136	0.057797	0.087576	0.09057	0.040462	0.90954	0.047984	0.10264	0.030827	0.037993	0.059646	0.064208	0.11191	0.089269	0.071092	0.092273	0.068989	0.17624	0.045638	0.033875	0.03834	0.046878	0.038497	0.088324	0.050226	0.038719	0.050672
Meth__cg22585988__PVRL4	0.026399	0.015309	0.036963	0.019419	0.016055	0.95734	0.0235	0.017342	0.014845	0.01694	0.88553	0.019854	0.03884	0.018761	0.061356	0.95308	0.026903	0.74041	0.024257	0.019638	0.94787	0.96822	0.03107	0.039588	0.031959	0.024859	0.93885	0.019266	0.93054	0.015303	0.019277	0.016235	0.046166	0.02521	0.022484	0.018927
Meth__cg21374864__TOR1A	0.11063	0.063	0.12536	0.061638	0.059404	0.044454	0.058313	0.63959	0.05308	0.069205	0.092978	0.075853	0.12065	0.057506	0.063166	0.047993	0.2343	0.079059	0.062486	0.076393	0.07507	0.09792	0.054551	0.13118	0.097734	0.13212	0.074233	0.066095	0.056608	0.046444	0.056711	0.055667	0.13712	0.082065	0.068935	0.098575
Meth__cg19467928__ABCC6	0.026489	0.020845	0.4423	0.028741	0.024032	0.58	0.021534	0.35996	0.016813	0.019461	0.024466	0.021848	0.23025	0.02051	0.41086	0.019108	0.033009	0.025515	0.0096178	0.025256	0.11698	0.031552	0.027841	0.027242	0.56353	0.034176	0.023648	0.017355	0.02122	0.017957	0.011666	0.044185	0.088314	0.027127	0.021083	0.027809
Meth__cg08411049__SERPINB5	0.037852	0.034076	0.10221	0.8357	0.021755	0.89521	0.048385	0.034672	0.043258	0.037471	0.051679	0.09383	0.077276	0.058181	0.055135	0.40661	0.042394	0.79517	0.035255	0.054879	0.90968	0.53326	0.048862	0.039866	0.078862	0.089885	0.43472	0.019318	0.026966	0.08047	0.031722	0.046922	0.06	0.062919	0.023345	0.044332
Meth__cg13789236__RFK	0.069298	0.037718	0.16652	0.046911	0.029891	0.059851	0.064301	0.037656	0.02974	0.051039	0.068848	0.053091	0.068799	0.039792	0.04005	0.034983	0.034746	0.069729	0.052082	0.048508	0.069878	0.28754	0.060076	0.10667	0.2766	0.047793	0.060424	0.033273	0.077615	0.023203	0.047447	0.048456	0.14387	0.073956	0.087888	0.093887
Meth__cg23214764__PRSS23	0.071324	0.81117	0.11693	0.12492	0.95764	0.062625	0.81121	0.055836	0.32516	0.87849	0.60011	0.18624	0.60655	0.23597	0.050302	0.045104	0.16567	0.033861	0.46026	0.1274	0.092856	0.077997	0.099317	0.099866	0.09123	0.69641	0.034932	0.52503	0.90554	0.92175	0.3845	0.057084	0.088005	0.07065	0.87845	0.9223
Meth__cg06268694__CELSR1	0.52938	0.044622	0.97856	0.04444	0.043023	0.97954	0.036228	0.98374	0.97027	0.046891	0.9835	0.50995	0.060222	0.82529	0.54771	0.039517	0.065766	0.89487	0.027105	0.052949	0.25142	0.93083	0.043537	0.041302	0.70956	0.13669	0.075981	0.053994	0.98979	0.046364	0.029094	0.25305	0.096289	0.046955	0.04317	0.048843
Meth__cg25587233__PPP2R4	0.087756	0.053871	0.31109	0.078611	0.49451	0.89057	0.093173	0.70143	0.11635	0.46324	0.72419	0.88853	0.45113	0.21706	0.62916	0.7418	0.073884	0.87954	0.65737	0.59838	0.8944	0.75458	0.24133	0.21616	0.049626	0.11718	0.40441	0.15105	0.83843	0.33253	0.14607	0.47071	0.24486	0.22651	0.12103	0.074319
Meth__cg05229898__EGR1	0.03157	0.027995	0.033469	0.026349	0.023271	0.033355	0.030329	0.036658	0.03166	0.025274	0.039819	0.049428	0.062384	0.034357	0.039415	0.025114	0.049668	0.036356	0.021797	0.03509	0.032517	0.36262	0.033436	0.039296	0.047283	0.10165	0.02739	0.024556	0.033548	0.027597	0.024277	0.019042	0.039113	0.040493	0.029585	0.035093
Meth__cg01909921__GFI1B	0.11511	0.10565	0.73147	0.076345	0.36413	0.47679	0.4601	0.93454	0.085725	0.079446	0.11026	0.66798	0.67034	0.079446	0.69837	0.060823	0.11587	0.07971	0.15187	0.55848	0.84052	0.66697	0.5147	0.27712	0.76036	0.061261	0.072898	0.10806	0.086542	0.076588	0.08122	0.80817	0.17927	0.42867	0.32181	0.57731
Meth__cg10135717__ADAMTS17	0.080965	0.12094	0.19773	0.18668	0.094598	0.40651	0.10733	0.53519	0.091775	0.099123	0.39317	0.29238	0.3454	0.10809	0.38523	0.11609	0.15551	0.50714	0.40204	0.14394	0.17673	0.58185	0.29258	0.10983	0.64052	0.11707	0.88096	0.077001	0.10749	0.27423	0.13868	0.26049	0.13214	0.085731	0.18025	0.19658
Meth__cg03292149__CBLC	0.075403	0.077924	0.067632	0.081752	0.043025	0.94914	0.058719	0.090366	0.072123	0.063818	0.29016	0.13326	0.15985	0.061311	0.2534	0.94787	0.12642	0.92253	0.064227	0.06458	0.8948	0.84596	0.066317	0.13019	0.23308	0.12181	0.42397	0.065908	0.89286	0.052733	0.048075	0.036512	0.28048	0.067153	0.0586	0.065107
Meth__cg09637363__CCND1	0.080986	0.063358	0.1952	0.15303	0.076728	0.87259	0.085539	0.68227	0.11849	0.13425	0.57933	0.88598	0.45041	0.15756	0.66137	0.33031	0.14023	0.31323	0.43333	0.15962	0.86545	0.21876	0.1339	0.1809	0.12074	0.11749	0.85268	0.84357	0.76051	0.071066	0.065378	0.087831	0.28873	0.33639	0.10812	0.066272
Meth__cg21491308__TEX101	0.38903	0.059627	0.15181	0.29142	0.1313	0.69302	0.24811	0.40108	0.043856	0.14095	0.25863	0.29641	0.40573	0.14331	0.33692	0.64141	0.052303	0.070131	0.099004	0.10894	0.17181	0.34839	0.068798	0.078149	0.21021	0.099237	0.24074	0.089704	0.063375	0.051042	0.056865	0.64626	0.10362	0.23892	0.139	0.17735
Meth__cg07371290__HDAC5	0.043474	0.051696	0.14616	0.59124	0.052258	0.046962	0.18721	0.055982	0.10351	0.16623	0.051349	0.083716	0.094842	0.11394	0.058275	0.052162	0.29474	0.032037	0.79814	0.43418	0.082548	0.36185	0.18951	0.07839	0.33619	0.15499	0.036041	0.03718	0.16542	0.074449	0.038918	0.57179	0.095573	0.064873	0.070835	0.049919
Meth__cg08694544__RTBDN	0.049532	0.027052	0.12025	0.15248	0.041839	0.95289	0.039985	0.31554	0.040817	0.039096	0.95576	0.14016	0.6576	0.035368	0.95327	0.20931	0.075276	0.57891	0.93843	0.67345	0.61738	0.87976	0.35618	0.099688	0.29328	0.068337	0.1977	0.050178	0.42597	0.026429	0.025366	0.034106	0.042676	0.041423	0.061834	0.0432
Meth__cg22368262__C10orf35	0.039651	0.037429	0.062606	0.051952	0.043801	0.31666	0.057255	0.030565	0.041697	0.03719	0.065916	0.063094	0.079209	0.18977	0.043717	0.038946	0.059878	0.14659	0.043221	0.047038	0.11875	0.077159	0.08073	0.065163	0.076933	0.038881	0.051578	0.039051	0.040027	0.037651	0.067186	0.029615	0.11812	0.056295	0.054744	0.06348
Meth__cg03251079__HMGA2	0.059704	0.055416	0.067319	0.074422	0.092084	0.031937	0.13408	0.076706	0.028394	0.12953	0.073584	0.031207	0.057162	0.048948	0.029305	0.53774	0.13104	0.027699	0.06579	0.076972	0.062087	0.066028	0.050484	0.30502	0.18525	0.12955	0.032143	0.035335	0.03877	0.04151	0.034578	0.41945	0.065609	0.05024	0.10635	0.049635
Meth__cg17165266__KRT18	0.025261	0.016307	0.028438	0.021217	0.019138	0.32548	0.019232	0.02488	0.024161	0.030562	0.035602	0.025054	0.04313	0.022636	0.019249	0.021236	0.042615	0.02134	0.015143	0.018942	0.04103	0.067432	0.022447	0.033682	0.057535	0.028486	0.026628	0.02136	0.016158	0.016085	0.021662	0.020548	0.039851	0.025883	0.022491	0.029523
Meth__cg12087643__GFRA1	0.20784	0.034729	0.87684	0.040385	0.024357	0.066206	0.49287	0.44012	0.032198	0.039237	0.79914	0.84149	0.68784	0.040693	0.63465	0.043338	0.097445	0.48424	0.028801	0.03114	0.065343	0.7715	0.031025	0.08874	0.76701	0.13606	0.040793	0.058805	0.47195	0.057184	0.03368	0.37639	0.0704	0.55096	0.04325	0.045719
Meth__cg10864286__CXorf22	0.11091	0.018674	0.058527	0.025247	0.043014	0.64925	0.032542	0.053372	0.023983	0.02103	0.88608	0.31555	0.093085	0.03171	0.14149	0.054776	0.066908	0.053992	0.038637	0.024108	0.021365	0.1558	0.11989	0.043257	0.13008	0.049507	0.046961	0.027218	0.021768	0.037383	0.054833	0.095773	0.060269	0.024492	0.036427	0.040406
Meth__cg25033144__FLJ00060	0.89374	0.039945	0.36006	0.38034	0.024942	0.41298	0.036609	0.50396	0.038025	0.035511	0.3938	0.8189	0.29618	0.060017	0.062421	0.036716	0.047801	0.026288	0.46688	0.3589	0.13794	0.1969	0.046485	0.041825	0.52624	0.072739	0.045665	0.06761	0.05616	0.023865	0.028099	0.40397	0.065812	0.78054	0.047436	0.10053
Meth__cg26928603__KIRREL	0.054586	0.071856	0.30383	0.19453	0.14746	0.052993	0.5801	0.060305	0.099008	0.044389	0.046111	0.08446	0.095577	0.15471	0.048749	0.038263	0.10267	0.045351	0.86884	0.93355	0.044644	0.04339	0.084486	0.078901	0.71657	0.11375	0.071468	0.071216	0.07284	0.1531	0.11221	0.59711	0.047936	0.047793	0.25424	0.081704
Meth__cg08949296__JPH1	0.031822	0.010386	0.042005	0.024501	0.022122	0.98278	0.01979	0.016506	0.027486	0.024796	0.025154	0.030211	0.61899	0.026764	0.033821	0.029565	0.080205	0.026789	0.021107	0.031559	0.032714	0.070539	0.031764	0.067624	0.036601	0.028776	0.024932	0.023549	0.029006	0.021277	0.034587	0.02207	0.032132	0.029134	0.030366	0.028717
Meth__cg04589904__ADRB1	0.047455	0.93216	0.14931	0.068982	0.49876	0.35488	0.43703	0.043949	0.77546	0.43806	0.059447	0.060245	0.67706	0.6764	0.9377	0.69009	0.22478	0.069116	0.57448	0.54736	0.41958	0.11979	0.055497	0.065796	0.9044	0.82007	0.075616	0.88029	0.11783	0.62189	0.11626	0.85841	0.080198	0.0695	0.17425	0.64277
Meth__cg07551659__CGNL1	0.03046	0.027105	0.69424	0.037114	0.0407	0.95599	0.042041	0.68906	0.028179	0.03312	0.034614	0.028121	0.31959	0.025374	0.042962	0.033854	0.090825	0.54186	0.065029	0.066807	0.114	0.63664	0.031108	0.037201	0.63793	0.029644	0.083186	0.040763	0.045212	0.023575	0.034567	0.95315	0.099018	0.038278	0.041877	0.12318
Meth__cg08569678__LY6K	0.79822	0.22158	0.069342	0.8864	0.86349	0.039585	0.86276	0.071613	0.056811	0.90052	0.79834	0.035944	0.12366	0.46143	0.056896	0.072963	0.23339	0.043153	0.84752	0.88424	0.041467	0.071037	0.88314	0.37056	0.84173	0.33484	0.060388	0.047138	0.056778	0.90518	0.037799	0.92339	0.50023	0.89234	0.90284	0.87038
Meth__cg25028542__ANLN	0.051721	0.08799	0.30346	0.29911	0.42848	0.10015	0.084771	0.028467	0.41217	0.27231	0.036015	0.094752	0.089467	0.37059	0.041462	0.071209	0.24968	0.26446	0.18233	0.19365	0.034741	0.08837	0.17828	0.095814	0.25517	0.15498	0.032963	0.16747	0.089512	0.23065	0.10654	0.067245	0.059465	0.035635	0.34434	0.41291
Meth__cg05902852__MAGI2	0.92645	0.018264	0.34815	0.66624	0.51435	0.97038	0.66977	0.96736	0.02034	0.017279	0.94291	0.53313	0.76119	0.024076	0.7787	0.028379	0.044516	0.012171	0.26553	0.61728	0.80708	0.88202	0.026656	0.028813	0.7205	0.032594	0.029218	0.28325	0.023195	0.96712	0.025492	0.53396	0.28106	0.056331	0.61818	0.71302
