Cell lines	600MPE	AU565	BT20	BT474	BT483	BT549	CAMA1	HCC1143	HCC1187	HCC1428	HCC1569	HCC1937	HCC1954	HCC202	HCC2185	HCC3153	HCC38	HCC70	HS578T	LY2	MCF7	MDAMB157	MDAMB175VII	MDAMB231	MDAMB361	MDAMB415	MDAMB453	SKBR3	SUM1315MO2	SUM149PT	SUM159PT	SUM185PE	SUM52PE	T47D	UACC812	ZR751	ZR7530	ZR75B
Meth__cg24127989__IMPDH1	0.036357	0.021158	0.066434	0.035781	0.040831	0.4554	0.02838	0.67278	0.86436	0.17844	0.082511	0.89264	0.31292	0.019537	0.6922	0.31138	0.043122	0.074263	0.24567	0.022575	0.095494	0.35118	0.035317	0.42855	0.034043	0.049871	0.046959	0.030549	0.47524	0.022835	0.028658	0.018622	0.029738	0.048071	0.055723	0.037517	0.12591	0.03191
Meth__cg03752885__DAPK3	0.31684	0.18018	0.11941	0.1828	0.23016	0.092403	0.15304	0.12903	0.79441	0.5557	0.43812	0.76245	0.30489	0.88106	0.63549	0.20223	0.07884	0.13225	0.08197	0.35891	0.1451	0.18026	0.53009	0.12034	0.30614	0.16601	0.40683	0.14466	0.13532	0.15381	0.13524	0.095045	0.1874	0.31985	0.78868	0.16899	0.25336	0.21651
Meth__cg04880063__SFXN3	0.050362	0.47603	0.88617	0.57528	0.052925	0.34047	0.082453	0.048412	0.11519	0.057213	0.062293	0.20464	0.48195	0.07018	0.15981	0.38446	0.063528	0.074783	0.029924	0.1132	0.11232	0.14183	0.10077	0.34229	0.13603	0.091298	0.42607	0.39456	0.030531	0.43567	0.099032	0.06425	0.12804	0.10191	0.046219	0.10504	0.49361	0.057191
Meth__cg04384208__FCGR3A	0.27601	0.036336	0.13508	0.42684	0.59134	0.067887	0.12286	0.82673	0.42987	0.10369	0.56283	0.61132	0.40708	0.018803	0.30864	0.30093	0.61151	0.10917	0.028824	0.1094	0.15634	0.07839	0.9432	0.11288	0.12275	0.041477	0.071902	0.082844	0.17264	0.049561	0.046888	0.16552	0.057503	0.10079	0.42296	0.30001	0.30592	0.31545
Meth__cg21137823__PRKCZ	0.26808	0.057186	0.22216	0.26316	0.057365	0.95841	0.069993	0.11157	0.63563	0.23063	0.28428	0.21045	0.15574	0.036831	0.52548	0.030824	0.035256	0.036404	0.023111	0.056126	0.049195	0.045624	0.047134	0.48588	0.070507	0.060093	0.1075	0.088788	0.10294	0.041261	0.037657	0.041039	0.036164	0.17245	0.037109	0.042193	0.16444	0.042523
Meth__cg17864730__ITGB8	0.048052	0.65607	0.47805	0.12863	0.037607	0.21752	0.33071	0.057494	0.02807	0.21529	0.0512	0.02898	0.14006	0.10718	0.043124	0.038309	0.029318	0.10732	0.025367	0.36216	0.075311	0.056008	0.12816	0.4036	0.04875	0.060694	0.14054	0.18454	0.052867	0.027042	0.0899	0.090841	0.8504	0.068925	0.039135	0.14096	0.12186	0.47354
Meth__cg02854288__FHIT	0.072634	0.061897	0.081723	0.06852	0.056135	0.16638	0.055975	0.059663	0.061664	0.057463	0.053334	0.03789	0.17927	0.046348	0.064595	0.047255	0.12118	0.095371	0.079046	0.20832	0.064975	0.10348	0.072132	0.11123	0.068869	0.10789	0.079872	0.084777	0.061742	0.067774	0.071365	0.059179	0.073696	0.068494	0.073866	0.060924	0.11733	0.06024
Meth__cg08296824__OSBPL3	0.059198	0.072006	0.07041	0.38759	0.057762	0.054956	0.58115	0.053581	0.055152	0.059854	0.049535	0.03295	0.068639	0.27268	0.062568	0.053468	0.057462	0.096723	0.052325	0.63634	0.39058	0.060407	0.058613	0.10572	0.068429	0.10274	0.10265	0.083671	0.051688	0.05802	0.06219	0.056839	0.056051	0.081385	0.067113	0.060543	0.34221	0.065587
Meth__cg11719157__PITPNA	0.089367	0.080186	0.38627	0.08956	0.074867	0.70041	0.52573	0.17793	0.078278	0.096133	0.060399	0.29248	0.39681	0.15832	0.086928	0.69398	0.2571	0.098322	0.47428	0.34439	0.42686	0.31384	0.19315	0.60882	0.68938	0.13756	0.13393	0.23229	0.24373	0.070171	0.13831	0.25919	0.57863	0.53847	0.12652	0.14663	0.28467	0.43009
Meth__cg04682845__TMEM42	0.04603	0.5383	0.8428	0.31479	0.15028	0.68319	0.19173	0.05685	0.074721	0.21362	0.079492	0.10426	0.40553	0.088911	0.14105	0.11909	0.074326	0.076346	0.074394	0.25407	0.093817	0.55028	0.17094	0.19473	0.52652	0.25111	0.095783	0.44955	0.026948	0.49705	0.62601	0.25808	0.062886	0.41322	0.071775	0.13758	0.13222	0.87737
Meth__cg16689634__CYP4X1	0.070387	0.34942	0.90516	0.088826	0.050963	0.85139	0.67648	0.13259	0.054591	0.046244	0.33599	0.41945	0.86428	0.041144	0.057633	0.49694	0.38524	0.12218	0.052548	0.8637	0.89911	0.17075	0.14872	0.7006	0.87605	0.089983	0.79832	0.096832	0.06817	0.049273	0.14902	0.51232	0.0523	0.13342	0.12545	0.58011	0.27683	0.87703
Meth__cg05244766__GSTP1	0.11996	0.31668	0.51939	0.59114	0.13064	0.91995	0.24906	0.096652	0.10259	0.10367	0.092844	0.81803	0.84734	0.32812	0.14493	0.82193	0.66551	0.25034	0.66779	0.73132	0.10645	0.71297	0.079807	0.69169	0.3036	0.13417	0.22101	0.31736	0.12437	0.17248	0.22364	0.099159	0.70816	0.12283	0.10561	0.0508	0.27475	0.040223
Meth__cg26710722__COL9A2	0.30374	0.68881	0.96846	0.063104	0.55785	0.98079	0.98091	0.45956	0.041366	0.040701	0.14564	0.24328	0.96588	0.56757	0.046935	0.97208	0.044682	0.080906	0.057524	0.95882	0.73149	0.041789	0.8775	0.94125	0.7403	0.07084	0.416	0.37829	0.069152	0.031839	0.44281	0.28938	0.98226	0.11107	0.0476	0.55644	0.96621	0.87074
Meth__cg25662535__ART5	0.05864	0.053529	0.25866	0.20637	0.053323	0.56284	0.15088	0.54651	0.080136	0.052202	0.18371	0.065794	0.63093	0.038294	0.077714	0.87493	0.57293	0.072796	0.45843	0.47961	0.080116	0.19682	0.04792	0.6435	0.73927	0.080678	0.85587	0.11895	0.11665	0.15571	0.43086	0.41692	0.5589	0.12231	0.047501	0.15265	0.10155	0.16022
Meth__cg11012046__LOC89944	0.092025	0.10673	0.95062	0.96002	0.056236	0.95168	0.94637	0.16126	0.044142	0.068118	0.06874	0.12727	0.78643	0.050044	0.041185	0.63102	0.31705	0.13312	0.17867	0.051161	0.090909	0.68135	0.075844	0.72551	0.73707	0.088615	0.92323	0.2105	0.11443	0.62475	0.055795	0.063412	0.070611	0.36169	0.058182	0.68622	0.20462	0.064246
Meth__cg03382304__JAM2	0.56977	0.11025	0.91934	0.16237	0.071039	0.07466	0.18564	0.10518	0.060675	0.057379	0.10494	0.25439	0.67504	0.56875	0.052812	0.59138	0.069121	0.25462	0.067233	0.87613	0.60839	0.075878	0.10962	0.82472	0.063233	0.13739	0.88875	0.12838	0.064303	0.063262	0.06407	0.20229	0.61349	0.069	0.068767	0.097137	0.14998	0.23945
Meth__cg07461318__NTN4	0.044641	0.59691	0.081928	0.30213	0.24467	0.58879	0.066832	0.15807	0.031047	0.055126	0.13722	0.040486	0.074051	0.064924	0.048942	0.6683	0.037844	0.4478	0.37753	0.39607	0.29506	0.067907	0.16184	0.10346	0.46881	0.052893	0.13429	0.12935	0.043843	0.033798	0.28683	0.43896	0.028788	0.087008	0.041892	0.4108	0.14377	0.59311
Meth__cg21912567__GADD45G	0.046526	0.055281	0.051401	0.04759	0.052642	0.87335	0.055904	0.052709	0.043783	0.041176	0.045158	0.038445	0.083601	0.038842	0.049683	0.45331	0.064269	0.091856	0.084758	0.036602	0.049243	0.054868	0.043304	0.35421	0.050838	0.092088	0.087449	0.066041	0.048335	0.049884	0.05513	0.049538	0.053386	0.073784	0.046532	0.04809	0.070311	0.05092
Meth__cg18484189__NALP10	0.53223	0.047513	0.78258	0.58826	0.43926	0.77646	0.31242	0.833	0.62713	0.74433	0.26471	0.83267	0.43718	0.022845	0.48681	0.2525	0.52498	0.14613	0.1305	0.23996	0.1836	0.22468	0.81371	0.24109	0.11409	0.031046	0.11547	0.080958	0.10457	0.1402	0.20938	0.43011	0.21084	0.29418	0.71928	0.22414	0.13808	0.2936
Meth__cg11326613__MGC31967	0.13431	0.16038	0.24377	0.5388	0.2089	0.34237	0.11566	0.086861	0.090697	0.099306	0.093489	0.15306	0.37025	0.074904	0.086441	0.17422	0.18899	0.14415	0.10316	0.17761	0.14915	0.13228	0.075543	0.77073	0.18182	0.17475	0.13903	0.19241	0.080059	0.1202	0.09936	0.17907	0.12851	0.14237	0.10264	0.17114	0.20233	0.11525
Meth__cg11781389__LOC89944	0.21959	0.099528	0.91174	0.38558	0.10339	0.95068	0.13398	0.21277	0.088322	0.087184	0.1375	0.11131	0.86152	0.086186	0.066611	0.12086	0.39887	0.35821	0.18693	0.14886	0.37012	0.16138	0.075798	0.74409	0.28423	0.14889	0.89972	0.1289	0.14035	0.082713	0.62968	0.10954	0.35859	0.31205	0.056351	0.22153	0.27942	0.65338
Meth__cg18904346__LHX2	0.045991	0.042518	0.49017	0.30985	0.061259	0.52743	0.069851	0.066375	0.063764	0.051018	0.050399	0.14718	0.77206	0.66442	0.064795	0.28788	0.047077	0.081538	0.523	0.049679	0.053754	0.37648	0.050293	0.81767	0.64056	0.089564	0.083749	0.055097	0.03755	0.058355	0.091568	0.058128	0.82138	0.076048	0.044433	0.10638	0.083862	0.11121
Meth__cg00119079__LAMP3	0.28744	0.5045	0.11136	0.13135	0.56389	0.90101	0.88932	0.10649	0.067755	0.15789	0.4055	0.089097	0.19984	0.57947	0.074733	0.073881	0.20483	0.12892	0.31969	0.89854	0.55412	0.42137	0.27633	0.58431	0.099018	0.079248	0.73079	0.30559	0.085762	0.32391	0.061996	0.29997	0.79494	0.060795	0.10261	0.43625	0.66155	0.6593
Meth__cg13226172__CNTFR	0.062489	0.035069	0.35075	0.12729	0.042493	0.41063	0.38706	0.030558	0.029301	0.085995	0.05	0.049925	0.54452	0.034529	0.03218	0.035912	0.043286	0.045075	0.12076	0.82368	0.41256	0.053382	0.31925	0.77833	0.12725	0.089055	0.77305	0.069852	0.048012	0.052166	0.31846	0.056498	0.46326	0.09584	0.20144	0.061841	0.12493	0.054558
Meth__cg04180868__PRTFDC1	0.2152	0.66246	0.9812	0.75201	0.62727	0.67395	0.7223	0.021316	0.054562	0.04091	0.038064	0.16847	0.979	0.65745	0.24831	0.97887	0.020739	0.018905	0.13488	0.72045	0.35416	0.95842	0.030653	0.062908	0.24706	0.065208	0.67025	0.16152	0.020276	0.45526	0.87353	0.88539	0.98333	0.1066	0.77699	0.59484	0.96022	0.68602
Meth__cg16494477__FGF18	0.1303	0.18521	0.85273	0.10723	0.076188	0.85947	0.11719	0.068153	0.087649	0.064764	0.84769	0.073322	0.29645	0.20069	0.11184	0.22304	0.081555	0.13694	0.58254	0.32553	0.14004	0.17032	0.31819	0.62573	0.097333	0.095112	0.38683	0.13304	0.39465	0.087967	0.28563	0.21832	0.32411	0.10135	0.077839	0.39788	0.82392	0.86842
Meth__cg19536127__CALM2	0.044138	0.37518	0.38186	0.18825	0.11535	0.57727	0.33155	0.043256	0.098547	0.26655	0.043634	0.13318	0.27583	0.022058	0.11462	0.047747	0.061477	0.14342	0.071564	0.5396	0.21994	0.17266	0.18503	0.11426	0.40692	0.11247	0.11696	0.10821	0.045451	0.048362	0.13552	0.52009	0.19923	0.13169	0.084024	0.26771	0.14983	0.51663
Meth__cg22130834__TTC22	0.078146	0.1155	0.44268	0.834	0.6642	0.73052	0.7379	0.028127	0.020928	0.81486	0.031796	0.029854	0.7401	0.32505	0.036495	0.7826	0.032337	0.050958	0.25154	0.89352	0.84627	0.61594	0.024977	0.84952	0.52678	0.04702	0.87539	0.13808	0.076664	0.026437	0.1242	0.75613	0.51795	0.071643	0.035208	0.08483	0.60749	0.84881
Meth__cg20740029__SLC5A8	0.033465	0.043007	0.95094	0.037138	0.027493	0.9337	0.032161	0.1294	0.030049	0.02777	0.57968	0.0445	0.45626	0.10292	0.032272	0.60086	0.10041	0.14727	0.033132	0.052451	0.034557	0.073101	0.02436	0.8755	0.04642	0.060042	0.91739	0.091179	0.041016	0.054781	0.059406	0.035947	0.27871	0.050903	0.033009	0.93686	0.44846	0.91547
Meth__cg03751799__SRPRB	0.070363	0.049246	0.093772	0.10586	0.025767	0.055498	0.099713	0.042254	0.057333	0.073961	0.040834	0.029842	0.097832	0.046074	0.055158	0.072583	0.034396	0.075538	0.063462	0.035133	0.083026	0.068647	0.035199	0.16208	0.067206	0.1142	0.11249	0.11011	0.040728	0.062845	0.05953	0.052509	0.041112	0.054777	0.053707	0.097764	0.080915	0.08709
Meth__cg15364303__ROR1	0.08158	0.12653	0.3654	0.36153	0.17383	0.10384	0.13587	0.078295	0.033203	0.086126	0.069134	0.080279	0.31891	0.14466	0.03781	0.090748	0.19744	0.096266	0.041889	0.083797	0.098747	0.084131	0.20153	0.10972	0.063328	0.14622	0.065983	0.13484	0.044444	0.80695	0.054026	0.1159	0.12043	0.11217	0.13114	0.18224	0.15544	0.093733
Meth__cg13346411__CCKBR	0.066818	0.14756	0.93932	0.15095	0.057127	0.73007	0.9136	0.62445	0.056807	0.078036	0.68153	0.17572	0.93559	0.090783	0.068286	0.17702	0.10921	0.21587	0.56685	0.93747	0.62304	0.18976	0.062098	0.92842	0.1005	0.087456	0.93111	0.12328	0.083161	0.12615	0.29385	0.35715	0.61887	0.10122	0.095787	0.080483	0.67895	0.089535
Meth__cg26045434__HR	0.087766	0.12214	0.21224	0.42825	0.075426	0.87693	0.40497	0.066466	0.057771	0.1185	0.096056	0.12683	0.34756	0.090041	0.10131	0.19354	0.11025	0.16191	0.45264	0.55607	0.6279	0.88647	0.6328	0.88896	0.13354	0.1275	0.1279	0.45928	0.52283	0.053795	0.13243	0.077808	0.63442	0.15268	0.27196	0.092704	0.84845	0.104
Meth__cg14386691__C14orf93	0.064684	0.042553	0.052657	0.82024	0.10319	0.11553	0.076731	0.074436	0.036293	0.055184	0.040595	0.22453	0.18444	0.83448	0.046861	0.26096	0.057361	0.17772	0.19234	0.055814	0.054882	0.055456	0.048869	0.087509	0.4454	0.068606	0.099964	0.12535	0.051136	0.62992	0.071291	0.596	0.070903	0.092355	0.046638	0.62167	0.20862	0.55745
Meth__cg12001148__FLJ33790	0.10359	0.22214	0.4159	0.029234	0.94679	0.87071	0.89417	0.063958	0.054637	0.039216	0.039013	0.11585	0.92684	0.0395	0.046409	0.88151	0.059672	0.13134	0.35731	0.84521	0.22727	0.95271	0.24371	0.95659	0.11148	0.10949	0.060023	0.053303	0.05	0.026155	0.94063	0.94662	0.97736	0.10784	0.033093	0.14095	0.15417	0.076235
Meth__cg18644543__HMHA1	0.039363	0.29096	0.96673	0.16589	0.028711	0.92001	0.073734	0.082018	0.047917	0.051529	0.051523	0.26737	0.4757	0.052454	0.046441	0.90524	0.055734	0.050353	0.032903	0.91589	0.90362	0.95382	0.039274	0.060338	0.068311	0.067152	0.34415	0.087646	0.12564	0.15813	0.17598	0.1955	0.79568	0.058307	0.050158	0.042628	0.28692	0.037687
Meth__cg15840658__APBA1	0.074204	0.080116	0.080893	0.057326	0.048096	0.60417	0.081125	0.093471	0.028194	0.041468	0.044829	0.038062	0.11331	0.031751	0.045738	0.046519	0.077648	0.074681	0.031839	0.037431	0.059179	0.066227	0.043651	0.44059	0.066217	0.062682	0.11808	0.1106	0.037689	0.12387	0.049747	0.10303	0.093522	0.064953	0.042235	0.04335	0.094875	0.05322
Meth__cg05469695__CDC42EP3	0.032953	0.02782	0.048665	0.32122	0.17109	0.61619	0.057329	0.026398	0.027026	0.058729	0.23914	0.043869	0.079014	0.1903	0.038165	0.037294	0.071592	0.27384	0.65049	0.26277	0.65924	0.03577	0.057602	0.058205	0.34612	0.082494	0.18092	0.057835	0.05307	0.031735	0.871	0.8147	0.021529	0.050599	0.035096	0.38487	0.10839	0.24823
Meth__cg10976172__FLJ32130	0.067711	0.39355	0.089162	0.40618	0.070446	0.26048	0.085447	0.039815	0.069186	0.10064	0.072746	0.044512	0.091159	0.078028	0.068379	0.65397	0.066229	0.10352	0.069541	0.081479	0.076628	0.083136	0.19319	0.14216	0.28396	0.1094	0.12958	0.32141	0.078314	0.074867	0.075602	0.061466	0.4666	0.27086	0.091542	0.079028	0.26663	0.075554
Meth__cg09276883__HHAT	0.040686	0.026753	0.31528	0.68792	0.15945	0.28357	0.16232	0.075263	0.14968	0.064681	0.099881	0.15594	0.49253	0.34869	0.17207	0.10092	0.31751	0.22382	0.022208	0.17722	0.25399	0.15139	0.41908	0.17009	0.29964	0.061617	0.29504	0.069002	0.029402	0.049595	0.043816	0.82801	0.10222	0.045416	0.046447	0.12382	0.36767	0.10441
Meth__cg12724357__SYT12	0.051897	0.020334	0.032075	0.11786	0.031266	0.10159	0.028288	0.046949	0.025756	0.033242	0.025756	0.024478	0.043355	0.025834	0.025882	0.052396	0.083216	0.064492	0.027994	0.040568	0.090862	0.045684	0.092318	0.043346	0.25419	0.11765	0.064161	0.044775	0.042282	0.020429	0.059622	0.79987	0.10757	0.02854	0.032463	0.030682	0.14349	0.02656
Meth__cg19141563__PPM1E	0.046289	0.037314	0.056833	0.16987	0.028849	0.45797	0.041508	0.056011	0.032258	0.033539	0.053478	0.0422	0.12901	0.35537	0.03994	0.034916	0.044916	0.1407	0.045642	0.56862	0.42583	0.055893	0.31318	0.11649	0.058651	0.066464	0.51725	0.12538	0.030062	0.037121	0.032423	0.038261	0.49711	0.11641	0.058699	0.035246	0.41101	0.051135
Meth__cg03454353__ZFP37	0.62921	0.079996	0.24455	0.86992	0.041185	0.072726	0.67277	0.06032	0.098546	0.071613	0.063459	0.075107	0.4643	0.73365	0.06488	0.060075	0.050706	0.13999	0.074633	0.40744	0.37666	0.2108	0.05401	0.4564	0.50394	0.071376	0.23802	0.11267	0.06572	0.2881	0.12442	0.079916	0.2556	0.074433	0.08356	0.59934	0.12934	0.33526
Meth__cg23693510__ELAVL2	0.87004	0.049282	0.52098	0.8678	0.56003	0.033878	0.88485	0.90203	0.90354	0.49773	0.27945	0.79367	0.18131	0.02947	0.83021	0.047114	0.38614	0.22301	0.71419	0.47766	0.63893	0.051894	0.414	0.51874	0.08789	0.10787	0.17475	0.088707	0.37785	0.37328	0.12751	0.042945	0.87599	0.23562	0.39832	0.050681	0.84064	0.051962
Meth__cg19430897__HIST1H2AB	0.16089	0.13053	0.162	0.48989	0.95208	0.93754	0.87807	0.59268	0.42765	0.9093	0.9046	0.24846	0.8509	0.37693	0.37532	0.12365	0.10977	0.30035	0.12122	0.10953	0.13285	0.12226	0.12441	0.1551	0.35609	0.15695	0.11022	0.17219	0.29358	0.1178	0.14327	0.8382	0.68988	0.80681	0.13909	0.15748	0.13944	0.13973
Meth__cg17575811__KCNQ1	0.06848	0.075751	0.45263	0.057205	0.058514	0.96987	0.69906	0.091917	0.049783	0.047461	0.079951	0.075059	0.092026	0.041128	0.045677	0.069432	0.077673	0.10493	0.050716	0.056836	0.054647	0.096316	0.056026	0.70792	0.072102	0.27446	0.60485	0.09381	0.055252	0.066255	0.13915	0.047462	0.074325	0.058656	0.055435	0.558	0.50239	0.59423
Meth__cg22392708__KRT23	0.024786	0.038491	0.030611	0.17123	0.023522	0.45849	0.081562	0.045942	0.030812	0.036546	0.023584	0.020674	0.051049	0.032711	0.022387	0.025693	0.20847	0.043478	0.37792	0.052018	0.12336	0.13119	0.01986	0.61525	0.042807	0.099681	0.07181	0.056642	0.10829	0.026421	0.42352	0.070096	0.02314	0.041389	0.033175	0.077757	0.03301	0.037554
Meth__cg06204948__MARK2	0.045564	0.16604	0.0551	0.90187	0.86346	0.90446	0.88871	0.038413	0.039843	0.11948	0.035128	0.048983	0.076908	0.92904	0.038842	0.03926	0.040698	0.077037	0.88635	0.90512	0.49481	0.89828	0.67712	0.88252	0.75079	0.8443	0.86081	0.64373	0.56039	0.032783	0.65773	0.88966	0.080204	0.22722	0.87256	0.70239	0.19817	0.8703
Meth__cg16254764__HDAC11	0.054001	0.35404	0.45089	0.33949	0.07575	0.58448	0.33472	0.071122	0.051738	0.41974	0.10743	0.18726	0.29733	0.079667	0.053306	0.12764	0.18143	0.10093	0.41816	0.20419	0.1015	0.53411	0.16922	0.20855	0.22976	0.15606	0.10128	0.27037	0.087496	0.049194	0.2059	0.14756	0.042039	0.065211	0.070167	0.07984	0.26674	0.065108
Meth__cg13986130__PTGS2	0.049627	0.032549	0.907	0.89878	0.046082	0.94899	0.94817	0.080119	0.056825	0.097789	0.071353	0.14052	0.60854	0.94504	0.22189	0.28562	0.064748	0.14259	0.22751	0.054904	0.059665	0.064813	0.94901	0.14345	0.91349	0.44396	0.8286	0.079141	0.062109	0.049866	0.060064	0.38471	0.94769	0.057349	0.89003	0.94767	0.40134	0.93841
Meth__cg03290040__C22orf16	0.050099	0.17533	0.64578	0.5778	0.4212	0.78635	0.20792	0.068607	0.048567	0.17572	0.050638	0.055654	0.8053	0.028425	0.040627	0.68047	0.034276	0.073835	0.4463	0.61869	0.73282	0.6622	0.29408	0.075812	0.12271	0.11478	0.29831	0.11733	0.037115	0.026191	0.032429	0.19083	0.58544	0.26596	0.062335	0.34036	0.30805	0.093061
Meth__cg20352798__ZP3	0.041083	0.046584	0.044064	0.59501	0.030289	0.83275	0.098987	0.041238	0.031168	0.030487	0.027579	0.03377	0.048712	0.01942	0.028495	0.066212	0.060017	0.043633	0.11667	0.028563	0.038779	0.36624	0.03391	0.86693	0.73987	0.058699	0.9406	0.03493	0.031832	0.02944	0.10437	0.035733	0.041427	0.064449	0.057344	0.03553	0.050514	0.030161
Meth__cg05769161__B4GALNT3	0.084152	0.063291	0.91161	0.086316	0.048758	0.94607	0.10674	0.38667	0.052327	0.049691	0.071288	0.10787	0.13257	0.077471	0.06	0.051946	0.11121	0.11055	0.2229	0.088777	0.097242	0.11074	0.068613	0.92315	0.061646	0.20119	0.12965	0.094615	0.035299	0.0571	0.10526	0.049098	0.20694	0.057005	0.0855	0.069481	0.15385	0.21815
Meth__cg10534672__C1QTNF2	0.061676	0.096851	0.6213	0.5086	0.18475	0.22592	0.13058	0.064636	0.12626	0.088123	0.050768	0.086331	0.13523	0.044819	0.095345	0.17202	0.08149	0.095775	0.046934	0.2957	0.32636	0.0558	0.088408	0.37114	0.54427	0.060905	0.13652	0.2526	0.032055	0.05539	0.065022	0.55461	0.18227	0.072027	0.046531	0.13108	0.090881	0.74318
Meth__cg19427610__WIF1	0.42098	0.042019	0.96737	0.49931	0.04754	0.93744	0.73269	0.39167	0.037131	0.046224	0.64442	0.33511	0.76213	0.035453	0.051003	0.95207	0.061769	0.095274	0.21467	0.58467	0.6568	0.53495	0.12035	0.95829	0.33212	0.19251	0.94201	0.10636	0.042244	0.51929	0.18851	0.71212	0.96181	0.34743	0.044572	0.5056	0.19366	0.56446
Meth__cg11102782__ISYNA1	0.077613	0.94505	0.17947	0.77766	0.19497	0.93632	0.56089	0.29082	0.050347	0.18029	0.056707	0.80484	0.60305	0.05958	0.31337	0.64879	0.14985	0.11592	0.74689	0.69789	0.71534	0.37839	0.29631	0.93861	0.61064	0.29641	0.1642	0.75188	0.15398	0.29019	0.85091	0.66736	0.071235	0.076232	0.09195	0.07963	0.88316	0.080821
Meth__cg08433538__RALGPS1	0.059975	0.23773	0.60922	0.4369	0.10395	0.26388	0.18722	0.069998	0.057867	0.081662	0.34167	0.54302	0.59063	0.082839	0.060864	0.11063	0.25193	0.12325	0.055704	0.33082	0.079427	0.082172	0.095218	0.50371	0.31297	0.14275	0.1186	0.13481	0.11001	0.092352	0.44863	0.45879	0.32237	0.079431	0.081982	0.26739	0.22823	0.37394
Meth__cg19570545__PKP1	0.62836	0.83203	0.95786	0.03889	0.032925	0.93881	0.9171	0.024195	0.029035	0.62136	0.13447	0.059089	0.90623	0.72243	0.035143	0.9335	0.36394	0.20327	0.41051	0.45421	0.48315	0.88707	0.024221	0.8308	0.049496	0.044626	0.17898	0.57577	0.1912	0.028645	0.90313	0.18446	0.94893	0.082968	0.49617	0.55034	0.75152	0.94347
Meth__cg20275344__RAB9B	0.57098	0.072962	0.075672	0.065625	0.36398	0.068208	0.075248	0.39427	0.56161	0.64629	0.11799	0.2657	0.1312	0.37858	0.51046	0.4658	0.49431	0.13888	0.04989	0.088133	0.080454	0.52188	0.55965	0.10775	0.061399	0.27576	0.30741	0.10066	0.17763	0.09019	0.58142	0.054799	0.73931	0.13968	0.59681	0.18895	0.54084	0.062815
Meth__cg13311440__CD48	0.6998	0.062975	0.90914	0.80853	0.67899	0.076119	0.27632	0.9689	0.84289	0.36003	0.56439	0.83292	0.89302	0.028932	0.67026	0.45505	0.85646	0.080336	0.023366	0.66873	0.42286	0.075868	0.7917	0.69136	0.17649	0.046959	0.077495	0.042389	0.84648	0.05504	0.030152	0.85118	0.18618	0.078351	0.7034	0.42955	0.033125	0.50576
Meth__cg10763288__DHCR7	0.086037	0.13677	0.12885	0.12202	0.11879	0.23856	0.24493	0.078581	0.057279	0.10299	0.065916	0.17609	0.09001	0.083589	0.087098	0.11924	0.15085	0.096828	0.71974	0.086405	0.057586	0.66122	0.17737	0.48607	0.14242	0.067313	0.15178	0.15637	0.11428	0.10661	0.68576	0.078679	0.09438	0.093506	0.085236	0.10229	0.23038	0.090708
Meth__cg00445824__ISYNA1	0.097191	0.42488	0.084203	0.72755	0.092059	0.68815	0.076027	0.094179	0.090795	0.073036	0.060648	0.42156	0.32719	0.15507	0.067436	0.68889	0.13385	0.091971	0.91691	0.7722	0.44601	0.14335	0.067532	0.95786	0.11505	0.098154	0.086121	0.099371	0.065374	0.09077	0.61628	0.29182	0.062677	0.13515	0.126	0.094522	0.37069	0.10542
Meth__cg16362133__SLC11A2	0.027498	0.1771	0.033552	0.7971	0.24287	0.95071	0.63632	0.023324	0.021617	0.87646	0.020496	0.087046	0.052816	0.54412	0.023573	0.43607	0.047009	0.042818	0.03777	0.35596	0.2661	0.036526	0.030065	0.51949	0.66899	0.083719	0.24667	0.23933	0.018646	0.024305	0.11991	0.071937	0.015661	0.044488	0.023135	0.54277	0.04764	0.85502
Meth__cg04386405__ZNF83	0.038145	0.034628	0.042101	0.24487	0.03606	0.33245	0.052093	0.90954	0.032635	0.044585	0.042979	0.10382	0.4751	0.047502	0.040158	0.17477	0.17637	0.11346	0.092284	0.30077	0.25582	0.04087	0.050495	0.35597	0.047313	0.051162	0.32594	0.062088	0.043633	0.091151	0.28897	0.22202	0.03553	0.087478	0.043389	0.39389	0.21975	0.22316
Meth__cg25268678__PLEKHG6	0.044433	0.98189	0.044993	0.048518	0.20049	0.9809	0.71768	0.027877	0.021103	0.056307	0.033201	0.028799	0.96789	0.079581	0.40855	0.061124	0.60926	0.075501	0.96034	0.046462	0.072742	0.97469	0.028614	0.96343	0.46122	0.092847	0.071415	0.067055	0.031544	0.020913	0.98761	0.027808	0.41015	0.12861	0.04008	0.044755	0.047554	0.77807
Meth__cg08491125__ISG20	0.065156	0.059596	0.06948	0.055265	0.062748	0.48064	0.05485	0.10372	0.086121	0.069599	0.12988	0.065446	0.083929	0.050386	0.079985	0.046777	0.057614	0.077745	0.057621	0.063818	0.062303	0.06575	0.057884	0.068715	0.058482	0.071439	0.084354	0.10465	0.080145	0.05624	0.059229	0.055286	0.047468	0.070558	0.059305	0.054057	0.080427	0.057965
